measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-10-01,,,,505.96200000000005,5640.0,5640.0,156531.038,1744771.0,1744771.0
2009-11-01,,,,34.876000000000005,392.0,392.0,149827.124,1685400.0,1685400.0
2009-12-01,,,,18.826,211.0,211.0,157455.174,1766011.0,1766011.0
2010-01-01,,,,139.068,1542.0,1542.0,157152.932,1741994.0,1741994.0
2010-02-01,,,,739.302,8266.0,8266.0,126179.698,1410847.0,1410847.0
2010-03-01,,,,216.00400000000002,2367.0,2367.0,152537.996,1671217.0,1671217.0
2010-04-01,,,,941.219,10344.0,10344.0,41477.781,455861.0,455861.0
2010-05-01,,,,564.268,5941.0,5941.0,143000.732,1505673.0,1505673.0
2010-06-01,,,,332.702,3509.0,3509.0,147018.298,1550445.0,1550445.0
2010-07-01,,,,46.158,494.0,494.0,154492.842,1652531.0,1652531.0
2010-08-01,,,,705.0590000000001,7592.0,7592.0,149843.941,1613589.0,1613589.0
2010-09-01,,,,55.589000000000006,597.0,597.0,146545.411,1574185.0,1574185.0
2010-10-01,,,,28.528000000000002,304.0,304.0,152659.472,1626744.0,1626744.0
2010-11-01,,,,43.291000000000004,477.0,477.0,147400.709,1625717.0,1625717.0
2010-12-01,,,,407.75100000000003,4499.0,4499.0,149750.249,1652283.0,1652283.0
2011-01-01,,,,150.35,1660.0,1660.0,148095.65,1635408.0,1635408.0
2011-02-01,,,,62.652,708.0,708.0,138299.35,1562667.0,1562667.0
2011-03-01,,,,117.704,1306.0,1306.0,146925.3,1630726.0,1630726.0
2011-04-01,,,,49.007,541.0,541.0,144862.99,1598292.0,1598292.0
2011-05-01,,,,30.118,336.0,336.0,135619.88,1514052.0,1514052.0
2011-06-01,,,,121.151,1364.0,1364.0,127876.85,1439849.0,1439849.0
2011-07-01,,,,133.7,1487.0,1487.0,143678.3,1597859.0,1597859.0
2011-08-01,,,,449.408,4933.0,4933.0,137418.59,1508340.0,1508340.0
2011-09-01,,,,1.833,21.0,21.0,129506.17,1455398.0,1455398.0
2011-10-01,,,,277.827,3078.0,3078.0,128073.17,1419066.0,1419066.0
2011-11-01,,,,599.933,6779.0,6779.0,121441.07,1372215.0,1372215.0
2011-12-01,,,,64.583,727.0,727.0,139006.42,1564857.0,1564857.0
2012-01-01,,,,464.874,5193.0,5193.0,124198.13,1387459.0,1387459.0
2012-02-01,,,,0.0,14318.0,14318.0,0.0,0.0,0.0
2012-03-01,,,,0.0,10601.0,10601.0,0.0,0.0,0.0
2012-04-01,,,,1312.141,14839.0,14839.0,56277.859,636448.0,636448.0
2012-05-01,,,,315.846,3538.0,3538.0,101766.15,1139804.0,1139804.0
2012-06-01,,,,271.978,2966.0,2966.0,108345.02,1181502.0,1181502.0
2012-07-01,,,,108.579,1204.0,1204.0,132137.42,1465180.0,1465180.0
2012-08-01,,,,275.656,3004.0,3004.0,133105.34,1450685.0,1450685.0
2012-09-01,,,,36.05,404.0,404.0,123780.95,1386664.0,1386664.0
2012-10-01,,,,162.922,1811.0,1811.0,124891.08,1388519.0,1388519.0
2012-11-01,,,,445.381,4973.0,4973.0,90726.619,1013089.0,1013089.0
2012-12-01,,,,0.182,2.0,2.0,123404.82,1391554.0,1391554.0
2013-01-01,,,,12.243,138.0,138.0,127674.76,1435079.0,1435079.0
2013-02-01,,,,1.819,21.0,21.0,112668.18,1272309.0,1272309.0
2013-03-01,,,,319.427,3591.0,3591.0,120845.57,1358706.0,1358706.0
2013-04-01,,,,405.507,4533.0,4533.0,107610.49,1202943.0,1202943.0
2013-05-01,,,,136.589,1551.0,1551.0,126072.41,1431367.0,1431367.0
2013-06-01,,,,482.751,5174.0,5174.0,125466.25,1344722.0,1344722.0
2013-07-01,,,,51.986,586.0,586.0,131513.01,1483513.0,1483513.0
2013-08-01,,,,175.373,1947.0,1947.0,119758.63,1329696.0,1329696.0
2013-09-01,,,,24.995,280.0,280.0,131702.01,1475035.0,1475035.0
2013-10-01,,,,0.744,8.0,8.0,140201.26,1559198.0,1559198.0
2013-11-01,,,,0.273,3.0,3.0,126071.73,1423185.0,1423185.0
2013-12-01,,,,15.934,178.0,178.0,141853.07,1581492.0,1581492.0
2014-01-01,,,,1.111,12.0,12.0,134555.89,1507735.0,1507735.0
2014-02-01,,,,0.0,0.0,0.0,123670.0,1355172.0,1355172.0
2014-03-01,,,,195.789,2166.0,2166.0,133690.21,1478883.0,1478883.0
2014-04-01,,,,5.296,58.0,58.0,129328.7,1426741.0,1426741.0
2014-05-01,,,,157.485,1720.0,1720.0,139492.52,1523451.0,1523451.0
2014-06-01,,,,113.35,1225.0,1225.0,136113.65,1471458.0,1471458.0
2014-07-01,,,,15.718,173.0,173.0,141208.28,1556117.0,1556117.0
2014-08-01,,,,0.0,0.0,0.0,136648.0,1506810.0,1506810.0
2014-09-01,,,,246.449,2696.0,2696.0,113178.55,1238200.0,1238200.0
2014-10-01,,,,0.0,12750.0,12750.0,0.0,0.0,0.0
2014-11-01,,,,1074.28,11448.0,11448.0,65974.72,703085.0,703085.0
2014-12-01,,,,378.803,4134.0,4134.0,133638.2,1458458.0,1458458.0
2015-01-01,,,,1378.71,15350.0,15350.0,52922.29,589218.0,589218.0
2015-02-01,,,,458.85,5008.0,5008.0,118894.15,1297635.0,1297635.0
2015-03-01,,,,0.0,0.0,0.0,128454.0,1412070.0,1412070.0
2015-04-01,,,,288.998,3142.0,3142.0,121445.0,1320188.0,1320188.0
2015-05-01,,,,0.0,0.0,0.0,124751.0,1377341.0,1377341.0
2015-06-01,,,,125.284,1363.0,1363.0,127766.72,1389687.0,1389687.0
2015-07-01,,,,12.58,137.0,137.0,129910.42,1410934.0,1410934.0
2015-08-01,,,,97.167,1044.0,1044.0,133427.83,1433107.0,1433107.0
2015-09-01,,,,10.105,111.0,111.0,119713.9,1319121.0,1319121.0
2015-10-01,,,,409.102,4461.0,4461.0,117951.9,1286232.0,1286232.0
2015-11-01,,,,1435.885,15919.0,15919.0,78441.115,869633.0,869633.0
2015-12-01,,,,387.193,4332.0,4332.0,110319.81,1234155.0,1234155.0
2016-01-01,,,,120.603,1347.0,1347.0,111447.4,1244663.0,1244663.0
2016-02-01,,,,7.076,80.0,80.0,101692.92,1147866.0,1147866.0
2016-03-01,,,,699.467,8041.0,8041.0,85637.533,984540.0,984540.0
2016-04-01,,,,514.587,5844.0,5844.0,79293.413,900567.0,900567.0
2016-05-01,,,,540.613,6261.0,6261.0,74384.387,861498.0,861498.0
2016-06-01,,,,355.313,3851.0,3851.0,102032.69,1105831.0,1105831.0
2016-07-01,,,,13.821,150.0,150.0,125198.18,1359607.0,1359607.0
2016-08-01,,,,17.273,190.0,190.0,121803.73,1336456.0,1336456.0
2016-09-01,,,,68.153,741.0,741.0,113218.85,1230596.0,1230596.0
2016-10-01,,,,505.434,5364.0,5364.0,129001.57,1369094.0,1369094.0
2016-11-01,,,,158.53,1684.0,1684.0,128167.47,1361361.0,1361361.0
2016-12-01,,,,0.0,0.0,0.0,126711.0,1374004.0,1374004.0
2017-01-01,,,,501.274,5532.0,5532.0,116816.73,1289274.0,1289274.0
2017-02-01,,,,310.199,3463.0,3463.0,99784.801,1114018.0,1114018.0
2017-03-01,,,,1090.095,12896.0,12896.0,56366.905,666848.0,666848.0
2017-04-01,,,,0.0,5301.0,5301.0,0.0,0.0,0.0
2017-05-01,,,,0.0,6826.0,6826.0,0.0,0.0,0.0
2017-06-01,,,,240.067,2564.0,2564.0,93219.933,995662.0,995662.0
2017-07-01,,,,86.1,914.0,914.0,133191.9,1413644.0,1413644.0
2017-08-01,,,,34.697,372.0,372.0,123083.3,1319827.0,1319827.0
2017-09-01,,,,471.139,4989.0,4989.0,133819.86,1417082.0,1417082.0
2017-10-01,,,,745.848,7767.0,7767.0,128178.15,1334843.0,1334843.0
2017-11-01,,,,3973.852,42295.0,42295.0,99620.148,1060283.0,1060283.0
2017-12-01,,,,700.623,7174.0,7174.0,114523.38,1172649.0,1172649.0
2018-01-01,,,,64.655,666.0,666.0,124568.35,1283442.0,1283442.0
2018-02-01,,,,34.468,358.0,358.0,110538.53,1148450.0,1148450.0
2018-03-01,,,,357.881,3775.0,3775.0,103347.12,1090026.0,1090026.0
2018-04-01,,,,480.373,5240.0,5240.0,72788.627,793942.0,793942.0
2018-05-01,,,,469.918,4768.0,4768.0,112875.08,1145238.0,1145238.0
2018-06-01,,,,485.97,5026.0,5026.0,102321.03,1058217.0,1058217.0
2018-07-01,,,,443.001,4470.0,4470.0,119927.0,1210187.0,1210187.0
2018-08-01,,,,503.268,5101.0,5101.0,58032.732,588173.0,588173.0
2018-09-01,,,,8.352,85.0,85.0,115158.65,1166741.0,1166741.0
2018-10-01,,,,3.482,36.0,36.0,127052.52,1317842.0,1317842.0
2018-11-01,,,,6988.383,74089.0,74089.0,105436.62,1117810.0,1117810.0
2018-12-01,,,,60.392,623.0,623.0,127964.61,1319683.0,1319683.0
2019-01-01,,,,421.927,4361.0,4361.0,129293.07,1336477.0,1336477.0
2019-02-01,,,,50.206,519.0,519.0,117414.79,1212921.0,1212921.0
2019-03-01,,,,13.65,141.0,141.0,122555.35,1270040.0,1270040.0
2019-04-01,,,,1174.224,12582.0,12582.0,27420.776,293811.0,293811.0
2019-05-01,,,,0.0,7618.0,7618.0,0.0,0.0,0.0
2019-06-01,,,,998.078,9936.0,9936.0,64629.922,643400.0,643400.0
2019-07-01,,,,0.0,0.0,0.0,121626.0,1233202.0,1233202.0
2019-08-01,,,,66.104,672.0,672.0,119906.9,1219158.0,1219158.0
2019-09-01,,,,17.066,174.0,174.0,126312.93,1289632.0,1289632.0
2019-10-01,,,,34.664,354.0,354.0,126128.34,1286409.0,1286409.0
2019-11-01,,,,353.826,3654.0,3654.0,121252.17,1252173.0,1252173.0
2019-12-01,,,,0.514,5.0,5.0,129580.49,1326283.0,1326283.0
2020-01-01,,,,43.783,469.0,469.0,122076.22,1308519.0,1308519.0
2020-02-01,,,,215.093,2341.0,2341.0,113639.91,1236691.0,1236691.0
2020-03-01,,,,870.214,9719.0,9719.0,27274.786,304628.0,304628.0
2020-04-01,,,,0.0,1317.0,1317.0,0.0,0.0,0.0
2020-05-01,,,,0.0,3973.0,3973.0,0.0,0.0,0.0
2020-06-01,,,,1335.146,14161.0,14161.0,44489.854,471888.0,471888.0
2020-07-01,,,,0.0,0.0,0.0,133953.0,1391174.0,1391174.0
2020-08-01,,,,250.282,2702.0,2702.0,152129.72,1642111.0,1642111.0
2020-09-01,,,,0.0,4357.0,4357.0,0.0,0.0,0.0
2020-10-01,,,,0.0,8477.0,8477.0,0.0,0.0,0.0
2020-11-01,,,,0.0,19340.0,19340.0,0.0,0.0,0.0
2020-12-01,,,,0.0,20448.0,20448.0,0.0,0.0,0.0
