measured_on,"Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2012-01-01,18484.728,648012.0,648012.0,0.0,0.0,0.0,781.422,27394.0,27394.0,0.0,0.0,0.0,83.551,2929.0,2929.0,8353.299,292838.0,292838.0
2012-02-01,14184.218,538320.0,538320.0,0.0,0.0,0.0,437.631,16609.0,16609.0,0.0,0.0,0.0,1032.329,39179.0,39179.0,5972.822,226681.0,226681.0
2012-03-01,16580.636,606132.0,606132.0,0.0,0.0,0.0,379.603,13877.0,13877.0,0.0,0.0,0.0,249.728,9129.0,9129.0,7478.033,273372.0,273372.0
2012-04-01,14983.228,546156.0,546156.0,0.0,0.0,0.0,190.337,6938.0,6938.0,0.0,0.0,0.0,198.26,7227.0,7227.0,6655.175,242589.0,242589.0
2012-05-01,16475.5,612504.0,612504.0,0.0,0.0,0.0,57.186,2126.0,2126.0,0.0,0.0,0.0,85.963,3196.0,3196.0,7585.351,281998.0,281998.0
2012-06-01,15607.53,601332.0,601332.0,0.0,0.0,0.0,131.877,5081.0,5081.0,0.0,0.0,0.0,170.56,6571.0,6571.0,7976.033,307303.0,307303.0
2012-07-01,16786.569,540144.0,540144.0,0.0,0.0,0.0,210.926,6787.0,6787.0,0.0,0.0,0.0,51.913,1670.0,1670.0,8746.592,281440.0,281440.0
2012-08-01,19523.182,627096.0,627096.0,0.0,0.0,0.0,270.107,8676.0,8676.0,0.0,0.0,0.0,120.259,3863.0,3863.0,9556.452,306959.0,306959.0
2012-09-01,8122.061,281772.0,281772.0,0.0,0.0,0.0,485.412,16840.0,16840.0,0.0,0.0,0.0,6.855,238.0,238.0,4590.672,159260.0,159260.0
2012-10-01,12568.591,449784.0,449784.0,0.0,0.0,0.0,282.314,10103.0,10103.0,0.0,0.0,0.0,22.852,818.0,818.0,6307.243,225713.0,225713.0
2012-11-01,6823.736,289596.0,289596.0,0.0,0.0,0.0,348.025,14770.0,14770.0,0.0,0.0,0.0,2.05,87.0,87.0,2085.189,88494.0,88494.0
2012-12-01,15844.736,579252.0,579252.0,0.0,0.0,0.0,559.959,20471.0,20471.0,0.0,0.0,0.0,336.501,12302.0,12302.0,7363.804,269206.0,269206.0
2013-01-01,16374.524,560892.0,560892.0,0.0,0.0,0.0,317.452,10874.0,10874.0,0.0,0.0,0.0,382.163,13091.0,13091.0,7977.861,273273.0,273273.0
2013-02-01,15119.921,516252.0,516252.0,0.0,0.0,0.0,339.3,11585.0,11585.0,0.0,0.0,0.0,11.042,377.0,377.0,6608.737,225648.0,225648.0
2013-03-01,17545.984,555276.0,555276.0,0.0,0.0,0.0,260.278,8237.0,8237.0,0.0,0.0,0.0,176.125,5574.0,5574.0,8593.613,271961.0,271961.0
2013-04-01,16087.542,545016.0,545016.0,0.0,0.0,0.0,34.89,1182.0,1182.0,0.0,0.0,0.0,204.073,6914.0,6914.0,8442.495,286016.0,286016.0
2013-05-01,15184.056,490080.0,490080.0,0.0,0.0,0.0,121.608,3925.0,3925.0,0.0,0.0,0.0,622.122,20080.0,20080.0,8150.214,263056.0,263056.0
2013-06-01,17872.072,566508.0,566508.0,0.0,0.0,0.0,68.837,2182.0,2182.0,0.0,0.0,0.0,101.552,3219.0,3219.0,9361.539,296742.0,296742.0
2013-07-01,19051.666,579588.0,579588.0,0.0,0.0,0.0,81.356,2475.0,2475.0,0.0,0.0,0.0,63.868,1943.0,1943.0,9670.11,294183.0,294183.0
2013-08-01,17541.529,527820.0,527820.0,0.0,0.0,0.0,265.606,7992.0,7992.0,0.0,0.0,0.0,86.741,2610.0,2610.0,8606.124,258956.0,258956.0
2013-09-01,15221.772,457392.0,457392.0,0.0,0.0,0.0,298.417,8967.0,8967.0,0.0,0.0,0.0,340.103,10220.0,10220.0,8561.708,257267.0,257267.0
2013-10-01,17075.914,537732.0,537732.0,0.0,0.0,0.0,428.635,13498.0,13498.0,0.0,0.0,0.0,74.041,2332.0,2332.0,8427.41,265385.0,265385.0
2013-11-01,8427.825,259296.0,259296.0,0.0,0.0,0.0,246.176,7574.0,7574.0,0.0,0.0,0.0,652.83,20085.0,20085.0,6826.169,210018.0,210018.0
2013-12-01,15486.414,492228.0,492228.0,0.0,0.0,0.0,203.81,6478.0,6478.0,0.0,0.0,0.0,60.036,1908.0,1908.0,7339.74,233290.0,233290.0
2014-01-01,11495.869,131919.0,362376.0,0.0,0.0,0.0,136.38,1565.0,4299.0,0.0,0.0,0.0,0.184,2.0,6.0,5315.567,60998.0,167559.0
2014-02-01,11713.804,134343.0,394800.0,0.0,0.0,0.0,532.58,6108.0,17950.0,0.0,0.0,0.0,58.166,667.0,1960.0,5209.45,59746.0,175578.0
2014-03-01,18394.975,210905.0,604068.0,0.0,0.0,0.0,171.17,1963.0,5621.0,0.0,0.0,0.0,102.087,1170.0,3352.0,9507.768,109010.0,312223.0
2014-04-01,16963.22,194446.0,573060.0,0.0,0.0,0.0,33.42,383.0,1129.0,0.0,0.0,0.0,33.994,390.0,1148.0,8901.366,102035.0,300710.0
2014-05-01,18630.235,213518.0,604212.0,0.0,0.0,0.0,160.151,1835.0,5194.0,0.0,0.0,0.0,49.717,570.0,1612.0,9878.897,113221.0,320390.0
2014-06-01,17096.812,195926.0,562692.0,0.0,0.0,0.0,248.571,2849.0,8181.0,0.0,0.0,0.0,80.888,927.0,2662.0,9149.729,104854.0,301137.0
2014-07-01,16859.308,193188.0,525816.0,0.0,0.0,0.0,191.449,2194.0,5971.0,0.0,0.0,0.0,16.179,185.0,505.0,8743.064,100185.0,272683.0
2014-08-01,19702.104,225793.0,580620.0,0.0,0.0,0.0,90.126,1033.0,2656.0,0.0,0.0,0.0,17.713,203.0,522.0,10781.057,123554.0,317717.0
2014-09-01,19342.787,221650.0,560556.0,0.0,0.0,0.0,85.127,975.0,2467.0,0.0,0.0,0.0,77.053,883.0,2233.0,10755.033,123242.0,311682.0
2014-10-01,16689.04,191242.0,497136.0,0.0,0.0,0.0,119.376,1368.0,3556.0,0.0,0.0,0.0,216.905,2486.0,6461.0,9220.679,105661.0,274667.0
2014-11-01,16405.205,187987.0,512676.0,0.0,0.0,0.0,204.411,2342.0,6388.0,0.0,0.0,0.0,129.917,1489.0,4060.0,8616.467,98736.0,269272.0
2014-12-01,19308.149,221255.0,614280.0,0.0,0.0,0.0,384.038,4401.0,12218.0,0.0,0.0,0.0,17.501,201.0,557.0,9313.312,106723.0,296299.0
2015-01-01,8345.794,95704.0,266244.0,0.0,0.0,0.0,627.116,7191.0,20006.0,0.0,0.0,0.0,507.066,5815.0,16176.0,6974.024,79974.0,222482.0
2015-02-01,18026.122,206542.0,551784.0,0.0,0.0,0.0,128.519,1473.0,3934.0,0.0,0.0,0.0,138.888,1591.0,4251.0,9271.471,106232.0,283802.0
2015-03-01,14174.359,162655.0,422472.0,0.0,0.0,0.0,140.512,1612.0,4188.0,0.0,0.0,0.0,50.4,578.0,1502.0,7165.729,82229.0,213577.0
2015-04-01,20693.669,237697.0,589512.0,0.0,0.0,0.0,104.045,1195.0,2964.0,0.0,0.0,0.0,60.469,695.0,1723.0,11110.817,127624.0,316520.0
2015-05-01,20094.127,230629.0,579384.0,0.0,0.0,0.0,276.241,3171.0,7965.0,0.0,0.0,0.0,48.076,552.0,1386.0,10721.556,123056.0,309140.0
2015-06-01,17508.438,201109.0,466956.0,0.0,0.0,0.0,91.262,1048.0,2434.0,0.0,0.0,0.0,117.434,1349.0,3132.0,9245.866,106202.0,246590.0
2015-07-01,21489.574,246656.0,557088.0,0.0,0.0,0.0,264.122,3032.0,6847.0,0.0,0.0,0.0,385.27,4422.0,9988.0,11138.034,127841.0,288738.0
2015-08-01,23692.671,271594.0,607656.0,0.0,0.0,0.0,216.981,2487.0,5565.0,0.0,0.0,0.0,3.392,39.0,87.0,12025.956,137856.0,308435.0
2015-09-01,18860.92,216144.0,481164.0,0.0,0.0,0.0,327.347,3751.0,8351.0,0.0,0.0,0.0,378.54,4338.0,9657.0,10650.193,122050.0,271699.0
2015-10-01,20181.753,235927.0,557664.0,0.0,0.0,0.0,330.087,3859.0,9121.0,0.0,0.0,0.0,66.119,773.0,1827.0,10298.041,120385.0,284556.0
2015-11-01,19529.644,224581.0,554136.0,0.0,0.0,0.0,503.558,5791.0,14288.0,0.0,0.0,0.0,110.587,1272.0,3138.0,9511.211,109374.0,269872.0
2015-12-01,17839.991,204719.0,503352.0,0.0,0.0,0.0,426.762,4897.0,12041.0,0.0,0.0,0.0,419.765,4817.0,11844.0,9653.482,110776.0,272371.0
2016-01-01,14583.516,167406.0,437244.0,0.0,0.0,0.0,919.783,10558.0,27577.0,0.0,0.0,0.0,31.339,360.0,940.0,8012.362,91975.0,240227.0
2016-02-01,14491.071,166276.0,440688.0,0.0,0.0,0.0,541.778,6217.0,16476.0,0.0,0.0,0.0,265.101,3042.0,8062.0,8005.05,91853.0,243442.0
2016-03-01,18934.654,217208.0,545292.0,0.0,0.0,0.0,278.242,3192.0,8013.0,0.0,0.0,0.0,28.8,330.0,829.0,9847.304,112963.0,283589.0
2016-04-01,19167.867,220161.0,567636.0,0.0,0.0,0.0,596.982,6857.0,17679.0,0.0,0.0,0.0,0.783,9.0,23.0,8718.368,100139.0,258185.0
2016-05-01,13044.521,149991.0,421512.0,0.0,0.0,0.0,321.353,3695.0,10384.0,0.0,0.0,0.0,57.079,656.0,1844.0,5496.047,63196.0,177596.0
2016-06-01,19726.346,226977.0,564696.0,0.0,0.0,0.0,191.221,2200.0,5474.0,0.0,0.0,0.0,16.006,184.0,458.0,10094.427,116149.0,288968.0
2016-07-01,22459.607,257744.0,558948.0,0.0,0.0,0.0,217.706,2498.0,5418.0,0.0,0.0,0.0,103.476,1187.0,2575.0,11818.211,135625.0,294118.0
2016-08-01,22842.26,262061.0,615888.0,0.0,0.0,0.0,558.921,6412.0,15070.0,0.0,0.0,0.0,55.499,637.0,1496.0,10214.32,117185.0,275405.0
2016-09-01,22888.628,262444.0,597384.0,0.0,0.0,0.0,156.899,1799.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,11021.473,126374.0,287656.0
2016-10-01,21202.693,243177.0,563784.0,0.0,0.0,0.0,141.217,1620.0,3755.0,0.0,0.0,0.0,54.531,625.0,1450.0,10054.559,115317.0,267353.0
2016-11-01,16266.978,186434.0,477516.0,0.0,0.0,0.0,232.227,2662.0,6817.0,0.0,0.0,0.0,137.912,1581.0,4048.0,7529.883,86299.0,221039.0
2016-12-01,18006.001,206522.0,514392.0,0.0,0.0,0.0,205.161,2353.0,5861.0,0.0,0.0,0.0,424.73,4871.0,12134.0,9483.108,108767.0,270912.0
2017-01-01,11522.398,131716.0,332352.0,0.0,0.0,0.0,82.027,938.0,2366.0,0.0,0.0,0.0,38.809,444.0,1119.0,5826.766,66607.0,168067.0
2017-02-01,13307.943,152996.0,432360.0,0.0,0.0,0.0,168.796,1941.0,5484.0,0.0,0.0,0.0,1028.291,11822.0,33408.0,7270.97,83591.0,236226.0
2017-03-01,19009.908,222551.0,577308.0,0.0,0.0,0.0,146.73,1718.0,4456.0,0.0,0.0,0.0,50.802,595.0,1543.0,8493.56,99435.0,257939.0
2017-04-01,18680.632,214292.0,585468.0,0.0,0.0,0.0,202.483,2323.0,6346.0,0.0,0.0,0.0,84.018,964.0,2633.0,8190.867,93960.0,256709.0
2017-05-01,19874.25,233538.0,602376.0,0.0,0.0,0.0,10.525,124.0,319.0,0.0,0.0,0.0,1.34,16.0,41.0,9282.885,109081.0,281358.0
2017-06-01,20878.32,239080.0,558972.0,0.0,0.0,0.0,118.478,1357.0,3172.0,0.0,0.0,0.0,0.0,0.0,0.0,9568.202,109566.0,256168.0
2017-07-01,23076.692,266976.0,616116.0,0.0,0.0,0.0,16.78,194.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,10840.528,125415.0,289427.0
2017-08-01,20099.656,232780.0,549000.0,0.0,0.0,0.0,144.652,1675.0,3951.0,0.0,0.0,0.0,221.052,2560.0,6038.0,9339.64,108165.0,255102.0
2017-09-01,21695.881,249382.0,613932.0,0.0,0.0,0.0,59.688,686.0,1689.0,0.0,0.0,0.0,32.795,377.0,928.0,9958.636,114469.0,281801.0
2017-10-01,19578.081,228831.0,585492.0,0.0,0.0,0.0,229.456,2682.0,6862.0,0.0,0.0,0.0,120.052,1403.0,3590.0,9013.411,105350.0,269550.0
2017-11-01,16556.086,189881.0,524880.0,0.0,0.0,0.0,118.726,1362.0,3764.0,0.0,0.0,0.0,15.368,176.0,487.0,7694.82,88251.0,243950.0
2017-12-01,18503.217,215494.0,565992.0,0.0,0.0,0.0,416.917,4856.0,12753.0,0.0,0.0,0.0,143.346,1669.0,4385.0,8685.52,101154.0,265680.0
2018-01-01,17936.515,204363.0,584892.0,0.0,0.0,0.0,265.601,3026.0,8661.0,0.0,0.0,0.0,117.035,1333.0,3816.0,7959.849,90692.0,259563.0
2018-02-01,3802.619,44058.0,114684.0,0.0,0.0,0.0,929.467,10769.0,28032.0,0.0,0.0,0.0,809.059,9374.0,24401.0,2202.855,25523.0,66436.0
2018-03-01,20372.597,233632.0,625836.0,0.0,0.0,0.0,162.958,1869.0,5006.0,0.0,0.0,0.0,6.231,71.0,191.0,9021.214,103455.0,277127.0
2018-04-01,17984.481,206164.0,587880.0,0.0,0.0,0.0,184.287,2113.0,6024.0,0.0,0.0,0.0,42.407,486.0,1386.0,8161.825,93563.0,266795.0
2018-05-01,16130.711,184998.0,517968.0,0.0,0.0,0.0,128.991,1479.0,4142.0,0.0,0.0,0.0,142.694,1637.0,4582.0,7570.604,86825.0,243097.0
2018-06-01,16925.735,194115.0,542700.0,0.0,0.0,0.0,145.305,1666.0,4659.0,0.0,0.0,0.0,20.079,230.0,644.0,7254.881,83204.0,232618.0
2018-07-01,23884.206,273834.0,638832.0,0.0,0.0,0.0,123.902,1421.0,3314.0,0.0,0.0,0.0,68.74,788.0,1839.0,10879.152,124730.0,290985.0
2018-08-01,21502.832,246878.0,594636.0,0.0,0.0,0.0,714.476,8203.0,19758.0,0.0,0.0,0.0,0.0,0.0,0.0,8366.692,96059.0,231371.0
2018-09-01,18952.724,233264.0,587880.0,0.0,0.0,0.0,119.188,1467.0,3697.0,0.0,0.0,0.0,3.74,46.0,116.0,8787.348,108152.0,272568.0
2018-10-01,19034.255,218080.0,598188.0,0.0,0.0,0.0,340.313,3899.0,10695.0,0.0,0.0,0.0,9.412,108.0,296.0,8409.02,96344.0,264270.0
2018-11-01,17785.574,203785.0,572328.0,0.0,0.0,0.0,110.257,1263.0,3548.0,0.0,0.0,0.0,167.082,1914.0,5377.0,7773.087,89063.0,250133.0
2018-12-01,16905.667,193693.0,614520.0,0.0,0.0,0.0,317.304,3635.0,11534.0,0.0,0.0,0.0,164.506,1885.0,5980.0,7548.523,86485.0,274388.0
2019-01-01,10003.759,115606.0,305496.0,0.0,0.0,0.0,313.412,3622.0,9571.0,0.0,0.0,0.0,42.733,494.0,1305.0,5432.096,62775.0,165886.0
2019-02-01,9585.934,109452.0,320184.0,0.0,0.0,0.0,252.744,2886.0,8442.0,0.0,0.0,0.0,245.882,2807.0,8213.0,5211.44,59504.0,174070.0
2019-03-01,18157.476,208099.0,565584.0,0.0,0.0,0.0,46.775,536.0,1457.0,0.0,0.0,0.0,43.944,504.0,1369.0,8408.805,96372.0,261924.0
2019-04-01,16220.774,184874.0,529572.0,0.0,0.0,0.0,350.254,3992.0,11435.0,0.0,0.0,0.0,33.754,385.0,1102.0,6618.218,75430.0,216070.0
2019-05-01,18855.56,214933.0,596688.0,0.0,0.0,0.0,317.9,3624.0,10060.0,0.0,0.0,0.0,51.502,587.0,1630.0,8309.038,94714.0,262941.0
2019-06-01,18306.094,208216.0,606204.0,0.0,0.0,0.0,215.492,2451.0,7136.0,0.0,0.0,0.0,39.934,454.0,1322.0,8856.48,100735.0,293281.0
2019-07-01,19199.592,218528.0,559332.0,0.0,0.0,0.0,346.452,3943.0,10093.0,0.0,0.0,0.0,66.894,761.0,1949.0,9561.062,108823.0,278538.0
2019-08-01,20613.771,234521.0,611148.0,0.0,0.0,0.0,320.802,3650.0,9511.0,0.0,0.0,0.0,6.065,69.0,180.0,10767.362,122499.0,319226.0
2019-09-01,18190.123,207072.0,566940.0,0.0,0.0,0.0,701.116,7981.0,21852.0,0.0,0.0,0.0,25.495,290.0,795.0,7238.266,82399.0,225598.0
2019-10-01,13181.139,151575.0,459948.0,0.0,0.0,0.0,259.726,2987.0,9063.0,0.0,0.0,0.0,11.968,138.0,418.0,7209.167,82901.0,251560.0
2019-11-01,13739.042,158052.0,543300.0,0.0,0.0,0.0,318.226,3661.0,12584.0,0.0,0.0,0.0,25.961,299.0,1027.0,9270.771,106650.0,366606.0
2019-12-01,11819.418,140084.0,498228.0,0.0,0.0,0.0,551.629,6538.0,23253.0,0.0,0.0,0.0,135.667,1608.0,5719.0,8308.286,98470.0,350222.0
2020-01-01,17248.425,197228.0,588408.0,0.0,0.0,0.0,713.027,8153.0,24324.0,0.0,0.0,0.0,87.9,1005.0,2999.0,8884.648,101592.0,303088.0
2020-02-01,10660.602,121278.0,345660.0,0.0,0.0,0.0,168.856,1921.0,5475.0,0.0,0.0,0.0,0.716,8.0,23.0,4739.826,53921.0,153684.0
2020-03-01,18299.497,208185.0,587292.0,0.0,0.0,0.0,1018.217,11584.0,32678.0,0.0,0.0,0.0,49.88,567.0,1601.0,8907.406,101336.0,285868.0
2020-04-01,17910.846,208264.0,608964.0,0.0,0.0,0.0,1768.22,20561.0,60119.0,0.0,0.0,0.0,27.977,325.0,951.0,7956.957,92522.0,270534.0
2020-05-01,16382.57,186352.0,539268.0,0.0,0.0,0.0,975.387,11095.0,32107.0,0.0,0.0,0.0,411.074,4676.0,13531.0,8825.969,100396.0,290526.0
2020-06-01,16621.673,189066.0,578604.0,0.0,0.0,0.0,882.557,10039.0,30722.0,0.0,0.0,0.0,69.146,787.0,2407.0,8172.624,92961.0,284491.0
2020-07-01,10086.221,114913.0,285360.0,0.0,0.0,0.0,795.629,9065.0,22510.0,0.0,0.0,0.0,94.302,1074.0,2668.0,8049.848,91712.0,227747.0
2020-08-01,22969.074,261309.0,639984.0,0.0,0.0,0.0,1251.487,14238.0,34870.0,0.0,0.0,0.0,69.318,789.0,1931.0,11102.121,126304.0,309337.0
