measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2017-11-01,4205.336,18163.0,206810.0,21154.664,91367.0,1040343.0
2017-12-01,4350.689,18791.0,228194.0,19623.311,84753.0,1029243.0
2018-01-01,4447.731,19210.0,215813.0,22658.269,97861.0,1099425.0
2018-02-01,6943.176,29987.0,342522.0,17658.824,76268.0,871147.0
2018-03-01,3586.084,15488.0,176518.0,21297.916,91985.0,1048346.0
2018-04-01,8354.091,36081.0,335758.0,17665.909,76299.0,710008.0
2018-05-01,10005.288,43213.0,476530.0,15880.712,68589.0,756363.0
2018-06-01,6901.482,29807.0,302342.0,18225.518,78716.0,798428.0
2018-07-01,7264.201,31374.0,309451.0,18117.799,78251.0,771808.0
2018-08-01,7645.621,33021.0,424488.0,15658.379,67628.0,869360.0
2018-09-01,9597.504,41451.0,385135.0,14145.496,61094.0,567640.0
2018-10-01,7549.323,32605.0,360668.0,19147.677,82699.0,914777.0
2018-11-01,5909.31,25522.0,294227.0,18704.69,80785.0,931314.0
2018-12-01,3809.998,16455.0,184568.0,23305.002,100654.0,1128967.0
2019-01-01,3467.072,14974.0,164157.0,22128.928,95575.0,1047748.0
2019-02-01,4163.62,17983.0,204095.0,19295.38,83337.0,945832.0
2019-03-01,10565.976,45634.0,466783.0,14866.024,64206.0,656750.0
2019-04-01,5915.027,25547.0,295041.0,18260.973,78869.0,910857.0
2019-05-01,11450.667,49455.0,592530.0,11934.333,51544.0,617558.0
2019-06-01,3575.249,15441.0,210195.0,12591.751,54384.0,740289.0
2019-07-01,5233.226,22602.0,267154.0,19131.774,82630.0,976670.0
2019-08-01,5858.927,25305.0,273975.0,19613.073,84709.0,917145.0
2019-09-01,5557.771,24004.0,267410.0,17195.229,74266.0,827343.0
2019-10-01,7505.393,32416.0,394104.0,15159.607,65474.0,796022.0
2019-11-01,9349.038,40378.0,434434.0,16838.962,72727.0,782478.0
2019-12-01,5966.399,25769.0,290298.0,20820.601,89924.0,1013035.0
2020-01-01,6615.033,28570.0,352355.0,16163.967,69812.0,860988.0
2020-02-01,8313.212,35905.0,482117.0,9453.788,40831.0,548264.0
2020-03-01,8068.045,34846.0,343471.0,12643.955,54609.0,538276.0
2020-04-01,6561.481,28339.0,328285.0,11834.519,51113.0,592107.0
2020-05-01,5742.382,24801.0,577500.0,7340.618,31704.0,738232.0
2020-06-01,6085.766,26284.0,307973.0,10575.234,45674.0,535165.0
2020-07-01,6443.907,27831.0,385848.0,9813.093,42383.0,587589.0
2020-08-01,5397.496,23312.0,316154.0,13013.504,56205.0,762255.0
2020-09-01,5096.762,22013.0,310100.0,7166.238,30951.0,436012.0
2020-10-01,3261.74,14087.0,199058.0,17006.26,73450.0,1037860.0
2020-11-01,2725.311,11771.0,174661.0,14890.689,64313.0,954320.0
2020-12-01,1492.775,6447.0,100407.0,16935.225,73143.0,1139100.0
2021-01-01,2512.717,10852.0,165437.0,16558.283,71515.0,1090195.0
2021-02-01,2090.145,9027.0,131946.0,15938.855,68840.0,1006181.0
2021-03-01,1421.326,6139.0,85732.0,18735.674,80919.0,1130107.0
2021-04-01,1481.065,6397.0,82461.0,18909.935,81672.0,1052841.0
2021-05-01,8478.188,36617.0,422721.0,15902.812,68684.0,792911.0
2021-06-01,1537.261,6639.0,77726.0,21006.739,90728.0,1062128.0
2021-07-01,2289.667,9889.0,119663.0,19381.333,83708.0,1012907.0
2021-08-01,3214.56,13884.0,166673.0,17403.44,75165.0,902355.0
2021-09-01,3477.645,15020.0,183939.0,16225.355,70077.0,858189.0
2021-10-01,2856.707,12338.0,164015.0,16730.293,72258.0,960551.0
2021-11-01,2602.124,11239.0,168050.0,16856.876,72805.0,1088647.0
2021-12-01,2195.301,9481.0,141299.0,16629.699,71823.0,1070357.0
2022-01-01,1836.035,7930.0,115667.0,17887.965,77258.0,1126910.0
2022-02-01,2368.956,10231.0,144604.0,15801.044,68245.0,964517.0
2022-03-01,1940.965,8383.0,98195.0,23128.035,99890.0,1170070.0
2022-04-01,2991.424,12920.0,152276.0,19679.576,84996.0,1001776.0
2022-05-01,6202.583,26789.0,304381.0,19032.417,82201.0,933982.0
2022-06-01,2443.607,10554.0,111027.0,22536.393,97334.0,1023959.0
2022-07-01,3267.418,14112.0,167061.0,21862.582,94424.0,1117817.0
2022-08-01,4772.54,20613.0,238675.0,18193.46,78577.0,909855.0
2022-09-01,1734.603,7492.0,84877.0,22351.397,96535.0,1093687.0
2022-10-01,2315.991,10003.0,117924.0,23116.009,99838.0,1177006.0
2022-11-01,3503.256,15131.0,188527.0,20338.744,87843.0,1094524.0
2022-12-01,2180.574,9418.0,118566.0,21931.426,94722.0,1192499.0
2023-01-01,2377.783,10270.0,106547.0,22031.217,95153.0,987205.0
2023-02-01,1405.305,6069.0,66077.0,19577.695,84556.0,920540.0
2023-03-01,6603.817,28522.0,341967.0,15860.183,68500.0,821291.0
2023-04-01,1979.171,8548.0,85801.0,19662.829,84924.0,852419.0
2023-05-01,2932.301,12665.0,145903.0,19835.699,85670.0,986970.0
2023-06-01,9282.662,40092.0,482894.0,12853.338,55513.0,668645.0
2023-07-01,2486.576,10739.0,126132.0,20132.424,86952.0,1021221.0
2023-08-01,6387.8,27589.0,345566.0,12540.2,54161.0,678397.0
2023-09-01,8015.736,34620.0,409531.0,13804.264,59620.0,705272.0
2023-10-01,3476.84,15016.0,183834.0,17357.16,74965.0,917742.0
2023-11-01,2730.317,11792.0,138366.0,20329.683,87804.0,1030263.0
2023-12-01,1418.754,6128.0,73837.0,21282.246,91918.0,1107601.0
2024-01-01,884.598,3821.0,53950.0,18244.402,78797.0,1112688.0
2024-02-01,4799.459,20729.0,251119.0,15694.541,67785.0,821175.0
2024-03-01,6070.641,27665.0,390774.0,12065.359,54983.0,776661.0
2024-04-01,11527.981,49789.0,603650.0,11047.019,47712.0,578465.0
2024-05-01,11684.215,50464.0,584022.0,10275.785,44381.0,513624.0
2024-06-01,12988.479,56097.0,669964.0,7362.521,31799.0,379769.0
2024-07-01,5297.916,22882.0,269868.0,18396.084,79452.0,937069.0
2024-08-01,10418.068,44996.0,572959.0,7255.932,31338.0,399052.0
2024-09-01,5773.139,24934.0,280893.0,17273.861,74606.0,840462.0
2024-10-01,5304.423,22910.0,271066.0,18442.577,79653.0,942451.0
2024-11-01,3182.581,13746.0,159690.0,20846.419,90035.0,1045993.0
2024-12-01,3330.695,14385.0,169636.0,21328.305,92117.0,1086271.0
