measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-02-01,12863.19179,70037.96,718704.0,,,,0.0,0.0,0.0,154.88900999999998,843.35,8654.1,,,,0.0,0.0,0.0,3665.50423,19958.07,204802.4,,,,5510.11898,30001.69,307866.4
2004-03-01,13700.4447,74596.66,757993.6,,,,0.0,0.0,0.0,1333.07718,7258.39,73754.1,,,,0.0,0.0,0.0,3109.85839,16932.67,172056.66,,,,5566.79073,30310.26,307989.4
2004-04-01,17180.67231,93545.93,916720.0,,,,0.0,0.0,0.0,3936.27753,21432.38,210030.45,,,,0.0,0.0,0.0,11.857719999999999,64.56,632.7,,,,5569.58744,30325.48,297180.0
2004-05-01,18196.62423,99077.61,997808.0,,,,0.0,0.0,0.0,2735.48709,14894.28,149999.85,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,5599.54768,30488.61,307050.0
2004-06-01,15588.71921,84878.01,879592.0,,,,0.0,0.0,0.0,2863.44833,15591.0,161569.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,5227.26445,28461.59,294947.9
2004-07-01,17701.01587,96379.11,1006544.0,,,,0.0,0.0,0.0,1814.52278,9879.78,103180.35,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,4092.16935,22281.19,232695.6
2004-08-01,18416.17406,100273.03,1031499.36,,,,0.0,0.0,0.0,2272.78582,12374.94,127299.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,3935.00412,21425.45,220401.6
2004-09-01,17668.51943,96202.17,1021242.21,,,,0.0,0.0,0.0,2190.82662,11928.69,126630.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,4011.97395,21844.54,231892.5
2004-10-01,18592.27617,101231.88,977444.74,,,,0.0,0.0,0.0,3067.09725,16699.84,161245.35,,,,0.0,0.0,0.0,2485.88696,13535.24,130689.6,,,,3615.96562,19688.34,190100.8
2004-11-01,18504.53603,100754.15,938949.6,,,,0.0,0.0,0.0,2644.36919,14398.15,134179.5,,,,0.0,0.0,0.0,2733.0834,14881.19,138681.0,,,,4807.00339,26173.34,243915.0
2004-12-01,15350.18742,83579.24,772088.75,,,,0.0,0.0,0.0,2024.33372,11022.16,101820.6,,,,0.0,0.0,0.0,1958.00945,10661.04,98484.6,,,,5670.55041,30875.21,285219.2
2005-01-01,21208.62318,112013.13,1095396.36,,,,,,,1904.9924,10061.2,98390.25,,,,,,,2260.63686,11939.53,116758.8,,,,5696.25356,30084.71,294203.7
2005-02-01,17887.41432,94472.19,986199.75,,,,,,,1708.28206,9022.27,94183.95,,,,,,,1714.74362,9056.4,94540.2,,,,5049.795,26670.44,278414.0
2005-03-01,16336.96492,86283.52,937761.34,,,,,,,2257.45293,11922.72,129580.5,,,,,,,1964.87018,10377.44,112785.9,,,,5123.93497,27062.01,294120.0
2005-04-01,15683.16985,82830.5,1165645.0,,,,,,,1377.475,7275.12,102380.25,,,,,,,1743.7946000000002,9209.83,129606.8,,,,6625.26455,34991.27,492420.0
2005-05-01,15597.45098,82377.78,1190475.0,,,,,,,775.16374,4094.02,59164.35,,,,,,,1834.87524,9690.88,140046.8,,,,5900.84204,31165.24,450381.6
2005-06-01,16954.48634,89544.95,1217476.0,,,,,,,765.26888,4041.76,54952.8,,,,,,,2220.13592,11725.63,159424.6,,,,5751.01386,30373.92,412971.6
2005-07-01,14289.20877,75468.31,986024.0,,,,,,,1394.83557,7366.81,96250.35,,,,,,,683.59592,3610.41,47171.4,,,,4638.92074,24500.41,320107.8
2005-08-01,17274.30924,91234.09,1289028.0,,,,,,,21.19106,111.92,1581.3,,,,,,,766.45611,4048.03,57193.8,,,,5532.61459,29220.45,412849.8
2005-09-01,17101.5478,90321.65,1163799.0,,,,,,,191.84814,1013.24,13055.7,,,,,,,237.10601,1252.27,16135.6,,,,6417.45905,33893.75,436722.6
2005-10-01,15426.47569,81474.78,1123590.0,,,,,,,576.212,3043.26,41968.5,,,,,,,1429.55111,7550.16,104121.6,,,,5574.6282,29442.34,406029.0
2005-11-01,16794.98018,88702.52,1154660.0,,,,,,,712.85139,3764.92,49008.75,,,,,,,2832.24346,14958.47,194717.6,,,,5220.22998,27570.59,358892.4
2005-12-01,13109.29516,69236.62,985738.0,,,,,,,205.68844,1086.34,15466.5,,,,,,,2122.57333,11210.35,159604.4,,,,6354.53007,33561.39,477821.4
2006-01-01,15893.42696,86537.09,1223703.0,,,,,,,407.29388,2217.65,31359.3,,,,,,,3394.23127,18481.03,261336.4,,,,4870.32789,26518.13,374987.4
2006-02-01,13250.5748,72147.19,1031420.0,,,,,,,1281.96633,6980.1,99787.8,,,,,,,1953.8579000000002,10638.43,152087.6,,,,5222.92997,28437.99,406551.0
2006-03-01,6254.34818,34053.89,1122862.0,,,,,,,1223.89939,6663.93,219730.35,,,,,,,161.20712,877.75,28942.0,,,,2703.82132,14721.86,485425.2
2006-04-01,6557.95546,35706.98,1006694.0,,,,,,,775.4651,4222.28,119039.55,,,,,,,51.30961,279.37,7876.4,,,,3633.87682,19785.86,557826.6
2006-05-01,12100.58715,65885.7,1181180.0,,,,,,,925.98105,5041.81,90388.2,,,,,,,0.0,0.0,0.0,,,,5070.4388,27607.7,494943.0
2006-06-01,9637.2451,52473.21,1006070.0,,,,,,,1359.79874,7403.88,141954.75,,,,,,,0.0,0.0,0.0,,,,3948.72916,21500.18,412223.4
2006-07-01,13520.22237,73615.38,955669.0,,,,,,,2027.46675,11039.22,143310.3,,,,,,,0.0,0.0,0.0,,,,5926.90488,32271.02,418939.8
2006-08-01,14455.62403,78708.48,1023048.0,,,,,,,2374.54489,12929.0,168050.4,,,,,,,0.0,0.0,0.0,,,,6524.17408,35523.05,461726.4
2006-09-01,15358.78328,83626.04,1074567.0,,,,,,,1827.78135,9951.97,127879.5,,,,,,,0.0,0.0,0.0,,,,6066.24537,33029.7,424420.8
2006-10-01,7251.2716,39481.98,1025739.0,,,,,,,754.85964,4110.09,106779.75,,,,,,,14.309709999999999,77.91,2024.2,,,,3323.25506,18094.58,470095.8
2006-11-01,7811.06145,42529.94,945945.0,,,,,,,1942.10091,10574.42,235194.75,,,,,,,1130.13143,6153.38,136862.6,,,,2111.93821,11499.15,255762.6
2006-12-01,3197.36162,17409.1,831883.0,,,,,,,712.89822,3881.61,185480.4,,,,,,,709.41215,3862.63,184573.4,,,,1168.61401,6362.91,304047.6
2007-01-01,3174.635,17290.0,981708.0,,,,,,,615.196,3350.0,190240.0,,,,,,,737.5780000000001,4014.0,228085.0,,,,1228.2720000000002,6682.0,379825.0
2007-02-01,2883.213,15704.0,896545.0,,,,,,,342.88100000000003,1867.0,106620.0,,,,,,,392.23900000000003,2134.0,121968.0,,,,1410.786,7673.0,438689.0
2007-03-01,3809.2810000000004,20735.0,953095.0,,,,,,,331.564,1805.0,82958.0,,,,,,,585.811,3190.0,146572.0,,,,1874.8210000000001,10214.0,469087.0
2007-04-01,7234.7970000000005,39390.0,1148979.0,,,,,,,240.22400000000002,1308.0,38151.0,,,,,,,438.726,2390.0,69675.0,,,,3053.627,16634.0,484955.0
2007-05-01,4587.429,24973.0,974597.0,,,,,,,77.723,423.0,16512.0,,,,,,,291.87100000000004,1589.0,62008.0,,,,2304.8810000000003,12545.0,489671.0
2007-06-01,4438.4580000000005,24167.0,1011088.0,,,,,,,380.68,2073.0,86720.0,,,,,,,239.15300000000002,1305.0,54479.0,,,,1708.06,9292.0,389099.0
2007-07-01,9999.968,54444.0,986804.0,,,,,,,309.369,1684.0,30529.0,,,,,,,719.1170000000001,3915.0,70963.0,,,,4064.496,22133.0,401087.0
2007-08-01,9949.36,54171.0,939575.0,,,,,,,704.991,3839.0,66576.0,,,,,,,928.9390000000001,5058.0,87725.0,,,,3725.766,20288.0,351845.0
2007-09-01,11513.024,62686.0,876356.0,,,,,,,299.363,1630.0,22787.0,,,,,,,1375.7340000000002,7488.0,104719.0,,,,2987.22,16269.0,227383.0
2007-10-01,13132.355,71500.0,1129986.0,,,,,,,351.696,1915.0,30262.0,,,,,,,1711.03,9315.0,147227.0,,,,4666.17,25404.0,401505.0
2007-11-01,8785.49,47840.0,890331.0,,,,,,,523.078,2848.0,53009.0,,,,,,,1525.5890000000002,8306.0,154605.0,,,,5062.67,27562.0,513056.0
2007-12-01,7413.987,40365.0,874497.0,,,,,,,312.386,1701.0,36847.0,,,,,,,1861.028,10133.0,219513.0,,,,3238.2980000000002,17626.0,381965.0
2008-01-01,3805.708,19302.0,826930.0,,,,,,,566.2470000000001,2872.0,123038.0,,,,,,,1073.105,5443.0,233172.0,,,,1733.94,8794.0,376762.0
2008-02-01,3574.333,19462.0,825604.0,0.0,0.0,0.0,,,,408.651,2225.0,94391.0,,,,,,,776.9110000000001,4230.0,179452.0,,,,1164.3880000000001,6340.0,268952.0
2008-03-01,4040.4320000000002,20492.0,993694.0,,,,,,,117.45,596.0,28885.0,,,,,,,389.312,1975.0,95746.0,,,,927.806,4706.0,228182.0
2008-04-01,7548.677000000001,38285.0,743873.0,,,,,,,648.363,3288.0,63892.0,,,,,,,971.6160000000001,4928.0,95746.0,,,,2523.3450000000003,12798.0,248659.0
2008-05-01,10375.076000000001,52620.0,817856.0,,,,,,,390.629,1981.0,30793.0,,,,,,,914.269,4637.0,72071.0,,,,3692.0260000000003,18725.0,291038.0
2008-06-01,11320.341,57415.0,945204.0,,,,,,,431.732,2190.0,36048.0,,,,,,,641.92,3256.0,53598.0,,,,3273.007,16600.0,273283.0
2008-07-01,12661.113000000001,64215.0,952588.0,,,,,,,190.223,965.0,14312.0,,,,,,,932.628,4730.0,70168.0,,,,3283.036,16651.0,247007.0
2008-08-01,12961.956,65741.0,961181.0,,,,,,,577.394,2928.0,42816.0,,,,,,,927.95,4706.0,68811.0,,,,3621.7000000000003,18369.0,268564.0
2008-09-01,13815.022,70067.0,910598.0,,,,,,,1480.4250000000002,7508.0,97580.0,,,,,,,482.38300000000004,2447.0,31796.0,,,,4228.171,21445.0,278694.0
2008-10-01,11037.233,55979.0,588705.0,,,,,,,2075.233,10525.0,110689.0,,,,,,,0.0,0.0,0.0,,,,5607.534000000001,28440.0,299095.0
2008-11-01,9357.732,47461.0,609518.0,,,,,,,1551.438,7869.0,101053.0,,,,,,,0.0,0.0,0.0,,,,2255.83,11441.0,146934.0
2008-12-01,9472.384,48042.0,732654.0,,,,,,,1426.075,7233.0,110302.0,,,,,,,128.52800000000002,652.0,9941.0,,,,2968.012,15053.0,229565.0
2009-01-01,10521.081,53361.0,597194.0,,,,,,,3634.4370000000004,18433.0,206297.0,,,,,,,296.122,1502.0,16808.0,,,,3829.36,19422.0,217361.0
2009-02-01,11091.82,56256.0,684814.0,,,,,,,2197.567,11146.0,135679.0,,,,,,,658.249,3339.0,40641.0,,,,3562.364,18068.0,219942.0
2009-03-01,9357.868,47461.0,593905.0,,,,,,,1507.66,7647.0,95685.0,,,,,,,474.759,2408.0,30131.0,,,,3361.713,17050.0,213354.0
2009-04-01,9018.824,45742.0,610623.0,,,,,,,1302.61,6607.0,88194.0,,,,,,,859.7370000000001,4360.0,58209.0,,,,2921.829,14819.0,197824.0
2009-05-01,9235.899000000001,46843.0,826124.0,,,,,,,1342.0030000000002,6806.0,120038.0,,,,,,,385.815,1957.0,34510.0,,,,1973.2830000000001,10008.0,176504.0
2009-06-01,9437.641,47866.0,898547.0,,,,,,,1301.271,6600.0,123893.0,,,,,,,177.03,898.0,16855.0,,,,2091.058,10605.0,199087.0
2009-07-01,14042.775,71222.0,995540.0,,,,,,,1265.8990000000001,6420.0,89744.0,,,,,,,133.519,677.0,9466.0,,,,2137.8070000000002,10843.0,151556.0
2009-08-01,17858.936,90577.0,1173042.0,,,,,,,966.7460000000001,4903.0,63500.0,,,,,,,27.727,141.0,1821.0,,,,1557.5910000000001,7900.0,102308.0
2009-09-01,21104.055,107036.0,1136876.0,,,,,,,1813.1390000000001,9196.0,97674.0,,,,,,,0.0,0.0,0.0,,,,1996.806,10127.0,107568.0
2009-10-01,21117.281,107103.0,1309867.0,,,,,,,1830.6070000000002,9284.0,113549.0,,,,,,,8.883000000000001,45.0,551.0,,,,3056.2290000000003,15501.0,189572.0
2009-11-01,18702.9,101834.0,1319981.0,,,,,,,1883.884,10257.0,132958.0,,,,,,,122.531,667.0,8648.0,,,,2828.531,15401.0,199627.0
2009-12-01,16661.82,84506.0,1348035.0,,,,,,,1474.745,7480.0,119315.0,,,,,,,688.066,3490.0,55668.0,,,,2777.369,14086.0,224705.0
2010-01-01,14654.879,74327.0,836472.0,,,,,,,1788.612,9072.0,102091.0,,,,,,,911.8950000000001,4625.0,52049.0,,,,4371.6140000000005,22172.0,249523.0
2010-02-01,14149.504,71764.0,808197.0,,,,,,,995.46,5049.0,56859.0,,,,,,,503.757,2555.0,28774.0,,,,3808.279,19315.0,217523.0
2010-03-01,20186.754,102383.0,1243645.0,,,,,,,1311.73,6653.0,80812.0,,,,,,,178.68800000000002,906.0,11008.0,,,,2776.828,14084.0,171072.0
2010-04-01,20582.028,104388.0,1186302.0,,,,,,,1877.178,9521.0,108196.0,,,,,,,66.515,337.0,3834.0,,,,2721.279,13802.0,156848.0
2010-05-01,21158.69,107313.0,1191723.0,,,,,,,1289.55,6540.0,72631.0,,,,,,,67.34700000000001,342.0,3793.0,,,,3486.413,17682.0,196366.0
2010-06-01,18399.273,93318.0,1181934.0,,,,,,,1383.855,7019.0,88896.0,,,,,,,0.0,0.0,0.0,,,,2483.8720000000003,12598.0,159559.0
2010-07-01,18989.955,96314.0,1144585.0,,,,,,,1633.063,8283.0,98430.0,,,,,,,0.0,0.0,0.0,,,,2678.982,13587.0,161471.0
2010-08-01,18528.064,93971.0,1101555.0,,,,,,,1177.01,5970.0,69977.0,,,,,,,0.0,0.0,0.0,,,,2917.926,14799.0,173480.0
2010-09-01,18370.509,93172.0,1136330.0,,,,,,,1869.3,9481.0,115628.0,,,,,,,0.0,0.0,0.0,,,,2928.1910000000003,14851.0,181127.0
2010-10-01,18578.762000000002,94228.0,1126619.0,,,,,,,2367.6690000000003,12008.0,143576.0,,,,,,,0.0,0.0,0.0,,,,2563.569,13002.0,155455.0
2010-11-01,16327.444,82810.0,1164228.0,,,,,,,2204.219,11179.0,157172.0,,,,,,,0.0,0.0,0.0,,,,1718.337,8715.0,122526.0
2010-12-01,16784.96,85130.0,1195909.0,,,,,,,2178.981,11051.0,155250.0,,,,,,,688.278,3491.0,49039.0,,,,2825.781,14332.0,201334.0
2011-01-01,16409.143,83224.0,1165619.0,,,,,,,2924.553,14833.0,207745.0,,,,,,,1281.908,6502.0,91060.0,,,,1700.396,8624.0,120787.0
2011-02-01,15632.495,79285.0,1000935.0,,,,,,,2764.967,14023.0,177038.0,,,,,,,321.572,1631.0,20590.0,14.618,74.0,936.0,2957.348,14999.0,189356.0
2011-03-01,17524.862,88883.0,1143584.0,,,,,,,2928.751,14854.0,191115.0,,,,,,,223.094,1131.0,14558.0,,,,3139.293,15922.0,204854.0
2011-04-01,17405.275,88276.0,1070342.0,,,,,,,1968.188,9982.0,121034.0,,,,,,,176.183,894.0,10834.0,29.921,152.0,1840.0,3348.433,16983.0,205913.0
2011-05-01,18061.601,91605.0,1048060.0,,,,,,,2099.141,10646.0,121807.0,,,,,,,30.086,153.0,1746.0,30.882,157.0,1792.0,3544.29,17976.0,205664.0
2011-06-01,15110.243,76636.0,1044186.0,,,,,,,1699.106,8618.0,117416.0,,,,,,,23.249,118.0,1607.0,,,,2771.402,14056.0,191516.0
2011-07-01,19955.683,101212.0,1124799.0,,,,,,,1655.588,8397.0,93317.0,,,,,,,0.0,0.0,0.0,29.522,150.0,1664.0,2790.207,14151.0,157270.0
2011-08-01,21191.921,107481.0,1161654.0,,,,,,,1571.347,7970.0,86135.0,,,,,,,0.0,0.0,0.0,,,,2585.732,13114.0,141739.0
2011-09-01,23209.577,117715.0,1072591.0,,,,,,,3244.859,16457.0,149956.0,,,,,,,0.0,0.0,0.0,,,,1106.564,5612.0,51138.0
2011-10-01,20875.436,105876.0,1244984.0,,,,,,,1345.885,6826.0,80267.0,,,,,,,0.0,0.0,0.0,11.536,59.0,688.0,2860.143,14506.0,170575.0
2011-11-01,18751.017,95102.0,1291615.0,,,,,,,2091.719,10609.0,144083.0,,,,,,,0.0,0.0,0.0,3.2,16.0,220.0,2864.064,14526.0,197284.0
2011-12-01,19638.299,99602.0,1101828.0,,,,,,,2881.099,14612.0,161647.0,,,,,,,0.0,0.0,0.0,9.2,47.0,516.0,2261.402,11469.0,126878.0
2012-01-01,18380.222,93221.0,1090115.0,,,,,,,3395.125,17219.0,201362.0,,,,,,,0.0,0.0,0.0,21.312,108.0,1264.0,4026.341,20421.0,238799.0
2012-02-01,18468.975,93671.0,1055093.0,,,,,,,3520.684,17856.0,201129.0,,,,,,,0.0,0.0,0.0,33.749,171.0,1928.0,3701.592,18774.0,211464.0
2012-03-01,20087.939,101882.0,1343875.0,,,,,,,2585.947,13115.0,172999.0,,,,,,,0.0,0.0,0.0,21.414,109.0,1433.0,3136.7,15909.0,209844.0
2012-04-01,11880.39,60255.0,1132300.0,,,,,,,1504.576,7631.0,143399.0,,,,,,,0.0,0.0,0.0,21.971,111.0,2094.0,1676.063,8501.0,159743.0
2012-05-01,8068.572,40922.0,1114308.0,,,,,,,1114.495,5653.0,153917.0,,,,,,,0.0,0.0,0.0,,,,1543.933,7831.0,213224.0
2012-06-01,6380.502,32361.0,1117922.0,,,,,,,890.498,4516.0,156023.0,,,,,,,0.0,0.0,0.0,5.297,27.0,928.0,581.703,2950.0,101920.0
2012-07-01,12300.221,62384.0,1172652.0,,,,,,,1605.829,8144.0,153093.0,,,,,,,0.0,0.0,0.0,16.867,86.0,1608.0,2368.083,12010.0,225763.0
2012-08-01,19158.054,97166.0,1184352.0,,,,,,,3067.138,15556.0,189611.0,,,,,,,0.0,0.0,0.0,23.164,117.0,1432.0,1724.644,8747.0,106618.0
2012-09-01,19860.287,100728.0,1149954.0,,,,,,,2264.776,11487.0,131135.0,,,,,,,0.0,0.0,0.0,9.948,50.0,576.0,2634.989,13364.0,152572.0
2012-10-01,19060.494,96671.0,1146301.0,,,,,,,4017.092,20374.0,241589.0,,,,,,,0.0,0.0,0.0,12.371,63.0,744.0,2353.043,11934.0,141512.0
2012-11-01,18396.845,93305.0,1153672.0,,,,,,,5368.915,27230.0,336686.0,,,,,,,0.0,0.0,0.0,20.411,104.0,1280.0,1472.829,7470.0,92362.0
2012-12-01,16298.87,82665.0,1090609.0,,,,,,,4658.501,23627.0,311715.0,,,,,,,0.0,0.0,0.0,7.293,37.0,488.0,2371.336,12027.0,158674.0
2013-01-01,19786.0,100351.0,1262495.0,,,,,,,4411.627,22375.0,281495.0,,,,,,,0.0,0.0,0.0,17.051,86.0,1088.0,2012.322,10206.0,128401.0
2013-02-01,18169.349,92152.0,1149226.0,,,,,,,3143.715,15944.0,198843.0,,,,,,,0.0,0.0,0.0,20.996,106.0,1328.0,2325.94,11797.0,147118.0
2013-03-01,21985.631,111507.0,1374659.0,,,,,,,2679.238,13589.0,167520.0,,,,,,,0.0,0.0,0.0,38.896,197.0,2432.0,2257.235,11448.0,141134.0
2013-04-01,15615.325,79198.0,1204736.0,,,,,,,3374.236,17113.0,260325.0,,,,,,,0.0,0.0,0.0,40.129,204.0,3096.0,479.31,2431.0,36979.0
2013-05-01,15905.583,80670.0,1270516.0,,,,,,,2273.415,11530.0,181597.0,,,,,,,0.0,0.0,0.0,7.011,36.0,560.0,1130.991,5736.0,90342.0
2013-06-01,20285.942,102887.0,1286545.0,,,,,,,2955.614,14990.0,187447.0,,,,,,,0.0,0.0,0.0,4.793,24.0,304.0,852.651,4324.0,54076.0
