measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Generation","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Quantity Consumed For Electricity","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34200.0,282475.0,499408.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34187.0,282196.0,547421.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,32956.0,272409.0,507083.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,172.118,1426.0,2569.0,0.0,0.0,0.0,,,,28493.882,236119.0,425216.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,84.458,700.0,1313.0,0.0,0.0,0.0,,,,32958.542,272982.0,512318.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,119.321,989.0,1923.0,0.0,0.0,0.0,,,,33693.679,279199.0,543024.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,144.334,1196.0,2257.0,0.0,0.0,0.0,,,,31865.666,263994.0,498368.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,70.933,587.0,1112.0,0.0,0.0,0.0,,,,30826.067,255313.0,483072.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,67.404,558.0,1072.0,0.0,0.0,0.0,,,,32988.596,273177.0,524784.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1757.376,14520.0,29543.0,0.0,0.0,0.0,,,,18581.624,153529.0,312368.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,513.36,4243.0,8064.0,0.0,0.0,0.0,,,,33322.64,275402.0,523472.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1427.809,11789.0,22851.0,0.0,0.0,0.0,,,,30908.191,255193.0,494656.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,948.735,7835.0,15343.0,0.0,0.0,0.0,,,,31839.265,262953.0,514894.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9.047,75.0,145.0,0.0,0.0,0.0,,,,34209.953,282563.0,549264.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,6.438,53.0,103.0,0.0,0.0,0.0,,,,32675.562,269867.0,525088.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2536.805,20958.0,44371.0,0.0,0.0,0.0,,,,25220.195,208359.0,441120.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13.474,111.0,212.0,0.0,0.0,0.0,,,,33147.526,274012.0,521801.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1354.338,11209.0,22745.0,0.0,0.0,0.0,,,,31116.662,257525.0,522569.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,339.985,2815.0,5322.0,0.0,0.0,0.0,,,,33643.015,278543.0,526677.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1275.344,10556.0,22948.0,0.0,0.0,0.0,,,,27892.656,230866.0,501888.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,535.184,4428.0,8037.0,0.0,0.0,0.0,,,,33548.816,277589.0,503808.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,383.627,3174.0,6131.0,0.0,0.0,0.0,,,,32581.373,269577.0,520688.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2693.642,22242.0,48541.0,0.0,0.0,0.0,,,,19033.358,157160.0,342992.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6.243,51.0,96.0,0.0,0.0,0.0,,,,33146.757,273413.0,510544.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,6.463,53.0,100.0,0.0,0.0,0.0,,,,34315.537,283150.0,531472.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,5.621,46.0,92.0,0.0,0.0,0.0,,,,32596.379,266160.0,534673.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,142.866,1181.0,2271.0,0.0,0.0,0.0,,,,32980.134,272547.0,524313.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1232.797,10431.0,20269.0,0.0,0.0,0.0,,,,24923.203,210884.0,409770.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6.58,54.0,107.0,0.0,0.0,0.0,,,,33122.42,274131.0,537059.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,7.32,61.0,118.0,0.0,0.0,0.0,,,,34166.68,283120.0,550089.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5.72,47.0,90.0,0.0,0.0,0.0,,,,33792.28,279884.0,528914.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1846.09,15286.0,32064.0,0.0,0.0,0.0,,,,26749.91,221499.0,464612.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1037.765,8629.0,17336.0,0.0,0.0,0.0,,,,30928.235,257181.0,516649.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1133.525,9435.0,19146.0,0.0,0.0,0.0,,,,18804.475,156513.0,317619.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,667.832,5577.0,10468.0,0.0,0.0,0.0,,,,31525.168,263273.0,494132.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,865.443,7215.0,13642.0,0.0,0.0,0.0,,,,32086.557,267482.0,505782.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,574.349,4791.0,9549.0,0.0,0.0,0.0,,,,33368.651,278343.0,554754.0
