measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2005-02-01,30957.545,365506.15,365506.15,170.888,2017.6,2017.6,,,
2005-03-01,33184.498,391799.08,391799.08,146.642,1731.34,1731.34,,,
2005-04-01,27300.33,322326.54,322326.54,146.725,1732.33,1732.33,,,
2005-05-01,25936.028,306218.65,306218.65,147.935,1746.61,1746.61,,,
2005-06-01,33244.498,392507.49,392507.49,179.203,2115.78,2115.78,,,
2005-07-01,37091.156,437923.81,437923.81,339.39,4007.04,4007.04,,,
2005-08-01,36738.219,433756.77,433756.77,300.601,3549.07,3549.07,,,
2005-09-01,33095.47,390747.96,390747.96,167.261,1974.79,1974.79,,,
2005-10-01,30992.469,365918.48,365918.48,234.50300000000001,2768.68,2768.68,,,
2005-11-01,30435.764,359345.63,359345.63,157.905,1864.32,1864.32,,,
2005-12-01,35107.102,414498.69,414498.69,432.53700000000003,5106.78,5106.78,,,
2006-01-01,48539.773,550309.0,550309.0,0.0,3953.0,3953.0,,,
2006-02-01,46228.806,524109.0,524109.0,0.0,2069.0,2069.0,,,
2006-03-01,47237.287,535542.0,535542.0,0.0,1738.0,1738.0,,,
2006-04-01,40188.412,455627.0,455627.0,0.0,3328.0,3328.0,,,
2006-05-01,42948.547,486919.0,486919.0,0.0,3111.0,3111.0,,,
2006-06-01,46528.305,527504.0,527504.0,0.0,2828.0,2828.0,,,
2006-07-01,52925.862,600035.0,600035.0,0.0,4096.0,4096.0,,,
2006-08-01,53307.752,604365.0,604365.0,0.0,3973.0,3973.0,,,
2006-09-01,44292.308,502154.0,502154.0,0.0,1825.0,1825.0,,,
2006-10-01,45813.417,519399.0,519399.0,0.0,1928.0,1928.0,,,
2006-11-01,45298.320999999996,513559.0,513559.0,0.0,2271.0,2271.0,,,
2006-12-01,49039.21,555971.0,555971.0,0.0,2516.0,2516.0,,,
2007-01-01,43242.5,485778.0,485778.0,378.5,4252.0,4252.0,,,
2007-02-01,61953.179000000004,704892.0,704892.0,236.821,2695.0,2695.0,,,
2007-03-01,69375.276,778668.0,778668.0,271.724,3050.0,3050.0,,,
2007-04-01,61253.131,671802.0,671802.0,119.869,1315.0,1315.0,,,
2007-05-01,44739.313,524290.0,524290.0,348.687,4086.0,4086.0,,,
2007-06-01,61871.439,722599.0,722599.0,291.56100000000004,3405.0,3405.0,,,
2007-07-01,61816.768,721105.0,721105.0,247.232,2884.0,2884.0,,,
2007-08-01,70602.765,831332.0,831332.0,211.235,2487.0,2487.0,,,
2007-09-01,49149.971,587600.0,587600.0,263.029,3145.0,3145.0,,,
2007-10-01,56894.545,657324.0,657324.0,283.455,3275.0,3275.0,,,
2007-11-01,40349.529,453822.0,453822.0,386.471,4347.0,4347.0,,,
2007-12-01,38684.761,433910.0,433910.0,429.23900000000003,4815.0,4815.0,,,
2008-01-01,42589.536,488697.0,488697.0,335.464,3849.0,3849.0,,,
2008-02-01,49981.661,563015.0,563015.0,354.339,3991.0,3991.0,,,
2008-03-01,52277.951,589382.0,589382.0,375.04900000000004,4228.0,4228.0,,,
2008-04-01,46513.864,538304.0,538304.0,268.136,3103.0,3103.0,,,
2008-05-01,5819.01,100526.0,100526.0,228.99,3956.0,3956.0,,,
2008-06-01,39981.234,463189.0,463189.0,469.766,5442.0,5442.0,,,
2008-07-01,51090.545,605201.0,605201.0,319.45500000000004,3784.0,3784.0,,,
2008-08-01,41166.853,468959.0,468959.0,187.14700000000002,2132.0,2132.0,,,
2008-09-01,43194.49,494759.0,494759.0,410.51,4702.0,4702.0,,,
2008-10-01,8681.424,104689.0,104689.0,133.576,1611.0,1611.0,,,
2008-11-01,53124.623,595984.0,595984.0,395.377,4436.0,4436.0,,,
2008-12-01,29798.331,330946.0,330946.0,291.66900000000004,3239.0,3239.0,,,
2009-01-01,34405.102,393791.0,393791.0,457.898,5241.0,5241.0,0.0,0.0,0.0
2009-02-01,23654.649,272482.0,272482.0,213.351,2458.0,2458.0,0.0,0.0,0.0
2009-03-01,16218.191,190427.0,190427.0,324.809,3814.0,3814.0,0.0,0.0,0.0
2009-04-01,1432.766,23645.0,23645.0,64.23400000000001,1060.0,1060.0,0.0,0.0,0.0
2009-05-01,-218.0,0.0,0.0,-218.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,1857.2930000000001,27472.0,27472.0,115.70700000000001,1711.0,1711.0,0.0,0.0,0.0
2009-07-01,1581.113,23805.0,23805.0,53.887,811.0,811.0,0.0,0.0,0.0
2009-08-01,12469.992,152652.0,152652.0,253.008,3097.0,3097.0,0.0,0.0,0.0
2009-09-01,3729.5040000000004,52832.0,52832.0,150.496,2132.0,2132.0,0.0,0.0,0.0
2009-10-01,-215.5,0.0,0.0,-215.5,0.0,0.0,0.0,0.0,0.0
2009-11-01,3394.136,39011.0,39011.0,96.864,1113.0,1113.0,0.0,0.0,0.0
2009-12-01,27430.317,322013.0,322013.0,812.683,9540.0,9540.0,0.0,0.0,0.0
2010-01-01,37197.192,428296.0,428296.0,531.808,6123.0,6123.0,0.0,0.0,0.0
2010-02-01,31326.358,361660.0,361660.0,401.642,4637.0,4637.0,0.0,0.0,0.0
2010-03-01,-454.66700000000003,0.0,0.0,-9.333,0.0,0.0,0.0,0.0,0.0
2010-04-01,2865.335,37225.0,37225.0,106.665,1386.0,1386.0,0.0,0.0,0.0
2010-05-01,5057.869000000001,63197.0,63197.0,134.131,1676.0,1676.0,0.0,0.0,0.0
2010-06-01,31184.907,356910.0,356910.0,344.093,3938.0,3938.0,0.0,0.0,0.0
2010-07-01,49530.107,574303.0,574303.0,327.89300000000003,3802.0,3802.0,0.0,0.0,0.0
2010-08-01,44082.535,510816.0,510816.0,229.465,2659.0,2659.0,0.0,0.0,0.0
2010-09-01,30623.804,355033.0,355033.0,269.196,3121.0,3121.0,0.0,0.0,0.0
2010-10-01,6409.91,71587.0,71587.0,203.09,2268.0,2268.0,0.0,0.0,0.0
2010-11-01,2466.54,23966.0,23966.0,119.46000000000001,1161.0,1161.0,0.0,0.0,0.0
2010-12-01,24632.507,297342.0,297342.0,391.493,4726.0,4726.0,0.0,0.0,0.0
2011-01-01,14760.913,174532.0,174532.0,347.087,4104.0,4104.0,0.0,0.0,0.0
2011-02-01,3539.117,44721.0,44721.0,113.883,1439.0,1439.0,,,
2011-03-01,-485.329,0.0,0.0,-5.671,0.0,0.0,,,
2011-04-01,3532.772,46131.0,46131.0,139.228,1818.0,1818.0,,,
2011-05-01,-14.592,5507.0,5507.0,-0.408,154.0,154.0,,,
2011-06-01,9229.251,102704.0,102704.0,144.749,1611.0,1611.0,,,
2011-07-01,29096.017,353954.0,353954.0,387.983,4720.0,4720.0,,,
2011-08-01,16278.389,175862.0,175862.0,160.611,1735.0,1735.0,,,
2011-09-01,-419.103,0.0,0.0,-4.897,0.0,0.0,,,
2011-10-01,8259.587,105512.0,105512.0,268.413,3429.0,3429.0,,,
2011-11-01,-411.195,0.0,0.0,-4.805,0.0,0.0,,,
2011-12-01,2335.901,26664.0,26664.0,113.099,1291.0,1291.0,,,
2012-01-01,-441.365,3948.0,3948.0,-4.635,41.0,41.0,0.0,0.0,0.0
2012-02-01,-470.781,0.0,0.0,-9.219,0.0,0.0,0.0,0.0,0.0
2012-03-01,-408.011,0.0,0.0,-7.989,0.0,0.0,0.0,0.0,0.0
2012-04-01,-358.971,0.0,0.0,-7.029,0.0,0.0,0.0,0.0,0.0
2012-05-01,-357.99,0.0,0.0,-7.01,0.0,0.0,0.0,0.0,0.0
2012-06-01,18836.254,304640.0,304640.0,6283.746,101627.0,101627.0,0.0,0.0,0.0
2012-07-01,32716.614,424659.0,424659.0,4990.386,64775.0,64775.0,0.0,0.0,0.0
2012-08-01,18275.215,253971.0,253971.0,5432.785,75500.0,75500.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
