measured_on,Anthracite Coal Generation,Anthracite Coal Quantity Consumed For Electricity,Anthracite Coal Total Fuel Consumed,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2006-01-01,,,,7995.23984,36245.57,415584.3,0.0,0.0,0.0,4747.04018,21520.2,246746.24,281.30898,1275.28,14622.15
2006-02-01,,,,8769.90127,39757.42,406996.8,0.0,0.0,0.0,4741.44103,21494.82,220042.54,196.93970000000002,892.81,9139.65
2006-03-01,,,,9987.87543,45278.97,466854.9,0.0,0.0,0.0,4910.21857,22259.96,229514.24,0.0,0.0,0.0
2006-04-01,,,,2846.44355,12904.05,444001.6,0.0,0.0,0.0,1155.12645,5236.64,180182.04,0.0,0.0,0.0
2006-05-01,,,,4498.54554,20393.68,449164.8,0.0,0.0,0.0,1875.92646,8504.31,187305.01,0.0,0.0,0.0
2006-06-01,,,,7213.41699,32701.26,475646.1,0.0,0.0,0.0,2081.3260099999998,9435.47,137240.73,0.0,0.0,0.0
2006-07-01,,,,10702.35099,48517.97,494105.4,0.0,0.0,0.0,3119.24701,14140.78,144009.18,0.0,0.0,0.0
2006-08-01,,,,10841.49901,49148.79,460616.7,0.0,0.0,0.0,3741.61699,16962.22,158967.99,0.0,0.0,0.0
2006-09-01,,,,6970.05787,31598.02,299622.3,0.0,0.0,0.0,3631.65413,16463.72,156114.14,0.0,0.0,0.0
2006-10-01,,,,8452.18761,38317.1,369530.1,0.0,0.0,0.0,5019.86039,22757.01,219468.57,0.0,0.0,0.0
2006-11-01,,,,9203.84288,41724.65,51626.1,0.0,0.0,0.0,4396.88612,19932.82,24662.97,0.0,0.0,0.0
2006-12-01,,,,9180.01264,41616.61,412709.0,0.0,0.0,0.0,5174.16512,23456.53,232616.73,394.11024,1786.66,17718.15
2007-01-01,,,,9863.875,46104.0,442519.0,0.0,0.0,0.0,5108.878000000001,23876.0,229198.0,761.993,3560.0,34185.0
2007-02-01,,,,9651.49,45110.0,410857.0,0.0,0.0,0.0,4216.858,19708.0,179508.0,825.9240000000001,3857.0,35159.0
2007-03-01,,,,9242.842,43200.0,473753.0,0.0,0.0,0.0,3697.9350000000004,17283.0,189542.0,657.129,3070.0,33682.0
2007-04-01,,,,9214.05,43064.0,454126.0,0.0,0.0,0.0,3511.7360000000003,16413.0,173080.0,143.693,671.0,7082.0
2007-05-01,,,,9805.575,45830.0,441224.0,0.0,0.0,0.0,4274.843,19979.0,192356.0,0.0,0.0,0.0
2007-06-01,,,,10779.346,50378.0,464565.0,0.0,0.0,0.0,3589.8340000000003,16777.0,154714.0,0.0,0.0,0.0
2007-07-01,,,,11104.14,51901.0,479046.0,0.0,0.0,0.0,3426.188,16013.0,147810.0,0.0,0.0,0.0
2007-08-01,,,,11012.731,51464.0,482138.0,0.0,0.0,0.0,2640.132,12339.0,115585.0,0.0,0.0,0.0
2007-09-01,,,,6896.148,32234.0,286810.0,0.0,0.0,0.0,3235.68,15122.0,134571.0,0.0,0.0,0.0
2007-10-01,,,,8655.845000000001,40454.0,393266.0,0.0,0.0,0.0,4380.371,20472.0,199016.0,0.0,0.0,0.0
2007-11-01,,,,10575.763,49428.0,473138.0,0.0,0.0,0.0,4280.072,20004.0,191481.0,49.884,232.0,2232.0
2007-12-01,,,,10773.671,50350.0,458175.0,0.0,0.0,0.0,5587.037,26111.0,237601.0,0.0,0.0,0.0
2008-01-01,,,,12090.768,53009.0,463326.0,0.0,0.0,0.0,5607.67,24586.0,214890.0,1213.5620000000001,5321.0,46505.0
2008-02-01,,,,4977.698,22024.0,147564.0,0.0,0.0,0.0,7839.722000000001,34687.0,232409.0,534.58,2365.0,15848.0
2008-03-01,,,,10567.006,47904.0,451489.0,0.0,0.0,0.0,5680.31,25751.0,242699.0,0.0,0.0,0.0
2008-04-01,,,,10761.282,47213.0,437061.0,0.0,0.0,0.0,4963.6050000000005,21777.0,201593.0,220.113,966.0,8940.0
2008-05-01,,,,7132.712,31244.0,467328.0,0.0,0.0,0.0,2233.817,9785.0,146357.0,14.471,63.0,948.0
2008-06-01,,,,0.0,0.0,431120.0,0.0,0.0,0.0,0.0,0.0,96171.0,0.0,0.0,0.0
2008-07-01,,,,7808.907,34300.0,548278.0,0.0,0.0,0.0,1573.093,6910.0,110450.0,0.0,0.0,0.0
2008-08-01,,,,8462.399000000001,37104.0,372505.0,0.0,0.0,0.0,3811.601,16712.0,167782.0,0.0,0.0,0.0
2008-09-01,,,,5872.4800000000005,25742.0,259635.0,0.0,0.0,0.0,2645.52,11597.0,116964.0,0.0,0.0,0.0
2008-10-01,,,,10705.812,46966.0,467340.0,0.0,0.0,0.0,4473.188,19624.0,195268.0,0.0,0.0,0.0
2008-11-01,,,,6470.02,28366.0,281862.0,0.0,0.0,0.0,3245.8830000000003,14231.0,141405.0,23.097,101.0,1006.0
2008-12-01,,,,8453.415,37027.0,321048.0,0.0,0.0,0.0,6038.1990000000005,26448.0,229322.0,664.3860000000001,2910.0,25232.0
2009-01-01,,,,7649.912,33583.0,302660.0,47.784,210.0,1891.0,6128.304,26903.0,242460.0,0.0,0.0,0.0
2009-02-01,,,,6772.02,29707.0,289264.0,30.641000000000002,134.0,1309.0,4682.339,20540.0,200004.0,0.0,0.0,0.0
2009-03-01,,,,7904.628000000001,34645.0,285972.0,38.589,169.0,1396.0,5174.97,22681.0,187219.0,651.813,2857.0,23581.0
2009-04-01,,,,8905.981,39138.0,497693.0,32.997,145.0,1844.0,2808.734,12343.0,156960.0,189.288,832.0,10578.0
2009-05-01,,,,9558.8,41882.0,388393.0,35.218,154.0,1431.0,3705.25,16235.0,150552.0,18.732,82.0,761.0
2009-06-01,,,,7972.273,35004.0,428895.0,30.6,134.0,1646.0,2491.127,10938.0,134018.0,0.0,0.0,0.0
2009-07-01,,,,9037.053,39627.0,457545.0,33.893,149.0,1716.0,2396.054,10507.0,121312.0,0.0,0.0,0.0
2009-08-01,,,,10149.397,44505.0,442246.0,36.846000000000004,162.0,1605.0,3037.757,13321.0,132366.0,0.0,0.0,0.0
2009-09-01,,,,10766.223,47210.0,435679.0,39.53,173.0,1600.0,2988.2470000000003,13103.0,120926.0,0.0,0.0,0.0
2009-10-01,,,,7375.381,32359.0,277715.0,32.287,142.0,1216.0,4514.332,19806.0,169984.0,0.0,0.0,0.0
2009-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,,,,3217.382,14104.0,189930.0,9.066,40.0,535.0,3563.552,15621.0,210365.0,0.0,0.0,0.0
2010-01-01,,,,9524.786,41698.0,415800.0,1.732,8.0,76.0,4894.482,21427.0,213666.0,0.0,0.0,0.0
2010-02-01,,,,9489.004,41534.0,390779.0,0.0,0.0,0.0,4036.806,17670.0,166245.0,67.19,294.0,2767.0
2010-03-01,,,,10575.84,46296.0,461368.0,0.0,0.0,0.0,3864.16,16916.0,168573.0,0.0,0.0,0.0
2010-04-01,,,,10633.913,46545.0,443492.0,0.0,0.0,0.0,3909.087,17110.0,163030.0,0.0,0.0,0.0
2010-05-01,,,,10579.475,46308.0,430726.0,0.0,0.0,0.0,4080.525,17861.0,166132.0,0.0,0.0,0.0
2010-06-01,,,,2198.2490000000003,9720.0,453937.0,0.0,0.0,0.0,517.1360000000001,2287.0,106788.0,21.615000000000002,96.0,4463.0
2010-07-01,,,,7021.657,30774.0,460218.0,0.0,0.0,0.0,2054.3430000000003,9004.0,134647.0,0.0,0.0,0.0
2010-08-01,,,,9283.54,40672.0,468836.0,0.0,0.0,0.0,2372.46,10394.0,119814.0,0.0,0.0,0.0
2010-09-01,,,,9677.912,42391.0,406237.0,0.0,0.0,0.0,3192.088,13982.0,133990.0,0.0,0.0,0.0
2010-10-01,,,,11113.466,48382.0,459288.0,0.0,0.0,0.0,3381.534,14721.0,139749.0,0.0,0.0,0.0
2010-11-01,,,,8602.521,37677.0,376519.0,0.0,0.0,0.0,3778.4790000000003,16549.0,165378.0,0.0,0.0,0.0
2010-12-01,,,,10728.99,46980.0,472247.0,0.0,0.0,0.0,3146.01,13776.0,138475.0,0.0,0.0,0.0
2011-01-01,,,,9785.713,42851.0,452818.0,0.0,0.0,0.0,3858.287,16895.0,178536.0,0.0,0.0,0.0
2011-02-01,,,,7758.802,33995.0,388889.0,1201.414,5264.0,60218.0,2682.784,11755.0,134467.0,0.0,0.0,0.0
2011-03-01,,,,8618.599,37808.0,459240.0,0.0,0.0,0.0,1945.401,8534.0,103660.0,0.0,0.0,0.0
2011-04-01,,,,7232.013,31757.0,462364.0,0.0,0.0,0.0,1760.987,7733.0,112585.0,0.0,0.0,0.0
2011-05-01,,,,0.0,0.0,229483.0,0.0,0.0,0.0,0.0,0.0,153802.0,0.0,0.0,0.0
2011-06-01,,,,0.0,0.0,458842.0,0.0,0.0,0.0,0.0,0.0,70949.0,0.0,0.0,0.0
2011-07-01,,,,0.0,0.0,449809.0,0.0,0.0,0.0,0.0,0.0,69086.0,0.0,0.0,0.0
2011-08-01,,,,5390.262,23667.0,486969.0,0.0,0.0,0.0,792.738,3481.0,71618.0,0.0,0.0,0.0
2011-09-01,,,,9029.831,39589.0,450646.0,0.0,0.0,0.0,1719.169,7537.0,85797.0,0.0,0.0,0.0
2011-10-01,,,,5840.589,25717.0,525844.0,0.0,0.0,0.0,1066.411,4696.0,96012.0,0.0,0.0,0.0
2011-11-01,,,,5022.266,22130.0,435478.0,0.0,0.0,0.0,1153.734,5084.0,100040.0,0.0,0.0,0.0
2011-12-01,,,,6238.622,27445.0,493838.0,0.0,0.0,0.0,1471.378,6473.0,116472.0,0.0,0.0,0.0
2012-01-01,,,,5895.15,25664.0,487179.0,0.0,0.0,0.0,1718.85,7483.0,142047.0,0.0,0.0,0.0
2012-02-01,,,,4858.092,21149.0,453859.0,0.0,0.0,0.0,2545.908,11083.0,237847.0,0.0,0.0,0.0
2012-03-01,,,,5548.169,24153.0,483190.0,0.0,0.0,0.0,1460.831,6360.0,127224.0,0.0,0.0,0.0
2012-04-01,,,,0.0,0.0,479655.0,0.0,0.0,0.0,0.0,0.0,81524.0,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,481806.0,0.0,0.0,0.0,0.0,0.0,70235.0,0.0,0.0,0.0
2012-06-01,,,,5089.146,22155.0,471826.0,0.0,0.0,0.0,732.854,3190.0,67945.0,0.0,0.0,0.0
2012-07-01,,,,3878.865,16886.0,468634.0,0.0,0.0,0.0,566.135,2465.0,68399.0,0.0,0.0,0.0
2012-08-01,,,,0.0,20253.0,463614.0,0.0,0.0,0.0,0.0,3230.0,73934.0,0.0,0.0,0.0
2012-09-01,,,,3081.702,13416.0,305172.0,0.0,0.0,0.0,639.298,2783.0,63308.0,0.0,0.0,0.0
2012-10-01,,,,5809.336,25290.0,462429.0,0.0,0.0,0.0,1466.664,6385.0,116748.0,0.0,0.0,0.0
2012-11-01,,,,5854.173,25486.0,474765.0,0.0,0.0,0.0,1288.827,5611.0,104522.0,0.0,0.0,0.0
2012-12-01,,,,5596.433,24364.0,486397.0,0.0,0.0,0.0,1464.567,6376.0,127289.0,0.0,0.0,0.0
2013-01-01,,,,5884.904,26679.0,480491.0,0.0,0.0,0.0,1742.759,7901.0,142293.0,0.0,0.0,0.0
2013-02-01,,,,5473.074,23827.0,464542.0,0.0,0.0,0.0,1280.926,5576.0,108722.0,0.0,0.0,0.0
2013-03-01,,,,6280.86,27343.0,520650.0,0.0,0.0,0.0,1231.14,5360.0,102055.0,0.0,0.0,0.0
2013-04-01,,,,4920.941,21423.0,463936.0,0.0,0.0,0.0,1049.059,4567.0,98903.0,0.0,0.0,0.0
2013-05-01,,,,4648.437,20237.0,508871.0,0.0,0.0,0.0,652.563,2841.0,71437.0,0.0,0.0,0.0
2013-06-01,,,,4796.802,20882.0,481735.0,0.0,0.0,0.0,618.198,2691.0,62085.0,0.0,0.0,0.0
2013-07-01,,,,4782.646,20821.0,484769.0,0.0,0.0,0.0,797.354,3471.0,80820.0,0.0,0.0,0.0
2013-08-01,,,,5710.121,24859.0,472455.0,0.0,0.0,0.0,895.879,3900.0,74125.0,0.0,0.0,0.0
2013-09-01,,,,5542.798,24130.0,489673.0,0.0,0.0,0.0,865.202,3767.0,76435.0,0.0,0.0,0.0
2013-10-01,,,,2922.497,12723.0,317138.0,0.0,0.0,0.0,1106.503,4817.0,120073.0,0.0,0.0,0.0
2013-11-01,,,,5700.707,24818.0,455437.0,0.0,0.0,0.0,1441.293,6275.0,115147.0,0.0,0.0,0.0
2013-12-01,,,,5640.013,24553.0,450016.0,0.0,0.0,0.0,2137.987,9308.0,170590.0,0.0,0.0,0.0
2014-01-01,,,,5149.856,22419.0,310393.0,0.0,0.0,0.0,2793.144,12160.0,168349.0,0.0,0.0,0.0
2014-02-01,,,,4712.586,20516.0,379027.0,0.0,0.0,0.0,2041.414,8887.0,164188.0,0.0,0.0,0.0
2014-03-01,,,,5679.366,24725.0,425401.0,0.0,0.0,0.0,1832.634,7978.0,137270.0,0.0,0.0,0.0
2014-04-01,,,,4840.275,21072.0,455667.0,0.0,0.0,0.0,1129.725,4918.0,106353.0,0.0,0.0,0.0
2014-06-01,,,,4708.904,20500.0,495732.0,0.0,0.0,0.0,706.096,3074.0,74335.0,0.0,0.0,0.0
2014-07-01,,,,4668.26,20323.0,467724.0,0.0,0.0,0.0,911.74,3969.0,91349.0,0.0,0.0,0.0
2014-08-01,,,,5767.028,25106.0,492768.0,0.0,0.0,0.0,838.972,3652.0,71687.0,0.0,0.0,0.0
2014-09-01,,,,5523.697,24047.0,517774.0,0.0,0.0,0.0,884.303,3850.0,82892.0,0.0,0.0,0.0
2014-10-01,,,,3314.233,14428.0,504727.0,0.0,0.0,0.0,714.767,3112.0,108852.0,0.0,0.0,0.0
2014-11-01,,,,2684.307,11686.0,71669.0,0.0,0.0,0.0,4457.693,19406.0,119017.0,0.0,0.0,0.0
2014-12-01,,,,5556.32,24189.0,317887.0,0.0,0.0,0.0,2221.68,9672.0,127106.0,0.0,0.0,0.0
2015-01-01,,,,6388.979,27814.0,556312.0,0.0,0.0,0.0,1353.021,5890.0,117813.0,0.0,0.0,0.0
2015-02-01,,,,4431.832,19294.0,482186.0,0.0,0.0,0.0,849.168,3697.0,92390.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,5325.858,23186.0,482189.0,0.0,0.0,0.0,1062.142,4624.0,96163.0,0.0,0.0,0.0
2015-04-01,,,,5066.841,22058.0,459067.0,0.0,0.0,0.0,1848.159,8046.0,167447.0,0.0,0.0,0.0
2015-05-01,,,,6042.637,26306.0,491570.0,0.0,0.0,0.0,990.363,4311.0,80566.0,0.0,0.0,0.0
2015-06-01,,,,5459.18,23766.0,465232.0,0.0,0.0,0.0,946.82,4122.0,80688.0,0.0,0.0,0.0
2015-07-01,,,,0.0,23521.0,496847.0,0.0,0.0,0.0,0.0,3187.0,67332.0,0.0,0.0,0.0
2015-08-01,,,,0.0,25053.0,478751.0,0.0,0.0,0.0,0.0,3740.0,71475.0,0.0,0.0,0.0
2015-09-01,,,,0.0,25227.0,517120.0,0.0,0.0,0.0,0.0,3453.0,70789.0,0.0,0.0,0.0
2015-10-01,,,,3376.598,15307.0,416067.0,0.0,0.0,0.0,613.449,2781.0,75590.0,0.0,0.0,0.0
2015-11-01,,,,6240.345,27167.0,475980.0,0.0,0.0,0.0,1516.655,6603.0,115682.0,0.0,0.0,0.0
2015-12-01,,,,5865.141,25533.0,529057.0,0.0,0.0,0.0,1790.859,7796.0,161542.0,0.0,0.0,0.0
2016-01-01,,,,6217.108,29462.0,562433.0,0.0,0.0,0.0,1777.892,8425.0,160838.0,0.0,0.0,0.0
2016-02-01,,,,5226.563,24768.0,504326.0,0.0,0.0,0.0,1461.437,6926.0,141018.0,0.0,0.0,0.0
2016-03-01,,,,5119.808,24262.0,620991.0,0.0,0.0,0.0,795.192,3768.0,96450.0,0.0,0.0,0.0
2016-04-01,,,,8576.233,40642.0,590053.0,0.0,0.0,0.0,1297.767,6150.0,89288.0,0.0,0.0,0.0
2016-05-01,,,,6378.569,30227.0,657410.0,0.0,0.0,0.0,754.431,3575.0,77756.0,0.0,0.0,0.0
2016-06-01,,,,3737.419,17711.0,608685.0,0.0,0.0,0.0,439.581,2083.0,71591.0,0.0,0.0,0.0
2016-07-01,,,,6463.523,30630.0,630491.0,0.0,0.0,0.0,973.477,4613.0,94959.0,0.0,0.0,0.0
2016-08-01,,,,6428.786,30465.0,651881.0,0.0,0.0,0.0,689.214,3266.0,69887.0,0.0,0.0,0.0
2016-09-01,,,,6357.162,30126.0,619410.0,0.0,0.0,0.0,770.838,3653.0,75107.0,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,171.0,151944.0,0.0,0.0,0.0
2016-11-01,,,,4822.091,22851.0,596438.0,0.0,0.0,0.0,997.909,4729.0,123430.0,0.0,0.0,0.0
2016-12-01,,,,6652.294,31524.0,631002.0,0.0,0.0,0.0,1813.706,8595.0,172039.0,0.0,0.0,0.0
2017-01-01,,,,5856.008,27751.0,378000.0,0.0,0.0,0.0,2956.992,14013.0,190871.0,0.0,0.0,0.0
2017-02-01,,,,4053.973,19211.0,353862.0,0.0,0.0,0.0,1297.027,6146.0,113215.0,0.0,0.0,0.0
2017-03-01,,,,3727.809,17666.0,389086.0,0.0,0.0,0.0,1185.191,5616.0,123703.0,0.0,0.0,0.0
2017-04-01,,,,5063.682,23996.0,359982.0,0.0,0.0,0.0,1472.318,6977.0,104669.0,0.0,0.0,0.0
2017-05-01,,,,6504.349,30823.0,366355.0,0.0,0.0,0.0,2037.651,9656.0,114770.0,0.0,0.0,0.0
2017-06-01,,,,4531.439,21474.0,368528.0,0.0,0.0,0.0,1347.561,6386.0,109593.0,0.0,0.0,0.0
2017-07-01,,,,5920.547,28057.0,413007.0,0.0,0.0,0.0,1143.453,5419.0,79765.0,0.0,0.0,0.0
2017-08-01,,,,5562.682,26361.0,351791.0,0.0,0.0,0.0,1744.318,8266.0,110313.0,0.0,0.0,0.0
2017-09-01,,,,6342.073,30054.0,397734.0,0.0,0.0,0.0,1261.927,5980.0,79140.0,0.0,0.0,0.0
2017-10-01,,,,6155.957,29172.0,376914.0,0.0,0.0,0.0,2338.043,11080.0,143152.0,0.0,0.0,0.0
2017-11-01,,,,5138.579,24351.0,358289.0,0.0,0.0,0.0,2480.421,11754.0,172948.0,0.0,0.0,0.0
2017-12-01,,,,6004.927,28457.0,387610.0,0.0,0.0,0.0,2962.073,14037.0,191198.0,0.0,0.0,0.0
2018-01-01,,,,5883.8,27883.0,386718.0,0.0,0.0,0.0,2386.2,11308.0,156835.0,0.0,0.0,0.0
2018-02-01,,,,5161.552,24460.0,357100.0,0.0,0.0,0.0,1923.448,9115.0,133073.0,0.0,0.0,0.0
2018-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,810.0,3839.0,133844.0,0.0,0.0,0.0
2018-04-01,,,,2374.852,11254.0,326257.0,0.0,0.0,0.0,1054.148,4995.0,144819.0,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,385528.0,0.0,0.0,0.0,0.0,0.0,56870.0,0.0,0.0,0.0
2018-06-01,,,,846.978,4014.0,354160.0,0.0,0.0,0.0,168.022,796.0,70257.0,0.0,0.0,0.0
2018-07-01,,,,5243.149,24847.0,384578.0,0.0,0.0,0.0,1193.851,5658.0,87568.0,0.0,0.0,0.0
2018-08-01,,,,4972.9,23566.0,341976.0,0.0,0.0,0.0,1594.1,7554.0,109623.0,0.0,0.0,0.0
2018-09-01,,,,5856.581,27754.0,377165.0,0.0,0.0,0.0,1561.419,7399.0,100556.0,0.0,0.0,0.0
2018-10-01,,,,5260.053,24927.0,367052.0,0.0,0.0,0.0,1771.947,8397.0,123648.0,0.0,0.0,0.0
2018-11-01,,,,6232.651,29536.0,376559.0,0.0,0.0,0.0,2109.349,9996.0,127441.0,0.0,0.0,0.0
2018-12-01,,,,12015.811,56942.0,383446.0,0.0,0.0,0.0,5194.189,24615.0,165756.0,0.0,0.0,0.0
2019-01-01,,,,8870.303,42035.0,356024.0,0.0,0.0,0.0,3804.697,18030.0,152708.0,0.0,0.0,0.0
2019-02-01,,,,4606.615,21830.0,297463.0,0.0,0.0,0.0,2762.385,13091.0,178375.0,0.0,0.0,0.0
2019-03-01,,,,10300.616,48813.0,359353.0,0.0,0.0,0.0,5265.384,24952.0,183691.0,0.0,0.0,0.0
2019-04-01,,,,4783.163,22667.0,335535.0,0.0,0.0,0.0,2103.837,9970.0,147583.0,0.0,0.0,0.0
2019-05-01,,,,4799.824,22746.0,366057.0,0.0,0.0,0.0,1727.176,8185.0,131723.0,0.0,0.0,0.0
