measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2018-09-01,5.373,67.0,154.0,4.163,52.0,55.0,2739.969,33934.0,78674.0,146.118,1810.0,1854.0
2018-10-01,5.816,72.0,165.0,4.507,55.0,55.0,2282.416,28267.0,65537.0,121.717,1508.0,1545.0
2018-11-01,6.107,76.0,176.0,4.732,59.0,61.0,1965.954,24348.0,56450.0,104.841,1298.0,1331.0
2018-12-01,11.28,140.0,325.0,8.74,108.0,110.0,1947.848,24124.0,55930.0,103.875,1287.0,1318.0
2019-01-01,1044.962,12942.0,16066.0,91.668,1135.0,16379.0,2173.095,26913.0,33428.0,70.63,874.0,12622.0
2019-02-01,216.192,2677.0,3328.0,18.965,235.0,3388.0,2077.303,25727.0,31953.0,67.518,836.0,12066.0
2019-03-01,3.566,44.0,55.0,0.313,4.0,55.0,1933.865,23950.0,29746.0,62.856,778.0,11233.0
2019-04-01,1.791,22.0,28.0,0.157,2.0,28.0,1701.654,21074.0,26174.0,55.308,685.0,9884.0
2019-05-01,2.843,35.0,44.0,0.249,3.0,44.0,1649.637,20430.0,25375.0,53.618,664.0,9582.0
2019-06-01,1.881,23.0,28.0,0.165,2.0,28.0,2197.586,27216.0,33804.0,71.428,884.0,12765.0
2019-07-01,0.905,11.0,17.0,0.079,1.0,17.0,3739.888,46317.0,57527.0,121.557,1505.0,21724.0
2019-08-01,1.718,21.0,28.0,0.151,2.0,28.0,3269.442,40491.0,50291.0,106.266,1315.0,18991.0
2019-09-01,7.547,93.0,116.0,0.662,8.0,121.0,2335.667,28927.0,35927.0,75.916,940.0,13567.0
2019-10-01,1.993,25.0,33.0,0.175,2.0,33.0,1969.421,24391.0,30293.0,64.012,792.0,11439.0
2019-11-01,3.929,49.0,61.0,0.345,4.0,61.0,2079.445,25753.0,31986.0,67.588,837.0,12079.0
2019-12-01,147.923,1832.0,2277.0,12.976,161.0,2321.0,2319.747,28729.0,35682.0,75.398,933.0,13474.0
2020-01-01,53.457,662.0,825.0,0.0,1.0,836.0,2302.514,28516.0,35501.0,0.0,18.0,10975.0
2020-02-01,40.081,496.0,616.0,0.0,1.0,627.0,2163.333,26793.0,33354.0,0.0,17.0,10312.0
2020-03-01,33.942,420.0,523.0,0.0,1.0,528.0,2117.809,26229.0,32653.0,0.0,17.0,10095.0
2020-04-01,24.117,299.0,374.0,0.0,1.0,374.0,1511.173,18716.0,23300.0,0.0,12.0,7204.0
2020-05-01,50.991,632.0,787.0,0.0,1.0,798.0,1765.794,21869.0,27225.0,0.0,14.0,8417.0
2020-06-01,21.139,262.0,325.0,0.0,1.0,330.0,2808.952,34788.0,43309.0,0.0,22.0,13390.0
2020-07-01,35.155,435.0,545.0,0.0,1.0,550.0,4044.615,50092.0,62360.0,0.0,32.0,19280.0
2020-08-01,14.227,176.0,220.0,0.0,0.0,220.0,3602.642,44618.0,55547.0,0.0,29.0,17173.0
2020-09-01,36.975,458.0,572.0,0.0,1.0,578.0,2826.937,35011.0,43587.0,0.0,22.0,13475.0
2020-10-01,21.138,262.0,325.0,0.0,1.0,330.0,2117.095,26220.0,32642.0,0.0,17.0,10092.0
2020-11-01,51.159,634.0,787.0,0.0,1.0,798.0,2182.404,27029.0,33649.0,0.0,17.0,10403.0
2020-12-01,59.952,742.0,924.0,0.0,2.0,935.0,2224.399,27549.0,34296.0,0.0,18.0,10603.0
2021-01-01,15.809,196.0,248.0,0.36,4.0,270.0,2351.172,29119.0,36251.0,15.21,189.0,11207.0
2021-02-01,129.726,1607.0,2002.0,2.951,37.0,2173.0,1975.995,24472.0,30466.0,12.784,159.0,9419.0
2021-03-01,19.434,241.0,297.0,0.442,5.0,325.0,1948.209,24128.0,30038.0,12.604,156.0,9286.0
2021-04-01,154.512,1914.0,2382.0,3.515,44.0,2591.0,1656.991,20522.0,25548.0,10.72,133.0,7898.0
2021-05-01,6.031,75.0,94.0,0.137,2.0,99.0,2095.577,25953.0,32310.0,13.558,168.0,9989.0
2021-06-01,5.499,68.0,83.0,0.125,2.0,94.0,2977.927,36881.0,45914.0,19.266,239.0,14195.0
2021-07-01,4.95,61.0,77.0,0.113,1.0,83.0,3313.299,41035.0,51085.0,21.436,266.0,15794.0
2021-08-01,0.846,10.0,11.0,0.019,0.0,17.0,3605.028,44648.0,55583.0,23.323,289.0,17185.0
2021-09-01,11.147,138.0,171.0,0.254,3.0,187.0,2451.771,30365.0,37802.0,15.862,197.0,11687.0
2021-10-01,14.132,175.0,220.0,0.321,4.0,237.0,2425.77,30043.0,37401.0,15.694,195.0,11563.0
2021-11-01,20.756,257.0,319.0,0.472,6.0,347.0,2444.128,30270.0,37685.0,15.813,196.0,11650.0
2021-12-01,59.491,737.0,919.0,1.353,17.0,996.0,2421.8,29994.0,37340.0,15.668,194.0,11544.0
2022-01-01,723.269,8957.0,11545.0,40.387,475.0,14839.0,1688.683,20914.0,26950.0,16.895,199.0,6206.0
2022-02-01,81.623,1011.0,1304.0,4.558,54.0,1672.0,1552.08,19222.0,24772.0,15.531,183.0,5703.0
2022-03-01,5.803,72.0,94.0,0.324,4.0,121.0,1699.875,21052.0,27130.0,17.01,200.0,6246.0
2022-04-01,3.609,45.0,55.0,0.202,2.0,72.0,1861.196,23050.0,29704.0,18.624,219.0,6839.0
2022-05-01,10.562,131.0,171.0,0.59,7.0,215.0,2182.452,27029.0,34832.0,21.838,257.0,8020.0
2022-06-01,1.275,16.0,22.0,0.071,1.0,28.0,2286.697,28320.0,36495.0,22.882,269.0,8403.0
2022-07-01,1.722,21.0,28.0,0.096,1.0,33.0,3086.537,38226.0,49261.0,30.885,363.0,11341.0
2022-08-01,1.167,14.0,17.0,0.065,1.0,22.0,3074.512,38077.0,49069.0,30.765,362.0,11297.0
2022-09-01,1.863,23.0,28.0,0.104,1.0,39.0,2085.825,25832.0,33290.0,20.872,246.0,7664.0
2022-10-01,4.392,54.0,72.0,0.245,3.0,88.0,1961.01,24286.0,31298.0,19.623,231.0,7206.0
2022-11-01,13.401,166.0,215.0,0.748,9.0,275.0,1813.158,22455.0,28938.0,18.143,213.0,6663.0
2022-12-01,450.855,5584.0,7194.0,25.175,296.0,9246.0,1935.434,23970.0,30890.0,19.367,228.0,7112.0
2023-01-01,62.967,780.0,974.0,58.319,528.0,528.0,1962.421,24303.0,30623.0,0.0,0.0,0.0
2023-02-01,1418.102,17562.0,22127.0,1313.442,11913.0,11913.0,1769.046,21908.0,27605.0,0.0,0.0,0.0
2023-03-01,49.366,611.0,770.0,45.723,413.0,413.0,1716.797,21261.0,26790.0,0.0,0.0,0.0
2023-04-01,23.238,288.0,363.0,21.523,193.0,193.0,1516.814,18785.0,23669.0,0.0,0.0,0.0
2023-05-01,44.909,556.0,699.0,41.595,380.0,380.0,1714.473,21232.0,26754.0,0.0,0.0,0.0
2023-06-01,7.01,87.0,110.0,6.492,61.0,61.0,2280.722,28245.0,35590.0,0.0,0.0,0.0
2023-07-01,8.999,111.0,143.0,8.335,77.0,77.0,3318.242,41094.0,51780.0,0.0,0.0,0.0
2023-08-01,10.459,130.0,165.0,9.687,88.0,88.0,2610.552,32330.0,40737.0,0.0,0.0,0.0
2023-09-01,19.932,247.0,314.0,18.461,165.0,165.0,2355.032,29165.0,36749.0,0.0,0.0,0.0
2023-10-01,35.085,435.0,550.0,32.496,297.0,297.0,1846.866,22872.0,28819.0,0.0,0.0,0.0
2023-11-01,16.787,208.0,264.0,15.548,143.0,143.0,2217.572,27463.0,34605.0,0.0,0.0,0.0
2023-12-01,9.047,112.0,143.0,8.379,77.0,77.0,2122.562,26286.0,33122.0,0.0,0.0,0.0
2024-01-01,240.028,2824.0,3463.0,31.696,373.0,7509.0,2536.644,29845.0,36507.0,49.564,583.0,11733.0
2024-02-01,11.327,133.0,165.0,1.496,18.0,353.0,2302.02,27084.0,33131.0,44.98,529.0,10648.0
2024-03-01,71.548,842.0,1029.0,9.448,111.0,2234.0,2211.9,26024.0,31833.0,43.219,508.0,10231.0
2024-04-01,17.263,203.0,247.0,2.28,27.0,541.0,1901.943,22377.0,27373.0,37.162,437.0,8798.0
2024-05-01,8.689,102.0,123.0,1.147,13.0,270.0,2249.807,26470.0,32379.0,43.959,517.0,10406.0
2024-06-01,7.036,83.0,100.0,0.929,11.0,218.0,2792.003,32849.0,40182.0,54.553,642.0,12914.0
2024-07-01,14.038,165.0,200.0,1.854,22.0,441.0,3567.652,41975.0,51345.0,69.709,820.0,16502.0
2024-08-01,9.274,109.0,135.0,1.225,14.0,288.0,3174.714,37352.0,45690.0,62.031,730.0,14684.0
2024-09-01,8.695,102.0,123.0,1.148,14.0,270.0,2618.983,30814.0,37692.0,51.173,602.0,12114.0
2024-10-01,15.718,185.0,223.0,2.076,24.0,494.0,2227.774,26211.0,32062.0,43.529,512.0,10304.0
2024-11-01,22.05,259.0,318.0,2.912,34.0,688.0,2329.537,27408.0,33526.0,45.517,536.0,10775.0
2024-12-01,165.528,1948.0,2381.0,21.859,257.0,5174.0,2739.829,32236.0,39431.0,53.534,630.0,12672.0
