measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2020-02-01,532.722,3596.0,3596.0
2020-03-01,591.357,3991.0,3991.0
2020-04-01,418.208,2822.0,2822.0
2020-05-01,393.229,2654.0,2654.0
2020-06-01,553.159,3734.0,3734.0
2020-07-01,773.811,5223.0,5223.0
2020-08-01,962.288,6495.0,6495.0
2020-09-01,838.003,5656.0,5656.0
2020-10-01,870.287,5874.0,5874.0
2020-11-01,695.155,4692.0,4692.0
2020-12-01,770.534,5201.0,5201.0
2021-01-01,631.084,4468.0,4468.0
2021-02-01,535.181,3789.0,3789.0
2021-03-01,575.423,4075.0,4075.0
2021-04-01,510.592,3615.0,3615.0
2021-05-01,533.634,3779.0,3779.0
2021-06-01,729.714,5168.0,5168.0
2021-07-01,1006.992,7131.0,7131.0
2021-08-01,919.418,6511.0,6511.0
2021-09-01,782.316,5539.0,5539.0
2021-10-01,745.788,5281.0,5281.0
2021-11-01,685.416,4853.0,4853.0
2021-12-01,707.442,5009.0,5009.0
2022-01-01,598.9,4270.0,4270.0
2022-02-01,497.248,3545.0,3545.0
2022-03-01,460.086,3280.0,3280.0
2022-04-01,471.282,3360.0,3360.0
2022-05-01,432.481,3083.0,3083.0
2022-06-01,588.204,4193.0,4193.0
2022-07-01,785.781,5602.0,5602.0
2022-08-01,948.149,6760.0,6760.0
2022-09-01,868.976,6194.0,6194.0
2022-10-01,798.021,5689.0,5689.0
2022-11-01,732.845,5224.0,5224.0
2022-12-01,810.027,5774.0,5774.0
2023-01-01,724.052,4990.0,4990.0
2023-02-01,616.752,4251.0,4251.0
2023-03-01,592.778,4085.0,4085.0
2023-04-01,463.084,3192.0,3192.0
2023-05-01,299.937,2067.0,2067.0
2023-06-01,394.578,2719.0,2719.0
2023-07-01,913.371,6295.0,6295.0
2023-08-01,921.609,6352.0,6352.0
2023-09-01,652.34,4496.0,4496.0
2023-10-01,796.629,5490.0,5490.0
2023-11-01,748.344,5158.0,5158.0
2023-12-01,842.526,5807.0,5807.0
2024-01-01,686.0,4822.0,4822.0
2024-02-01,693.0,4836.0,4836.0
2024-03-01,746.0,5124.0,5124.0
2024-04-01,698.0,4783.0,4783.0
2024-05-01,730.0,5097.0,5097.0
2024-06-01,692.0,4857.0,4857.0
2024-07-01,719.0,5042.0,5042.0
2024-08-01,718.0,5078.0,5078.0
2024-09-01,690.0,4916.0,4916.0
2024-10-01,703.0,5024.0,5024.0
2024-11-01,691.0,4863.0,4863.0
2024-12-01,712.0,5036.0,5036.0
