measured_on,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Generation,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-05-01,,,,54934.0,682981.0,682981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12863.0,159584.0,159584.0,,,,4318.0,56511.0,56511.0
2004-06-01,,,,106497.0,1271803.0,1271803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.0,31615.0,31615.0,,,,1276.0,15413.0,15413.0
2004-07-01,,,,120773.0,1279804.0,1279804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8394.0,89123.0,89123.0,,,,9272.0,105825.0,105825.0
2004-08-01,,,,111901.0,1253893.0,1253893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,22710.0,22710.0,,,,2118.0,24180.0,24180.0
2004-09-01,,,,97355.0,1117069.0,1117069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2747.0,31177.0,31177.0,,,,0.0,0.0,0.0
2004-10-01,,,,83733.0,937418.0,937418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10956.0,122422.0,122422.0,,,,0.0,0.0,0.0
2004-11-01,,,,67875.0,809257.0,809257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,13873.0,13873.0,,,,0.0,0.0,0.0
2004-12-01,,,,64490.0,789152.0,789152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,16934.0,16934.0,,,,0.0,0.0,0.0
2005-01-01,,,,45818.0,562880.52,562880.52,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3130.38,3130.38,290.0,3428.22,3428.22,,,,0.0,0.0,0.0
2005-02-01,,,,42287.0,547232.06,547232.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699.0,35934.6,35934.6,,,,0.0,0.0,0.0
2005-03-01,,,,79813.0,932075.9,932075.9,1.0,63.8,63.8,0.0,0.0,0.0,1.0,66.3,66.3,5340.0,153136.68,153136.68,,,,8735.0,100107.0,100107.0
2005-04-01,,,,50534.0,590671.36,590671.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,12987.66,12987.66,,,,512.0,5777.1,5777.1
2005-05-01,,,,93436.0,1159558.62,1159558.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,5513.04,5513.04,,,,0.0,0.0,0.0
2005-06-01,,,,111560.0,1316713.5,1316713.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,10266.0,10266.0,,,,0.0,0.0,0.0
2005-07-01,,,,107552.0,1281033.98,1281033.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8170.0,93781.86,93781.86,,,,286.0,3340.8,3340.8
2005-08-01,,,,132927.0,1484489.74,1484489.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.0,39996.24,39996.24,,,,5634.0,63025.2,63025.2
2005-09-01,,,,138498.0,1493512.74,1493512.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.0,40139.04,40139.04,,,,9780.0,113018.8,113018.8
2005-10-01,,,,92319.0,1103126.2,1103126.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11057.0,127320.48,127320.48,,,,3880.0,41180.0,41180.0
2005-11-01,,,,108786.0,1264534.78,1264534.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.0,15472.38,15472.38,,,,0.0,0.0,0.0
2005-12-01,,,,106283.0,1316893.96,1316893.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.0,30807.06,30807.06,,,,0.0,0.0,0.0
2006-01-01,,,,58292.0,684382.0,684382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,16901.0,16901.0,,,,0.0,0.0,0.0
2006-02-01,,,,82910.0,1031819.0,1031819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,8514.0,8514.0,,,,0.0,0.0,0.0
2006-03-01,,,,97636.0,1179822.0,1179822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.0,12344.0,12344.0,,,,0.0,0.0,0.0
2006-04-01,,,,111477.0,1306882.0,1306882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275.0,30783.0,30783.0,,,,0.0,0.0,0.0
2006-05-01,,,,119347.0,1526717.0,1526717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,14110.0,14110.0,,,,0.0,0.0,0.0
2006-06-01,,,,126063.0,1541644.0,1541644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,13296.0,13296.0,,,,0.0,0.0,0.0
2006-07-01,,,,130971.0,1654818.0,1654818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6186.0,79584.0,79584.0,,,,0.0,0.0,0.0
2006-08-01,,,,130205.0,1441539.0,1441539.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1375.0,1375.0,2344.0,27742.0,27742.0,,,,0.0,0.0,0.0
2006-09-01,,,,110908.0,1256044.0,1256044.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,482.0,482.0,383.0,4530.0,4530.0,,,,0.0,0.0,0.0
2006-10-01,,,,82849.0,930306.0,930306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,5142.0,5142.0,,,,0.0,0.0,0.0
2006-11-01,,,,71984.0,861990.0,861990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,23218.0,23218.0,,,,0.0,0.0,0.0
2006-12-01,,,,92800.0,1053735.0,1053735.0,2.0,6.0,6.0,0.0,0.0,0.0,10.0,41.0,41.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-01-01,,,,61189.566,731386.0,731386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.434,5049.0,5049.0,,,,0.0,0.0,0.0
2007-02-01,,,,80795.747,932722.0,932722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.25300000000004,5440.0,5440.0,,,,0.0,0.0,0.0
2007-03-01,,,,110556.537,1246959.0,1246959.0,-1.5,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,760.4630000000001,8577.0,8577.0,,,,0.0,0.0,0.0
2007-04-01,,,,103659.968,1177328.0,1177328.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,1076.0320000000002,12221.0,12221.0,,,,0.0,0.0,0.0
2007-05-01,,,,115827.683,1312992.0,1312992.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,826.316,9367.0,9367.0,,,,0.0,0.0,0.0
2007-06-01,,,,122383.067,1391997.0,1391997.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,5713.932000000001,64991.0,64991.0,,,,0.0,0.0,0.0
2007-07-01,,,,122547.95,1398602.0,1398602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,1399.0,374.05,4269.0,4269.0,,,,0.0,0.0,0.0
2007-08-01,,,,122163.331,1427160.0,1427160.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,32497.67,379651.0,379651.0,,,,0.0,0.0,0.0
2007-09-01,,,,114848.238,1290555.0,1290555.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,746.7620000000001,8391.0,8391.0,,,,0.0,0.0,0.0
2007-10-01,,,,123725.10800000001,1412647.0,1412647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402.892,16018.0,16018.0,,,,0.0,0.0,0.0
2007-11-01,,,,85950.051,981799.0,981799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.95,13227.0,13227.0,,,,0.0,0.0,0.0
2007-12-01,,,,70298.849,847585.0,847585.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,112.0,112.0,2921.1510000000003,35220.0,35220.0,,,,0.0,0.0,0.0
2008-01-01,,,,97404.94,1129528.0,1129528.0,0.0,0.0,0.0,,,,1.0,60.0,60.0,4358.06,50537.0,50537.0,,,,0.0,0.0,0.0
2008-02-01,,,,83818.067,967159.0,967159.0,0.0,0.0,0.0,,,,26.0,41.0,41.0,3339.933,38539.0,38539.0,,,,0.0,0.0,0.0
2008-03-01,,,,87363.475,999776.0,999776.0,0.0,0.0,0.0,,,,2277.0,49631.0,49631.0,5875.525000000001,67239.0,67239.0,,,,0.0,0.0,0.0
2008-04-01,,,,79608.947,908436.0,908436.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,206.053,2351.0,2351.0,,,,0.0,0.0,0.0
2008-05-01,,,,69178.56,798129.0,798129.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,291.44,3362.0,3362.0,,,,0.0,0.0,0.0
2008-06-01,,,,95070.296,1154190.0,1154190.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,413.704,5023.0,5023.0,,,,0.0,0.0,0.0
2008-07-01,,,,104205.937,1174398.0,1174398.0,0.71,12.0,12.0,,,,4.29,70.0,70.0,146.06300000000002,1646.0,1646.0,,,,0.0,0.0,0.0
2008-08-01,,,,97551.658,1153510.0,1153510.0,0.0,0.0,0.0,,,,7.0,102.0,102.0,3261.342,38564.0,38564.0,,,,0.0,0.0,0.0
2008-09-01,,,,74952.323,883275.0,883275.0,0.0,0.0,0.0,,,,432.0,5926.0,5926.0,1319.6770000000001,15552.0,15552.0,,,,0.0,0.0,0.0
2008-10-01,,,,57819.102,663970.0,663970.0,0.0,0.0,0.0,,,,16.0,219.0,219.0,3126.898,35908.0,35908.0,,,,0.0,0.0,0.0
2008-11-01,,,,70200.435,793956.0,793956.0,0.0,0.0,0.0,,,,25.0,219.0,219.0,994.565,11248.0,11248.0,,,,0.0,0.0,0.0
2008-12-01,,,,79585.245,905811.0,905811.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1035.755,11789.0,11789.0,,,,0.0,0.0,0.0
2009-01-01,,,,64730.142,740549.0,740549.0,0.0,0.0,0.0,,,,12.0,276.0,276.0,6558.858,75037.0,75037.0,,,,0.0,0.0,0.0
2009-02-01,,,,72265.756,842394.0,842394.0,0.0,0.0,0.0,,,,6.0,290.0,290.0,4458.244000000001,51969.0,51969.0,,,,0.0,0.0,0.0
2009-03-01,,,,87558.761,962501.0,962501.0,0.0,0.0,0.0,,,,1.0,109.0,109.0,562.239,6180.0,6180.0,,,,0.0,0.0,0.0
2009-04-01,,,,85317.434,935238.0,935238.0,0.0,0.0,0.0,,,,-1.0,122.0,122.0,3864.5660000000003,42363.0,42363.0,,,,0.0,0.0,0.0
2009-05-01,,,,97242.116,1060709.0,1060709.0,0.0,0.0,0.0,,,,-3.0,69.0,69.0,1939.884,21160.0,21160.0,,,,0.0,0.0,0.0
2009-06-01,,,,68690.907,794477.0,794477.0,0.0,0.0,0.0,,,,-5.0,43.0,43.0,12016.093,138978.0,138978.0,,,,0.0,0.0,0.0
2009-07-01,,,,78748.741,905922.0,905922.0,0.0,0.0,0.0,,,,-1.0,85.0,85.0,1798.259,20687.0,20687.0,,,,0.0,0.0,0.0
2009-08-01,,,,78878.507,895934.0,895934.0,0.0,0.0,0.0,,,,-2.0,87.0,87.0,2251.493,25573.0,25573.0,,,,0.0,0.0,0.0
2009-09-01,,,,65917.737,742691.0,742691.0,-2.5,0.0,0.0,,,,-2.5,0.0,0.0,12345.262999999999,139093.0,139093.0,,,,0.0,0.0,0.0
2009-10-01,,,,72451.372,826945.0,826945.0,1.048,76.0,76.0,,,,0.9520000000000001,69.0,69.0,11706.628,133617.0,133617.0,,,,0.0,0.0,0.0
2009-11-01,,,,82629.834,948658.0,948658.0,0.0,0.0,0.0,,,,5.0,106.0,106.0,3387.166,38887.0,38887.0,,,,0.0,0.0,0.0
2009-12-01,,,,69546.009,781221.0,781221.0,0.0,0.0,0.0,,,,7.0,143.0,143.0,12233.991,137426.0,137426.0,,,,0.0,0.0,0.0
2010-01-01,,,,47947.986000000004,539762.0,539762.0,0.0,0.0,0.0,,,,-5.0,39.0,39.0,8984.014000000001,101135.0,101135.0,,,,0.0,0.0,0.0
2010-02-01,,,,56085.105,650120.0,650120.0,0.0,0.0,0.0,,,,3.0,89.0,89.0,10768.895,124830.0,124830.0,,,,0.0,0.0,0.0
2010-03-01,,,,77371.444,842564.0,842564.0,0.0,0.0,0.0,,,,-2.0,21.0,21.0,3653.556,39787.0,39787.0,,,,0.0,0.0,0.0
2010-04-01,,,,56956.052,653649.0,653649.0,0.0,0.0,0.0,,,,-5.0,21.0,21.0,1152.948,13232.0,13232.0,,,,0.0,0.0,0.0
2010-05-01,,,,80511.568,901298.0,901298.0,-0.262,0.0,0.0,,,,-4.738,0.0,0.0,865.432,9688.0,9688.0,,,,0.0,0.0,0.0
2010-06-01,,,,90378.425,1011605.0,1011605.0,0.0,0.0,0.0,,,,-3.0,28.0,28.0,966.575,10819.0,10819.0,,,,0.0,0.0,0.0
2010-07-01,,,,94070.504,1054673.0,1054673.0,0.0,0.0,0.0,,,,-4.0,20.0,20.0,1309.496,14681.0,14681.0,,,,0.0,0.0,0.0
2010-08-01,,,,90354.864,1011818.0,1011818.0,-1.457,17.0,17.0,,,,-1.5430000000000001,18.0,18.0,2980.136,33372.0,33372.0,,,,0.0,0.0,0.0
2010-09-01,,,,87960.537,978819.0,978819.0,-0.21,0.0,0.0,,,,-3.79,0.0,0.0,382.463,4256.0,4256.0,,,,0.0,0.0,0.0
2010-10-01,,,,78343.947,881503.0,881503.0,-0.262,0.0,0.0,,,,-4.738,0.0,0.0,2930.0530000000003,32968.0,32968.0,,,,0.0,0.0,0.0
2010-11-01,,,,58678.737,703140.0,703140.0,-0.262,0.0,0.0,,,,-4.738,0.0,0.0,3013.263,36108.0,36108.0,,,,0.0,0.0,0.0
2010-12-01,,,,81447.106,927893.0,927893.0,-0.314,0.0,0.0,,,,-5.686,0.0,0.0,393.894,4487.0,4487.0,,,,0.0,0.0,0.0
2011-01-01,,,,76294.378,851934.0,851934.0,-0.256,0.0,0.0,,,,-4.744,0.0,0.0,1468.622,16399.0,16399.0,,,,0.0,0.0,0.0
2011-02-01,,,,67190.838,755965.0,755965.0,0.0,0.0,0.0,,,,-4.0,11.0,11.0,969.162,10904.0,10904.0,,,,0.0,0.0,0.0
2011-03-01,,,,39265.727,440354.0,440354.0,0.0,0.0,0.0,,,,-2.0,38.0,38.0,34776.273,390006.0,390006.0,,,,0.0,0.0,0.0
2011-04-01,,,,1815.37,23543.0,23543.0,-0.256,0.0,0.0,,,,-4.744,0.0,0.0,39754.63,515569.0,515569.0,,,,0.0,0.0,0.0
2011-05-01,,,,1785.051,23112.0,23112.0,-0.256,0.0,0.0,,,,-4.744,0.0,0.0,51379.949,665250.0,665250.0,,,,0.0,0.0,0.0
2011-06-01,,,,862.687,11016.0,11016.0,0.0,0.0,0.0,,,,12.0,127.0,127.0,50730.313,647767.0,647767.0,,,,0.0,0.0,0.0
2011-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-6.0,12.0,12.0,57471.0,725579.0,725579.0,,,,0.0,0.0,0.0
2011-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,110.0,110.0,50227.0,666656.0,666656.0,,,,0.0,0.0,0.0
2011-09-01,,,,1744.208,21606.0,21606.0,0.0,0.0,0.0,,,,11.0,121.0,121.0,46098.792,571043.0,571043.0,,,,0.0,0.0,0.0
2011-10-01,,,,3983.479,46877.0,46877.0,-0.307,0.0,0.0,,,,-5.693,0.0,0.0,51404.521,604914.0,604914.0,,,,0.0,0.0,0.0
2011-11-01,,,,25688.304,321372.0,321372.0,0.0,0.0,0.0,,,,17.0,140.0,140.0,31705.696,396653.0,396653.0,,,,0.0,0.0,0.0
2011-12-01,,,,0.0,0.0,0.0,-0.358,0.0,0.0,,,,-6.642,0.0,0.0,41364.0,539432.0,539432.0,,,,0.0,0.0,0.0
2012-01-01,,,,7806.232,99989.0,99989.0,0.0,0.0,0.0,,,,-1.0,0.0,0.0,28180.768,360965.0,360965.0,,,,0.0,0.0,0.0
2012-02-01,,,,8637.05,114846.0,114846.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,33897.95,450739.0,450739.0,,,,0.0,0.0,0.0
2012-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,52656.0,660577.0,660577.0,,,,0.0,0.0,0.0
2012-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,52122.0,650858.0,650858.0,,,,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,49746.0,645678.0,645678.0,,,,0.0,0.0,0.0
2012-06-01,,,,3633.525,50250.0,50250.0,0.0,0.0,0.0,,,,12.0,95.0,95.0,45301.475,626501.0,626501.0,,,,0.0,0.0,0.0
2012-07-01,,,,15016.16,180482.0,180482.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,43702.84,525272.0,525272.0,,,,0.0,0.0,0.0
2012-08-01,,,,7309.63,92419.0,92419.0,0.0,0.0,0.0,,,,11.0,87.0,87.0,48541.37,613734.0,613734.0,,,,0.0,0.0,0.0
2012-09-01,,,,18592.334,238565.0,238565.0,0.0,0.0,0.0,,,,16.0,123.0,123.0,38866.666,498713.0,498713.0,,,,0.0,0.0,0.0
2012-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,77.0,77.0,52024.0,661441.0,661441.0,,,,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,54020.0,671531.0,671531.0,,,,0.0,0.0,0.0
2012-12-01,,,,29327.411,350704.0,350704.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,33451.589,400022.0,400022.0,,,,0.0,0.0,0.0
2013-01-01,,,,67083.651,784682.0,784682.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6431.349,75228.0,75228.0,,,,0.0,0.0,0.0
2013-02-01,,,,9664.034,114682.0,114682.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,41387.966,491144.0,491144.0,,,,0.0,0.0,0.0
2013-03-01,,,,29101.767,353492.0,353492.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,34594.233,420207.0,420207.0,,,,0.0,0.0,0.0
2013-04-01,,,,68398.503,767457.0,767457.0,0.0,0.0,0.0,,,,0.0,11.0,11.0,1981.497,22233.0,22233.0,,,,0.0,0.0,0.0
2013-05-01,,,,46668.519,557010.0,557010.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1360.481,16238.0,16238.0,,,,0.0,0.0,0.0
2013-06-01,,,,16489.706,210648.0,210648.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,42440.294,542153.0,542153.0,,,,0.0,0.0,0.0
2013-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53302.0,694606.0,694606.0,,,,0.0,0.0,0.0
2013-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53139.0,693428.0,693428.0,,,,0.0,0.0,0.0
2013-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,53103.0,686114.0,686114.0,,,,0.0,0.0,0.0
2013-10-01,,,,19118.836,222236.0,222236.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,41785.164,485707.0,485707.0,,,,0.0,0.0,0.0
2013-11-01,,,,48344.185,585057.0,585057.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,12717.815,153910.0,153910.0,,,,0.0,0.0,0.0
2013-12-01,,,,65887.514,768642.0,768642.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5518.486,64379.0,64379.0,,,,0.0,0.0,0.0
2014-01-01,,,,60685.336,695948.0,695948.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6156.664,70605.0,70605.0,,,,0.0,0.0,0.0
2014-02-01,,,,53597.121,609915.0,609915.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1657.879,18866.0,18866.0,,,,0.0,0.0,0.0
