measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2015-08-01,,,,10.214,120.0,147510.0
2015-09-01,,,,10.11,119.0,146018.0
2015-10-01,,,,11.422,134.0,164960.0
2015-11-01,,,,10.513,123.0,151832.0
2015-12-01,,,,12.361,145.0,178524.0
2016-01-01,,,,9.239,45.0,114504.0
2016-02-01,,,,9.353,46.0,115904.0
2016-03-01,,,,10.646,52.0,131917.0
2016-04-01,,,,12.228,60.0,151522.0
2016-05-01,,,,12.591,62.0,156020.0
2016-06-01,,,,11.977,59.0,148417.0
2016-07-01,,,,13.483,66.0,167085.0
2016-08-01,,,,16.104,79.0,199556.0
2016-09-01,,,,9.638,47.0,119428.0
2016-10-01,,,,9.321,46.0,115499.0
2016-11-01,,,,9.666,47.0,119781.0
2016-12-01,0.0,0.0,0.0,8.644,42.0,107118.0
2017-01-01,4247.743,20540.0,47935.0,236.974,1158.0,70324.0
2017-02-01,3466.704,16764.0,39121.0,193.4,945.0,57395.0
2017-03-01,5483.353,26515.0,61878.0,305.904,1494.0,90783.0
2017-04-01,3905.849,18887.0,44076.0,217.898,1065.0,64666.0
2017-05-01,4564.828,22074.0,51513.0,254.661,1244.0,75576.0
2017-06-01,5118.937,24753.0,57765.0,285.574,1395.0,84750.0
2017-07-01,6100.792,29501.0,68845.0,340.349,1663.0,101005.0
2017-08-01,5439.638,26304.0,61384.0,303.465,1483.0,90059.0
2017-09-01,4785.641,23141.0,54004.0,266.98,1304.0,79232.0
2017-10-01,5255.619,25414.0,59308.0,293.199,1432.0,87013.0
2017-11-01,4442.687,21483.0,50134.0,247.847,1211.0,73554.0
2017-12-01,5522.709,26706.0,62322.0,308.099,1505.0,91435.0
2018-01-01,5464.741,26425.0,60634.0,296.665,1449.0,87389.0
2018-02-01,4737.435,22908.0,52564.0,257.182,1256.0,75758.0
2018-03-01,6282.451,30379.0,69707.0,341.057,1666.0,100465.0
2018-04-01,5228.995,25285.0,58019.0,283.867,1387.0,83619.0
2018-05-01,5708.596,27604.0,63340.0,309.904,1514.0,91288.0
2018-06-01,4993.404,24146.0,55405.0,271.078,1324.0,79852.0
2018-07-01,5504.609,26618.0,61077.0,298.83,1460.0,88026.0
2018-08-01,5716.479,27643.0,63427.0,310.332,1516.0,91415.0
2018-09-01,4751.221,22975.0,52717.0,257.93,1260.0,75979.0
2018-10-01,4501.607,21768.0,49948.0,244.38,1194.0,71987.0
2018-11-01,4004.691,19365.0,44434.0,217.403,1062.0,64041.0
2018-12-01,4410.651,21328.0,48939.0,239.442,1170.0,70532.0
2019-01-01,5060.038,24468.0,57565.0,279.891,1367.0,82449.0
2019-02-01,4326.412,20921.0,49220.0,239.311,1169.0,70494.0
2019-03-01,4635.978,22418.0,52741.0,256.435,1253.0,75538.0
2019-04-01,4785.556,23141.0,54443.0,264.708,1293.0,77975.0
2019-05-01,4532.393,21917.0,51563.0,250.705,1225.0,73850.0
2019-06-01,4719.935,22824.0,53697.0,261.079,1275.0,76906.0
2019-07-01,6443.21,31157.0,73301.0,356.4,1741.0,104985.0
2019-08-01,6034.345,29180.0,68650.0,333.784,1631.0,98323.0
2019-09-01,4787.598,23151.0,54466.0,264.821,1294.0,78008.0
2019-10-01,5635.705,27252.0,64115.0,311.734,1523.0,91827.0
2019-11-01,5114.435,24731.0,58185.0,282.9,1382.0,83334.0
2019-12-01,5371.375,25974.0,61108.0,297.112,1452.0,87520.0
2020-01-01,5582.17,26993.0,65388.0,137.711,673.0,98239.0
2020-02-01,4913.343,23759.0,57554.0,121.212,592.0,86468.0
2020-03-01,4675.305,22608.0,54766.0,115.339,563.0,82279.0
2020-04-01,4159.334,20113.0,48722.0,102.61,501.0,73199.0
2020-05-01,4214.524,20380.0,49368.0,103.972,508.0,74170.0
2020-06-01,4595.884,22224.0,53836.0,113.38,554.0,80882.0
2020-07-01,6183.915,29903.0,72438.0,152.557,745.0,108829.0
2020-08-01,4939.511,23886.0,57861.0,121.857,595.0,86929.0
2020-09-01,4280.947,20701.0,50147.0,105.611,516.0,75339.0
2020-10-01,4682.736,22644.0,54853.0,115.523,564.0,82410.0
2020-11-01,3580.804,17315.0,41945.0,88.338,432.0,63017.0
2020-12-01,4457.247,21553.0,52212.0,109.96,537.0,78442.0
2021-01-01,5399.595,26110.0,61229.0,179.708,878.0,86462.0
2021-02-01,5696.343,27545.0,64593.0,189.583,926.0,91213.0
2021-03-01,3712.447,17952.0,42097.0,123.556,604.0,59446.0
2021-04-01,4523.13,21872.0,51289.0,150.537,735.0,72427.0
2021-05-01,3919.394,18953.0,44443.0,130.444,637.0,62760.0
2021-06-01,5425.463,26235.0,61521.0,180.568,882.0,86876.0
2021-07-01,5828.251,28183.0,66089.0,193.973,948.0,93325.0
2021-08-01,6043.456,29224.0,68529.0,201.136,983.0,96771.0
2021-09-01,4834.287,23377.0,54818.0,160.893,786.0,77409.0
2021-10-01,4695.07,22703.0,53239.0,156.259,763.0,75180.0
2021-11-01,5140.554,24858.0,58291.0,171.086,836.0,82313.0
2021-12-01,4762.91,23032.0,54008.0,158.517,774.0,76266.0
2022-01-01,4987.733,24119.0,56439.0,0.0,0.0,0.0
2022-02-01,4072.976,19695.0,46088.0,0.0,0.0,0.0
2022-03-01,4179.495,20210.0,47294.0,0.0,0.0,0.0
2022-04-01,3671.277,17753.0,41543.0,0.0,0.0,0.0
2022-05-01,3468.541,16772.0,39249.0,0.0,0.0,0.0
2022-06-01,5437.639,26294.0,61530.0,0.0,0.0,0.0
2022-07-01,7271.141,35160.0,82277.0,0.0,0.0,0.0
2022-08-01,6636.285,32090.0,75094.0,0.0,0.0,0.0
2022-09-01,5865.919,28365.0,66376.0,0.0,0.0,0.0
2022-10-01,5693.192,27530.0,64422.0,0.0,0.0,0.0
2022-11-01,3873.944,18733.0,43836.0,0.0,0.0,0.0
2022-12-01,5287.278,25567.0,59829.0,0.0,0.0,0.0
2023-01-01,4543.128,21969.0,77624.0,377.26,0.0,0.0
2023-02-01,4441.135,21476.0,75883.0,368.79,0.0,0.0
2023-03-01,4958.396,23977.0,84721.0,411.744,0.0,0.0
2023-04-01,4816.697,23292.0,82300.0,399.977,0.0,0.0
2023-05-01,4420.168,21374.0,75525.0,367.049,0.0,0.0
2023-06-01,5061.848,24477.0,86489.0,420.334,0.0,0.0
2023-07-01,6159.463,29785.0,105243.0,511.48,0.0,0.0
2023-08-01,5950.361,28774.0,101670.0,494.116,0.0,0.0
2023-09-01,5427.52,26245.0,92737.0,450.7,0.0,0.0
2023-10-01,4783.468,23131.0,81732.0,397.218,0.0,0.0
2023-11-01,4643.569,22454.0,79342.0,385.6,0.0,0.0
2023-12-01,5489.567,26545.0,93797.0,455.852,0.0,0.0
2024-01-01,4360.424,21085.0,94009.0,181.218,0.0,0.0
2024-02-01,5047.745,24409.0,108825.0,209.784,0.0,0.0
2024-03-01,4721.987,22834.0,101802.0,196.246,0.0,0.0
2024-04-01,4788.229,23154.0,103230.0,198.999,0.0,0.0
2024-05-01,5517.44,26680.0,118951.0,229.305,0.0,0.0
2024-06-01,5132.964,24821.0,110662.0,213.326,0.0,0.0
2024-07-01,6641.045,32113.0,143175.0,276.002,0.0,0.0
2024-08-01,6482.321,31346.0,139753.0,269.405,0.0,0.0
2024-09-01,5286.916,25565.0,113981.0,219.724,0.0,0.0
2024-10-01,3740.475,18087.0,80641.0,155.454,0.0,0.0
2024-11-01,4611.99,22302.0,99431.0,191.674,0.0,0.0
2024-12-01,4585.264,22173.0,98854.0,190.563,0.0,0.0
