measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-06-01,2179.098,36085.0,36085.0,,,
2008-07-01,2364.4010000000003,39153.0,39153.0,,,
2008-08-01,2328.976,38567.0,38567.0,,,
2008-09-01,1569.755,25994.0,25994.0,,,
2008-10-01,1502.911,24888.0,24888.0,,,
2008-11-01,1155.219,19130.0,19130.0,,,
2008-12-01,1280.353,21202.0,21202.0,,,
2009-01-01,232.282,3565.0,3565.0,,,
2009-02-01,198.214,3043.0,3043.0,,,
2009-03-01,255.05700000000002,3915.0,3915.0,,,
2009-04-01,222.46300000000002,3415.0,3415.0,,,
2009-05-01,297.821,4571.0,4571.0,,,
2009-06-01,398.266,6113.0,6113.0,,,
2009-07-01,439.32,6743.0,6743.0,,,
2009-08-01,440.79600000000005,6766.0,6766.0,,,
2009-09-01,329.841,5063.0,5063.0,,,
2009-10-01,265.48900000000003,4075.0,4075.0,,,
2009-11-01,204.238,3135.0,3135.0,,,
2009-12-01,267.213,4101.0,4101.0,,,
2010-01-01,1488.3210000000001,23876.0,23876.0,,,
2010-02-01,1394.761,22375.0,22375.0,,,
2010-03-01,1106.094,17744.0,17744.0,,,
2010-04-01,1296.797,20803.0,20803.0,,,
2010-05-01,1584.278,25416.0,25416.0,,,
2010-06-01,1906.33,30582.0,30582.0,,,
2010-07-01,1991.2220000000002,31943.0,31943.0,,,
2010-08-01,2359.777,37856.0,37856.0,,,
2010-09-01,1716.363,27534.0,27534.0,,,
2010-10-01,1275.805,20467.0,20467.0,,,
2010-11-01,1152.51,18489.0,18489.0,,,
2010-12-01,1202.742,19294.0,19294.0,,,
2011-01-01,1423.442,23863.0,23863.0,,,
2011-02-01,1292.478,21668.0,21668.0,,,
2011-03-01,1162.744,19493.0,19493.0,,,
2011-04-01,1499.768,25143.0,25143.0,,,
2011-05-01,1597.242,26777.0,26777.0,,,
2011-06-01,2073.338,34758.0,34758.0,,,
2011-07-01,2514.48,42154.0,42154.0,,,
2011-08-01,2706.325,45370.0,45370.0,,,
2011-09-01,1904.267,31924.0,31924.0,,,
2011-10-01,1453.298,24364.0,24364.0,,,
2011-11-01,1340.894,22479.0,22479.0,,,
2011-12-01,1610.724,27003.0,27003.0,,,
2012-01-01,2618.31,44368.0,44368.0,,,
2012-02-01,2440.507,41355.0,41355.0,,,
2012-03-01,2678.016,45380.0,45380.0,,,
2012-04-01,3013.383,51063.0,51063.0,,,
2012-05-01,3237.444,54860.0,54860.0,,,
2012-06-01,3596.871,60950.0,60950.0,,,
2012-07-01,3880.517,65757.0,65757.0,,,
2012-08-01,4024.767,68200.0,68200.0,,,
2012-09-01,3109.185,52686.0,52686.0,,,
