measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Other Gases Generation,Other Gases Quantity Consumed For Electricity,Other Gases Total Fuel Consumed
2019-05-01,26326.306,257569.0,257569.0,,,
2019-06-01,29779.6,291355.0,291355.0,,,
2019-07-01,36809.7,360135.0,360135.0,,,
2019-08-01,34660.354,339107.0,339107.0,,,
2019-09-01,27925.026,273210.0,273210.0,,,
2019-10-01,21887.717,214143.0,214143.0,,,
2019-11-01,25150.84,246068.0,246068.0,,,
2019-12-01,31003.034,303325.0,303325.0,,,
2020-01-01,45478.216,456855.0,456855.0,,,
2020-02-01,39031.328,392092.0,392092.0,,,
2020-03-01,39737.251,399184.0,399184.0,,,
2020-04-01,35063.56,352234.0,352234.0,,,
2020-05-01,36612.881,367797.0,367797.0,,,
2020-06-01,38724.515,389010.0,389010.0,,,
2020-07-01,47797.997,480158.0,480158.0,,,
2020-08-01,45630.116,458381.0,458381.0,,,
2020-09-01,35349.856,355109.0,355109.0,,,
2020-10-01,30805.407,309458.0,309458.0,,,
2020-11-01,27377.391,275021.0,275021.0,,,
2020-12-01,35219.482,353800.0,353800.0,,,
2021-01-01,37868.447,388277.0,388277.0,,,
2021-02-01,27845.064,285504.0,285504.0,,,
2021-03-01,44940.72,460790.0,460790.0,,,
2021-04-01,36768.493,376998.0,376998.0,,,
2021-05-01,24935.25,255668.0,255668.0,,,
2021-06-01,25427.626,260717.0,260717.0,,,
2021-07-01,20214.591,207266.0,207266.0,,,
2021-08-01,32675.395,335031.0,335031.0,,,
2021-09-01,28130.305,288428.0,288428.0,,,
2021-10-01,39121.717,401126.0,401126.0,,,
2021-11-01,34265.546,351334.0,351334.0,,,
2021-12-01,44308.846,454312.0,454312.0,,,
2022-01-01,53589.768,547642.0,547642.0,,,
2022-02-01,46607.534,476289.0,476289.0,,,
2022-03-01,27031.996,276244.0,276244.0,,,
2022-04-01,28434.392,290576.0,290576.0,,,
2022-05-01,14969.634,152977.0,152977.0,,,
2022-06-01,17115.738,174908.0,174908.0,,,
2022-07-01,19468.322,198950.0,198950.0,,,
2022-08-01,23293.945,238044.0,238044.0,,,
2022-09-01,21568.469,220411.0,220411.0,,,
2022-10-01,29570.096,302182.0,302182.0,,,
2022-11-01,27972.05,285850.0,285850.0,,,
2022-12-01,21989.056,224709.0,224709.0,,,
2023-01-01,25975.839,272077.0,272077.0,,,
2023-02-01,24001.123,251393.0,251393.0,,,
2023-03-01,51928.0,543906.0,543906.0,,,
2023-04-01,36479.368,382093.0,382093.0,,,
2023-05-01,33951.004,355611.0,355611.0,,,
2023-06-01,13000.667,136172.0,136172.0,,,
2023-07-01,0.0,0.0,0.0,,,
2023-08-01,0.0,0.0,0.0,,,
2023-09-01,0.0,0.0,0.0,,,
2023-10-01,0.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,,,
2023-12-01,0.0,0.0,0.0,,,
2024-01-01,0.0,0.0,0.0,,,
2024-02-01,0.0,0.0,0.0,,,
2024-03-01,0.0,0.0,0.0,,,
2024-04-01,0.0,0.0,0.0,,,
2024-05-01,0.0,0.0,0.0,,,
2024-06-01,0.0,0.0,0.0,,,
2024-07-01,0.0,0.0,0.0,,,
2024-08-01,0.0,0.0,0.0,,,
2024-09-01,0.0,0.0,0.0,,,
2024-10-01,0.0,0.0,0.0,,,
2024-11-01,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,,,
