measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Jet Fuel-Combined Cycle Combustion Turbine Part Generation,Jet Fuel-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Jet Fuel-Combined Cycle Steam Part Generation,Jet Fuel-Combined Cycle Steam Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Combustion Turbine Part Generation,Other Gases-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2004-05-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2004-06-01,,,,,,,,,,19.597649999999998,0.0,0.0,29036.45729,339508.34,391040.0,11032.58235,0.0,0.0,,,,,,
2004-07-01,,,,,,,,,,12.988579999999999,0.0,0.0,36688.41443,427304.4,495542.81,13903.60142,1369.19,1369.19,,,,,,
2004-08-01,,,,,,,,,,13.772279999999999,0.0,0.0,28069.29507,322247.09,367219.84,10183.83772,1876.16,1876.16,,,,,,
2004-09-01,,,,,,,,,,10.82068,0.0,0.0,13804.53859,155589.74,242397.71,5827.60932,10754.14,10754.14,,,,,,
2004-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2004-11-01,,,,,,,,,,5.89553,0.0,0.0,3779.94189,38476.72,47934.64,761.37447,0.0,0.0,,,,,,
2004-12-01,,,,,,,,,,24.512919999999998,0.0,0.0,28202.0124,301225.15,386661.6,7349.42708,0.0,0.0,,,,,,
2005-01-01,,,,,,,,,,,,,2783.9,27382.68,32378.36,773.09,2756.47,2756.47,,,,,,
2005-02-01,,,,,,,,,,,,,7819.17,79958.79,97832.54,1901.2,2404.01,2404.01,,,,,,
2005-03-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2005-04-01,,,,,,,,,,,,,6109.06,55791.55,55791.55,6109.06,7585.59,7585.59,,,,,,
2005-05-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2005-06-01,,,,,,,,,,,,,23146.14,255912.75,282188.11,7770.67,6052.05,6052.05,,,,,,
2005-07-01,,,,,,,,,,,,,45153.5,483351.34,537978.3,14740.12,24140.23,24140.23,,,,,,
2005-08-01,,,,,,,,,,,,,39818.5,442824.6,500981.21,14324.96,15944.62,15944.62,,,,,,
2005-09-01,,,,,,,,,,,,,21157.64,230308.61,252260.49,7675.61,14001.75,14001.75,,,,,,
2005-10-01,,,,,,,,,,,,,5048.85,57631.76,65977.82,1752.79,0.0,0.0,,,,,,
2005-11-01,,,,,,,,,,,,,3137.95,35949.99,41277.25,1104.83,0.0,0.0,,,,,,
2005-12-01,,,,,,,,,,,,,1207.65,13914.8,16962.98,434.56,0.0,0.0,,,,,,
2006-01-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-02-01,,,,,,,,,,,,,3107.88,32571.97,39851.82,736.23,0.0,0.0,,,,,,
2006-03-01,,,,,,,,,,,,,5108.99,55149.62,59635.03,1399.71,0.0,0.0,,,,,,
2006-04-01,,,,,,,,,,,,,3426.04,33733.12,40415.61,1353.15,6761.99,6761.99,,,,,,
2006-05-01,,,,,,,,,,,,,2897.39,30211.23,37716.37,1171.76,4267.56,4267.56,,,,,,
2006-06-01,,,,,,,,,,,,,16148.56,186875.65,212255.35,6513.55,5145.29,5145.29,,,,,,
2006-07-01,,,,,,,,,,,,,32686.09,367008.06,426120.81,13508.22,24406.3,24406.3,,,,,,
2006-08-01,,,,,,,,,,,,,36810.53,413904.23,476522.91,14710.05,22640.76,22640.76,,,,,,
2006-09-01,,,,,,,,,,,,,10528.38,118298.69,137710.1,4167.12,6219.45,6219.45,,,,,,
2006-10-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-11-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-12-01,,,,,,,,,,,,,1189.22,13520.29,15786.57,406.43,0.0,0.0,,,,,,
2007-01-01,,,,,,,,,,,,,6389.39,70758.0,88493.0,1961.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,,,,,,,,,,,,,15403.6,166783.0,218721.0,4400.89,1025.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,,,,,,,,,,,,,12339.37,133013.0,148571.0,3778.15,3554.0,3554.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,,,,,,,,,,,,,2285.32,25899.0,31004.0,834.2,534.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,,,,,,,,,,,,,4262.18,50118.0,63868.0,1681.01,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,,,,,,,,,,,,,24120.99,279009.0,316674.0,9313.94,4292.0,4292.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,,,,,,,,,,,,,38726.28,430558.0,504013.0,13732.29,13934.0,13934.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,,,,,,,,,,,,,43205.74,470682.0,543378.0,15518.06,26898.0,26898.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,,,,,,,,,,,,,25212.24,286930.0,316971.0,8650.921,0.0,0.0,0.0,0.0,0.0,413.72900000000004,3506.0,15159.0
2007-10-01,,,,,,,,,,,,,20851.12,235615.0,264301.0,6955.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,,,,,,,,,,,,,12315.12,134636.0,162570.0,3574.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,,,,,,,,,,,,,3881.94,42155.0,62570.0,1093.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,,,,,,,,,,,,,5744.34,64314.0,71316.0,1845.91,0.0,0.0,,,,,,
2008-02-01,,,,,,,,,,,,,11160.82,123351.0,142365.0,3396.94,0.0,0.0,,,,,,
2008-03-01,,,,,,,,,,,,,8714.48,95341.0,124728.0,2537.52,0.0,0.0,,,,,,
2008-04-01,,,,,,,,,,,,,9261.56,78475.0,109684.0,561.63,4759.0,7550.0,,,,,,
2008-05-01,,,,,,,,,,,,,2039.91,17285.0,26146.0,0.0,0.0,0.0,,,,,,
2008-06-01,,,,,,,,,,,,,25505.18,254183.0,329640.0,4979.9800000000005,4124.0,4124.0,,,,,,
2008-07-01,,,,,,,,,,,,,41855.5,454881.0,552271.0,13353.99,12921.0,12921.0,,,,,,
2008-08-01,,,,,,,,,,,,,24812.600000000002,269603.0,325827.0,8795.960000000001,15170.0,15170.0,,,,,,
2008-09-01,,,,,,,,,,,,,28677.08,308981.0,382334.0,9647.62,15752.0,15752.0,,,,,,
2008-10-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2008-11-01,,,,,,,,,,,,,6607.64,71144.0,85212.0,1788.68,0.0,0.0,,,,,,
2008-12-01,,,,,,,,,,,,,10262.6,110981.0,126765.0,2835.31,0.0,0.0,,,,,,
2009-01-01,,,,,,,,,,,,,32682.21,276923.0,437550.0,0.0,0.0,0.0,,,,,,
2009-02-01,,,,,,,,,,,,,18824.79,159507.0,242581.0,0.0,0.0,0.0,,,,,,
2009-03-01,,,,,,,,,,,,,1853.67,15707.0,26437.0,0.0,0.0,0.0,,,,,,
2009-04-01,,,,,,,,,,,,,859.42,9698.0,11309.0,285.18,0.0,0.0,,,,,,
2009-05-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-06-01,,,,,,,,,,,,,20460.21,173364.0,270596.0,0.0,0.0,0.0,,,,,,
2009-07-01,,,,,,,,,,,,,45073.96,403652.0,586428.0,2564.68,0.0,0.0,,,,,,
2009-08-01,,,,,,,,,,,,,54498.48,588499.0,719525.0,15079.62,1051.0,1051.0,,,,,,
2009-09-01,,,,,,,,,,,,,37287.77,417370.0,455414.0,12090.08,1019.0,1019.0,,,,,,
2009-10-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-11-01,,,,,,,,,,,,,5628.91,47695.0,72080.0,0.0,0.0,0.0,,,,,,
2009-12-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-01-01,,,,,,,,,,,,,1291.07,10940.0,15878.0,0.0,0.0,0.0,,,,,,
2010-02-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-03-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-04-01,,,,,,,,,,,,,2457.01,29474.0,32451.0,1021.41,0.0,0.0,,,,,,
2010-05-01,,,,,,,,,,,,,7146.96,84459.0,101625.0,2820.76,0.0,0.0,,,,,,
2010-06-01,,,,,,,,,,,,,24389.68,288261.0,308078.0,10042.41,3490.0,3490.0,,,,,,
2010-07-01,,,,,,,,,,,,,33627.96,394207.0,444959.0,14451.06,13177.0,13177.0,,,,,,
2010-08-01,,,,,,,,,,,,,15467.62,176914.0,211189.0,6274.93,7315.0,7315.0,,,,,,
2010-09-01,,,,,,,,,,,,,7421.47,86323.0,91097.0,2777.11,92.0,92.0,,,,,,
2010-10-01,,,,,,,,,,,,,1683.92,19158.0,21904.0,577.15,0.0,0.0,,,,,,
2010-11-01,,,,,,,,,,,,,2224.21,25503.0,28702.0,785.7,0.0,0.0,,,,,,
2010-12-01,,,,,,,,,,,,,1214.44,13791.0,15112.0,413.22,0.0,0.0,,,,,,
2011-01-01,,,,,,,,,,,,,2513.27,27648.0,32862.0,749.81,0.0,0.0,,,,,,
2011-02-01,,,,,,,,,,,,,2952.68,33509.0,36278.0,1002.01,0.0,0.0,,,,,,
2011-03-01,,,,,,,,,,,,,2810.09,32029.0,36785.0,970.0,0.0,0.0,,,,,,
2011-04-01,,,,,,,,,,,,,5383.0,67231.0,74586.0,2773.0,0.0,0.0,,,,,,
2011-05-01,,,,,,,,,,,,,9763.0,113768.0,135425.0,3735.0,0.0,0.0,,,,,,
2011-06-01,,,,,,,,,,,,,18690.0,228659.0,228659.0,7778.0,0.0,0.0,,,,,,
2011-07-01,,,,,,,,,,,,,29207.0,308090.0,354795.0,6864.0,0.0,0.0,,,,,,
2011-08-01,,,,,,,,,,,,,7762.0,89448.0,108344.0,2610.0,0.0,0.0,,,,,,
2011-09-01,,,,,,,,,,,,,3217.0,37224.0,63003.0,1312.0,0.0,0.0,,,,,,
2011-10-01,,,,,,,,,,,,,1533.0,18041.0,25188.0,574.24,0.0,0.0,,,,,,
2011-11-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-12-01,,,,,,,,,,,,,1116.0,12600.0,14844.0,373.0,0.0,0.0,,,,,,
2012-01-01,,,,,,,,,,,,,4395.0,50703.0,59163.0,1581.0,0.0,0.0,,,,,,
2012-02-01,,,,,,,,,,,,,1216.0,25603.0,33516.0,450.0,0.0,0.0,,,,,,
2012-03-01,,,,,,,,,,,,,2438.0,27517.0,33356.0,822.0,0.0,0.0,,,,,,
2012-04-01,,,,,,,,,,,,,1154.0,12921.0,15779.0,418.0,0.0,0.0,,,,,,
2012-05-01,,,,,,,,,,,,,1370.0,17506.0,25421.0,760.0,0.0,0.0,,,,,,
2012-06-01,,,,,,,,,,,,,8123.0,94025.0,116019.0,3317.0,0.0,0.0,,,,,,
2012-07-01,,,,,,,,,,,,,28344.0,306528.0,362044.0,8951.0,0.0,0.0,,,,,,
2012-08-01,,,,,,,,,,,,,14781.0,172024.0,208024.0,6149.0,0.0,0.0,,,,,,
2012-09-01,,,,,,,,,,,,,5292.0,59867.0,77167.0,1992.0,0.0,0.0,,,,,,
2012-10-01,,,,,,,,,,,,,363.0,3929.0,10265.0,115.0,0.0,0.0,,,,,,
2012-11-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-12-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-01-01,,,,,,,,,,,,,492.0,21587.0,21587.0,161.0,0.0,0.0,,,,,,
2013-02-01,,,,,,,,,,,,,1700.0,20683.0,20683.0,536.0,0.0,0.0,,,,,,
2013-03-01,,,,,,,,,,,,,705.0,17128.0,17128.0,222.0,0.0,0.0,,,,,,
2013-04-01,,,,,,,,,,,,,5823.0,75093.0,75093.0,1838.0,0.0,0.0,,,,,,
2013-05-01,,,,,,,,,,,,,401.0,6022.0,6022.0,132.0,0.0,0.0,,,,,,
2013-06-01,,,,,,,,,,,,,7242.0,103715.0,103715.0,2703.0,0.0,0.0,,,,,,
2013-07-01,,,,,,,,,,,,,20403.0,273340.0,273340.0,7235.0,0.0,0.0,,,,,,
2013-08-01,,,,,,,,,,,,,6838.0,99687.0,99687.0,2886.0,0.0,0.0,,,,,,
2013-09-01,,,,,,,,,,,,,21859.0,298320.0,298320.0,9167.0,0.0,0.0,,,,,,
2013-10-01,,,,,,,,,,,,,437.0,14692.0,14692.0,262.0,0.0,0.0,,,,,,
2013-11-01,,,,,,,,,,,,,123.0,4972.0,4972.0,300.0,0.0,0.0,,,,,,
2013-12-01,,,,,,,,,,,,,1694.0,26541.0,26541.0,525.0,0.0,0.0,,,,,,
2014-01-01,,,,,,,,,,,,,1634.0,27554.0,27554.0,580.0,0.0,0.0,,,,,,
2014-02-01,,,,,,,,,,,,,4244.0,68488.0,68488.0,1906.0,0.0,0.0,,,,,,
2014-03-01,,,,,,,,,,,,,3471.0,53030.0,53030.0,1457.0,0.0,0.0,,,,,,
2014-04-01,,,,,,,,,,,,,1124.0,19226.0,19226.0,428.0,0.0,0.0,,,,,,
2014-05-01,,,,,,,,,,,,,2790.0,38332.0,38332.0,1169.0,0.0,0.0,,,,,,
2014-06-01,,,,,,,,,,,,,6608.0,102417.0,102417.0,2448.0,0.0,0.0,,,,,,
2014-07-01,,,,,,,,,,,,,32143.0,438406.0,438406.0,10315.0,0.0,0.0,,,,,,
2014-08-01,,,,,,,,,,,,,15630.0,209395.0,209395.0,5387.0,0.0,0.0,,,,,,
2014-09-01,,,,,,,,,,,,,34938.0,463423.0,463423.0,12130.0,0.0,0.0,,,,,,
2014-10-01,,,,,,,,,,,,,58833.0,759492.0,759492.0,22446.0,0.0,0.0,,,,,,
2014-11-01,,,,,,,,,,,,,80732.0,1042422.0,1042422.0,24945.0,0.0,0.0,,,,,,
2014-12-01,,,,,,,,,,,,,16894.0,205866.0,205866.0,4973.0,0.0,0.0,,,,,,
2015-01-01,,,,,,,,,,,,,1933.0,25237.0,25237.0,689.0,0.0,0.0,,,,,,
2015-02-01,,,,,,,,,,,,,1144.0,25165.0,25165.0,714.0,0.0,0.0,,,,,,
2015-03-01,,,,,,,,,,,,,41516.0,492521.0,492521.0,14546.0,0.0,0.0,,,,,,
2015-04-01,,,,,,,,,,,,,39650.0,372747.0,372747.0,10174.0,0.0,0.0,,,,,,
2015-05-01,,,,,,,,,,,,,47809.0,583209.0,583209.0,17713.0,0.0,0.0,,,,,,
2015-06-01,,,,,,,,,,,,,28815.0,366525.0,366525.0,9259.0,0.0,0.0,,,,,,
2015-07-01,,,,,,,,,,,,,62890.0,739832.0,739832.0,17114.0,0.0,0.0,,,,,,
2015-08-01,,,,,,,,,,,,,42619.0,541139.0,541139.0,14117.0,0.0,0.0,,,,,,
2015-09-01,,,,,,,,,,,,,57991.0,735922.0,735922.0,18621.0,0.0,0.0,,,,,,
2015-10-01,,,,,,,,,,,,,44321.0,551002.0,551002.0,16721.0,0.0,0.0,,,,,,
2015-11-01,,,,,,,,,,,,,45567.0,555964.0,555964.0,17334.0,0.0,0.0,,,,,,
2015-12-01,,,,,,,,,,,,,2609.0,38695.0,38695.0,906.0,0.0,0.0,,,,,,
2016-01-01,,,,,,,,,,,,,1362.0,17649.0,17649.0,476.0,0.0,0.0,,,,,,
2016-02-01,,,,,,,,,,,,,8245.0,119453.0,119453.0,3133.0,0.0,0.0,,,,,,
2016-03-01,,,,,,,,,,,,,18440.0,219263.0,219263.0,7073.0,0.0,0.0,,,,,,
2016-04-01,,,,,,,,,,,,,23423.0,286516.0,286516.0,7860.0,0.0,0.0,,,,,,
2016-05-01,,,,,,,,,,,,,74136.0,911759.0,911759.0,25228.0,0.0,0.0,,,,,,
2016-06-01,,,,,,,,,,,,,86285.0,1068785.0,1068785.0,35419.0,0.0,0.0,,,,,,
2016-07-01,,,,,,,,,,,,,108891.0,1327236.0,1327236.0,45989.0,0.0,0.0,,,,,,
2016-08-01,,,,,,,,,,,,,115883.0,1510346.0,1510346.0,51888.0,0.0,0.0,,,,,,
2016-09-01,,,,,,,,,,,,,82474.0,1061660.0,1061660.0,36539.0,0.0,0.0,,,,,,
2016-10-01,,,,,,,,,,,,,8192.0,110784.0,110784.0,2044.0,0.0,0.0,,,,,,
2016-11-01,,,,,,,,,,,,,4547.0,61046.0,61046.0,528.0,0.0,0.0,,,,,,
2016-12-01,,,,,,,,,,,,,811.0,21221.0,21221.0,608.0,0.0,0.0,,,,,,
2017-01-01,,,,,,,,,,,,,2265.0,34692.0,34692.0,787.0,0.0,0.0,,,,,,
2017-02-01,,,,,,,,,,,,,1890.0,43756.0,43756.0,768.0,0.0,0.0,,,,,,
2017-03-01,,,,,,,,,,,,,9038.0,117526.0,117526.0,4764.0,0.0,0.0,,,,,,
2017-04-01,,,,,,,,,,,,,31086.0,390684.0,390684.0,13284.0,0.0,0.0,,,,,,
2017-05-01,,,,,,,,,,,,,15464.0,186398.0,186398.0,5837.0,0.0,0.0,,,,,,
2017-06-01,,,,,,,,,,,,,36615.0,534071.0,534071.0,23365.0,0.0,0.0,,,,,,
2017-07-01,,,,,,,,,,,,,109240.0,1369116.0,1369116.0,48430.0,0.0,0.0,,,,,,
2017-08-01,,,,,,,,,,,,,108811.0,1330073.0,1330073.0,48723.0,0.0,0.0,,,,,,
2017-09-01,,,,,,,,,,,,,70667.0,876629.0,876629.0,29047.0,0.0,0.0,,,,,,
2017-10-01,,,,,,,,,,,,,20440.0,260783.0,260783.0,7655.0,0.0,0.0,,,,,,
2017-11-01,,,,,,,,,,,,,18506.0,231601.0,231601.0,6828.0,0.0,0.0,,,,,,
2017-12-01,,,,,,,,,,,,,2929.0,37008.0,37008.0,1220.0,0.0,0.0,,,,,,
2018-01-01,,,,,,,,,,,,,1682.0,20307.0,20307.0,511.0,0.0,0.0,,,,,,
2018-02-01,,,,,,,,,,,,,1530.0,24502.0,24502.0,523.0,0.0,0.0,,,,,,
2018-03-01,,,,,,,,,,,,,1130.0,13538.0,13538.0,358.0,0.0,0.0,,,,,,
2018-04-01,,,,,,,,,,,,,32652.0,395843.0,395843.0,10603.0,0.0,0.0,,,,,,
2018-05-01,,,,,,,,,,,,,34154.0,421002.0,421002.0,13673.0,0.0,0.0,,,,,,
2018-06-01,,,,,,,,,,,,,27880.0,346799.0,346799.0,11229.0,0.0,0.0,,,,,,
2018-07-01,,,,,,,,,,,,,85294.0,1040391.0,1040391.0,36258.0,0.0,0.0,,,,,,
2018-08-01,,,,,,,,,,,,,91808.0,1056240.0,1056240.0,38731.0,0.0,0.0,,,,,,
2018-09-01,,,,,,,,,,,,,67089.0,771787.0,771787.0,27191.0,0.0,0.0,,,,,,
2018-10-01,,,,,,,,,,,,,34992.0,427664.0,427664.0,14649.0,0.0,0.0,,,,,,
2018-11-01,,,,,,,,,,,,,976.0,10054.0,10054.0,129.0,0.0,0.0,,,,,,
2018-12-01,,,,,,,,,,,,,1892.0,19623.0,19623.0,536.0,0.0,0.0,,,,,,
2019-01-01,1121.955,20045.0,20045.0,376.127,0.0,0.0,,,,,,,799.045,14276.0,14276.0,267.873,0.0,0.0,,,,,,
2019-02-01,38.858,705.0,705.0,12.259,0.0,0.0,,,,,,,1175.142,21307.0,21307.0,370.741,0.0,0.0,,,,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,419.0,27867.0,27867.0,138.0,0.0,0.0,,,,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24089.0,274035.0,274035.0,9246.0,0.0,0.0,,,,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21007.0,261850.0,261850.0,8349.0,0.0,0.0,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,59767.0,749529.0,749529.0,25117.0,0.0,0.0,,,,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100881.0,1224824.0,1224824.0,43268.0,0.0,0.0,,,,,,
2019-08-01,9.089,110.0,110.0,3.857,0.0,0.0,,,,,,,100871.91,1223041.0,1223041.0,42804.143,0.0,0.0,,,,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,51454.0,647785.0,647785.0,20691.0,0.0,0.0,,,,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,92924.0,1119437.0,1119437.0,38432.0,0.0,0.0,,,,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7746.0,106388.0,106388.0,2513.0,0.0,0.0,,,,,,
2019-12-01,35.272,1294.0,1294.0,10.306,0.0,0.0,,,,,,,361.728,13266.0,13266.0,105.694,0.0,0.0,,,,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9195.0,119915.0,119915.0,3484.0,0.0,0.0,,,,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,945.0,17651.0,17651.0,304.0,0.0,0.0,,,,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6429.0,83662.0,83662.0,2569.0,0.0,0.0,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,600.0,12001.0,12001.0,181.0,0.0,0.0,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20923.0,260468.0,260468.0,8424.0,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44659.0,564447.0,564447.0,17939.0,0.0,0.0,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,89661.0,1109123.0,1109123.0,37392.0,0.0,0.0,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,75828.0,943846.0,943846.0,31342.0,0.0,0.0,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,28999.0,347866.0,347866.0,10406.0,0.0,0.0,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,53519.0,631964.0,631964.0,18241.0,0.0,0.0,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44530.0,518578.0,518578.0,15232.0,0.0,0.0,,,,,,
2020-12-01,56.844,865.0,865.0,14.14,0.0,0.0,,,,,,,2138.156,32550.0,32550.0,531.86,0.0,0.0,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1024.0,11896.0,11896.0,311.0,0.0,0.0,,,,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1278.0,14869.0,14869.0,426.0,0.0,0.0,,,,,,
