measured_on,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2007-10-01,4614.9710000000005,83740.0,83740.0,,,
2007-11-01,4154.741,75389.0,75389.0,,,
2007-12-01,4002.6,72628.0,72628.0,,,
2008-01-01,1470.395,26883.0,26883.0,,,
2008-02-01,3545.297,64816.0,64816.0,,,
2008-03-01,2457.472,44928.0,44928.0,,,
2008-04-01,2836.085,51850.0,51850.0,,,
2008-05-01,2029.3990000000001,37102.0,37102.0,,,
2008-06-01,2838.237,51889.0,51889.0,,,
2008-07-01,4120.567,75333.0,75333.0,,,
2008-08-01,2870.0550000000003,52471.0,52471.0,,,
2008-09-01,2385.7980000000002,43618.0,43618.0,,,
2008-10-01,4181.145,76440.0,76440.0,,,
2008-11-01,2615.7740000000003,47822.0,47822.0,,,
2008-12-01,3271.7760000000003,59815.0,59815.0,,,
2009-01-01,2458.969,42200.0,42200.0,0.0,0.0,0.0
2009-02-01,2226.6690000000003,38214.0,38214.0,0.0,0.0,0.0
2009-03-01,2293.1910000000003,39356.0,39356.0,0.0,0.0,0.0
2009-04-01,2719.9570000000003,46680.0,46680.0,0.0,0.0,0.0
2009-05-01,1661.701,28518.0,28518.0,0.0,0.0,0.0
2009-06-01,1937.678,33254.0,33254.0,0.0,0.0,0.0
2009-07-01,2225.322,38190.0,38190.0,0.0,0.0,0.0
2009-08-01,2364.21,40575.0,40575.0,4005.427,45249.0,45249.0
2009-09-01,1994.077,34222.0,34222.0,3378.35,38165.0,38165.0
2009-10-01,2135.032,36641.0,36641.0,3617.154,40862.0,40862.0
2009-11-01,2494.07,42803.0,42803.0,4225.433,47734.0,47734.0
2009-12-01,2716.1240000000003,46614.0,46614.0,4601.636,51983.0,51983.0
2010-01-01,2574.2560000000003,44909.0,44909.0,3939.462,45937.0,45937.0
2010-02-01,1889.044,32956.0,32956.0,2890.8610000000003,33710.0,33710.0
2010-03-01,3178.685,55455.0,55455.0,4864.438,56724.0,56724.0
2010-04-01,2810.3450000000003,49028.0,49028.0,4300.756,50150.0,50150.0
2010-05-01,1971.623,34396.0,34396.0,3017.235,35183.0,35183.0
2010-06-01,2022.029,35276.0,35276.0,3094.373,36083.0,36083.0
2010-07-01,2330.4770000000003,40657.0,40657.0,3566.4,41587.0,41587.0
2010-08-01,2157.025,37631.0,37631.0,3300.9610000000002,38492.0,38492.0
2010-09-01,2044.3380000000002,35665.0,35665.0,3128.5130000000004,36481.0,36481.0
2010-10-01,2954.962,51552.0,51552.0,4522.068,52731.0,52731.0
2010-11-01,2941.802,51322.0,51322.0,4501.93,52497.0,52497.0
2010-12-01,3540.414,61765.0,61765.0,5418.003000000001,63179.0,63179.0
2011-01-01,2328.999,42536.0,42536.0,4219.168,48154.0,48154.0
2011-02-01,2563.745,46823.0,46823.0,4644.431,53009.0,53009.0
2011-03-01,2454.259,44823.0,44823.0,4446.087,50745.0,50745.0
2011-04-01,1105.514,20190.0,20190.0,2002.728,22858.0,22858.0
2011-05-01,1802.07,32912.0,32912.0,3264.595,37260.0,37260.0
2011-06-01,1722.145,31452.0,31452.0,3119.804,35608.0,35608.0
2011-07-01,1566.191,28604.0,28604.0,2837.282,32383.0,32383.0
2011-08-01,1802.947,32928.0,32928.0,3266.183,37278.0,37278.0
2011-09-01,1725.143,31507.0,31507.0,3125.235,35670.0,35670.0
2011-10-01,2104.02,38427.0,38427.0,3811.602,43503.0,43503.0
2011-11-01,2684.419,49027.0,49027.0,4863.042,55504.0,55504.0
2011-12-01,2474.548,45194.0,45194.0,4482.843,51164.0,51164.0
2012-01-01,3497.222,62676.0,62676.0,4489.013,51252.0,51252.0
2012-02-01,2294.585,41123.0,41123.0,2945.316,33628.0,33628.0
2012-03-01,3873.01,69411.0,69411.0,4971.373,56760.0,56760.0
2012-04-01,2393.662,42898.0,42898.0,3072.49,35079.0,35079.0
2012-05-01,2149.443,38522.0,38522.0,2759.012,31500.0,31500.0
2012-06-01,1007.753,18061.0,18061.0,1293.546,14769.0,14769.0
2012-07-01,2099.619,37629.0,37629.0,2695.058,30770.0,30770.0
2012-08-01,2417.569,43327.0,43327.0,3103.178,35430.0,35430.0
2012-09-01,2330.946,41775.0,41775.0,2991.989,34160.0,34160.0
2012-10-01,2998.593,53740.0,53740.0,3848.976,43945.0,43945.0
2012-11-01,3457.637,61967.0,61967.0,4438.202,50672.0,50672.0
2012-12-01,3821.961,68496.0,68496.0,4905.847,56011.0,56011.0
2013-01-01,4075.339,74495.0,74495.0,4560.192,51170.0,51170.0
2013-02-01,4063.512,74278.0,74278.0,4546.959,51021.0,51021.0
2013-03-01,4594.217,83979.0,83979.0,5140.803,57685.0,57685.0
2013-04-01,2762.091,50489.0,50489.0,3090.704,34680.0,34680.0
2013-05-01,2428.216,44386.0,44386.0,2717.108,30489.0,30489.0
2013-06-01,1962.934,35881.0,35881.0,2196.47,24646.0,24646.0
2013-07-01,2548.737,46589.0,46589.0,2851.967,32001.0,32001.0
2013-08-01,2687.877,49132.0,49132.0,3007.661,33749.0,33749.0
2013-09-01,2502.343,45741.0,45741.0,2800.054,31419.0,31419.0
2013-10-01,1484.654,27138.0,27138.0,1661.287,18641.0,18641.0
2013-11-01,3311.716,60536.0,60536.0,3705.72,41581.0,41581.0
2013-12-01,3166.364,57879.0,57879.0,3543.075,39756.0,39756.0
2014-01-01,3334.91,55447.0,55447.0,3842.304,42765.0,42765.0
2014-02-01,4431.053,73673.0,73673.0,5105.221,56821.0,56821.0
2014-03-01,4532.99,75367.0,75367.0,5222.667,58128.0,58128.0
2014-04-01,4502.037,74853.0,74853.0,5187.006,57731.0,57731.0
2014-05-01,3466.104,57629.0,57629.0,3993.459,44447.0,44447.0
2014-06-01,1934.723,32167.0,32167.0,2229.084,24810.0,24810.0
2014-07-01,3091.286,51397.0,51397.0,3561.614,39640.0,39640.0
2014-08-01,2013.17,33472.0,33472.0,2319.466,25815.0,25815.0
2014-09-01,1833.204,30480.0,30480.0,2112.119,23508.0,23508.0
2014-10-01,1901.274,31611.0,31611.0,2190.546,24381.0,24381.0
2014-11-01,3264.31,54274.0,54274.0,3760.963,41859.0,41859.0
2014-12-01,3480.939,57876.0,57876.0,4010.551,44637.0,44637.0
2015-01-01,3193.353,54524.0,54524.0,3627.199,39036.0,39036.0
2015-02-01,3748.666,64006.0,64006.0,4257.954,45823.0,45823.0
2015-03-01,2947.886,50333.0,50333.0,3348.382,36035.0,36035.0
2015-04-01,3315.556,56611.0,56611.0,3766.003,40529.0,40529.0
2015-05-01,3759.953,64198.0,64198.0,4270.775,45962.0,45962.0
2015-06-01,4100.487,70013.0,70013.0,4657.573,50124.0,50124.0
2015-07-01,4084.048,69732.0,69732.0,4638.901,49923.0,49923.0
2015-08-01,2615.977,44666.0,44666.0,2971.38,31978.0,31978.0
2015-09-01,2750.529,46963.0,46963.0,3124.212,33623.0,33623.0
2015-10-01,2228.315,38047.0,38047.0,2531.051,27239.0,27239.0
2015-11-01,3590.12,61298.0,61298.0,4077.868,43885.0,43885.0
2015-12-01,4347.11,74223.0,74223.0,4937.702,53139.0,53139.0
2016-01-01,2522.824,41752.0,41752.0,2865.847,29997.0,29997.0
2016-02-01,2974.37,49225.0,49225.0,3378.791,35365.0,35365.0
2016-03-01,4793.462,79331.0,79331.0,5445.222,56994.0,56994.0
2016-04-01,3358.338,55580.0,55580.0,3814.967,39931.0,39931.0
2016-05-01,3449.876,57095.0,57095.0,3918.951,41019.0,41019.0
2016-06-01,2296.533,38007.0,38007.0,2608.79,27306.0,27306.0
2016-07-01,3461.183,57282.0,57282.0,3931.795,41154.0,41154.0
2016-08-01,3456.466,57204.0,57204.0,3926.437,41098.0,41098.0
2016-09-01,3245.379,53711.0,53711.0,3686.649,38588.0,38588.0
2016-10-01,3800.816,62903.0,62903.0,4317.608,45192.0,45192.0
2016-11-01,4594.967,76046.0,76046.0,5219.738,54634.0,54634.0
2016-12-01,4849.786,80263.0,80263.0,5509.205,57664.0,57664.0
2017-01-01,3712.0,64340.0,64340.0,4176.0,46240.0,46240.0
2017-02-01,3200.0,55479.0,55479.0,3768.0,40662.0,40662.0
2017-03-01,3597.0,60635.0,60635.0,3873.0,43759.0,43759.0
2017-04-01,3443.0,58550.0,58550.0,3892.0,43333.0,43333.0
2017-05-01,3437.0,59458.0,59458.0,4008.0,45503.0,45503.0
2017-06-01,2933.0,52149.0,52149.0,3755.0,43272.0,43272.0
2017-07-01,3009.0,53111.0,53111.0,3701.0,43284.0,43284.0
2017-08-01,2723.0,51441.0,51441.0,2593.0,32541.0,32541.0
2017-09-01,3391.0,59198.0,59198.0,3236.0,38512.0,38512.0
2017-10-01,1268.0,21660.0,21660.0,1724.0,21850.0,21850.0
2017-11-01,3570.0,62573.0,62573.0,3755.0,41566.0,41566.0
2017-12-01,3938.0,67752.0,67752.0,3801.0,41728.0,41728.0
2018-01-01,3638.0,64710.0,64710.0,3538.0,36564.0,36564.0
2018-02-01,3525.0,60742.0,60742.0,3831.0,41269.0,41269.0
2018-03-01,3290.0,56388.0,56388.0,4183.0,47044.0,47044.0
2018-04-01,3628.0,61192.0,61192.0,4108.0,43799.0,43799.0
2018-05-01,3411.0,60024.0,60024.0,4132.0,43608.0,43608.0
2018-06-01,3066.0,56527.0,56527.0,3596.0,40320.0,40320.0
2018-07-01,3396.0,61811.0,61811.0,3793.0,43910.0,43910.0
2018-08-01,3391.0,61286.0,61286.0,3894.0,44220.0,44220.0
2018-09-01,3347.0,59660.0,59660.0,3669.0,41069.0,41069.0
2018-10-01,3404.0,57660.0,57660.0,4208.0,44740.0,44740.0
2018-11-01,3280.0,55224.0,55224.0,3515.0,37477.0,37477.0
2018-12-01,3845.0,65203.0,65203.0,4192.0,45079.0,45079.0
2019-01-01,3799.0,64068.0,64068.0,4264.0,45717.0,45717.0
2019-02-01,3470.0,58794.0,58794.0,3784.0,41236.0,41236.0
2019-03-01,3457.0,62036.0,62036.0,4041.0,44319.0,44319.0
2019-04-01,3336.0,55232.0,55232.0,3705.0,41357.0,41357.0
2019-05-01,3457.0,57532.0,57532.0,3912.0,43711.0,43711.0
2019-06-01,3043.0,54884.0,54884.0,3648.0,41073.0,41073.0
2019-07-01,3259.0,59259.0,59259.0,4071.0,45686.0,45686.0
2019-08-01,3308.0,60883.0,60883.0,3866.0,38146.0,38146.0
2019-09-01,3204.0,58497.0,58497.0,3434.0,39482.0,39482.0
2019-10-01,2905.0,51182.0,51182.0,3825.0,42535.0,42535.0
2019-11-01,2307.0,39928.0,39928.0,3845.0,42158.0,42158.0
2019-12-01,3619.0,63030.0,63030.0,3695.0,41013.0,41013.0
2020-01-01,3609.0,64405.0,64405.0,4189.0,45314.0,45314.0
2020-02-01,3483.0,60018.0,60018.0,3559.0,38343.0,38343.0
2020-03-01,3359.0,59703.0,59703.0,3849.0,41819.0,41819.0
2020-04-01,3392.0,59367.0,59367.0,3797.0,44003.0,44003.0
2020-05-01,3440.0,61224.0,61224.0,4240.0,46650.0,46650.0
2020-06-01,3270.0,58408.0,58408.0,3898.0,43715.0,43715.0
2020-07-01,3341.0,60364.0,60364.0,3845.0,43100.0,43100.0
2020-08-01,3378.0,60593.0,60593.0,3635.0,40677.0,40677.0
2020-09-01,3360.0,59241.0,59241.0,3492.0,38561.0,38561.0
2020-10-01,2920.0,53901.0,53901.0,3149.0,35383.0,35383.0
2020-11-01,3468.0,62640.0,62640.0,3431.0,36284.0,36284.0
2020-12-01,3708.0,64984.0,64984.0,3851.0,42114.0,42114.0
2021-01-01,3173.0,55127.0,55127.0,3935.0,43755.0,43755.0
2021-02-01,2472.0,46818.0,46818.0,2556.0,29392.0,29392.0
2021-03-01,3416.0,61057.0,61057.0,3357.0,39300.0,39300.0
2021-04-01,3439.0,60626.0,60626.0,3273.0,37731.0,37731.0
2021-05-01,3377.0,61310.0,61310.0,3751.0,42618.0,42618.0
2021-06-01,3200.0,58697.0,58697.0,3748.0,43393.0,43393.0
2021-07-01,3359.0,61016.0,61016.0,3693.0,42667.0,42667.0
2021-08-01,3288.0,61083.0,61083.0,3588.0,41606.0,41606.0
2021-09-01,2471.0,44797.0,44797.0,2787.0,30571.0,30571.0
2021-10-01,3014.0,53084.0,53084.0,3122.0,29397.0,29397.0
2021-11-01,3562.0,60622.0,60622.0,3556.0,39570.0,39570.0
2021-12-01,3672.0,62915.0,62915.0,3585.0,39983.0,39983.0
2022-01-01,3670.0,63729.0,63729.0,3359.0,36229.0,36229.0
2022-02-01,3319.0,57588.0,57588.0,3347.0,37605.0,37605.0
2022-03-01,3531.0,60795.0,60795.0,3437.0,32891.0,32891.0
2022-04-01,3399.0,59021.0,59021.0,3672.0,40983.0,40983.0
2022-05-01,3226.0,57352.0,57352.0,3318.0,38156.0,38156.0
2022-06-01,3235.0,52800.0,52800.0,2962.0,35125.0,35125.0
2022-07-01,3243.0,57892.0,57892.0,2879.0,34831.0,34831.0
2022-08-01,3234.0,58710.0,58710.0,2859.0,34630.0,34630.0
2022-09-01,3263.0,59117.0,59117.0,2548.0,31120.0,31120.0
2022-10-01,3481.0,60955.0,60955.0,2474.0,29500.0,29500.0
2022-11-01,1488.0,26026.0,26026.0,1507.0,17878.0,17878.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
