measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,361.0,3736.0,3736.0,0.0,0.0,0.0,,,
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,460.012,4761.0,4761.0,0.0,0.0,0.0,,,
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,578.335,5985.0,5985.0,0.0,0.0,0.0,,,
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,585.628,6061.0,6061.0,0.0,0.0,0.0,,,
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,398.463,4124.0,4124.0,0.0,0.0,0.0,,,
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,360.773,3734.0,3734.0,0.0,0.0,0.0,,,
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,267.93,2773.0,2773.0,0.0,0.0,0.0,,,
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,279.31,2891.0,2891.0,0.0,0.0,0.0,,,
2007-01-01,0.0,0.0,0.0,,,,1.995,13.0,13.0,0.0,0.0,0.0,,,
2007-02-01,0.0,0.0,0.0,,,,5.899,38.0,38.0,0.0,0.0,0.0,,,
2007-03-01,0.0,0.0,0.0,,,,3.5580000000000003,23.0,23.0,0.0,0.0,0.0,,,
2007-04-01,0.0,0.0,0.0,,,,1.6640000000000001,11.0,11.0,0.0,0.0,0.0,,,
2007-05-01,0.0,0.0,0.0,,,,15.293000000000001,98.0,98.0,0.0,0.0,0.0,,,
2007-06-01,0.0,0.0,0.0,,,,26.324,169.0,169.0,0.0,0.0,0.0,,,
2007-07-01,0.0,0.0,0.0,,,,49.032000000000004,315.0,315.0,0.0,0.0,0.0,,,
2007-08-01,0.0,0.0,0.0,,,,88.694,569.0,569.0,0.0,0.0,0.0,,,
2007-09-01,0.0,0.0,0.0,,,,23.407,150.0,150.0,0.0,0.0,0.0,,,
2007-10-01,0.0,0.0,0.0,,,,14.144,91.0,91.0,0.0,0.0,0.0,,,
2007-11-01,0.0,0.0,0.0,,,,1.9020000000000001,12.0,12.0,0.0,0.0,0.0,,,
2007-12-01,0.0,0.0,0.0,,,,15.087000000000002,97.0,97.0,0.0,0.0,0.0,,,
2008-01-01,0.0,0.0,0.0,,,,20.011,270.0,270.0,0.0,0.0,0.0,,,
2008-02-01,0.0,0.0,0.0,,,,7.519,101.0,101.0,0.0,0.0,0.0,,,
2008-03-01,0.0,0.0,0.0,,,,10.870000000000001,146.0,146.0,0.0,0.0,0.0,,,
2008-04-01,0.0,0.0,0.0,,,,20.143,272.0,272.0,0.0,0.0,0.0,,,
2008-05-01,0.0,0.0,0.0,,,,20.434,275.0,275.0,0.0,0.0,0.0,,,
2008-06-01,0.0,0.0,0.0,,,,32.667,440.0,440.0,0.0,0.0,0.0,,,
2008-07-01,0.0,0.0,0.0,,,,62.922000000000004,847.0,847.0,0.0,0.0,0.0,,,
2008-08-01,0.0,0.0,0.0,,,,53.037,714.0,714.0,0.0,0.0,0.0,,,
2008-09-01,0.0,0.0,0.0,,,,21.403000000000002,288.0,288.0,0.0,0.0,0.0,,,
2008-10-01,0.0,0.0,0.0,,,,21.128,285.0,285.0,0.0,0.0,0.0,,,
2008-11-01,0.0,0.0,0.0,,,,26.341,355.0,355.0,0.0,0.0,0.0,,,
2008-12-01,0.0,0.0,0.0,,,,29.865000000000002,403.0,403.0,0.0,0.0,0.0,,,
2009-01-01,0.0,0.0,0.0,,,,55.601000000000006,1372.0,1372.0,0.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,,,,37.129000000000005,916.0,916.0,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,,,,64.23,1585.0,1585.0,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,,,,50.75,1253.0,1253.0,0.0,0.0,0.0,,,
2009-05-01,0.0,0.0,0.0,,,,54.582,1348.0,1348.0,0.0,0.0,0.0,,,
2009-06-01,0.0,0.0,0.0,,,,136.566,3370.0,3370.0,0.0,0.0,0.0,,,
2009-07-01,0.0,0.0,0.0,,,,156.353,3859.0,3859.0,0.0,0.0,0.0,,,
2009-08-01,0.0,0.0,0.0,,,,168.405,4156.0,4156.0,0.0,0.0,0.0,,,
2009-09-01,0.0,0.0,0.0,,,,52.332,1291.0,1291.0,0.0,0.0,0.0,,,
2009-10-01,0.0,0.0,0.0,,,,54.14,1337.0,1337.0,0.0,0.0,0.0,,,
2009-11-01,0.0,0.0,0.0,,,,47.687000000000005,1177.0,1177.0,0.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,,,,58.225,1437.0,1437.0,0.0,0.0,0.0,,,
2010-01-01,0.0,0.0,0.0,,,,51.389,755.0,755.0,0.0,0.0,0.0,,,
2010-02-01,0.0,0.0,0.0,,,,20.641000000000002,304.0,304.0,0.0,0.0,0.0,,,
2010-03-01,0.0,0.0,0.0,,,,24.535,361.0,361.0,0.0,0.0,0.0,,,
2010-04-01,0.0,0.0,0.0,,,,26.722,392.0,392.0,0.0,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,,,,32.147,473.0,473.0,0.0,0.0,0.0,,,
2010-06-01,0.0,0.0,0.0,,,,80.12700000000001,1178.0,1178.0,0.0,0.0,0.0,,,
2010-07-01,0.0,0.0,0.0,,,,124.968,1837.0,1837.0,0.0,0.0,0.0,,,
2010-08-01,0.0,0.0,0.0,,,,139.366,2050.0,2050.0,0.0,0.0,0.0,,,
2010-09-01,0.0,0.0,0.0,,,,44.059000000000005,648.0,648.0,0.0,0.0,0.0,,,
2010-10-01,0.0,0.0,0.0,,,,29.627000000000002,436.0,436.0,0.0,0.0,0.0,,,
2010-11-01,0.0,0.0,0.0,,,,17.135,252.0,252.0,0.0,0.0,0.0,,,
2010-12-01,0.0,0.0,0.0,,,,27.284000000000002,401.0,401.0,0.0,0.0,0.0,,,
2011-01-01,0.0,0.0,0.0,,,,51.676,268.0,268.0,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,,,,67.397,349.0,349.0,0.0,0.0,0.0,,,
2011-03-01,0.0,0.0,0.0,,,,63.267,328.0,328.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,,,,69.846,362.0,362.0,0.0,0.0,0.0,,,
2011-05-01,0.0,0.0,0.0,,,,63.034,326.0,326.0,0.0,0.0,0.0,,,
2011-06-01,0.0,0.0,0.0,,,,263.767,1368.0,1368.0,0.0,0.0,0.0,,,
2011-07-01,0.0,0.0,0.0,,,,414.782,2150.0,2150.0,0.0,0.0,0.0,,,
2011-08-01,0.0,0.0,0.0,,,,296.451,1537.0,1537.0,0.0,0.0,0.0,,,
2011-09-01,0.0,0.0,0.0,,,,98.56,511.0,511.0,0.0,0.0,0.0,,,
2011-10-01,0.0,0.0,0.0,,,,52.204,271.0,271.0,0.0,0.0,0.0,,,
2011-11-01,0.0,0.0,0.0,,,,40.969,212.0,212.0,0.0,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,,,,46.047,239.0,239.0,0.0,0.0,0.0,,,
2012-01-01,27.794,133.0,133.0,,,,80.087,373.0,373.0,0.0,0.0,0.0,,,
2012-02-01,23.781,110.0,110.0,,,,68.25,317.0,317.0,0.0,0.0,0.0,,,
2012-03-01,11.721,52.0,52.0,,,,87.912,408.0,408.0,0.0,0.0,0.0,,,
2012-04-01,22.382,104.0,104.0,,,,111.036,516.0,516.0,0.0,0.0,0.0,,,
2012-05-01,27.869,128.0,128.0,,,,197.438,917.0,917.0,0.0,0.0,0.0,,,
2012-06-01,26.63,122.0,122.0,,,,181.633,844.0,844.0,0.0,0.0,0.0,,,
2012-07-01,7.103,35.0,35.0,,,,326.731,1518.0,1518.0,0.0,0.0,0.0,,,
2012-08-01,21.446,99.0,99.0,,,,202.889,943.0,943.0,0.0,0.0,0.0,,,
2012-09-01,9.903,46.0,46.0,,,,97.62,453.0,453.0,0.0,0.0,0.0,,,
2012-10-01,14.028,64.0,64.0,,,,44.721,208.0,208.0,0.0,0.0,0.0,,,
2012-11-01,45.639,215.0,215.0,,,,36.082,167.0,167.0,0.0,0.0,0.0,,,
2012-12-01,26.368,122.0,122.0,,,,26.937,125.0,125.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,25.487,252.0,252.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,55.762,554.0,554.0,0.0,0.0,0.0,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,70.252,698.0,698.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,51.387,510.0,510.0,0.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,82.589,820.0,820.0,0.0,0.0,0.0,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,114.421,1136.0,1136.0,0.0,0.0,0.0,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,111.439,1107.0,1107.0,0.0,0.0,0.0,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,100.665,1000.0,1000.0,0.0,0.0,0.0,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,95.38,947.0,947.0,0.0,0.0,0.0,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,53.824,535.0,535.0,0.0,0.0,0.0,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,36.749,365.0,365.0,0.0,0.0,0.0,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,43.865,436.0,436.0,0.0,0.0,0.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-01-01,-16.975,35.0,35.0,0.0,0.0,0.0,-57.219,122.0,122.0,0.0,0.0,0.0,,,
2017-02-01,-9.257,18.0,18.0,0.0,0.0,0.0,-37.739,82.0,82.0,0.0,0.0,0.0,,,
2017-03-01,-11.899,24.0,24.0,0.0,0.0,0.0,-75.588,164.0,164.0,0.0,0.0,0.0,,,
2017-04-01,-14.432,30.0,30.0,0.0,0.0,0.0,-82.498,178.0,178.0,0.0,0.0,0.0,,,
2017-05-01,-15.383,35.0,35.0,0.0,0.0,0.0,-60.223,131.0,131.0,0.0,0.0,0.0,,,
2017-06-01,-10.567,24.0,24.0,0.0,0.0,0.0,-99.668,215.0,215.0,0.0,0.0,0.0,,,
2017-07-01,-8.308,18.0,18.0,0.0,0.0,0.0,-155.653,337.0,337.0,0.0,0.0,0.0,,,
2017-08-01,-6.875,18.0,18.0,0.0,0.0,0.0,-93.522,203.0,203.0,0.0,0.0,0.0,,,
2017-09-01,-10.759,24.0,24.0,0.0,0.0,0.0,-72.324,157.0,157.0,0.0,0.0,0.0,,,
2017-10-01,-12.49,30.0,30.0,0.0,0.0,0.0,-102.253,221.0,221.0,0.0,0.0,0.0,,,
2017-11-01,-19.533,41.0,41.0,0.0,0.0,0.0,-88.982,193.0,193.0,0.0,0.0,0.0,,,
2017-12-01,-19.057,41.0,41.0,0.0,0.0,0.0,-85.796,185.0,185.0,0.0,0.0,0.0,,,
2018-01-01,-10.136,71.0,71.0,0.0,0.0,0.0,-43.07,298.0,298.0,0.0,0.0,0.0,,,
2018-02-01,-7.586,53.0,53.0,0.0,0.0,0.0,-44.33,308.0,308.0,0.0,0.0,0.0,,,
2018-03-01,-11.081,77.0,77.0,0.0,0.0,0.0,-53.747,373.0,373.0,0.0,0.0,0.0,,,
2018-04-01,-7.882,53.0,53.0,0.0,0.0,0.0,-49.922,347.0,347.0,0.0,0.0,0.0,,,
2018-05-01,-10.189,71.0,71.0,0.0,0.0,0.0,-76.449,530.0,530.0,0.0,0.0,0.0,,,
2018-06-01,-14.254,100.0,100.0,0.0,0.0,0.0,-75.195,521.0,521.0,0.0,0.0,0.0,,,
2018-07-01,-6.077,41.0,41.0,0.0,0.0,0.0,-93.248,646.0,646.0,0.0,0.0,0.0,,,
2018-08-01,-8.275,59.0,59.0,0.0,0.0,0.0,-69.412,482.0,482.0,0.0,0.0,0.0,,,
2018-09-01,-8.91,59.0,59.0,0.0,0.0,0.0,-62.663,435.0,435.0,0.0,0.0,0.0,,,
2018-10-01,-9.587,65.0,65.0,0.0,0.0,0.0,-45.986,319.0,319.0,0.0,0.0,0.0,,,
2018-11-01,-9.276,65.0,65.0,0.0,0.0,0.0,-42.033,292.0,292.0,0.0,0.0,0.0,,,
2018-12-01,-9.919,71.0,71.0,0.0,0.0,0.0,-38.773,269.0,269.0,0.0,0.0,0.0,,,
2019-01-01,-8.121,342.0,342.0,0.0,0.0,0.0,-10.128,429.0,429.0,0.0,0.0,0.0,,,
2019-02-01,-7.56,319.0,319.0,0.0,0.0,0.0,-8.996,381.0,381.0,0.0,0.0,0.0,,,
2019-03-01,-10.926,460.0,460.0,0.0,0.0,0.0,-7.743,328.0,328.0,0.0,0.0,0.0,,,
2019-04-01,-6.358,271.0,271.0,0.0,0.0,0.0,-6.61,279.0,279.0,0.0,0.0,0.0,,,
2019-05-01,-11.201,472.0,472.0,0.0,0.0,0.0,-17.937,758.0,758.0,0.0,0.0,0.0,,,
2019-06-01,-9.591,407.0,407.0,0.0,0.0,0.0,-17.459,738.0,738.0,0.0,0.0,0.0,,,
2019-07-01,-5.726,242.0,242.0,0.0,0.0,0.0,-19.241,814.0,814.0,0.0,0.0,0.0,,,
2019-08-01,-7.549,319.0,319.0,0.0,0.0,0.0,-20.896,883.0,883.0,0.0,0.0,0.0,,,
2019-09-01,-8.667,366.0,366.0,0.0,0.0,0.0,-15.542,657.0,657.0,0.0,0.0,0.0,,,
2019-10-01,-9.174,389.0,389.0,0.0,0.0,0.0,-16.822,711.0,711.0,0.0,0.0,0.0,,,
2019-11-01,-8.027,342.0,342.0,0.0,0.0,0.0,-9.25,391.0,391.0,0.0,0.0,0.0,,,
2019-12-01,-8.568,360.0,360.0,0.0,0.0,0.0,-10.908,461.0,461.0,0.0,0.0,0.0,,,
2020-01-01,-28.794,59.0,59.0,0.0,0.0,0.0,-60.292,115.0,115.0,0.0,0.0,0.0,,,
2020-02-01,-29.936,59.0,59.0,0.0,0.0,0.0,-50.864,97.0,97.0,0.0,0.0,0.0,,,
2020-03-01,-25.577,47.0,47.0,0.0,0.0,0.0,-43.708,84.0,84.0,0.0,0.0,0.0,,,
2020-04-01,-29.007,53.0,53.0,0.0,0.0,0.0,-37.582,72.0,72.0,0.0,0.0,0.0,,,
2020-05-01,-33.43,65.0,65.0,0.0,0.0,0.0,-34.728,67.0,67.0,0.0,0.0,0.0,,,
2020-06-01,-40.299,77.0,77.0,0.0,0.0,0.0,-53.61,103.0,103.0,0.0,0.0,0.0,,,
2020-07-01,-20.561,41.0,41.0,0.0,0.0,0.0,-78.185,150.0,150.0,0.0,0.0,0.0,,,
2020-08-01,-33.331,65.0,65.0,0.0,0.0,0.0,-54.778,105.0,105.0,0.0,0.0,0.0,,,
2020-09-01,-25.528,47.0,47.0,0.0,0.0,0.0,-37.003,71.0,71.0,0.0,0.0,0.0,,,
2020-10-01,-31.851,59.0,59.0,0.0,0.0,0.0,-41.123,79.0,79.0,0.0,0.0,0.0,,,
2020-11-01,-42.779,83.0,83.0,0.0,0.0,0.0,-31.865,61.0,61.0,0.0,0.0,0.0,,,
2020-12-01,-34.104,65.0,65.0,0.0,0.0,0.0,-49.065,95.0,95.0,0.0,0.0,0.0,,,
2021-01-01,23.933,584.0,584.0,0.0,0.0,0.0,35.501,871.0,871.0,0.0,0.0,0.0,,,
2021-02-01,39.61,974.0,974.0,0.0,0.0,0.0,33.486,821.0,821.0,0.0,0.0,0.0,,,
2021-03-01,30.629,749.0,749.0,0.0,0.0,0.0,49.555,1215.0,1215.0,0.0,0.0,0.0,,,
2021-04-01,23.898,584.0,584.0,0.0,0.0,0.0,54.772,1343.0,1343.0,0.0,0.0,0.0,,,
