measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2015-04-01,,,,,,,3.0,174.0,174.0,0.0,0.0,0.0,-1732.0,971.0,971.0,0.0,0.0,0.0
2015-05-01,,,,,,,155.0,2436.0,2436.0,0.0,0.0,0.0,-1414.0,41915.0,41915.0,0.0,0.0,0.0
2015-06-01,,,,,,,0.0,58.0,58.0,199.728,2239.0,2239.0,5135.272,57563.0,57563.0,0.0,0.0,0.0
2015-07-01,,,,,,,0.0,0.0,0.0,1198.16,18084.0,18084.0,39835.84,601261.0,601261.0,0.0,0.0,0.0
2015-08-01,,,,,,,163.0,2430.0,2430.0,5115.669,79901.0,79901.0,75279.331,1175776.0,1175776.0,0.0,0.0,0.0
2015-09-01,,,,,,,208.0,4491.0,4491.0,2014.141,31926.0,31926.0,34532.859,547371.0,547371.0,0.0,0.0,0.0
2015-10-01,,,,,,,10.0,147.0,147.0,0.0,0.0,0.0,-3311.0,22878.0,22878.0,0.0,0.0,0.0
2015-11-01,,,,,,,0.0,0.0,0.0,-9.423,1864.0,1864.0,-183.577,36321.0,36321.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,,,,160.0,2258.0,2258.0,-2615.0,425.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,,,,108.0,1512.0,1512.0,-2352.0,1963.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,,,,44.0,655.0,655.0,-2363.0,3106.0,3106.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,,,,0.0,393.0,393.0,-537.393,0.0,0.0,-1708.607,0.0,0.0,0.0,0.0,0.0
2016-04-01,,,,,,,11.0,174.0,174.0,-26.534,139.0,139.0,-2340.466,12257.0,12257.0,0.0,0.0,0.0
2016-05-01,,,,,,,9.0,180.0,180.0,300.253,12810.0,12810.0,2854.747,121793.0,121793.0,0.0,0.0,0.0
2016-06-01,,,,,,,61.0,954.0,954.0,-43.671,1053.0,1053.0,-1923.329,46394.0,46394.0,0.0,0.0,0.0
2016-07-01,,,,,,,90.0,1263.0,1263.0,7582.772,117290.0,117290.0,66194.228,1023894.0,1023894.0,0.0,0.0,0.0
2016-08-01,,,,,,,1.0,17.0,17.0,3556.395,56453.0,56453.0,55888.605,887161.0,887161.0,0.0,0.0,0.0
2016-09-01,,,,,,,0.0,0.0,0.0,346.616,7040.0,7040.0,23713.384,481637.0,481637.0,0.0,0.0,0.0
2016-10-01,,,,,,,0.0,0.0,0.0,-287.267,383.0,383.0,-2637.733,3515.0,3515.0,0.0,0.0,0.0
2016-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2260.0,3375.0,3375.0,0.0,0.0,0.0
2016-12-01,,,,,,,0.0,0.0,0.0,-2159.484,40564.0,40564.0,-340.516,6396.0,6396.0,0.0,0.0,0.0
2017-01-01,,,,,,,116.46,1717.0,1717.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-02-01,,,,,,,91.155,1350.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-03-01,,,,,,,118.845,1758.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-04-01,,,,,,,79.863,1181.0,1181.0,20.154,357.0,357.0,979.846,17350.0,17350.0,,,
2017-05-01,,,,,,,128.86,1909.0,1909.0,0.0,0.0,0.0,2345.0,44788.0,44788.0,,,
2017-06-01,,,,,,,137.173,2031.0,2031.0,0.0,0.0,0.0,2046.0,44101.0,44101.0,,,
2017-07-01,,,,,,,114.469,1694.0,1694.0,1652.225,27216.0,27216.0,14081.775,231960.0,231960.0,,,
2017-08-01,,,,,,,154.162,2281.0,2281.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-09-01,,,,,,,111.783,1653.0,1653.0,77.826,1100.0,1100.0,12665.174,178977.0,178977.0,,,
2017-10-01,,,,,,,81.128,1199.0,1199.0,47.262,825.0,825.0,10248.738,178869.0,178869.0,,,
2017-11-01,,,,,,,148.35,2194.0,2194.0,0.0,0.0,0.0,1889.0,16757.0,16757.0,,,
2017-12-01,,,,,,,145.752,2159.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-01-01,,,,,,,1030.37,12403.0,12403.0,17280.253,264110.0,264110.0,262.747,4016.0,4016.0,,,
2018-02-01,,,,,,,411.344,4953.0,4953.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-03-01,,,,,,,316.997,3819.0,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-04-01,,,,,,,356.738,4298.0,4298.0,327.593,5124.0,5124.0,2461.407,38502.0,38502.0,,,
2018-05-01,,,,,,,357.28,4304.0,4304.0,1.864,29.0,29.0,3019.136,46164.0,46164.0,,,
2018-06-01,,,,,,,585.914,7057.0,7057.0,592.545,12170.0,12170.0,3756.455,77149.0,77149.0,,,
2018-07-01,,,,,,,230.346,2776.0,2776.0,1359.713,27805.0,27805.0,10529.287,215312.0,215312.0,,,
2018-08-01,,,,,,,365.045,4395.0,4395.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-09-01,,,,,,,186.256,2246.0,2246.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-10-01,,,,,,,260.425,3135.0,3135.0,0.0,447.0,447.0,0.0,0.0,0.0,,,
2018-11-01,,,,,,,420.138,5062.0,5062.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-12-01,,,,,,,533.147,6424.0,6424.0,0.0,0.0,0.0,0.0,4430.0,4430.0,,,
2019-01-01,,,,,,,68.022,1017.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-02-01,,,,,,,62.282,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-03-01,,,,,,,38.329,575.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-04-01,,,,,,,20.573,308.0,308.0,4.837,116.0,116.0,603.163,14491.0,14491.0,,,
2019-05-01,,,,,,,59.379,889.0,889.0,0.0,0.0,0.0,939.0,38351.0,38351.0,,,
2019-06-01,,,,,,,123.123,1842.0,1842.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-07-01,,,,,,,41.755,627.0,627.0,1585.689,25942.0,25942.0,7948.311,130033.0,130033.0,,,
2019-08-01,,,,,,,103.338,1545.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-09-01,,,,,,,64.271,964.0,964.0,0.0,0.0,0.0,1205.0,25340.0,25340.0,,,
2019-10-01,,,,,,,133.412,1999.0,1999.0,184.0,9912.0,9912.0,0.0,0.0,0.0,,,
2019-11-01,,,,,,,117.466,1760.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-12-01,,,,,,,19.05,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-01,,,,,,,16.152,279.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-02-01,,,,,,,12.403,209.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-01,,,,,,,17.236,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-04-01,,,,,,,12.612,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-05-01,,,,,,,15.914,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-06-01,,,,,,,11.755,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-07-01,,,,,,,16.492,279.0,279.0,1209.433,21404.0,21404.0,10981.567,194347.0,194347.0,,,
2020-08-01,,,,,,,14.616,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-09-01,,,,,,,13.527,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-10-01,,,,,,,10.638,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-11-01,,,,,,,12.77,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-12-01,,,,,,,14.885,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-01-01,,,,,,,16.436,1607.0,1607.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-02-01,,,,,,,18.288,1792.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-03-01,,,,,,,12.689,1241.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-04-01,,,,,,,12.414,1218.0,1218.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-05-01,,,,,,,8.686,853.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-06-01,,,,,,,13.523,1322.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-07-01,,,,,,,16.552,1624.0,1624.0,1707.421,30309.0,30309.0,6578.579,116779.0,116779.0,,,
2021-08-01,,,,,,,11.41,1119.0,1119.0,0.0,0.0,0.0,5089.0,89150.0,89150.0,,,
2021-09-01,,,,,,,8.642,847.0,847.0,0.0,0.0,0.0,843.0,19075.0,19075.0,,,
2021-10-01,,,,,,,3.138,307.0,307.0,0.0,0.0,0.0,2078.0,18071.0,18071.0,,,
2021-11-01,,,,,,,10.038,986.0,986.0,0.0,0.0,0.0,17.0,5020.0,5020.0,,,
2021-12-01,,,,,,,28.184,2761.0,2761.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-01-01,,,,,,,217.332,4385.0,4385.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-02-01,,,,,,,288.24,5800.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-03-01,,,,,,,201.781,4060.0,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,,,,,,,256.409,5162.0,5162.0,0.0,0.0,0.0,76.0,7366.0,7366.0,,,
2022-05-01,,,,,,,92.604,1862.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-06-01,,,,,,,210.356,4234.0,4234.0,0.0,0.0,0.0,309.0,12956.0,12956.0,,,
2022-07-01,,,,,,,111.416,2245.0,2245.0,1401.467,21140.0,21140.0,10549.533,159134.0,159134.0,,,
2022-08-01,,,,,,,132.993,2680.0,2680.0,376.832,6446.0,6446.0,1853.168,31700.0,31700.0,,,
2022-09-01,,,,,,,104.086,2094.0,2094.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-10-01,,,,,,,378.885,7627.0,7627.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-11-01,,,,,,,181.046,3642.0,3642.0,0.736,69.0,69.0,165.264,15475.0,15475.0,,,
2022-12-01,,,,,,,209.852,4222.0,4222.0,3030.121,57831.0,57831.0,70.879,1353.0,1353.0,,,
2023-01-01,,,,,,,5.758,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-02-01,,,,,,,5.144,104.0,104.0,3694.964,71241.0,71241.0,228.036,4397.0,4397.0,,,
2023-03-01,,,,,,,2.905,58.0,58.0,0.795,64.0,64.0,111.205,8927.0,8927.0,,,
2023-04-01,,,,,,,4.227,87.0,87.0,0.0,0.0,0.0,39.0,7345.0,7345.0,,,
2023-05-01,,,,,,,8.322,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-06-01,,,,,,,10.013,203.0,203.0,69.44,4982.0,4982.0,212.56,15251.0,15251.0,,,
2023-07-01,,,,,,,15.305,313.0,313.0,1034.175,16600.0,16600.0,12732.825,204375.0,204375.0,,,
2023-08-01,,,,,,,5.518,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-09-01,,,,,,,3.392,70.0,70.0,0.0,0.0,0.0,7687.0,147583.0,147583.0,,,
2023-10-01,,,,,,,6.776,139.0,139.0,0.0,0.0,0.0,729.0,27099.0,27099.0,,,
2023-11-01,,,,,,,4.816,99.0,99.0,0.0,0.0,0.0,85.0,14340.0,14340.0,,,
2023-12-01,,,,,,,4.824,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-01-01,,,,,,,20.345,2918.0,2918.0,8939.448,133627.0,133627.0,574.552,8588.0,8588.0,,,
2024-02-01,,,,,,,17.544,2513.0,2513.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-03-01,,,,,,,14.098,2021.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-04-01,,,,,,,15.581,2235.0,2235.0,0.0,0.0,0.0,81.0,8192.0,8192.0,,,
2024-05-01,,,,,,,18.659,2675.0,2675.0,0.0,0.0,0.0,1284.0,31678.0,31678.0,,,
2024-06-01,,,,,,,20.25,2901.0,2901.0,0.0,0.0,0.0,10487.0,219177.0,219177.0,,,
2024-07-01,,,,,,,15.465,2218.0,2218.0,0.0,0.0,0.0,19251.0,284270.0,284270.0,,,
2024-08-01,,,,,,,13.879,1992.0,1992.0,2049.707,34285.0,34285.0,15363.293,256977.0,256977.0,,,
2024-09-01,,,,,,,20.019,2872.0,2872.0,0.0,0.0,0.0,2385.0,30002.0,30002.0,,,
2024-10-01,,,,,,,16.523,2368.0,2368.0,0.0,0.0,0.0,143.0,6705.0,6705.0,,,
2024-11-01,,,,,,,22.56,3237.0,3237.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-12-01,,,,,,,16.077,2304.0,2304.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
