measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2010-02-01,876885.611,8787299.0,8787299.0,40.389,405.0,405.0,,,
2010-03-01,931459.412,9132767.0,9132767.0,82.58800000000001,810.0,810.0,,,
2010-04-01,760407.514,7491374.0,7491374.0,5048.486,49737.0,49737.0,,,
2010-05-01,839145.673,7819416.0,7819416.0,3102.327,28908.0,28908.0,,,
2010-06-01,744798.054,7610984.0,7610984.0,7977.946000000001,81525.0,81525.0,,,
2010-07-01,610100.476,6396937.0,6396937.0,7840.524,82208.0,82208.0,,,
2010-08-01,732309.576,6889300.0,6889300.0,3769.424,35461.0,35461.0,,,
2010-09-01,623339.031,6677411.0,6677411.0,7891.969,84541.0,84541.0,,,
2010-10-01,893105.128,8828021.0,8828021.0,336.872,3330.0,3330.0,,,
2010-11-01,883631.355,8620903.0,8620903.0,49.645,484.0,484.0,,,
2010-12-01,857368.264,8353882.0,8353882.0,723.736,7052.0,7052.0,,,
2011-01-01,456141.44,5041554.0,5041554.0,21687.56,239704.0,239704.0,,,
2011-02-01,732633.83,7451178.0,7451178.0,9749.175,99153.0,99153.0,,,
2011-03-01,663778.48,6767350.0,6767350.0,1291.519,13167.0,13167.0,,,
2011-04-01,662877.31,6840091.0,6840091.0,7525.69,77656.0,77656.0,,,
2011-05-01,701915.21,6611437.0,6611437.0,3959.793,37298.0,37298.0,,,
2011-06-01,657055.51,7022141.0,7022141.0,5305.494,56701.0,56701.0,,,
2011-07-01,716844.69,7035876.0,7035876.0,5031.313,49383.0,49383.0,,,
2011-08-01,583857.14,6109381.0,6109381.0,5947.863,62237.0,62237.0,,,
2011-09-01,778402.4,8021953.0,8021953.0,166.598,1717.0,1717.0,,,
2011-10-01,67335.793,746557.0,746557.0,282.207,3129.0,3129.0,,,
2011-11-01,162739.7,2004149.0,2004149.0,9809.303,120802.0,120802.0,,,
2011-12-01,490639.45,5092543.0,5092543.0,7587.547,78754.0,78754.0,,,
2012-01-01,524594.31,5214728.0,5214728.0,8644.695,85933.0,85933.0,,,
2012-02-01,716587.31,7181189.0,7181189.0,93.695,939.0,939.0,,,
2012-03-01,33708.312,329852.0,329852.0,16.688,163.0,163.0,,,
2012-04-01,-4525.235,0.0,0.0,-53.765,0.0,0.0,,,
2012-05-01,-3811.712,0.0,0.0,-45.288,0.0,0.0,,,
2012-06-01,-2828.974,41237.0,41237.0,-8301.026,121001.0,121001.0,,,
2012-07-01,596756.8,6375719.0,6375719.0,5546.204,59255.0,59255.0,,,
2012-08-01,842448.75,8183272.0,8183272.0,446.255,4335.0,4335.0,,,
2012-09-01,152963.94,1759717.0,1759717.0,4670.063,53725.0,53725.0,,,
2012-10-01,663686.27,6483871.0,6483871.0,3805.729,37180.0,37180.0,,,
2012-11-01,713573.91,7026726.0,7026726.0,3721.095,36642.0,36642.0,,,
2012-12-01,519601.26,5100573.0,5100573.0,9609.736,94332.0,94332.0,,,
2013-01-01,878948.17,8522030.0,8522030.0,483.832,4691.0,4691.0,0.0,0.0,0.0
2013-02-01,552234.84,5328314.0,5328314.0,3773.165,36406.0,36406.0,0.0,0.0,0.0
2013-03-01,903361.53,8660086.0,8660086.0,4252.475,40766.0,40766.0,0.0,0.0,0.0
2013-04-01,833109.33,8142061.0,8142061.0,509.675,4981.0,4981.0,0.0,0.0,0.0
2013-05-01,578444.85,5658662.0,5658662.0,4245.148,41528.0,41528.0,0.0,0.0,0.0
2013-06-01,893020.36,8791132.0,8791132.0,2658.642,26172.0,26172.0,0.0,0.0,0.0
2013-07-01,947507.54,9246666.0,9246666.0,284.461,2776.0,2776.0,0.0,0.0,0.0
2013-08-01,942387.08,9367423.0,9367423.0,10.918,109.0,109.0,0.0,0.0,0.0
2013-09-01,688477.4,6667885.0,6667885.0,385.054,3729.0,3729.0,401.542,3889.0,3889.0
2013-10-01,599945.46,5910109.0,5910109.0,3038.027,29928.0,29928.0,5239.514,51615.0,51615.0
2013-11-01,840333.8,7964174.0,7964174.0,273.197,2589.0,2589.0,0.0,0.0,0.0
2013-12-01,668124.18,6589777.0,6589777.0,3174.362,31309.0,31309.0,7110.459,70131.0,70131.0
2014-01-01,713803.91,6969529.0,6969529.0,2101.204,20516.0,20516.0,5174.888,50527.0,50527.0
2014-02-01,653104.02,6326763.0,6326763.0,2002.69,19401.0,19401.0,2443.288,23669.0,23669.0
2014-03-01,467641.06,4708014.0,4708014.0,3299.477,33218.0,33218.0,7107.465,71555.0,71555.0
2014-04-01,254758.55,2792356.0,2792356.0,6575.581,72074.0,72074.0,8827.873,96761.0,96761.0
2014-05-01,498767.18,4809629.0,4809629.0,5569.825,53710.0,53710.0,0.0,0.0,0.0
2014-06-01,889089.0,8787395.0,8787395.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,608734.74,5714730.0,5714730.0,2778.262,26082.0,26082.0,0.0,0.0,0.0
2014-08-01,793344.56,7774234.0,7774234.0,245.443,2405.0,2405.0,0.0,0.0,0.0
2014-09-01,522596.86,5257870.0,5257870.0,1353.136,13614.0,13614.0,0.0,0.0,0.0
2014-10-01,734844.0,6820918.0,6820918.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,587287.0,5410156.0,5410156.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,501506.41,4884815.0,4884815.0,0.0,0.0,0.0,10778.593,104987.0,104987.0
2015-01-01,711165.53,7005158.0,7005158.0,0.0,0.0,0.0,9914.47,97660.0,97660.0
2015-02-01,631643.94,5664558.0,5664558.0,0.0,0.0,0.0,26994.058,242082.0,242082.0
2015-03-01,801397.19,7461947.0,7461947.0,0.0,0.0,0.0,4616.806,42988.0,42988.0
2015-04-01,372998.29,3673419.0,3673419.0,0.0,0.0,0.0,8157.71,80340.0,80340.0
2015-05-01,693050.76,6753904.0,6753904.0,0.0,0.0,0.0,8481.24,82651.0,82651.0
2015-06-01,513041.61,5115747.0,5115747.0,0.0,0.0,0.0,13614.386,135755.0,135755.0
2015-07-01,622076.17,6168764.0,6168764.0,0.0,0.0,0.0,2814.828,27913.0,27913.0
2015-08-01,477936.39,4905906.0,4905906.0,0.0,0.0,0.0,12952.607,132955.0,132955.0
2015-09-01,592780.39,5808364.0,5808364.0,0.0,0.0,0.0,9366.61,91779.0,91779.0
2015-10-01,422786.09,4116299.0,4116299.0,0.0,0.0,0.0,1209.912,11780.0,11780.0
2015-11-01,0.0,204808.0,204808.0,0.0,0.0,0.0,0.0,69936.0,69936.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64683.0,64683.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-3580.72,0.0,0.0,0.0,0.0,0.0,-60.28,0.0,0.0
2016-05-01,423570.8,4253119.0,4253119.0,0.0,0.0,0.0,7541.202,75722.0,75722.0
2016-06-01,783729.48,7590747.0,7590747.0,0.0,0.0,0.0,1313.521,12722.0,12722.0
2016-07-01,663795.45,6761714.0,6761714.0,0.0,0.0,0.0,6406.555,65260.0,65260.0
2016-08-01,802276.13,8274945.0,8274945.0,0.0,0.0,0.0,1088.873,11231.0,11231.0
2016-09-01,752039.1,7216277.0,7216277.0,0.0,0.0,0.0,1159.905,11130.0,11130.0
2016-10-01,639141.45,6368824.0,6368824.0,0.0,0.0,0.0,3268.553,32570.0,32570.0
2016-11-01,569530.4,5546285.0,5546285.0,0.0,0.0,0.0,5350.6,52106.0,52106.0
2016-12-01,789053.49,7281874.0,7281874.0,0.0,0.0,0.0,7096.512,65491.0,65491.0
2017-01-01,693284.9,6697217.0,6697217.0,0.0,0.0,0.0,4122.101,39820.0,39820.0
2017-02-01,806845.32,7622505.0,7622505.0,0.0,0.0,0.0,1043.685,9860.0,9860.0
2017-03-01,726377.3,6707188.0,6707188.0,0.0,0.0,0.0,8152.698,75280.0,75280.0
2017-04-01,665259.62,6811127.0,6811127.0,0.0,0.0,0.0,3131.379,32060.0,32060.0
2017-05-01,504790.76,5162368.0,5162368.0,0.0,0.0,0.0,6168.236,63081.0,63081.0
2017-06-01,713353.29,7189965.0,7189965.0,7.481,75.0,75.0,2676.229,26974.0,26974.0
2017-07-01,620333.05,6299415.0,6299415.0,0.0,0.0,0.0,6555.954,66575.0,66575.0
2017-08-01,636087.93,6433213.0,6433213.0,0.0,0.0,0.0,5428.074,54898.0,54898.0
2017-09-01,740149.05,7030300.0,7030300.0,0.0,0.0,0.0,3346.952,31791.0,31791.0
2017-10-01,564026.21,5491994.0,5491994.0,0.0,0.0,0.0,4853.794,47262.0,47262.0
2017-11-01,837358.98,8408778.0,8408778.0,0.0,0.0,0.0,733.02,7361.0,7361.0
2017-12-01,611208.63,6135650.0,6135650.0,0.0,0.0,0.0,7347.374,73757.0,73757.0
2018-01-01,466401.8,4682026.0,4682026.0,0.0,0.0,0.0,5672.199,56941.0,56941.0
2018-02-01,642484.51,6062800.0,6062800.0,0.0,0.0,0.0,3245.486,30626.0,30626.0
2018-03-01,863924.92,7776600.0,7776600.0,0.0,0.0,0.0,885.077,7967.0,7967.0
2018-04-01,732419.56,7000221.0,7000221.0,0.0,0.0,0.0,3100.443,29633.0,29633.0
2018-05-01,819165.78,7770732.0,7770732.0,0.0,0.0,0.0,623.224,5912.0,5912.0
2018-06-01,334639.68,3601850.0,3601850.0,0.0,0.0,0.0,5263.316,56651.0,56651.0
2018-07-01,735019.22,7331200.0,7331200.0,0.0,0.0,0.0,2738.777,27317.0,27317.0
2018-08-01,685518.04,6803008.0,6803008.0,0.0,0.0,0.0,3686.96,36589.0,36589.0
2018-09-01,616243.21,5514988.0,5514988.0,0.0,0.0,0.0,6539.791,58527.0,58527.0
2018-10-01,849065.43,7621359.0,7621359.0,0.0,0.0,0.0,1433.573,12868.0,12868.0
2018-11-01,729481.0,7015135.0,7015135.0,0.0,0.0,0.0,3610.004,34716.0,34716.0
2018-12-01,581798.06,6572223.0,6572223.0,305.021,3446.0,3446.0,5869.923,66309.0,66309.0
2019-01-01,513677.93,5210528.0,5210528.0,54.002,548.0,548.0,9743.07,98830.0,98830.0
2019-02-01,466229.85,4680239.0,4680239.0,0.0,0.0,0.0,3727.154,37415.0,37415.0
2019-03-01,752654.58,6967967.0,6967967.0,0.0,0.0,0.0,852.419,7892.0,7892.0
2019-04-01,100376.17,1116469.0,1116469.0,0.0,0.0,0.0,5171.83,57526.0,57526.0
2019-05-01,621344.31,4928160.0,4928160.0,0.0,0.0,0.0,5067.69,40194.0,40194.0
2019-07-01,204787.45,4176739.0,4176739.0,0.0,0.0,0.0,2993.549,61055.0,61055.0
2019-08-01,273889.56,2239240.0,2239240.0,0.0,0.0,0.0,4157.441,33990.0,33990.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,11144.067,73498.0,73498.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13198.0,13198.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6767.881,80432.0,80432.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,11479.647,116758.0,116758.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,7341.363,61243.0,61243.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1761.125,22800.0,22800.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3175.922,22895.0,22895.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4294.288,46202.0,46202.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1710.014,16365.0,16365.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,9353.425,95213.0,95213.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,69899.886,604821.0,604821.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8409.746,79905.0,79905.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,7423.274,69465.0,69465.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1605.806,14590.0,14590.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,11021.82,107849.0,107849.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.0,1790.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4744.372,47865.0,47865.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-6463.0,2370.0,2370.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-7032.0,32010.0,32010.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2718.584,26020.0,26020.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,17160.322,168091.0,168091.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,5509.541,56285.0,56285.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3479.523,36950.0,36950.0
2021-10-01,781829.5,7852190.0,7852190.0,0.0,0.0,0.0,4452.497,44718.0,44718.0
2021-11-01,683645.06,6892982.0,6892982.0,0.0,0.0,0.0,1699.943,17140.0,17140.0
2021-12-01,380134.91,3960147.0,3960147.0,0.0,0.0,0.0,8649.093,90104.0,90104.0
2022-01-01,767424.49,7415357.0,7415357.0,0.0,0.0,0.0,1073.515,10373.0,10373.0
2022-02-01,485559.85,5145148.0,5145148.0,0.0,0.0,0.0,1416.152,15006.0,15006.0
2022-03-01,340568.41,3381161.0,3381161.0,0.0,0.0,0.0,9441.586,93736.0,93736.0
2022-04-01,740021.17,7174935.0,7174935.0,0.0,0.0,0.0,1623.833,15744.0,15744.0
2022-05-01,696682.28,7053495.0,7053495.0,0.0,0.0,0.0,3181.717,32213.0,32213.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
