measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2016-09-01,,,,1371.863,6687.0,15120.0
2016-10-01,,,,1160.898,5659.0,12795.0
2016-11-01,,,,1211.066,5903.0,13348.0
2016-12-01,,,,1414.112,6893.0,15585.0
2017-01-01,,,,2448.034,11932.0,26828.0
2017-02-01,,,,2190.981,10679.0,24010.0
2017-03-01,,,,2499.274,12182.0,27388.0
2017-04-01,,,,2324.892,11332.0,25478.0
2017-05-01,,,,2478.424,12081.0,27160.0
2017-06-01,,,,2356.043,11484.0,25819.0
2017-07-01,,,,2511.663,12243.0,27525.0
2017-08-01,,,,2490.622,12140.0,27294.0
2017-09-01,,,,2359.65,11502.0,25859.0
2017-10-01,,,,2088.683,10181.0,22889.0
2017-11-01,,,,2367.521,11540.0,25945.0
2017-12-01,,,,2608.213,12713.0,28582.0
2018-01-01,,,,2929.423,14704.0,33657.0
2018-02-01,,,,2712.35,13614.0,31163.0
2018-03-01,,,,2737.688,13742.0,31454.0
2018-04-01,,,,2572.149,12911.0,29552.0
2018-05-01,,,,2601.865,13060.0,29893.0
2018-06-01,,,,2437.53,12235.0,28005.0
2018-07-01,,,,2553.168,12815.0,29334.0
2018-08-01,,,,2634.929,13226.0,30273.0
2018-09-01,,,,2584.87,12974.0,29698.0
2018-10-01,,,,2605.577,13078.0,29936.0
2018-11-01,,,,2522.789,12663.0,28984.0
2018-12-01,,,,2684.662,13475.0,30844.0
2019-01-01,1480.846,7441.0,15326.0,1574.361,7911.0,16293.0
2019-02-01,1314.579,6606.0,13604.0,1415.734,7114.0,14651.0
2019-03-01,1426.215,7167.0,14759.0,1586.395,7971.0,16417.0
2019-04-01,853.48,4289.0,8832.0,1475.588,7415.0,15270.0
2019-05-01,246.662,1239.0,2553.0,1343.652,6752.0,13905.0
2019-06-01,858.165,4312.0,8881.0,1395.555,7013.0,14442.0
2019-07-01,1509.365,7584.0,15620.0,1529.637,7686.0,15830.0
2019-08-01,1662.448,8354.0,17204.0,1583.397,7956.0,16386.0
2019-09-01,1542.717,7752.0,15965.0,1467.629,7375.0,15188.0
2019-10-01,1369.011,6879.0,14167.0,1332.402,6695.0,13788.0
2019-11-01,1281.946,6442.0,13266.0,1410.878,7090.0,14601.0
2019-12-01,1615.312,8117.0,16716.0,1542.026,7749.0,15958.0
2020-01-01,4032.393,20242.0,39942.0,0.0,0.0,0.0
2020-02-01,3177.418,15950.0,31475.0,0.0,0.0,0.0
2020-03-01,4363.4,21903.0,43223.0,0.0,0.0,0.0
2020-04-01,3552.774,17834.0,35193.0,0.0,0.0,0.0
2020-05-01,536.618,2694.0,5316.0,0.0,0.0,0.0
2020-06-01,724.463,3637.0,7176.0,0.0,0.0,0.0
2020-07-01,2610.193,13103.0,25856.0,0.0,0.0,0.0
2020-08-01,3733.748,18743.0,36986.0,0.0,0.0,0.0
2020-09-01,3988.772,20023.0,39512.0,0.0,0.0,0.0
2020-10-01,3614.162,18142.0,35801.0,0.0,0.0,0.0
2020-11-01,3309.907,16615.0,32787.0,0.0,0.0,0.0
2020-12-01,3809.152,19121.0,37733.0,0.0,0.0,0.0
2021-01-01,3052.848,15319.0,30186.0,0.0,0.0,0.0
2021-02-01,2869.721,14400.0,28377.0,0.0,0.0,0.0
2021-03-01,3169.787,15906.0,31344.0,0.0,0.0,0.0
2021-04-01,2813.04,14116.0,27816.0,0.0,0.0,0.0
2021-05-01,1536.839,7712.0,15197.0,0.0,0.0,0.0
2021-06-01,2439.843,12243.0,24126.0,0.0,0.0,0.0
2021-07-01,3589.508,18012.0,35494.0,0.0,0.0,0.0
2021-08-01,3741.976,18777.0,37002.0,0.0,0.0,0.0
2021-09-01,3565.509,17892.0,35257.0,0.0,0.0,0.0
2021-10-01,3115.925,15636.0,30811.0,0.0,0.0,0.0
2021-11-01,3107.894,15596.0,30732.0,0.0,0.0,0.0
2021-12-01,3310.11,16610.0,32731.0,0.0,0.0,0.0
2022-01-01,3421.274,17145.0,33826.0,0.0,0.0,0.0
2022-02-01,2970.497,14886.0,29370.0,0.0,0.0,0.0
2022-03-01,2618.491,13122.0,25889.0,0.0,0.0,0.0
2022-04-01,2981.393,14941.0,29478.0,0.0,0.0,0.0
2022-05-01,1423.226,7132.0,14072.0,0.0,0.0,0.0
2022-06-01,459.613,2303.0,4544.0,0.0,0.0,0.0
2022-07-01,2080.008,10424.0,20565.0,0.0,0.0,0.0
2022-08-01,3662.256,18353.0,36209.0,0.0,0.0,0.0
2022-09-01,3836.897,19228.0,37936.0,0.0,0.0,0.0
2022-10-01,3195.936,16016.0,31599.0,0.0,0.0,0.0
2022-11-01,3504.8,17564.0,34653.0,0.0,0.0,0.0
2022-12-01,4276.609,21431.0,42284.0,0.0,0.0,0.0
2023-01-01,3552.0,17981.0,37561.0,0.0,0.0,0.0
2023-02-01,3366.094,17040.0,35596.0,0.0,0.0,0.0
2023-03-01,3471.755,17574.0,36713.0,0.0,0.0,0.0
2023-04-01,2479.84,12553.0,26223.0,0.0,0.0,0.0
2023-05-01,773.871,3917.0,8183.0,0.0,0.0,0.0
2023-06-01,2560.85,12963.0,27080.0,0.0,0.0,0.0
2023-07-01,3467.432,17553.0,36667.0,0.0,0.0,0.0
2023-08-01,3862.42,19552.0,40844.0,0.0,0.0,0.0
2023-09-01,3707.847,18770.0,39209.0,0.0,0.0,0.0
2023-10-01,3606.655,18257.0,38139.0,0.0,0.0,0.0
2023-11-01,3102.744,15706.0,32811.0,0.0,0.0,0.0
2023-12-01,3649.492,18474.0,38592.0,0.0,0.0,0.0
2024-01-01,3558.133,18460.0,39434.0,0.0,0.0,0.0
2024-02-01,3188.608,16543.0,35339.0,0.0,0.0,0.0
2024-03-01,3105.235,16110.0,34415.0,0.0,0.0,0.0
2024-04-01,2651.004,13754.0,29380.0,0.0,0.0,0.0
2024-05-01,1150.516,5969.0,12751.0,0.0,0.0,0.0
2024-06-01,2434.137,12629.0,26977.0,0.0,0.0,0.0
2024-07-01,3423.714,17763.0,37944.0,0.0,0.0,0.0
2024-08-01,3536.768,18349.0,39197.0,0.0,0.0,0.0
2024-09-01,3478.373,18046.0,38550.0,0.0,0.0,0.0
2024-10-01,3102.623,16097.0,34385.0,0.0,0.0,0.0
2024-11-01,3302.16,17132.0,36597.0,0.0,0.0,0.0
2024-12-01,3502.729,18173.0,38820.0,0.0,0.0,0.0
