measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2006-12-01,23207.46486,114312.51,950061.9,15257.35214,75152.81,624602.0,,,,,,,,,,,,,,,
2007-01-01,23845.665,117447.0,933871.0,17554.789,86464.0,687501.0,,,,,,,,,,,,,,,
2007-02-01,20252.099,99751.0,839408.0,13544.699,66718.0,561400.0,,,,,,,,,,,,,,,
2007-03-01,23899.114,117714.0,937940.0,15682.530999999999,77246.0,615474.0,,,,,,,,,,,,,,,
2007-04-01,23266.517,114609.0,858061.0,16114.426,79374.0,594294.0,,,,,,,,,,,,,,,
2007-05-01,23436.192,115437.0,866134.0,16220.357,79901.0,599458.0,,,,,,,,,,,,,,,
2007-06-01,23048.048,113528.0,833382.0,15703.898000000001,77347.0,567829.0,,,,,,,,,,,,,,,
2007-07-01,23610.248,116288.0,867399.0,17134.321,84403.0,629485.0,,,,,,,,,,,,,,,
2007-08-01,20403.539,100510.0,781701.0,15592.346000000001,76798.0,597374.0,,,,,,,,,,,,,,,
2007-09-01,23344.401,114977.0,835659.0,17168.735,84571.0,614589.0,,,,,,,,,,,,,,,
2007-10-01,26330.244,129697.0,871585.0,14688.01,72352.0,486203.0,,,,,,,,,,,,,,,
2007-11-01,23634.71,116426.0,859349.0,17940.519,88368.0,652310.0,,,,,,,,,,,,,,,
2007-12-01,15750.339,77579.0,735264.0,14364.669,70750.0,670578.0,,,,,,,,,,,,,,,
2008-01-01,21195.255,114296.0,222865.0,15748.37,84923.0,165592.0,0.0,0.0,0.0,32.012,173.0,337.0,,,,214.363,1156.0,2254.0,,,
2008-02-01,19190.184,104952.0,844341.0,13717.9,75024.0,603568.0,0.0,0.0,0.0,237.80800000000002,1301.0,10463.0,,,,192.109,1051.0,8453.0,,,
2008-03-01,22154.128,119393.0,915903.0,14647.494999999999,78938.0,605562.0,0.0,0.0,0.0,391.25800000000004,2109.0,16176.0,,,,185.119,998.0,7653.0,,,
2008-04-01,21425.608,115291.0,853707.0,16174.086,87032.0,644459.0,0.0,0.0,0.0,169.782,914.0,6765.0,,,,80.524,433.0,3209.0,,,
2008-05-01,7524.992,45957.0,540460.0,9157.01,55924.0,657675.0,0.0,0.0,0.0,1086.95,6638.0,78067.0,,,,119.048,727.0,8550.0,,,
2008-06-01,20559.372,110451.0,815999.0,16260.228,87355.0,645366.0,0.0,0.0,0.0,146.77800000000002,789.0,5826.0,,,,157.622,847.0,6256.0,,,
2008-07-01,21893.225,117418.0,856664.0,16731.364,89734.0,654685.0,0.0,0.0,0.0,80.653,433.0,3156.0,,,,206.757,1109.0,8090.0,,,
2008-08-01,20827.438,111818.0,795711.0,16992.186999999998,91228.0,649186.0,0.0,0.0,0.0,610.45,3277.0,23322.0,,,,141.925,762.0,5422.0,,,
2008-09-01,21923.945,117299.0,834048.0,16319.778,87315.0,620850.0,0.0,0.0,0.0,24.751,132.0,942.0,,,,181.526,971.0,6906.0,,,
2008-10-01,18950.339,103744.0,810928.0,13675.367,74866.0,585200.0,0.0,0.0,0.0,158.70600000000002,869.0,6791.0,,,,309.589,1695.0,13248.0,,,
2008-11-01,20632.12,110732.0,818323.0,16386.921000000002,87948.0,649947.0,0.0,0.0,0.0,303.63100000000003,1630.0,12043.0,,,,120.328,646.0,4773.0,,,
2008-12-01,22963.454,123333.0,918166.0,15287.2,82105.0,611240.0,33.939,182.0,1357.0,39.203,211.0,1568.0,,,,117.20400000000001,629.0,4686.0,,,
2009-01-01,15989.613000000001,89181.0,828916.0,11790.692,65762.0,611240.0,12.136000000000001,68.0,629.0,755.2610000000001,4212.0,39153.0,,,,526.298,2935.0,27284.0,,,
2009-02-01,20331.997,109281.0,843639.0,13722.123,73754.0,569374.0,72.556,390.0,3011.0,166.43200000000002,895.0,6906.0,,,,220.89200000000002,1187.0,9166.0,,,
2009-03-01,23789.028,127311.0,948940.0,15315.348,81963.0,610926.0,86.97,465.0,3469.0,18.862000000000002,101.0,752.0,0.0,0.0,0.0,423.79200000000003,2268.0,16905.0,,,
2009-04-01,20777.531,112394.0,820705.0,13718.85,74211.0,541890.0,79.93900000000001,432.0,3158.0,198.531,1074.0,7842.0,,,,322.149,1743.0,12725.0,,,
2009-05-01,14857.203000000001,84771.0,627802.0,9769.842,55744.0,412832.0,58.722,335.0,2481.0,159.862,912.0,6755.0,,,,405.37100000000004,2313.0,17129.0,,,
2009-06-01,20699.316,111508.0,810208.0,15343.649000000001,82657.0,600578.0,82.473,444.0,3228.0,29.48,159.0,1154.0,,,,143.082,771.0,5601.0,,,
2009-07-01,16883.899,94498.0,703047.0,11011.423,61630.0,458517.0,81.902,458.0,3410.0,37.274,209.0,1552.0,,,,411.502,2303.0,17135.0,,,
2009-08-01,20259.992,109600.0,799127.0,15457.09,83618.0,609683.0,85.27,461.0,3363.0,236.37800000000001,1279.0,9324.0,,,,220.27,1192.0,8688.0,,,
2009-09-01,20159.943,109238.0,777270.0,14195.515,76920.0,547310.0,81.745,443.0,3152.0,65.363,354.0,2520.0,,,,132.434,718.0,5106.0,,,
2009-10-01,18878.79,103931.0,711439.0,12031.705,66237.0,453410.0,174.912,963.0,6591.0,284.161,1564.0,10709.0,,,,421.432,2320.0,15882.0,,,
2009-11-01,13645.35,76674.0,685418.0,12577.545,70674.0,631781.0,102.895,578.0,5169.0,394.24,2215.0,19803.0,,,,104.97,590.0,5273.0,,,
2009-12-01,22617.853,121570.0,939400.0,14727.287,79159.0,611677.0,81.97,441.0,3405.0,101.754,547.0,4226.0,,,,681.1360000000001,3661.0,28290.0,,,
2010-01-01,19859.114999999998,108312.0,904463.0,12911.092,70417.0,588022.0,61.713,337.0,2811.0,651.779,3555.0,29685.0,,,,547.301,2985.0,24926.0,,,
2010-02-01,14936.988000000001,85226.0,891490.0,9884.456,56398.0,589938.0,0.0,0.0,0.0,115.578,659.0,6898.0,,,,313.978,1791.0,18739.0,,,
2010-03-01,17868.324,98171.0,881198.0,13343.599,73311.0,658056.0,0.0,0.0,0.0,735.062,4039.0,36251.0,,,,298.015,1637.0,14697.0,,,
2010-04-01,18350.998,99782.0,816367.0,14385.749,78221.0,639968.0,0.0,0.0,0.0,857.5980000000001,4663.0,38151.0,,,,118.655,645.0,5279.0,,,
2010-05-01,15556.774000000001,86770.0,787176.0,12096.83,67472.0,612102.0,0.0,0.0,0.0,1351.124,7536.0,68367.0,,,,62.272000000000006,347.0,3151.0,,,
2010-06-01,21045.096,113220.0,832728.0,15338.851999999999,82521.0,606939.0,0.0,0.0,0.0,94.436,508.0,3737.0,,,,213.616,1149.0,8453.0,,,
2010-07-01,20953.321,113324.0,852049.0,14903.355,80603.0,606032.0,0.0,0.0,0.0,281.329,1522.0,11440.0,,,,180.995,979.0,7360.0,,,
2010-08-01,22350.986,120264.0,914268.0,15199.999,81787.0,621757.0,0.0,0.0,0.0,86.967,468.0,3557.0,,,,234.048,1259.0,9574.0,,,
2010-09-01,21596.195,116555.0,966453.0,13815.081,74560.0,618240.0,0.0,0.0,0.0,121.796,657.0,5451.0,,,,222.928,1203.0,9976.0,,,
2010-10-01,19870.976000000002,108350.0,931519.0,13922.834,75916.0,652680.0,0.0,0.0,0.0,73.539,401.0,3447.0,,,,214.651,1170.0,10063.0,,,
2010-11-01,17579.594,97211.0,860028.0,12704.35,70252.0,621522.0,0.0,0.0,0.0,335.87800000000004,1857.0,16432.0,,,,182.178,1007.0,8913.0,,,
2010-12-01,23482.747,130395.0,889679.0,0.0,0.0,0.0,0.0,0.0,0.0,54.642,303.0,2070.0,,,,6413.611,35613.0,242989.0,,,
2011-01-01,17479.189,96434.0,889587.0,13313.71,73452.0,677589.0,0.116,1.0,6.0,195.995,1081.0,9975.0,,,,202.46,1117.0,10304.0,113.53,626.0,5778.0
2011-02-01,15252.196,84605.0,795015.0,11457.706,63557.0,597229.0,12.747,71.0,664.0,260.165,1443.0,13561.0,,,,132.706,736.0,6917.0,120.48,668.0,6280.0
2011-03-01,12440.7,72161.0,793329.0,9936.159,57634.0,633618.0,0.0,0.0,0.0,360.944,2094.0,23017.0,,,,275.197,1596.0,17549.0,,,
2011-04-01,23175.938,122684.0,802812.0,18298.994,96868.0,633875.0,54.998,291.0,1905.0,405.082,2144.0,14032.0,,,,372.988,1974.0,12920.0,,,
2011-05-01,15073.577,84463.0,751161.0,12445.576,69737.0,620200.0,16.165,91.0,806.0,496.719,2783.0,24753.0,,,,178.963,1003.0,8918.0,,,
2011-06-01,20074.981,108280.0,830945.0,15194.054,81954.0,628914.0,94.751,511.0,3922.0,137.079,739.0,5674.0,,,,413.135,2228.0,17101.0,,,
2011-07-01,20489.591,110350.0,809690.0,16701.163,89947.0,659982.0,0.149,1.0,6.0,25.204,136.0,996.0,,,,362.893,1954.0,14341.0,,,
2011-08-01,11612.013,67090.0,663650.0,11624.123,67160.0,664342.0,36.318,210.0,2076.0,80.785,467.0,4617.0,,,,158.761,917.0,9074.0,,,
2011-09-01,9423.121,56236.0,629585.0,9353.731,55822.0,624949.0,0.0,0.0,0.0,312.68,1866.0,20891.0,,,,243.468,1453.0,16267.0,,,
2011-10-01,19128.506,108509.0,742202.0,5787.791,32832.0,224571.0,184.579,1047.0,7162.0,974.772,5530.0,37822.0,,,,61.352,348.0,2381.0,,,
2011-11-01,18106.061,99820.0,744401.0,12163.983,67061.0,500102.0,17.162,95.0,706.0,162.794,897.0,6693.0,,,,0.0,0.0,0.0,,,
2011-12-01,16771.821,92594.0,801591.0,13540.373,74754.0,647147.0,0.0,0.0,0.0,523.037,2888.0,24998.0,,,,314.769,1738.0,15044.0,,,
2012-01-01,16655.138,93221.0,843745.0,11426.449,63955.0,578861.0,0.0,0.0,0.0,166.246,931.0,8422.0,,,,166.167,930.0,8418.0,,,
2012-02-01,14674.567,82001.0,730140.0,11548.348,64532.0,574594.0,0.0,0.0,0.0,494.317,2762.0,24595.0,,,,146.768,820.0,7303.0,,,
2012-03-01,10341.849,57922.0,622930.0,10076.934,56438.0,606973.0,173.86,974.0,10472.0,2625.533,14705.0,158146.0,,,,5078.824,28445.0,305917.0,,,
2012-04-01,11201.253,62928.0,572226.0,12557.331,70547.0,641502.0,4.374,25.0,223.0,3598.215,20215.0,183818.0,,,,384.827,2162.0,19659.0,,,
2012-05-01,14329.4,81523.0,933189.0,9232.03,52523.0,601227.0,0.0,0.0,0.0,1839.796,10467.0,119815.0,,,,283.774,1614.0,18481.0,,,
2012-06-01,14013.002,77644.0,632855.0,13697.324,75895.0,618598.0,0.0,0.0,0.0,1539.835,8532.0,69542.0,,,,155.839,863.0,7038.0,,,
2012-07-01,17733.127,97281.0,798402.0,14171.402,77742.0,638042.0,0.0,0.0,0.0,597.048,3275.0,26881.0,,,,96.423,529.0,4341.0,,,
2012-08-01,15554.684,86458.0,745636.0,13532.821,75220.0,648715.0,0.0,0.0,0.0,408.478,2270.0,19581.0,,,,249.017,1384.0,11937.0,,,
2012-09-01,9039.414,58228.0,507118.0,10098.439,65050.0,566530.0,0.0,0.0,0.0,1298.629,8365.0,72854.0,,,,29.518,190.0,1656.0,,,
2012-10-01,17982.938,99504.0,807941.0,11547.459,63895.0,518806.0,0.0,0.0,0.0,899.925,4979.0,40432.0,,,,243.678,1348.0,10948.0,,,
2012-11-01,14417.306,80582.0,718195.0,11935.476,66711.0,594563.0,0.0,0.0,0.0,992.376,5547.0,49435.0,,,,402.842,2252.0,20068.0,,,
2012-12-01,13534.297,76914.0,750215.0,11284.936,64131.0,625531.0,0.0,0.0,0.0,784.11,4456.0,43464.0,,,,251.657,1430.0,13950.0,,,
2013-01-01,14712.15,82624.0,740030.0,12419.142,69746.0,624690.0,0.0,0.0,0.0,619.695,3480.0,31171.0,,,,56.013,315.0,2818.0,,,
2013-02-01,14495.48,80616.0,712518.0,12043.176,66977.0,591976.0,0.0,0.0,0.0,191.783,1067.0,9427.0,,,,35.561,198.0,1748.0,,,
2013-03-01,16298.381,90439.0,800103.0,13263.612,73599.0,651123.0,0.0,0.0,0.0,488.4,2710.0,23976.0,,,,35.607,198.0,1748.0,,,
2013-04-01,16267.097,95520.0,681908.0,3116.879,18302.0,130658.0,0.0,0.0,0.0,1375.923,8079.0,57678.0,,,,118.101,693.0,4951.0,,,
2013-05-01,3247.729,23384.0,367595.0,5984.015,43086.0,677303.0,0.0,0.0,0.0,725.05,5221.0,82065.0,,,,16.206,117.0,1834.0,,,
2013-06-01,9759.557,56386.0,548313.0,11801.142,68181.0,663014.0,0.0,0.0,0.0,1130.785,6533.0,63530.0,,,,70.516,407.0,3962.0,,,
2013-07-01,13119.871,73741.0,631485.0,13193.74,74157.0,635041.0,0.0,0.0,0.0,1320.806,7424.0,63573.0,,,,30.583,172.0,1472.0,,,
2013-08-01,13748.872,71859.0,625801.0,14539.627,75992.0,661793.0,0.0,0.0,0.0,921.468,4816.0,41942.0,,,,15.033,79.0,684.0,,,
2013-09-01,7726.253,48921.0,439274.0,6383.916,40422.0,362956.0,0.0,0.0,0.0,686.855,4349.0,39051.0,,,,86.976,551.0,4945.0,,,
2013-10-01,9573.249,56493.0,575067.0,11322.063,66813.0,680119.0,0.0,0.0,0.0,140.252,828.0,8425.0,,,,1.436,8.0,86.0,,,
2013-11-01,10093.622,59267.0,648027.0,10133.966,59504.0,650617.0,0.0,0.0,0.0,580.001,3406.0,37237.0,,,,75.411,443.0,4842.0,,,
2013-12-01,11132.16,63799.0,646907.0,12210.405,69979.0,709566.0,0.0,0.0,0.0,811.198,4649.0,47140.0,,,,457.237,2620.0,26571.0,,,
2014-01-01,19373.299,105668.0,851606.0,13725.938,74866.0,603361.0,0.0,0.0,0.0,817.172,4457.0,35921.0,0.0,0.0,0.0,100.591,549.0,4422.0,,,
2014-02-01,17292.05,94274.0,785579.0,12723.952,69369.0,578050.0,0.0,0.0,0.0,744.639,4060.0,33829.0,0.0,0.0,0.0,69.359,378.0,3151.0,,,
2014-03-01,19667.649,106422.0,830356.0,15805.11,85522.0,667282.0,0.0,0.0,0.0,702.474,3801.0,29658.0,0.0,0.0,0.0,4.767,26.0,201.0,,,
2014-04-01,14438.243,80631.0,697012.0,12803.406,71501.0,618090.0,0.0,0.0,0.0,658.969,3680.0,31812.0,0.0,0.0,0.0,2.382,13.0,115.0,,,
2014-05-01,7876.659,48579.0,550697.0,8875.679,54740.0,620543.0,0.0,0.0,0.0,234.102,1444.0,16367.0,0.0,0.0,0.0,152.56,941.0,10666.0,,,
2014-06-01,10047.619,58785.0,567793.0,11080.159,64827.0,626142.0,0.0,0.0,0.0,137.25,803.0,7756.0,0.0,0.0,0.0,9.972,58.0,564.0,,,
2014-07-01,15608.521,91609.0,597901.0,5784.856,33952.0,221595.0,0.0,0.0,0.0,198.898,1167.0,7619.0,0.0,0.0,0.0,35.725,210.0,1369.0,,,
2014-08-01,10365.465,60268.0,558826.0,12085.205,70267.0,651541.0,0.0,0.0,0.0,271.33,1578.0,14628.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-09-01,9539.543,55896.0,537405.0,11484.753,67294.0,646987.0,0.0,0.0,0.0,54.46,319.0,3068.0,10.81,63.0,609.0,21.434,126.0,1208.0,,,
2014-10-01,9480.109,55947.0,551404.0,11387.821,67205.0,662365.0,0.0,0.0,0.0,163.07,962.0,9485.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-11-01,12951.598,73005.0,659298.0,12847.62,72419.0,654005.0,0.0,0.0,0.0,443.624,2501.0,22583.0,0.0,0.0,0.0,51.158,288.0,2604.0,,,
2014-12-01,10584.202,62953.0,667434.0,9504.81,56533.0,599368.0,0.0,0.0,0.0,84.238,501.0,5312.0,0.0,0.0,0.0,56.75,338.0,3579.0,,,
2015-02-01,13485.413,76370.0,673075.0,9696.307,54912.0,483956.0,0.0,0.0,0.0,515.374,2919.0,25723.0,0.0,0.0,0.0,149.906,849.0,7482.0,,,
2015-03-01,13679.383,77449.0,701058.0,12191.399,69024.0,624800.0,0.0,0.0,0.0,523.422,2963.0,26825.0,0.0,0.0,0.0,49.796,282.0,2552.0,,,
2015-04-01,8597.027,51165.0,524922.0,10588.965,63020.0,646547.0,0.0,0.0,0.0,333.008,1982.0,20333.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-05-01,5749.793,36997.0,437498.0,7795.763,50162.0,593175.0,0.0,0.0,0.0,908.444,5845.0,69123.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-06-01,5990.527,38890.0,488752.0,7115.362,46193.0,580525.0,0.0,0.0,0.0,326.226,2118.0,26616.0,0.0,0.0,0.0,98.885,642.0,8068.0,,,
2015-07-01,9164.046,54563.0,539335.0,10393.794,61886.0,611710.0,0.0,0.0,0.0,371.075,2209.0,21839.0,0.0,0.0,0.0,198.085,1179.0,11658.0,,,
2015-08-01,16198.927,99649.0,491540.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.933,6188.0,30524.0,0.0,0.0,0.0,122.14,751.0,3706.0,,,
2015-09-01,8867.825,53298.0,543750.0,9032.727,54289.0,553861.0,0.0,0.0,0.0,509.336,3061.0,31231.0,0.0,0.0,0.0,213.112,1281.0,13067.0,,,
2015-10-01,4665.163,33194.0,528078.0,5310.111,37783.0,601084.0,0.0,0.0,0.0,218.532,1555.0,24737.0,0.0,0.0,0.0,134.194,955.0,15190.0,,,
2015-11-01,6328.43,41003.0,550525.0,6681.637,43292.0,581251.0,0.0,0.0,0.0,593.064,3843.0,51592.0,0.0,0.0,0.0,26.869,174.0,2337.0,,,
