measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Other - Combined Cycle Combustion Turbine Part - Other - Generation,Other - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Other - Combined Cycle Steam Part - Other - Generation,Other - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Steam Part - Other - Total Fuel Consumed
2006-04-01,2665.944,31630.0,31630.0,883.3,0.0,0.0,,,,,,
2006-05-01,3087.829,36635.0,36635.0,1023.082,0.0,0.0,,,,,,
2006-06-01,3934.7340000000004,46683.0,46683.0,1303.685,0.0,0.0,,,,,,
2006-07-01,4946.82,58691.0,58691.0,1639.016,0.0,0.0,,,,,,
2006-08-01,5009.205,59431.0,59431.0,1659.6860000000001,0.0,0.0,,,,,,
2006-09-01,3408.275,40437.0,40437.0,1129.2540000000001,0.0,0.0,,,,,,
2006-10-01,3085.891,36612.0,36612.0,1022.44,0.0,0.0,,,,,,
2006-11-01,2291.754,27190.0,27190.0,759.321,0.0,0.0,,,,,,
2006-12-01,2389.095,28345.0,28345.0,791.572,0.0,0.0,,,,,,
2007-01-01,73.355,1218.0,1218.0,25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,66.725,1108.0,1108.0,23.362000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,61.722,1025.0,1025.0,24.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,61.437000000000005,1020.0,1020.0,24.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,68.527,1138.0,1138.0,25.514000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,81.02300000000001,1346.0,1346.0,28.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,110.37,1833.0,1833.0,35.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,122.357,2032.0,2032.0,35.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,96.42,1601.0,1601.0,30.104000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,91.37700000000001,1517.0,1517.0,27.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,86.87700000000001,1443.0,1443.0,26.267000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,96.811,1608.0,1608.0,26.862000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,7033.947,86361.0,86361.0,2344.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,5893.789000000001,72361.0,72361.0,1964.5710000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,5531.3,67911.0,67911.0,1843.7430000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,6292.327,77254.0,77254.0,2097.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,5001.437,61406.0,61406.0,1667.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,5474.106000000001,67208.0,67208.0,1824.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,7170.0380000000005,88030.0,88030.0,2389.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,8388.173,102985.0,102985.0,2796.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,7555.07,92757.0,92757.0,2518.3250000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,7043.325000000001,86474.0,86474.0,2347.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,6133.856000000001,75308.0,75308.0,2044.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,6861.6320000000005,84244.0,84244.0,2287.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,5996.524,74753.0,74753.0,1998.8980000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,5517.502,68783.0,68783.0,1839.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,5134.012000000001,64001.0,64001.0,1711.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,4410.216,54979.0,54979.0,1470.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,4480.665,55856.0,55856.0,1493.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,4152.771000000001,51769.0,51769.0,1384.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,7598.756,94727.0,94727.0,2532.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,7791.919000000001,97136.0,97136.0,2597.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,8165.335,101791.0,101791.0,2721.8540000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,6385.173000000001,79599.0,79599.0,2128.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,5831.036,72691.0,72691.0,1943.7320000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,6693.091,83438.0,83438.0,2231.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,82.76100000000001,1108.0,1108.0,27.495,0.0,0.0,,,,,,
2010-02-01,76.408,1025.0,1025.0,25.385,0.0,0.0,,,,,,
2010-03-01,81.36800000000001,1092.0,1092.0,27.033,0.0,0.0,,,,,,
2010-04-01,68.537,920.0,920.0,22.77,0.0,0.0,,,,,,
2010-05-01,49.92,670.0,670.0,16.585,0.0,0.0,,,,,,
2010-06-01,46.599000000000004,626.0,626.0,15.481,0.0,0.0,,,,,,
2010-07-01,76.928,1032.0,1032.0,25.558,0.0,0.0,,,,,,
2010-08-01,90.804,1219.0,1219.0,30.168000000000003,0.0,0.0,,,,,,
2010-09-01,84.143,1129.0,1129.0,27.955000000000002,0.0,0.0,,,,,,
2010-10-01,94.464,1268.0,1268.0,31.384,0.0,0.0,,,,,,
2010-11-01,79.547,1068.0,1068.0,26.428,0.0,0.0,,,,,,
2010-12-01,74.521,1000.0,1000.0,24.758000000000003,0.0,0.0,,,,,,
2011-01-01,805.564,9487.0,9487.0,229.897,0.0,0.0,,,,,,
2011-02-01,794.353,9356.0,9356.0,226.697,0.0,0.0,,,,,,
2011-03-01,631.854,7442.0,7442.0,180.322,0.0,0.0,,,,,,
2011-04-01,538.381,6341.0,6341.0,153.646,0.0,0.0,,,,,,
2011-05-01,480.359,5657.0,5657.0,137.088,0.0,0.0,,,,,,
2011-06-01,534.579,6295.0,6295.0,152.561,0.0,0.0,,,,,,
2011-07-01,857.058,10094.0,10094.0,244.592,0.0,0.0,,,,,,
2011-08-01,1052.262,12393.0,12393.0,300.3,0.0,0.0,,,,,,
2011-09-01,1068.209,12581.0,12581.0,304.851,0.0,0.0,,,,,,
2011-10-01,855.538,10076.0,10076.0,244.158,0.0,0.0,,,,,,
2011-11-01,843.454,9933.0,9933.0,240.709,0.0,0.0,,,,,,
2011-12-01,1097.389,12924.0,12924.0,313.179,0.0,0.0,,,,,,
2012-01-01,1498.523,17228.0,17228.0,449.887,0.0,0.0,,,,,,
2012-02-01,1498.409,17229.0,17229.0,449.853,0.0,0.0,,,,,,
2012-03-01,1425.167,16386.0,16386.0,427.864,0.0,0.0,,,,,,
2012-04-01,1320.454,15182.0,15182.0,396.427,0.0,0.0,,,,,,
2012-05-01,1311.237,15076.0,15076.0,393.66,0.0,0.0,,,,,,
2012-06-01,1388.166,15961.0,15961.0,416.755,0.0,0.0,,,,,,
2012-07-01,1641.76,18877.0,18877.0,492.889,0.0,0.0,,,,,,
2012-08-01,2161.833,24856.0,24856.0,649.026,0.0,0.0,,,,,,
2012-09-01,1963.9,22581.0,22581.0,589.602,0.0,0.0,,,,,,
2012-10-01,1817.275,20895.0,20895.0,545.583,0.0,0.0,,,,,,
2012-11-01,1569.069,18041.0,18041.0,471.066,0.0,0.0,,,,,,
2012-12-01,1480.207,17019.0,17019.0,444.388,0.0,0.0,,,,,,
2013-01-01,1391.113,15878.0,15878.0,415.314,0.0,0.0,,,,,,
2013-02-01,1281.441,14627.0,14627.0,382.571,0.0,0.0,,,,,,
2013-03-01,1235.871,14107.0,14107.0,368.966,0.0,0.0,,,,,,
2013-04-01,1063.474,12139.0,12139.0,317.497,0.0,0.0,,,,,,
2013-05-01,1123.11,12819.0,12819.0,335.301,0.0,0.0,,,,,,
2013-06-01,1328.718,15167.0,15167.0,396.685,0.0,0.0,,,,,,
2013-07-01,1685.994,19245.0,19245.0,503.349,0.0,0.0,,,,,,
2013-08-01,1719.482,19627.0,19627.0,513.347,0.0,0.0,,,,,,
2013-09-01,1715.184,19578.0,19578.0,512.064,0.0,0.0,,,,,,
2013-10-01,1488.23,16987.0,16987.0,444.307,0.0,0.0,,,,,,
2013-11-01,1467.946,16756.0,16756.0,438.251,0.0,0.0,,,,,,
2013-12-01,1709.437,19513.0,19513.0,510.348,0.0,0.0,,,,,,
2014-01-01,1194.215,13790.0,13790.0,358.193,0.0,0.0,,,,,,
2014-02-01,1115.189,12876.0,12876.0,334.491,0.0,0.0,,,,,,
2014-03-01,967.739,11174.0,11174.0,290.265,0.0,0.0,,,,,,
2014-04-01,920.188,10624.0,10624.0,276.002,0.0,0.0,,,,,,
2014-05-01,927.861,10713.0,10713.0,278.303,0.0,0.0,,,,,,
2014-06-01,914.709,10561.0,10561.0,274.359,0.0,0.0,,,,,,
2014-07-01,1294.204,14943.0,14943.0,388.185,0.0,0.0,,,,,,
2014-08-01,1335.942,15425.0,15425.0,400.703,0.0,0.0,,,,,,
2014-09-01,1397.422,16134.0,16134.0,419.144,0.0,0.0,,,,,,
2014-10-01,1378.542,15916.0,15916.0,413.481,0.0,0.0,,,,,,
2014-11-01,996.272,11503.0,11503.0,298.823,0.0,0.0,,,,,,
2014-12-01,1083.717,12513.0,12513.0,325.051,0.0,0.0,,,,,,
2015-01-01,921.22,10815.0,10815.0,272.716,0.0,0.0,,,,,,
2015-02-01,682.137,8009.0,8009.0,201.937,0.0,0.0,,,,,,
2015-03-01,799.143,9383.0,9383.0,236.575,0.0,0.0,,,,,,
2015-04-01,766.873,9004.0,9004.0,227.022,0.0,0.0,,,,,,
2015-05-01,748.669,8790.0,8790.0,221.633,0.0,0.0,,,,,,
2015-06-01,1052.758,12361.0,12361.0,311.655,0.0,0.0,,,,,,
2015-07-01,1187.378,13941.0,13941.0,351.507,0.0,0.0,,,,,,
2015-08-01,1252.465,14705.0,14705.0,370.775,0.0,0.0,,,,,,
2015-09-01,1243.812,14603.0,14603.0,368.213,0.0,0.0,,,,,,
2015-10-01,1198.162,14068.0,14068.0,354.7,0.0,0.0,,,,,,
2015-11-01,883.433,10373.0,10373.0,261.528,0.0,0.0,,,,,,
2015-12-01,944.95,11095.0,11095.0,279.739,0.0,0.0,,,,,,
2016-01-01,1671.343,16163.0,19199.0,507.676,0.0,0.0,,,,,,
2016-02-01,1326.422,12828.0,15236.0,402.907,0.0,0.0,,,,,,
2016-03-01,1031.6,9976.0,11850.0,313.353,0.0,0.0,,,,,,
2016-04-01,986.546,9541.0,11332.0,299.668,0.0,0.0,,,,,,
2016-05-01,1064.924,10298.0,12232.0,323.476,0.0,0.0,,,,,,
2016-06-01,1620.1,15667.0,18610.0,492.113,0.0,0.0,,,,,,
2016-07-01,1910.933,18479.0,21951.0,580.455,0.0,0.0,,,,,,
2016-08-01,2113.561,20439.0,24278.0,642.004,0.0,0.0,,,,,,
2016-09-01,1749.7,16920.0,20098.0,531.48,0.0,0.0,,,,,,
2016-10-01,1725.951,16691.0,19826.0,524.266,0.0,0.0,,,,,,
2016-11-01,1327.109,12834.0,15244.0,403.116,0.0,0.0,,,,,,
2016-12-01,1502.811,14533.0,17263.0,456.486,0.0,0.0,,,,,,
2017-01-01,1724.923,16695.0,19963.0,525.973,0.0,0.0,,,,,,
2017-02-01,1316.598,12744.0,15238.0,401.465,0.0,0.0,,,,,,
2017-03-01,1090.321,10553.0,12620.0,332.467,0.0,0.0,,,,,,
2017-04-01,973.986,9427.0,11273.0,296.994,0.0,0.0,,,,,,
2017-05-01,1208.322,11696.0,13985.0,368.449,0.0,0.0,,,,,,
2017-06-01,1589.73,15388.0,18400.0,484.75,0.0,0.0,,,,,,
2017-07-01,2167.869,20983.0,25091.0,661.04,0.0,0.0,,,,,,
2017-08-01,2447.222,23687.0,28324.0,746.221,0.0,0.0,,,,,,
2017-09-01,2013.607,19490.0,23306.0,614.001,0.0,0.0,,,,,,
2017-10-01,1907.021,18458.0,22071.0,581.5,0.0,0.0,,,,,,
2017-11-01,1657.348,16042.0,19182.0,505.369,0.0,0.0,,,,,,
2017-12-01,1757.053,17007.0,20336.0,535.771,0.0,0.0,,,,,,
2018-01-01,921.281,8900.0,10665.0,278.595,0.0,0.0,,,,,,
2018-02-01,808.905,7814.0,9366.0,244.612,0.0,0.0,,,,,,
2018-03-01,841.29,8127.0,9740.0,254.405,0.0,0.0,,,,,,
2018-04-01,633.142,6116.0,7331.0,191.461,0.0,0.0,,,,,,
2018-05-01,577.969,5583.0,6692.0,174.777,0.0,0.0,,,,,,
2018-06-01,790.637,7637.0,9155.0,239.087,0.0,0.0,,,,,,
2018-07-01,1379.657,13328.0,15974.0,417.206,0.0,0.0,,,,,,
2018-08-01,1276.306,12330.0,14778.0,385.953,0.0,0.0,,,,,,
2018-09-01,1027.173,9923.0,11893.0,310.616,0.0,0.0,,,,,,
2018-10-01,1148.146,11091.0,13294.0,347.198,0.0,0.0,,,,,,
2018-11-01,1026.398,9915.0,11884.0,310.381,0.0,0.0,,,,,,
2018-12-01,1034.096,9989.0,11973.0,312.709,0.0,0.0,,,,,,
2019-01-01,573.219,5725.0,6819.0,175.468,0.0,0.0,,,,,,
2019-02-01,531.496,5308.0,6322.0,162.696,0.0,0.0,,,,,,
2019-03-01,463.49,4629.0,5513.0,141.879,0.0,0.0,,,,,,
2019-04-01,325.23,3248.0,3868.0,99.556,0.0,0.0,,,,,,
2019-05-01,280.255,2799.0,3334.0,85.789,0.0,0.0,,,,,,
2019-06-01,374.751,3743.0,4457.0,114.715,0.0,0.0,,,,,,
2019-07-01,590.76,5900.0,7027.0,180.837,0.0,0.0,,,,,,
2019-08-01,693.918,6930.0,8255.0,212.415,0.0,0.0,,,,,,
2019-09-01,610.596,6098.0,7264.0,186.91,0.0,0.0,,,,,,
2019-10-01,625.382,6246.0,7439.0,191.436,0.0,0.0,,,,,,
2019-11-01,613.337,6126.0,7296.0,187.748,0.0,0.0,,,,,,
2019-12-01,636.146,6353.0,7567.0,194.731,0.0,0.0,,,,,,
2020-01-01,461.666,4444.0,5503.0,137.504,0.0,0.0,,,,,,
2020-02-01,407.697,3925.0,4859.0,121.43,0.0,0.0,,,,,,
2020-03-01,452.571,4357.0,5394.0,134.796,0.0,0.0,,,,,,
2020-04-01,320.058,3081.0,3815.0,95.328,0.0,0.0,,,,,,
2020-05-01,300.942,2897.0,3587.0,89.634,0.0,0.0,,,,,,
2020-06-01,423.338,4075.0,5046.0,126.089,0.0,0.0,,,,,,
2020-07-01,592.205,5701.0,7059.0,176.385,0.0,0.0,,,,,,
2020-08-01,736.448,7090.0,8779.0,219.347,0.0,0.0,,,,,,
2020-09-01,641.331,6174.0,7645.0,191.017,0.0,0.0,,,,,,
2020-10-01,666.039,6411.0,7939.0,198.376,0.0,0.0,,,,,,
2020-11-01,532.008,5121.0,6341.0,158.456,0.0,0.0,,,,,,
2020-12-01,589.697,5677.0,7029.0,175.638,0.0,0.0,,,,,,
2021-01-01,804.798,7759.0,9425.0,241.251,0.0,0.0,,,,,,
2021-02-01,682.494,6580.0,7992.0,204.588,0.0,0.0,,,,,,
2021-03-01,733.813,7075.0,8594.0,219.972,0.0,0.0,,,,,,
2021-04-01,651.138,6278.0,7625.0,195.189,0.0,0.0,,,,,,
2021-05-01,680.523,6561.0,7969.0,203.997,0.0,0.0,,,,,,
2021-06-01,930.576,8971.0,10897.0,278.955,0.0,0.0,,,,,,
2021-07-01,1284.177,12380.0,15037.0,384.952,0.0,0.0,,,,,,
2021-08-01,1172.497,11304.0,13730.0,351.474,0.0,0.0,,,,,,
2021-09-01,997.656,9618.0,11683.0,299.063,0.0,0.0,,,,,,
2021-10-01,951.073,9169.0,11137.0,285.099,0.0,0.0,,,,,,
2021-11-01,874.083,8427.0,10235.0,262.02,0.0,0.0,,,,,,
2021-12-01,902.172,8698.0,10565.0,270.44,0.0,0.0,,,,,,
2022-01-01,981.008,9449.0,11330.0,292.856,0.0,0.0,,,,,,
2022-02-01,814.498,7845.0,9406.0,243.149,0.0,0.0,,,,,,
2022-03-01,753.627,7259.0,8703.0,224.977,0.0,0.0,,,,,,
2022-04-01,771.966,7435.0,8915.0,230.452,0.0,0.0,,,,,,
2022-05-01,708.41,6824.0,8181.0,211.479,0.0,0.0,,,,,,
2022-06-01,963.485,9280.0,11127.0,287.625,0.0,0.0,,,,,,
2022-07-01,1287.119,12397.0,14865.0,384.238,0.0,0.0,,,,,,
2022-08-01,1553.08,14959.0,17937.0,463.634,0.0,0.0,,,,,,
2022-09-01,1423.394,13710.0,16439.0,424.92,0.0,0.0,,,,,,
2022-10-01,1307.169,12590.0,15096.0,390.223,0.0,0.0,,,,,,
2022-11-01,1200.409,11562.0,13864.0,358.353,0.0,0.0,,,,,,
2022-12-01,1326.835,12780.0,15323.0,396.094,0.0,0.0,,,,,,
2023-01-01,917.472,8839.0,10809.0,274.224,0.0,0.0,,,,,,
2023-02-01,781.509,7530.0,9207.0,233.585,0.0,0.0,,,,,,
2023-03-01,751.13,7236.0,8849.0,224.506,0.0,0.0,,,,,,
2023-04-01,586.79,5653.0,6913.0,175.386,0.0,0.0,,,,,,
2023-05-01,380.061,3662.0,4477.0,113.596,0.0,0.0,,,,,,
2023-06-01,499.984,4817.0,5890.0,149.44,0.0,0.0,,,,,,
2023-07-01,1157.364,11151.0,13636.0,345.925,0.0,0.0,,,,,,
2023-08-01,1167.804,11251.0,13759.0,349.045,0.0,0.0,,,,,,
2023-09-01,826.604,7964.0,9739.0,247.064,0.0,0.0,,,,,,
2023-10-01,1009.436,9725.0,11892.0,301.711,0.0,0.0,,,,,,
2023-11-01,948.252,9136.0,11172.0,283.424,0.0,0.0,,,,,,
2023-12-01,1067.594,10286.0,12578.0,319.094,0.0,0.0,,,,,,
2024-01-01,899.13,8692.0,10396.0,272.733,0.0,0.0,,,,,,
2024-02-01,609.897,5896.0,7053.0,185.0,0.0,0.0,,,,,,
2024-03-01,436.546,4220.0,5048.0,132.417,0.0,0.0,,,,,,
2024-04-01,371.614,3592.0,4297.0,112.722,0.0,0.0,,,,,,
2024-05-01,334.364,3232.0,3867.0,101.422,0.0,0.0,,,,,,
2024-06-01,514.408,4973.0,5949.0,156.035,0.0,0.0,,,,,,
2024-07-01,988.286,9555.0,11429.0,299.776,0.0,0.0,,,,,,
2024-08-01,858.431,8298.0,9927.0,260.387,0.0,0.0,,,,,,
2024-09-01,756.118,7309.0,8744.0,229.353,0.0,0.0,,,,,,
2024-10-01,792.184,7658.0,9160.0,240.293,0.0,0.0,,,,,,
2024-11-01,637.916,6167.0,7377.0,193.499,0.0,0.0,,,,,,
2024-12-01,700.106,6768.0,8096.0,212.363,0.0,0.0,,,,,,
