measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2022-02-01,7.769,166.0,166.0,4470.231,95601.0,95601.0
2022-03-01,11.326,267.0,267.0,4380.674,103178.0,103178.0
2022-04-01,11.012,259.0,259.0,1404.988,32988.0,32988.0
2022-05-01,8.992,214.0,214.0,4794.008,113886.0,113886.0
2022-06-01,14.158,299.0,299.0,5061.842,107000.0,107000.0
2022-07-01,7.455,165.0,165.0,4221.545,93550.0,93550.0
2022-08-01,2.77,59.0,59.0,5873.23,125194.0,125194.0
2022-09-01,7.333,166.0,166.0,3981.667,89998.0,89998.0
2022-10-01,6.374,164.0,164.0,4770.626,122566.0,122566.0
2022-11-01,3.281,73.0,73.0,4843.719,107256.0,107256.0
2022-12-01,4.43,118.0,118.0,3623.57,96308.0,96308.0
2023-01-01,6.471,167.0,167.0,4656.529,120088.0,120088.0
2023-02-01,8.101,194.0,194.0,2905.899,69497.0,69497.0
2023-03-01,2.402,66.0,66.0,2921.598,79711.0,79711.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
