measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Wood Waste Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2014-01-01,0.0,0.0,0.0,,,,,,,7536.0,118052.0,118052.0
2014-02-01,0.0,0.0,0.0,,,,,,,15599.0,218790.0,218790.0
2014-03-01,0.0,0.0,0.0,,,,,,,15540.0,168003.0,168003.0
2014-04-01,0.0,0.0,0.0,,,,,,,5557.0,201320.0,201320.0
2014-05-01,0.0,0.0,0.0,1523.04,11532.0,11532.0,,,,14927.96,113030.0,113030.0
2014-06-01,4.137,36.0,36.0,617.786,5376.0,5376.0,,,,12187.077,106052.0,106052.0
2014-07-01,0.0,0.0,0.0,840.388,9562.0,9562.0,,,,9592.612,109146.0,109146.0
2014-08-01,0.0,0.0,0.0,1059.275,11673.0,11673.0,,,,9509.725,104793.0,104793.0
2014-09-01,0.0,0.0,0.0,684.967,7579.0,7579.0,,,,11636.033,128754.0,128754.0
2014-10-01,24.334,264.0,264.0,695.586,7552.0,7552.0,,,,8400.08,91200.0,91200.0
2014-11-01,0.0,0.0,0.0,456.327,7867.0,7867.0,,,,10800.673,186204.0,186204.0
2014-12-01,28.287,549.0,549.0,255.427,4957.0,4957.0,,,,11666.286,226400.0,226400.0
2015-01-01,0.0,0.0,0.0,625.113,10777.0,10777.0,,,,8011.887,138129.0,138129.0
2015-02-01,0.0,0.0,0.0,535.34,8922.0,8922.0,,,,9421.66,157029.0,157029.0
2015-03-01,0.0,0.0,0.0,595.185,11289.0,11289.0,,,,7423.815,140808.0,140808.0
2015-04-01,0.0,0.0,0.0,363.403,4765.0,4765.0,,,,2513.597,32959.0,32959.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-07-01,174.338,1939.0,1939.0,333.575,3710.0,3710.0,,,,6544.087,72777.0,72777.0
2015-08-01,0.0,0.0,0.0,135.94,2686.0,2686.0,,,,8315.06,164314.0,164314.0
2015-09-01,5.404,104.0,104.0,88.223,1695.0,1695.0,,,,6359.373,122177.0,122177.0
2015-10-01,47.533,853.0,853.0,247.64,4445.0,4445.0,,,,4203.827,75460.0,75460.0
2015-11-01,0.0,0.0,0.0,541.953,10298.0,10298.0,,,,7020.047,133387.0,133387.0
2015-12-01,0.0,0.0,0.0,389.404,6140.0,6140.0,,,,7022.596,110733.0,110733.0
2016-01-01,0.0,0.0,0.0,97.032,1563.0,1563.0,,,,7599.968,122429.0,122429.0
2016-02-01,14.408,247.0,247.0,84.042,1439.0,1439.0,,,,8913.55,152632.0,152632.0
2016-03-01,0.0,0.0,0.0,314.869,3550.0,3550.0,,,,13669.131,154104.0,154104.0
2016-04-01,51.51,1052.0,1052.0,131.577,2686.0,2686.0,,,,4529.913,92484.0,92484.0
2016-05-01,0.0,0.0,0.0,469.093,8954.0,8954.0,,,,7562.907,144366.0,144366.0
2016-06-01,0.0,0.0,0.0,627.934,12408.0,12408.0,,,,7194.066,142158.0,142158.0
2016-07-01,0.0,0.0,0.0,1106.823,10521.0,10521.0,,,,10751.177,102200.0,102200.0
2016-08-01,0.0,0.0,0.0,969.37,10969.0,10969.0,,,,11134.63,125997.0,125997.0
2016-09-01,34.894,634.0,634.0,584.101,10617.0,10617.0,,,,6722.005,122188.0,122188.0
2016-10-01,0.0,0.0,0.0,711.689,13176.0,13176.0,,,,8481.311,157018.0,157018.0
2016-11-01,0.0,0.0,0.0,712.263,11726.0,11726.0,,,,6554.737,107908.0,107908.0
2016-12-01,0.0,0.0,0.0,1167.346,14263.0,14263.0,,,,10068.654,123023.0,123023.0
2017-01-01,0.0,0.0,0.0,1253.095,15191.0,15191.0,,,,6991.905,84759.0,84759.0
2017-02-01,0.0,0.0,0.0,740.677,14711.0,14711.0,,,,6115.323,121458.0,121458.0
2017-03-01,7.511,120.0,120.0,920.621,14743.0,14743.0,,,,6692.868,107179.0,107179.0
2017-04-01,0.0,0.0,0.0,421.434,8251.0,8251.0,,,,4272.566,83648.0,83648.0
2017-05-01,0.56,10.0,10.0,721.78,13240.0,13240.0,,,,7425.66,136210.0,136210.0
2017-06-01,0.0,0.0,0.0,656.407,11257.0,11257.0,,,,7921.593,135850.0,135850.0
2017-07-01,0.0,0.0,0.0,653.694,9210.0,9210.0,,,,9306.306,131121.0,131121.0
2017-08-01,8.771,180.0,180.0,447.503,9178.0,9178.0,,,,7896.726,161961.0,161961.0
2017-09-01,0.0,0.0,0.0,772.473,12664.0,12664.0,,,,8913.527,146130.0,146130.0
2017-10-01,0.0,0.0,0.0,800.26,14231.0,14231.0,,,,8386.74,149142.0,149142.0
2017-11-01,0.0,0.0,0.0,867.614,16246.0,16246.0,,,,6832.386,127935.0,127935.0
2017-12-01,0.0,0.0,0.0,1222.453,14359.0,14359.0,,,,7863.547,92366.0,92366.0
2018-01-01,0.0,0.0,0.0,613.055,9114.0,9114.0,,,,7861.945,116884.0,116884.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-07-01,82.107,1447.0,1447.0,409.989,7227.0,7227.0,,,,8376.904,147672.0,147672.0
2018-08-01,15.536,256.0,256.0,547.353,9018.0,9018.0,,,,12718.111,209548.0,209548.0
2018-09-01,0.0,0.0,0.0,667.321,11673.0,11673.0,,,,13681.679,239318.0,239318.0
2018-10-01,0.0,0.0,0.0,840.516,13687.0,13687.0,,,,11899.484,193778.0,193778.0
2018-11-01,0.0,0.0,0.0,880.087,13336.0,13336.0,,,,8569.913,129857.0,129857.0
2018-12-01,0.0,0.0,0.0,964.353,15063.0,15063.0,,,,8870.647,138554.0,138554.0
2019-01-01,0.0,0.0,0.0,636.705,12248.0,12248.0,,,,7534.295,144938.0,144938.0
2019-02-01,0.0,0.0,0.0,502.611,10553.0,10553.0,,,,6307.389,132437.0,132437.0
2019-03-01,0.0,0.0,0.0,408.336,7227.0,7227.0,,,,7534.664,133362.0,133362.0
2019-04-01,0.0,0.0,0.0,144.201,2367.0,2367.0,,,,3212.799,52726.0,52726.0
2019-05-01,94.294,1631.0,1631.0,96.116,1663.0,1663.0,,,,2830.59,48974.0,48974.0
2019-06-01,8.506,159.0,159.0,211.682,3966.0,3966.0,,,,7105.812,133116.0,133116.0
2019-07-01,0.0,0.0,0.0,334.878,5884.0,5884.0,,,,9254.122,162609.0,162609.0
2019-08-01,0.0,0.0,0.0,214.002,3358.0,3358.0,,,,8060.998,126485.0,126485.0
2019-09-01,0.0,0.0,0.0,272.741,4125.0,4125.0,,,,8120.259,122825.0,122825.0
2019-10-01,0.0,0.0,0.0,477.519,9338.0,9338.0,,,,7143.481,139695.0,139695.0
2019-11-01,0.0,0.0,0.0,765.26,13464.0,13464.0,,,,7642.74,134462.0,134462.0
2019-12-01,0.0,0.0,0.0,817.135,15318.0,15318.0,,,,6919.865,129723.0,129723.0
2020-01-01,0.0,0.0,0.0,551.334,10474.0,10474.0,,,,6979.666,132591.0,132591.0
2020-02-01,0.0,0.0,0.0,26.755,480.0,480.0,,,,6960.245,124881.0,124881.0
2020-03-01,0.0,0.0,0.0,524.088,10015.0,10015.0,,,,6932.912,132489.0,132489.0
2020-04-01,0.0,0.0,0.0,40.444,698.0,698.0,,,,7274.556,125591.0,125591.0
2020-05-01,0.0,0.0,0.0,409.152,7397.0,7397.0,,,,7381.848,133455.0,133455.0
2020-06-01,0.0,0.0,0.0,437.966,7528.0,7528.0,,,,7406.034,127297.0,127297.0
2020-07-01,17.0,294.0,294.0,447.019,7724.0,7724.0,,,,9657.981,166886.0,166886.0
2020-08-01,0.0,0.0,0.0,476.831,7942.0,7942.0,,,,8563.169,142635.0,142635.0
2020-09-01,10.444,191.0,191.0,262.848,4800.0,4800.0,,,,3859.708,70490.0,70490.0
2020-10-01,0.0,0.0,0.0,563.478,8248.0,8248.0,,,,8642.522,126506.0,126506.0
2020-11-01,52.838,804.0,804.0,460.445,7004.0,7004.0,,,,5213.717,79310.0,79310.0
2020-12-01,0.0,0.0,0.0,555.539,8706.0,8706.0,,,,6529.461,102327.0,102327.0
2021-01-01,1.047,17.0,17.0,569.124,9426.0,9426.0,,,,7014.829,116185.0,116185.0
2021-02-01,0.547,9.0,9.0,467.071,7833.0,7833.0,,,,12624.382,211727.0,211727.0
2021-03-01,0.0,0.0,0.0,507.127,8553.0,8553.0,,,,7040.873,118755.0,118755.0
2021-04-01,41.705,699.0,699.0,132.846,2226.0,2226.0,,,,3980.449,66686.0,66686.0
2021-05-01,0.0,0.0,0.0,324.006,5259.0,5259.0,,,,7988.994,129662.0,129662.0
2021-06-01,0.0,0.0,0.0,402.52,5673.0,5673.0,,,,11221.48,158158.0,158158.0
2021-07-01,15.703,224.0,224.0,568.024,8117.0,8117.0,,,,10274.273,146819.0,146819.0
2021-08-01,11.196,175.0,175.0,639.132,10015.0,10015.0,,,,13409.672,210133.0,210133.0
2021-09-01,0.0,0.0,0.0,696.722,10670.0,10670.0,,,,15346.278,235021.0,235021.0
2021-10-01,0.0,0.0,0.0,648.838,12241.0,12241.0,,,,11411.162,215284.0,215284.0
2021-11-01,0.0,0.0,0.0,590.614,11412.0,11412.0,,,,7081.386,136827.0,136827.0
2021-12-01,0.0,0.0,0.0,467.554,9754.0,9754.0,,,,6429.446,134123.0,134123.0
2022-01-01,70.734,1314.0,1314.0,313.675,5826.0,5826.0,,,,6023.591,111877.0,111877.0
2022-02-01,0.0,0.0,0.0,447.149,8248.0,8248.0,,,,7704.851,142121.0,142121.0
2022-03-01,0.0,0.0,0.0,641.274,11586.0,11586.0,,,,8783.726,158703.0,158703.0
2022-04-01,0.0,0.0,0.0,539.017,9950.0,9950.0,,,,13995.983,258357.0,258357.0
2022-05-01,0.0,0.0,0.0,641.475,11696.0,11696.0,,,,18570.525,338582.0,338582.0
2022-06-01,0.0,0.0,0.0,585.276,10059.0,10059.0,,,,15918.724,273592.0,273592.0
2022-07-01,12.535,209.0,209.0,210.59,3513.0,3513.0,,,,5117.875,85375.0,85375.0
2022-08-01,0.0,0.0,0.0,592.938,8815.0,8815.0,,,,16234.062,241354.0,241354.0
2022-09-01,0.0,0.0,0.0,752.707,10888.0,10888.0,,,,18774.293,271577.0,271577.0
2022-10-01,0.0,0.0,0.0,637.6,10888.0,10888.0,,,,14732.4,251582.0,251582.0
2022-11-01,6.757,111.0,111.0,621.916,10234.0,10234.0,,,,13156.327,216487.0,216487.0
2022-12-01,0.0,0.0,0.0,671.294,11019.0,11019.0,,,,16777.706,275401.0,275401.0
2023-01-01,2.517,50.0,50.0,574.766,11412.0,11412.0,,,,7265.717,144259.0,144259.0
2023-02-01,25.983,418.0,418.0,447.385,7201.0,7201.0,,,,10054.632,161828.0,161828.0
2023-03-01,5.106,85.0,85.0,564.606,9361.0,9361.0,,,,14618.288,242361.0,242361.0
2023-04-01,0.122,2.0,2.0,555.201,9317.0,9317.0,,,,14050.677,235792.0,235792.0
2023-05-01,15.55,235.0,235.0,381.818,5760.0,5760.0,,,,10509.632,158559.0,158559.0
2023-06-01,0.0,0.0,0.0,632.469,11674.0,11674.0,,,,8365.531,154406.0,154406.0
2023-07-01,6.372,118.0,118.0,549.938,10212.0,10212.0,,,,8035.69,149214.0,149214.0
2023-08-01,12.13,223.0,223.0,575.848,10605.0,10605.0,,,,8576.022,157932.0,157932.0
2023-09-01,36.406,663.0,663.0,517.6,9426.0,9426.0,,,,5768.994,105062.0,105062.0
2023-10-01,0.0,0.0,0.0,639.333,10626.0,10626.0,,,,7472.667,124203.0,124203.0
2023-11-01,0.0,0.0,0.0,32.496,589.0,589.0,,,,7884.504,142943.0,142943.0
2023-12-01,13.235,245.0,245.0,0.0,0.0,0.0,,,,6573.765,121592.0,121592.0
2024-01-01,16.374,294.0,294.0,7.934,142.0,142.0,,,,9281.692,166521.0,166521.0
2024-02-01,2.356,38.0,38.0,69.31,1110.0,1110.0,,,,7796.334,124895.0,124895.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7849.0,126127.0,126127.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7181.0,111429.0,111429.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5812.0,88089.0,88089.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8577.0,145892.0,145892.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9572.0,160860.0,160860.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9076.0,137038.0,137038.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9110.0,147795.0,147795.0
2024-10-01,11.955,197.0,197.0,0.0,0.0,0.0,,,,6984.045,115002.0,115002.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8086.0,130280.0,130280.0
2024-12-01,19.848,332.0,332.0,0.0,0.0,0.0,,,,7027.152,117367.0,117367.0
