measured_on,Jet Fuel-Combustion (Gas) Turbine (including jet engine design) Generation,Jet Fuel-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Jet Fuel-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2008-05-01,0.0,0.0,0.0,21.588,289.0,289.0
2008-06-01,0.0,0.0,0.0,49.480000000000004,663.0,663.0
2008-07-01,0.0,0.0,0.0,41.202000000000005,550.0,550.0
2008-08-01,0.0,0.0,0.0,10.544,142.0,142.0
2008-09-01,0.0,0.0,0.0,7.2860000000000005,96.0,96.0
2008-10-01,0.0,0.0,0.0,8.295,113.0,113.0
2008-11-01,0.0,0.0,0.0,7.402,102.0,102.0
2008-12-01,0.0,0.0,0.0,57.86,777.0,777.0
2009-01-01,0.0,0.0,0.0,203.214,2909.0,2909.0
2009-02-01,0.0,0.0,0.0,4.03,59.0,59.0
2009-03-01,0.0,0.0,0.0,16.754,242.0,242.0
2009-04-01,0.0,0.0,0.0,14.958,212.0,212.0
2009-05-01,0.0,0.0,0.0,3.9120000000000004,59.0,59.0
2009-06-01,0.0,0.0,0.0,9.295,136.0,136.0
2009-07-01,0.0,0.0,0.0,28.815,413.0,413.0
2009-08-01,0.0,0.0,0.0,71.586,1027.0,1027.0
2009-09-01,0.0,0.0,0.0,7.376,106.0,106.0
2009-10-01,0.0,0.0,0.0,4.424,65.0,65.0
2009-11-01,0.0,0.0,0.0,7.061,100.0,100.0
2009-12-01,0.0,0.0,0.0,23.575,336.0,336.0
2010-01-01,0.0,0.0,0.0,19.029,277.0,277.0
2010-02-01,0.0,0.0,0.0,17.442,266.0,266.0
2010-03-01,0.0,0.0,0.0,27.353,413.0,413.0
2010-04-01,0.0,0.0,0.0,14.978000000000002,224.0,224.0
2010-05-01,0.0,0.0,0.0,66.709,1009.0,1009.0
2010-06-01,0.0,0.0,0.0,59.145,897.0,897.0
2010-07-01,0.0,0.0,0.0,200.721,3039.0,3039.0
2010-08-01,0.0,0.0,0.0,134.036,2030.0,2030.0
2010-09-01,0.0,0.0,0.0,105.96900000000001,1605.0,1605.0
2010-10-01,0.0,0.0,0.0,4.617,71.0,71.0
2010-11-01,0.0,0.0,0.0,12.89,195.0,195.0
2010-12-01,0.0,0.0,0.0,43.111000000000004,655.0,655.0
2011-01-01,0.0,0.0,0.0,70.839,1077.0,1077.0
2011-02-01,0.0,0.0,0.0,13.43,204.0,204.0
2011-03-01,0.0,0.0,0.0,7.777,119.0,119.0
2011-04-01,0.0,0.0,0.0,3.168,51.0,51.0
2011-05-01,0.0,0.0,0.0,0.873,11.0,11.0
2011-06-01,0.0,0.0,0.0,27.59,420.0,420.0
2011-07-01,0.0,0.0,0.0,46.541,709.0,709.0
2011-08-01,0.0,0.0,0.0,28.133,431.0,431.0
2011-09-01,0.0,0.0,0.0,15.612,238.0,238.0
2011-10-01,0.0,0.0,0.0,2.375,34.0,34.0
2011-11-01,0.0,0.0,0.0,9.052,136.0,136.0
2011-12-01,0.0,0.0,0.0,5.61,85.0,85.0
2012-01-01,0.0,0.0,0.0,5.676,74.0,74.0
2012-02-01,0.0,0.0,0.0,5.311,68.0,68.0
2012-03-01,0.0,0.0,0.0,12.217,159.0,159.0
2012-04-01,0.0,0.0,0.0,5.615,74.0,74.0
2012-05-01,0.0,0.0,0.0,14.821,193.0,193.0
2012-06-01,0.0,0.0,0.0,62.116,816.0,816.0
2012-07-01,0.0,0.0,0.0,49.866,658.0,658.0
2012-08-01,0.0,0.0,0.0,24.729,323.0,323.0
2012-09-01,0.0,0.0,0.0,4.578,62.0,62.0
2012-10-01,0.0,0.0,0.0,15.837,210.0,210.0
2012-11-01,0.0,0.0,0.0,9.195,119.0,119.0
2012-12-01,0.0,0.0,0.0,8.039,108.0,108.0
2013-01-01,0.0,0.0,0.0,64.219,868.0,868.0
2013-02-01,0.0,0.0,0.0,45.91,612.0,612.0
2013-03-01,0.0,0.0,0.0,1.958,28.0,28.0
2013-04-01,0.0,0.0,0.0,0.935,11.0,11.0
2013-05-01,0.0,0.0,0.0,0.866,11.0,11.0
2013-06-01,0.0,0.0,0.0,3.599,45.0,45.0
2013-07-01,0.0,0.0,0.0,26.605,357.0,357.0
2013-08-01,0.0,0.0,0.0,4.923,68.0,68.0
2013-09-01,0.0,0.0,0.0,3.112,40.0,40.0
2013-10-01,0.0,0.0,0.0,0.466,6.0,6.0
2013-11-01,0.0,0.0,0.0,3.133,40.0,40.0
2013-12-01,0.0,0.0,0.0,60.274,805.0,805.0
2014-01-01,0.0,0.0,0.0,368.551,5046.0,5046.0
2014-02-01,0.0,0.0,0.0,110.19,1514.0,1514.0
2014-03-01,0.0,0.0,0.0,123.56,1695.0,1695.0
2014-04-01,0.0,0.0,0.0,1.163,17.0,17.0
2014-05-01,0.0,0.0,0.0,0.363,6.0,6.0
2014-06-01,0.0,0.0,0.0,3.257,45.0,45.0
2014-07-01,0.0,0.0,0.0,5.212,74.0,74.0
2014-08-01,0.0,0.0,0.0,12.677,176.0,176.0
2014-09-01,0.0,0.0,0.0,4.916,68.0,68.0
2014-10-01,0.0,0.0,0.0,1.793,23.0,23.0
2014-11-01,0.0,0.0,0.0,5.94,79.0,79.0
2014-12-01,0.0,0.0,0.0,16.378,227.0,227.0
2015-01-01,0.0,0.0,0.0,5.702,91.0,91.0
2015-02-01,0.0,0.0,0.0,126.724,1911.0,1911.0
2015-03-01,0.0,0.0,0.0,1.95,28.0,28.0
2015-04-01,0.0,0.0,0.0,2.68,40.0,40.0
2015-05-01,0.0,0.0,0.0,1.544,23.0,23.0
2015-06-01,0.0,0.0,0.0,0.422,6.0,6.0
2015-07-01,0.0,0.0,0.0,7.66,113.0,113.0
2015-08-01,0.0,0.0,0.0,2.64,40.0,40.0
2015-09-01,0.0,0.0,0.0,5.669,85.0,85.0
2015-10-01,0.0,0.0,0.0,0.679,11.0,11.0
2015-11-01,0.0,0.0,0.0,0.445,6.0,6.0
2015-12-01,0.0,0.0,0.0,0.885,11.0,11.0
2016-01-01,0.0,0.0,0.0,29.474,425.0,425.0
2016-02-01,0.0,0.0,0.0,16.54,238.0,238.0
2016-03-01,0.0,0.0,0.0,4.603,68.0,68.0
2016-04-01,0.0,0.0,0.0,10.439,147.0,147.0
2016-05-01,0.0,0.0,0.0,58.564,839.0,839.0
2016-06-01,0.0,0.0,0.0,10.824,153.0,153.0
2016-07-01,0.0,0.0,0.0,60.641,868.0,868.0
2016-08-01,0.0,0.0,0.0,111.648,1593.0,1593.0
2016-09-01,0.0,0.0,0.0,17.788,255.0,255.0
2016-10-01,0.0,0.0,0.0,2.478,34.0,34.0
2016-11-01,0.0,0.0,0.0,16.773,238.0,238.0
2016-12-01,0.0,0.0,0.0,65.228,930.0,930.0
2017-01-01,0.0,0.0,0.0,8.609,96.0,96.0
2017-02-01,0.0,0.0,0.0,15.605,193.0,193.0
2017-03-01,0.0,0.0,0.0,100.501,1225.0,1225.0
2017-04-01,0.0,0.0,0.0,17.694,215.0,215.0
2017-05-01,0.0,0.0,0.0,20.729,255.0,255.0
2017-06-01,0.0,0.0,0.0,18.396,227.0,227.0
2017-07-01,0.0,0.0,0.0,22.863,278.0,278.0
2017-08-01,0.0,0.0,0.0,20.178,244.0,244.0
2017-09-01,0.0,0.0,0.0,23.674,289.0,289.0
2017-10-01,0.0,0.0,0.0,17.95,221.0,221.0
2017-11-01,0.0,0.0,0.0,36.485,448.0,448.0
2017-12-01,0.0,0.0,0.0,178.316,2177.0,2177.0
2018-01-01,0.0,0.0,0.0,242.252,3549.0,3549.0
2018-02-01,0.0,0.0,0.0,9.324,136.0,136.0
2018-03-01,0.0,0.0,0.0,10.352,153.0,153.0
2018-04-01,0.0,0.0,0.0,7.935,119.0,119.0
2018-05-01,0.0,0.0,0.0,8.8,130.0,130.0
2018-06-01,0.0,0.0,0.0,7.574,113.0,113.0
2018-07-01,0.0,0.0,0.0,10.438,153.0,153.0
2018-08-01,0.0,0.0,0.0,18.802,278.0,278.0
2018-09-01,0.0,0.0,0.0,9.247,136.0,136.0
2018-10-01,0.0,0.0,0.0,8.372,125.0,125.0
2018-11-01,0.0,0.0,0.0,18.003,266.0,266.0
2018-12-01,0.0,0.0,0.0,9.901,147.0,147.0
2019-01-01,0.0,0.0,0.0,17.19,278.0,278.0
2019-02-01,0.0,0.0,0.0,10.752,170.0,170.0
2019-03-01,0.0,0.0,0.0,11.208,181.0,181.0
2019-04-01,0.0,0.0,0.0,8.705,142.0,142.0
2019-05-01,0.0,0.0,0.0,4.451,74.0,74.0
2019-06-01,0.0,0.0,0.0,5.422,85.0,85.0
2019-07-01,0.0,0.0,0.0,7.372,119.0,119.0
2019-08-01,0.0,0.0,0.0,14.059,227.0,227.0
2019-09-01,0.0,0.0,0.0,6.773,108.0,108.0
2019-10-01,0.0,0.0,0.0,10.653,170.0,170.0
2019-11-01,0.0,0.0,0.0,14.724,238.0,238.0
2019-12-01,0.0,0.0,0.0,16.691,266.0,266.0
2020-01-01,0.0,0.0,0.0,6.456,113.0,113.0
2020-02-01,0.0,0.0,0.0,6.889,119.0,119.0
2020-03-01,0.0,0.0,0.0,5.354,96.0,96.0
2020-04-01,0.0,0.0,0.0,5.948,102.0,102.0
2020-05-01,0.0,0.0,0.0,4.162,74.0,74.0
2020-06-01,0.0,0.0,0.0,4.042,68.0,68.0
2020-07-01,0.0,0.0,0.0,4.803,85.0,85.0
2020-08-01,0.0,0.0,0.0,4.531,79.0,79.0
2020-09-01,0.0,0.0,0.0,5.138,91.0,91.0
2020-10-01,0.0,0.0,0.0,8.066,142.0,142.0
2020-11-01,0.0,0.0,0.0,8.122,142.0,142.0
2020-12-01,0.0,0.0,0.0,45.489,794.0,794.0
2021-01-01,0.0,0.0,0.0,23.151,389.0,389.0
2021-02-01,0.0,0.0,0.0,31.513,524.0,524.0
2021-03-01,0.0,0.0,0.0,18.142,300.0,300.0
2021-04-01,0.0,0.0,0.0,25.459,424.0,424.0
2021-05-01,0.0,0.0,0.0,13.457,224.0,224.0
2021-06-01,0.0,0.0,0.0,18.909,312.0,312.0
2021-07-01,0.0,0.0,0.0,7.768,130.0,130.0
2021-08-01,0.0,0.0,0.0,11.741,194.0,194.0
2021-09-01,0.0,0.0,0.0,31.107,518.0,518.0
2021-10-01,0.0,0.0,0.0,45.798,760.0,760.0
2021-11-01,0.0,0.0,0.0,16.563,277.0,277.0
2021-12-01,0.0,0.0,0.0,15.392,253.0,253.0
2022-01-01,0.0,0.0,0.0,91.888,1579.0,1579.0
2022-02-01,0.0,0.0,0.0,13.183,224.0,224.0
2022-03-01,0.0,0.0,0.0,1.779,28.0,28.0
2022-04-01,0.0,0.0,0.0,0.893,17.0,17.0
2022-05-01,0.0,0.0,0.0,0.622,11.0,11.0
2022-06-01,0.0,0.0,0.0,4.669,78.0,78.0
2022-07-01,0.0,0.0,0.0,2.873,50.0,50.0
2022-08-01,0.0,0.0,0.0,0.856,17.0,17.0
2022-09-01,0.0,0.0,0.0,1.717,28.0,28.0
2022-10-01,0.0,0.0,0.0,1.334,22.0,22.0
2022-11-01,0.0,0.0,0.0,1.511,28.0,28.0
2022-12-01,0.0,0.0,0.0,31.675,543.0,543.0
2023-01-01,0.0,0.0,0.0,6.932,101.0,101.0
2023-02-01,0.0,0.0,0.0,8.588,123.0,123.0
2023-03-01,0.0,0.0,0.0,4.42,67.0,67.0
2023-04-01,0.0,0.0,0.0,4.608,67.0,67.0
2023-05-01,0.0,0.0,0.0,1.892,28.0,28.0
2023-06-01,0.0,0.0,0.0,6.882,101.0,101.0
2023-07-01,0.0,0.0,0.0,11.013,162.0,162.0
2023-08-01,0.0,0.0,0.0,3.467,50.0,50.0
2023-09-01,0.0,0.0,0.0,6.048,90.0,90.0
2023-10-01,0.0,0.0,0.0,5.929,84.0,84.0
2023-11-01,0.0,0.0,0.0,3.617,50.0,50.0
2023-12-01,0.0,0.0,0.0,4.604,67.0,67.0
2024-01-01,0.0,0.0,0.0,24.883,347.0,347.0
2024-02-01,0.0,0.0,0.0,10.255,146.0,146.0
2024-03-01,0.0,0.0,0.0,8.433,118.0,118.0
2024-04-01,0.0,0.0,0.0,5.451,78.0,78.0
2024-05-01,0.0,0.0,0.0,7.612,106.0,106.0
2024-06-01,0.0,0.0,0.0,5.464,78.0,78.0
2024-07-01,0.0,0.0,0.0,5.022,73.0,73.0
2024-08-01,0.0,0.0,0.0,5.379,78.0,78.0
2024-09-01,0.0,0.0,0.0,6.083,84.0,84.0
2024-10-01,0.0,0.0,0.0,9.018,129.0,129.0
2024-11-01,0.0,0.0,0.0,4.947,73.0,73.0
2024-12-01,0.0,0.0,0.0,16.453,235.0,235.0
