measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2017-12-01,13859.237,158455.0,158455.0,12190.987,106822.0,106822.0
2018-01-01,11445.332,129710.0,129710.0,13232.234,117274.0,117274.0
2018-02-01,11780.553,133511.0,133511.0,13619.791,120710.0,120710.0
2018-03-01,14283.1,161873.0,161873.0,16513.048,146352.0,146352.0
2018-04-01,13266.526,150352.0,150352.0,15337.761,135936.0,135936.0
2018-05-01,20315.809,230242.0,230242.0,23487.613,208166.0,208166.0
2018-06-01,19982.731,226467.0,226467.0,23102.534,204753.0,204753.0
2018-07-01,24780.248,280839.0,280839.0,28649.063,253911.0,253911.0
2018-08-01,18445.994,209051.0,209051.0,21325.873,189007.0,189007.0
2018-09-01,16652.278,188723.0,188723.0,19252.114,170628.0,170628.0
2018-10-01,12220.657,138498.0,138498.0,14128.606,125219.0,125219.0
2018-11-01,11169.958,126591.0,126591.0,12913.867,114453.0,114453.0
2018-12-01,10303.814,116775.0,116775.0,11912.496,105578.0,105578.0
2019-01-01,15606.204,169942.0,169942.0,13315.829,129394.0,129394.0
2019-02-01,18850.565,205272.0,205272.0,16084.046,156292.0,156292.0
2019-03-01,20305.452,221115.0,221115.0,17325.412,168354.0,168354.0
2019-04-01,18375.992,200104.0,200104.0,15679.122,152356.0,152356.0
2019-05-01,22021.923,239806.0,239806.0,18789.974,182585.0,182585.0
2019-06-01,25513.825,277831.0,277831.0,21769.402,211537.0,211537.0
2019-07-01,32629.107,355313.0,355313.0,27840.441,270531.0,270531.0
2019-08-01,33793.938,367997.0,367997.0,28834.321,280188.0,280188.0
2019-09-01,25925.984,282319.0,282319.0,22121.072,214954.0,214954.0
2019-10-01,21394.477,232974.0,232974.0,18254.612,177383.0,177383.0
2019-11-01,16287.148,177358.0,177358.0,13896.837,135038.0,135038.0
2019-12-01,22829.385,248599.0,248599.0,19478.932,189280.0,189280.0
2020-01-01,18487.247,206738.0,206738.0,33960.912,295257.0,295257.0
2020-02-01,15595.998,174406.0,174406.0,28649.716,249081.0,249081.0
2020-03-01,13402.056,149872.0,149872.0,24619.464,214043.0,214043.0
2020-04-01,11523.467,128864.0,128864.0,21168.51,184040.0,184040.0
2020-05-01,10648.35,119078.0,119078.0,19560.929,170064.0,170064.0
2020-06-01,16437.979,183822.0,183822.0,30196.427,262529.0,262529.0
2020-07-01,23973.3,268088.0,268088.0,44038.749,382875.0,382875.0
2020-08-01,16796.286,187829.0,187829.0,30854.635,268251.0,268251.0
2020-09-01,11345.911,126879.0,126879.0,20842.343,181204.0,181204.0
2020-10-01,12609.277,141006.0,141006.0,23163.134,201381.0,201381.0
2020-11-01,9770.614,109262.0,109262.0,17948.535,156045.0,156045.0
2020-12-01,15044.515,168239.0,168239.0,27636.646,240274.0,240274.0
2021-01-01,24023.063,270437.0,270437.0,30052.906,267426.0,267426.0
2021-02-01,18724.804,210792.0,210792.0,23424.772,208447.0,208447.0
2021-03-01,15426.705,173664.0,173664.0,19298.842,171732.0,171732.0
2021-04-01,17752.5,199847.0,199847.0,22208.416,197623.0,197623.0
2021-05-01,16000.625,180125.0,180125.0,20016.817,178121.0,178121.0
2021-06-01,32063.259,360948.0,360948.0,40111.208,356932.0,356932.0
2021-07-01,37195.973,418728.0,418728.0,46532.244,414070.0,414070.0
2021-08-01,34350.669,386698.0,386698.0,42972.763,382395.0,382395.0
2021-09-01,21552.267,242622.0,242622.0,26961.933,239922.0,239922.0
2021-10-01,25008.368,281529.0,281529.0,31285.524,278396.0,278396.0
2021-11-01,25093.109,282482.0,282482.0,31391.534,279339.0,279339.0
2021-12-01,26909.658,302932.0,302932.0,33664.041,299561.0,299561.0
2022-01-01,27027.53,299870.0,299870.0,37191.222,329473.0,329473.0
2022-02-01,20758.164,230311.0,230311.0,28564.264,253048.0,253048.0
2022-03-01,15519.574,172190.0,172190.0,21355.704,189188.0,189188.0
2022-04-01,13526.087,150072.0,150072.0,18612.567,164887.0,164887.0
2022-05-01,20730.183,230001.0,230001.0,28525.76,252707.0,252707.0
2022-06-01,31145.804,345563.0,345563.0,42858.173,379676.0,379676.0
2022-07-01,43487.526,482493.0,482493.0,59840.994,530125.0,530125.0
2022-08-01,41869.595,464543.0,464543.0,57614.641,510402.0,510402.0
2022-09-01,30793.93,341658.0,341658.0,42373.977,375387.0,375387.0
2022-10-01,22465.135,249250.0,249250.0,30913.141,273856.0,273856.0
2022-11-01,17615.609,195445.0,195445.0,24239.952,214739.0,214739.0
2022-12-01,24692.863,273967.0,273967.0,33978.605,301013.0,301013.0
2023-01-01,32822.027,356623.0,356623.0,69549.262,673700.0,673700.0
2023-02-01,22534.871,244850.0,244850.0,47750.971,462548.0,462548.0
2023-03-01,36023.091,391405.0,391405.0,76332.257,739406.0,739406.0
2023-04-01,23697.315,257480.0,257480.0,50214.167,486408.0,486408.0
2023-05-01,35733.928,388263.0,388263.0,75719.525,733470.0,733470.0
2023-06-01,55955.77,607981.0,607981.0,118569.23,1148542.0,1148542.0
2023-07-01,63984.81,695219.0,695219.0,135582.62,1313344.0,1313344.0
2023-08-01,60839.659,661046.0,661046.0,128918.1,1248787.0,1248787.0
2023-09-01,43941.786,477444.0,477444.0,93111.822,901944.0,901944.0
2023-10-01,31727.565,344732.0,344732.0,67230.117,651237.0,651237.0
2023-11-01,33751.841,366727.0,366727.0,71519.52,692787.0,692787.0
2023-12-01,44080.337,478949.0,478949.0,93405.41,904788.0,904788.0
2024-01-01,55731.634,619473.0,619473.0,46140.431,408497.0,408497.0
2024-02-01,44958.194,499724.0,499724.0,37221.058,329532.0,329532.0
2024-03-01,37669.598,418709.0,418709.0,31186.803,276108.0,276108.0
2024-04-01,28577.22,317645.0,317645.0,23659.188,209463.0,209463.0
2024-05-01,45708.768,508066.0,508066.0,37842.462,335033.0,335033.0
2024-06-01,52296.038,581286.0,581286.0,43296.087,383315.0,383315.0
2024-07-01,80586.929,895748.0,895748.0,66718.223,590680.0,590680.0
2024-08-01,77032.226,856236.0,856236.0,63775.271,564625.0,564625.0
2024-09-01,50708.294,563638.0,563638.0,41981.588,371678.0,371678.0
2024-10-01,33491.391,372267.0,372267.0,27727.649,245483.0,245483.0
2024-11-01,42684.573,474452.0,474452.0,35338.719,312866.0,312866.0
2024-12-01,48087.135,534503.0,534503.0,39811.521,352466.0,352466.0
