measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2019-01-01,524.646,6603.0,6603.0
2019-02-01,427.885,5385.0,5385.0
2019-03-01,577.014,7261.0,7261.0
2019-04-01,507.191,6383.0,6383.0
2019-05-01,567.3,7139.0,7139.0
2019-06-01,498.514,6273.0,6273.0
2019-07-01,510.853,6429.0,6429.0
2019-08-01,469.111,5903.0,5903.0
2019-09-01,460.673,5797.0,5797.0
2019-10-01,515.661,6489.0,6489.0
2019-11-01,449.828,5661.0,5661.0
2019-12-01,451.324,5680.0,5680.0
2020-01-01,516.743,5644.0,5644.0
2020-02-01,490.321,5356.0,5356.0
2020-03-01,530.604,5796.0,5796.0
2020-04-01,524.654,5731.0,5731.0
2020-05-01,463.905,5067.0,5067.0
2020-06-01,453.015,4948.0,4948.0
2020-07-01,430.702,4705.0,4705.0
2020-08-01,408.004,4457.0,4457.0
2020-09-01,480.705,5251.0,5251.0
2020-10-01,494.53,5402.0,5402.0
2020-11-01,409.13,4469.0,4469.0
2020-12-01,444.687,4857.0,4857.0
2021-01-01,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
