measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2004-01-01,11.365400000000001,102.8,125.17,1.92157,0.0,0.0,0.866,12.55,14.87,29620.4406,266065.5,326217.61,5040.42743,2113.61,2113.61
2004-02-01,2.05457,18.4,22.62,0.32344,0.0,0.0,0.49200000000000005,7.13,8.45,29782.05443,264947.91,327894.32,4716.74956,1977.27,1977.27
2004-03-01,0.40246,4.02,4.43,0.11692999999999999,0.0,0.0,0.0,0.0,0.0,29375.04954,290435.85,323395.39,8629.93807,3617.48,3617.48
2004-04-01,0.12710000000000002,1.23,1.4,0.03184,0.0,0.0,1.006,14.58,17.32,32857.0689,315037.67,361726.04,8310.26216,3483.45,3483.45
2004-05-01,1.24973,12.45,13.76,0.35969,0.0,0.0,3.9090000000000003,56.63,67.16,36877.75427,363864.83,406002.27,10731.44031,4498.47,4498.47
2004-06-01,1.65747,17.03,18.25,0.54375,0.0,0.0,61.088,885.15,1049.63,41751.71453,424546.19,459664.37,13870.31925,5814.29,5814.29
2004-07-01,0.95849,9.98,10.55,0.33166,0.0,0.0,89.22200000000001,1292.79,1533.0,43660.45351,449843.33,480670.04,15309.04834,6417.27,6417.27
2004-08-01,1.0908799999999998,11.21,12.01,0.35824999999999996,0.0,0.0,0.9830000000000001,14.24,16.91,42545.73812,432729.69,468399.56,14149.06475,5931.05,5931.05
2004-09-01,225.71752,2314.19,2498.45,73.38098,0.0,0.0,6.156000000000001,89.19,105.76,41503.95348,421074.75,459403.44,13662.07702,5757.52,5757.52
2004-10-01,0.52426,5.46,5.77,0.18187,0.0,0.0,0.936,13.56,16.09,40987.38474,422577.37,451237.35,14409.37313,6040.09,6040.09
2004-11-01,1.4986000000000002,14.93,16.5,0.43074999999999997,0.0,0.0,1.334,19.33,22.91,32295.4994,318561.98,355558.8,9385.61225,3934.37,3934.37
2004-12-01,12.13809,115.06,133.68,2.73297,0.0,0.0,0.609,8.82,10.44,30497.85191,286653.75,335885.57,6926.15403,2904.4,2904.4
2005-01-01,5.899109999999999,45.64,64.71,3.50194,27.1,64.71,,,,25181.57189,250666.47,276240.97,7542.83406,2529.79,2529.79
2005-02-01,1.44048,11.15,15.8,0.85527,6.62,15.8,,,,22732.87952,226300.53,249336.3,6810.50073,2283.39,2283.39
2005-03-01,2.05702,15.92,22.56,1.22131,9.45,22.56,,,,24532.87998,244217.92,269084.38,7349.61169,2464.25,2464.25
2005-04-01,1.6902899999999998,13.08,18.54,1.00359,7.76,18.54,,,,24651.08171,245395.47,270376.71,7385.13341,2476.08,2476.08
2005-05-01,1.74877,13.53,19.18,1.0383099999999998,8.03,19.18,,,,27074.53623,269520.64,296956.35,8111.19969,2719.5,2719.5
2005-06-01,1.53087,11.84,16.79,0.9089499999999999,7.03,16.79,,,,34776.38113,346192.38,381423.13,10418.78805,3493.04,3493.04
2005-07-01,4.45947,34.5,48.91,2.6476699999999997,20.49,48.91,,,,44529.30453,443274.98,488419.43,13339.96833,4472.89,4472.89
2005-08-01,5.3948599999999995,41.74,59.17,3.2029699999999997,24.78,59.17,,,,46145.75914,459364.44,506157.98,13823.99403,4635.34,4635.34
2005-09-01,4.4540299999999995,34.46,48.86,2.64436,20.46,48.86,,,,34803.36797,346454.09,381751.18,10426.01364,3496.04,3496.04
2005-10-01,1.8763299999999998,14.52,20.58,1.11404,8.62,20.58,,,,27015.71967,268934.81,296312.67,8093.53996,2713.6,2713.6
2005-11-01,1.88163,14.56,20.64,1.1171799999999998,8.64,20.64,,,,24104.26337,239951.5,264381.64,7221.24682,2421.18,2421.18
2005-12-01,4.24663,32.86,46.58,2.5211699999999997,19.51,46.58,,,,27500.15437,273751.69,301651.67,8237.98283,2762.5,2762.5
2006-01-01,1.00402,9.9,10.71,0.27527999999999997,0.0,0.0,7.368,76.46,76.46,27146.89998,264996.94,289456.68,7527.68772,3288.33,3288.33
2006-02-01,1.21251,11.95,12.93,0.33243999999999996,0.0,0.0,8.921000000000001,92.55,92.55,23934.73749,233640.4,255206.63,6636.88156,2899.24,2899.24
2006-03-01,1.02597,10.11,10.94,0.2813,0.0,0.0,7.537,78.21,78.21,26510.95703,258789.02,282675.86,7351.331700000001,3211.3,3211.3
2006-04-01,0.7900499999999999,7.79,8.42,0.21661999999999998,0.0,0.0,5.804,60.26,60.26,25259.68995,246575.06,269334.09,7004.41338,3059.73,3059.73
2006-05-01,1.39356,13.74,14.86,0.38208,0.0,0.0,10.256,106.41,106.41,29442.25344,287402.58,313931.1,8164.09192,3566.37,3566.37
2006-06-01,1.31127,12.93,13.98,0.35952,0.0,0.0,9.65,100.15,100.15,31207.36873,304633.22,332751.82,8653.58948,3780.18,3780.18
2006-07-01,1.38808,13.68,14.8,0.38058,0.0,0.0,10.191,105.77,105.77,35138.11692,343003.74,374663.87,9743.58442,4256.31,4256.31
2006-08-01,2.18361,21.53,23.28,0.5986899999999999,0.0,0.0,16.034000000000002,166.37,166.37,36299.81339,354342.16,387050.59,10065.51031,4397.03,4397.03
2006-09-01,1.42099,14.01,15.15,0.3896,0.0,0.0,10.459,108.52,108.52,29556.63801,288519.11,315150.73,8195.8044,3580.22,3580.22
2006-10-01,0.75713,7.46,8.07,0.20759,0.0,0.0,5.579000000000001,57.92,57.92,30983.84787,302452.47,330368.5,8591.75841,3753.11,3753.11
2006-11-01,0.61448,6.06,6.55,0.16848,0.0,0.0,4.515,46.86,46.86,26172.55952,255486.56,279067.66,7257.60452,3170.31,3170.31
2006-12-01,1.16313,11.47,12.4,0.31890999999999997,0.0,0.0,8.547,88.69,88.69,29349.66187,286499.23,312943.84,8138.48009,3555.15,3555.15
2007-01-01,,,,,,,5.3740000000000006,50.0,50.0,30816.2,321710.0,321710.0,8268.0,1442.0,1442.0
2007-02-01,,,,,,,10.56,99.0,99.0,27957.448,291866.0,291866.0,7501.0,1071.0,1071.0
2007-03-01,,,,,,,5.986000000000001,55.0,55.0,33086.058,345407.0,345407.0,8877.0,297.0,297.0
2007-04-01,,,,,,,12.458,121.0,121.0,26418.104,275796.0,275796.0,7088.0,952.0,952.0
2007-05-01,,,,,,,12.57,121.0,121.0,31233.651,326068.0,326068.0,8380.0,3749.0,3749.0
2007-06-01,,,,,,,13.876000000000001,132.0,132.0,32340.631,337625.0,337625.0,8677.0,8940.0,8940.0
2007-07-01,,,,,,,15.584000000000001,149.0,149.0,32508.323,339375.0,339375.0,8722.0,15119.0,15119.0
2007-08-01,,,,,,,22.356,215.0,215.0,36898.913,385211.0,385211.0,9900.0,21702.0,21702.0
2007-09-01,,,,,,,14.307,138.0,138.0,32243.75,336613.0,336613.0,8651.0,15707.0,15707.0
2007-10-01,,,,,,,13.727,132.0,132.0,34617.896,361398.0,361398.0,9288.0,14813.0,14813.0
2007-11-01,,,,,,,5.05,50.0,50.0,31785.314,331827.0,331827.0,8528.0,560.0,560.0
2007-12-01,,,,,,,3.152,28.0,28.0,33924.712,354162.0,354162.0,9102.0,334.0,334.0
2008-01-01,,,,,,,3.9930000000000003,41.0,41.0,32425.503,321201.0,342071.0,8910.0,546.0,546.0
2008-02-01,,,,,,,3.519,35.0,35.0,30172.821,299275.0,318306.0,8291.0,119.0,119.0
2008-03-01,,,,,,,3.918,41.0,41.0,34183.248,338565.0,360613.0,9393.0,623.0,623.0
2008-04-01,,,,,,,7.765000000000001,82.0,82.0,27294.194,266363.0,287939.0,7500.0,4467.0,4467.0
2008-05-01,,,,,,,7.898000000000001,82.0,82.0,34678.183,328272.0,365835.0,9529.0,15827.0,15827.0
2008-06-01,,,,,,,11.158000000000001,117.0,117.0,34729.132,324302.0,366372.0,9543.0,20302.0,20302.0
2008-07-01,,,,,,,7.132000000000001,76.0,76.0,28302.259,280766.0,298572.0,7777.0,67.0,67.0
2008-08-01,,,,,,,8.857000000000001,94.0,94.0,27854.634,275736.0,293851.0,7654.0,655.0,655.0
2008-09-01,,,,,,,11.033000000000001,117.0,117.0,27465.237,272426.0,289742.0,7547.0,101.0,101.0
2008-10-01,,,,,,,5.215,53.0,53.0,15961.644,158339.0,168386.0,4386.0,42.0,42.0
2008-11-01,,,,,,,3.124,35.0,35.0,9167.210000000001,90701.0,96709.0,2519.0,261.0,261.0
2008-12-01,,,,,,,2.388,23.0,23.0,28698.935,283352.0,302757.0,7886.0,1417.0,1417.0
2009-01-01,,,,,,,1.7060000000000002,11.0,11.0,13786.329,139789.0,150794.0,3923.0,18.0,18.0
2009-02-01,,,,,,,2.012,11.0,11.0,9344.341,94753.0,102209.0,2659.0,8.0,8.0
2009-03-01,,,,,,,1.338,6.0,6.0,13884.728,140796.0,151871.0,3951.0,9.0,9.0
2009-04-01,,,,,,,2.0580000000000003,11.0,11.0,27249.35,276324.0,298054.0,7754.0,11.0,11.0
2009-05-01,,,,,,,3.1430000000000002,17.0,17.0,10131.529,102740.0,110819.0,2883.0,3.0,3.0
2009-06-01,,,,,,,3.552,17.0,17.0,29090.807,293173.0,318195.0,8278.0,1836.0,1836.0
2009-07-01,,,,,,,3.218,17.0,17.0,25924.485,262851.0,283562.0,7377.0,48.0,48.0
2009-08-01,,,,,,,3.5410000000000004,17.0,17.0,24269.282,246050.0,265457.0,6906.0,64.0,64.0
2009-09-01,,,,,,,2.504,11.0,11.0,21461.411,217042.0,234745.0,6107.0,598.0,598.0
2009-10-01,,,,,,,2.807,17.0,17.0,19486.413,197141.0,213142.0,5545.0,470.0,470.0
2009-11-01,,,,,,,0.8510000000000001,6.0,6.0,9530.595000000001,96643.0,104246.0,2712.0,7.0,7.0
2009-12-01,,,,,,,0.27,0.0,0.0,6353.73,64155.0,69497.0,1808.0,278.0,278.0
2010-01-01,6.192,63.0,67.0,1.78,0.0,0.0,8.999,67.0,67.0,12890.533,131261.0,139838.0,3706.2200000000003,3.0,3.0
2010-02-01,5.676,58.0,62.0,1.6320000000000001,0.0,0.0,0.458,6.0,6.0,10859.849,110581.0,117815.0,3122.368,5.0,5.0
2010-03-01,11.352,115.0,123.0,3.2640000000000002,0.0,0.0,1.323,11.0,11.0,20857.133,212368.0,226278.0,5996.736,19.0,19.0
2010-04-01,0.516,5.0,6.0,0.14800000000000002,0.0,0.0,1.2670000000000001,11.0,11.0,496.85,5059.0,5393.0,142.852,0.0,0.0
2010-05-01,16.512,167.0,179.0,4.539000000000001,0.0,0.0,3.298,22.0,22.0,31161.005,301805.0,338058.0,8959.461000000001,15508.0,15508.0
2010-06-01,16.512,167.0,179.0,4.58,0.0,0.0,6.941000000000001,50.0,50.0,30809.719,301497.0,334250.0,8858.42,12238.0,12238.0
2010-07-01,11.352,115.0,123.0,3.257,0.0,0.0,4.8740000000000006,34.0,34.0,21625.789,219733.0,234612.0,6217.743,481.0,481.0
2010-08-01,13.932,142.0,151.0,4.005,0.0,0.0,4.922000000000001,39.0,39.0,26492.522,269757.0,287410.0,7616.995000000001,15.0,15.0
2010-09-01,12.9,132.0,140.0,3.709,0.0,0.0,2.212,17.0,17.0,24003.248,244412.0,260408.0,6901.291,12.0,12.0
2010-10-01,4.644,47.0,50.0,1.335,0.0,0.0,0.7220000000000001,6.0,6.0,8527.088,86825.0,92510.0,2451.665,6.0,6.0
2010-11-01,4.644,47.0,50.0,1.335,0.0,0.0,0.23500000000000001,0.0,0.0,8384.487000000001,85367.0,90964.0,2410.665,11.0,11.0
2010-12-01,5.676,58.0,62.0,1.631,0.0,0.0,3.749,28.0,28.0,10459.869,106430.0,113478.0,3007.369,83.0,83.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.34,5.0,11.0,4708.728,47509.0,50648.0,1293.0,11.0,11.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.083,1.0,6.0,5240.418,52879.0,56369.0,1439.0,7.0,7.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.309,4.0,11.0,15670.269,158129.0,168558.0,4303.0,15.0,15.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.808,11.0,34.0,27516.745,277674.0,295984.0,7556.0,24.0,24.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.407,6.0,17.0,36573.672,368618.0,393405.0,10043.0,481.0,481.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0,11.0,29231.989,294976.0,314434.0,8027.0,32.0,32.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.211,3.0,11.0,21081.847,212731.0,226767.0,5789.0,26.0,26.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.154,2.0,6.0,22644.14,228488.0,243572.0,6218.0,35.0,35.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.159,2.0,6.0,19377.528,195522.0,208434.0,5321.0,35.0,35.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.106,2.0,6.0,3455.981,34871.0,37175.0,949.0,6.0,6.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.116,2.0,6.0,5925.059,59786.0,63733.0,1627.0,10.0,10.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,13186.624,132824.0,141842.0,3621.0,255.0,255.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.172,2.0,6.0,6406.923,64201.0,69073.0,1693.0,27.0,27.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,6607.496,66205.0,71235.0,1746.0,34.0,34.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.158,2.0,6.0,23867.969,239233.0,257319.0,6307.0,39.0,39.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.21,3.0,6.0,26494.316,264922.0,285633.0,7001.0,678.0,678.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.293,4.0,6.0,24700.529,247115.0,266294.0,6527.0,503.0,503.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.586,8.0,17.0,22687.249,227030.0,244589.0,5995.0,405.0,405.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.547,8.0,17.0,23943.657,239984.0,258134.0,6327.0,46.0,46.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.44,6.0,11.0,12507.316,125349.0,134840.0,3305.0,34.0,34.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.166,2.0,6.0,13888.608,139009.0,149732.0,3670.0,222.0,222.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.218,3.0,6.0,12711.671,127403.0,137043.0,3359.0,29.0,29.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,4552.587,45634.0,49081.0,1203.0,5.0,5.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,19485.679,195026.0,210073.0,5149.0,314.0,314.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,174198.0,187509.0,360.0,33.0,33.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,102852.0,111430.0,250.0,20.0,20.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,14160.0,17103.0,104.0,10.0,10.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,82079.0,91175.0,242.0,19.0,19.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,82063.0,88016.0,215.0,21.0,21.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,192066.0,204667.0,418.0,493.0,493.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,86435.0,93806.0,265.0,31.0,31.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,176287.0,189953.0,426.0,38.0,38.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,144366.0,155850.0,356.0,40.0,40.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,51810.0,56298.0,168.0,13.0,13.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,167547.0,179627.0,364.0,117.0,117.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,39.0,530.0,113039.0,121174.0,266.0,18.0,18.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11196.0,104128.0,112719.0,2008.0,28.0,28.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6098.0,57469.0,64205.0,1049.0,20.0,20.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14497.0,136323.0,143907.0,2754.0,23.0,23.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7795.0,73852.0,81225.0,1436.0,5.0,5.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15771.0,149226.0,159714.0,3004.0,28.0,28.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17964.0,171152.0,184613.0,3738.0,528.0,528.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18854.0,180717.0,195047.0,3972.0,28.0,28.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19352.0,185729.0,202400.0,4042.0,23.0,23.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16252.0,155814.0,172118.0,3362.0,22.0,22.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8879.0,84784.0,91493.0,1783.0,16.0,16.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4300.0,40125.0,46582.0,627.0,132.0,132.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,23.0,2936.0,27082.0,28426.0,316.0,4.0,4.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,46397.0,52444.0,481.0,15.0,15.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15366.0,144734.0,158567.0,3064.0,40.0,40.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12374.0,117269.0,126292.0,2415.0,28.0,28.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24408.0,230938.0,245112.0,4893.0,55.0,55.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26025.0,247068.0,263923.0,5334.0,38.0,38.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25153.0,237795.0,254602.0,4931.0,627.0,627.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29930.0,284607.0,305172.0,6027.0,62.0,62.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27388.0,255756.0,275336.0,5744.0,6773.0,6773.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26927.0,251482.0,274890.0,6723.0,10897.0,10897.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25427.0,240003.0,258122.0,5242.0,1332.0,1332.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18421.0,173786.0,182477.0,3712.0,355.0,355.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,40.0,6106.0,57565.0,64961.0,954.0,29.0,29.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6004.0,64915.0,67251.0,1469.0,10.0,10.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.0,28845.0,29968.0,558.0,19.0,19.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8786.0,95854.0,98035.0,2319.0,39.0,39.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9203.0,98628.0,101478.0,2207.0,125.0,125.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14795.0,158879.0,160210.0,3740.0,567.0,567.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20962.0,223272.0,223272.0,5321.0,1826.0,1826.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21142.0,225613.0,225613.0,5267.0,364.0,364.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17310.0,186024.0,186024.0,4227.0,42.0,42.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18419.0,198886.0,198886.0,4628.0,635.0,635.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10037.0,107915.0,109788.0,2445.0,197.0,197.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5183.0,57800.0,58752.0,1491.0,659.0,659.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464.0,27539.0,27588.0,572.0,8.0,8.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,23174.0,24585.0,406.0,11.0,11.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4315.0,47001.0,47896.0,1013.0,11.0,11.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,57604.0,59451.0,1231.0,10.0,10.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10635.0,112587.0,112587.0,2580.0,376.0,376.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10251.0,109119.0,109119.0,2429.0,356.0,356.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5962.0,64195.0,64505.0,1395.0,763.0,763.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7327.0,79404.0,80157.0,1711.0,144.0,144.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16218.0,174527.0,176073.0,4058.0,1166.0,1166.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13410.0,143913.0,144631.0,3231.0,163.0,163.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6487.0,70530.0,73183.0,1526.0,318.0,318.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6339.0,68101.0,68706.0,1546.0,480.0,480.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.0,35663.0,37746.0,707.0,17.0,17.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6106.0,65941.0,66723.0,1516.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13926.0,148569.0,148569.0,3412.0,3.0,3.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6347.0,67720.0,70409.0,1389.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7703.0,82479.0,83903.0,1804.0,2.0,2.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7202.0,77912.0,78436.0,1756.0,12.0,12.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5840.0,64151.0,66726.0,1423.0,11.0,11.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4182.0,46249.0,48875.0,965.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301.0,37334.0,40089.0,789.0,12.0,12.0
