measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Subbituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Subbituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Subbituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2014-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.0,0.0,0.0,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-158.0,0.0,0.0,0.0,0.0,0.0,,,
2014-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,9225.0,9225.0,,,,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-8.012,0.0,0.0,0.0,0.0,0.0,-187.988,0.0,0.0,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-7.685,0.0,0.0,0.0,0.0,0.0,-180.315,0.0,0.0,0.0,0.0,0.0,,,
2015-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,1618.0,1618.0,,,,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-4.742,0.0,0.0,0.0,0.0,0.0,-111.258,0.0,0.0,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-4.292,0.0,0.0,0.0,0.0,0.0,-100.708,0.0,0.0,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,982.0,11982.0,11982.0,398.0,7106.0,7106.0,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,16120.0,16120.0,855.0,13544.0,13544.0,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-4.21,0.0,0.0,303.0,3654.0,3654.0,-98.79,0.0,0.0,0.0,0.0,0.0,,,
2015-09-01,,,,0.0,0.0,0.0,51.833,771.0,771.0,0.907,23.0,23.0,4.167,62.0,62.0,155.093,3906.0,3906.0,,,,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1553.0,1553.0,-112.0,216.0,216.0,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-5.396,0.0,0.0,145.0,2095.0,2095.0,-126.604,0.0,0.0,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1656.0,1656.0,-152.0,783.0,783.0,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.182,0.0,0.0,0.0,0.0,0.0,-216.818,0.0,0.0,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.155,0.0,0.0,0.0,0.0,0.0,-184.845,0.0,0.0,0.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.117,0.0,0.0,0.0,0.0,0.0,-139.883,0.0,0.0,0.0,0.0,0.0,,,
2016-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,14190.0,14190.0,99.0,3485.0,3485.0,0.0,0.0,0.0,,,
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,724.0,10391.0,10391.0,44.0,2405.0,2405.0,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,,,,94.07,1301.0,1301.0,0.0,0.0,0.0,3994.93,55229.0,55229.0,1935.0,32072.0,32072.0,0.0,0.0,0.0,,,
2016-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2681.0,37876.0,37876.0,20.0,1726.0,1726.0,0.0,0.0,0.0,,,
2016-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2139.0,30234.0,30234.0,157.0,4150.0,4150.0,0.0,0.0,0.0,,,
2016-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.082,0.0,0.0,1352.0,18923.0,18923.0,-97.918,0.0,0.0,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.087,0.0,0.0,1178.0,16509.0,16509.0,-103.913,0.0,0.0,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,773.0,10808.0,10808.0,-87.0,964.0,964.0,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,236.0,3537.0,3537.0,-80.0,1980.0,1980.0,0.0,0.0,0.0,,,
2017-01-01,,,,0.0,0.0,0.0,9.384,133.0,133.0,0.0,0.0,0.0,241.011,3381.0,3381.0,133.0,4959.0,4959.0,,,,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,,,,1.943,29.0,29.0,0.0,0.0,0.0,196.073,2751.0,2751.0,-163.0,0.0,0.0,0.0,0.0,0.0,,,
2017-03-01,0.0,0.0,0.0,,,,4.233,58.0,58.0,0.0,0.0,0.0,327.274,4592.0,4592.0,-176.0,0.0,0.0,0.0,0.0,0.0,,,
2017-04-01,0.0,0.0,0.0,,,,4.945,70.0,70.0,0.0,0.0,0.0,488.879,6859.0,6859.0,-118.0,0.0,0.0,0.0,0.0,0.0,,,
2017-05-01,0.0,0.0,0.0,,,,8.961,128.0,128.0,0.0,0.0,0.0,455.959,6397.0,6397.0,244.0,4316.0,4316.0,0.0,0.0,0.0,,,
2017-06-01,0.0,0.0,0.0,,,,4.084,58.0,58.0,0.0,0.0,0.0,582.232,8169.0,8169.0,312.0,6060.0,6060.0,0.0,0.0,0.0,,,
2017-07-01,0.0,0.0,0.0,,,,3.414,46.0,46.0,0.0,0.0,0.0,1176.777,16510.0,16510.0,674.0,11421.0,11421.0,0.0,0.0,0.0,,,
2017-08-01,0.0,0.0,0.0,,,,2.559,35.0,35.0,0.0,0.0,0.0,1177.963,16527.0,16527.0,-98.0,0.0,0.0,0.0,0.0,0.0,,,
2017-09-01,0.0,0.0,0.0,,,,2.814,41.0,41.0,0.0,0.0,0.0,1156.651,16228.0,16228.0,-92.0,0.0,0.0,0.0,0.0,0.0,,,
2017-10-01,0.0,0.0,0.0,,,,4.559,64.0,64.0,0.0,0.0,0.0,813.393,11412.0,11412.0,-107.0,0.0,0.0,0.0,0.0,0.0,,,
2017-11-01,0.0,0.0,0.0,,,,7.523,104.0,104.0,0.0,0.0,0.0,980.367,13755.0,13755.0,-141.0,0.0,0.0,0.0,0.0,0.0,,,
2017-12-01,0.0,0.0,0.0,,,,8.004,110.0,110.0,0.0,0.0,0.0,1139.998,15994.0,15994.0,-211.0,0.0,0.0,0.0,0.0,0.0,,,
2018-01-01,0.0,0.0,0.0,,,,0.934,17.0,17.0,0.481,11.0,11.0,1134.46,15462.0,15462.0,334.519,7931.0,7931.0,0.0,0.0,0.0,,,
2018-02-01,0.0,0.0,0.0,,,,0.985,11.0,11.0,0.0,0.0,0.0,1129.364,15392.0,15392.0,-223.0,0.0,0.0,0.0,0.0,0.0,,,
2018-03-01,0.0,0.0,0.0,,,,1.513,23.0,23.0,0.0,0.0,0.0,1500.568,20451.0,20451.0,-188.0,0.0,0.0,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,,,,0.839,11.0,11.0,0.0,0.0,0.0,1970.435,26855.0,26855.0,-161.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-01,0.0,0.0,0.0,,,,0.796,11.0,11.0,0.0,0.0,0.0,2315.806,31562.0,31562.0,873.0,15218.0,15218.0,0.0,0.0,0.0,,,
2018-06-01,0.0,0.0,0.0,,,,0.741,11.0,11.0,0.0,0.0,0.0,2082.192,28378.0,28378.0,668.0,11265.0,11265.0,0.0,0.0,0.0,,,
2018-07-01,0.0,0.0,0.0,,,,0.405,6.0,6.0,0.0,0.0,0.0,2743.518,37392.0,37392.0,622.0,10852.0,10852.0,0.0,0.0,0.0,,,
2018-08-01,0.0,0.0,0.0,,,,0.494,6.0,6.0,0.0,0.0,0.0,1275.077,17378.0,17378.0,219.0,5112.0,5112.0,0.0,0.0,0.0,,,
2018-09-01,0.0,0.0,0.0,,,,1.044,11.0,11.0,0.0,0.0,0.0,2186.771,29804.0,29804.0,54.0,2465.0,2465.0,0.0,0.0,0.0,,,
2018-10-01,0.0,0.0,0.0,,,,0.667,11.0,11.0,0.0,0.0,0.0,1455.075,19831.0,19831.0,-117.0,0.0,0.0,0.0,0.0,0.0,,,
2018-11-01,0.0,0.0,0.0,,,,0.624,6.0,6.0,0.0,0.0,0.0,928.03,12648.0,12648.0,-109.0,1159.0,1159.0,0.0,0.0,0.0,,,
2018-12-01,0.0,0.0,0.0,,,,0.577,6.0,6.0,0.0,0.0,0.0,1411.085,19232.0,19232.0,-213.0,0.0,0.0,0.0,0.0,0.0,,,
2019-01-01,0.0,0.0,0.0,,,,19.397,259.0,259.0,-0.046,0.0,0.0,1179.532,15810.0,15810.0,-207.954,0.0,0.0,0.0,0.0,0.0,,,
2019-02-01,0.0,0.0,0.0,,,,18.058,242.0,242.0,0.0,0.0,0.0,1100.695,14753.0,14753.0,-183.0,1154.0,1154.0,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,,,,26.1,351.0,351.0,-0.046,0.0,0.0,1210.924,16230.0,16230.0,-207.954,0.0,0.0,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,,,,15.186,202.0,202.0,-0.029,0.0,0.0,928.114,12440.0,12440.0,-130.971,0.0,0.0,0.0,0.0,0.0,,,
2019-05-01,0.0,0.0,0.0,,,,26.757,357.0,357.0,0.0,0.0,0.0,1069.924,14340.0,14340.0,559.0,9281.0,9281.0,0.0,0.0,0.0,,,
2019-06-01,0.0,0.0,0.0,,,,22.911,305.0,305.0,0.0,0.0,0.0,1424.004,19086.0,19086.0,423.0,7815.0,7815.0,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,,,,13.678,184.0,184.0,0.0,0.0,0.0,2154.579,28878.0,28878.0,988.0,16841.0,16841.0,0.0,0.0,0.0,,,
2019-08-01,0.0,0.0,0.0,,,,18.032,242.0,242.0,0.0,0.0,0.0,2208.62,29603.0,29603.0,1336.0,21062.0,21062.0,0.0,0.0,0.0,,,
2019-09-01,0.0,0.0,0.0,,,,20.702,276.0,276.0,0.0,0.0,0.0,1601.967,21471.0,21471.0,1156.0,18320.0,18320.0,0.0,0.0,0.0,,,
2019-10-01,0.0,0.0,0.0,,,,21.915,294.0,294.0,0.0,0.0,0.0,1189.253,15940.0,15940.0,61.0,2730.0,2730.0,0.0,0.0,0.0,,,
2019-11-01,0.0,0.0,0.0,,,,19.175,259.0,259.0,-0.037,0.0,0.0,1114.507,14938.0,14938.0,-165.963,0.0,0.0,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,,,,20.467,276.0,276.0,0.0,0.0,0.0,1475.503,19776.0,19776.0,-4.0,3033.0,3033.0,0.0,0.0,0.0,,,
2020-01-01,0.0,0.0,0.0,,,,11.563,168.0,168.0,0.0,0.0,0.0,1728.197,24665.0,24665.0,-232.0,145.0,145.0,0.0,0.0,0.0,,,
2020-02-01,0.0,0.0,0.0,,,,12.021,174.0,174.0,0.0,0.0,0.0,2052.982,29300.0,29300.0,-203.0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-01,0.0,0.0,0.0,,,,10.271,145.0,145.0,0.0,0.0,0.0,861.926,12301.0,12301.0,7.0,2496.0,2496.0,0.0,0.0,0.0,,,
2020-04-01,0.0,0.0,0.0,,,,11.648,168.0,168.0,0.0,0.0,0.0,1076.419,15363.0,15363.0,31.0,2462.0,2462.0,0.0,0.0,0.0,,,
2020-05-01,0.0,0.0,0.0,,,,13.424,191.0,191.0,0.0,0.0,0.0,1600.63,22844.0,22844.0,-107.0,0.0,0.0,0.0,0.0,0.0,,,
2020-06-01,0.0,0.0,0.0,,,,16.183,232.0,232.0,0.0,0.0,0.0,1783.426,25453.0,25453.0,506.0,8721.0,8721.0,0.0,0.0,0.0,,,
2020-07-01,0.0,0.0,0.0,,,,8.257,116.0,116.0,0.0,0.0,0.0,2921.057,41689.0,41689.0,756.0,12993.0,12993.0,0.0,0.0,0.0,,,
2020-08-01,0.0,0.0,0.0,,,,13.385,191.0,191.0,0.0,0.0,0.0,1645.745,23488.0,23488.0,573.0,10409.0,10409.0,0.0,0.0,0.0,,,
2020-09-01,0.0,0.0,0.0,,,,10.251,145.0,145.0,0.0,0.0,0.0,1280.748,18279.0,18279.0,-102.0,0.0,0.0,0.0,0.0,0.0,,,
2020-10-01,0.0,0.0,0.0,,,,12.79,180.0,180.0,0.0,0.0,0.0,1331.639,19005.0,19005.0,122.0,3689.0,3689.0,0.0,0.0,0.0,,,
2020-11-01,0.0,0.0,0.0,,,,17.179,243.0,243.0,0.0,0.0,0.0,1079.366,15405.0,15405.0,29.0,2687.0,2687.0,0.0,0.0,0.0,,,
2020-12-01,0.0,0.0,0.0,,,,13.695,197.0,197.0,0.0,0.0,0.0,1850.198,26406.0,26406.0,216.0,5371.0,5371.0,0.0,0.0,0.0,,,
2021-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-220.0,0.0,0.0,0.0,0.0,0.0,,,
2021-02-01,0.0,0.0,0.0,,,,7006.398,96904.0,96904.0,0.0,0.0,0.0,1330.78,18406.0,18406.0,-228.0,0.0,0.0,0.0,0.0,0.0,,,
2021-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,0.0,0.0,0.0,0.0,0.0,,,
2021-04-01,0.0,0.0,0.0,,,,762.418,10544.0,10544.0,0.0,0.0,0.0,144.812,2003.0,2003.0,-116.0,0.0,0.0,0.0,0.0,0.0,,,
2021-05-01,0.0,0.0,0.0,,,,4.872,69.0,69.0,0.0,0.0,0.0,0.925,13.0,13.0,-108.0,0.0,0.0,0.0,0.0,0.0,,,
2021-06-01,0.0,0.0,0.0,,,,705.767,9762.0,9762.0,0.0,0.0,0.0,134.052,1854.0,1854.0,470.0,8154.0,8154.0,0.0,0.0,0.0,,,
2021-07-01,0.0,0.0,0.0,,,,99.574,1377.0,1377.0,0.0,0.0,0.0,18.913,262.0,262.0,-101.0,0.0,0.0,0.0,0.0,0.0,,,
2021-08-01,0.0,0.0,0.0,,,,319.952,4427.0,4427.0,0.0,0.0,0.0,60.771,841.0,841.0,103.0,3129.0,3129.0,0.0,0.0,0.0,,,
2021-09-01,0.0,0.0,0.0,,,,11.029,154.0,154.0,0.0,0.0,0.0,2.095,29.0,29.0,-92.0,0.0,0.0,0.0,0.0,0.0,,,
2021-10-01,0.0,0.0,0.0,,,,4.799,69.0,69.0,0.0,0.0,0.0,0.912,13.0,13.0,-101.0,0.0,0.0,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,0.0,,,,33.406,463.0,463.0,-128.0,611.0,611.0,6.345,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,,,,417.821,5781.0,5781.0,0.0,0.0,0.0,79.36,1098.0,1098.0,-192.0,0.0,0.0,0.0,0.0,0.0,,,
2022-01-01,0.0,0.0,0.0,,,,31.403,423.0,423.0,-5.276,0.0,0.0,105.15,1432.0,1432.0,-249.724,0.0,0.0,0.0,0.0,0.0,,,
2022-02-01,,,,0.0,0.0,0.0,12.732,171.0,171.0,0.0,0.0,0.0,88.109,1199.0,1199.0,4.0,3012.0,3012.0,,,,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,,,,7.672,103.0,103.0,-3.952,0.0,0.0,75.929,1033.0,1033.0,-187.048,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,,,,9.729,131.0,131.0,-3.31,0.0,0.0,35.353,481.0,481.0,-156.69,0.0,0.0,0.0,0.0,0.0,,,
2022-05-01,,,,0.0,0.0,0.0,27.528,377.0,377.0,0.0,0.0,0.0,102.89,1400.0,1400.0,33.0,2259.0,2259.0,,,,0.0,0.0,0.0
2022-06-01,,,,0.0,0.0,0.0,25.005,343.0,343.0,0.0,0.0,0.0,153.467,2089.0,2089.0,287.0,5521.0,5521.0,,,,0.0,0.0,0.0
2022-07-01,,,,0.0,0.0,0.0,22.075,303.0,303.0,0.0,0.0,0.0,190.425,2592.0,2592.0,1543.0,23487.0,23487.0,,,,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,,,,15.727,211.0,211.0,-2.11,0.0,0.0,188.747,2569.0,2569.0,-99.89,0.0,0.0,0.0,0.0,0.0,,,
2022-09-01,0.0,0.0,0.0,,,,7.794,109.0,109.0,-2.09,0.0,0.0,138.467,1885.0,1885.0,-98.91,0.0,0.0,0.0,0.0,0.0,,,
2022-10-01,,,,0.0,0.0,0.0,18.026,246.0,246.0,0.0,0.0,0.0,93.183,1268.0,1268.0,30.0,2197.0,2197.0,,,,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,,,,12.911,177.0,177.0,-3.724,0.0,0.0,77.039,1049.0,1049.0,-176.276,0.0,0.0,0.0,0.0,0.0,,,
2022-12-01,0.0,0.0,0.0,,,,13.775,188.0,188.0,-5.524,0.0,0.0,109.864,1495.0,1495.0,-261.476,0.0,0.0,0.0,0.0,0.0,,,
2023-01-01,0.0,0.0,0.0,,,,5.838,75.0,75.0,0.0,0.0,0.0,277.835,3740.0,3740.0,-254.0,0.0,0.0,0.0,0.0,0.0,,,
2023-02-01,,,,0.0,0.0,0.0,5.795,81.0,81.0,0.0,0.0,0.0,183.46,2470.0,2470.0,-35.0,2797.0,2797.0,,,,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,,,,5.42,75.0,75.0,0.0,0.0,0.0,260.869,3512.0,3512.0,-230.0,0.0,0.0,0.0,0.0,0.0,,,
2023-04-01,0.0,0.0,0.0,,,,4.366,58.0,58.0,0.0,0.0,0.0,79.987,1077.0,1077.0,-140.0,0.0,0.0,0.0,0.0,0.0,,,
2023-05-01,,,,0.0,0.0,0.0,4.116,58.0,58.0,0.0,0.0,0.0,291.169,3920.0,3920.0,212.0,4524.0,4524.0,,,,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0,3.343,46.0,46.0,0.0,0.0,0.0,344.126,4633.0,4633.0,790.0,12696.0,12696.0,,,,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,,,,3.415,46.0,46.0,0.0,0.0,0.0,394.423,5310.0,5310.0,-101.0,145.0,145.0,0.0,0.0,0.0,,,
2023-08-01,,,,0.0,0.0,0.0,2.755,35.0,35.0,0.0,0.0,0.0,360.563,4854.0,4854.0,2894.0,42102.0,42102.0,,,,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,,,,4.647,63.0,63.0,0.0,0.0,0.0,290.723,3914.0,3914.0,-96.0,0.0,0.0,0.0,0.0,0.0,,,
2023-10-01,0.0,0.0,0.0,,,,3.514,46.0,46.0,0.0,0.0,0.0,184.999,2491.0,2491.0,-107.0,0.0,0.0,0.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,,,,4.284,58.0,58.0,0.0,0.0,0.0,184.651,2486.0,2486.0,-175.0,0.0,0.0,0.0,0.0,0.0,,,
2023-12-01,0.0,0.0,0.0,,,,5.468,75.0,75.0,0.0,0.0,0.0,262.234,3530.0,3530.0,-201.0,0.0,0.0,0.0,0.0,0.0,,,
2024-01-01,,,,0.0,0.0,0.0,6.07,115.0,115.0,160.818,2795.0,2795.0,166.751,2890.0,2890.0,1032.182,17936.0,17936.0,,,,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,,,,3.894,69.0,69.0,0.0,0.0,0.0,151.724,2629.0,2629.0,-187.0,0.0,0.0,0.0,0.0,0.0,,,
2024-03-01,0.0,0.0,0.0,,,,3.09,52.0,52.0,0.0,0.0,0.0,94.829,1643.0,1643.0,-185.0,0.0,0.0,0.0,0.0,0.0,,,
2024-04-01,,,,0.0,0.0,0.0,2.483,40.0,40.0,122.332,2156.0,2156.0,60.264,1044.0,1044.0,481.668,8490.0,8490.0,,,,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,,,,3.021,52.0,52.0,0.0,0.0,0.0,179.458,3109.0,3109.0,-102.0,0.0,0.0,0.0,0.0,0.0,,,
2024-06-01,,,,0.0,0.0,0.0,2.082,35.0,35.0,0.0,0.0,0.0,181.832,3150.0,3150.0,264.0,5322.0,5322.0,,,,0.0,0.0,0.0
2024-07-01,,,,0.0,0.0,0.0,2.051,35.0,35.0,0.0,0.0,0.0,257.098,4455.0,4455.0,1056.0,16487.0,16487.0,,,,0.0,0.0,0.0
2024-08-01,,,,0.0,0.0,0.0,2.487,40.0,40.0,0.0,0.0,0.0,260.411,4512.0,4512.0,1590.0,24235.0,24235.0,,,,0.0,0.0,0.0
2024-09-01,,,,0.0,0.0,0.0,1.865,35.0,35.0,0.0,0.0,0.0,181.751,3149.0,3149.0,560.0,9272.0,9272.0,,,,0.0,0.0,0.0
2024-10-01,,,,0.0,0.0,0.0,2.82,46.0,46.0,0.0,0.0,0.0,102.277,1772.0,1772.0,712.0,11277.0,11277.0,,,,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,,,,2.744,46.0,46.0,0.0,0.0,0.0,117.981,2044.0,2044.0,-140.0,83.0,83.0,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,,,,2.571,46.0,46.0,0.0,0.0,0.0,155.446,2693.0,2693.0,-241.0,0.0,0.0,0.0,0.0,0.0,,,
