measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Generation","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Quantity Consumed For Electricity","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed"
2006-01-01,0.0,0.0,0.0,17.0,187.0,187.0,0.0,0.0,0.0,127523.0,1382993.0,1382993.0,1499.0,16268.0,16268.0
2006-02-01,0.0,0.0,0.0,9.0,105.0,105.0,0.0,0.0,0.0,52438.0,571307.0,571307.0,166.0,1792.0,1792.0
2006-03-01,0.0,0.0,0.0,117.0,1269.0,1269.0,0.0,0.0,0.0,118433.0,1289306.0,1289306.0,2268.0,24696.0,24696.0
2006-04-01,0.0,0.0,0.0,9.0,94.0,94.0,0.0,0.0,0.0,125888.0,1365490.0,1365490.0,1518.0,16464.0,16464.0
2006-05-01,0.0,0.0,0.0,2.0,29.0,29.0,0.0,0.0,0.0,132731.0,1440969.0,1440969.0,1551.0,16856.0,16856.0
2006-06-01,0.0,0.0,0.0,7.0,77.0,77.0,0.0,0.0,0.0,125201.0,1367204.0,1367204.0,316.0,3416.0,3416.0
2006-07-01,0.0,0.0,0.0,109.0,1178.0,1178.0,0.0,0.0,0.0,117528.0,1264788.0,1264788.0,731.0,7868.0,7868.0
2006-08-01,0.0,0.0,0.0,2.0,24.0,24.0,0.0,0.0,0.0,133075.0,1744694.0,1744694.0,1806.0,23660.0,23660.0
2006-09-01,0.0,0.0,0.0,13.0,135.0,135.0,0.0,0.0,0.0,124777.0,1339173.0,1339173.0,736.0,7896.0,7896.0
2006-10-01,0.0,0.0,0.0,26.0,283.0,283.0,0.0,0.0,0.0,127818.0,1377914.0,1377914.0,1554.0,16744.0,16744.0
2006-11-01,0.0,0.0,0.0,21.0,224.0,224.0,0.0,0.0,0.0,123456.0,1335714.0,1335714.0,1306.0,14140.0,14140.0
2006-12-01,0.0,0.0,0.0,20.0,212.0,212.0,0.0,0.0,0.0,125762.0,1350066.0,1350066.0,1147.0,12432.0,12432.0
2007-01-01,0.0,0.0,0.0,9.693,106.0,106.0,0.0,0.0,0.0,131195.77,1435052.0,1435052.0,921.537,10080.0,10080.0
2007-02-01,0.0,0.0,0.0,61.384,666.0,666.0,0.0,0.0,0.0,115591.806,1253325.0,1253325.0,291.81,3164.0,3164.0
2007-03-01,0.0,0.0,0.0,5.386,59.0,59.0,0.0,0.0,0.0,130401.224,1425970.0,1425970.0,1116.39,12208.0,12208.0
2007-04-01,0.0,0.0,0.0,170.30200000000002,1886.0,1886.0,0.0,0.0,0.0,77580.589,859310.0,859310.0,508.11,5628.0,5628.0
2007-05-01,0.0,0.0,0.0,83.10900000000001,911.0,911.0,0.0,0.0,0.0,120234.382,1318011.0,1318011.0,1200.509,13160.0,13160.0
2007-06-01,0.0,0.0,0.0,85.028,934.0,934.0,0.0,0.0,0.0,111564.196,1226022.0,1226022.0,333.77700000000004,3668.0,3668.0
2007-07-01,0.0,0.0,0.0,40.254000000000005,444.0,444.0,0.0,0.0,0.0,130934.569,1443685.0,1443685.0,848.177,9352.0,9352.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135309.407,1061238.0,1061238.0,1049.593,8232.0,8232.0
2007-09-01,0.0,0.0,0.0,94.43,1035.0,1035.0,0.0,0.0,0.0,88147.857,966563.0,966563.0,81.71300000000001,896.0,896.0
2007-10-01,-139.2,0.0,0.0,-139.2,0.0,0.0,-139.2,0.0,0.0,-139.2,0.0,0.0,-139.2,0.0,0.0
2007-11-01,-216.6,0.0,0.0,-216.6,0.0,0.0,-216.6,0.0,0.0,-216.6,0.0,0.0,-216.6,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,-1417.0,574.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,16250.658,180987.0,180987.0,162.446,1809.0,1809.0,0.0,0.0,0.0,66432.537,739875.0,739875.0,153.359,1708.0,1708.0
2008-03-01,20047.432,214758.0,214758.0,52.47,562.0,562.0,0.0,0.0,0.0,112111.883,1200998.0,1200998.0,648.215,6944.0,6944.0
2008-04-01,15898.32,170670.0,170670.0,6.545,70.0,70.0,0.0,0.0,0.0,112785.094,1210762.0,1210762.0,13.041,140.0,140.0
2008-05-01,14519.074,155239.0,155239.0,6.024,64.0,64.0,0.0,0.0,0.0,115321.903,1233031.0,1233031.0,0.0,0.0,0.0
2008-06-01,15189.176,162017.0,162017.0,22.505000000000003,240.0,240.0,0.0,0.0,0.0,111931.319,1193924.0,1193924.0,0.0,0.0,0.0
2008-07-01,14156.205,153983.0,153983.0,3.23,35.0,35.0,0.0,0.0,0.0,117560.507,1278757.0,1278757.0,870.058,9464.0,9464.0
2008-08-01,17654.984,186740.0,186740.0,2.214,23.0,23.0,0.0,0.0,0.0,112965.067,1194854.0,1194854.0,534.735,5656.0,5656.0
2008-09-01,15683.649000000001,166560.0,166560.0,12.68,135.0,135.0,0.0,0.0,0.0,102088.805,1084179.0,1084179.0,682.865,7252.0,7252.0
2008-10-01,19689.77,208935.0,208935.0,6.621,70.0,70.0,0.0,0.0,0.0,99417.227,1054951.0,1054951.0,1158.382,12292.0,12292.0
2008-11-01,18415.658000000003,197054.0,197054.0,0.547,6.0,6.0,0.0,0.0,0.0,90215.663,965339.0,965339.0,552.1320000000001,5908.0,5908.0
2008-12-01,10858.098,124087.0,124087.0,121.423,1388.0,1388.0,1151.308,13157.0,13157.0,77152.725,881707.0,881707.0,6779.445000000001,77476.0,77476.0
2009-01-01,15769.693,165637.0,165637.0,14.493,152.0,152.0,1751.948,18402.0,18402.0,113407.014,1191168.0,1191168.0,447.85200000000003,4704.0,4704.0
2009-02-01,13476.402,142393.0,142393.0,1.108,12.0,12.0,1947.016,20572.0,20572.0,98262.035,1038247.0,1038247.0,1624.439,17164.0,17164.0
2009-03-01,14038.519,148736.0,148736.0,22.658,240.0,240.0,3509.63,37184.0,37184.0,105104.8,1113569.0,1113569.0,1506.393,15960.0,15960.0
2009-04-01,13495.547,144111.0,144111.0,14.804,158.0,158.0,3373.348,36022.0,36022.0,95714.563,1022081.0,1022081.0,917.738,9800.0,9800.0
2009-05-01,10055.56,110011.0,110011.0,137.005,1499.0,1499.0,1880.659,20575.0,20575.0,66895.791,731863.0,731863.0,365.985,4004.0,4004.0
2009-06-01,13330.098,144792.0,144792.0,7.546,82.0,82.0,5218.77,56687.0,56687.0,99990.318,1086101.0,1086101.0,1500.268,16296.0,16296.0
2009-07-01,16328.177,179459.0,179459.0,8.524000000000001,94.0,94.0,2880.8230000000003,31662.0,31662.0,108028.452,1187315.0,1187315.0,28.024,308.0,308.0
2009-08-01,17026.807,187814.0,187814.0,91.82900000000001,1013.0,1013.0,1891.152,20860.0,20860.0,96965.678,1069578.0,1069578.0,266.534,2940.0,2940.0
2009-09-01,21169.239,232868.0,232868.0,10.113000000000001,111.0,111.0,2351.199,25864.0,25864.0,95757.013,1053356.0,1053356.0,669.436,7364.0,7364.0
2009-10-01,7804.07,85632.0,85632.0,230.512,2529.0,2529.0,866.883,9512.0,9512.0,44904.487,492727.0,492727.0,717.048,7868.0,7868.0
2009-11-01,13203.391,137540.0,137540.0,7.307,76.0,76.0,1816.412,18922.0,18922.0,104394.335,1087482.0,1087482.0,1209.555,12600.0,12600.0
2009-12-01,15349.267,166950.0,166950.0,4.306,47.0,47.0,2707.9410000000003,29453.0,29453.0,102809.652,1118231.0,1118231.0,617.8340000000001,6720.0,6720.0
2010-01-01,17319.741,188864.0,188864.0,126.71600000000001,1382.0,1382.0,1923.938,20980.0,20980.0,109427.019,1193253.0,1193253.0,287.586,3136.0,3136.0
2010-02-01,13556.782,150855.0,150855.0,114.70400000000001,1276.0,1276.0,1354.81,15076.0,15076.0,77947.262,867369.0,867369.0,455.442,5068.0,5068.0
2010-03-01,16402.453,177331.0,177331.0,4.8740000000000006,53.0,53.0,2219.309,23994.0,23994.0,110624.844,1195993.0,1195993.0,994.52,10752.0,10752.0
2010-04-01,10829.181,116723.0,116723.0,8.148,88.0,88.0,2656.1730000000002,28630.0,28630.0,85188.293,918203.0,918203.0,922.205,9940.0,9940.0
2010-05-01,8576.676000000001,94475.0,94475.0,204.639,2254.0,2254.0,0.0,0.0,0.0,51036.700000000004,562188.0,562188.0,726.985,8008.0,8008.0
2010-06-01,17266.244,180556.0,180556.0,52.631,550.0,550.0,0.0,0.0,0.0,104127.837,1088884.0,1088884.0,479.288,5012.0,5012.0
2010-07-01,18908.374,206363.0,206363.0,8.047,88.0,88.0,0.0,0.0,0.0,110934.143,1210718.0,1210718.0,682.436,7448.0,7448.0
2010-08-01,22820.468,247388.0,247388.0,6.481,70.0,70.0,0.0,0.0,0.0,108203.05900000001,1172990.0,1172990.0,513.9920000000001,5572.0,5572.0
2010-09-01,7154.3820000000005,79428.0,79428.0,90.182,1001.0,1001.0,0.0,0.0,0.0,44420.450000000004,493157.0,493157.0,226.98600000000002,2520.0,2520.0
2010-10-01,12084.434000000001,132422.0,132422.0,126.631,1388.0,1388.0,0.0,0.0,0.0,76782.092,841386.0,841386.0,316.843,3472.0,3472.0
2010-11-01,14056.544,154068.0,154068.0,122.863,1347.0,1347.0,0.0,0.0,0.0,85776.474,940163.0,940163.0,871.119,9548.0,9548.0
2010-12-01,21315.887,235696.0,235696.0,120.729,1335.0,1335.0,0.0,0.0,0.0,105232.965,1163594.0,1163594.0,111.41900000000001,1232.0,1232.0
2011-01-01,19853.961,216971.0,216971.0,0.0,0.0,0.0,0.0,0.0,0.0,110747.32,1210287.0,1210287.0,194.723,2128.0,2128.0
2011-02-01,16134.003,177001.0,177001.0,9.073,100.0,100.0,0.0,0.0,0.0,96733.056,1061225.0,1061225.0,188.868,2072.0,2072.0
2011-03-01,18025.899,198827.0,198827.0,21.233,234.0,234.0,0.0,0.0,0.0,104900.02,1157057.0,1157057.0,286.852,3164.0,3164.0
2011-04-01,16187.938,178112.0,178112.0,0.0,0.0,0.0,0.0,0.0,0.0,92690.456,1019851.0,1019851.0,119.606,1316.0,1316.0
2011-05-01,10393.866,114149.0,114149.0,196.724,2160.0,2160.0,0.0,0.0,0.0,63022.853,692142.0,692142.0,234.557,2576.0,2576.0
2011-06-01,17489.656,192067.0,192067.0,23.459,258.0,258.0,0.0,0.0,0.0,99870.242,1096752.0,1096752.0,58.643,644.0,644.0
2011-07-01,18942.336,211401.0,211401.0,8.394,94.0,94.0,0.0,0.0,0.0,111485.27,1244203.0,1244203.0,0.0,0.0,0.0
2011-08-01,25062.83,309964.0,309964.0,100.838,1247.0,1247.0,0.0,0.0,0.0,82387.332,1018922.0,1018922.0,0.0,0.0,0.0
2011-09-01,14450.677,161587.0,161587.0,12.043,135.0,135.0,0.0,0.0,0.0,82242.28,919628.0,919628.0,0.0,0.0,0.0
2011-10-01,2084.752,25021.0,25021.0,230.263,2764.0,2764.0,0.0,0.0,0.0,11437.985,137276.0,137276.0,0.0,0.0,0.0
2011-11-01,12768.243,142277.0,142277.0,106.665,1189.0,1189.0,0.0,0.0,0.0,79376.092,884489.0,884489.0,0.0,0.0,0.0
2011-12-01,8453.181,95412.0,95412.0,184.668,2084.0,2084.0,0.0,0.0,0.0,54677.151,617149.0,617149.0,0.0,0.0,0.0
2012-01-01,6850.589,76974.0,76974.0,277.739,3121.0,3121.0,0.0,0.0,0.0,62765.672,705244.0,705244.0,0.0,0.0,0.0
2012-02-01,8846.701,100735.0,100735.0,41.65,474.0,474.0,0.0,0.0,0.0,90606.649,1031709.0,1031709.0,0.0,0.0,0.0
2012-03-01,8305.164,90355.0,90355.0,0.0,0.0,0.0,0.0,0.0,0.0,110477.84,1201928.0,1201928.0,0.0,0.0,0.0
2012-04-01,8695.963,95476.0,95476.0,58.127,638.0,638.0,0.0,0.0,0.0,107248.91,1177519.0,1177519.0,0.0,0.0,0.0
2012-05-01,4024.638,44703.0,44703.0,92.774,1030.0,1030.0,0.0,0.0,0.0,49271.588,547282.0,547282.0,0.0,0.0,0.0
2012-06-01,9466.48,103346.0,103346.0,1.609,18.0,18.0,0.0,0.0,0.0,106977.91,1167888.0,1167888.0,0.0,0.0,0.0
2012-07-01,10855.959,119760.0,119760.0,3.184,35.0,35.0,0.0,0.0,0.0,121290.86,1338049.0,1338049.0,0.0,0.0,0.0
2012-08-01,6616.601,72367.0,72367.0,90.471,989.0,989.0,0.0,0.0,0.0,85367.928,933685.0,933685.0,0.0,0.0,0.0
2012-09-01,2048.481,22949.0,22949.0,191.281,2143.0,2143.0,0.0,0.0,0.0,23132.238,259152.0,259152.0,0.0,0.0,0.0
2012-10-01,10427.334,114214.0,114214.0,5.345,59.0,59.0,0.0,0.0,0.0,119822.32,1312456.0,1312456.0,0.0,0.0,0.0
2012-11-01,7152.381,78787.0,78787.0,29.765,328.0,328.0,0.0,0.0,0.0,81305.854,895627.0,895627.0,0.0,0.0,0.0
2012-12-01,10474.958,115300.0,115300.0,119.683,1317.0,1317.0,0.0,0.0,0.0,115024.36,1266094.0,1266094.0,0.0,0.0,0.0
2013-01-01,10995.055,120681.0,120681.0,65.08,714.0,714.0,0.0,0.0,0.0,119085.87,1307077.0,1307077.0,0.0,0.0,0.0
2013-02-01,11088.307,123476.0,123476.0,21.557,240.0,240.0,0.0,0.0,0.0,96562.136,1075288.0,1075288.0,0.0,0.0,0.0
2013-03-01,8374.124,93216.0,93216.0,137.809,1534.0,1534.0,0.0,0.0,0.0,81343.067,905465.0,905465.0,0.0,0.0,0.0
2013-04-01,9423.117,103264.0,103264.0,20.837,228.0,228.0,0.0,0.0,0.0,115984.05,1271026.0,1271026.0,0.0,0.0,0.0
2013-05-01,9948.176,107730.0,107730.0,36.766,398.0,398.0,0.0,0.0,0.0,120667.06,1306712.0,1306712.0,0.0,0.0,0.0
2013-06-01,10101.741,110302.0,110302.0,29.492,322.0,322.0,0.0,0.0,0.0,115487.77,1261023.0,1261023.0,0.0,0.0,0.0
2013-07-01,11856.554,129490.0,129490.0,23.052,252.0,252.0,0.0,0.0,0.0,118150.39,1290367.0,1290367.0,0.0,0.0,0.0
2013-08-01,10652.776,117234.0,117234.0,17.557,193.0,193.0,0.0,0.0,0.0,118204.93,1300844.0,1300844.0,185.734,2044.0,2044.0
2013-09-01,4396.01,48655.0,48655.0,4.761,53.0,53.0,0.0,0.0,0.0,44822.784,496099.0,496099.0,207.445,2296.0,2296.0
2013-10-01,3934.095,44020.0,44020.0,171.106,1915.0,1915.0,0.0,0.0,0.0,42952.203,480613.0,480613.0,102.596,1148.0,1148.0
2013-11-01,11892.457,132931.0,132931.0,62.857,703.0,703.0,0.0,0.0,0.0,99040.933,1107058.0,1107058.0,127.753,1428.0,1428.0
2013-12-01,9700.677,109235.0,109235.0,40.037,451.0,451.0,0.0,0.0,0.0,108215.29,1218565.0,1218565.0,0.0,0.0,0.0
2014-01-01,9629.443,109234.0,109234.0,18.065,205.0,205.0,0.0,0.0,0.0,104593.85,1186485.0,1186485.0,66.645,756.0,756.0
2014-02-01,12661.604,143374.0,143374.0,234.231,2652.0,2652.0,0.0,0.0,0.0,95242.673,1078480.0,1078480.0,499.492,5656.0,5656.0
2014-03-01,9424.865,105709.0,105709.0,8.874,100.0,100.0,0.0,0.0,0.0,105626.37,1184706.0,1184706.0,778.887,8736.0,8736.0
2014-04-01,6003.77,66299.0,66299.0,180.8,1997.0,1997.0,0.0,0.0,0.0,65932.734,728086.0,728086.0,334.696,3696.0,3696.0
2014-05-01,10574.907,115918.0,115918.0,8.546,94.0,94.0,0.0,0.0,0.0,110400.97,1210174.0,1210174.0,661.581,7252.0,7252.0
2014-06-01,10875.117,121416.0,121416.0,179.878,2008.0,2008.0,,,,100070.51,1117244.0,1117244.0,1261.491,14084.0,14084.0
2014-07-01,11093.917,123399.0,123399.0,15.791,176.0,176.0,,,,105234.97,1170537.0,1170537.0,556.321,6188.0,6188.0
2014-08-01,7465.234,81169.0,81169.0,102.313,1112.0,1112.0,,,,97580.944,1060994.0,1060994.0,445.509,4844.0,4844.0
2014-09-01,3252.487,36412.0,36412.0,2.615,29.0,29.0,,,,31863.366,356713.0,356713.0,72.532,812.0,812.0
2014-10-01,-83.699,0.0,0.0,-0.47,0.0,0.0,,,,-879.367,0.0,0.0,-0.464,0.0,0.0
2014-11-01,7671.676,81296.0,81296.0,409.419,4339.0,4339.0,,,,74697.905,791564.0,791564.0,0.0,0.0,0.0
2014-12-01,6063.491,63901.0,63901.0,381.68,4022.0,4022.0,,,,69200.721,729281.0,729281.0,61.108,644.0,644.0
2015-01-01,7879.125,84922.0,84922.0,760.52,8197.0,8197.0,,,,70432.506,759133.0,759133.0,181.849,1960.0,1960.0
2015-02-01,8934.349,94865.0,94865.0,24.263,258.0,258.0,,,,96200.062,1021452.0,1021452.0,208.326,2212.0,2212.0
2015-03-01,4004.054,43192.0,43192.0,125.381,1353.0,1353.0,,,,48719.528,525545.0,525545.0,218.037,2352.0,2352.0
2015-04-01,6897.494,72611.0,72611.0,148.5,1563.0,1563.0,,,,71000.442,747436.0,747436.0,425.564,4480.0,4480.0
2015-05-01,4916.739,51141.0,51141.0,215.591,2242.0,2242.0,,,,95028.93,988440.0,988440.0,753.74,7840.0,7840.0
2015-06-01,4719.921,48635.0,48635.0,118.756,1224.0,1224.0,,,,112228.77,1156435.0,1156435.0,494.553,5096.0,5096.0
2015-07-01,6029.507,62854.0,62854.0,198.268,2067.0,2067.0,,,,122815.15,1280268.0,1280268.0,658.075,6860.0,6860.0
2015-08-01,4840.781,50314.0,50314.0,312.076,3244.0,3244.0,,,,92262.076,958958.0,958958.0,633.067,6580.0,6580.0
2015-09-01,3894.958,42298.0,42298.0,437.247,4748.0,4748.0,,,,76945.926,835615.0,835615.0,538.869,5852.0,5852.0
2015-10-01,1046.266,12050.0,12050.0,242.488,2793.0,2793.0,,,,13245.211,152551.0,152551.0,34.035,392.0,392.0
2015-11-01,9283.939,94391.0,94391.0,173.338,1762.0,1762.0,,,,89200.359,906914.0,906914.0,600.364,6104.0,6104.0
2015-12-01,9658.889,100173.0,100173.0,33.873,351.0,351.0,,,,110077.22,1141613.0,1141613.0,1277.02,13244.0,13244.0
2016-01-01,12434.545,128567.0,128567.0,25.461,263.0,263.0,,,,120380.46,1244673.0,1244673.0,449.539,4648.0,4648.0
2016-02-01,5383.165,57488.0,57488.0,316.898,3384.0,3384.0,,,,52589.865,561614.0,561614.0,152.072,1624.0,1624.0
2016-03-01,8911.068,92245.0,92245.0,270.359,2799.0,2799.0,,,,85276.436,882762.0,882762.0,411.137,4256.0,4256.0
2016-04-01,631.737,8141.0,8141.0,3.18,41.0,41.0,,,,4799.083,61845.0,61845.0,0.0,0.0,0.0
2016-05-01,7985.551,81586.0,81586.0,166.766,1704.0,1704.0,,,,87075.855,889630.0,889630.0,487.828,4984.0,4984.0
