measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2010-03-01,,,,,,,29.436,339.0,396.0,1.242,15.0,396.0,,,,,,,1241.768,14290.0,16694.0,52.411,617.0,16694.0,,,
2010-04-01,,,,,,,56.651,652.0,764.0,2.391,28.0,764.0,,,,,,,1455.863,16753.0,19573.0,61.447,723.0,19573.0,,,
2010-05-01,,,,,,,31.785,366.0,426.0,1.342,16.0,426.0,,,,,,,1778.606,20467.0,23912.0,75.069,883.0,23912.0,,,
2010-06-01,,,,,,,26.79,308.0,361.0,1.131,13.0,361.0,,,,,,,2140.1620000000003,24628.0,28773.0,90.32900000000001,1063.0,28773.0,,,
2010-07-01,,,,,,,19.547,225.0,262.0,0.8250000000000001,10.0,262.0,,,,,,,2235.466,25724.0,30054.0,94.351,1110.0,30054.0,,,
2010-08-01,,,,,,,25.572000000000003,294.0,344.0,1.079,13.0,344.0,,,,,,,2649.2290000000003,30486.0,35616.0,111.81400000000001,1316.0,35616.0,,,
2010-09-01,,,,,,,20.111,231.0,268.0,0.8490000000000001,10.0,268.0,,,,,,,1926.892,22174.0,25906.0,81.327,957.0,25906.0,,,
2010-10-01,,,,,,,14.599,168.0,198.0,0.616,7.0,198.0,,,,,,,1432.295,16482.0,19256.0,60.452000000000005,711.0,19256.0,,,
2010-11-01,,,,,,,39.932,460.0,536.0,1.685,20.0,536.0,,,,,,,1293.877,14889.0,17396.0,54.61,643.0,17396.0,,,
2010-12-01,,,,,,,22.418000000000003,258.0,303.0,0.9460000000000001,11.0,303.0,,,,,,,1350.271,15538.0,18154.0,56.99,671.0,18154.0,,,
2011-01-01,,,,,,,13.731,160.0,187.0,0.358,4.0,187.0,,,,,,,1461.034,17066.0,19546.0,38.139,449.0,19546.0,,,
2011-02-01,,,,,,,220.269,2573.0,2944.0,5.75,68.0,2944.0,,,,,,,1326.611,15495.0,17747.0,34.631,407.0,17747.0,,,
2011-03-01,,,,,,,29.71,347.0,396.0,0.776,9.0,396.0,,,,,,,1193.451,13940.0,15965.0,31.155,367.0,15965.0,,,
2011-04-01,,,,,,,17.228,201.0,233.0,0.45,5.0,233.0,,,,,,,1539.376,17981.0,20593.0,40.185,473.0,20593.0,,,
2011-05-01,,,,,,,12.406,145.0,163.0,0.324,4.0,163.0,,,,,,,1639.424,19149.0,21931.0,42.797,504.0,21931.0,,,
2011-06-01,,,,,,,20.379,238.0,274.0,0.532,6.0,274.0,,,,,,,2128.093,24857.0,28468.0,55.553,654.0,28468.0,,,
2011-07-01,,,,,,,14.954,175.0,198.0,0.39,5.0,198.0,,,,,,,2580.886,30146.0,34526.0,67.373,793.0,34526.0,,,
2011-08-01,,,,,,,11.732,137.0,157.0,0.306,4.0,157.0,,,,,,,2777.798,32446.0,37160.0,72.514,853.0,37160.0,,,
2011-09-01,,,,,,,17.636,206.0,233.0,0.46,5.0,233.0,,,,,,,1954.558,22830.0,26147.0,51.023,600.0,26147.0,,,
2011-10-01,,,,,,,35.737,417.0,478.0,0.933,11.0,478.0,,,,,,,1491.679,17424.0,19955.0,38.94,458.0,19955.0,,,
2011-11-01,,,,,,,13.828,162.0,187.0,0.361,4.0,187.0,,,,,,,1376.306,16076.0,18412.0,35.928,423.0,18412.0,,,
2011-12-01,,,,,,,36.912,431.0,496.0,0.964,11.0,496.0,,,,,,,1653.262,19311.0,22117.0,43.158,508.0,22117.0,,,
2012-01-01,,,,,,,34.174,403.0,461.0,0.5,6.0,461.0,,,,,,,1498.09,17684.0,20296.0,21.893,258.0,20296.0,,,
2012-02-01,,,,,,,23.47,277.0,321.0,0.343,4.0,321.0,,,,,,,1396.358,16483.0,18919.0,20.404,240.0,18919.0,,,
2012-03-01,,,,,,,28.119,332.0,379.0,0.411,5.0,379.0,,,,,,,1532.251,18088.0,20760.0,22.39,263.0,20760.0,,,
2012-04-01,,,,,,,18.568,219.0,251.0,0.271,3.0,251.0,,,,,,,1724.134,20353.0,23359.0,25.194,296.0,23359.0,,,
2012-05-01,,,,,,,45.269,534.0,612.0,0.661,8.0,612.0,,,,,,,1852.332,21866.0,25096.0,27.067,318.0,25096.0,,,
2012-06-01,,,,,,,69.794,824.0,944.0,1.02,12.0,944.0,,,,,,,2057.982,24294.0,27883.0,30.072,354.0,27883.0,,,
2012-07-01,,,,,,,31.116,367.0,420.0,0.455,5.0,420.0,,,,,,,2220.272,26209.0,30082.0,32.444,382.0,30082.0,,,
2012-08-01,,,,,,,37.461,442.0,507.0,0.547,6.0,507.0,,,,,,,2302.806,27184.0,31200.0,33.65,396.0,31200.0,,,
2012-09-01,,,,,,,38.187,451.0,519.0,0.558,7.0,519.0,,,,,,,1778.948,21000.0,24103.0,25.995,306.0,24103.0,,,
2012-10-01,,,,,,,32.49,384.0,443.0,0.475,6.0,443.0,,,,,,,1397.216,16494.0,18930.0,20.417,240.0,18930.0,,,
2012-11-01,,,,,,,27.337,323.0,373.0,0.399,5.0,373.0,,,,,,,1265.585,14940.0,17147.0,18.493,218.0,17147.0,,,
2012-12-01,,,,,,,30.12,356.0,408.0,0.44,5.0,408.0,,,,,,,1361.921,16077.0,18452.0,19.901,234.0,18452.0,,,
2013-01-01,,,,,,,65.119,779.0,873.0,0.096,0.0,0.0,,,,,,,1585.96,18971.0,21395.0,2.654,0.0,0.0,,,
2013-02-01,,,,,,,28.518,341.0,384.0,0.042,0.0,0.0,,,,,,,1252.719,14984.0,16897.0,2.097,0.0,0.0,,,
2013-03-01,,,,,,,29.881,357.0,402.0,0.044,0.0,0.0,,,,,,,1348.544,16131.0,18191.0,2.258,0.0,0.0,,,
2013-04-01,,,,,,,46.445,556.0,629.0,0.068,0.0,0.0,,,,,,,1453.544,17387.0,19606.0,2.434,0.0,0.0,,,
2013-05-01,,,,,,,49.872,597.0,675.0,0.073,0.0,0.0,,,,,,,1564.651,18716.0,21105.0,2.62,0.0,0.0,,,
2013-06-01,,,,,,,30.925,370.0,419.0,0.045,0.0,0.0,,,,,,,1931.381,23102.0,26052.0,3.234,0.0,0.0,,,
2013-07-01,,,,,,,21.136,253.0,285.0,0.031,0.0,0.0,,,,,,,2141.824,25620.0,28890.0,3.586,0.0,0.0,,,
2013-08-01,,,,,,,22.93,274.0,308.0,0.034,0.0,0.0,,,,,,,2383.885,28515.0,32156.0,3.991,0.0,0.0,,,
2013-09-01,,,,,,,29.627,354.0,402.0,0.044,0.0,0.0,,,,,,,2016.902,24125.0,27205.0,3.377,0.0,0.0,,,
2013-10-01,,,,,,,37.867,453.0,512.0,0.056,0.0,0.0,,,,,,,1578.09,18876.0,21286.0,2.642,0.0,0.0,,,
2013-11-01,,,,,,,37.317,446.0,501.0,0.055,0.0,0.0,,,,,,,1542.72,18453.0,20809.0,2.583,0.0,0.0,,,
2013-12-01,,,,,,,76.273,912.0,1030.0,0.112,0.0,0.0,,,,,,,1686.87,20178.0,22754.0,2.824,0.0,0.0,,,
2014-01-01,,,,,,,29.743,356.0,406.0,0.925,11.0,406.0,,,,,,,1509.911,18061.0,20363.0,46.974,553.0,20363.0,,,
2014-02-01,,,,,,,82.199,983.0,1108.0,2.557,30.0,1108.0,,,,,,,1317.663,15761.0,17770.0,40.994,482.0,17770.0,,,
2014-03-01,,,,,,,56.122,671.0,754.0,1.746,21.0,754.0,,,,,,,1337.256,15996.0,18035.0,41.604,489.0,18035.0,,,
2014-04-01,,,,,,,19.859,238.0,267.0,0.618,7.0,267.0,,,,,,,1383.049,16544.0,18653.0,43.028,506.0,18653.0,,,
2014-05-01,,,,,,,36.01,431.0,487.0,1.12,13.0,487.0,,,,,,,1530.534,18308.0,20642.0,47.617,560.0,20642.0,,,
2014-06-01,,,,,,,50.577,605.0,684.0,1.574,19.0,684.0,,,,,,,1787.573,21382.0,24108.0,55.613,654.0,24108.0,,,
2014-07-01,,,,,,,21.858,261.0,296.0,0.68,8.0,296.0,,,,,,,2076.811,24842.0,28009.0,64.612,760.0,28009.0,,,
2014-08-01,,,,,,,25.568,306.0,342.0,0.795,9.0,342.0,,,,,,,2313.725,27676.0,31204.0,71.983,847.0,31204.0,,,
2014-09-01,,,,,,,52.495,628.0,708.0,1.633,19.0,708.0,,,,,,,1880.986,22500.0,25368.0,58.52,689.0,25368.0,,,
2014-10-01,,,,,,,30.432,364.0,412.0,0.947,11.0,412.0,,,,,,,1647.454,19706.0,22219.0,51.254,603.0,22219.0,,,
2014-11-01,,,,,,,32.812,392.0,441.0,1.021,12.0,441.0,,,,,,,1429.071,17094.0,19273.0,44.46,523.0,19273.0,,,
2014-12-01,,,,,,,37.111,444.0,499.0,1.155,14.0,499.0,,,,,,,1561.181,18674.0,21055.0,48.57,571.0,21055.0,,,
2015-01-01,,,,,,,20.457,239.0,267.0,0.658,8.0,267.0,,,,,,,1565.326,18313.0,20775.0,50.296,592.0,20775.0,,,
2015-02-01,,,,,,,21.025,246.0,278.0,0.676,8.0,278.0,,,,,,,1418.79,16598.0,18831.0,45.589,536.0,18831.0,,,
2015-03-01,,,,,,,42.632,499.0,568.0,1.37,16.0,568.0,,,,,,,1608.414,18817.0,21349.0,51.682,608.0,21349.0,,,
2015-04-01,,,,,,,32.189,377.0,429.0,1.034,12.0,429.0,,,,,,,1490.386,17436.0,19782.0,47.889,563.0,19782.0,,,
2015-05-01,,,,,,,69.768,816.0,928.0,2.242,26.0,928.0,,,,,,,1549.797,18131.0,20570.0,49.798,586.0,20570.0,,,
2015-06-01,,,,,,,42.003,491.0,557.0,1.35,16.0,557.0,,,,,,,1823.608,21334.0,24205.0,58.596,689.0,24205.0,,,
2015-07-01,,,,,,,31.563,369.0,418.0,1.014,12.0,418.0,,,,,,,2162.442,25298.0,28702.0,69.484,818.0,28702.0,,,
2015-08-01,,,,,,,28.517,334.0,377.0,0.916,11.0,377.0,,,,,,,2221.746,25992.0,29489.0,71.389,840.0,29489.0,,,
2015-09-01,,,,,,,29.693,347.0,394.0,0.954,11.0,394.0,,,,,,,1862.889,21794.0,24726.0,59.858,704.0,24726.0,,,
2015-10-01,,,,,,,36.73,430.0,487.0,1.18,14.0,487.0,,,,,,,1622.926,18986.0,21541.0,52.148,614.0,21541.0,,,
2015-11-01,,,,,,,13.514,158.0,180.0,0.434,5.0,180.0,,,,,,,1409.599,16491.0,18710.0,45.293,533.0,18710.0,,,
2015-12-01,,,,,,,33.93,397.0,452.0,1.09,13.0,452.0,,,,,,,1589.056,18590.0,21091.0,51.06,601.0,21091.0,,,
2016-01-01,28.41,298.0,367.0,0.646,0.0,0.0,,,,,,,1552.712,16271.0,20750.0,35.364,0.0,0.0,,,,,,,,,
2016-02-01,30.774,322.0,414.0,0.701,0.0,0.0,,,,,,,1355.911,14209.0,18120.0,30.883,0.0,0.0,,,,,,,,,
