measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2010-09-01,1327.939,14619.0,14619.0,,,
2010-10-01,1424.6750000000002,15684.0,15684.0,,,
2010-11-01,1543.3990000000001,16991.0,16991.0,,,
2010-12-01,1635.016,17999.0,17999.0,,,
2011-01-01,1305.658,13691.0,13691.0,,,
2011-02-01,1160.639,12170.0,12170.0,,,
2011-03-01,1223.289,12827.0,12827.0,,,
2011-04-01,1138.051,11933.0,11933.0,,,
2011-05-01,1140.524,11959.0,11959.0,,,
2011-06-01,1167.62,12243.0,12243.0,,,
2011-07-01,1292.515,13553.0,13553.0,,,
2011-08-01,1263.808,13252.0,13252.0,,,
2011-09-01,1160.922,12173.0,12173.0,,,
2011-10-01,1206.663,12652.0,12652.0,,,
2011-11-01,1356.814,14227.0,14227.0,,,
2011-12-01,1410.497,14790.0,14790.0,,,
2012-01-01,1199.01,12503.0,12503.0,,,
2012-02-01,1147.147,11962.0,11962.0,,,
2012-03-01,1160.838,12105.0,12105.0,,,
2012-04-01,1158.596,12081.0,12081.0,,,
2012-05-01,1168.087,12180.0,12180.0,,,
2012-06-01,1126.049,11742.0,11742.0,,,
2012-07-01,1196.043,12472.0,12472.0,,,
2012-08-01,1128.945,11772.0,11772.0,,,
2012-09-01,999.423,10422.0,10422.0,,,
2012-10-01,1134.185,11827.0,11827.0,,,
2012-11-01,1246.689,13000.0,13000.0,,,
2012-12-01,1349.988,14077.0,14077.0,,,
2013-01-01,1186.48,12504.0,12504.0,,,
2013-02-01,1053.878,11108.0,11108.0,,,
2013-03-01,1141.981,12036.0,12036.0,,,
2013-04-01,1067.792,11254.0,11254.0,,,
2013-05-01,1140.618,12022.0,12022.0,,,
2013-06-01,1087.466,11462.0,11462.0,,,
2013-07-01,1141.251,12028.0,12028.0,,,
2013-08-01,1047.234,11038.0,11038.0,,,
2013-09-01,988.737,10421.0,10421.0,,,
2013-10-01,1066.58,11241.0,11241.0,,,
2013-11-01,1184.208,12481.0,12481.0,,,
2013-12-01,1262.775,13309.0,13309.0,,,
2014-01-01,1240.364,11945.0,11945.0,,,
2014-02-01,1029.206,9912.0,9912.0,,,
2014-03-01,1192.166,11481.0,11481.0,,,
2014-04-01,1099.93,10593.0,10593.0,,,
2014-05-01,1100.763,10601.0,10601.0,,,
2014-06-01,1052.585,10137.0,10137.0,,,
2014-07-01,1022.064,9843.0,9843.0,,,
2014-08-01,1012.268,9749.0,9749.0,,,
2014-09-01,907.707,8742.0,8742.0,,,
2014-10-01,1038.473,10001.0,10001.0,,,
2014-11-01,1029.416,9914.0,9914.0,,,
2014-12-01,1039.058,10007.0,10007.0,,,
2015-01-01,628.529,10410.0,10410.0,,,
2015-02-01,549.517,9101.0,9101.0,,,
2015-03-01,598.607,9914.0,9914.0,,,
2015-04-01,600.611,9948.0,9948.0,,,
2015-05-01,590.395,9778.0,9778.0,,,
2015-06-01,566.621,9385.0,9385.0,,,
2015-07-01,679.43,11253.0,11253.0,,,
2015-08-01,652.728,10811.0,10811.0,,,
2015-09-01,598.122,9906.0,9906.0,,,
2015-10-01,686.925,11377.0,11377.0,,,
2015-11-01,692.177,11464.0,11464.0,,,
2015-12-01,726.338,12030.0,12030.0,,,
2016-01-01,610.779,6571.0,6571.0,,,
2016-02-01,568.616,6117.0,6117.0,,,
2016-03-01,593.555,6386.0,6386.0,,,
2016-04-01,632.451,6804.0,6804.0,,,
2016-05-01,629.615,6773.0,6773.0,,,
2016-06-01,591.438,6363.0,6363.0,,,
2016-07-01,599.088,6445.0,6445.0,,,
2016-08-01,594.029,6391.0,6391.0,,,
2016-09-01,540.171,5811.0,5811.0,,,
2016-10-01,526.527,5664.0,5664.0,,,
2016-11-01,591.785,6367.0,6367.0,,,
2016-12-01,661.946,7121.0,7121.0,,,
2017-01-01,859.361,10964.0,10964.0,,,
2017-02-01,820.003,10463.0,10463.0,,,
2017-03-01,838.786,10702.0,10702.0,,,
2017-04-01,759.701,9693.0,9693.0,,,
2017-05-01,770.876,9836.0,9836.0,,,
2017-06-01,731.598,9335.0,9335.0,,,
2017-07-01,757.025,9659.0,9659.0,,,
2017-08-01,718.715,9170.0,9170.0,,,
2017-09-01,667.958,8523.0,8523.0,,,
2017-10-01,789.873,10078.0,10078.0,,,
2017-11-01,815.328,10403.0,10403.0,,,
2017-12-01,841.776,10740.0,10740.0,,,
2018-01-01,735.975,8789.0,8789.0,,,
2018-02-01,697.999,8336.0,8336.0,,,
2018-03-01,742.858,8871.0,8871.0,,,
2018-04-01,715.331,8543.0,8543.0,,,
2018-05-01,647.013,7727.0,7727.0,,,
2018-06-01,699.921,8359.0,8359.0,,,
2018-07-01,703.332,8399.0,8399.0,,,
2018-08-01,699.61,8355.0,8355.0,,,
2018-09-01,574.886,6865.0,6865.0,,,
2018-10-01,713.456,8520.0,8520.0,,,
2018-11-01,721.887,8621.0,8621.0,,,
2018-12-01,741.732,8858.0,8858.0,,,
2019-01-01,946.777,10095.0,10095.0,,,
2019-02-01,834.166,8895.0,8895.0,,,
2019-03-01,901.011,9608.0,9608.0,,,
2019-04-01,847.8,9041.0,9041.0,,,
2019-05-01,908.6,9689.0,9689.0,,,
2019-06-01,878.601,9369.0,9369.0,,,
2019-07-01,892.017,9512.0,9512.0,,,
2019-08-01,863.325,9206.0,9206.0,,,
2019-09-01,845.308,9014.0,9014.0,,,
2019-10-01,889.327,9483.0,9483.0,,,
2019-11-01,843.769,8998.0,8998.0,,,
2019-12-01,941.299,10038.0,10038.0,,,
2020-01-01,709.939,8198.0,8198.0,,,
2020-02-01,678.933,7841.0,7841.0,,,
2020-03-01,755.641,8727.0,8727.0,,,
2020-04-01,700.651,8092.0,8092.0,,,
2020-05-01,689.383,7962.0,7962.0,,,
2020-06-01,608.463,7027.0,7027.0,,,
2020-07-01,660.026,7623.0,7623.0,,,
2020-08-01,666.532,7698.0,7698.0,,,
2020-09-01,616.014,7114.0,7114.0,,,
2020-10-01,621.867,7182.0,7182.0,,,
2020-11-01,643.808,7435.0,7435.0,,,
2020-12-01,742.743,8578.0,8578.0,,,
2021-01-01,199.068,2599.0,2599.0,,,
2021-02-01,185.842,2426.0,2426.0,,,
2021-03-01,197.903,2583.0,2583.0,,,
2021-04-01,194.614,2540.0,2540.0,,,
2021-05-01,196.336,2563.0,2563.0,,,
2021-06-01,180.339,2354.0,2354.0,,,
2021-07-01,186.03,2428.0,2428.0,,,
2021-08-01,180.001,2350.0,2350.0,,,
2021-09-01,165.712,2163.0,2163.0,,,
2021-10-01,175.94,2297.0,2297.0,,,
2021-11-01,175.532,2291.0,2291.0,,,
2021-12-01,206.683,2698.0,2698.0,,,
2022-01-01,498.245,5716.0,5716.0,,,
2022-02-01,477.762,5481.0,5481.0,,,
2022-03-01,509.938,5851.0,5851.0,,,
2022-04-01,494.721,5676.0,5676.0,,,
2022-05-01,452.109,5187.0,5187.0,,,
2022-06-01,468.746,5378.0,5378.0,,,
2022-07-01,515.396,5913.0,5913.0,,,
2022-08-01,472.441,5420.0,5420.0,,,
2022-09-01,431.552,4951.0,4951.0,,,
2022-10-01,469.277,5384.0,5384.0,,,
2022-11-01,466.782,5355.0,5355.0,,,
2022-12-01,496.031,5691.0,5691.0,,,
2023-01-01,748.84,8198.0,8198.0,,,
2023-02-01,687.646,7528.0,7528.0,,,
2023-03-01,691.458,7570.0,7570.0,,,
2023-04-01,691.709,7573.0,7573.0,,,
2023-05-01,765.607,8382.0,8382.0,,,
2023-06-01,680.131,7446.0,7446.0,,,
2023-07-01,706.678,7737.0,7737.0,,,
2023-08-01,685.109,7501.0,7501.0,,,
2023-09-01,624.308,6835.0,6835.0,,,
2023-10-01,701.841,7684.0,7684.0,,,
2023-11-01,703.498,7702.0,7702.0,,,
2023-12-01,754.175,8257.0,8257.0,,,
2024-01-01,437.088,5055.0,5055.0,,,
2024-02-01,411.306,4757.0,4757.0,,,
2024-03-01,393.832,4555.0,4555.0,,,
2024-04-01,397.793,4601.0,4601.0,,,
2024-05-01,415.271,4803.0,4803.0,,,
2024-06-01,356.251,4120.0,4120.0,,,
2024-07-01,384.156,4443.0,4443.0,,,
2024-08-01,398.152,4605.0,4605.0,,,
2024-09-01,363.729,4207.0,4207.0,,,
2024-10-01,390.086,4511.0,4511.0,,,
2024-11-01,413.013,4777.0,4777.0,,,
2024-12-01,400.323,4630.0,4630.0,,,
