measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2018-07-01,31267.565,284660.0,284660.0
2018-08-01,31101.308,283146.0,283146.0
2018-09-01,30160.111,274578.0,274578.0
2018-10-01,28921.783,263304.0,263304.0
2018-11-01,29990.27,273031.0,273031.0
2018-12-01,31806.254,289564.0,289564.0
2019-01-01,28495.183,253750.0,253750.0
2019-02-01,26499.589,235979.0,235979.0
2019-03-01,29227.548,260271.0,260271.0
2019-04-01,26724.248,237979.0,237979.0
2019-05-01,28384.173,252761.0,252761.0
2019-06-01,27825.751,247788.0,247788.0
2019-07-01,28851.325,256921.0,256921.0
2019-08-01,29220.463,260208.0,260208.0
2019-09-01,28634.923,254994.0,254994.0
2019-10-01,22828.727,203290.0,203290.0
2019-11-01,19994.204,178048.0,178048.0
2019-12-01,24978.866,222437.0,222437.0
2020-01-01,18829.658,165080.0,165080.0
2020-02-01,20639.678,180948.0,180948.0
2020-03-01,26187.076,229582.0,229582.0
2020-04-01,25164.382,220616.0,220616.0
2020-05-01,24930.892,218569.0,218569.0
2020-06-01,23220.557,203575.0,203575.0
2020-07-01,25096.369,220020.0,220020.0
2020-08-01,25182.113,220772.0,220772.0
2020-09-01,23636.795,207224.0,207224.0
2020-10-01,22705.131,199056.0,199056.0
2020-11-01,24984.008,219035.0,219035.0
2020-12-01,24462.341,214461.0,214461.0
2021-01-01,23820.645,210670.0,210670.0
2021-02-01,23608.65,208795.0,208795.0
2021-03-01,23542.689,208212.0,208212.0
2021-04-01,23629.436,208979.0,208979.0
2021-05-01,23824.289,210702.0,210702.0
2021-06-01,23749.47,210040.0,210040.0
2021-07-01,25768.917,227900.0,227900.0
2021-08-01,25383.389,224491.0,224491.0
2021-09-01,25146.466,222395.0,222395.0
2021-10-01,23659.617,209246.0,209246.0
2021-11-01,24537.475,217009.0,217009.0
2021-12-01,26228.957,231969.0,231969.0
2022-01-01,24962.663,85173.0,85173.0
2022-02-01,20676.886,70550.0,70550.0
2022-03-01,22624.345,77194.0,77194.0
2022-04-01,23325.046,79585.0,79585.0
2022-05-01,23715.277,80917.0,80917.0
2022-06-01,22766.496,77679.0,77679.0
2022-07-01,24000.096,81888.0,81888.0
2022-08-01,23758.927,81065.0,81065.0
2022-09-01,22951.595,78311.0,78311.0
2022-10-01,23408.281,79869.0,79869.0
2022-11-01,22947.086,78295.0,78295.0
2022-12-01,24492.302,83568.0,83568.0
2023-01-01,4268.0,14562.0,14562.0
2023-02-01,23581.0,80458.0,80458.0
2023-03-01,24177.0,82492.0,82492.0
2023-04-01,30193.0,103019.0,103019.0
2023-05-01,30587.0,104363.0,104363.0
2023-06-01,29099.0,99286.0,99286.0
2023-07-01,27431.0,93595.0,93595.0
2023-08-01,15260.0,52067.0,52067.0
2023-09-01,27642.0,94315.0,94315.0
2023-10-01,29649.0,101162.0,101162.0
2023-11-01,30409.0,103756.0,103756.0
2023-12-01,30502.0,104073.0,104073.0
2024-01-01,6940.0,23679.0,23679.0
2024-02-01,18916.0,64541.0,64541.0
2024-03-01,30070.0,102599.0,102599.0
2024-04-01,28125.0,95963.0,95963.0
2024-05-01,30449.0,103892.0,103892.0
2024-06-01,27143.0,92612.0,92612.0
2024-07-01,26435.0,90196.0,90196.0
2024-08-01,22006.0,75084.0,75084.0
2024-09-01,20906.0,71331.0,71331.0
2024-10-01,27544.0,93980.0,93980.0
2024-11-01,27098.0,92458.0,92458.0
2024-12-01,24678.0,84201.0,84201.0
