measured_on,"Bituminous Coal-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Bituminous Coal-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Bituminous Coal-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-03-01,,,,69955.0,415334.0,415334.0,5.0,53.0,53.0,385.0,3475.0,3475.0,60283.0,357918.0,357918.0
2004-04-01,,,,5070.0,58604.0,58604.0,2.0,33.0,33.0,118.0,1440.0,1440.0,125428.0,1449743.0,1449743.0
2004-05-01,,,,3519.0,44436.0,44436.0,2.0,23.0,23.0,927.0,12248.0,12248.0,46519.0,587316.0,587316.0
2004-06-01,,,,18992.0,236532.0,236532.0,0.0,0.0,0.0,562.0,7151.0,7151.0,102140.0,1272110.0,1272110.0
2004-07-01,,,,21941.0,266179.0,266179.0,2.0,23.0,23.0,398.0,4927.0,4927.0,112287.0,1362159.0,1362159.0
2004-08-01,,,,13103.0,156124.0,156124.0,2.0,17.0,17.0,361.0,4472.0,4472.0,121031.0,1442195.0,1442195.0
2004-09-01,,,,14591.0,175421.0,175421.0,2.0,23.0,23.0,290.0,3617.0,3617.0,131396.0,1579725.0,1579725.0
2004-10-01,,,,5660.0,65573.0,65573.0,2.0,23.0,23.0,87.0,1056.0,1056.0,120450.0,1395530.0,1395530.0
2004-11-01,,,,11045.0,139610.0,139610.0,1.0,12.0,12.0,514.0,6732.0,6732.0,95191.0,1203311.0,1203311.0
2004-12-01,,,,7809.0,101798.0,101798.0,2.0,24.0,24.0,584.0,8064.0,8064.0,83816.0,1092675.0,1092675.0
2005-01-01,,,,0.0,0.0,0.0,2.0,18.0,18.0,443.0,4696.4,4696.4,179580.0,1893433.2,1893433.2
2005-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,144.0,2383.6,2383.6,90249.0,1482062.4,1482062.4
2005-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,452.0,6006.2,6006.2,48629.0,642686.4,642686.4
2005-04-01,,,,0.0,0.0,0.0,2.0,17.4,17.4,55.0,749.3,749.3,148617.0,1951723.2,1951723.2
2005-05-01,,,,0.0,0.0,0.0,2.0,17.4,17.4,198.0,2501.6,2501.6,126736.0,1596902.4,1596902.4
2005-06-01,,,,0.0,0.0,0.0,2.0,11.6,11.6,215.0,2631.4,2631.4,138456.0,1689453.0,1689453.0
2005-07-01,,,,0.0,0.0,0.0,2.0,22.0,22.0,134.0,1781.8,1781.8,128091.0,1689661.8,1689661.8
2005-08-01,,,,0.0,0.0,0.0,1.0,11.6,11.6,34.0,413.0,413.0,142410.0,1726636.8,1726636.8
2005-09-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,111.0,1374.7,1374.7,100937.0,1240898.4,1240898.4
2005-10-01,,,,0.0,0.0,0.0,2.0,22.0,22.0,83.0,1008.9,1008.9,100485.0,1210813.8,1210813.8
2005-11-01,,,,0.0,0.0,0.0,2.0,23.2,23.2,413.0,5144.8,5144.8,76713.0,951205.8,951205.8
2005-12-01,,,,0.0,0.0,0.0,2.0,17.4,17.4,301.0,3752.4,3752.4,116201.0,1442547.0,1442547.0
2006-01-01,,,,0.0,0.0,0.0,2.0,23.0,23.0,115.0,1428.0,1428.0,94681.0,1165819.0,1165819.0
2006-02-01,,,,0.0,0.0,0.0,2.0,23.0,23.0,5.0,60.0,60.0,92065.0,1109354.0,1109354.0
2006-03-01,,,,5153.0,72370.0,72370.0,2.0,17.0,17.0,346.0,4868.0,4868.0,21325.0,298822.0,298822.0
2006-04-01,,,,6703.0,79127.0,79127.0,2.0,23.0,23.0,91.0,1080.0,1080.0,98557.0,1158797.0,1158797.0
2006-05-01,,,,19942.0,240317.0,240317.0,2.0,30.0,30.0,288.0,3487.0,3487.0,97565.0,1175830.0,1175830.0
2006-06-01,,,,17392.0,215989.0,215989.0,2.0,17.0,17.0,254.0,3168.0,3168.0,98494.0,1221562.0,1221562.0
2006-07-01,,,,21588.0,260690.0,260690.0,2.0,23.0,23.0,97.0,1180.0,1180.0,137494.0,1657286.0,1657286.0
2006-08-01,,,,19715.0,240198.0,240198.0,2.0,24.0,24.0,47.0,578.0,578.0,138269.0,1679335.0,1679335.0
2006-09-01,,,,4324.0,51600.0,51600.0,0.0,0.0,0.0,57.0,684.0,684.0,118651.0,1419214.0,1419214.0
2006-10-01,,,,12558.0,158242.0,158242.0,2.0,17.0,17.0,452.0,5729.0,5729.0,58679.0,740057.0,740057.0
2006-11-01,,,,15632.0,188021.0,188021.0,2.0,22.0,22.0,89.0,1074.0,1074.0,118943.0,1432435.0,1432435.0
2006-12-01,,,,16559.0,204488.0,204488.0,2.0,23.0,23.0,156.0,1935.0,1935.0,97185.0,1201586.0,1201586.0
2007-01-01,,,,13205.876,160011.0,160011.0,1.0,12.0,12.0,136.829,1658.0,1658.0,143397.295,1737490.0,1737490.0
2007-02-01,,,,17795.44,221434.0,221434.0,1.0,11.0,11.0,378.373,4708.0,4708.0,118194.187,1470722.0,1470722.0
2007-03-01,,,,39692.304000000004,212495.0,212495.0,2.0,21.0,21.0,184.04600000000002,985.0,985.0,117515.65,629126.0,629126.0
2007-04-01,,,,19300.751,234416.0,234416.0,2.0,25.0,25.0,148.163,1800.0,1800.0,131196.086,1593433.0,1593433.0
2007-05-01,,,,12117.628,175763.0,175763.0,0.0,0.0,0.0,51.252,743.0,743.0,14076.12,204170.0,204170.0
2007-06-01,,,,18919.389000000003,233898.0,233898.0,2.0,24.0,24.0,619.45,7658.0,7658.0,87921.161,1086960.0,1086960.0
2007-07-01,,,,18819.664,224530.0,224530.0,2.0,20.0,20.0,62.805,749.0,749.0,145389.532,1734582.0,1734582.0
2007-08-01,,,,14559.449,176626.0,176626.0,1.0,12.0,12.0,329.74,4000.0,4000.0,149431.811,1812812.0,1812812.0
2007-09-01,,,,11328.874,136689.0,136689.0,2.0,27.0,27.0,344.742,4160.0,4160.0,114787.384,1384972.0,1384972.0
2007-10-01,,,,14593.157,173010.0,173010.0,2.0,25.0,25.0,164.227,1947.0,1947.0,146779.616,1740154.0,1740154.0
2007-11-01,,,,14188.249,174784.0,174784.0,2.0,22.0,22.0,564.668,6956.0,6956.0,83350.083,1026783.0,1026783.0
2007-12-01,,,,16119.379,197275.0,197275.0,2.0,21.0,21.0,148.002,1811.0,1811.0,155631.619,1904680.0,1904680.0
2008-01-01,,,,15089.082,186032.0,186032.0,0.0,0.0,0.0,239.894,2958.0,2958.0,127922.024,1577141.0,1577141.0
2008-02-01,,,,13912.18,171164.0,171164.0,0.0,6.0,6.0,50.660000000000004,623.0,623.0,147430.159,1813855.0,1813855.0
2008-03-01,,,,13820.192,176756.0,176756.0,3.0,24.0,24.0,104.822,1341.0,1341.0,157082.986,2009041.0,2009041.0
2008-04-01,,,,6362.53,80549.0,80549.0,2.0,24.0,24.0,365.529,4628.0,4628.0,142436.94,1803235.0,1803235.0
2008-05-01,,,,9585.221000000001,121470.0,121470.0,2.0,29.0,29.0,188.38,2387.0,2387.0,114888.398,1455942.0,1455942.0
2008-06-01,,,,13745.194,171471.0,171471.0,2.0,41.0,41.0,279.97900000000004,3493.0,3493.0,123646.828,1542489.0,1542489.0
2008-07-01,,,,15156.793000000001,182019.0,182019.0,0.0,0.0,0.0,34.764,417.0,417.0,147246.443,1768293.0,1768293.0
2008-08-01,,,,12691.512,150242.0,150242.0,2.0,24.0,24.0,49.174,582.0,582.0,150232.314,1778454.0,1778454.0
2008-09-01,,,,9445.802,112194.0,112194.0,2.0,24.0,24.0,92.574,1100.0,1100.0,119067.624,1414243.0,1414243.0
2008-10-01,,,,9256.126,114321.0,114321.0,0.0,0.0,0.0,315.641,3898.0,3898.0,120719.233,1490986.0,1490986.0
2008-11-01,,,,9822.153,118488.0,118488.0,2.0,24.0,24.0,68.727,829.0,829.0,144805.119,1746831.0,1746831.0
2008-12-01,,,,10058.698,121975.0,121975.0,2.0,24.0,24.0,223.538,2711.0,2711.0,133631.765,1620457.0,1620457.0
2009-01-01,,,,8540.425000000001,102654.0,102654.0,2.0,24.0,24.0,225.519,2711.0,2711.0,161193.056,1937502.0,1937502.0
2009-02-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,4.185,47.0,47.0,135859.815,1532447.0,1532447.0
2009-03-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,359.26800000000003,4339.0,4339.0,61838.732,746923.0,746923.0
2009-04-01,,,,1838.834,22785.0,22785.0,0.0,0.0,0.0,515.342,6386.0,6386.0,32374.824,401161.0,401161.0
2009-05-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,259.04400000000004,3140.0,3140.0,38390.956,465344.0,465344.0
2009-06-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,684.916,8138.0,8138.0,82494.084,980165.0,980165.0
2009-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,141.26,1623.0,1623.0,98929.74,1136562.0,1136562.0
2009-08-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,46.019000000000005,512.0,512.0,133954.981,1489080.0,1489080.0
2009-09-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,155.12800000000001,1735.0,1735.0,102580.872,1147029.0,1147029.0
2009-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,275.00100000000003,3134.0,3134.0,129091.999,1471192.0,1471192.0
2009-11-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,70.652,817.0,817.0,129165.348,1494220.0,1494220.0
2009-12-01,,,,0.0,0.0,0.0,2.0,24.0,24.0,8.654,100.0,100.0,156946.346,1812868.0,1812868.0
2010-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157416.0,1861001.0,1861001.0
2010-02-01,,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,147461.0,1721011.0,1721011.0
2010-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,138.75300000000001,1623.0,1623.0,105494.247,1233882.0,1233882.0
2010-04-01,,,,-15.021,0.0,0.0,0.0,0.0,0.0,-4.053,0.0,0.0,-1828.9260000000002,0.0,0.0
2010-05-01,,,,0.0,0.0,0.0,-6.0,0.0,0.0,-1976.0,659.0,659.0,0.0,0.0,0.0
2010-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3724.117,50250.0,50250.0,56979.883,768844.0,768844.0
2010-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1126.3310000000001,13559.0,13559.0,119412.669,1437543.0,1437543.0
2010-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,747.72,9090.0,9090.0,123594.28,1502611.0,1502611.0
2010-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,557.129,6938.0,6938.0,80802.871,1006308.0,1006308.0
2010-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,572.725,6862.0,6862.0,90381.275,1082880.0,1082880.0
2010-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,128.451,1558.0,1558.0,139707.549,1694755.0,1694755.0
2010-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,468.201,5833.0,5833.0,136561.799,1701320.0,1701320.0
2011-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,342.197,4175.0,4175.0,139529.8,1702263.0,1702263.0
2011-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,160.043,1987.0,1987.0,139541.96,1732853.0,1732853.0
2011-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,271.588,3387.0,3387.0,139318.41,1737392.0,1737392.0
2011-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.88,282.0,282.0,57829.12,713363.0,713363.0
2011-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,-12.609,0.0,0.0,-1904.391,0.0,0.0
2011-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1854.508,23226.0,23226.0,96910.492,1213714.0,1213714.0
2011-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,42.856,517.0,517.0,150616.14,1818511.0,1818511.0
2011-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,78.254,941.0,941.0,149143.75,1793055.0,1793055.0
2011-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,83.455,1011.0,1011.0,116505.55,1411885.0,1411885.0
2011-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,277.177,3258.0,3258.0,126799.82,1490211.0,1490211.0
2011-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,295.766,3610.0,3610.0,131350.23,1603352.0,1603352.0
2011-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,171.796,2193.0,2193.0,117429.2,1499168.0,1499168.0
2012-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,938.632,12383.0,12383.0,70040.368,924036.0,924036.0
2012-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,102.661,1311.0,1311.0,104578.34,1335725.0,1335725.0
2012-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,517.82,6474.0,6474.0,79246.18,990750.0,990750.0
2012-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,654.476,8332.0,8332.0,31139.524,396429.0,396429.0
2012-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,457.336,5316.0,5316.0,77918.664,905633.0,905633.0
2012-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,112.623,1282.0,1282.0,125300.38,1426133.0,1426133.0
2012-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,316.276,3716.0,3716.0,145032.72,1704096.0,1704096.0
2012-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.068,335.0,335.0,126937.93,1515790.0,1515790.0
2012-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,227.576,2673.0,2673.0,115160.42,1352469.0,1352469.0
2012-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,432.282,5163.0,5163.0,53892.718,643628.0,643628.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,336.669,3904.0,3904.0,107597.33,1247796.0,1247796.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,167.769,2058.0,2058.0,95669.231,1173561.0,1173561.0
2013-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,796.436,9608.0,9608.0,67100.564,809477.0,809477.0
2013-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,542.656,7544.0,7544.0,16967.344,235881.0,235881.0
2013-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2586.0,3538.0,3538.0,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,354.346,4118.0,4118.0,127700.65,1484136.0,1484136.0
2013-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,636.125,7920.0,7920.0,81372.875,1013169.0,1013169.0
2013-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,283.636,3587.0,3587.0,82155.364,1038920.0,1038920.0
2013-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,229.318,2646.0,2646.0,88387.682,1019866.0,1019866.0
2013-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,271.46,3134.0,3134.0,45158.54,521362.0,521362.0
2013-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,392.133,4475.0,4475.0,109181.87,1245890.0,1245890.0
2013-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,176.355,2070.0,2070.0,99851.645,1171893.0,1171893.0
2013-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,533.128,6362.0,6362.0,103372.87,1233616.0,1233616.0
2013-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,226.44,2799.0,2799.0,146386.56,1809392.0,1809392.0
2014-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,285.855,3552.0,3552.0,145753.15,1810865.0,1810865.0
2014-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,379.725,4710.0,4710.0,126678.28,1571240.0,1571240.0
2014-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,52.318,682.0,682.0,120662.68,1573096.0,1573096.0
2014-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,415.913,5615.0,5615.0,62933.087,849684.0,849684.0
2014-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,632.981,7620.0,7620.0,85215.019,1025907.0,1025907.0
2014-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,590.288,7779.0,7779.0,33138.712,436705.0,436705.0
2014-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,38.255,470.0,470.0,138081.75,1697904.0,1697904.0
2014-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,676.516,7867.0,7867.0,146486.48,1703542.0,1703542.0
2014-09-01,,,,16152.23,193857.0,193857.0,0.0,0.0,0.0,398.797,4786.0,4786.0,62389.973,748798.0,748798.0
2014-10-01,,,,26444.402,302458.0,302458.0,0.0,0.0,0.0,53.98,617.0,617.0,112441.62,1286050.0,1286050.0
2014-11-01,,,,23309.244,276035.0,276035.0,0.0,0.0,0.0,70.01,829.0,829.0,95839.746,1134963.0,1134963.0
2014-12-01,,,,28326.547,321977.0,321977.0,0.0,0.0,0.0,39.832,453.0,453.0,101388.62,1152446.0,1152446.0
2015-01-01,,,,18628.847,240437.0,240437.0,,,,0.0,0.0,0.0,96129.153,1240709.0,1240709.0
2015-02-01,,,,0.0,0.0,0.0,,,,206.231,2590.0,2590.0,96561.769,1212645.0,1212645.0
2015-03-01,,,,0.0,0.0,0.0,,,,199.942,2474.0,2474.0,113390.06,1402762.0,1402762.0
2015-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,4565.0,95926.0,95926.0
2015-05-01,,,,0.0,0.0,0.0,,,,349.488,4138.0,4138.0,55205.512,653646.0,653646.0
2015-06-01,,,,0.0,0.0,0.0,,,,449.504,5267.0,5267.0,93837.496,1099548.0,1099548.0
2015-07-01,,,,0.0,0.0,0.0,,,,185.755,2200.0,2200.0,116719.25,1382345.0,1382345.0
2015-08-01,,,,0.0,0.0,0.0,,,,326.576,3830.0,3830.0,92495.424,1084639.0,1084639.0
2015-09-01,,,,0.0,0.0,0.0,,,,51.987,594.0,594.0,123200.01,1406831.0,1406831.0
2015-10-01,,,,0.0,0.0,0.0,,,,27.57,338.0,338.0,29175.43,357220.0,357220.0
2015-11-01,,,,-143.894,0.0,0.0,,,,-5.678,0.0,0.0,-1900.428,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,,,,541.04,7898.0,7898.0,20223.96,295216.0,295216.0
2016-01-01,,,,0.0,0.0,0.0,,,,142.892,1735.0,1735.0,97993.108,1189563.0,1189563.0
2016-02-01,,,,0.0,0.0,0.0,,,,61.264,770.0,770.0,54368.736,683584.0,683584.0
2016-03-01,,,,0.0,0.0,0.0,,,,297.87,4398.0,4398.0,8961.13,132317.0,132317.0
2016-04-01,,,,,,,,,,-4.162,0.0,0.0,-1467.838,0.0,0.0
2016-05-01,,,,,,,,,,448.333,9784.0,9784.0,3648.667,79628.0,79628.0
2016-06-01,,,,,,,,,,46.611,529.0,529.0,129944.39,1475342.0,1475342.0
2016-07-01,,,,,,,,,,392.462,4533.0,4533.0,97227.538,1123113.0,1123113.0
2016-08-01,,,,,,,,,,107.73,1305.0,1305.0,135232.27,1638601.0,1638601.0
2016-09-01,,,,,,,,,,343.41,4098.0,4098.0,109496.59,1306765.0,1306765.0
2016-10-01,,,,,,,,,,603.683,7362.0,7362.0,75093.317,915744.0,915744.0
2016-11-01,,,,,,,,,,830.259,10613.0,10613.0,79662.741,1018347.0,1018347.0
2016-12-01,,,,,,,,,,213.034,2693.0,2693.0,107213.97,1355330.0,1355330.0
2017-01-01,,,,0.0,0.0,0.0,,,,338.437,4369.0,4369.0,99712.563,1287177.0,1287177.0
2017-02-01,,,,,,,,,,280.203,3940.0,3940.0,20399.797,286818.0,286818.0
2017-03-01,,,,,,,,,,734.715,9296.0,9296.0,80520.285,1018815.0,1018815.0
2017-04-01,,,,,,,,,,159.427,1935.0,1935.0,94652.573,1148536.0,1148536.0
2017-05-01,,,,,,,,,,340.468,4028.0,4028.0,83965.532,993327.0,993327.0
2017-06-01,,,,,,,,,,211.808,2393.0,2393.0,121055.19,1367768.0,1367768.0
2017-07-01,,,,,,,,,,322.2,3846.0,3846.0,101952.8,1216828.0,1216828.0
2017-08-01,,,,,,,,,,306.011,3681.0,3681.0,63452.989,763250.0,763250.0
2017-09-01,,,,,,,,,,46.04,559.0,559.0,53243.96,646005.0,646005.0
2017-10-01,,,,,,,,,,817.756,9902.0,9902.0,89440.244,1083001.0,1083001.0
2017-11-01,,,,0.0,0.0,0.0,,,,107.293,1282.0,1282.0,77123.707,921405.0,921405.0
2017-12-01,,,,,,,,,,647.798,7826.0,7826.0,85015.202,1027099.0,1027099.0
2018-01-01,,,,,,,,,,163.383,2064.0,2064.0,83196.617,1050955.0,1050955.0
2018-02-01,,,,0.0,0.0,0.0,,,,32.894,423.0,423.0,46201.106,594629.0,594629.0
2018-03-01,,,,,,,,,,348.801,7515.0,7515.0,3637.199,78360.0,78360.0
2018-04-01,,,,,,,,,,67.615,770.0,770.0,104040.39,1185247.0,1185247.0
2018-05-01,,,,,,,,,,437.358,4951.0,4951.0,88567.642,1002599.0,1002599.0
2018-06-01,,,,,,,,,,133.787,1516.0,1516.0,108957.21,1234885.0,1234885.0
2018-07-01,,,,,,,,,,53.795,600.0,600.0,131152.21,1462227.0,1462227.0
2018-08-01,,,,,,,,,,196.516,2187.0,2187.0,119409.48,1329112.0,1329112.0
2018-09-01,,,,,,,,,,567.593,6950.0,6950.0,75270.407,921684.0,921684.0
2018-10-01,,,,,,,,,,-1458.0,171.0,171.0,0.0,0.0,0.0
2018-11-01,,,,,,,,,,476.232,5069.0,5069.0,92997.768,989780.0,989780.0
2018-12-01,,,,,,,,,,177.314,2187.0,2187.0,28523.686,351870.0,351870.0
2019-01-01,,,,,,,,,,747.76,9132.0,9132.0,49868.24,608991.0,608991.0
2019-02-01,,,,,,,,,,538.019,6186.0,6186.0,104503.98,1201512.0,1201512.0
2019-03-01,,,,,,,,,,751.21,8726.0,8726.0,41746.79,484923.0,484923.0
2019-04-01,,,,,,,,,,-6.515,0.0,0.0,-1989.485,0.0,0.0
2019-05-01,,,,,,,,,,491.664,7750.0,7750.0,13198.336,208038.0,208038.0
2019-06-01,,,,,,,,,,456.467,6062.0,6062.0,63464.533,842864.0,842864.0
2019-07-01,,,,,,,,,,262.738,3416.0,3416.0,88591.262,1151917.0,1151917.0
2019-08-01,,,,,,,,,,442.809,5186.0,5186.0,52228.191,611694.0,611694.0
2019-09-01,,,,,,,,,,-2755.0,1964.0,1964.0,0.0,0.0,0.0
2019-10-01,,,,,,,,,,108.58,2617.0,2617.0,2321.42,55942.0,55942.0
2019-11-01,,,,,,,,,,356.704,4895.0,4895.0,26581.296,364787.0,364787.0
2019-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,,,,,,,234.875,4533.0,4533.0,7986.125,154146.0,154146.0
2020-02-01,,,,,,,,,,-27.417,0.0,0.0,-2814.583,0.0,0.0
2020-03-01,,,,,,,,,,-24.831,0.0,0.0,-2549.169,0.0,0.0
2020-04-01,,,,,,,,,,-21.117,0.0,0.0,-2167.883,0.0,0.0
2020-05-01,,,,,,,,,,-21.291,0.0,0.0,-2185.709,0.0,0.0
2020-06-01,,,,,,,,,,667.73,9479.0,9479.0,44521.27,631988.0,631988.0
