measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2006-11-01,-58.0,102.0,102.0,-94.0,0.0,0.0
2006-12-01,1070.0,25259.0,25259.0,-110.0,0.0,0.0
2007-01-01,63.0,4262.0,4262.0,-146.0,0.0,0.0
2007-02-01,-39.0,126.0,126.0,243.0,4737.0,4737.0
2007-03-01,221.0,5088.0,5088.0,3171.0,37057.0,37057.0
2007-04-01,-30.0,334.0,334.0,-305.0,0.0,0.0
2007-05-01,-5.0,602.0,602.0,-358.0,0.0,0.0
2007-06-01,-392.0,127.0,127.0,2976.0,46177.0,46177.0
2007-07-01,3105.0,50142.0,50142.0,7868.0,88608.0,88608.0
2007-08-01,3399.0,50185.0,50185.0,21967.0,233910.0,233910.0
2007-09-01,3355.0,48375.0,48375.0,2113.0,28796.0,28796.0
2007-10-01,868.0,13090.0,13090.0,-125.0,40.0,40.0
2007-11-01,-53.0,124.0,124.0,-105.0,0.0,0.0
2007-12-01,764.0,14526.0,14526.0,-113.0,0.0,0.0
2008-01-01,151.0,3237.0,3237.0,-115.0,0.0,0.0
2008-02-01,-62.0,683.0,683.0,-105.0,0.0,0.0
2008-03-01,-72.0,130.0,130.0,-113.0,0.0,0.0
2008-04-01,-30.0,1011.0,1011.0,7552.0,90453.0,90453.0
2008-05-01,1474.0,24089.0,24089.0,4686.0,57563.0,57563.0
2008-06-01,3190.0,51951.0,51951.0,654.0,12257.0,12257.0
2008-07-01,1695.0,26381.0,26381.0,32801.0,345704.0,345704.0
2008-08-01,4159.0,59239.0,59239.0,15302.0,166290.0,166290.0
2008-09-01,-18.0,2000.0,2000.0,-378.0,0.0,0.0
2008-10-01,-45.0,680.0,680.0,-397.0,0.0,0.0
2008-11-01,531.0,10160.0,10160.0,3262.0,43077.0,43077.0
2008-12-01,1639.0,26020.0,26020.0,-133.0,0.0,0.0
2009-01-01,229.0,9249.0,9249.0,-110.0,0.0,0.0
2009-02-01,-54.0,531.0,531.0,-88.0,0.0,0.0
2009-03-01,23.0,2351.0,2351.0,2120.0,26813.0,26813.0
2009-04-01,630.0,11047.0,11047.0,843.0,13020.0,13020.0
2009-05-01,591.0,15531.0,15531.0,13950.0,168297.0,168297.0
2009-06-01,233.0,5758.0,5758.0,5890.0,71909.0,71909.0
2009-07-01,1507.0,23918.0,23918.0,26175.0,290212.0,290212.0
2009-08-01,759.0,13861.0,13861.0,9243.0,109948.0,109948.0
2009-09-01,392.0,6079.0,6079.0,-400.0,864.0,864.0
2009-10-01,553.0,12388.0,12388.0,3146.0,42223.0,42223.0
2009-11-01,-57.0,390.0,390.0,-102.0,0.0,0.0
2009-12-01,224.0,7432.0,7432.0,-121.0,0.0,0.0
2010-01-01,515.0,13268.0,13268.0,-122.0,0.0,0.0
2010-02-01,-1.0,2210.0,2210.0,-109.0,0.0,0.0
2010-03-01,-80.0,0.0,0.0,-133.0,0.0,0.0
2010-04-01,0.0,1516.0,1516.0,7821.0,94812.0,94812.0
2010-05-01,-41.0,740.0,740.0,4260.0,54428.0,54428.0
2010-06-01,665.0,17793.0,17793.0,7248.0,90007.0,90007.0
2010-07-01,1661.0,31770.0,31770.0,18867.0,223402.0,223402.0
2010-08-01,1870.0,38944.0,38944.0,16198.0,192470.0,192470.0
2010-09-01,13.0,2049.0,2049.0,-191.0,0.0,0.0
2010-10-01,-29.0,1177.0,1177.0,-103.0,0.0,0.0
2010-11-01,-76.0,0.0,0.0,-110.0,0.0,0.0
2010-12-01,-91.0,0.0,0.0,-125.0,0.0,0.0
2011-01-01,25.0,2332.0,2332.0,2569.0,33172.0,33172.0
2011-02-01,393.0,9195.0,9195.0,-390.0,0.0,0.0
2011-03-01,318.0,10092.0,10092.0,-411.0,0.0,0.0
2011-04-01,70.0,3727.0,3727.0,-422.0,0.0,0.0
2011-05-01,-5.0,2541.0,2541.0,-421.0,0.0,0.0
2011-06-01,335.0,11969.0,11969.0,16943.0,203023.0,203023.0
2011-07-01,1392.0,39764.0,39764.0,21967.0,256443.0,256443.0
2011-08-01,870.0,21900.0,21900.0,19763.0,236904.0,236904.0
2011-09-01,27.0,3376.0,3376.0,3066.0,40235.0,40235.0
2011-10-01,-54.0,269.0,269.0,4103.0,48884.0,48884.0
2011-11-01,53.0,4021.0,4021.0,-124.0,0.0,0.0
2011-12-01,-92.0,0.0,0.0,-137.0,0.0,0.0
2012-01-01,-81.0,134.0,134.0,12323.0,149912.0,149912.0
2012-02-01,43.0,3698.0,3698.0,15728.0,186167.0,186167.0
2012-03-01,-65.0,22.0,22.0,3116.0,39839.0,39839.0
2012-04-01,450.0,14639.0,14639.0,3155.0,45499.0,45499.0
2012-05-01,1454.0,31879.0,31879.0,16312.0,202578.0,202578.0
2012-06-01,1109.0,17741.0,17741.0,17160.0,212293.0,212293.0
2012-07-01,1625.0,40460.0,40460.0,21097.0,251021.0,251021.0
2012-08-01,1686.0,43128.0,43128.0,16772.0,203773.0,203773.0
2012-09-01,1257.0,26427.0,26427.0,4084.0,52032.0,52032.0
2012-10-01,79.0,3956.0,3956.0,3480.0,46224.0,46224.0
2012-11-01,-66.0,429.0,429.0,-128.0,0.0,0.0
2012-12-01,-38.0,2485.0,2485.0,-137.0,0.0,0.0
2013-01-01,-86.0,0.0,0.0,-135.0,0.0,0.0
2013-02-01,-66.0,495.0,495.0,-120.0,0.0,0.0
2013-03-01,1.0,3381.0,3381.0,6008.0,76959.0,76959.0
2013-04-01,500.0,14238.0,14238.0,9004.0,114003.0,114003.0
2013-05-01,37.0,5738.0,5738.0,-394.0,0.0,0.0
2013-06-01,-4.0,1959.0,1959.0,9890.0,129551.0,129551.0
2013-07-01,433.0,14619.0,14619.0,13435.0,172470.0,172470.0
2013-08-01,683.0,20539.0,20539.0,3117.0,43033.0,43033.0
2013-09-01,498.0,10133.0,10133.0,6710.0,87884.0,87884.0
2013-10-01,151.0,10903.0,10903.0,4460.0,61160.0,61160.0
2013-11-01,-67.0,160.0,160.0,-128.0,0.0,0.0
2013-12-01,-59.0,0.0,0.0,-146.0,0.0,0.0
2014-01-01,-43.0,0.0,0.0,-118.0,0.0,0.0
2014-02-01,539.0,8784.0,8784.0,6820.0,85713.0,85713.0
2014-03-01,573.0,12992.0,12992.0,-116.0,0.0,0.0
2014-04-01,618.0,11778.0,11778.0,-104.0,0.0,0.0
2014-05-01,3263.0,66018.0,66018.0,2287.0,29578.0,29578.0
2014-06-01,2479.0,52421.0,52421.0,1276.0,17602.0,17602.0
2014-07-01,2357.0,41306.0,41306.0,-137.0,0.0,0.0
2014-08-01,2749.0,47375.0,47375.0,-129.0,0.0,0.0
2014-09-01,1544.0,28995.0,28995.0,-110.0,0.0,0.0
2014-10-01,3473.0,58515.0,58515.0,-110.0,0.0,0.0
2014-11-01,172.0,6292.0,6292.0,711.0,11863.0,11863.0
2014-12-01,2892.0,71255.0,71255.0,-123.0,0.0,0.0
2015-01-01,464.0,7968.0,7968.0,-124.0,0.0,0.0
2015-02-01,985.0,22636.0,22636.0,-113.0,0.0,0.0
2015-03-01,244.0,8909.0,8909.0,-113.0,0.0,0.0
2015-04-01,596.0,16776.0,16776.0,4431.0,56384.0,56384.0
2015-05-01,596.0,22727.0,22727.0,17314.0,218669.0,218669.0
2015-06-01,2954.0,58870.0,58870.0,-163.0,355.0,355.0
2015-07-01,5210.0,93373.0,93373.0,4215.0,53685.0,53685.0
2015-08-01,4359.0,67742.0,67742.0,-126.0,0.0,0.0
2015-09-01,1878.0,32334.0,32334.0,10094.0,119796.0,119796.0
2015-10-01,1692.0,24308.0,24308.0,24399.0,289862.0,289862.0
2015-11-01,-19.0,697.0,697.0,19811.0,244478.0,244478.0
2015-12-01,-51.0,0.0,0.0,1919.0,27270.0,27270.0
2016-01-01,-55.0,0.0,0.0,-114.0,0.0,0.0
2016-02-01,-45.0,0.0,0.0,-93.0,0.0,0.0
2016-03-01,-43.0,0.0,0.0,-100.0,0.0,0.0
2016-04-01,480.0,11331.0,11331.0,-104.0,0.0,0.0
2016-05-01,206.0,4189.0,4189.0,-97.0,0.0,0.0
2016-06-01,1199.0,19549.0,19549.0,-116.0,0.0,0.0
2016-07-01,988.0,16607.0,16607.0,953.0,14364.0,14364.0
2016-08-01,929.0,16275.0,16275.0,-110.0,0.0,0.0
2016-09-01,729.0,13401.0,13401.0,-96.0,0.0,0.0
2016-10-01,131.0,3134.0,3134.0,-97.0,0.0,0.0
2016-11-01,66.0,2242.0,2242.0,-99.0,0.0,0.0
2016-12-01,-19.0,1334.0,1334.0,-111.0,0.0,0.0
2017-01-01,1461.81,23172.0,23172.0,-108.0,0.0,0.0
2017-02-01,964.168,15284.0,15284.0,-92.0,0.0,0.0
2017-03-01,1931.118,30613.0,30613.0,-101.0,0.0,0.0
2017-04-01,2107.672,33411.0,33411.0,-97.0,0.0,0.0
2017-05-01,1538.577,24389.0,24389.0,-96.0,0.0,0.0
2017-06-01,2546.336,40366.0,40366.0,13494.0,158297.0,158297.0
2017-07-01,3976.648,63039.0,63039.0,-163.0,0.0,0.0
2017-08-01,2389.31,37876.0,37876.0,-101.0,0.0,0.0
2017-09-01,1847.752,29291.0,29291.0,-79.0,3425.0,3425.0
2017-10-01,2612.363,41412.0,41412.0,-135.0,0.0,0.0
2017-11-01,2273.312,36037.0,36037.0,-101.0,0.0,0.0
2017-12-01,2191.934,34747.0,34747.0,-107.0,0.0,0.0
2018-01-01,1368.44,20647.0,20647.0,1341.0,19213.0,19213.0
2018-02-01,1408.522,21253.0,21253.0,7532.0,89056.0,89056.0
2018-03-01,1707.734,25767.0,25767.0,2447.0,30027.0,30027.0
2018-04-01,1586.189,23933.0,23933.0,6898.0,84290.0,84290.0
2018-05-01,2429.025,36651.0,36651.0,-95.0,0.0,0.0
2018-06-01,2389.201,36051.0,36051.0,961.0,14550.0,14550.0
2018-07-01,2962.808,44706.0,44706.0,-100.0,0.0,0.0
2018-08-01,2205.463,33278.0,33278.0,-102.0,0.0,0.0
2018-09-01,1991.001,30041.0,30041.0,-88.0,0.0,0.0
2018-10-01,1461.142,22047.0,22047.0,-94.0,0.0,0.0
2018-11-01,1335.517,20151.0,20151.0,-97.0,0.0,0.0
2018-12-01,1231.958,18589.0,18589.0,-105.0,0.0,0.0
2019-01-01,1505.425,25239.0,25239.0,-105.0,0.0,0.0
2019-02-01,1337.026,22415.0,22415.0,-94.0,0.0,0.0
2019-03-01,1150.709,19292.0,19292.0,18306.0,214765.0,214765.0
2019-04-01,982.334,16469.0,16469.0,25718.0,298400.0,298400.0
2019-05-01,2665.82,44692.0,44692.0,-393.0,0.0,0.0
2019-06-01,2594.798,43502.0,43502.0,2307.0,30552.0,30552.0
2019-07-01,2859.537,47941.0,47941.0,2352.0,29515.0,29515.0
2019-08-01,3105.584,52066.0,52066.0,2880.0,35442.0,35442.0
2019-09-01,2309.831,38725.0,38725.0,-104.0,0.0,0.0
2019-10-01,2500.039,41913.0,41913.0,-94.0,0.0,0.0
2019-11-01,1374.733,23047.0,23047.0,-170.0,0.0,0.0
2019-12-01,1621.164,27178.0,27178.0,-105.0,0.0,0.0
2020-01-01,781.025,14051.0,14051.0,-96.0,0.0,0.0
2020-02-01,658.88,11854.0,11854.0,-91.0,0.0,0.0
2020-03-01,566.193,10187.0,10187.0,-93.0,0.0,0.0
2020-04-01,486.829,8758.0,8758.0,-83.0,0.0,0.0
2020-05-01,449.858,8093.0,8093.0,-76.0,0.0,0.0
2020-06-01,694.45,12493.0,12493.0,632.0,10880.0,10880.0
2020-07-01,1012.793,18221.0,18221.0,1618.0,22226.0,22226.0
2020-08-01,709.588,12766.0,12766.0,-93.0,0.0,0.0
2020-09-01,479.327,8624.0,8624.0,-86.0,0.0,0.0
2020-10-01,532.7,9584.0,9584.0,-91.0,0.0,0.0
2020-11-01,412.776,7427.0,7427.0,-90.0,0.0,0.0
2020-12-01,635.581,11434.0,11434.0,-103.0,0.0,0.0
2021-01-01,756.02,14198.0,14198.0,-103.0,0.0,0.0
2021-02-01,713.147,13392.0,13392.0,1419.0,19896.0,19896.0
2021-03-01,1055.348,19819.0,19819.0,-104.0,0.0,0.0
2021-04-01,1166.473,21906.0,21906.0,-99.0,0.0,0.0
2021-05-01,529.302,9940.0,9940.0,-95.0,0.0,0.0
2021-06-01,911.209,17112.0,17112.0,767.0,12544.0,12544.0
2021-07-01,1038.666,19506.0,19506.0,-99.0,0.0,0.0
2021-08-01,1103.731,20728.0,20728.0,-101.0,0.0,0.0
2021-09-01,806.822,15151.0,15151.0,-97.0,0.0,0.0
2021-10-01,661.444,12421.0,12421.0,-86.0,0.0,0.0
2021-11-01,682.312,12813.0,12813.0,-117.0,0.0,0.0
2021-12-01,848.526,15935.0,15935.0,-117.0,0.0,0.0
2022-01-01,1679.071,27432.0,27432.0,-119.0,0.0,0.0
2022-02-01,1731.108,28281.0,28281.0,-127.0,0.0,0.0
2022-03-01,1689.106,27594.0,27594.0,-94.0,0.0,0.0
2022-04-01,970.415,15853.0,15853.0,-109.0,0.0,0.0
2022-05-01,1677.224,27401.0,27401.0,-114.0,0.0,0.0
2022-06-01,1868.16,30520.0,30520.0,1316.0,21520.0,21520.0
2022-07-01,2548.701,41638.0,41638.0,4833.0,55984.0,55984.0
2022-08-01,2626.598,42910.0,42910.0,-125.0,0.0,0.0
2022-09-01,1729.004,28246.0,28246.0,-118.0,0.0,0.0
2022-10-01,2211.154,36123.0,36123.0,-112.0,0.0,0.0
2022-11-01,2327.158,38018.0,38018.0,-120.0,0.0,0.0
2022-12-01,1880.301,30718.0,30718.0,441.0,8311.0,8311.0
2023-01-01,1917.448,30012.0,30012.0,-130.0,0.0,0.0
2023-02-01,1934.561,30281.0,30281.0,-111.0,0.0,0.0
2023-03-01,2143.142,33546.0,33546.0,-120.0,0.0,0.0
2023-04-01,1717.238,26880.0,26880.0,-115.0,0.0,0.0
2023-05-01,2682.025,41981.0,41981.0,2990.0,38121.0,38121.0
2023-06-01,3019.343,47261.0,47261.0,7609.0,93113.0,93113.0
2023-07-01,3256.74,50977.0,50977.0,11555.0,138305.0,138305.0
2023-08-01,3961.751,62012.0,62012.0,23324.0,265119.0,265119.0
2023-09-01,2873.949,44986.0,44986.0,4234.0,54336.0,54336.0
2023-10-01,2683.571,42005.0,42005.0,-155.0,0.0,0.0
2023-11-01,2318.375,36289.0,36289.0,-100.0,0.0,0.0
2023-12-01,2161.857,33839.0,33839.0,-106.0,0.0,0.0
2024-01-01,1289.343,22289.0,22289.0,-119.0,0.0,0.0
2024-02-01,1229.169,21247.0,21247.0,953.0,14381.0,14381.0
2024-03-01,1447.495,25021.0,25021.0,1324.0,16468.0,16468.0
2024-04-01,1166.454,20164.0,20164.0,2851.0,35334.0,35334.0
2024-05-01,1571.519,27166.0,27166.0,9217.0,104289.0,104289.0
2024-06-01,1674.001,28938.0,28938.0,4054.0,51084.0,51084.0
2024-07-01,2315.802,40032.0,40032.0,5587.0,70401.0,70401.0
2024-08-01,2104.566,36380.0,36380.0,13694.0,162470.0,162470.0
2024-09-01,1602.12,27695.0,27695.0,1751.0,26480.0,26480.0
2024-10-01,1147.49,19836.0,19836.0,7606.0,95670.0,95670.0
2024-11-01,1489.369,25746.0,25746.0,1811.0,26228.0,26228.0
2024-12-01,1160.672,20064.0,20064.0,1291.0,16303.0,16303.0
