measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2005-02-01,0.0,0.0,0.0,1967.0980000000002,32718.62,32718.62
2005-03-01,0.0,0.0,0.0,2197.553,36551.76,36551.76
2005-04-01,0.0,0.0,0.0,2029.0010000000002,33748.26,33748.26
2005-05-01,0.0,0.0,0.0,2223.096,36976.63,36976.63
2005-06-01,0.0,0.0,0.0,2155.587,35853.76,35853.76
2005-07-01,0.0,0.0,0.0,2315.871,38519.75,38519.75
2005-08-01,0.0,0.0,0.0,2230.819,37105.08,37105.08
2005-09-01,0.0,0.0,0.0,2123.8920000000003,35326.56,35326.56
2005-10-01,0.0,0.0,0.0,1832.8990000000001,30486.51,30486.51
2005-11-01,0.0,0.0,0.0,2040.9260000000002,33946.61,33946.61
2005-12-01,0.0,0.0,0.0,2283.795,37986.22,37986.22
2006-01-01,3.834,63.0,63.0,2214.7780000000002,36414.0,36414.0
2006-02-01,3.794,63.0,63.0,2046.7910000000002,33652.0,33652.0
2006-03-01,3.327,55.0,55.0,2257.7490000000003,37120.0,37120.0
2006-04-01,4.388,72.0,72.0,1661.1560000000002,27312.0,27312.0
2006-05-01,3.966,65.0,65.0,2030.905,33391.0,33391.0
2006-06-01,4.743,78.0,78.0,2127.453,34978.0,34978.0
2006-07-01,4.601,76.0,76.0,2207.943,36301.0,36301.0
2006-08-01,4.952,82.0,82.0,2194.666,36083.0,36083.0
2006-09-01,3.5180000000000002,58.0,58.0,2099.25,34514.0,34514.0
2006-10-01,4.5280000000000005,75.0,75.0,2178.335,35815.0,35815.0
2006-11-01,3.9520000000000004,65.0,65.0,2200.091,36172.0,36172.0
2006-12-01,4.397,73.0,73.0,2119.882,34854.0,34854.0
2007-01-01,0.0,0.0,0.0,1181.2440000000001,18855.0,18855.0
2007-02-01,0.0,0.0,0.0,1853.915,29592.0,29592.0
2007-03-01,0.0,0.0,0.0,1506.804,24052.0,24052.0
2007-04-01,0.0,0.0,0.0,1843.777,29430.0,29430.0
2007-05-01,0.0,0.0,0.0,1211.46,19337.0,19337.0
2007-06-01,0.0,0.0,0.0,1479.555,23617.0,23617.0
2007-07-01,0.0,0.0,0.0,1864.837,29767.0,29767.0
2007-08-01,0.0,0.0,0.0,2102.987,33568.0,33568.0
2007-09-01,0.0,0.0,0.0,2276.474,36337.0,36337.0
2007-10-01,0.0,0.0,0.0,2982.887,47613.0,47613.0
2007-11-01,0.0,0.0,0.0,1919.316,30636.0,30636.0
2007-12-01,0.0,0.0,0.0,1472.7440000000001,23508.0,23508.0
2008-01-01,0.0,0.0,0.0,2955.7250000000004,48631.0,48631.0
2008-02-01,0.0,0.0,0.0,1816.586,29889.0,29889.0
2008-03-01,0.0,0.0,0.0,7888.674,129795.0,129795.0
2008-04-01,0.0,0.0,0.0,1129.289,18581.0,18581.0
2008-05-01,0.0,0.0,0.0,868.123,14284.0,14284.0
2008-06-01,0.0,0.0,0.0,1901.939,31293.0,31293.0
2008-07-01,0.0,0.0,0.0,1661.155,27332.0,27332.0
2008-08-01,0.0,0.0,0.0,1661.88,27343.0,27343.0
2008-09-01,0.0,0.0,0.0,1685.084,27725.0,27725.0
2008-10-01,0.0,0.0,0.0,1881.5040000000001,30957.0,30957.0
2008-11-01,0.0,0.0,0.0,1169.6290000000001,19244.0,19244.0
2008-12-01,0.0,0.0,0.0,497.41200000000003,8184.0,8184.0
2009-01-01,0.0,0.0,0.0,4107.317,99692.0,99692.0
2009-02-01,0.0,0.0,0.0,3617.219,87797.0,87797.0
2009-03-01,0.0,0.0,0.0,2244.8340000000003,54487.0,54487.0
2009-04-01,0.0,0.0,0.0,1747.422,42413.0,42413.0
2009-05-01,0.0,0.0,0.0,2439.84,59219.0,59219.0
2009-06-01,0.0,0.0,0.0,2078.166,50441.0,50441.0
2009-07-01,0.0,0.0,0.0,1728.8020000000001,41961.0,41961.0
2009-08-01,0.0,0.0,0.0,1300.867,31575.0,31575.0
2009-09-01,0.0,0.0,0.0,1667.3780000000002,40471.0,40471.0
2009-10-01,0.0,0.0,0.0,1371.175,33281.0,33281.0
2009-11-01,0.0,0.0,0.0,1609.537,39067.0,39067.0
2009-12-01,0.0,0.0,0.0,1895.443,46006.0,46006.0
2010-01-01,0.0,0.0,0.0,1142.732,16686.0,16686.0
2010-02-01,0.0,0.0,0.0,1658.905,24225.0,24225.0
2010-03-01,0.0,0.0,0.0,769.1800000000001,11232.0,11232.0
2010-04-01,0.0,0.0,0.0,1127.443,16464.0,16464.0
2010-05-01,0.0,0.0,0.0,1313.002,19174.0,19174.0
2010-06-01,0.0,0.0,0.0,2429.409,35477.0,35477.0
2010-07-01,0.0,0.0,0.0,2212.829,32314.0,32314.0
2010-08-01,0.0,0.0,0.0,2227.1530000000002,32523.0,32523.0
2010-09-01,0.0,0.0,0.0,3406.905,49751.0,49751.0
2010-10-01,0.0,0.0,0.0,1688.8410000000001,24662.0,24662.0
2010-11-01,0.0,0.0,0.0,2282.7760000000003,33335.0,33335.0
2010-12-01,0.0,0.0,0.0,4286.825,62600.0,62600.0
2011-01-01,0.0,0.0,0.0,2187.558,35134.0,35134.0
2011-02-01,0.0,0.0,0.0,1691.489,27167.0,27167.0
2011-03-01,0.0,0.0,0.0,523.21,8403.0,8403.0
2011-04-01,0.0,0.0,0.0,997.892,16027.0,16027.0
2011-05-01,0.0,0.0,0.0,1636.339,26281.0,26281.0
2011-06-01,0.0,0.0,0.0,1996.047,32058.0,32058.0
2011-07-01,0.0,0.0,0.0,3080.329,49473.0,49473.0
2011-08-01,0.0,0.0,0.0,3136.886,50381.0,50381.0
2011-09-01,0.0,0.0,0.0,3382.577,54327.0,54327.0
2011-10-01,0.0,0.0,0.0,2429.949,39027.0,39027.0
2011-11-01,0.0,0.0,0.0,3142.574,50472.0,50472.0
2011-12-01,0.0,0.0,0.0,2653.15,42612.0,42612.0
2012-01-01,0.0,0.0,0.0,2518.024,39782.0,39782.0
2012-02-01,0.0,0.0,0.0,1539.691,24325.0,24325.0
2012-03-01,0.0,0.0,0.0,900.263,14223.0,14223.0
2012-04-01,0.0,0.0,0.0,540.13,8533.0,8533.0
2012-05-01,0.0,0.0,0.0,798.387,12614.0,12614.0
2012-06-01,0.0,0.0,0.0,2253.606,35604.0,35604.0
2012-07-01,0.0,0.0,0.0,3506.045,55391.0,55391.0
2012-08-01,0.0,0.0,0.0,3280.24,51823.0,51823.0
2012-09-01,0.0,0.0,0.0,2226.04,35169.0,35169.0
2012-10-01,0.0,0.0,0.0,3700.23,58458.0,58458.0
2012-11-01,0.0,0.0,0.0,2036.41,32172.0,32172.0
2012-12-01,0.0,0.0,0.0,4476.934,70729.0,70729.0
2013-01-01,0.0,0.0,0.0,1515.1,26166.0,26166.0
2013-02-01,0.0,0.0,0.0,1708.521,29507.0,29507.0
2013-03-01,0.0,0.0,0.0,2466.087,42590.0,42590.0
2013-04-01,0.0,0.0,0.0,2711.186,46823.0,46823.0
2013-05-01,0.0,0.0,0.0,3523.279,60848.0,60848.0
2013-06-01,0.0,0.0,0.0,2999.019,51794.0,51794.0
2013-07-01,0.0,0.0,0.0,3698.268,63871.0,63871.0
2013-08-01,0.0,0.0,0.0,2562.989,44264.0,44264.0
2013-09-01,0.0,0.0,0.0,1329.021,22953.0,22953.0
2013-10-01,0.0,0.0,0.0,469.935,8116.0,8116.0
2013-11-01,0.0,0.0,0.0,411.777,7112.0,7112.0
2013-12-01,0.0,0.0,0.0,794.818,13727.0,13727.0
2014-01-01,0.0,0.0,0.0,3766.558,61007.0,61007.0
2014-02-01,0.0,0.0,0.0,4789.355,77573.0,77573.0
2014-03-01,0.0,0.0,0.0,2435.357,39446.0,39446.0
2014-04-01,0.0,0.0,0.0,1683.08,27261.0,27261.0
2014-05-01,0.0,0.0,0.0,679.035,10998.0,10998.0
2014-06-01,0.0,0.0,0.0,2340.814,37914.0,37914.0
2014-07-01,0.0,0.0,0.0,4249.561,68830.0,68830.0
2014-08-01,0.0,0.0,0.0,3280.323,53132.0,53132.0
2014-09-01,0.0,0.0,0.0,3589.271,58135.0,58135.0
2014-10-01,0.0,0.0,0.0,1180.235,19116.0,19116.0
2014-11-01,0.0,0.0,0.0,219.545,3556.0,3556.0
2014-12-01,0.0,0.0,0.0,186.866,3027.0,3027.0
2015-01-01,0.0,0.0,0.0,306.117,4819.0,4819.0
2015-02-01,0.0,0.0,0.0,1442.422,22710.0,22710.0
2015-03-01,0.0,0.0,0.0,2023.733,31862.0,31862.0
2015-04-01,0.0,0.0,0.0,1590.812,25046.0,25046.0
2015-05-01,0.0,0.0,0.0,1944.986,30622.0,30622.0
2015-06-01,0.0,0.0,0.0,1174.426,18490.0,18490.0
2015-07-01,0.0,0.0,0.0,3655.867,57558.0,57558.0
2015-08-01,0.0,0.0,0.0,2185.263,34405.0,34405.0
2015-09-01,0.0,0.0,0.0,1935.157,30467.0,30467.0
2015-10-01,0.0,0.0,0.0,2182.078,34354.0,34354.0
2015-11-01,0.0,0.0,0.0,4501.808,70876.0,70876.0
2015-12-01,0.0,0.0,0.0,4927.331,77576.0,77576.0
2016-01-01,0.0,0.0,0.0,2490.679,38571.0,38571.0
2016-02-01,0.0,0.0,0.0,2181.442,33782.0,33782.0
2016-03-01,0.0,0.0,0.0,1893.026,29316.0,29316.0
2016-04-01,0.0,0.0,0.0,3535.295,54749.0,54749.0
2016-05-01,0.0,0.0,0.0,2928.69,45355.0,45355.0
2016-06-01,0.0,0.0,0.0,2755.721,42676.0,42676.0
2016-07-01,0.0,0.0,0.0,1648.752,25533.0,25533.0
2016-08-01,0.0,0.0,0.0,1957.966,30322.0,30322.0
2016-09-01,0.0,0.0,0.0,1836.692,28444.0,28444.0
2016-10-01,0.0,0.0,0.0,244.84,3792.0,3792.0
2016-11-01,0.0,0.0,0.0,4670.161,72324.0,72324.0
2016-12-01,0.0,0.0,0.0,3765.736,58317.0,58317.0
2017-01-01,0.0,0.0,0.0,2595.511,39635.0,39635.0
2017-02-01,0.0,0.0,0.0,2476.633,37820.0,37820.0
2017-03-01,0.0,0.0,0.0,2533.364,38687.0,38687.0
2017-04-01,0.0,0.0,0.0,2294.507,35039.0,35039.0
2017-05-01,0.0,0.0,0.0,2328.259,35554.0,35554.0
2017-06-01,0.0,0.0,0.0,2209.626,33743.0,33743.0
2017-07-01,0.0,0.0,0.0,2286.423,34916.0,34916.0
2017-08-01,0.0,0.0,0.0,2170.716,33148.0,33148.0
2017-09-01,0.0,0.0,0.0,2017.417,30808.0,30808.0
2017-10-01,0.0,0.0,0.0,2385.635,36430.0,36430.0
2017-11-01,0.0,0.0,0.0,2462.514,37604.0,37604.0
2017-12-01,0.0,0.0,0.0,2542.395,38824.0,38824.0
2018-01-01,0.0,0.0,0.0,2253.431,35614.0,35614.0
2018-02-01,0.0,0.0,0.0,2137.154,33778.0,33778.0
2018-03-01,0.0,0.0,0.0,2274.504,35948.0,35948.0
2018-04-01,0.0,0.0,0.0,2190.222,34616.0,34616.0
2018-05-01,0.0,0.0,0.0,1981.043,31310.0,31310.0
2018-06-01,0.0,0.0,0.0,2143.038,33871.0,33871.0
2018-07-01,0.0,0.0,0.0,2153.484,34036.0,34036.0
2018-08-01,0.0,0.0,0.0,2142.087,33856.0,33856.0
2018-09-01,0.0,0.0,0.0,1760.202,27820.0,27820.0
2018-10-01,0.0,0.0,0.0,2184.48,34526.0,34526.0
2018-11-01,0.0,0.0,0.0,2210.297,34934.0,34934.0
2018-12-01,0.0,0.0,0.0,2271.058,35894.0,35894.0
2019-01-01,0.0,0.0,0.0,2293.025,37367.0,37367.0
2019-02-01,0.0,0.0,0.0,2020.284,32923.0,32923.0
2019-03-01,0.0,0.0,0.0,2182.179,35561.0,35561.0
2019-04-01,0.0,0.0,0.0,2053.305,33461.0,33461.0
2019-05-01,0.0,0.0,0.0,2200.558,35860.0,35860.0
2019-06-01,0.0,0.0,0.0,2127.902,34676.0,34676.0
2019-07-01,0.0,0.0,0.0,2160.396,35206.0,35206.0
2019-08-01,0.0,0.0,0.0,2090.905,34073.0,34073.0
2019-09-01,0.0,0.0,0.0,2047.27,33362.0,33362.0
2019-10-01,0.0,0.0,0.0,2153.881,35100.0,35100.0
2019-11-01,0.0,0.0,0.0,2043.543,33301.0,33301.0
2019-12-01,0.0,0.0,0.0,2279.752,37151.0,37151.0
2020-01-01,0.0,0.0,0.0,666.698,8827.0,8827.0
2020-02-01,0.0,0.0,0.0,637.579,8442.0,8442.0
2020-03-01,0.0,0.0,0.0,709.615,9395.0,9395.0
2020-04-01,0.0,0.0,0.0,657.975,8711.0,8711.0
2020-05-01,0.0,0.0,0.0,647.393,8571.0,8571.0
2020-06-01,0.0,0.0,0.0,571.402,7565.0,7565.0
2020-07-01,0.0,0.0,0.0,619.824,8206.0,8206.0
2020-08-01,0.0,0.0,0.0,625.934,8288.0,8288.0
2020-09-01,0.0,0.0,0.0,578.493,7659.0,7659.0
2020-10-01,0.0,0.0,0.0,583.99,7732.0,7732.0
2020-11-01,0.0,0.0,0.0,604.594,8005.0,8005.0
2020-12-01,0.0,0.0,0.0,697.503,9235.0,9235.0
2021-01-01,0.0,0.0,0.0,1785.747,27628.0,27628.0
2021-02-01,0.0,0.0,0.0,1667.113,25793.0,25793.0
2021-03-01,0.0,0.0,0.0,1775.304,27467.0,27467.0
2021-04-01,0.0,0.0,0.0,1745.803,27010.0,27010.0
2021-05-01,0.0,0.0,0.0,1761.253,27249.0,27249.0
2021-06-01,0.0,0.0,0.0,1617.749,25029.0,25029.0
2021-07-01,0.0,0.0,0.0,1668.801,25819.0,25819.0
2021-08-01,0.0,0.0,0.0,1614.716,24982.0,24982.0
2021-09-01,0.0,0.0,0.0,1486.537,22999.0,22999.0
2021-10-01,0.0,0.0,0.0,1578.283,24418.0,24418.0
2021-11-01,0.0,0.0,0.0,1574.624,24362.0,24362.0
2021-12-01,0.0,0.0,0.0,1854.07,28685.0,28685.0
2022-01-01,0.0,0.0,0.0,307.452,4637.0,4637.0
2022-02-01,0.0,0.0,0.0,294.812,4446.0,4446.0
2022-03-01,0.0,0.0,0.0,314.667,4745.0,4745.0
2022-04-01,0.0,0.0,0.0,305.277,4604.0,4604.0
2022-05-01,0.0,0.0,0.0,278.983,4207.0,4207.0
2022-06-01,0.0,0.0,0.0,289.249,4362.0,4362.0
2022-07-01,0.0,0.0,0.0,318.035,4796.0,4796.0
2022-08-01,0.0,0.0,0.0,291.529,4396.0,4396.0
2022-09-01,0.0,0.0,0.0,266.297,4016.0,4016.0
2022-10-01,0.0,0.0,0.0,289.576,4367.0,4367.0
2022-11-01,0.0,0.0,0.0,288.037,4344.0,4344.0
2022-12-01,0.0,0.0,0.0,306.086,4616.0,4616.0
2023-01-01,0.0,0.0,0.0,1487.481,22410.0,22410.0
2023-02-01,0.0,0.0,0.0,1365.923,20580.0,20580.0
2023-03-01,0.0,0.0,0.0,1373.495,20694.0,20694.0
2023-04-01,0.0,0.0,0.0,1373.995,20701.0,20701.0
2023-05-01,0.0,0.0,0.0,1520.783,22913.0,22913.0
2023-06-01,0.0,0.0,0.0,1350.995,20355.0,20355.0
2023-07-01,0.0,0.0,0.0,1403.728,21149.0,21149.0
2023-08-01,0.0,0.0,0.0,1360.884,20504.0,20504.0
2023-09-01,0.0,0.0,0.0,1240.11,18684.0,18684.0
2023-10-01,0.0,0.0,0.0,1394.12,21005.0,21005.0
2023-11-01,0.0,0.0,0.0,1397.411,21054.0,21054.0
2023-12-01,0.0,0.0,0.0,1498.075,22571.0,22571.0
2024-01-01,0.0,0.0,0.0,56.004,843.0,843.0
2024-02-01,0.0,0.0,0.0,52.698,793.0,793.0
2024-03-01,0.0,0.0,0.0,50.459,760.0,760.0
2024-04-01,0.0,0.0,0.0,50.967,767.0,767.0
2024-05-01,0.0,0.0,0.0,53.206,801.0,801.0
2024-06-01,0.0,0.0,0.0,45.644,687.0,687.0
2024-07-01,0.0,0.0,0.0,49.22,741.0,741.0
2024-08-01,0.0,0.0,0.0,51.013,768.0,768.0
2024-09-01,0.0,0.0,0.0,46.602,701.0,701.0
2024-10-01,0.0,0.0,0.0,49.979,752.0,752.0
2024-11-01,0.0,0.0,0.0,52.917,796.0,796.0
2024-12-01,0.0,0.0,0.0,51.291,772.0,772.0
