measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Waste/Other Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Waste/Other Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Waste/Other Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2011-05-01,32.021,348.0,348.0,7.259,79.0,79.0,0.0,0.0,0.0
2011-06-01,37.503,410.0,410.0,7.455,81.0,81.0,0.0,0.0,0.0
2011-07-01,67.015,730.0,730.0,7.678,84.0,84.0,0.0,0.0,0.0
2011-08-01,44.839,485.0,485.0,7.725,84.0,84.0,0.0,0.0,0.0
2011-09-01,6.972,74.0,74.0,7.059,77.0,77.0,0.0,0.0,0.0
2011-10-01,14.223,154.0,154.0,7.002,76.0,76.0,0.0,0.0,0.0
2011-11-01,11.693,125.0,125.0,7.201,79.0,79.0,0.0,0.0,0.0
2011-12-01,10.294,114.0,114.0,7.886,86.0,86.0,0.0,0.0,0.0
2012-01-01,11.065,197.0,197.0,104.01,1825.0,1825.0,0.0,0.0,0.0
2012-02-01,13.908,244.0,244.0,100.01,1754.0,1754.0,0.0,0.0,0.0
2012-03-01,4.933,87.0,87.0,104.242,1829.0,1829.0,0.0,0.0,0.0
2012-04-01,6.161,110.0,110.0,106.211,1863.0,1863.0,0.0,0.0,0.0
2012-05-01,12.398,215.0,215.0,111.362,1953.0,1953.0,0.0,0.0,0.0
2012-06-01,32.103,563.0,563.0,120.214,2109.0,2109.0,0.0,0.0,0.0
2012-07-01,81.523,1433.0,1433.0,116.261,2039.0,2039.0,0.0,0.0,0.0
2012-08-01,8.734,151.0,151.0,112.143,1967.0,1967.0,0.0,0.0,0.0
2012-09-01,12.592,220.0,220.0,98.448,1727.0,1727.0,0.0,0.0,0.0
2012-10-01,11.933,209.0,209.0,92.802,1628.0,1628.0,0.0,0.0,0.0
2012-11-01,8.015,139.0,139.0,113.344,1988.0,1988.0,0.0,0.0,0.0
2012-12-01,5.956,104.0,104.0,113.632,1993.0,1993.0,0.0,0.0,0.0
2013-01-01,10.636,115.0,115.0,13.918,148.0,148.0,0.0,0.0,0.0
2013-02-01,2.104,23.0,23.0,12.777,136.0,136.0,0.0,0.0,0.0
2013-03-01,2.602,29.0,29.0,13.185,140.0,140.0,0.0,0.0,0.0
2013-04-01,1.854,17.0,17.0,13.368,143.0,143.0,0.0,0.0,0.0
2013-05-01,3.466,35.0,35.0,17.607,188.0,188.0,0.0,0.0,0.0
2013-06-01,8.033,86.0,86.0,15.899,169.0,169.0,0.0,0.0,0.0
2013-07-01,12.803,138.0,138.0,17.574,187.0,187.0,0.0,0.0,0.0
2013-08-01,11.85,127.0,127.0,16.042,171.0,171.0,0.0,0.0,0.0
2013-09-01,4.689,52.0,52.0,14.365,153.0,153.0,0.0,0.0,0.0
2013-10-01,2.407,23.0,23.0,13.887,148.0,148.0,0.0,0.0,0.0
2013-11-01,2.544,29.0,29.0,15.126,161.0,161.0,0.0,0.0,0.0
2013-12-01,1.801,17.0,17.0,15.463,165.0,165.0,0.0,0.0,0.0
2014-01-01,606.578,6780.0,6780.0,112.473,1256.0,1256.0,0.0,0.0,0.0
2014-02-01,66.733,742.0,742.0,89.272,997.0,997.0,0.0,0.0,0.0
2014-03-01,89.414,998.0,998.0,90.141,1007.0,1007.0,0.0,0.0,0.0
2014-04-01,10.044,110.0,110.0,113.162,1263.0,1263.0,0.0,0.0,0.0
2014-05-01,13.455,151.0,151.0,126.297,1410.0,1410.0,0.0,0.0,0.0
2014-06-01,11.854,133.0,133.0,116.737,1303.0,1303.0,0.0,0.0,0.0
2014-07-01,77.928,870.0,870.0,120.485,1345.0,1345.0,0.0,0.0,0.0
2014-08-01,43.219,481.0,481.0,116.12,1297.0,1297.0,0.0,0.0,0.0
2014-09-01,15.557,174.0,174.0,98.616,1101.0,1101.0,0.0,0.0,0.0
2014-10-01,25.462,284.0,284.0,105.847,1182.0,1182.0,0.0,0.0,0.0
2014-11-01,49.454,551.0,551.0,102.561,1145.0,1145.0,0.0,0.0,0.0
2014-12-01,24.092,267.0,267.0,111.499,1245.0,1245.0,0.0,0.0,0.0
2015-01-01,74.204,797.0,797.0,89.155,954.0,954.0,0.0,0.0,0.0
2015-02-01,464.197,4967.0,4967.0,73.238,783.0,783.0,0.0,0.0,0.0
2015-03-01,25.048,266.0,266.0,78.816,843.0,843.0,0.0,0.0,0.0
2015-04-01,5.404,58.0,58.0,81.917,876.0,876.0,0.0,0.0,0.0
2015-05-01,33.6,358.0,358.0,86.748,928.0,928.0,0.0,0.0,0.0
2015-06-01,31.35,335.0,335.0,86.707,928.0,928.0,0.0,0.0,0.0
2015-07-01,105.451,1126.0,1126.0,86.591,926.0,926.0,0.0,0.0,0.0
2015-08-01,51.896,554.0,554.0,97.806,1046.0,1046.0,0.0,0.0,0.0
2015-09-01,9.838,104.0,104.0,66.104,707.0,707.0,0.0,0.0,0.0
2015-10-01,11.216,121.0,121.0,82.741,885.0,885.0,0.0,0.0,0.0
2015-11-01,33.836,364.0,364.0,93.421,999.0,999.0,0.0,0.0,0.0
2015-12-01,26.424,283.0,283.0,87.292,934.0,934.0,0.0,0.0,0.0
2016-01-01,87.938,1080.0,1080.0,50.817,625.0,625.0,0.0,0.0,0.0
2016-02-01,29.543,364.0,364.0,44.718,550.0,550.0,0.0,0.0,0.0
2016-03-01,14.687,179.0,179.0,50.646,623.0,623.0,0.0,0.0,0.0
2016-04-01,7.169,87.0,87.0,57.973,713.0,713.0,0.0,0.0,0.0
2016-05-01,13.042,162.0,162.0,57.405,706.0,706.0,0.0,0.0,0.0
2016-06-01,22.532,277.0,277.0,62.197,765.0,765.0,0.0,0.0,0.0
2016-07-01,33.674,416.0,416.0,59.548,733.0,733.0,0.0,0.0,0.0
2016-08-01,29.865,370.0,370.0,63.912,786.0,786.0,0.0,0.0,0.0
2016-09-01,16.98,208.0,208.0,52.851,650.0,650.0,0.0,0.0,0.0
2016-10-01,5.944,75.0,75.0,56.146,691.0,691.0,0.0,0.0,0.0
2016-11-01,5.598,69.0,69.0,60.227,741.0,741.0,0.0,0.0,0.0
2016-12-01,6.26,75.0,75.0,63.328,779.0,779.0,0.0,0.0,0.0
2017-01-01,22.619,283.0,283.0,20.233,244.0,244.0,0.0,0.0,0.0
2017-02-01,29.733,358.0,358.0,19.392,234.0,234.0,0.0,0.0,0.0
2017-03-01,14.482,173.0,173.0,20.885,252.0,252.0,0.0,0.0,0.0
2017-04-01,5.387,64.0,64.0,22.472,271.0,271.0,0.0,0.0,0.0
2017-05-01,16.504,196.0,196.0,21.629,261.0,261.0,0.0,0.0,0.0
2017-06-01,14.342,173.0,173.0,21.78,263.0,263.0,0.0,0.0,0.0
2017-07-01,10.051,121.0,121.0,22.883,276.0,276.0,0.0,0.0,0.0
2017-08-01,11.99,144.0,144.0,20.17,243.0,243.0,0.0,0.0,0.0
2017-09-01,10.337,127.0,127.0,21.596,261.0,261.0,0.0,0.0,0.0
2017-10-01,42.252,508.0,508.0,22.535,272.0,272.0,0.0,0.0,0.0
2017-11-01,20.721,248.0,248.0,20.362,246.0,246.0,0.0,0.0,0.0
2017-12-01,34.144,410.0,410.0,22.501,272.0,272.0,0.0,0.0,0.0
2018-01-01,318.704,3043.0,3043.0,50.115,479.0,479.0,0.0,0.0,0.0
2018-02-01,14.192,139.0,139.0,54.161,518.0,518.0,0.0,0.0,0.0
2018-03-01,11.519,110.0,110.0,60.685,581.0,581.0,0.0,0.0,0.0
2018-04-01,31.756,306.0,306.0,57.779,553.0,553.0,0.0,0.0,0.0
2018-05-01,39.388,375.0,375.0,58.385,559.0,559.0,0.0,0.0,0.0
2018-06-01,33.736,323.0,323.0,61.817,591.0,591.0,0.0,0.0,0.0
2018-07-01,34.206,329.0,329.0,58.767,562.0,562.0,0.0,0.0,0.0
2018-08-01,34.795,335.0,335.0,61.405,587.0,587.0,0.0,0.0,0.0
2018-09-01,48.417,462.0,462.0,41.973,402.0,402.0,0.0,0.0,0.0
2018-10-01,79.162,757.0,757.0,58.784,563.0,563.0,0.0,0.0,0.0
2018-11-01,83.837,803.0,803.0,57.852,554.0,554.0,0.0,0.0,0.0
2018-12-01,75.536,722.0,722.0,62.029,593.0,593.0,0.0,0.0,0.0
2019-01-01,29.301,306.0,306.0,11.758,128.0,128.0,0.0,0.0,0.0
2019-02-01,5.814,64.0,64.0,10.691,116.0,116.0,0.0,0.0,0.0
2019-03-01,10.003,110.0,110.0,11.112,120.0,120.0,0.0,0.0,0.0
2019-04-01,5.843,64.0,64.0,10.499,114.0,114.0,0.0,0.0,0.0
2019-05-01,8.162,87.0,87.0,12.058,130.0,130.0,0.0,0.0,0.0
2019-06-01,14.338,156.0,156.0,11.946,129.0,129.0,0.0,0.0,0.0
2019-07-01,19.658,214.0,214.0,11.237,121.0,121.0,0.0,0.0,0.0
2019-08-01,20.262,219.0,219.0,10.916,118.0,118.0,0.0,0.0,0.0
2019-09-01,16.438,179.0,179.0,11.2,121.0,121.0,0.0,0.0,0.0
2019-10-01,10.491,116.0,116.0,11.513,124.0,124.0,0.0,0.0,0.0
2019-11-01,8.866,98.0,98.0,9.887,107.0,107.0,0.0,0.0,0.0
2019-12-01,8.878,98.0,98.0,12.129,131.0,131.0,0.0,0.0,0.0
2020-01-01,12.102,150.0,150.0,57.938,705.0,705.0,0.0,0.0,0.0
2020-02-01,6.722,81.0,81.0,51.999,634.0,634.0,0.0,0.0,0.0
2020-03-01,13.441,162.0,162.0,57.431,700.0,700.0,0.0,0.0,0.0
2020-04-01,7.456,92.0,92.0,54.919,669.0,669.0,0.0,0.0,0.0
2020-05-01,18.835,231.0,231.0,57.467,700.0,700.0,0.0,0.0,0.0
2020-06-01,16.499,202.0,202.0,51.186,624.0,624.0,0.0,0.0,0.0
2020-07-01,29.048,352.0,352.0,56.748,691.0,691.0,0.0,0.0,0.0
2020-08-01,28.038,341.0,341.0,58.071,708.0,708.0,0.0,0.0,0.0
2020-09-01,34.546,422.0,422.0,55.941,682.0,682.0,0.0,0.0,0.0
2020-10-01,11.467,139.0,139.0,53.7,654.0,654.0,0.0,0.0,0.0
2020-11-01,23.87,289.0,289.0,56.449,688.0,688.0,0.0,0.0,0.0
2020-12-01,38.797,474.0,474.0,58.33,711.0,711.0,0.0,0.0,0.0
2021-01-01,11.177,173.0,173.0,76.5,1162.0,1162.0,0.0,0.0,0.0
2021-02-01,62.309,947.0,947.0,78.293,1189.0,1189.0,0.0,0.0,0.0
2021-03-01,33.656,508.0,508.0,82.673,1255.0,1255.0,0.0,0.0,0.0
2021-04-01,16.547,248.0,248.0,89.927,1365.0,1365.0,0.0,0.0,0.0
2021-05-01,13.651,208.0,208.0,84.558,1284.0,1284.0,0.0,0.0,0.0
2021-06-01,19.944,300.0,300.0,87.122,1323.0,1323.0,0.0,0.0,0.0
2021-07-01,23.305,352.0,352.0,92.553,1405.0,1405.0,0.0,0.0,0.0
2021-08-01,22.281,341.0,341.0,87.852,1334.0,1334.0,0.0,0.0,0.0
2021-09-01,17.369,266.0,266.0,53.428,811.0,811.0,0.0,0.0,0.0
2021-10-01,14.77,225.0,225.0,83.334,1265.0,1265.0,0.0,0.0,0.0
2021-11-01,20.973,318.0,318.0,84.603,1285.0,1285.0,0.0,0.0,0.0
2021-12-01,17.518,266.0,266.0,87.657,1331.0,1331.0,0.0,0.0,0.0
2022-01-01,103.295,1305.0,1305.0,150.649,1911.0,1911.0,0.0,0.0,0.0
2022-02-01,31.142,393.0,393.0,172.59,2189.0,2189.0,0.0,0.0,0.0
2022-03-01,16.637,214.0,214.0,186.528,2366.0,2366.0,0.0,0.0,0.0
2022-04-01,17.191,219.0,219.0,187.834,2383.0,2383.0,0.0,0.0,0.0
2022-05-01,22.602,289.0,289.0,187.394,2377.0,2377.0,0.0,0.0,0.0
2022-06-01,22.752,289.0,289.0,174.425,2213.0,2213.0,0.0,0.0,0.0
2022-07-01,69.232,878.0,878.0,182.623,2317.0,2317.0,0.0,0.0,0.0
2022-08-01,56.984,722.0,722.0,183.919,2333.0,2333.0,0.0,0.0,0.0
2022-09-01,6.148,81.0,81.0,169.64,2152.0,2152.0,0.0,0.0,0.0
2022-10-01,10.419,133.0,133.0,185.62,2355.0,2355.0,0.0,0.0,0.0
2022-11-01,16.85,214.0,214.0,188.687,2394.0,2394.0,0.0,0.0,0.0
2022-12-01,149.801,1900.0,1900.0,176.038,2233.0,2233.0,0.0,0.0,0.0
2023-01-01,77.032,814.0,814.0,287.73,3038.0,3038.0,0.0,0.0,0.0
2023-02-01,49.528,526.0,526.0,267.929,2830.0,2830.0,0.0,0.0,0.0
2023-03-01,65.483,693.0,693.0,295.129,3117.0,3117.0,0.0,0.0,0.0
2023-04-01,48.326,508.0,508.0,326.755,3451.0,3451.0,0.0,0.0,0.0
2023-05-01,54.836,578.0,578.0,321.628,3397.0,3397.0,0.0,0.0,0.0
2023-06-01,50.525,531.0,531.0,307.635,3249.0,3249.0,0.0,0.0,0.0
2023-07-01,46.418,491.0,491.0,302.566,3195.0,3195.0,0.0,0.0,0.0
2023-08-01,53.076,560.0,560.0,299.181,3160.0,3160.0,0.0,0.0,0.0
2023-09-01,43.769,462.0,462.0,249.359,2633.0,2633.0,0.0,0.0,0.0
2023-10-01,43.92,462.0,462.0,279.747,2954.0,2954.0,0.0,0.0,0.0
2023-11-01,67.595,716.0,716.0,290.477,3068.0,3068.0,0.0,0.0,0.0
2023-12-01,57.885,612.0,612.0,297.471,3141.0,3141.0,0.0,0.0,0.0
2024-01-01,89.459,1057.0,1057.0,132.126,1566.0,1566.0,0.0,0.0,0.0
2024-02-01,1.835,23.0,23.0,127.597,1512.0,1512.0,0.0,0.0,0.0
2024-03-01,5.24,64.0,64.0,123.66,1465.0,1465.0,0.0,0.0,0.0
2024-04-01,15.716,185.0,185.0,129.88,1539.0,1539.0,0.0,0.0,0.0
2024-05-01,6.67,81.0,81.0,132.817,1574.0,1574.0,0.0,0.0,0.0
