measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-01-01,0.0,0.0,0.0,117.705,1456.0,1456.0,221.93800000000002,5065.0,5065.0,5640.323,70730.0,70730.0,,,
2006-02-01,0.0,0.0,0.0,116.47800000000001,1440.0,1440.0,263.309,6009.0,6009.0,6691.729,83915.0,83915.0,,,
2006-03-01,0.0,0.0,0.0,102.12700000000001,1263.0,1263.0,300.32800000000003,6854.0,6854.0,7632.53,95712.0,95712.0,,,
2006-04-01,0.0,0.0,0.0,134.723,1666.0,1666.0,335.923,7666.0,7666.0,8537.152,107056.0,107056.0,,,
2006-05-01,0.0,0.0,0.0,121.756,1506.0,1506.0,389.083,8879.0,8879.0,9888.154,123998.0,123998.0,,,
2006-06-01,0.0,0.0,0.0,145.616,1801.0,1801.0,495.797,11314.0,11314.0,12600.197,158007.0,158007.0,,,
2006-07-01,0.0,0.0,0.0,141.258,1747.0,1747.0,623.325,14225.0,14225.0,15841.197,198649.0,198649.0,,,
2006-08-01,0.0,0.0,0.0,152.02200000000002,1880.0,1880.0,631.186,14404.0,14404.0,16040.974,201155.0,201155.0,,,
2006-09-01,0.0,0.0,0.0,107.998,1336.0,1336.0,429.461,9800.0,9800.0,10914.315,136866.0,136866.0,,,
2006-10-01,0.0,0.0,0.0,139.006,1719.0,1719.0,388.839,8873.0,8873.0,9881.948,123920.0,123920.0,,,
2006-11-01,0.0,0.0,0.0,121.33,1500.0,1500.0,288.773,6590.0,6590.0,7338.883000000001,92030.0,92030.0,,,
2006-12-01,0.0,0.0,0.0,134.981,1669.0,1669.0,301.039,6870.0,6870.0,7650.597000000001,95939.0,95939.0,,,
2007-01-01,,,,0.0,0.0,0.0,126.134,2735.0,2735.0,0.0,0.0,0.0,,,
2007-02-01,,,,0.0,0.0,0.0,107.174,2324.0,2324.0,0.0,0.0,0.0,,,
2007-03-01,,,,0.0,0.0,0.0,124.71100000000001,2704.0,2704.0,0.0,0.0,0.0,,,
2007-04-01,,,,0.0,0.0,0.0,117.45800000000001,2547.0,2547.0,0.0,0.0,0.0,,,
2007-05-01,,,,0.0,0.0,0.0,128.02,2776.0,2776.0,0.0,0.0,0.0,,,
2007-06-01,,,,0.0,0.0,0.0,149.893,3250.0,3250.0,0.0,0.0,0.0,,,
2007-07-01,,,,0.0,0.0,0.0,161.835,3509.0,3509.0,0.0,0.0,0.0,,,
2007-08-01,,,,0.0,0.0,0.0,192.925,4183.0,4183.0,0.0,0.0,0.0,,,
2007-09-01,,,,0.0,0.0,0.0,157.716,3420.0,3420.0,0.0,0.0,0.0,,,
2007-10-01,,,,0.0,0.0,0.0,132.58700000000002,2875.0,2875.0,0.0,0.0,0.0,,,
2007-11-01,,,,0.0,0.0,0.0,104.852,2273.0,2273.0,0.0,0.0,0.0,,,
2007-12-01,,,,0.0,0.0,0.0,108.694,2357.0,2357.0,0.0,0.0,0.0,,,
2008-01-01,0.0,0.0,0.0,,,,148.0,4741.0,4741.0,,,,,,
2008-02-01,0.0,0.0,0.0,,,,16.0,564.0,564.0,,,,,,
2008-03-01,0.0,0.0,0.0,,,,120.0,3038.0,3038.0,,,,,,
2008-04-01,0.0,0.0,0.0,,,,15.0,501.0,501.0,,,,,,
2008-05-01,0.0,0.0,0.0,,,,25.0,888.0,888.0,,,,,,
2008-06-01,0.0,0.0,0.0,,,,547.0,13848.0,13848.0,,,,,,
2008-07-01,0.0,0.0,0.0,,,,79.0,2439.0,2439.0,,,,,,
2008-08-01,0.0,0.0,0.0,,,,185.0,3594.0,3594.0,,,,,,
2008-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2008-10-01,0.0,0.0,0.0,,,,1890.0,1891.0,1891.0,,,,,,
2008-11-01,0.0,0.0,0.0,,,,16.0,469.0,469.0,,,,,,
2008-12-01,0.0,0.0,0.0,,,,18.0,522.0,522.0,,,,,,
2009-01-01,0.0,0.0,0.0,,,,15.0,493.0,493.0,,,,,,
2009-02-01,0.0,0.0,0.0,,,,12.0,238.0,238.0,,,,,,
2009-03-01,0.0,0.0,0.0,,,,63.0,1861.0,1861.0,,,,,,
2009-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2009-05-01,0.0,0.0,0.0,,,,25.0,674.0,674.0,,,,,,
2009-06-01,0.0,0.0,0.0,,,,177.0,3210.0,3210.0,,,,,,
2009-07-01,0.0,0.0,0.0,,,,487.0,8185.0,8185.0,,,,,,
2009-08-01,0.0,0.0,0.0,,,,294.0,5380.0,5380.0,,,,,,
2009-09-01,0.0,0.0,0.0,,,,149.0,2994.0,2994.0,,,,,,
2009-10-01,0.0,0.0,0.0,,,,87.0,1917.0,1917.0,,,,,,
2009-11-01,0.0,0.0,0.0,,,,33.0,773.0,773.0,,,,,,
2009-12-01,0.0,0.0,0.0,,,,131.0,2155.0,2155.0,,,,,,
2010-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2010-02-01,0.0,0.0,0.0,,,,225.0,4392.0,4392.0,,,,,,
2010-03-01,0.0,0.0,0.0,,,,154.0,3282.0,3282.0,,,,,,
2010-04-01,0.0,0.0,0.0,,,,16.0,375.0,375.0,,,,,,
2010-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2010-06-01,0.0,0.0,0.0,,,,4.0,170.0,170.0,,,,,,
2010-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2010-08-01,0.0,0.0,0.0,,,,246.0,5077.0,5077.0,,,,,,
2010-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2010-10-01,0.0,0.0,0.0,,,,3.0,99.0,99.0,,,,,,
2010-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2010-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-01-01,0.0,0.0,0.0,,,,21.0,540.0,540.0,,,,,,
2011-02-01,0.0,0.0,0.0,,,,462.0,11127.0,11127.0,,,,,,
2011-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-05-01,0.0,0.0,0.0,,,,7.0,175.0,175.0,,,,,,
2011-06-01,0.0,0.0,0.0,,,,90.0,1855.0,1855.0,,,,,,
2011-07-01,0.0,0.0,0.0,,,,154.0,2930.0,2930.0,,,,,,
2011-08-01,0.0,0.0,0.0,,,,1089.0,19056.0,19056.0,,,,,,
2011-09-01,0.0,0.0,0.0,,,,49.0,998.0,998.0,,,,,,
2011-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-12-01,0.0,0.0,0.0,,,,13.0,332.0,332.0,,,,,,
2012-01-01,0.0,0.0,0.0,,,,0.0,13.0,13.0,,,,,,
2012-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,,,,134.0,2281.0,2281.0,,,,,,
2012-05-01,0.0,0.0,0.0,,,,110.0,1802.0,1802.0,,,,,,
2012-06-01,0.0,0.0,0.0,,,,69.0,1098.0,1098.0,,,,,,
2012-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-08-01,0.0,0.0,0.0,,,,89.0,1491.0,1491.0,,,,,,
2012-09-01,0.0,0.0,0.0,,,,10.0,340.0,340.0,,,,,,
2012-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,,,,35.0,564.0,564.0,,,,,,
2012-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,,,,9.0,267.0,267.0,,,,,,
2013-05-01,0.0,0.0,0.0,,,,64.0,1097.0,1097.0,,,,,,
2013-06-01,0.0,0.0,0.0,,,,194.0,3380.0,3380.0,,,,,,
2013-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,,,,1.0,144.0,144.0,,,,,,
2013-09-01,0.0,0.0,0.0,,,,0.0,30.0,30.0,,,,,,
2013-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,,,,0.0,29.0,29.0,,,,,,
2013-12-01,0.0,0.0,0.0,,,,0.0,55.0,55.0,,,,,,
2014-01-01,0.0,0.0,0.0,,,,121.0,2170.0,2170.0,,,,,,
2014-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-06-01,0.0,0.0,0.0,,,,110.0,3078.0,3078.0,,,,,,
2016-07-01,0.0,0.0,0.0,,,,65.0,1173.0,1173.0,,,,,,
2016-08-01,0.0,0.0,0.0,,,,126.0,2123.0,2123.0,,,,,,
2016-09-01,0.0,0.0,0.0,,,,88.0,1657.0,1657.0,,,,,,
2016-10-01,0.0,0.0,0.0,,,,61.0,1181.0,1181.0,,,,,,
2016-11-01,0.0,0.0,0.0,,,,0.0,16.0,16.0,,,,,,
2016-12-01,0.0,0.0,0.0,,,,9.0,146.0,146.0,,,,,,
2017-01-01,0.0,0.0,0.0,,,,20.828,432.0,432.0,,,,,,
2017-02-01,0.0,0.0,0.0,,,,18.457,383.0,383.0,,,,,,
2017-03-01,0.0,0.0,0.0,,,,21.747,451.0,451.0,,,,,,
2017-04-01,0.0,0.0,0.0,,,,21.497,446.0,446.0,,,,,,
2017-05-01,0.0,0.0,0.0,,,,24.533,509.0,509.0,,,,,,
2017-06-01,0.0,0.0,0.0,,,,31.425,652.0,652.0,,,,,,
2017-07-01,0.0,0.0,0.0,,,,38.551,800.0,800.0,,,,,,
2017-08-01,0.0,0.0,0.0,,,,36.802,764.0,764.0,,,,,,
2017-09-01,0.0,0.0,0.0,,,,27.141,563.0,563.0,,,,,,
2017-10-01,0.0,0.0,0.0,,,,23.985,498.0,498.0,,,,,,
2017-11-01,0.0,0.0,0.0,,,,19.947,414.0,414.0,,,,,,
2017-12-01,0.0,0.0,0.0,,,,26.087,541.0,541.0,,,,,,
2018-01-01,0.0,0.0,0.0,,,,41.804,536.0,536.0,,,,,,
2018-02-01,0.0,0.0,0.0,,,,37.601,483.0,483.0,,,,,,
2018-03-01,0.0,0.0,0.0,,,,38.016,489.0,489.0,,,,,,
2018-04-01,0.0,0.0,0.0,,,,35.292,454.0,454.0,,,,,,
2018-05-01,0.0,0.0,0.0,,,,47.754,614.0,614.0,,,,,,
2018-06-01,0.0,0.0,0.0,,,,52.083,670.0,670.0,,,,,,
2018-07-01,0.0,0.0,0.0,,,,64.767,833.0,833.0,,,,,,
2018-08-01,0.0,0.0,0.0,,,,60.299,775.0,775.0,,,,,,
2018-09-01,0.0,0.0,0.0,,,,51.157,658.0,658.0,,,,,,
2018-10-01,0.0,0.0,0.0,,,,42.979,553.0,553.0,,,,,,
2018-11-01,0.0,0.0,0.0,,,,37.103,477.0,477.0,,,,,,
2018-12-01,0.0,0.0,0.0,,,,40.145,516.0,516.0,,,,,,
2019-01-01,0.0,0.0,0.0,,,,138.273,2408.0,2408.0,,,,,,
2019-02-01,0.0,0.0,0.0,,,,111.161,1936.0,1936.0,,,,,,
2019-03-01,0.0,0.0,0.0,,,,119.444,2081.0,2081.0,,,,,,
2019-04-01,0.0,0.0,0.0,,,,107.625,1875.0,1875.0,,,,,,
2019-05-01,0.0,0.0,0.0,,,,146.399,2550.0,2550.0,,,,,,
2019-06-01,0.0,0.0,0.0,,,,168.89,2942.0,2942.0,,,,,,
2019-07-01,0.0,0.0,0.0,,,,194.34,3385.0,3385.0,,,,,,
2019-08-01,0.0,0.0,0.0,,,,209.228,3645.0,3645.0,,,,,,
2019-09-01,0.0,0.0,0.0,,,,180.83,3150.0,3150.0,,,,,,
2019-10-01,0.0,0.0,0.0,,,,140.217,2443.0,2443.0,,,,,,
2019-11-01,0.0,0.0,0.0,,,,127.185,2216.0,2216.0,,,,,,
2019-12-01,0.0,0.0,0.0,,,,141.408,2463.0,2463.0,,,,,,
2020-01-01,0.0,0.0,0.0,,,,45.994,809.0,809.0,,,,,,
2020-02-01,0.0,0.0,0.0,,,,43.76,770.0,770.0,,,,,,
2020-03-01,0.0,0.0,0.0,,,,42.642,751.0,751.0,,,,,,
2020-04-01,0.0,0.0,0.0,,,,37.969,668.0,668.0,,,,,,
2020-05-01,0.0,0.0,0.0,,,,45.455,800.0,800.0,,,,,,
2020-06-01,0.0,0.0,0.0,,,,53.763,947.0,947.0,,,,,,
2020-07-01,0.0,0.0,0.0,,,,65.412,1152.0,1152.0,,,,,,
2020-08-01,0.0,0.0,0.0,,,,63.31,1115.0,1115.0,,,,,,
2020-09-01,0.0,0.0,0.0,,,,52.242,920.0,920.0,,,,,,
2020-10-01,0.0,0.0,0.0,,,,45.177,795.0,795.0,,,,,,
2020-11-01,0.0,0.0,0.0,,,,35.386,623.0,623.0,,,,,,
2020-12-01,0.0,0.0,0.0,,,,38.89,685.0,685.0,,,,,,
2021-01-01,0.0,0.0,0.0,,,,142.377,2664.0,2664.0,,,,,,
2021-02-01,0.0,0.0,0.0,,,,138.456,2592.0,2592.0,,,,,,
2021-03-01,0.0,0.0,0.0,,,,107.907,2020.0,2020.0,,,,,,
2021-04-01,0.0,0.0,0.0,,,,122.922,2301.0,2301.0,,,,,,
2021-05-01,0.0,0.0,0.0,,,,140.697,2634.0,2634.0,,,,,,
2021-06-01,0.0,0.0,0.0,,,,191.516,3585.0,3585.0,,,,,,
2021-07-01,0.0,0.0,0.0,,,,210.983,3949.0,3949.0,,,,,,
2021-08-01,0.0,0.0,0.0,,,,215.158,4027.0,4027.0,,,,,,
2021-09-01,0.0,0.0,0.0,,,,181.812,3403.0,3403.0,,,,,,
2021-10-01,0.0,0.0,0.0,,,,153.845,2880.0,2880.0,,,,,,
2021-11-01,0.0,0.0,0.0,,,,126.54,2369.0,2369.0,,,,,,
2021-12-01,0.0,0.0,0.0,,,,132.787,2486.0,2486.0,,,,,,
2022-01-01,0.0,0.0,0.0,,,,133.285,2352.0,2352.0,,,,,,
2022-02-01,0.0,0.0,0.0,,,,118.663,2093.0,2093.0,,,,,,
2022-03-01,0.0,0.0,0.0,,,,94.493,1666.0,1666.0,,,,,,
2022-04-01,0.0,0.0,0.0,,,,98.503,1737.0,1737.0,,,,,,
2022-05-01,0.0,0.0,0.0,,,,145.515,2566.0,2566.0,,,,,,
2022-06-01,0.0,0.0,0.0,,,,177.133,3124.0,3124.0,,,,,,
2022-07-01,0.0,0.0,0.0,,,,208.732,3681.0,3681.0,,,,,,
2022-08-01,0.0,0.0,0.0,,,,209.819,3700.0,3700.0,,,,,,
2022-09-01,0.0,0.0,0.0,,,,176.865,3119.0,3119.0,,,,,,
2022-10-01,0.0,0.0,0.0,,,,136.693,2411.0,2411.0,,,,,,
2022-11-01,0.0,0.0,0.0,,,,128.119,2259.0,2259.0,,,,,,
2022-12-01,0.0,0.0,0.0,,,,142.18,2507.0,2507.0,,,,,,
2023-01-01,0.0,0.0,0.0,,,,264.697,4300.0,4300.0,,,,,,
2023-02-01,0.0,0.0,0.0,,,,249.654,4055.0,4055.0,,,,,,
2023-03-01,0.0,0.0,0.0,,,,246.39,4002.0,4002.0,,,,,,
2023-04-01,0.0,0.0,0.0,,,,237.957,3865.0,3865.0,,,,,,
2023-05-01,0.0,0.0,0.0,,,,339.73,5519.0,5519.0,,,,,,
2023-06-01,0.0,0.0,0.0,,,,392.449,6375.0,6375.0,,,,,,
2023-07-01,0.0,0.0,0.0,,,,430.398,6991.0,6991.0,,,,,,
2023-08-01,0.0,0.0,0.0,,,,473.725,7695.0,7695.0,,,,,,
2023-09-01,0.0,0.0,0.0,,,,399.083,6483.0,6483.0,,,,,,
2023-10-01,0.0,0.0,0.0,,,,294.581,4785.0,4785.0,,,,,,
2023-11-01,0.0,0.0,0.0,,,,273.121,4437.0,4437.0,,,,,,
2023-12-01,0.0,0.0,0.0,,,,290.215,4714.0,4714.0,,,,,,
2024-01-01,0.0,0.0,0.0,,,,133.061,2331.0,2331.0,,,,,,
2024-02-01,0.0,0.0,0.0,,,,91.867,1610.0,1610.0,,,,,,
2024-03-01,0.0,0.0,0.0,,,,104.252,1827.0,1827.0,,,,,,
2024-04-01,0.0,0.0,0.0,,,,97.947,1716.0,1716.0,,,,,,
2024-05-01,0.0,0.0,0.0,,,,130.869,2293.0,2293.0,,,,,,
2024-06-01,0.0,0.0,0.0,,,,147.643,2587.0,2587.0,,,,,,
2024-07-01,0.0,0.0,0.0,,,,159.59,2796.0,2796.0,,,,,,
2024-08-01,0.0,0.0,0.0,,,,180.327,3159.0,3159.0,,,,,,
2024-09-01,0.0,0.0,0.0,,,,149.622,2621.0,2621.0,,,,,,
2024-10-01,0.0,0.0,0.0,,,,129.606,2271.0,2271.0,,,,,,
2024-11-01,0.0,0.0,0.0,,,,103.831,1819.0,1819.0,,,,,,
2024-12-01,0.0,0.0,0.0,,,,111.385,1952.0,1952.0,,,,,,
