measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-12-01,4505.134,44528.74,44528.74
2008-01-01,4685.124,46167.21,46167.21
2008-02-01,4237.881,41760.08,41760.08
2008-03-01,4456.368,43913.05,43913.05
2008-04-01,4297.455,42347.12,42347.12
2008-05-01,4452.302000000001,43872.98,43872.98
2008-06-01,4520.521000000001,44545.21,44545.21
2008-07-01,4607.006,45397.44,45397.44
2008-08-01,4551.698,44852.43,44852.43
2008-09-01,4420.852,43563.08,43563.08
2008-10-01,4572.27,45055.15,45055.15
2008-11-01,4367.03,43032.71,43032.71
2008-12-01,4444.493,43796.03,43796.03
2009-01-01,4396.724,42912.03,42912.03
2009-02-01,3982.773,38871.86,38871.86
2009-03-01,4428.334,43220.54,43220.54
2009-04-01,4219.912,41186.34,41186.34
2009-05-01,4305.207,42018.82,42018.82
2009-06-01,4167.786,40677.59,40677.59
2009-07-01,4393.215,42877.78,42877.78
2009-08-01,4353.088000000001,42486.14,42486.14
2009-09-01,4234.87,41332.33,41332.33
2009-10-01,4350.9710000000005,42465.48,42465.48
2009-11-01,4263.019,41607.07,41607.07
2009-12-01,4558.101000000001,44487.07,44487.07
2010-01-01,3442.327,33583.0,33583.0
2010-02-01,3092.2580000000003,30168.0,30168.0
2010-03-01,3370.7160000000003,32885.0,32885.0
2010-04-01,3190.0460000000003,31122.0,31122.0
2010-05-01,3350.032,32683.0,32683.0
2010-06-01,3245.402,31662.0,31662.0
2010-07-01,3337.8650000000002,32564.0,32564.0
2010-08-01,3359.6760000000004,32777.0,32777.0
2010-09-01,3258.906,31794.0,31794.0
2010-10-01,3121.8250000000003,30457.0,30457.0
2010-11-01,3266.994,31873.0,31873.0
2010-12-01,3415.953,33326.0,33326.0
2011-01-01,3502.44,34030.0,34030.0
2011-02-01,3177.78,30875.0,30875.0
2011-03-01,3501.946,34025.0,34025.0
2011-04-01,3208.018,31169.0,31169.0
2011-05-01,3442.256,33445.0,33445.0
2011-06-01,3179.082,30888.0,30888.0
2011-07-01,3381.604,32856.0,32856.0
2011-08-01,3383.139,32871.0,32871.0
2011-09-01,3237.275,31453.0,31453.0
2011-10-01,3398.999,33025.0,33025.0
2011-11-01,3324.516,32301.0,32301.0
2011-12-01,3457.945,33597.0,33597.0
2012-01-01,3120.099,29691.0,29691.0
2012-02-01,2933.206,27912.0,27912.0
2012-03-01,3189.195,30348.0,30348.0
2012-04-01,3127.954,29766.0,29766.0
2012-05-01,3221.402,30655.0,30655.0
2012-06-01,3106.51,29562.0,29562.0
2012-07-01,3243.428,30864.0,30864.0
2012-08-01,3208.532,30532.0,30532.0
2012-09-01,3167.476,30142.0,30142.0
2012-10-01,3226.137,30700.0,30700.0
2012-11-01,3217.346,30616.0,30616.0
2012-12-01,3330.715,31695.0,31695.0
2013-01-01,3132.218,29884.0,29884.0
2013-02-01,2783.35,26556.0,26556.0
2013-03-01,3159.807,30148.0,30148.0
2013-04-01,2886.764,27543.0,27543.0
2013-05-01,3039.29,28998.0,28998.0
2013-06-01,2946.853,28116.0,28116.0
2013-07-01,3142.493,29983.0,29983.0
2013-08-01,3120.881,29776.0,29776.0
2013-09-01,3018.47,28799.0,28799.0
2013-10-01,3102.084,29597.0,29597.0
2013-11-01,2712.54,25880.0,25880.0
2013-12-01,2988.25,28511.0,28511.0
2014-01-01,2792.42,26556.0,26556.0
2014-02-01,2520.248,23968.0,23968.0
2014-03-01,2800.557,26633.0,26633.0
2014-04-01,2794.255,26573.0,26573.0
2014-05-01,2861.085,27209.0,27209.0
2014-06-01,2819.518,26814.0,26814.0
2014-07-01,2939.976,27959.0,27959.0
2014-08-01,2930.74,27871.0,27871.0
2014-09-01,2838.038,26990.0,26990.0
2014-10-01,2916.207,27733.0,27733.0
2014-11-01,2873.372,27326.0,27326.0
2014-12-01,2873.584,27328.0,27328.0
2015-01-01,2617.241,24390.0,24390.0
2015-02-01,2385.026,22226.0,22226.0
2015-03-01,2612.344,24344.0,24344.0
2015-04-01,2351.094,21910.0,21910.0
2015-05-01,2632.391,24531.0,24531.0
2015-06-01,2554.57,23806.0,23806.0
2015-07-01,2631.669,24525.0,24525.0
2015-08-01,2617.625,24394.0,24394.0
2015-09-01,2192.472,20432.0,20432.0
2015-10-01,2449.993,22831.0,22831.0
2015-11-01,2353.002,21928.0,21928.0
2015-12-01,2421.573,22567.0,22567.0
2016-01-01,2279.244,21042.0,21042.0
2016-02-01,2132.964,19692.0,19692.0
2016-03-01,2271.318,20969.0,20969.0
2016-04-01,2088.163,19278.0,19278.0
2016-05-01,2384.12,22010.0,22010.0
2016-06-01,2290.214,21143.0,21143.0
2016-07-01,2452.46,22641.0,22641.0
2016-08-01,2459.144,22703.0,22703.0
2016-09-01,2408.08,22231.0,22231.0
2016-10-01,2401.785,22173.0,22173.0
2016-11-01,2379.55,21968.0,21968.0
2016-12-01,2521.958,23283.0,23283.0
2017-01-01,2418.025,22277.0,22277.0
2017-02-01,2116.86,19503.0,19503.0
2017-03-01,2367.952,21816.0,21816.0
2017-04-01,2295.521,21149.0,21149.0
2017-05-01,2227.071,20518.0,20518.0
2017-06-01,2216.788,20423.0,20423.0
2017-07-01,2350.724,21657.0,21657.0
2017-08-01,2336.398,21525.0,21525.0
2017-09-01,2295.975,21153.0,21153.0
2017-10-01,2063.547,19011.0,19011.0
2017-11-01,2235.03,20591.0,20591.0
2017-12-01,2319.109,21366.0,21366.0
