measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-04-01,0.0,64.0,64.0,,,,,,,178.0,4858.0,4858.0
2008-05-01,0.0,0.0,0.0,4.113,52.0,52.0,,,,9616.887,122045.0,122045.0
2008-06-01,0.0,0.0,0.0,6.035,75.0,75.0,,,,18068.965,225757.0,225757.0
2008-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,19647.0,243137.0,243137.0
2008-08-01,0.0,0.0,0.0,29.7,383.0,383.0,,,,15370.300000000001,198107.0,198107.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5284.0,72734.0,72734.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-174.0,4129.0,4129.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-103.0,2442.0,2442.0
2008-12-01,0.0,0.0,0.0,3.315,52.0,52.0,,,,1786.6850000000002,28132.0,28132.0
2009-01-01,0.0,0.0,0.0,1.641,35.0,35.0,,,,1424.3590000000002,30211.0,30211.0
2009-02-01,0.0,0.0,0.0,4.642,70.0,70.0,,,,3056.358,45826.0,45826.0
2009-03-01,0.0,0.0,0.0,7.033,75.0,75.0,,,,5233.967000000001,56112.0,56112.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-122.0,1870.0,1870.0
2009-05-01,0.0,0.0,0.0,2.999,41.0,41.0,,,,3757.001,50854.0,50854.0
2009-06-01,0.0,0.0,0.0,1.986,29.0,29.0,,,,8864.014000000001,129466.0,129466.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,13893.0,187997.0,187997.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12102.0,168389.0,168389.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2780.0,46017.0,46017.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,106.0,106.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
