measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2013-07-01,0.825,33.0,33.0,0.0,0.0,0.0,,,
2013-08-01,0.518,22.0,22.0,0.0,0.0,0.0,,,
2013-09-01,0.869,33.0,33.0,0.0,0.0,0.0,,,
2013-10-01,1.415,55.0,55.0,0.0,0.0,0.0,,,
2013-11-01,0.884,33.0,33.0,0.0,0.0,0.0,,,
2013-12-01,2.709,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.867,17.0,17.0,1.215,13.0,13.0,0.0,0.0,0.0
2015-02-01,0.54,6.0,6.0,2.149,24.0,24.0,0.0,0.0,0.0
2015-03-01,0.972,11.0,11.0,2.623,30.0,30.0,0.0,0.0,0.0
2015-04-01,0.679,6.0,6.0,2.274,25.0,25.0,0.0,0.0,0.0
2015-05-01,0.579,6.0,6.0,2.476,28.0,28.0,0.0,0.0,0.0
2015-06-01,0.148,0.0,0.0,4.034,45.0,45.0,0.0,0.0,0.0
2015-07-01,0.204,0.0,0.0,7.319,81.0,81.0,0.0,0.0,0.0
2015-08-01,0.301,6.0,6.0,4.679,52.0,52.0,0.0,0.0,0.0
2015-09-01,0.419,6.0,6.0,3.426,39.0,39.0,0.0,0.0,0.0
2015-10-01,0.168,0.0,0.0,1.293,14.0,14.0,0.0,0.0,0.0
2015-11-01,0.848,11.0,11.0,1.601,18.0,18.0,0.0,0.0,0.0
2015-12-01,0.697,6.0,6.0,1.489,17.0,17.0,0.0,0.0,0.0
2016-01-01,1.634,23.0,23.0,1.395,17.0,17.0,0.0,0.0,0.0
2016-02-01,1.281,17.0,17.0,1.264,17.0,17.0,0.0,0.0,0.0
2016-03-01,0.821,12.0,12.0,2.714,36.0,36.0,0.0,0.0,0.0
2016-04-01,1.033,12.0,12.0,3.021,40.0,40.0,0.0,0.0,0.0
2016-05-01,2.1,29.0,29.0,5.726,75.0,75.0,0.0,0.0,0.0
2016-06-01,1.531,17.0,17.0,8.74,115.0,115.0,0.0,0.0,0.0
2016-07-01,1.168,17.0,17.0,7.956,104.0,104.0,0.0,0.0,0.0
2016-08-01,0.213,0.0,0.0,7.932,104.0,104.0,0.0,0.0,0.0
2016-09-01,0.922,12.0,12.0,7.264,95.0,95.0,0.0,0.0,0.0
2016-10-01,1.195,17.0,17.0,3.125,41.0,41.0,0.0,0.0,0.0
2016-11-01,3.42,46.0,46.0,3.802,50.0,50.0,0.0,0.0,0.0
2016-12-01,2.381,29.0,29.0,3.362,44.0,44.0,0.0,0.0,0.0
2017-01-01,1.947,24.0,24.0,7.024,74.0,74.0,0.0,0.0,0.0
2017-02-01,1.061,12.0,12.0,4.633,50.0,50.0,0.0,0.0,0.0
2017-03-01,1.364,12.0,12.0,9.279,100.0,100.0,0.0,0.0,0.0
2017-04-01,1.655,18.0,18.0,10.128,109.0,109.0,0.0,0.0,0.0
2017-05-01,1.764,18.0,18.0,7.393,80.0,80.0,0.0,0.0,0.0
2017-06-01,1.211,12.0,12.0,12.235,132.0,132.0,0.0,0.0,0.0
2017-07-01,0.952,12.0,12.0,19.108,206.0,206.0,0.0,0.0,0.0
2017-08-01,0.788,6.0,6.0,11.481,124.0,124.0,0.0,0.0,0.0
2017-09-01,1.233,12.0,12.0,8.879,96.0,96.0,0.0,0.0,0.0
2017-10-01,1.432,18.0,18.0,12.553,135.0,135.0,0.0,0.0,0.0
2017-11-01,2.239,24.0,24.0,10.924,118.0,118.0,0.0,0.0,0.0
2017-12-01,2.185,24.0,24.0,10.532,113.0,113.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,3.321,39.0,39.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,3.419,39.0,39.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,4.146,47.0,47.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,3.851,44.0,44.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,5.897,67.0,67.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,5.8,66.0,66.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,7.192,82.0,82.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,5.354,61.0,61.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,4.833,55.0,55.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,3.547,41.0,41.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,3.242,37.0,37.0,0.0,0.0,0.0
2018-12-01,8.407,96.0,96.0,2.991,34.0,34.0,0.0,0.0,0.0
2019-01-01,0.971,12.0,12.0,4.065,50.0,50.0,0.0,0.0,0.0
2019-02-01,0.905,12.0,12.0,3.612,45.0,45.0,0.0,0.0,0.0
2019-03-01,1.308,18.0,18.0,3.109,38.0,38.0,0.0,0.0,0.0
2019-04-01,0.761,12.0,12.0,2.654,33.0,33.0,0.0,0.0,0.0
2019-05-01,1.341,18.0,18.0,7.202,89.0,89.0,0.0,0.0,0.0
2019-06-01,1.148,12.0,12.0,7.01,87.0,87.0,0.0,0.0,0.0
2019-07-01,0.685,6.0,6.0,7.725,95.0,95.0,0.0,0.0,0.0
2019-08-01,0.904,12.0,12.0,8.39,104.0,104.0,0.0,0.0,0.0
2019-09-01,1.037,12.0,12.0,6.24,77.0,77.0,0.0,0.0,0.0
2019-10-01,1.098,12.0,12.0,6.754,83.0,83.0,0.0,0.0,0.0
2019-11-01,0.961,12.0,12.0,3.714,46.0,46.0,0.0,0.0,0.0
2019-12-01,1.026,12.0,12.0,4.38,54.0,54.0,0.0,0.0,0.0
2020-01-01,1.007,18.0,18.0,8.618,104.0,104.0,0.0,0.0,0.0
2020-02-01,1.046,12.0,12.0,7.271,86.0,86.0,0.0,0.0,0.0
2020-03-01,0.894,12.0,12.0,6.248,74.0,74.0,0.0,0.0,0.0
2020-04-01,1.014,12.0,12.0,5.373,64.0,64.0,0.0,0.0,0.0
2020-05-01,1.169,12.0,12.0,4.965,59.0,59.0,0.0,0.0,0.0
2020-06-01,1.409,18.0,18.0,7.664,91.0,91.0,0.0,0.0,0.0
2020-07-01,0.719,6.0,6.0,11.177,133.0,133.0,0.0,0.0,0.0
2020-08-01,1.165,12.0,12.0,7.831,93.0,93.0,0.0,0.0,0.0
2020-09-01,0.892,12.0,12.0,5.29,63.0,63.0,0.0,0.0,0.0
2020-10-01,1.113,12.0,12.0,5.879,70.0,70.0,0.0,0.0,0.0
2020-11-01,1.495,18.0,18.0,4.555,54.0,54.0,0.0,0.0,0.0
2020-12-01,1.192,12.0,12.0,7.014,83.0,83.0,0.0,0.0,0.0
2021-01-01,13.963,150.0,150.0,5.025,54.0,54.0,0.0,0.0,0.0
2021-02-01,23.108,252.0,252.0,4.74,51.0,51.0,0.0,0.0,0.0
2021-03-01,17.869,192.0,192.0,7.015,76.0,76.0,0.0,0.0,0.0
2021-04-01,13.942,150.0,150.0,7.753,84.0,84.0,0.0,0.0,0.0
2021-05-01,13.706,150.0,150.0,3.518,38.0,38.0,0.0,0.0,0.0
2021-06-01,15.81,174.0,174.0,6.057,66.0,66.0,0.0,0.0,0.0
2021-07-01,5.672,60.0,60.0,6.904,75.0,75.0,0.0,0.0,0.0
2021-08-01,8.823,96.0,96.0,7.336,80.0,80.0,0.0,0.0,0.0
2021-09-01,12.257,132.0,132.0,5.363,58.0,58.0,0.0,0.0,0.0
2021-10-01,15.429,168.0,168.0,4.396,48.0,48.0,0.0,0.0,0.0
2021-11-01,14.852,162.0,162.0,4.535,49.0,49.0,0.0,0.0,0.0
2021-12-01,22.287,240.0,240.0,5.64,61.0,61.0,0.0,0.0,0.0
2022-01-01,1.051,18.0,18.0,4.898,58.0,58.0,0.0,0.0,0.0
2022-02-01,1.13,12.0,12.0,5.05,60.0,60.0,0.0,0.0,0.0
2022-03-01,0.937,12.0,12.0,4.928,59.0,59.0,0.0,0.0,0.0
2022-04-01,0.626,6.0,6.0,2.831,34.0,34.0,0.0,0.0,0.0
2022-05-01,1.229,12.0,12.0,4.893,58.0,58.0,0.0,0.0,0.0
2022-06-01,0.849,12.0,12.0,5.45,65.0,65.0,0.0,0.0,0.0
2022-07-01,0.612,6.0,6.0,7.435,89.0,89.0,0.0,0.0,0.0
2022-08-01,0.654,6.0,6.0,7.663,91.0,91.0,0.0,0.0,0.0
2022-09-01,0.773,12.0,12.0,5.044,60.0,60.0,0.0,0.0,0.0
2022-10-01,0.92,12.0,12.0,6.451,77.0,77.0,0.0,0.0,0.0
2022-11-01,1.066,12.0,12.0,6.789,81.0,81.0,0.0,0.0,0.0
2022-12-01,1.236,12.0,12.0,5.485,65.0,65.0,0.0,0.0,0.0
2023-01-01,1.708,18.0,18.0,5.596,97.0,97.0,0.0,0.0,0.0
2023-02-01,1.696,30.0,30.0,5.645,96.0,96.0,0.0,0.0,0.0
2023-03-01,1.587,30.0,30.0,6.254,106.0,106.0,0.0,0.0,0.0
2023-04-01,1.278,24.0,24.0,5.011,85.0,85.0,0.0,0.0,0.0
2023-05-01,1.205,18.0,18.0,7.826,133.0,133.0,0.0,0.0,0.0
2023-06-01,0.979,18.0,18.0,8.811,150.0,150.0,0.0,0.0,0.0
2023-07-01,1.0,18.0,18.0,9.503,162.0,162.0,0.0,0.0,0.0
2023-08-01,0.806,12.0,12.0,11.561,197.0,197.0,0.0,0.0,0.0
2023-09-01,1.36,24.0,24.0,8.386,143.0,143.0,0.0,0.0,0.0
2023-10-01,1.029,18.0,18.0,7.831,133.0,133.0,0.0,0.0,0.0
2023-11-01,1.254,24.0,24.0,6.765,115.0,115.0,0.0,0.0,0.0
2023-12-01,1.601,30.0,30.0,6.308,107.0,107.0,0.0,0.0,0.0
2024-01-01,3.26,36.0,36.0,4.683,55.0,55.0,0.0,0.0,0.0
2024-02-01,2.091,24.0,24.0,4.465,52.0,52.0,0.0,0.0,0.0
2024-03-01,1.659,18.0,18.0,5.259,62.0,62.0,0.0,0.0,0.0
2024-04-01,1.333,18.0,18.0,4.238,50.0,50.0,0.0,0.0,0.0
2024-05-01,1.622,18.0,18.0,5.709,67.0,67.0,0.0,0.0,0.0
2024-06-01,1.118,12.0,12.0,6.081,71.0,71.0,0.0,0.0,0.0
2024-07-01,1.101,12.0,12.0,8.413,99.0,99.0,0.0,0.0,0.0
2024-08-01,1.335,18.0,18.0,7.646,90.0,90.0,0.0,0.0,0.0
2024-09-01,1.001,12.0,12.0,5.82,68.0,68.0,0.0,0.0,0.0
2024-10-01,1.514,18.0,18.0,4.169,49.0,49.0,0.0,0.0,0.0
2024-11-01,1.474,18.0,18.0,5.411,64.0,64.0,0.0,0.0,0.0
2024-12-01,1.381,18.0,18.0,4.217,50.0,50.0,0.0,0.0,0.0
