measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2003-10-01,,,,-17.583333333333332,1.5,1.5,0.0,0.0,0.0
2003-11-01,,,,-20.247666666666667,1.5,1.5,0.0,0.0,0.0
2003-12-01,,,,-26.910666666666668,2.0,2.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,153.9385,3268.0,3268.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,63.808,1354.5,1354.5,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0,19.6695,417.5,417.5,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,37.35,793.0,793.0,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0,72.02550000000001,1529.0,1529.0,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,26.738,567.5,567.5,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,14.1365,300.0,300.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,13.76,292.0,292.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,5.8805000000000005,125.0,125.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,5.5235,117.5,117.5,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,9.2215,196.0,196.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,92.44800000000001,1962.5,1962.5,0.0,0.0,0.0
2005-01-01,,,,-104.115,0.0,0.0,,,
2005-02-01,,,,-23.965,0.0,0.0,,,
2005-03-01,,,,-20.565,0.0,0.0,,,
2005-04-01,,,,-20.577,0.0,0.0,,,
2005-05-01,,,,-20.746000000000002,0.0,0.0,,,
2005-06-01,,,,-25.131,0.0,0.0,,,
2005-07-01,,,,-47.596000000000004,0.0,0.0,,,
2005-08-01,,,,-42.156,0.0,0.0,,,
2005-09-01,,,,-23.457,0.0,0.0,,,
2005-10-01,,,,-32.887,0.0,0.0,,,
2005-11-01,,,,-22.145,0.0,0.0,,,
2005-12-01,,,,-60.659000000000006,0.0,0.0,,,
2008-01-01,,,,-168.508,0.0,0.0,,,
2008-02-01,,,,-134.872,0.0,0.0,,,
2008-03-01,,,,-43.972,0.0,0.0,,,
2008-04-01,,,,-30.255000000000003,0.0,0.0,,,
2008-05-01,,,,-31.042,0.0,0.0,,,
2008-06-01,,,,-125.03500000000001,0.0,0.0,,,
2008-07-01,,,,-58.301,0.0,0.0,,,
2008-08-01,,,,-36.178000000000004,0.0,0.0,,,
2008-09-01,,,,-45.104,0.0,0.0,,,
2008-10-01,,,,-21.197000000000003,0.0,0.0,,,
2008-11-01,,,,-45.424,0.0,0.0,,,
2008-12-01,,,,-87.11200000000001,0.0,0.0,,,
2009-01-01,,,,-330.37100000000004,41.0,41.0,,,
2009-02-01,,,,-63.719,6.0,6.0,,,
2009-03-01,,,,-78.288,6.0,6.0,,,
2009-04-01,,,,-29.31,0.0,0.0,,,
2009-05-01,,,,-27.77,0.0,0.0,,,
2009-06-01,,,,-24.575,0.0,0.0,,,
2009-07-01,,,,-38.566,6.0,6.0,,,
2009-08-01,,,,-33.035,6.0,6.0,,,
2009-09-01,,,,-21.086000000000002,0.0,0.0,,,
2009-10-01,,,,-21.946,0.0,0.0,,,
2009-11-01,,,,-26.0,0.0,0.0,,,
2009-12-01,,,,-25.334,0.0,0.0,,,
2010-01-01,,,,-109.5,35.0,35.0,,,
2010-02-01,,,,-35.121,12.0,12.0,,,
2010-03-01,,,,-35.164,12.0,12.0,,,
2010-04-01,,,,-26.151,6.0,6.0,,,
2010-05-01,,,,-29.112000000000002,12.0,12.0,,,
2010-06-01,,,,-62.379000000000005,17.0,17.0,,,
2010-07-01,,,,-193.424,58.0,58.0,,,
2010-08-01,,,,-78.614,23.0,23.0,,,
2010-09-01,,,,-35.673,12.0,12.0,,,
2010-10-01,,,,-22.831,6.0,6.0,,,
2010-11-01,,,,-24.422,6.0,6.0,,,
2010-12-01,,,,-82.60900000000001,23.0,23.0,,,
2011-01-01,,,,276.995,6002.0,6002.0,,,
2011-02-01,,,,105.376,2282.0,2282.0,,,
2011-03-01,,,,198.861,4306.0,4306.0,,,
2011-04-01,,,,178.61,3867.0,3867.0,,,
2011-05-01,,,,263.384,5704.0,5704.0,,,
2011-06-01,,,,159.897,3463.0,3463.0,,,
2011-07-01,,,,318.5,6903.0,6903.0,,,
2011-08-01,,,,106.345,2305.0,2305.0,,,
2011-09-01,,,,102.585,2223.0,2223.0,,,
2011-10-01,,,,114.386,2480.0,2480.0,,,
2011-11-01,,,,99.605,2159.0,2159.0,,,
2011-12-01,,,,105.456,2287.0,2287.0,,,
2012-01-01,,,,432.285,8038.0,8038.0,17.744,330.0,330.0
2012-02-01,,,,308.509,5739.0,5739.0,20.615,383.0,383.0
2012-03-01,,,,284.949,5304.0,5304.0,17.987,335.0,335.0
2012-04-01,,,,393.996,7332.0,7332.0,18.506,344.0,344.0
2012-05-01,,,,680.228,12654.0,12654.0,16.925,315.0,315.0
2012-06-01,,,,538.507,10020.0,10020.0,19.311,359.0,359.0
2012-07-01,,,,1164.436,21662.0,21662.0,23.727,442.0,442.0
2012-08-01,,,,427.11,7944.0,7944.0,21.843,407.0,407.0
2012-09-01,,,,478.276,8896.0,8896.0,18.742,348.0,348.0
2012-10-01,,,,359.698,6691.0,6691.0,16.342,304.0,304.0
2012-11-01,,,,626.582,11654.0,11654.0,16.528,308.0,308.0
2012-12-01,,,,495.192,9214.0,9214.0,17.962,334.0,334.0
2013-01-01,,,,0.0,0.0,0.0,2084.68,29092.0,29092.0
2013-02-01,,,,0.0,0.0,0.0,1972.846,27533.0,27533.0
2013-03-01,,,,0.0,0.0,0.0,1828.028,25511.0,25511.0
2013-04-01,,,,0.0,0.0,0.0,1709.383,23856.0,23856.0
2013-05-01,,,,0.0,0.0,0.0,1813.67,25311.0,25311.0
2013-06-01,,,,0.0,0.0,0.0,1881.016,26251.0,26251.0
2013-07-01,,,,0.0,0.0,0.0,2467.636,34438.0,34438.0
2013-08-01,,,,0.0,0.0,0.0,2361.114,32951.0,32951.0
2013-09-01,,,,0.0,0.0,0.0,2023.325,28237.0,28237.0
2013-10-01,,,,0.0,0.0,0.0,1940.303,27079.0,27079.0
2013-11-01,,,,0.0,0.0,0.0,1922.342,26827.0,26827.0
2013-12-01,,,,0.0,0.0,0.0,2043.657,28521.0,28521.0
2014-01-01,,,,0.671,17.0,17.0,4688.79,67944.0,67944.0
2014-02-01,,,,0.08,0.0,0.0,4239.333,61431.0,61431.0
2014-03-01,,,,0.098,0.0,0.0,4810.391,69706.0,69706.0
2014-04-01,,,,0.024,0.0,0.0,3842.595,55683.0,55683.0
2014-05-01,,,,0.063,0.0,0.0,5066.497,73418.0,73418.0
2014-06-01,,,,0.028,0.0,0.0,6134.566,88895.0,88895.0
2014-07-01,,,,0.043,0.0,0.0,6932.402,100457.0,100457.0
2014-08-01,,,,0.038,0.0,0.0,6850.211,99265.0,99265.0
2014-09-01,,,,0.035,0.0,0.0,6422.919,93074.0,93074.0
2014-10-01,,,,0.021,0.0,0.0,6545.803,94855.0,94855.0
2014-11-01,,,,0.041,0.0,0.0,4621.632,66972.0,66972.0
2014-12-01,,,,0.059,0.0,0.0,5914.66,85708.0,85708.0
2015-01-01,,,,59.512,1041.0,1041.0,378.836,6651.0,6651.0
2015-02-01,,,,317.715,5581.0,5581.0,304.437,5347.0,5347.0
2015-03-01,,,,42.86,755.0,755.0,390.26,6854.0,6854.0
2015-04-01,,,,16.105,281.0,281.0,352.038,6183.0,6183.0
2015-05-01,,,,28.798,503.0,503.0,351.119,6166.0,6166.0
2015-06-01,,,,25.544,450.0,450.0,423.408,7436.0,7436.0
2015-07-01,,,,30.183,532.0,532.0,523.26,9190.0,9190.0
2015-08-01,,,,25.113,439.0,439.0,518.764,9110.0,9110.0
2015-09-01,,,,15.747,275.0,275.0,442.947,7778.0,7778.0
2015-10-01,,,,23.154,410.0,410.0,430.505,7561.0,7561.0
2015-11-01,,,,28.323,497.0,497.0,397.682,6984.0,6984.0
2015-12-01,,,,25.866,456.0,456.0,415.824,7302.0,7302.0
2016-01-01,,,,201.05,4069.0,4069.0,54.479,1102.0,1102.0
2016-02-01,,,,121.746,2466.0,2466.0,50.706,1027.0,1027.0
2016-03-01,,,,130.581,2641.0,2641.0,55.164,1117.0,1117.0
2016-04-01,,,,176.051,3562.0,3562.0,48.35,979.0,979.0
2016-05-01,,,,142.82,2892.0,2892.0,52.173,1056.0,1056.0
2016-06-01,,,,146.118,2956.0,2956.0,67.088,1359.0,1359.0
2016-07-01,,,,155.119,3142.0,3142.0,82.214,1664.0,1664.0
2016-08-01,,,,147.735,2991.0,2991.0,83.277,1686.0,1686.0
2016-09-01,,,,98.822,2000.0,2000.0,70.553,1429.0,1429.0
2016-10-01,,,,115.468,2338.0,2338.0,56.673,1147.0,1147.0
2016-11-01,,,,140.444,2845.0,2845.0,60.058,1215.0,1215.0
2016-12-01,,,,140.447,2845.0,2845.0,59.864,1212.0,1212.0
2017-01-01,,,,0.0,0.0,0.0,323.483,5618.0,5618.0
2017-02-01,,,,0.0,0.0,0.0,302.889,5259.0,5259.0
2017-03-01,,,,0.0,0.0,0.0,299.482,5200.0,5200.0
2017-04-01,,,,0.0,0.0,0.0,247.088,4291.0,4291.0
2017-05-01,,,,0.0,0.0,0.0,261.315,4537.0,4537.0
2017-06-01,,,,0.0,0.0,0.0,330.378,5737.0,5737.0
2017-07-01,,,,0.0,0.0,0.0,424.45,7371.0,7371.0
2017-08-01,,,,0.0,0.0,0.0,411.47,7145.0,7145.0
2017-09-01,,,,0.0,0.0,0.0,382.201,6636.0,6636.0
2017-10-01,,,,0.0,0.0,0.0,377.993,6564.0,6564.0
2017-11-01,,,,0.0,0.0,0.0,303.293,5266.0,5266.0
2017-12-01,,,,2.366,41.0,41.0,324.592,5636.0,5636.0
2018-01-01,,,,0.0,0.0,0.0,1043.76,15360.0,15360.0
2018-02-01,,,,0.0,0.0,0.0,1095.545,16121.0,16121.0
2018-03-01,,,,0.0,0.0,0.0,1220.788,17964.0,17964.0
2018-04-01,,,,0.0,0.0,0.0,1063.144,15645.0,15645.0
2018-05-01,,,,0.0,0.0,0.0,1033.993,15216.0,15216.0
2018-06-01,,,,0.0,0.0,0.0,1305.143,19205.0,19205.0
2018-07-01,,,,0.0,0.0,0.0,1548.248,22783.0,22783.0
2018-08-01,,,,0.0,0.0,0.0,1524.652,22436.0,22436.0
2018-09-01,,,,0.0,0.0,0.0,1324.24,19486.0,19486.0
2018-10-01,,,,0.0,0.0,0.0,1222.409,17988.0,17988.0
2018-11-01,,,,0.0,0.0,0.0,983.972,14479.0,14479.0
2018-12-01,,,,0.0,0.0,0.0,1005.106,14790.0,14790.0
2019-01-01,,,,5.988,135.0,135.0,147.32,3254.0,3254.0
2019-02-01,,,,5.484,123.0,123.0,140.898,3114.0,3114.0
2019-03-01,,,,3.375,76.0,76.0,145.851,3223.0,3223.0
2019-04-01,,,,1.811,41.0,41.0,100.235,2215.0,2215.0
2019-05-01,,,,5.228,117.0,117.0,135.495,2994.0,2994.0
2019-06-01,,,,10.841,240.0,240.0,159.235,3519.0,3519.0
2019-07-01,,,,3.676,82.0,82.0,201.553,4453.0,4453.0
2019-08-01,,,,9.099,199.0,199.0,197.087,4355.0,4355.0
2019-09-01,,,,5.659,123.0,123.0,169.158,3737.0,3737.0
2019-10-01,,,,11.747,257.0,257.0,160.727,3552.0,3552.0
2019-11-01,,,,10.343,228.0,228.0,140.113,3096.0,3096.0
2019-12-01,,,,1.677,35.0,35.0,157.4,3478.0,3478.0
2020-01-01,,,,7.87,345.0,345.0,48.003,2128.0,2128.0
2020-02-01,,,,6.044,269.0,269.0,43.882,1945.0,1945.0
2020-03-01,,,,8.399,374.0,374.0,43.398,1924.0,1924.0
2020-04-01,,,,6.146,275.0,275.0,34.066,1510.0,1510.0
2020-05-01,,,,7.754,345.0,345.0,35.739,1585.0,1585.0
2020-06-01,,,,5.728,252.0,252.0,47.645,2111.0,2111.0
2020-07-01,,,,8.036,357.0,357.0,60.334,2674.0,2674.0
2020-08-01,,,,7.122,316.0,316.0,59.589,2641.0,2641.0
2020-09-01,,,,6.592,293.0,293.0,53.349,2365.0,2365.0
2020-10-01,,,,5.184,228.0,228.0,46.108,2043.0,2043.0
2020-11-01,,,,6.223,275.0,275.0,35.011,1552.0,1552.0
2020-12-01,,,,7.253,322.0,322.0,49.525,2195.0,2195.0
2021-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,284.583,5192.0,5192.0
2021-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,,,,0.0,0.0,0.0,204.837,3737.0,3737.0
2021-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0,1234.625,22527.0,22527.0
2021-07-01,,,,0.0,0.0,0.0,1354.803,24720.0,24720.0
2021-08-01,,,,0.0,0.0,0.0,1750.935,31948.0,31948.0
2021-09-01,,,,0.0,0.0,0.0,142.625,2602.0,2602.0
2021-10-01,,,,0.0,0.0,0.0,278.43,5081.0,5081.0
2021-11-01,,,,0.0,0.0,0.0,1337.782,24410.0,24410.0
2021-12-01,,,,0.0,0.0,0.0,538.379,9823.0,9823.0
2022-01-01,,,,0.0,0.0,0.0,1527.956,23516.0,23516.0
2022-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,,,,0.0,0.0,0.0,1248.117,19210.0,19210.0
2022-07-01,,,,0.0,0.0,0.0,2617.955,40293.0,40293.0
2022-08-01,,,,0.0,0.0,0.0,1909.686,29392.0,29392.0
2022-09-01,,,,0.0,0.0,0.0,167.365,2575.0,2575.0
2022-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,,,,0.0,0.0,0.0,759.525,11689.0,11689.0
2022-12-01,,,,0.0,0.0,0.0,2863.396,44069.0,44069.0
2023-01-01,,,,3.568,41.0,41.0,1792.975,26608.0,26608.0
2023-02-01,,,,3.186,47.0,47.0,1641.167,24356.0,24356.0
2023-03-01,,,,1.8,29.0,29.0,1729.085,25661.0,25661.0
2023-04-01,,,,2.618,41.0,41.0,1356.683,20134.0,20134.0
2023-05-01,,,,5.155,76.0,76.0,1460.823,21680.0,21680.0
2023-06-01,,,,6.202,94.0,94.0,1762.153,26151.0,26151.0
2023-07-01,,,,9.48,140.0,140.0,1991.157,29549.0,29549.0
2023-08-01,,,,3.418,53.0,53.0,1969.793,29233.0,29233.0
2023-09-01,,,,2.101,29.0,29.0,1757.575,26083.0,26083.0
2023-10-01,,,,4.198,64.0,64.0,1328.695,19719.0,19719.0
2023-11-01,,,,2.983,47.0,47.0,1351.704,20060.0,20060.0
2023-12-01,,,,2.988,47.0,47.0,1629.493,24182.0,24182.0
2024-01-01,,,,0.0,0.0,0.0,2478.108,37168.0,37168.0
2024-02-01,,,,0.0,0.0,0.0,294.907,4423.0,4423.0
2024-03-01,,,,0.0,0.0,0.0,2511.503,37669.0,37669.0
2024-04-01,,,,0.0,0.0,0.0,5782.259,86725.0,86725.0
2024-05-01,,,,0.0,0.0,0.0,1696.14,25440.0,25440.0
2024-06-01,,,,0.0,0.0,0.0,341.301,5119.0,5119.0
2024-07-01,,,,0.0,0.0,0.0,893.213,13397.0,13397.0
2024-08-01,,,,0.0,0.0,0.0,498.39,7475.0,7475.0
2024-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,,,,0.0,0.0,0.0,151.346,2270.0,2270.0
2024-11-01,,,,0.0,0.0,0.0,361.834,5427.0,5427.0
2024-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
