measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1438.0,17391.0,17391.0,,,,481045.0,5613732.0,5613732.0
2004-06-01,37.0,615.0,615.0,,,,634.0,10965.0,10965.0,2664.0,31632.0,31632.0,,,,414720.0,4772876.0,4772876.0
2004-07-01,31.0,656.0,656.0,,,,216.0,4589.0,4589.0,3221.0,38290.0,38290.0,,,,483528.0,5681541.0,5681541.0
2004-08-01,-100.0,29.0,29.0,,,,0.0,0.0,0.0,3966.0,45104.0,45104.0,,,,488828.0,5507152.0,5507152.0
2004-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3410.0,39931.0,39931.0,,,,446477.0,5156014.0,5156014.0
2004-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3470.0,40538.0,40538.0,,,,489378.0,5651610.0,5651610.0
2004-11-01,21.0,236.0,236.0,,,,10.0,145.0,145.0,2208.0,25566.0,25566.0,,,,461884.0,5283437.0,5283437.0
2004-12-01,3.0,420.0,420.0,,,,20.0,2737.0,2737.0,4679.0,57535.0,57535.0,,,,518038.0,6531120.0,6531120.0
2005-01-01,0.0,0.0,0.0,,,,-45.0,1995.11,1995.11,3710.0,43411.41,43411.41,,,,563227.0,6420816.1,6420816.1
2005-02-01,0.0,0.0,0.0,,,,-116.0,921.85,921.85,976.0,11411.37,11411.37,,,,541628.0,6189288.57,6189288.57
2005-03-01,-57.0,396.75,396.75,,,,-84.0,590.19,590.19,1359.0,15810.5,15810.5,,,,459685.0,5220993.55,5220993.55
2005-04-01,9.0,195.5,195.5,,,,135.0,1998.2,1998.2,343.0,4090.13,4090.13,,,,345780.0,4037083.05,4037083.05
2005-05-01,-115.0,17.25,17.25,,,,0.0,0.0,0.0,2915.0,33656.94,33656.94,,,,356478.0,4068628.2,4068628.2
2005-06-01,-195.0,776.25,776.25,,,,-655.0,2668.73,2668.73,6233.0,59161.14,59161.14,,,,505751.0,4690943.25,4690943.25
2005-07-01,0.0,0.0,0.0,,,,-127.0,212.16,212.16,2681.0,30963.12,30963.12,,,,548332.0,6253009.36,6253009.36
2005-08-01,1.0,11.5,11.5,,,,1852.0,28298.22,28298.22,948.0,11323.82,11323.82,,,,536289.0,6252689.0,6252689.0
2005-09-01,0.0,0.0,0.0,,,,491.0,7682.77,7682.77,2203.0,25628.46,25628.46,,,,465578.0,5310525.06,5310525.06
2005-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3323.0,37902.97,37902.97,,,,469135.0,5213740.38,5213740.38
2005-11-01,-28.0,316.25,316.25,,,,-112.0,1308.1,1308.1,2491.0,28793.65,28793.65,,,,432986.0,4578635.88,4578635.88
2005-12-01,-2.0,63.25,63.25,,,,-53.0,2251.6,2251.6,2596.0,29578.64,29578.64,,,,436444.0,4825492.68,4825492.68
2006-01-01,1.0,23.0,23.0,,,,96.0,4220.0,4220.0,4692.0,54033.0,54033.0,,,,514351.0,5748581.0,5748581.0
2006-02-01,14.0,184.0,184.0,,,,775.0,10159.0,10159.0,3167.0,36063.0,36063.0,,,,536364.0,5985940.0,5985940.0
2006-03-01,0.0,0.0,0.0,,,,280.0,2889.0,2889.0,2991.0,38581.0,38581.0,,,,568750.0,6410569.0,6410569.0
2006-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2748.0,31218.0,31218.0,,,,492045.0,5394074.0,5394074.0
2006-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1392.0,16574.0,16574.0,,,,419439.0,4906414.0,4906414.0
2006-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3146.0,37257.0,37257.0,,,,439686.0,5125676.0,5125676.0
2006-07-01,0.0,69.0,69.0,,,,0.0,0.0,0.0,4169.0,28762.0,28762.0,,,,530455.0,3597106.0,3597106.0
2006-08-01,5.0,75.0,75.0,,,,2517.0,34749.0,34749.0,2818.0,35918.0,35918.0,,,,532463.0,6692610.0,6692610.0
2006-09-01,0.0,0.0,0.0,,,,304.0,3019.0,3019.0,4408.0,51868.0,51868.0,,,,452281.0,5218393.0,5218393.0
2006-10-01,0.0,0.0,0.0,,,,174.0,2713.0,2713.0,3018.0,36588.0,36588.0,,,,326699.0,3738415.0,3738415.0
2006-11-01,0.0,0.0,0.0,,,,1236.0,15804.0,15804.0,2211.0,26812.0,26812.0,,,,375968.0,4444505.0,4444505.0
2006-12-01,200.0,3421.0,3421.0,,,,348.0,6090.0,6090.0,5602.0,66668.0,66668.0,,,,432740.0,5026561.0,5026561.0
2007-01-01,0.0,0.0,0.0,,,,0.0,623.0,623.0,3979.4750000000004,44917.0,44917.0,,,,451722.525,5098618.0,5098618.0
2007-02-01,66.34100000000001,1058.0,1058.0,,,,176.65900000000002,2817.0,2817.0,1819.394,20331.0,20331.0,,,,383364.606,4283937.0,4283937.0
2007-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2499.0260000000003,26984.0,26984.0,,,,438157.974,4731134.0,4731134.0
2007-04-01,0.0,0.0,0.0,,,,182.0,2521.0,2521.0,1889.3990000000001,20214.0,20214.0,,,,523221.601,5597691.0,5597691.0
2007-05-01,0.0,0.0,0.0,,,,0.0,65.0,65.0,1635.462,16939.0,16939.0,,,,518809.538,5373597.0,5373597.0
2007-06-01,14.802000000000001,247.0,247.0,,,,10.198,170.0,170.0,1164.066,12809.0,12809.0,,,,514064.935,5656673.0,5656673.0
2007-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,887.071,9667.0,9667.0,,,,545592.929,5945507.0,5945507.0
2007-08-01,45.925,684.0,684.0,,,,1736.075,25866.0,25866.0,999.8820000000001,11330.0,11330.0,,,,566976.118,6424691.0,6424691.0
2007-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2662.4480000000003,30927.0,30927.0,,,,408282.552,4742675.0,4742675.0
2007-10-01,204.149,2823.0,2823.0,,,,298.851,4133.0,4133.0,1668.755,18699.0,18699.0,,,,474938.244,5321894.0,5321894.0
2007-11-01,5.599,75.0,75.0,,,,1187.401,15854.0,15854.0,1475.891,15561.0,15561.0,,,,499353.109,5264951.0,5264951.0
2007-12-01,0.0,0.0,0.0,,,,897.0,11845.0,11845.0,1331.507,12381.0,12381.0,,,,537774.493,5000326.0,5000326.0
2008-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1772.356,18592.0,18592.0,,,,479083.644,5025449.0,5025449.0
2008-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,965.75,10141.0,10141.0,,,,507906.25,5333546.0,5333546.0
2008-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1897.621,20290.0,20290.0,,,,456722.379,4883390.0,4883390.0
2008-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1245.2340000000002,13456.0,13456.0,,,,511838.766,5530866.0,5530866.0
2008-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1505.0240000000001,16194.0,16194.0,,,,469300.976,5049509.0,5049509.0
2008-06-01,0.0,0.0,0.0,,,,488.0,6776.0,6776.0,1185.717,13750.0,13750.0,,,,499398.283,5791033.0,5791033.0
2008-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,994.7460000000001,11209.0,11209.0,,,,563101.254,6345125.0,6345125.0
2008-08-01,,,,0.0,0.0,0.0,62.0,869.0,869.0,673.543,7310.0,7310.0,,,,540041.457,5861377.0,5861377.0
2008-09-01,,,,0.0,0.0,0.0,88.0,1260.0,1260.0,1833.6280000000002,20279.0,20279.0,,,,377821.372,4178434.0,4178434.0
2008-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,561.215,5925.0,5925.0,,,,545452.785,5758762.0,5758762.0
2008-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,531.5790000000001,5925.0,5925.0,,,,341332.421,3804621.0,3804621.0
2008-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2584.7470000000003,27510.0,27510.0,,,,503057.253,5354225.0,5354225.0
2009-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1461.7340000000002,15608.0,15608.0,,,,494851.266,5283902.0,5283902.0
2009-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,414.208,4319.0,4319.0,,,,509664.792,5313947.0,5313947.0
2009-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1433.728,15305.0,15305.0,,,,457579.272,4884677.0,4884677.0
2009-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,948.435,10248.0,10248.0,,,,496520.565,5364776.0,5364776.0
2009-05-01,,,,0.0,0.0,0.0,5.0,106.0,106.0,875.556,9657.0,9657.0,,,,520756.444,5743754.0,5743754.0
2009-06-01,,,,0.0,0.0,0.0,87.0,1303.0,1303.0,880.0980000000001,9500.0,9500.0,,,,438453.902,4732923.0,4732923.0
2009-07-01,,,,0.0,0.0,0.0,66.0,972.0,972.0,1052.0330000000001,11416.0,11416.0,,,,461848.967,5011617.0,5011617.0
2009-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1223.901,12902.0,12902.0,,,,440218.099,4640493.0,4640493.0
2009-09-01,,,,0.0,0.0,0.0,26.0,409.0,409.0,1535.005,16458.0,16458.0,,,,443954.995,4759978.0,4759978.0
2009-10-01,,,,0.0,0.0,0.0,45.0,626.0,626.0,1308.309,13968.0,13968.0,,,,397700.691,4245887.0,4245887.0
2009-11-01,,,,0.0,0.0,0.0,99.0,1344.0,1344.0,1125.431,12133.0,12133.0,,,,251857.569,2715108.0,2715108.0
2009-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3069.1580000000004,31591.0,31591.0,,,,433776.842,4464820.0,4464820.0
2010-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,713.7330000000001,7275.0,7275.0,,,,528842.267,5390096.0,5390096.0
2010-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,998.6800000000001,11130.0,11130.0,,,,430357.32,4796145.0,4796145.0
2010-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1006.739,11800.0,11800.0,,,,457166.261,5358463.0,5358463.0
2010-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1142.526,10219.0,10219.0,,,,434385.474,3885210.0,3885210.0
2010-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1232.489,11287.0,11287.0,,,,485410.511,4445259.0,4445259.0
2010-06-01,,,,0.0,0.0,0.0,8.0,18.0,18.0,705.822,7531.0,7531.0,,,,507080.178,5410575.0,5410575.0
2010-07-01,,,,0.0,0.0,0.0,240.0,3460.0,3460.0,883.1560000000001,9454.0,9454.0,,,,506206.844,5418673.0,5418673.0
2010-08-01,,,,0.0,0.0,0.0,613.0,6418.0,6418.0,524.999,5724.0,5724.0,,,,447911.001,4883165.0,4883165.0
2010-09-01,,,,0.0,0.0,0.0,79.0,1229.0,1229.0,213.21900000000002,2386.0,2386.0,,,,256217.781,2867105.0,2867105.0
2010-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3755.963,40200.0,40200.0,,,,320128.037,3426322.0,3426322.0
2010-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1301.6290000000001,13613.0,13613.0,,,,399918.371,4182516.0,4182516.0
2010-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,529082.0,5645097.0,5645097.0
2011-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,595.12,6607.0,6607.0,,,,544476.88,6044900.0,6044900.0
2011-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,435.619,4848.0,4848.0,,,,412161.38,4587290.0,4587290.0
2011-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1321.562,15020.0,15020.0,,,,414646.44,4712512.0,4712512.0
2011-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,531.136,6073.0,6073.0,,,,470201.86,5376469.0,5376469.0
2011-05-01,,,,0.0,0.0,0.0,288.0,3960.0,3960.0,753.139,8618.0,8618.0,,,,426854.86,4884334.0,4884334.0
2011-06-01,,,,0.0,0.0,0.0,880.0,12365.0,12365.0,384.453,4437.0,4437.0,,,,471546.55,5442719.0,5442719.0
2011-07-01,,,,0.0,0.0,0.0,1072.0,17335.0,17335.0,558.138,6360.0,6360.0,,,,528972.86,6028101.0,6028101.0
2011-08-01,,,,,,,323.0,1455.0,1455.0,552.201,6361.0,6361.0,,,,505353.8,5821493.0,5821493.0
2011-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,668.992,7647.0,7647.0,,,,405466.01,4634756.0,4634756.0
2011-10-01,,,,,,,0.0,0.0,0.0,632.26,7142.0,7142.0,,,,497404.74,5618303.0,5618303.0
2011-11-01,,,,,,,0.0,0.0,0.0,439.758,4996.0,4996.0,,,,452726.24,5143177.0,5143177.0
2011-12-01,,,,,,,0.0,0.0,0.0,853.064,9884.0,9884.0,,,,336355.94,3897248.0,3897248.0
2012-01-01,,,,,,,11.0,190.0,190.0,551.551,6345.0,6345.0,,,,361291.45,4156270.0,4156270.0
2012-02-01,,,,,,,0.0,0.0,0.0,371.443,4194.0,4194.0,,,,405097.56,4573853.0,4573853.0
2012-03-01,,,,,,,0.0,0.0,0.0,789.749,8798.0,8798.0,,,,276013.25,3074778.0,3074778.0
2012-04-01,,,,,,,0.0,0.0,0.0,739.903,8611.0,8611.0,,,,422111.1,4912736.0,4912736.0
2012-05-01,,,,,,,605.0,8229.0,8229.0,1416.659,16350.0,16350.0,,,,394222.34,4549910.0,4549910.0
2012-06-01,,,,,,,494.0,6893.0,6893.0,604.654,6973.0,6973.0,,,,388120.35,4475622.0,4475622.0
2012-07-01,,,,,,,204.0,3171.0,3171.0,242.314,2848.0,2848.0,,,,529773.69,6227408.0,6227408.0
2012-08-01,,,,,,,0.0,0.0,0.0,341.638,4003.0,4003.0,,,,464439.36,5441868.0,5441868.0
2012-09-01,,,,,,,31.0,503.0,503.0,1531.665,17838.0,17838.0,,,,297667.34,3466754.0,3466754.0
2012-10-01,,,,,,,0.0,0.0,0.0,976.075,11568.0,11568.0,,,,199912.93,2369186.0,2369186.0
2012-11-01,,,,,,,0.0,0.0,0.0,1700.059,19584.0,19584.0,,,,192325.94,2215567.0,2215567.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2192.359,24154.0,24154.0,,,,104060.64,1146481.0,1146481.0
2013-01-01,,,,,,,0.0,0.0,0.0,2407.699,31172.0,31172.0,,,,132443.3,1714708.0,1714708.0
2013-02-01,,,,,,,0.0,0.0,0.0,1032.436,12201.0,12201.0,,,,130782.56,1545528.0,1545528.0
2013-03-01,,,,,,,0.0,0.0,0.0,2529.519,32306.0,32306.0,,,,146233.48,1867655.0,1867655.0
2013-04-01,,,,,,,0.0,0.0,0.0,1939.751,22865.0,22865.0,,,,266438.25,3140708.0,3140708.0
2013-05-01,,,,,,,0.0,0.0,0.0,1006.641,11245.0,11245.0,,,,439166.36,4905772.0,4905772.0
2013-06-01,,,,,,,0.0,0.0,0.0,1691.784,19753.0,19753.0,,,,203620.22,2377461.0,2377461.0
2013-07-01,,,,,,,885.0,7460.0,7460.0,1167.626,13772.0,13772.0,,,,333534.37,3933933.0,3933933.0
2013-08-01,,,,,,,153.0,2196.0,2196.0,1057.939,12228.0,12228.0,,,,385829.06,4459448.0,4459448.0
2013-09-01,,,,,,,601.0,8530.0,8530.0,1086.605,12391.0,12391.0,,,,180073.4,2053467.0,2053467.0
2013-10-01,,,,,,,0.0,0.0,0.0,749.29,9594.0,9594.0,,,,81336.71,1041392.0,1041392.0
2013-11-01,,,,,,,0.0,0.0,0.0,746.471,9154.0,9154.0,,,,67230.529,824416.0,824416.0
2013-12-01,,,,,,,0.0,0.0,0.0,1243.512,17400.0,17400.0,,,,95941.488,1342504.0,1342504.0
2014-01-01,,,,,,,0.0,0.0,0.0,4002.247,46242.0,46242.0,,,,491246.75,5675848.0,5675848.0
2014-02-01,,,,,,,0.0,0.0,0.0,896.208,10197.0,10197.0,,,,463402.79,5272591.0,5272591.0
2014-03-01,,,,,,,0.0,0.0,0.0,549.502,6069.0,6069.0,,,,397095.5,4385760.0,4385760.0
2014-04-01,,,,,,,0.0,0.0,0.0,425.907,5008.0,5008.0,,,,319798.09,3760258.0,3760258.0
2014-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,821.071,10421.0,10421.0,0.0,0.0,0.0,434633.93,5516531.0,5516531.0
2014-06-01,0.0,0.0,0.0,,,,260.0,3646.0,3646.0,329.636,4006.0,4006.0,0.0,0.0,0.0,431329.36,5241966.0,5241966.0
2014-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,515.538,5805.0,5805.0,0.0,0.0,0.0,413727.46,4658317.0,4658317.0
2014-08-01,0.0,0.0,0.0,,,,53.0,213.0,213.0,583.032,6671.0,6671.0,0.0,0.0,0.0,452948.97,5182444.0,5182444.0
2014-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1349.387,15450.0,15450.0,0.0,0.0,0.0,362971.61,4155858.0,4155858.0
2014-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1040.901,11978.0,11978.0,0.0,0.0,0.0,410746.1,4726486.0,4726486.0
2014-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,525.94,5814.0,5814.0,0.0,0.0,0.0,501783.06,5546678.0,5546678.0
2014-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1142.089,13363.0,13363.0,0.0,0.0,0.0,350419.91,4100153.0,4100153.0
2015-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,452.466,5204.0,5204.0,0.0,0.0,0.0,286954.53,3300546.0,3300546.0
2015-02-01,0.0,0.0,0.0,,,,371.0,5013.0,5013.0,1047.289,11040.0,11040.0,0.0,0.0,0.0,292778.71,3086444.0,3086444.0
2015-03-01,0.0,0.0,0.0,,,,573.0,7498.0,7498.0,760.715,8411.0,8411.0,0.0,0.0,0.0,106054.29,1172549.0,1172549.0
2015-04-01,0.0,0.0,0.0,,,,371.0,5026.0,5026.0,-2303.0,3437.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,,,,297.0,4083.0,4083.0,2315.294,24792.0,24792.0,0.0,0.0,0.0,49156.706,526360.0,526360.0
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1698.725,19874.0,19874.0,0.0,0.0,0.0,197635.28,2312175.0,2312175.0
2015-07-01,0.0,0.0,0.0,,,,1286.0,18351.0,18351.0,1083.923,11749.0,11749.0,0.0,0.0,0.0,402330.08,4361013.0,4361013.0
2015-08-01,0.0,0.0,0.0,,,,565.0,8002.0,8002.0,1357.504,14383.0,14383.0,0.0,0.0,0.0,309591.5,3280081.0,3280081.0
2015-09-01,0.0,0.0,0.0,,,,891.0,15233.0,15233.0,1505.66,15146.0,15146.0,0.0,0.0,0.0,271244.34,2728617.0,2728617.0
2015-10-01,0.0,0.0,0.0,,,,397.0,5780.0,5780.0,866.726,8567.0,8567.0,0.0,0.0,0.0,111456.27,1101725.0,1101725.0
2015-11-01,0.0,0.0,0.0,,,,479.0,6165.0,6165.0,993.117,11604.0,11604.0,0.0,0.0,0.0,41063.883,479803.0,479803.0
2015-12-01,0.0,0.0,0.0,,,,146.0,2040.0,2040.0,656.0,8398.0,8398.0,0.0,0.0,0.0,40728.0,521382.0,521382.0
2016-01-01,0.0,0.0,0.0,,,,422.0,5160.0,5160.0,2010.988,21412.0,21412.0,0.0,0.0,0.0,113909.01,1212839.0,1212839.0
2016-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1224.548,13727.0,13727.0,0.0,0.0,0.0,86660.452,971416.0,971416.0
2016-03-01,0.0,0.0,0.0,,,,53.0,800.0,800.0,564.659,7130.0,7130.0,0.0,0.0,0.0,22197.341,280278.0,280278.0
2016-04-01,0.0,0.0,0.0,,,,50.0,745.0,745.0,2187.91,23530.0,23530.0,0.0,0.0,0.0,173038.09,1860924.0,1860924.0
2016-05-01,0.0,0.0,0.0,,,,123.0,1684.0,1684.0,1494.784,16383.0,16383.0,0.0,0.0,0.0,91527.216,1003122.0,1003122.0
2016-06-01,0.0,0.0,0.0,,,,99.0,1406.0,1406.0,719.437,7956.0,7956.0,0.0,0.0,0.0,144190.56,1594526.0,1594526.0
2016-07-01,0.0,0.0,0.0,,,,578.0,5456.0,5456.0,3011.145,31582.0,31582.0,0.0,0.0,0.0,280178.86,2938650.0,2938650.0
2016-08-01,200.338,6186.0,6186.0,,,,11.662,360.0,360.0,12899.864,152667.0,152667.0,0.0,0.0,0.0,162903.14,1927924.0,1927924.0
2016-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8544.327,93691.0,93691.0,0.0,0.0,0.0,200838.67,2202250.0,2202250.0
2016-10-01,0.0,0.0,0.0,,,,153.0,2117.0,2117.0,2059.829,22275.0,22275.0,0.0,0.0,0.0,142274.17,1538574.0,1538574.0
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1669.484,19392.0,19392.0,0.0,0.0,0.0,74604.516,866563.0,866563.0
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1678.094,17984.0,17984.0,0.0,0.0,0.0,131226.91,1406339.0,1406339.0
2017-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2953.943,33478.0,33478.0,0.0,0.0,0.0,115050.06,1303916.0,1303916.0
2017-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,281.854,4319.0,4319.0,0.0,0.0,0.0,6630.146,101599.0,101599.0
2017-03-01,0.0,0.0,0.0,,,,158.0,2090.0,2090.0,2095.005,25397.0,25397.0,0.0,0.0,0.0,64412.995,780848.0,780848.0
2017-04-01,0.0,0.0,0.0,,,,291.0,4027.0,4027.0,1941.948,24451.0,24451.0,0.0,0.0,0.0,84308.052,1061513.0,1061513.0
2017-05-01,0.0,0.0,0.0,,,,178.0,2512.0,2512.0,130.047,1646.0,1646.0,0.0,0.0,0.0,24346.953,308102.0,308102.0
2017-06-01,0.0,0.0,0.0,,,,454.0,6306.0,6306.0,2169.256,26576.0,26576.0,0.0,0.0,0.0,109289.74,1338924.0,1338924.0
