measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2008-06-01,406.93600000000004,5444.0,5444.0,13658.064,182707.0,182707.0
2008-07-01,137.107,2167.0,2167.0,14297.893,225997.0,225997.0
2008-08-01,259.581,4376.0,4376.0,13406.419,225982.0,225982.0
2008-09-01,212.03400000000002,3417.0,3417.0,10772.966,173597.0,173597.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,180.372,2813.0,2813.0,15112.628,235654.0,235654.0
2008-12-01,193.698,3149.0,3149.0,16578.302,269490.0,269490.0
2009-01-01,91.191,1345.0,1345.0,15046.809000000001,221896.0,221896.0
2009-02-01,0.78,12.0,12.0,15918.22,251116.0,251116.0
2009-03-01,88.32300000000001,1282.0,1282.0,17369.677,252194.0,252194.0
2009-04-01,192.716,2972.0,2972.0,11227.284,173160.0,173160.0
2009-05-01,191.28900000000002,3231.0,3231.0,12029.711,203212.0,203212.0
2009-06-01,64.11800000000001,1062.0,1062.0,17238.882,285482.0,285482.0
2009-07-01,289.845,4311.0,4311.0,17089.155,254155.0,254155.0
2009-08-01,334.755,5039.0,5039.0,11478.245,172773.0,172773.0
2009-09-01,321.322,5040.0,5040.0,15980.678,250666.0,250666.0
2009-10-01,430.744,6817.0,6817.0,13559.256000000001,214602.0,214602.0
2009-11-01,71.95100000000001,1034.0,1034.0,17283.049,248441.0,248441.0
2009-12-01,122.1,1348.0,1348.0,16692.9,184334.0,184334.0
2010-01-01,105.76,1368.0,1368.0,13857.24,179227.0,179227.0
2010-02-01,33.428000000000004,444.0,444.0,16331.572,216771.0,216771.0
2010-03-01,183.717,2566.0,2566.0,15386.283,214896.0,214896.0
2010-04-01,186.733,2590.0,2590.0,11956.267,165811.0,165811.0
2010-05-01,137.014,1905.0,1905.0,9221.986,128240.0,128240.0
2010-06-01,26.917,393.0,393.0,14010.083,204397.0,204397.0
2010-07-01,44.708000000000006,675.0,675.0,14265.292000000001,215338.0,215338.0
2010-08-01,89.394,1239.0,1239.0,15161.606,210123.0,210123.0
2010-09-01,38.49,448.0,448.0,17091.510000000002,198766.0,198766.0
2010-10-01,97.74900000000001,1408.0,1408.0,14586.251,210114.0,210114.0
2010-11-01,36.698,512.0,512.0,17465.302,243703.0,243703.0
2010-12-01,146.364,1930.0,1930.0,17501.636,230795.0,230795.0
2011-01-01,27.231,454.0,454.0,17661.769,294342.0,294342.0
2011-02-01,76.621,1299.0,1299.0,12671.379,214857.0,214857.0
2011-03-01,60.48,1003.0,1003.0,18073.52,299710.0,299710.0
2011-04-01,21.357,283.0,283.0,17584.643,233076.0,233076.0
2011-05-01,267.531,3697.0,3697.0,11415.469,157769.0,157769.0
2011-06-01,107.659,1482.0,1482.0,17418.341,239850.0,239850.0
2011-07-01,107.546,1505.0,1505.0,14817.454,207314.0,207314.0
2011-08-01,100.891,1428.0,1428.0,17769.109,251450.0,251450.0
2011-09-01,37.33,515.0,515.0,17157.67,236522.0,236522.0
2011-10-01,105.576,1317.0,1317.0,14378.424,179407.0,179407.0
2011-11-01,17.806,237.0,237.0,17564.194,233586.0,233586.0
2011-12-01,20.63,265.0,265.0,18134.37,232835.0,232835.0
2012-01-01,53.643,782.0,782.0,18061.357,263307.0,263307.0
2012-02-01,101.705,1529.0,1529.0,13361.295,200816.0,200816.0
2012-03-01,281.071,3877.0,3877.0,17804.929,245565.0,245565.0
2012-04-01,89.544,1113.0,1113.0,17379.456,216093.0,216093.0
2012-05-01,94.654,1471.0,1471.0,11127.346,172897.0,172897.0
2012-06-01,65.339,1095.0,1095.0,13074.661,219070.0,219070.0
2012-07-01,77.285,1260.0,1260.0,13438.715,219080.0,219080.0
2012-08-01,11.703,191.0,191.0,13130.297,214640.0,214640.0
2012-09-01,115.275,1687.0,1687.0,12509.725,183067.0,183067.0
2012-10-01,55.342,748.0,748.0,18500.658,250130.0,250130.0
2012-11-01,134.219,1926.0,1926.0,13443.781,192961.0,192961.0
2012-12-01,50.709,814.0,814.0,18064.291,289879.0,289879.0
2013-01-01,69.034,982.0,982.0,17275.966,245799.0,245799.0
2013-02-01,7.773,108.0,108.0,728.227,10159.0,10159.0
2013-03-01,123.095,1886.0,1886.0,16045.905,245794.0,245794.0
2013-04-01,28.801,429.0,429.0,17498.199,260418.0,260418.0
2013-05-01,206.168,2791.0,2791.0,13903.832,188207.0,188207.0
2013-06-01,101.764,1486.0,1486.0,16509.236,241094.0,241094.0
2013-07-01,187.525,2715.0,2715.0,17649.475,255496.0,255496.0
2013-08-01,82.875,1226.0,1226.0,17865.125,264374.0,264374.0
2013-09-01,61.782,936.0,936.0,14129.218,213994.0,213994.0
2013-10-01,35.672,456.0,456.0,18126.328,231776.0,231776.0
2013-11-01,149.381,2245.0,2245.0,13538.619,203483.0,203483.0
2013-12-01,386.025,5772.0,5772.0,17644.975,263822.0,263822.0
2014-01-01,16.13,227.0,227.0,17667.87,249148.0,249148.0
2014-02-01,79.906,1144.0,1144.0,7968.094,114068.0,114068.0
2014-03-01,15.264,235.0,235.0,18227.736,280267.0,280267.0
2014-04-01,147.908,2236.0,2236.0,17422.092,263411.0,263411.0
2014-05-01,91.46,1340.0,1340.0,12532.54,183655.0,183655.0
2014-06-01,34.261,499.0,499.0,17498.739,255003.0,255003.0
2014-07-01,81.236,1235.0,1235.0,17906.764,272321.0,272321.0
2014-08-01,208.089,3148.0,3148.0,17554.911,265552.0,265552.0
2014-09-01,78.249,1237.0,1237.0,13808.751,218300.0,218300.0
2014-10-01,26.822,374.0,374.0,17983.178,250682.0,250682.0
2014-11-01,82.348,1182.0,1182.0,16624.652,238615.0,238615.0
2014-12-01,145.46,1982.0,1982.0,16867.54,229886.0,229886.0
2015-01-01,180.179,2343.0,2343.0,17105.821,222422.0,222422.0
2015-02-01,124.138,1667.0,1667.0,9978.862,134008.0,134008.0
2015-03-01,43.001,617.0,617.0,18148.999,260506.0,260506.0
2015-04-01,46.597,725.0,725.0,16773.403,261135.0,261135.0
2015-05-01,162.753,2311.0,2311.0,10148.247,144096.0,144096.0
2015-06-01,55.713,764.0,764.0,17476.287,239683.0,239683.0
2015-07-01,161.341,2298.0,2298.0,16995.659,242070.0,242070.0
2015-08-01,129.441,1859.0,1859.0,17920.559,257379.0,257379.0
2015-09-01,215.522,3286.0,3286.0,13062.478,199175.0,199175.0
2015-10-01,314.254,4174.0,4174.0,17358.746,230588.0,230588.0
2015-11-01,87.065,1180.0,1180.0,17378.935,235567.0,235567.0
2015-12-01,678.453,9289.0,9289.0,16830.547,230440.0,230440.0
2016-01-01,90.768,1040.0,1040.0,12593.232,144334.0,144334.0
2016-02-01,224.755,2565.0,2565.0,15362.245,175320.0,175320.0
2016-03-01,199.749,1838.0,1838.0,17872.251,164410.0,164410.0
2016-04-01,209.566,2456.0,2456.0,16241.434,190321.0,190321.0
2016-05-01,183.469,1712.0,1712.0,10992.531,102566.0,102566.0
2016-06-01,17.214,219.0,219.0,13296.786,169015.0,169015.0
2016-07-01,171.759,2494.0,2494.0,14818.241,215136.0,215136.0
2016-08-01,114.018,1657.0,1657.0,17959.982,260975.0,260975.0
2016-09-01,60.823,985.0,985.0,13661.177,221251.0,221251.0
2016-10-01,3.844,50.0,50.0,18200.156,234760.0,234760.0
2016-11-01,39.188,438.0,438.0,12771.812,142747.0,142747.0
2016-12-01,114.478,1197.0,1197.0,15884.522,166072.0,166072.0
2017-01-01,84.739,1158.0,1158.0,14356.261,196155.0,196155.0
2017-02-01,109.31,1606.0,1606.0,8610.69,126489.0,126489.0
2017-03-01,76.866,1309.0,1309.0,15490.134,263768.0,263768.0
2017-04-01,38.453,608.0,608.0,15054.547,237917.0,237917.0
2017-05-01,56.367,811.0,811.0,17902.633,257550.0,257550.0
2017-06-01,129.785,1957.0,1957.0,17259.215,260227.0,260227.0
2017-07-01,239.504,3810.0,3810.0,11559.496,183868.0,183868.0
2017-08-01,113.304,1771.0,1771.0,16902.696,264215.0,264215.0
2017-09-01,86.944,1396.0,1396.0,16884.056,271033.0,271033.0
2017-10-01,94.654,1595.0,1595.0,17871.346,301139.0,301139.0
2017-11-01,112.408,1270.0,1270.0,15059.592,170138.0,170138.0
2017-12-01,72.899,1084.0,1084.0,17011.101,252868.0,252868.0
2018-01-01,176.274,2467.0,2467.0,13148.726,184044.0,184044.0
2018-02-01,3.935,57.0,57.0,16005.065,231785.0,231785.0
2018-03-01,72.916,1048.0,1048.0,17047.084,244906.0,244906.0
2018-04-01,301.576,4558.0,4558.0,16849.424,254653.0,254653.0
2018-05-01,130.673,2136.0,2136.0,5591.327,91407.0,91407.0
2018-06-01,90.369,1385.0,1385.0,17363.631,266055.0,266055.0
2018-07-01,63.852,975.0,975.0,17171.148,262309.0,262309.0
2018-08-01,161.176,2852.0,2852.0,17587.824,311167.0,311167.0
2018-09-01,151.14,2440.0,2440.0,16070.86,259454.0,259454.0
2018-10-01,98.085,1452.0,1452.0,16672.915,246733.0,246733.0
2018-11-01,32.864,465.0,465.0,17454.136,247050.0,247050.0
2018-12-01,110.766,1591.0,1591.0,16321.234,234405.0,234405.0
2019-01-01,173.739,2685.0,2685.0,15178.261,234550.0,234550.0
2019-02-01,238.725,3377.0,3377.0,8334.275,117904.0,117904.0
2019-03-01,52.454,795.0,795.0,17978.546,272625.0,272625.0
2019-04-01,182.377,2516.0,2516.0,15546.623,214437.0,214437.0
2019-05-01,165.902,2469.0,2469.0,16427.098,244429.0,244429.0
2019-06-01,376.1,4899.0,4899.0,16213.9,211190.0,211190.0
2019-07-01,172.607,2861.0,2861.0,16842.393,279169.0,279169.0
2019-08-01,186.595,2569.0,2569.0,17494.405,240841.0,240841.0
2019-09-01,249.467,4307.0,4307.0,13329.533,230149.0,230149.0
2019-10-01,81.288,1201.0,1201.0,12701.712,187702.0,187702.0
2019-11-01,74.524,1054.0,1054.0,17449.476,246685.0,246685.0
2019-12-01,42.602,621.0,621.0,18032.398,262805.0,262805.0
2020-01-01,241.206,3479.0,3479.0,16035.794,231266.0,231266.0
2020-02-01,294.028,4299.0,4299.0,16425.972,240180.0,240180.0
2020-03-01,319.747,4222.0,4222.0,15717.253,207528.0,207528.0
2020-04-01,340.619,5399.0,5399.0,9906.381,157016.0,157016.0
2020-05-01,212.321,2953.0,2953.0,15916.679,221406.0,221406.0
2020-06-01,99.932,1633.0,1633.0,15965.068,260875.0,260875.0
2020-07-01,229.024,3397.0,3397.0,17661.976,261983.0,261983.0
2020-08-01,142.09,2474.0,2474.0,16486.91,287011.0,287011.0
2020-09-01,149.098,2330.0,2330.0,17115.902,267528.0,267528.0
2020-10-01,172.995,2816.0,2816.0,11134.005,181259.0,181259.0
2020-11-01,139.629,2096.0,2096.0,17274.371,259316.0,259316.0
2020-12-01,351.49,5064.0,5064.0,17459.51,251567.0,251567.0
2021-01-01,179.16,2629.0,2629.0,16471.84,241706.0,241706.0
2021-02-01,83.328,1311.0,1311.0,15952.672,251051.0,251051.0
2021-03-01,472.295,7461.0,7461.0,15793.705,249510.0,249510.0
2021-04-01,100.962,1584.0,1584.0,10110.038,158631.0,158631.0
2021-05-01,165.006,2422.0,2422.0,16058.994,235726.0,235726.0
2021-06-01,271.617,4440.0,4440.0,16736.383,273602.0,273602.0
2021-07-01,275.223,4504.0,4504.0,16985.777,277959.0,277959.0
2021-08-01,332.966,4621.0,4621.0,5109.034,70898.0,70898.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,138.878,2740.0,2740.0,2484.122,49015.0,49015.0
2021-11-01,578.909,6672.0,6672.0,15498.091,178613.0,178613.0
2021-12-01,1585.071,15802.0,15802.0,10343.929,103124.0,103124.0
2022-01-01,736.469,8657.0,8657.0,13501.531,158705.0,158705.0
2022-02-01,448.562,6588.0,6588.0,10641.438,156281.0,156281.0
2022-03-01,178.111,2953.0,2953.0,16633.889,275792.0,275792.0
2022-04-01,317.46,5399.0,5399.0,9967.54,169511.0,169511.0
2022-05-01,569.235,8031.0,8031.0,13562.765,191338.0,191338.0
2022-06-01,611.709,8586.0,8586.0,12464.291,174955.0,174955.0
2022-07-01,480.223,5873.0,5873.0,12124.777,148294.0,148294.0
2022-08-01,971.665,15800.0,15800.0,6671.335,108481.0,108481.0
2022-09-01,926.374,15230.0,15230.0,10861.626,178575.0,178575.0
2022-10-01,386.302,6087.0,6087.0,7673.698,120914.0,120914.0
2022-11-01,487.261,7593.0,7593.0,4540.739,70758.0,70758.0
2022-12-01,1869.285,22251.0,22251.0,11268.715,134136.0,134136.0
2023-01-01,182.935,3098.0,3098.0,11638.065,197072.0,197072.0
2023-02-01,463.283,7150.0,7150.0,10240.717,158059.0,158059.0
2023-03-01,341.162,5646.0,5646.0,13058.838,216128.0,216128.0
2023-04-01,294.202,5018.0,5018.0,5275.798,89978.0,89978.0
2023-05-01,409.513,5669.0,5669.0,16390.487,226909.0,226909.0
2023-06-01,135.598,1875.0,1875.0,14635.402,202414.0,202414.0
2023-07-01,534.676,8688.0,8688.0,12455.324,202385.0,202385.0
2023-08-01,503.804,7310.0,7310.0,14253.196,206794.0,206794.0
2023-09-01,781.944,12973.0,12973.0,8707.056,144456.0,144456.0
2023-10-01,157.177,3064.0,3064.0,7255.823,141426.0,141426.0
2023-11-01,260.93,4382.0,4382.0,12331.07,207085.0,207085.0
2023-12-01,217.226,2847.0,2847.0,14557.774,190824.0,190824.0
2024-01-01,752.395,9889.0,9889.0,8569.605,112632.0,112632.0
2024-02-01,422.037,5481.0,5481.0,13287.963,172564.0,172564.0
2024-03-01,488.917,6688.0,6688.0,15631.083,213809.0,213809.0
2024-04-01,447.883,8893.0,8893.0,3096.117,61474.0,61474.0
2024-05-01,666.298,11051.0,11051.0,8515.702,141240.0,141240.0
2024-06-01,528.947,11047.0,11047.0,5667.053,118353.0,118353.0
2024-07-01,596.469,5418.0,5418.0,7674.531,69713.0,69713.0
2024-08-01,785.057,8825.0,8825.0,4937.943,55510.0,55510.0
2024-09-01,444.568,7831.0,7831.0,6764.432,119161.0,119161.0
2024-10-01,139.712,2377.0,2377.0,1593.288,27110.0,27110.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
