measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed
2013-07-01,,,,0.0,0.0,0.0,11033.0,170156.0,170156.0,,,
2013-08-01,,,,0.0,0.0,0.0,1996.0,27552.0,27552.0,,,
2013-09-01,,,,0.0,0.0,0.0,5183.0,74492.0,74492.0,,,
2013-10-01,,,,0.0,0.0,0.0,44.0,1292.0,1292.0,,,
2013-11-01,,,,0.0,0.0,0.0,768.0,13168.0,13168.0,,,
2013-12-01,,,,0.0,0.0,0.0,4442.0,63046.0,63046.0,,,
2014-01-01,,,,18488.11,235782.0,235782.0,6301.89,80369.0,80369.0,,,
2014-02-01,,,,0.0,0.0,0.0,2279.0,34249.0,34249.0,,,
2014-03-01,,,,2371.359,31584.0,31584.0,10857.641,144612.0,144612.0,,,
2014-05-01,,,,0.0,0.0,0.0,491.0,11359.0,11359.0,,,
2014-06-01,,,,0.0,0.0,0.0,3424.0,56575.0,56575.0,,,
2014-07-01,,,,0.0,0.0,0.0,14302.0,225792.0,225792.0,,,
2014-08-01,,,,0.0,0.0,0.0,2938.0,42799.0,42799.0,,,
2014-09-01,,,,0.0,0.0,0.0,4245.0,67362.0,67362.0,,,
2014-10-01,,,,0.0,0.0,0.0,1472.0,23018.0,23018.0,,,
2014-11-01,,,,0.0,0.0,0.0,3562.0,56256.0,56256.0,,,
2014-12-01,,,,84.336,1361.0,1361.0,2509.664,40495.0,40495.0,,,
2015-01-01,,,,173.03,3091.0,3091.0,502.97,8986.0,8986.0,,,
2015-02-01,,,,4156.186,59237.0,59237.0,3194.814,45535.0,45535.0,,,
2015-03-01,,,,0.0,0.0,0.0,7506.0,102924.0,102924.0,,,
2015-04-01,,,,0.0,0.0,0.0,689.0,11113.0,11113.0,,,
2015-05-01,,,,0.0,0.0,0.0,2708.0,36318.0,36318.0,,,
2015-06-01,,,,0.0,0.0,0.0,557.0,8315.0,8315.0,,,
2015-07-01,,,,0.0,0.0,0.0,2449.0,30951.0,30951.0,,,
2015-08-01,,,,0.0,0.0,0.0,2008.0,27437.0,27437.0,,,
2015-09-01,,,,0.0,0.0,0.0,1820.0,24470.0,24470.0,,,
2015-10-01,,,,-11.5,0.0,0.0,-29.5,0.0,0.0,,,
2015-11-01,,,,0.0,0.0,0.0,-59.0,110.0,110.0,,,
2015-12-01,,,,0.0,0.0,0.0,-75.0,146.0,146.0,,,
2016-01-01,,,,-14.598,1098.0,1098.0,-17.402,1308.0,1308.0,,,
2016-02-01,,,,-10.394,358.0,358.0,-16.606,573.0,573.0,,,
2016-03-01,,,,-7.14,0.0,0.0,-35.86,0.0,0.0,,,
2016-04-01,,,,0.0,0.0,0.0,1960.0,25561.0,25561.0,,,
2016-05-01,,,,0.0,0.0,0.0,2609.0,34295.0,34295.0,,,
2016-06-01,,,,0.0,0.0,0.0,2351.0,31650.0,31650.0,,,
2016-07-01,,,,0.0,0.0,0.0,6172.0,83334.0,83334.0,,,
2016-08-01,,,,0.0,0.0,0.0,6047.0,82548.0,82548.0,,,
2016-09-01,,,,0.0,0.0,0.0,1456.0,20757.0,20757.0,,,
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-11-01,,,,0.0,0.0,0.0,208.0,3640.0,3640.0,,,
2016-12-01,,,,-39.0,56.0,56.0,0.0,0.0,0.0,,,
2017-01-01,,,,10.233,146.0,146.0,435.811,6446.0,6446.0,,,
2017-02-01,,,,8.018,118.0,118.0,369.784,5470.0,5470.0,,,
2017-03-01,,,,11.077,162.0,162.0,544.819,8059.0,8059.0,,,
2017-04-01,,,,8.408,123.0,123.0,400.694,5927.0,5927.0,,,
2017-05-01,,,,10.067,151.0,151.0,444.056,6569.0,6569.0,,,
2017-06-01,,,,10.745,157.0,157.0,567.359,8392.0,8392.0,,,
2017-07-01,,,,8.626,129.0,129.0,656.033,9704.0,9704.0,,,
2017-08-01,,,,10.797,162.0,162.0,584.23,8642.0,8642.0,,,
2017-09-01,,,,8.264,123.0,123.0,518.161,7665.0,7665.0,,,
2017-10-01,,,,7.107,106.0,106.0,464.625,6872.0,6872.0,,,
2017-11-01,,,,11.555,174.0,174.0,353.792,5233.0,5233.0,,,
2017-12-01,,,,41.996,622.0,622.0,438.743,6490.0,6490.0,,,
2018-01-01,,,,19.466,325.0,325.0,59.874,1039.0,1039.0,,,
2018-02-01,,,,0.201,6.0,6.0,81.715,1421.0,1421.0,,,
2018-03-01,,,,0.35,6.0,6.0,96.832,1684.0,1684.0,,,
2018-04-01,,,,0.217,6.0,6.0,90.105,1567.0,1567.0,,,
2018-05-01,,,,2.235,41.0,41.0,88.666,1541.0,1541.0,,,
2018-06-01,,,,0.213,6.0,6.0,100.719,1752.0,1752.0,,,
2018-07-01,,,,0.274,6.0,6.0,148.826,2588.0,2588.0,,,
2018-08-01,,,,0.254,6.0,6.0,146.628,2550.0,2550.0,,,
2018-09-01,,,,0.21,6.0,6.0,125.111,2175.0,2175.0,,,
2018-10-01,,,,0.228,6.0,6.0,100.793,1753.0,1753.0,,,
2018-11-01,,,,0.356,6.0,6.0,85.583,1488.0,1488.0,,,
2018-12-01,,,,0.348,6.0,6.0,93.796,1631.0,1631.0,,,
2019-01-01,,,,28.164,538.0,538.0,79.872,1507.0,1507.0,,,
2019-02-01,,,,6.586,123.0,123.0,79.238,1494.0,1494.0,,,
2019-03-01,,,,0.915,17.0,17.0,75.448,1423.0,1423.0,,,
2019-04-01,,,,0.405,6.0,6.0,87.578,1652.0,1652.0,,,
2019-05-01,,,,0.952,17.0,17.0,77.206,1456.0,1456.0,,,
2019-06-01,,,,1.669,34.0,34.0,95.214,1796.0,1796.0,,,
2019-07-01,,,,0.739,11.0,11.0,127.465,2404.0,2404.0,,,
2019-08-01,,,,1.446,28.0,28.0,119.422,2252.0,2252.0,,,
2019-09-01,,,,1.221,22.0,22.0,94.941,1790.0,1790.0,,,
2019-10-01,,,,1.846,34.0,34.0,92.586,1746.0,1746.0,,,
2019-11-01,,,,1.727,34.0,34.0,90.077,1699.0,1699.0,,,
2019-12-01,,,,4.211,78.0,78.0,89.072,1680.0,1680.0,,,
2020-01-01,,,,1.453,34.0,34.0,49.066,1192.0,1192.0,,,
2020-02-01,,,,1.115,28.0,28.0,43.021,1047.0,1047.0,,,
2020-03-01,,,,1.55,39.0,39.0,43.658,1062.0,1062.0,,,
2020-04-01,,,,1.134,28.0,28.0,39.684,965.0,965.0,,,
2020-05-01,,,,1.431,34.0,34.0,33.529,815.0,815.0,,,
2020-06-01,,,,1.057,28.0,28.0,55.724,1355.0,1355.0,,,
2020-07-01,,,,1.483,34.0,34.0,84.974,2066.0,2066.0,,,
2020-08-01,,,,1.314,34.0,34.0,74.429,1810.0,1810.0,,,
2020-09-01,,,,1.217,28.0,28.0,47.071,1145.0,1145.0,,,
2020-10-01,,,,0.957,22.0,22.0,51.918,1262.0,1262.0,,,
2020-11-01,,,,1.148,28.0,28.0,45.605,1109.0,1109.0,,,
2020-12-01,,,,1.339,34.0,34.0,33.123,806.0,806.0,,,
2021-01-01,,,,0.614,11.0,11.0,225.097,3493.0,3493.0,,,
2021-02-01,,,,0.015,0.0,0.0,5.352,83.0,83.0,,,
2021-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-04-01,,,,0.022,0.0,0.0,8.216,127.0,127.0,,,
2021-05-01,,,,0.026,0.0,0.0,9.537,148.0,148.0,,,
2021-06-01,,,,2.232,34.0,34.0,818.853,12708.0,12708.0,,,
2021-07-01,,,,2.746,45.0,45.0,1007.237,15632.0,15632.0,,,
2021-08-01,,,,2.229,34.0,34.0,817.702,12691.0,12691.0,,,
2021-09-01,,,,0.012,0.0,0.0,4.297,67.0,67.0,,,
2021-10-01,,,,1.063,17.0,17.0,389.88,6051.0,6051.0,,,
2021-11-01,,,,0.017,0.0,0.0,6.211,97.0,97.0,,,
2021-12-01,,,,0.045,0.0,0.0,16.598,258.0,258.0,,,
2022-01-01,,,,0.0,0.0,0.0,280.951,4031.0,4031.0,,,
2022-02-01,,,,0.0,0.0,0.0,498.049,7144.0,7144.0,,,
2022-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
