measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-12-01,21653.0,311033.0,1252234.0,0.0,0.0,0.0,266.0,3818.0,15375.0,,,,1508.0,21666.0,87229.0,5580.0,80159.0,322726.0
2004-01-01,21350.81348,115217.76,1249064.02,0.0,0.0,0.0,201.71775,1088.55,11800.88,,,,1528.05598,8246.02,89394.24,5399.99079,29140.57,315909.94
2004-02-01,19302.71611,104165.39,1154317.13,0.0,0.0,0.0,238.20566,1285.46,14244.88,,,,1654.51805,8928.46,98941.44,4772.03218,25751.85,285371.16
2004-03-01,19952.13828,107669.94,1150185.69,0.0,0.0,0.0,447.2124,2413.34,25780.56,,,,1737.8664,9378.24,100183.2,5545.35193,29925.0,319674.23
2004-04-01,19500.21393,105231.16,1201948.79,0.0,0.0,0.0,478.93398,2584.52,29520.4,,,,1766.98545,9535.38,108912.96,4304.88564,23230.93,265343.35
2004-05-01,21324.69077,115076.79,1240332.75,0.0,0.0,0.0,306.20230000000004,1652.39,17810.0,,,,1382.97946,7463.13,80439.84,5251.59848,28339.78,305454.82
2004-06-01,19717.84308,106405.58,1145669.93,0.0,0.0,0.0,262.81372,1418.25,15270.32,,,,1254.5896,6770.28,72895.68,5276.716600000001,28475.33,306594.16
2004-07-01,20967.33768,113148.37,1181279.58,0.0,0.0,0.0,541.4775,2922.04,30506.32,,,,1900.3861000000002,10255.26,107065.92,4954.21972,26735.0,279115.96
2004-08-01,21123.11078,113988.99,1261350.25,0.0,0.0,0.0,342.66540000000003,1849.16,20462.0,,,,1474.35818,7956.24,88040.16,5081.41964,27421.43,303433.05
2004-09-01,18759.72277,101235.17,1183633.54,0.0,0.0,0.0,996.57648,5377.94,62878.4,,,,2241.25865,12094.75,141410.88,3199.7541,17267.19,201886.58
2004-10-01,21326.95464,115089.01,1264316.72,0.0,0.0,0.0,566.94032,3059.44,33609.68,,,,1649.92842,8903.69,97812.0,5345.84162,28848.36,316915.24
2004-11-01,21216.60847,114493.54,1266106.21,0.0,0.0,0.0,256.04723,1381.74,15279.68,,,,1347.33265,7270.76,80402.4,5288.95264,28541.36,315619.52
2004-12-01,21109.52108,113915.65,1252126.57,0.0,0.0,0.0,255.37241,1378.09,15147.6,,,,1944.19672,10491.68,115321.44,5519.11578,29783.42,327370.36
2005-01-01,19415.38756,104773.4,1179399.58,,,,242.86614,1310.61,14753.05,,,,2732.3416,14744.84,165977.76,5269.8867,28438.47,320122.49
2005-02-01,19751.10324,106585.07,1194768.54,,,,190.05737,1025.63,11496.8,,,,1786.13658,9638.73,108045.6,5132.29281,27695.96,310458.71
2005-03-01,19453.30593,104978.03,1076739.73,,,,817.88615,4413.65,45269.97,,,,2312.69104,12480.23,128007.36,6301.94087,34007.86,348812.18
2005-04-01,20718.36471,111804.8,1226815.23,,,,267.04523,1441.09,15812.79,,,,1580.18297,8527.32,93568.8,5138.1021,27727.31,304247.08
2005-05-01,21521.66672,116139.75,1287162.41,,,,456.08344,2461.21,27277.32,,,,916.2639,4944.54,54799.68,5669.14894,30593.06,339059.03
2005-06-01,21528.84956,116178.52,1269968.38,,,,146.22565,789.09,8625.73,,,,978.90827,5282.59,57744.96,4682.87652,25270.73,276238.87
2005-07-01,17621.32604,95091.92,1049892.08,,,,686.39074,3704.05,40895.69,,,,2237.28045,12073.29,133298.88,4747.38278,25618.83,282852.7
2005-08-01,20158.00787,108780.89,1284472.84,,,,299.81739,1617.94,19104.43,,,,1129.60049,6095.79,71978.4,4647.97025,25082.36,296169.72
2005-09-01,19866.15049,107205.91,1259630.36,,,,399.87780000000004,2157.9,25354.6,,,,2167.65832,11697.57,137442.24,3615.41139,19510.25,229238.27
2005-10-01,20331.33113,109716.22,1287150.4,,,,193.02713,1041.65,12220.3,,,,1312.38808,7082.19,83085.6,4942.17966,26670.03,312883.03
2005-11-01,19718.71104,106410.27,1202056.79,,,,412.14646,2224.11,25124.54,,,,1447.49892,7811.3,88239.84,4440.01158,23960.13,270664.04
2005-12-01,20796.13638,112224.49,1271625.35,,,,214.67887,1158.5,13127.01,,,,1756.05643,9476.4,107377.92,5381.44232,29040.47,329060.09
2006-01-01,21279.02184,114830.35,1309567.47,,,,341.09295,1840.68,20991.77,,,,1639.62771,8848.11,100907.04,4920.26051,26551.75,302805.89
2006-02-01,18882.80293,101899.37,1133568.86,,,,401.9252,2168.95,24128.3,,,,2192.19772,11830.0,131601.6,5206.92914,28098.73,312581.39
2006-03-01,20287.26766,109478.43,1232422.49,,,,1117.98321,6033.1,67915.88,,,,945.42078,5101.88,57432.96,5580.61435,30115.29,339014.34
2006-04-01,19598.3194,105760.59,1176481.88,,,,507.08007,2736.41,30439.88,,,,1850.49099,9986.01,111084.48,4815.35255,25985.62,289064.33
2006-05-01,19587.7897,105703.76,1114777.91,,,,1686.63505,9101.78,95989.57,,,,322.8992,1742.5,18376.8,5784.67105,31216.46,329216.5
2006-06-01,19708.17489,106353.41,1197806.31,,,,841.33489,4540.19,51133.92,,,,977.93364,5277.33,59436.0,5102.63559,27535.92,310123.55
2006-07-01,21999.68567,118719.34,1332248.69,,,,61.042539999999995,329.41,3696.59,,,,665.34447,3590.47,40291.68,5248.42633,28322.67,317832.23
2006-08-01,20320.37042,109657.07,1271949.54,,,,318.54585,1719.0,19939.31,,,,1145.12514,6179.57,71678.88,4665.50059,25176.96,292036.08
2006-09-01,17537.25983,94638.26,1015756.18,,,,1800.54517,9716.48,104287.38,,,,790.23629,4264.44,45770.4,5204.6727,28086.55,301454.08
2006-10-01,21106.96237,113901.84,1301606.83,,,,326.91630000000004,1764.17,20160.01,,,,926.48052,4999.67,57133.44,5151.27581,27798.4,317664.65
2006-11-01,19272.66793,104003.23,1246326.6,,,,212.50421,1146.76,13742.24,,,,1129.8333,6097.04,73064.16,4815.65956,25987.28,311419.5
2006-12-01,20790.68809,112195.09,1287882.83,,,,438.54805,2366.59,27165.94,,,,1561.27994,8425.31,96713.76,4987.12193,26912.56,308928.14
2007-01-01,20462.937,110428.0,1282107.0,,,,435.15700000000004,2348.0,27265.0,,,,1347.491,7270.0,84427.0,5066.308,27338.0,317430.0
2007-02-01,19468.843,105061.0,1205299.0,,,,423.317,2284.0,26207.0,,,,1549.59,8362.0,95934.0,4612.148,24891.0,285534.0
2007-03-01,20073.819,108327.0,1278313.0,,,,624.153,3369.0,39746.0,,,,1674.632,9036.0,106642.0,5214.894,28142.0,332088.0
2007-04-01,21157.023,114175.0,1319521.0,,,,315.982,1705.0,19707.0,,,,1194.913,6446.0,74524.0,4558.508,24601.0,284305.0
2007-05-01,21053.332,113610.0,1280162.0,,,,848.37,4578.0,51586.0,,,,1721.997,9291.0,104707.0,3613.289,19495.0,219709.0
2007-06-01,20129.618,108627.0,1112617.0,,,,355.942,1921.0,19674.0,,,,855.405,4618.0,47280.0,5537.832,29885.0,306090.0
2007-07-01,20209.539,109060.0,1233035.0,,,,291.488,1573.0,17784.0,,,,993.5930000000001,5360.0,60622.0,4880.979,26344.0,297801.0
2007-08-01,21366.824,115303.0,1291629.0,,,,290.23900000000003,1567.0,17545.0,,,,720.307,3888.0,43543.0,4655.076,25126.0,281400.0
2007-09-01,17629.158,95131.0,912148.0,,,,2366.1730000000002,12769.0,122428.0,,,,417.762,2253.0,21615.0,6129.599,33080.0,317151.0
2007-10-01,21382.368,115387.0,1289336.0,,,,211.57,1142.0,12757.0,,,,514.42,2777.0,31019.0,5181.447,27964.0,312436.0
2007-11-01,21788.816,117585.0,1258214.0,,,,93.417,504.0,5394.0,,,,449.096,2421.0,25933.0,5284.978,28522.0,305186.0
2007-12-01,20700.971,111713.0,1237525.0,,,,353.965,1910.0,21160.0,,,,1147.7730000000001,6196.0,68615.0,5476.017,29550.0,327362.0
2008-01-01,15520.527,83755.0,1247059.0,,,,554.607,2993.0,44562.0,,,,5.825,31.0,468.0,11784.068,63592.0,946838.0
2008-02-01,14132.943,76267.0,1038257.0,,,,1179.1090000000002,6363.0,86622.0,,,,8.834,48.0,649.0,10372.901,55976.0,762031.0
2008-03-01,15569.351,84019.0,1192031.0,,,,1477.2140000000002,7972.0,113099.0,,,,0.0,0.0,0.0,9949.389000000001,53691.0,761752.0
2008-04-01,14281.841,77071.0,1179724.0,,,,887.527,4789.0,73312.0,,,,1.889,10.0,156.0,11231.231,60608.0,927734.0
2008-05-01,14099.043000000001,76084.0,1237453.0,,,,83.903,453.0,7364.0,,,,4.195,23.0,368.0,9788.67,52824.0,859138.0
2008-06-01,10452.863,56408.0,1004434.0,,,,204.459,1103.0,19647.0,,,,4.351,23.0,418.0,9136.833,49306.0,877974.0
2008-07-01,13735.01,74120.0,1276764.0,,,,172.125,929.0,16000.0,,,,3.3560000000000003,18.0,312.0,9257.707,49958.0,860568.0
2008-08-01,15563.195,83985.0,1239867.0,,,,648.578,3500.0,51670.0,,,,5.561,30.0,443.0,10926.506,58964.0,870478.0
2008-09-01,12588.02,67930.0,1048523.0,,,,881.125,4755.0,73394.0,,,,3.5210000000000004,19.0,293.0,13067.145,70516.0,1088432.0
2008-10-01,13192.493,71192.0,1267507.0,,,,817.9200000000001,4414.0,78584.0,,,,0.0,0.0,0.0,13508.904,72900.0,1297907.0
2008-11-01,13607.811,73433.0,1225542.0,,,,881.9670000000001,4759.0,79431.0,,,,0.554,3.0,50.0,13116.372,70781.0,1181283.0
2008-12-01,10843.424,58516.0,864312.0,0.0,0.0,0.0,1063.902,5741.0,84802.0,,,,2.27,12.0,181.0,11635.037,62787.0,927410.0
2009-01-01,11004.944,59387.0,994444.0,0.0,0.0,0.0,32.89,177.0,2972.0,,,,905.788,4888.0,81850.0,12733.207,68714.0,1150615.0
2009-02-01,12026.509,64900.0,1147569.0,0.0,0.0,0.0,37.638000000000005,203.0,3591.0,,,,762.899,4117.0,72796.0,11797.927,63666.0,1125758.0
2009-03-01,10675.16,57608.0,1003473.0,0.0,0.0,0.0,319.13,1722.0,29998.0,,,,3169.231,17102.0,297910.0,11299.794,60978.0,1062189.0
2009-04-01,12451.072,67191.0,1233815.0,0.0,0.0,0.0,66.614,359.0,6601.0,,,,2478.2270000000003,13374.0,245575.0,11312.466,61047.0,1120987.0
2009-05-01,11737.14,63338.0,1139200.0,0.0,0.0,0.0,181.935,982.0,17658.0,,,,2704.8940000000002,14597.0,262536.0,11740.107,63354.0,1139488.0
2009-06-01,11716.883,63229.0,1164751.0,0.0,0.0,0.0,37.856,204.0,3763.0,,,,1793.826,9680.0,178320.0,11197.407,60426.0,1113111.0
2009-07-01,11745.217,63382.0,1167933.0,0.0,0.0,0.0,563.375,3040.0,56021.0,,,,6442.876,34768.0,640673.0,7069.078,38148.0,702942.0
2009-08-01,11480.342,61953.0,1182894.0,0.0,0.0,0.0,160.075,864.0,16494.0,,,,2907.538,15690.0,299582.0,11829.566,63837.0,1218876.0
2009-09-01,10445.092,56366.0,1108943.0,0.0,0.0,0.0,294.909,1591.0,31310.0,,,,3726.47,20110.0,395635.0,10872.965,58675.0,1154369.0
2009-10-01,11586.894,62528.0,1124960.0,0.0,0.0,0.0,152.769,824.0,14832.0,,,,3450.963,18623.0,335051.0,10966.026,59177.0,1064680.0
2009-11-01,12519.13,67558.0,1129306.0,0.0,0.0,0.0,258.904,1397.0,23355.0,,,,4277.345,23082.0,385844.0,9681.293,52244.0,873315.0
2009-12-01,14128.469000000001,76243.0,1315271.0,0.0,0.0,0.0,12.558,68.0,1169.0,,,,3333.768,17990.0,310353.0,10226.018,55184.0,951977.0
2010-01-01,12775.834,68944.0,1060422.0,0.0,0.0,0.0,1720.941,9287.0,142842.0,,,,0.0,0.0,0.0,12089.131000000001,65238.0,1003424.0
2010-02-01,13141.243,70916.0,1115270.0,0.0,0.0,0.0,1058.627,5713.0,89844.0,,,,0.0,0.0,0.0,10528.816,56818.0,893559.0
2010-03-01,15055.144,81244.0,1281819.0,0.0,0.0,0.0,941.59,5081.0,80168.0,,,,0.0,0.0,0.0,9573.175000000001,51661.0,815076.0
2010-04-01,14101.155999999999,76096.0,1146632.0,0.0,0.0,0.0,857.8820000000001,4629.0,69758.0,,,,0.0,0.0,0.0,9115.684000000001,49192.0,741240.0
2010-05-01,13756.39,74235.0,1182714.0,0.0,0.0,0.0,1144.977,6179.0,98440.0,,,,0.0,0.0,0.0,12255.917,66138.0,1053710.0
2010-06-01,9099.769,49106.0,955457.0,0.0,0.0,0.0,1026.367,5539.0,107766.0,,,,0.0,0.0,0.0,10284.08,55497.0,1079807.0
2010-07-01,10442.050000000001,56350.0,1120085.0,0.0,0.0,0.0,927.02,5003.0,99438.0,,,,0.0,0.0,0.0,12108.345000000001,65342.0,1298823.0
2010-08-01,12836.307,69270.0,1255560.0,0.0,0.0,0.0,566.7040000000001,3058.0,55431.0,,,,0.0,0.0,0.0,13889.676,74954.0,1358593.0
2010-09-01,8316.342,44878.0,1084316.0,0.0,0.0,0.0,837.63,4520.0,109213.0,,,,0.0,0.0,0.0,10468.798,56494.0,1364961.0
2010-10-01,7573.8820000000005,40872.0,1066486.0,0.0,0.0,0.0,909.2,4906.0,128025.0,,,,0.0,0.0,0.0,11457.547,61830.0,1613349.0
2010-11-01,12150.554,65569.0,1194913.0,0.0,0.0,0.0,992.791,5358.0,97633.0,,,,0.0,0.0,0.0,13974.567,75413.0,1374290.0
2010-12-01,11779.834,63569.0,1156130.0,0.0,0.0,0.0,1112.852,6005.0,109221.0,,,,0.0,0.0,0.0,14249.232,76895.0,1398489.0
2011-01-01,18532.526,100009.0,2440723.0,0.0,0.0,0.0,889.201,4798.0,117107.0,,,,0.0,0.0,0.0,10135.347,54694.0,1334819.0
2011-02-01,18646.935,100627.0,2219182.0,0.0,0.0,0.0,882.734,4764.0,105055.0,,,,0.0,0.0,0.0,8063.592,43514.0,959652.0
2011-03-01,16691.115,90072.0,2047206.0,0.0,0.0,0.0,1303.104,7032.0,159829.0,,,,0.0,0.0,0.0,12036.283,64953.0,1476279.0
2011-04-01,19277.556,104030.0,2388384.0,0.0,0.0,0.0,988.842,5336.0,122512.0,,,,0.0,0.0,0.0,9784.27,52800.0,1212218.0
2011-05-01,19691.613,106264.0,2329094.0,0.0,0.0,0.0,829.501,4476.0,98112.0,,,,0.0,0.0,0.0,9726.415,52488.0,1150426.0
2011-06-01,18046.491,97386.0,2179198.0,0.0,0.0,0.0,795.897,4295.0,96108.0,,,,0.0,0.0,0.0,11011.418,59422.0,1329680.0
2011-07-01,19580.794,105666.0,2392059.0,0.0,0.0,0.0,698.599,3770.0,85343.0,,,,0.0,0.0,0.0,12075.034,65162.0,1475129.0
2011-08-01,20216.633,109097.0,2547873.0,0.0,0.0,0.0,550.052,2968.0,69322.0,,,,0.0,0.0,0.0,11119.116,60003.0,1401326.0
2011-09-01,16459.246,88821.0,2067473.0,0.0,0.0,0.0,984.756,5314.0,123697.0,,,,0.0,0.0,0.0,11046.179,59610.0,1387529.0
2011-10-01,19218.041,103708.0,2404198.0,0.0,0.0,0.0,1174.298,6337.0,146906.0,,,,0.0,0.0,0.0,9990.593,53913.0,1249834.0
2011-11-01,20352.63,109831.0,2409973.0,0.0,0.0,0.0,503.274,2716.0,59593.0,,,,0.0,0.0,0.0,10114.731,54583.0,1197694.0
2011-12-01,20480.013,110519.0,2578143.0,0.0,0.0,0.0,1100.649,5940.0,138556.0,,,,0.0,0.0,0.0,9930.622,53590.0,1250124.0
2012-01-01,20882.446,112690.0,2463032.0,0.0,0.0,0.0,907.044,4895.0,106984.0,,,,0.0,0.0,0.0,11325.496,61117.0,1335814.0
2012-02-01,18348.292,99015.0,2058132.0,0.0,0.0,0.0,975.264,5263.0,109396.0,,,,0.0,0.0,0.0,9102.285,49120.0,1021005.0
2012-03-01,20538.162,110832.0,2102138.0,0.0,0.0,0.0,1449.183,7820.0,148328.0,,,,0.0,0.0,0.0,11732.63,63314.0,1200867.0
2012-04-01,21879.079,118068.0,2328554.0,0.0,0.0,0.0,629.148,3395.0,66959.0,,,,0.0,0.0,0.0,10207.273,55083.0,1086343.0
2012-05-01,24538.92,132422.0,2573484.0,0.0,0.0,0.0,783.14,4226.0,82131.0,,,,0.0,0.0,0.0,9937.276,53626.0,1042158.0
2012-06-01,15231.558,82196.0,1636230.0,0.0,0.0,0.0,1656.163,8937.0,177911.0,,,,0.0,0.0,0.0,8345.122,45034.0,896464.0
2012-07-01,20439.893,110302.0,2009876.0,0.0,0.0,0.0,1804.247,9736.0,177413.0,,,,0.0,0.0,0.0,9544.671,51507.0,938537.0
2012-08-01,17954.282,96889.0,2447015.0,0.0,0.0,0.0,1296.222,6995.0,176664.0,,,,0.0,0.0,0.0,10999.908,59360.0,1499193.0
2012-09-01,21290.898,114894.0,2475843.0,0.0,0.0,0.0,1596.684,8616.0,185673.0,,,,0.0,0.0,0.0,10316.712,55673.0,1199694.0
2012-10-01,21751.446,117380.0,2260090.0,0.0,0.0,0.0,1071.094,5780.0,111292.0,,,,0.0,0.0,0.0,11242.183,60667.0,1168122.0
2012-11-01,22253.439,120089.0,2415328.0,0.0,0.0,0.0,797.775,4305.0,86588.0,,,,0.0,0.0,0.0,8767.367,47312.0,951586.0
2012-12-01,23607.81,127397.0,2434503.0,0.0,0.0,0.0,996.787,5379.0,102791.0,,,,0.0,0.0,0.0,10564.47,57010.0,1089438.0
2013-01-01,24979.563,134800.0,2235115.0,0.0,0.0,0.0,1835.978,9908.0,164279.0,0.0,0.0,0.0,0.0,0.0,0.0,7505.58,40503.0,671582.0
2013-02-01,23627.849,127506.0,2132671.0,0.0,0.0,0.0,1572.049,8483.0,141895.0,0.0,0.0,0.0,0.0,0.0,0.0,6168.302,33287.0,556757.0
2013-03-01,27141.508,146467.0,2554117.0,0.0,0.0,0.0,1223.63,6603.0,115148.0,0.0,0.0,0.0,0.0,0.0,0.0,7769.99,41930.0,731185.0
2013-04-01,25153.561,135739.0,2359772.0,0.0,0.0,0.0,781.006,4215.0,73270.0,0.0,0.0,0.0,0.0,0.0,0.0,7359.034,39712.0,690385.0
2013-05-01,25249.17,136255.0,2258925.0,0.0,0.0,0.0,1425.036,7690.0,127491.0,0.0,0.0,0.0,0.0,0.0,0.0,8010.87,43230.0,716695.0
2013-06-01,23857.257,128744.0,2367048.0,0.0,0.0,0.0,707.705,3819.0,70216.0,0.0,0.0,0.0,0.0,0.0,0.0,5864.064,31645.0,581815.0
2013-07-01,24600.342,132754.0,2479986.0,0.0,0.0,0.0,1052.255,5678.0,106079.0,0.0,0.0,0.0,0.0,0.0,0.0,6183.269,33367.0,623342.0
2013-08-01,21738.776,117311.0,1892663.0,0.0,0.0,0.0,1271.802,6863.0,110728.0,0.0,0.0,0.0,0.0,0.0,0.0,7437.655,40137.0,647551.0
2013-09-01,23373.859,126135.0,1927003.0,0.0,0.0,0.0,1602.487,8648.0,132113.0,0.0,0.0,0.0,0.0,0.0,0.0,8435.372,45521.0,695435.0
2013-10-01,26118.879,140948.0,2524712.0,0.0,0.0,0.0,1349.853,7284.0,130480.0,0.0,0.0,0.0,0.0,0.0,0.0,5106.565,27557.0,493612.0
2013-11-01,22305.874,120372.0,2106052.0,0.0,0.0,0.0,1096.448,5917.0,103523.0,0.0,0.0,0.0,0.0,0.0,0.0,6668.512,35986.0,629620.0
2013-12-01,21048.816,113588.0,2008339.0,0.0,0.0,0.0,1683.881,9087.0,160665.0,0.0,0.0,0.0,0.0,0.0,0.0,7158.561,38631.0,683023.0
2014-01-01,21483.397,115933.0,2292292.0,0.0,0.0,0.0,1104.273,5959.0,117827.0,0.0,0.0,0.0,112.714,608.0,12027.0,5942.484,32068.0,634067.0
2014-02-01,18402.116,99305.0,2046665.0,0.0,0.0,0.0,709.378,3828.0,78896.0,0.0,0.0,0.0,115.499,623.0,12846.0,5089.724,27466.0,566074.0
2014-03-01,17900.85,96600.0,1856138.0,0.0,0.0,0.0,1737.775,9378.0,180190.0,0.0,0.0,0.0,470.51,2539.0,48787.0,4632.035,24996.0,480295.0
2014-04-01,20431.504,110257.0,2357130.0,0.0,0.0,0.0,906.422,4891.0,104572.0,0.0,0.0,0.0,192.603,1039.0,22220.0,4552.18,24565.0,525173.0
2014-05-01,6752.515,36439.0,671768.0,0.0,0.0,0.0,808.343,4362.0,80417.0,0.0,0.0,0.0,287.187,1550.0,28571.0,2823.769,15238.0,280920.0
2014-06-01,18220.496,98325.0,1981863.0,0.0,0.0,0.0,821.651,4434.0,89372.0,0.0,0.0,0.0,202.488,1093.0,22025.0,5525.344,29817.0,600998.0
2014-07-01,20394.578,110058.0,1974611.0,0.0,0.0,0.0,1504.82,8121.0,145697.0,0.0,0.0,0.0,213.621,1153.0,20683.0,6842.908,36927.0,662533.0
2014-08-01,23539.349,127028.0,2231837.0,0.0,0.0,0.0,1170.36,6316.0,110965.0,0.0,0.0,0.0,65.649,354.0,6224.0,7174.784,38718.0,680263.0
2014-09-01,19751.947,106590.0,2031224.0,0.0,0.0,0.0,1326.518,7158.0,136415.0,0.0,0.0,0.0,296.815,1602.0,30524.0,5306.655,28637.0,545719.0
2014-10-01,21419.623,115589.0,1922909.0,0.0,0.0,0.0,1648.239,8895.0,147968.0,0.0,0.0,0.0,596.433,3219.0,53544.0,6789.698,36640.0,609533.0
2014-11-01,19385.256,104611.0,1855538.0,0.0,0.0,0.0,1632.185,8808.0,156231.0,0.0,0.0,0.0,218.383,1178.0,20903.0,7108.391,38360.0,680408.0
2014-12-01,22936.632,123775.0,2108525.0,0.0,0.0,0.0,2537.537,13694.0,233271.0,0.0,0.0,0.0,355.063,1916.0,32640.0,4924.376,26574.0,452689.0
2015-01-01,18230.55,98380.0,1778177.0,0.0,0.0,0.0,1070.977,5779.0,104461.0,0.0,0.0,0.0,141.323,763.0,13784.0,6829.998,36857.0,666186.0
2015-02-01,20445.575,110333.0,1680055.0,0.0,0.0,0.0,950.343,5128.0,78092.0,0.0,0.0,0.0,131.333,709.0,10792.0,5129.718,27682.0,421520.0
2015-03-01,20411.933,110151.0,2218461.0,0.0,0.0,0.0,1780.823,9610.0,193548.0,0.0,0.0,0.0,151.523,818.0,16468.0,5836.685,31497.0,634357.0
2015-04-01,21495.942,116001.0,2169065.0,0.0,0.0,0.0,1144.127,6174.0,115449.0,0.0,0.0,0.0,222.954,1203.0,22497.0,6625.869,35756.0,668588.0
