measured_on,Geothermal - Turbines Used in a Binary Cycle (including those used for geothermal applications) - Geothermal - Generation,Geothermal - Turbines Used in a Binary Cycle (including those used for geothermal applications) - Geothermal - Quantity Consumed For Electricity,Geothermal - Turbines Used in a Binary Cycle (including those used for geothermal applications) - Geothermal - Total Fuel Consumed
2017-03-01,11892.389,109565.0,109565.0
2017-04-01,11521.644,106149.0,106149.0
2017-05-01,11137.542,102610.0,102610.0
2017-06-01,10928.809,100687.0,100687.0
2017-07-01,11755.439,108303.0,108303.0
2017-08-01,11677.571,107585.0,107585.0
2017-09-01,11420.095,105213.0,105213.0
2017-10-01,10401.142,95826.0,95826.0
2017-11-01,11174.838,102954.0,102954.0
2017-12-01,11619.163,107047.0,107047.0
2018-01-01,10914.157,99362.0,99362.0
2018-02-01,10374.972,94454.0,94454.0
2018-03-01,11119.589,101233.0,101233.0
2018-04-01,9672.659,88060.0,88060.0
2018-05-01,11189.989,101874.0,101874.0
2018-06-01,10440.718,95052.0,95052.0
2018-07-01,11065.424,100740.0,100740.0
2018-08-01,11044.492,100549.0,100549.0
2018-09-01,10744.601,97819.0,97819.0
2018-10-01,10343.309,94165.0,94165.0
2018-11-01,10807.765,98394.0,98394.0
2018-12-01,11463.325,104362.0,104362.0
2019-01-01,11302.147,100646.0,100646.0
2019-02-01,10527.714,93749.0,93749.0
2019-03-01,11598.03,103280.0,103280.0
2019-04-01,10255.393,91324.0,91324.0
2019-05-01,11045.713,98362.0,98362.0
2019-06-01,10723.802,95495.0,95495.0
2019-07-01,11091.687,98771.0,98771.0
2019-08-01,11199.254,99729.0,99729.0
2019-09-01,10981.498,97790.0,97790.0
2019-10-01,9369.652,83437.0,83437.0
2019-11-01,8555.958,76191.0,76191.0
2019-12-01,10077.152,89737.0,89737.0
2020-01-01,8599.562,75392.0,75392.0
2020-02-01,9154.736,80260.0,80260.0
2020-03-01,9561.277,83824.0,83824.0
2020-04-01,9036.276,79221.0,79221.0
2020-05-01,8629.862,75658.0,75658.0
2020-06-01,7943.916,69644.0,69644.0
2020-07-01,7502.544,65775.0,65775.0
2020-08-01,7299.114,63991.0,63991.0
2020-09-01,7878.466,69071.0,69071.0
2020-10-01,8745.834,76675.0,76675.0
2020-11-01,9330.736,81803.0,81803.0
2020-12-01,9778.677,85730.0,85730.0
2021-01-01,9038.544,79937.0,79937.0
2021-02-01,7919.44,70040.0,70040.0
2021-03-01,7031.729,62189.0,62189.0
2021-04-01,8064.355,71321.0,71321.0
2021-05-01,8919.026,78880.0,78880.0
2021-06-01,7736.725,68424.0,68424.0
2021-07-01,7648.189,67641.0,67641.0
2021-08-01,7767.295,68694.0,68694.0
2021-09-01,8055.772,71245.0,71245.0
2021-10-01,8809.503,77911.0,77911.0
2021-11-01,9059.179,80119.0,80119.0
2021-12-01,10145.243,89725.0,89725.0
2022-01-01,9845.552,33593.0,33593.0
2022-02-01,8629.987,29446.0,29446.0
2022-03-01,7769.53,26510.0,26510.0
2022-04-01,7201.119,24570.0,24570.0
2022-05-01,7777.116,26536.0,26536.0
2022-06-01,7621.101,26003.0,26003.0
2022-07-01,7328.659,25005.0,25005.0
2022-08-01,7742.075,26416.0,26416.0
2022-09-01,7939.584,27090.0,27090.0
2022-10-01,6905.224,23561.0,23561.0
2022-11-01,9823.248,33517.0,33517.0
2022-12-01,10327.805,35238.0,35238.0
2023-01-01,9492.0,32387.0,32387.0
2023-02-01,8984.0,30653.0,30653.0
2023-03-01,9502.0,32421.0,32421.0
2023-04-01,8034.0,27412.0,27412.0
2023-05-01,7195.0,24549.0,24549.0
2023-06-01,6518.0,22239.0,22239.0
2023-07-01,4624.0,15777.0,15777.0
2023-08-01,5515.0,18817.0,18817.0
2023-09-01,6555.0,22366.0,22366.0
2023-10-01,7621.0,26003.0,26003.0
2023-11-01,8832.0,30135.0,30135.0
2023-12-01,9225.0,31476.0,31476.0
2024-01-01,8315.0,28371.0,28371.0
2024-02-01,8874.0,30278.0,30278.0
2024-03-01,9023.0,30786.0,30786.0
2024-04-01,7113.0,24270.0,24270.0
2024-05-01,5746.0,19605.0,19605.0
2024-06-01,4771.0,16279.0,16279.0
2024-07-01,4161.0,14197.0,14197.0
2024-08-01,5115.0,17452.0,17452.0
2024-09-01,5370.0,18322.0,18322.0
2024-10-01,6928.0,23638.0,23638.0
2024-11-01,8421.0,28732.0,28732.0
2024-12-01,8783.0,29968.0,29968.0
