measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2017-08-01,1127.952,11720.0,11721.0
2017-09-01,985.328,10238.0,10239.0
2017-10-01,962.624,10002.0,10003.0
2017-11-01,908.027,9435.0,9436.0
2017-12-01,872.015,9060.0,9062.0
2018-01-01,851.177,9393.0,9394.0
2018-02-01,835.991,9226.0,9226.0
2018-03-01,1036.372,11437.0,11438.0
2018-04-01,908.436,10025.0,10026.0
2018-05-01,1174.403,12960.0,12961.0
2018-06-01,1071.985,11830.0,11831.0
2018-07-01,1180.478,13027.0,13028.0
2018-08-01,1136.383,12541.0,12542.0
2018-09-01,993.288,10962.0,10962.0
2018-10-01,927.754,10238.0,10239.0
2018-11-01,1039.646,11473.0,11474.0
2018-12-01,968.087,10683.0,10684.0
2019-01-01,1603.047,17160.0,17160.0
2019-02-01,1020.991,10929.0,10929.0
2019-03-01,1087.134,11638.0,11638.0
2019-04-01,1040.859,11142.0,11142.0
2019-05-01,1178.678,12618.0,12618.0
2019-06-01,1420.769,15209.0,15209.0
2019-07-01,1320.925,14140.0,14140.0
2019-08-01,1467.21,15706.0,15706.0
2019-09-01,1164.507,12466.0,12466.0
2019-10-01,1412.053,15116.0,15116.0
2019-11-01,1371.757,14684.0,14684.0
2019-12-01,1153.07,12344.0,12344.0
2020-01-01,1348.72,14013.0,14013.0
2020-02-01,1183.867,12301.0,12301.0
2020-03-01,1696.502,17627.0,17627.0
2020-04-01,1723.543,17908.0,17908.0
2020-05-01,1795.639,18657.0,18657.0
2020-06-01,1778.589,18480.0,18480.0
2020-07-01,1706.902,17735.0,17735.0
2020-08-01,1829.507,19009.0,19009.0
2020-09-01,1514.338,15734.0,15734.0
2020-10-01,1732.825,18005.0,18005.0
2020-11-01,1651.961,17164.0,17164.0
2020-12-01,1512.607,15717.0,15717.0
2021-01-01,2237.47,23049.0,23049.0
2021-02-01,1743.295,17959.0,17959.0
2021-03-01,2019.229,20802.0,20802.0
2021-04-01,2299.149,23686.0,23686.0
2021-05-01,2270.463,23390.0,23390.0
2021-06-01,2344.11,24149.0,24149.0
2021-07-01,1930.071,19884.0,19884.0
2021-08-01,2248.715,23166.0,23166.0
2021-09-01,2365.341,24368.0,24368.0
2021-10-01,1820.913,18759.0,18759.0
2021-11-01,2461.261,25356.0,25356.0
2021-12-01,2189.983,22561.0,22561.0
2022-01-01,1971.484,19243.0,19243.0
2022-02-01,1793.131,17502.0,17502.0
2022-03-01,1873.471,18286.0,18286.0
2022-04-01,1580.41,15425.0,15425.0
2022-05-01,2315.144,22597.0,22597.0
2022-06-01,2101.363,20510.0,20510.0
2022-07-01,1933.265,18869.0,18869.0
2022-08-01,2156.805,21051.0,21051.0
2022-09-01,1966.286,19192.0,19192.0
2022-10-01,1994.873,19471.0,19471.0
2022-11-01,1948.028,19013.0,19013.0
2022-12-01,1696.74,16561.0,16561.0
2023-01-01,1503.192,15159.0,15159.0
2023-02-01,1222.497,12329.0,12329.0
2023-03-01,1555.714,15689.0,15689.0
2023-04-01,1310.54,13217.0,13217.0
2023-05-01,1577.331,15907.0,15907.0
2023-06-01,1936.307,19527.0,19527.0
2023-07-01,1801.049,18163.0,18163.0
2023-08-01,1995.44,20124.0,20124.0
2023-09-01,1814.583,18300.0,18300.0
2023-10-01,1725.894,17405.0,17405.0
2023-11-01,1923.849,19402.0,19402.0
2023-12-01,2032.604,20498.0,20498.0
2024-01-01,273.39,2979.0,2979.0
2024-02-01,277.44,3022.0,3022.0
2024-03-01,193.065,2103.0,2103.0
2024-04-01,153.353,1671.0,1671.0
2024-05-01,297.954,3246.0,3246.0
2024-06-01,269.733,2938.0,2938.0
2024-07-01,298.177,3248.0,3248.0
2024-08-01,305.078,3323.0,3323.0
2024-09-01,311.274,3390.0,3390.0
2024-10-01,278.783,3037.0,3037.0
2024-11-01,263.331,2868.0,2868.0
2024-12-01,306.422,3338.0,3338.0
