measured_on,Gaseous Propane - Combined Cycle Combustion Turbine Part - Other Gases - Generation,Gaseous Propane - Combined Cycle Combustion Turbine Part - Other Gases - Quantity Consumed For Electricity,Gaseous Propane - Combined Cycle Combustion Turbine Part - Other Gases - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Waste heat not directly attributed to a fuel source - Combined Cycle Combustion Turbine Part - Other - Generation,Waste heat not directly attributed to a fuel source - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Waste heat not directly attributed to a fuel source - Combined Cycle Steam Part - Other - Generation,Waste heat not directly attributed to a fuel source - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source - Combined Cycle Steam Part - Other - Total Fuel Consumed
2011-09-01,,,,362.0,7341.0,7341.0,85.0,0.0,0.0,,,,,,
2011-10-01,,,,-162.0,317.0,317.0,0.0,0.0,0.0,,,,,,
2011-11-01,,,,-170.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-12-01,,,,-240.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-01-01,,,,-249.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-02-01,,,,-191.0,53.0,53.0,0.0,0.0,0.0,,,,,,
2012-03-01,,,,-171.0,328.0,328.0,0.0,0.0,0.0,,,,,,
2012-04-01,,,,4185.0,54214.0,54214.0,1127.0,0.0,0.0,,,,,,
2012-05-01,,,,663.0,10298.0,10298.0,121.0,0.0,0.0,,,,,,
2012-06-01,,,,4323.0,54740.0,54740.0,1217.0,0.0,0.0,,,,,,
2012-07-01,,,,3249.0,41724.0,41724.0,901.0,0.0,0.0,,,,,,
2012-08-01,,,,7657.0,94165.0,94165.0,2270.0,0.0,0.0,,,,,,
2012-09-01,,,,2480.0,31824.0,31824.0,714.0,0.0,0.0,,,,,,
2012-10-01,,,,498.0,7919.0,7919.0,141.0,0.0,0.0,,,,,,
2012-11-01,,,,809.0,11292.0,11292.0,209.0,0.0,0.0,,,,,,
2012-12-01,,,,-208.0,46.0,46.0,0.0,0.0,0.0,,,,,,
2013-01-01,,,,-258.0,100.0,100.0,0.0,0.0,0.0,,,,,,
2013-02-01,,,,147.0,5897.0,5897.0,0.0,0.0,0.0,,,,,,
2013-03-01,,,,-187.0,838.0,838.0,0.0,0.0,0.0,,,,,,
2013-04-01,,,,-178.0,114.0,114.0,0.0,0.0,0.0,,,,,,
2013-05-01,,,,230.0,6105.0,6105.0,0.0,0.0,0.0,,,,,,
2013-06-01,,,,1780.0,23648.0,23648.0,486.0,0.0,0.0,,,,,,
2013-07-01,,,,3527.0,46271.0,46271.0,961.0,0.0,0.0,,,,,,
2013-08-01,,,,5761.0,73568.0,73568.0,1687.0,0.0,0.0,,,,,,
2013-09-01,,,,2266.0,30058.0,30058.0,677.0,0.0,0.0,,,,,,
2013-10-01,,,,-167.0,891.0,891.0,0.0,0.0,0.0,,,,,,
2013-11-01,,,,-223.0,82.0,82.0,0.0,0.0,0.0,,,,,,
2013-12-01,,,,2565.0,46150.0,46150.0,650.0,0.0,0.0,,,,,,
2014-01-01,,,,90.0,5435.0,5435.0,0.0,0.0,0.0,,,,,,
2014-02-01,,,,923.0,16039.0,16039.0,0.0,0.0,0.0,,,,,,
2014-03-01,,,,150.0,4839.0,4839.0,0.0,0.0,0.0,,,,,,
2014-04-01,,,,-88.0,1286.0,1286.0,0.0,0.0,0.0,,,,,,
2014-05-01,,,,-151.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,,,,-119.0,842.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,,,,423.0,7822.0,7822.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,,,,1885.0,26122.0,26122.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,,,,317.0,6015.0,6015.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,,,,-17.0,2432.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,,,,-176.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,,,,-193.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,,,,-19.0,3258.0,3258.0,0.0,0.0,0.0,,,,,,
2015-02-01,,,,-43.0,4476.0,4476.0,0.0,0.0,0.0,,,,,,
2015-03-01,,,,305.0,6795.0,6795.0,,,,,,,,,
2015-04-01,,,,-14.0,3457.0,3457.0,1.0,0.0,0.0,,,,,,
2015-05-01,,,,154.0,5076.0,5076.0,0.0,0.0,0.0,,,,,,
2015-06-01,,,,-145.0,65.0,65.0,0.0,0.0,0.0,,,,,,
2015-07-01,,,,16.0,3443.0,3443.0,0.0,0.0,0.0,,,,,,
2015-08-01,,,,3176.0,44482.0,44482.0,925.0,0.0,0.0,,,,,,
2015-09-01,,,,1155.0,19237.0,19237.0,302.0,0.0,0.0,,,,,,
2015-10-01,,,,-232.0,238.0,238.0,0.0,0.0,0.0,,,,,,
2015-11-01,,,,-92.0,2097.0,2097.0,0.0,0.0,0.0,,,,,,
2015-12-01,,,,-186.0,442.0,442.0,0.0,0.0,0.0,,,,,,
2016-01-01,,,,-194.0,548.0,548.0,0.0,0.0,0.0,,,,,,
2016-02-01,,,,-162.0,23.0,23.0,0.0,0.0,0.0,,,,,,
2016-03-01,,,,-30.0,2607.0,2607.0,0.0,0.0,0.0,,,,,,
2016-04-01,,,,-24.0,2581.0,2581.0,0.0,0.0,0.0,,,,,,
2016-05-01,,,,-151.0,340.0,340.0,0.0,0.0,0.0,,,,,,
2016-06-01,,,,1672.0,26487.0,26487.0,430.0,0.0,0.0,,,,,,
2016-07-01,,,,850.0,14000.0,14000.0,151.0,0.0,0.0,,,,,,
2016-08-01,,,,1271.0,18961.0,18961.0,284.0,0.0,0.0,,,,,,
2016-09-01,,,,216.0,6228.0,6228.0,0.0,0.0,0.0,,,,,,
2016-10-01,,,,107.0,4746.0,4746.0,0.0,0.0,0.0,,,,,,
2016-11-01,,,,-148.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-01,,,,-150.0,1316.0,1316.0,0.0,0.0,0.0,,,,,,
2017-01-01,,,,-174.0,182.0,182.0,0.0,0.0,0.0,,,,,,
2017-02-01,,,,-134.0,895.0,895.0,0.0,0.0,0.0,,,,,,
2017-03-01,,,,-144.0,917.0,917.0,0.0,0.0,0.0,,,,,,
2017-04-01,,,,-155.0,866.0,866.0,0.0,0.0,0.0,,,,,,
2017-05-01,,,,137.0,4292.0,4292.0,0.0,0.0,0.0,,,,,,
2017-06-01,,,,-42.0,1781.0,1781.0,0.0,0.0,0.0,,,,,,
2017-07-01,,,,19.0,3797.0,3797.0,0.0,0.0,0.0,,,,,,
2017-08-01,,,,-75.0,1263.0,1263.0,0.0,0.0,0.0,,,,,,
2017-09-01,,,,-159.0,74.0,74.0,0.0,0.0,0.0,,,,,,
2017-10-01,,,,-74.0,1647.0,1647.0,0.0,0.0,0.0,,,,,,
2017-11-01,,,,-159.0,78.0,78.0,0.0,0.0,0.0,,,,,,
2017-12-01,,,,69.0,4094.0,4094.0,0.0,0.0,0.0,,,,,,
2018-01-01,,,,725.0,12743.0,12743.0,0.0,0.0,0.0,,,,,,
2018-02-01,,,,-8.0,3238.0,3238.0,0.0,0.0,0.0,,,,,,
2018-03-01,,,,-173.0,214.0,214.0,0.0,0.0,0.0,,,,,,
2018-04-01,,,,19.0,2702.0,2702.0,0.0,0.0,0.0,,,,,,
2018-05-01,,,,1784.0,25874.0,25874.0,0.0,0.0,0.0,,,,,,
2018-06-01,,,,1036.0,18170.0,18170.0,48.0,0.0,0.0,,,,,,
2018-07-01,,,,10216.0,149038.0,149038.0,3647.0,0.0,0.0,,,,,,
2018-08-01,,,,970.0,17146.0,17146.0,0.0,0.0,0.0,,,,,,
2018-09-01,,,,81.0,5227.0,5227.0,0.0,0.0,0.0,,,,,,
2018-10-01,,,,94.0,4036.0,4036.0,0.0,0.0,0.0,,,,,,
2018-11-01,,,,306.0,7797.0,7797.0,0.0,0.0,0.0,,,,,,
2018-12-01,,,,-189.0,89.0,89.0,0.0,0.0,0.0,,,,,,
2019-01-01,,,,0.0,68.0,68.0,0.0,0.0,0.0,,,,,,
2019-02-01,,,,174.0,2438.0,2438.0,0.0,0.0,0.0,,,,,,
2019-03-01,,,,533.0,8011.0,8011.0,0.0,0.0,0.0,,,,,,
2019-04-01,,,,125.0,2845.0,2845.0,0.0,0.0,0.0,,,,,,
2019-05-01,,,,1141.0,15025.0,15025.0,0.0,0.0,0.0,,,,,,
2019-06-01,,,,190.0,4133.0,4133.0,0.0,0.0,0.0,,,,,,
2019-07-01,,,,1073.0,16196.0,16196.0,7.0,0.0,0.0,,,,,,
2019-08-01,,,,6914.0,114547.0,114547.0,2021.0,0.0,0.0,,,,,,
2019-09-01,,,,1635.0,25356.0,25356.0,285.0,0.0,0.0,,,,,,
2019-10-01,,,,390.0,6741.0,6741.0,0.0,0.0,0.0,,,,,,
2019-11-01,,,,188.0,2677.0,2677.0,0.0,0.0,0.0,,,,,,
2019-12-01,,,,0.0,69.0,69.0,0.0,0.0,0.0,,,,,,
2020-01-01,,,,3.0,154.0,154.0,0.0,0.0,0.0,,,,,,
2020-02-01,,,,88.0,1803.0,1803.0,0.0,0.0,0.0,,,,,,
2020-03-01,,,,391.0,6543.0,6543.0,0.0,0.0,0.0,,,,,,
2020-04-01,,,,139.0,2200.0,2200.0,0.0,0.0,0.0,,,,,,
2020-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-08-01,,,,692.0,10504.0,10504.0,0.0,0.0,0.0,,,,,,
2020-09-01,,,,81.0,2103.0,2103.0,0.0,0.0,0.0,,,,,,
2020-10-01,,,,683.0,10252.0,10252.0,0.0,0.0,0.0,,,,,,
2020-11-01,,,,48.0,762.0,762.0,0.0,0.0,0.0,,,,,,
2020-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-01-01,,,,6.0,285.0,285.0,0.0,0.0,0.0,,,,,,
2021-02-01,,,,9.0,326.0,326.0,0.0,0.0,0.0,,,,,,
2021-03-01,,,,14.0,546.0,546.0,0.0,0.0,0.0,,,,,,
2021-04-01,,,,621.0,9592.0,9592.0,0.0,0.0,0.0,,,,,,
2021-05-01,,,,118.0,1791.0,1791.0,0.0,0.0,0.0,,,,,,
2021-06-01,,,,636.0,9072.0,9072.0,0.0,0.0,0.0,,,,,,
2021-07-01,,,,803.0,12102.0,12102.0,0.0,0.0,0.0,,,,,,
2021-08-01,,,,339.0,5377.0,5377.0,0.0,0.0,0.0,,,,,,
2021-09-01,,,,469.0,7183.0,7183.0,0.0,0.0,0.0,,,,,,
2021-10-01,,,,783.0,11462.0,11462.0,0.0,0.0,0.0,,,,,,
2021-11-01,,,,454.0,6188.0,6188.0,0.0,0.0,0.0,,,,,,
2021-12-01,,,,0.0,95.0,95.0,0.0,0.0,0.0,,,,,,
2022-01-01,,,,0.0,58.0,58.0,0.0,0.0,0.0,,,,,,
2022-02-01,,,,0.0,82.0,82.0,0.0,0.0,0.0,,,,,,
2022-03-01,,,,0.0,133.0,133.0,0.0,0.0,0.0,,,,,,
2022-04-01,,,,1366.0,19420.0,19420.0,0.0,0.0,0.0,,,,,,
2022-05-01,,,,193.0,3489.0,3489.0,0.0,0.0,0.0,,,,,,
2022-06-01,,,,0.0,573.0,573.0,0.0,0.0,0.0,,,,,,
2022-07-01,,,,2491.0,32428.0,32428.0,0.0,0.0,0.0,,,,,,
2022-08-01,,,,479.0,9762.0,9762.0,0.0,0.0,0.0,,,,,,
2022-09-01,,,,143.0,4803.0,4803.0,0.0,0.0,0.0,,,,,,
2022-10-01,,,,71.0,1153.0,1153.0,0.0,0.0,0.0,,,,,,
2022-11-01,,,,7.0,382.0,382.0,0.0,0.0,0.0,,,,,,
2022-12-01,,,,21.0,532.0,532.0,0.0,0.0,0.0,,,,,,
2023-01-01,,,,248.0,7205.0,7205.0,0.0,0.0,0.0,,,,,,
2023-02-01,,,,147.0,4448.0,4448.0,0.0,0.0,0.0,,,,,,
2023-03-01,,,,150.0,3502.0,3502.0,0.0,0.0,0.0,,,,,,
2023-04-01,,,,50.0,765.0,765.0,0.0,0.0,0.0,,,,,,
2023-05-01,,,,0.0,876.0,876.0,0.0,0.0,0.0,,,,,,
2023-06-01,,,,406.0,7173.0,7173.0,0.0,0.0,0.0,,,,,,
2023-07-01,,,,162.0,3344.0,3344.0,0.0,0.0,0.0,,,,,,
2023-08-01,,,,4609.0,63025.0,63025.0,0.0,0.0,0.0,,,,,,
2023-09-01,,,,1191.0,16267.0,16267.0,0.0,0.0,0.0,,,,,,
2023-10-01,,,,51.0,1066.0,1066.0,0.0,0.0,0.0,,,,,,
2023-11-01,,,,84.0,1603.0,1603.0,0.0,0.0,0.0,,,,,,
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024-01-01,,,,0.0,194.0,194.0,0.0,0.0,0.0,,,,,,
2024-02-01,,,,11.0,128.0,128.0,0.0,0.0,0.0,,,,,,
2024-03-01,,,,99.0,1497.0,1497.0,0.0,0.0,0.0,,,,,,
2024-04-01,,,,292.0,4709.0,4709.0,0.0,0.0,0.0,,,,,,
2024-05-01,,,,196.0,2929.0,2929.0,0.0,0.0,0.0,,,,,,
2024-06-01,,,,16.0,430.0,430.0,0.0,0.0,0.0,,,,,,
2024-07-01,,,,0.0,71.0,71.0,0.0,0.0,0.0,,,,,,
2024-08-01,,,,371.0,5758.0,5758.0,0.0,0.0,0.0,,,,,,
2024-09-01,,,,33.0,667.0,667.0,0.0,0.0,0.0,,,,,,
2024-10-01,,,,430.0,7239.0,7239.0,0.0,0.0,0.0,,,,,,
2024-11-01,,,,539.0,7492.0,7492.0,0.0,0.0,0.0,,,,,,
2024-12-01,,,,0.0,104.0,104.0,0.0,0.0,0.0,,,,,,
