measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2020-11-01,0.0,0.0,0.0,515.511,2094.0,8908.0,0.0,0.0,2382.0,,,,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,753.709,3061.0,13023.0,0.0,0.0,3482.0,,,,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,988.642,4016.0,14118.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,856.719,3480.0,12235.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,537.91,2185.0,7682.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,379.638,1542.0,5422.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,398.694,1619.0,5694.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,930.671,3780.0,13291.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,886.644,3601.0,12662.0,,,,0.0,0.0,0.0,,,
2021-08-01,0.0,0.0,0.0,1032.328,4193.0,14743.0,,,,0.0,0.0,0.0,,,
2021-09-01,0.0,0.0,0.0,593.125,2409.0,8470.0,,,,0.0,0.0,0.0,,,
2021-10-01,0.0,0.0,0.0,663.095,2693.0,9470.0,,,,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,0.0,456.549,1854.0,6520.0,,,,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,578.985,2352.0,8269.0,,,,0.0,0.0,0.0,,,
2022-01-01,0.0,0.0,0.0,75.208,307.0,1088.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,61.562,251.0,890.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,56.73,232.0,821.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,59.085,241.0,855.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,72.322,295.0,1046.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,62.321,254.0,902.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,119.239,487.0,1724.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,119.826,489.0,1734.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,54.426,222.0,787.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,37.409,153.0,541.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,59.698,244.0,863.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,78.174,319.0,1130.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-01-01,2.54,10.0,29.0,407.865,1657.0,5984.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-02-01,16.975,69.0,247.0,435.867,1770.0,6393.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-03-01,1.953,8.0,29.0,354.883,1442.0,5205.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-04-01,1.619,7.0,24.0,374.209,1520.0,5489.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-05-01,1.116,5.0,18.0,382.621,1554.0,5612.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-06-01,1.266,5.0,18.0,389.982,1584.0,5720.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-07-01,1.61,7.0,24.0,670.767,2725.0,9839.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-08-01,1.114,5.0,18.0,474.541,1928.0,6961.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-09-01,1.845,7.0,29.0,437.808,1778.0,6422.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-10-01,2.256,9.0,35.0,397.102,1613.0,5825.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-11-01,2.294,9.0,35.0,384.857,1563.0,5645.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-12-01,3.093,13.0,47.0,478.817,1945.0,7023.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,647.175,2629.0,9971.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,430.826,1750.0,6637.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,371.835,1510.0,5728.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,411.103,1670.0,6333.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,364.511,1481.0,5615.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,537.636,2184.0,8282.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,1018.857,4139.0,15696.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,729.582,2963.0,11239.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,432.199,1756.0,6658.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,624.086,2535.0,9614.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,758.151,3080.0,11680.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,618.039,2510.0,9521.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
