measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-08-01,139489.0,1467193.0,1467193.0,0.0,0.0,0.0,250.0,2634.0,2634.0
2004-09-01,54538.0,560174.0,560174.0,0.0,0.0,0.0,21.0,221.0,221.0
2004-10-01,-2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,31808.0,324349.0,324349.0,0.0,0.0,0.0,725.0,7389.0,7389.0
2004-12-01,124044.0,1290799.0,1290799.0,0.0,0.0,0.0,354.0,3679.0,3679.0
2005-01-01,170888.0,1719658.22,1719658.22,0.0,0.0,0.0,94.0,943.95,943.95
2005-02-01,143553.0,1472570.64,1472570.64,1051.0,10778.04,10778.04,338.0,3469.2,3469.2
2005-03-01,147017.0,1533033.2,1533033.2,0.0,0.0,0.0,381.0,3976.35,3976.35
2005-04-01,132893.0,1334744.49,1334744.49,0.0,0.0,0.0,391.0,3927.0,3927.0
2005-05-01,98672.0,1034704.99,1034704.99,0.0,0.0,0.0,321.0,3362.1,3362.1
2005-06-01,154411.0,1625737.44,1625737.44,0.0,0.0,0.0,0.0,4.2,4.2
2005-07-01,139129.0,1535842.21,1535842.21,3073.0,33921.22,33921.22,323.0,3561.6,3561.6
2005-08-01,140653.0,1482412.18,1482412.18,871.0,9179.1,9179.1,361.0,3799.95,3799.95
2005-09-01,139243.0,1465636.44,1465636.44,0.0,0.0,0.0,147.0,1543.5,1543.5
2005-10-01,144491.0,1510492.69,1510492.69,0.0,0.0,0.0,495.0,5178.6,5178.6
2005-11-01,146223.0,1522271.21,1522271.21,0.0,0.0,0.0,323.0,3362.1,3362.1
2005-12-01,168679.0,1742882.59,1742882.59,0.0,0.0,0.0,167.0,1730.4,1730.4
2006-01-01,164636.0,1724095.0,1724095.0,0.0,0.0,0.0,204.0,2133.0,2133.0
2006-02-01,142036.0,1507443.0,1507443.0,1809.0,19199.0,19199.0,382.0,4059.0,4059.0
2006-03-01,192011.0,2091821.0,2091821.0,63.0,687.0,687.0,8.0,82.0,82.0
2006-04-01,90752.0,947689.0,947689.0,0.0,0.0,0.0,288.0,3007.0,3007.0
2006-05-01,131647.0,1379811.0,1379811.0,0.0,0.0,0.0,342.0,3581.0,3581.0
2006-06-01,119879.0,1288478.0,1288478.0,0.0,0.0,0.0,287.0,3089.0,3089.0
2006-07-01,115885.0,1277905.0,1277905.0,1630.0,17979.0,17979.0,623.0,6868.0,6868.0
2006-08-01,151375.0,1633335.0,1633335.0,2093.0,22587.0,22587.0,380.0,4101.0,4101.0
2006-09-01,154736.0,1628189.0,1628189.0,0.0,0.0,0.0,3.0,32.0,32.0
2006-10-01,133743.0,1408443.0,1408443.0,0.0,0.0,0.0,468.0,4931.0,4931.0
2006-11-01,124163.0,1321342.0,1321342.0,0.0,0.0,0.0,493.0,5243.0,5243.0
2006-12-01,137562.0,1467179.0,1467179.0,0.0,0.0,0.0,297.0,3172.0,3172.0
2007-01-01,135371.467,1427864.0,1427864.0,0.0,0.0,0.0,410.533,4330.0,4330.0
2007-02-01,156606.796,1673428.0,1673428.0,580.8090000000001,6206.0,6206.0,164.395,1757.0,1757.0
2007-03-01,152596.652,1591735.0,1591735.0,0.0,0.0,0.0,433.348,4520.0,4520.0
2007-04-01,107415.274,1070816.0,1070816.0,709.29,7071.0,7071.0,24.436,244.0,244.0
2007-05-01,-660.667,0.0,0.0,-660.667,0.0,0.0,-660.667,0.0,0.0
2007-06-01,49624.765,611577.0,611577.0,377.692,4655.0,4655.0,588.543,7253.0,7253.0
2007-07-01,72084.794,798770.0,798770.0,926.166,10263.0,10263.0,339.04,3757.0,3757.0
2007-08-01,1124.269,28236.0,28236.0,236.97400000000002,5952.0,5952.0,26.757,672.0,672.0
2007-09-01,-567.3330000000001,0.0,0.0,-567.3330000000001,0.0,0.0,-567.3330000000001,0.0,0.0
2007-10-01,-616.0,0.0,0.0,-616.0,0.0,0.0,-616.0,0.0,0.0
2007-11-01,82233.565,859053.0,859053.0,0.0,0.0,0.0,772.435,8069.0,8069.0
2007-12-01,120351.883,1264292.0,1264292.0,0.0,0.0,0.0,387.117,4067.0,4067.0
2008-01-01,141184.444,1438848.0,1438848.0,0.0,0.0,0.0,168.556,1718.0,1718.0
2008-02-01,148041.349,1535888.0,1535888.0,0.0,0.0,0.0,188.651,1957.0,1957.0
2008-03-01,149551.502,1548438.0,1548438.0,0.0,0.0,0.0,64.498,668.0,668.0
2008-04-01,105235.452,1087887.0,1087887.0,0.0,0.0,0.0,313.548,3241.0,3241.0
2008-05-01,97288.092,1020434.0,1020434.0,0.0,0.0,0.0,381.908,4006.0,4006.0
2008-06-01,136255.06,1463779.0,1463779.0,569.989,6123.0,6123.0,53.952000000000005,580.0,580.0
2008-07-01,126600.151,1341153.0,1341153.0,0.0,0.0,0.0,117.849,1248.0,1248.0
2008-08-01,120173.085,1320465.0,1320465.0,0.0,0.0,0.0,201.91500000000002,2219.0,2219.0
2008-09-01,110553.894,1196316.0,1196316.0,0.0,0.0,0.0,258.106,2793.0,2793.0
2008-10-01,124997.693,1313507.0,1313507.0,0.0,0.0,0.0,245.30700000000002,2578.0,2578.0
2008-11-01,116597.278,1251736.0,1251736.0,0.0,0.0,0.0,239.722,2574.0,2574.0
2008-12-01,124785.346,1343333.0,1343333.0,0.0,0.0,0.0,215.654,2322.0,2322.0
2009-01-01,125112.394,1330606.0,1330606.0,0.0,0.0,0.0,387.606,4122.0,4122.0
2009-02-01,84779.114,925153.0,925153.0,0.0,0.0,0.0,618.8860000000001,6754.0,6754.0
2009-03-01,38561.786,428792.0,428792.0,0.0,0.0,0.0,108.214,1203.0,1203.0
2009-04-01,20017.148,218571.0,218571.0,0.0,0.0,0.0,584.852,6386.0,6386.0
2009-05-01,4608.602,93204.0,93204.0,0.0,0.0,0.0,262.398,5307.0,5307.0
2009-06-01,82477.119,873760.0,873760.0,736.759,7805.0,7805.0,355.122,3762.0,3762.0
2009-07-01,74500.89199999999,833819.0,833819.0,0.0,0.0,0.0,461.108,5161.0,5161.0
2009-08-01,56934.077,640170.0,640170.0,0.0,0.0,0.0,559.923,6296.0,6296.0
2009-09-01,80340.282,907296.0,907296.0,0.0,0.0,0.0,514.7180000000001,5813.0,5813.0
2009-10-01,75012.031,794224.0,794224.0,0.0,0.0,0.0,731.969,7750.0,7750.0
2009-11-01,29566.031000000003,345338.0,345338.0,0.0,0.0,0.0,292.969,3422.0,3422.0
2009-12-01,127802.189,1294115.0,1294115.0,0.0,0.0,0.0,530.811,5375.0,5375.0
2010-01-01,113240.6,1222482.0,1222482.0,0.0,0.0,0.0,618.4,6676.0,6676.0
2010-02-01,97083.18000000001,1010738.0,1010738.0,0.0,0.0,0.0,639.82,6661.0,6661.0
2010-03-01,68327.511,728756.0,728756.0,0.0,0.0,0.0,856.489,9135.0,9135.0
2010-04-01,73016.709,815983.0,815983.0,0.0,0.0,0.0,712.291,7960.0,7960.0
2010-05-01,28231.22,354692.0,354692.0,0.0,0.0,0.0,503.78000000000003,6329.0,6329.0
2010-06-01,126188.746,1311221.0,1311221.0,0.0,0.0,0.0,419.254,4356.0,4356.0
2010-07-01,133516.257,1427473.0,1427473.0,3412.049,36480.0,36480.0,455.694,4872.0,4872.0
2010-08-01,132042.974,1406855.0,1406855.0,0.0,0.0,0.0,270.026,2877.0,2877.0
2010-09-01,94891.079,974738.0,974738.0,0.0,0.0,0.0,378.921,3892.0,3892.0
2010-10-01,286.324,35875.0,35875.0,0.0,0.0,0.0,1.6760000000000002,210.0,210.0
2010-11-01,-2366.0,52061.0,52061.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,88758.02100000001,960890.0,960890.0,0.0,0.0,0.0,1314.979,14236.0,14236.0
2011-01-01,116144.98,1199670.0,1199670.0,0.0,0.0,0.0,284.024,2934.0,2934.0
2011-02-01,49785.405,566518.0,566518.0,0.0,0.0,0.0,802.595,9133.0,9133.0
2011-03-01,64415.839,679682.0,679682.0,0.0,0.0,0.0,1354.161,14288.0,14288.0
2011-04-01,44063.116,520578.0,520578.0,0.0,0.0,0.0,449.884,5315.0,5315.0
2011-05-01,98203.02,990268.0,990268.0,0.0,0.0,0.0,430.98,4346.0,4346.0
2011-06-01,100502.95,1083463.0,1083463.0,0.0,0.0,0.0,275.055,2965.0,2965.0
2011-07-01,142829.0,1554353.0,1554353.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,67537.684,799996.0,799996.0,809.419,9588.0,9588.0,430.897,5104.0,5104.0
2011-09-01,33137.174,387698.0,387698.0,0.0,0.0,0.0,314.826,3683.0,3683.0
2011-10-01,-2189.027,0.0,0.0,-7.724,0.0,0.0,-14.249,0.0,0.0
2011-11-01,18375.198,232391.0,232391.0,0.0,0.0,0.0,834.802,10558.0,10558.0
2011-12-01,11599.664,183285.0,183285.0,0.0,0.0,0.0,618.336,9770.0,9770.0
2012-01-01,-2633.825,0.0,0.0,-2.851,0.0,0.0,-21.324,0.0,0.0
2012-02-01,55803.719,609680.0,609680.0,0.0,0.0,0.0,711.281,7771.0,7771.0
2012-03-01,47961.693,546131.0,546131.0,0.0,0.0,0.0,163.307,1860.0,1860.0
2012-04-01,42628.362,438258.0,438258.0,0.0,0.0,0.0,907.638,9331.0,9331.0
2012-05-01,164867.49,1757302.0,1757302.0,0.0,0.0,0.0,164.511,1754.0,1754.0
2012-06-01,115673.93,1237614.0,1237614.0,0.0,0.0,0.0,360.07,3852.0,3852.0
2012-07-01,142923.43,1576871.0,1576871.0,0.0,0.0,0.0,126.575,1397.0,1397.0
2012-08-01,127756.79,1364646.0,1364646.0,1109.378,11850.0,11850.0,90.829,970.0,970.0
2012-09-01,114867.95,1268388.0,1268388.0,0.0,0.0,0.0,212.051,2342.0,2342.0
2012-10-01,118469.4,1260918.0,1260918.0,0.0,0.0,0.0,241.6,2571.0,2571.0
2012-11-01,126880.24,1373057.0,1373057.0,0.0,0.0,0.0,255.764,2768.0,2768.0
2012-12-01,103645.91,1132987.0,1132987.0,0.0,0.0,0.0,280.094,3062.0,3062.0
2013-01-01,140933.5,1504632.0,1504632.0,0.0,0.0,0.0,405.496,4329.0,4329.0
2013-02-01,113477.39,1232248.0,1232248.0,0.0,0.0,0.0,584.613,6348.0,6348.0
2013-03-01,2333.001,89638.0,89638.0,0.0,0.0,0.0,320.999,12333.0,12333.0
2013-04-01,131825.56,1337048.0,1337048.0,0.0,0.0,0.0,552.44,5603.0,5603.0
2013-05-01,129687.95,1404353.0,1404353.0,0.0,0.0,0.0,468.047,5068.0,5068.0
2013-06-01,98977.458,1058657.0,1058657.0,0.0,0.0,0.0,442.542,4733.0,4733.0
2013-07-01,139977.17,1512497.0,1512497.0,0.0,0.0,0.0,139.834,1511.0,1511.0
2013-08-01,112538.93,1234018.0,1234018.0,377.509,4139.0,4139.0,165.564,1815.0,1815.0
2013-09-01,78561.483,909961.0,909961.0,0.0,0.0,0.0,554.517,6423.0,6423.0
2013-10-01,0.0,6171.0,6171.0,0.0,0.0,0.0,0.0,5505.0,5505.0
