measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Lignite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Lignite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Lignite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,482.0,5108.0,5108.0,0.0,0.0,0.0,308994.0,3138578.0,3138578.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,82.0,866.0,866.0,0.0,0.0,0.0,304977.0,3120470.0,3120470.0
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,52.0,753.0,753.0,0.0,0.0,0.0,51711.0,723775.0,723775.0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,26624.0,26624.0,0.0,0.0,0.0,31120.0,372028.0,372028.0
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,488.0,5096.0,5096.0,0.0,0.0,0.0,311849.0,3061034.0,3061034.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1314.0,1314.0,0.0,0.0,0.0,318342.0,3171125.0,3171125.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,38.0,407.0,407.0,0.0,0.0,0.0,335573.0,3399434.0,3399434.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335687.0,3566745.0,3566745.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321662.0,3703203.0,3703203.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1211.0,1211.0,0.0,0.0,0.0,307445.0,3232091.0,3232091.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,795.0,8805.0,8805.0,0.0,0.0,0.0,248112.0,2591469.0,2591469.0
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,557.0,5811.0,5811.0,0.0,0.0,0.0,306430.0,3034405.0,3034405.0
2005-01-01,,,,0.0,0.0,0.0,495.0,5151.13,5151.13,0.0,0.0,0.0,312435.0,3101014.8,3101014.8
2005-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292833.0,2921317.1,2921317.1
2005-03-01,,,,0.0,0.0,0.0,925.0,7347.92,7347.92,0.0,0.0,0.0,98782.0,742146.6,742146.6
2005-04-01,,,,0.0,0.0,0.0,437.0,4547.41,4547.41,0.0,0.0,0.0,305577.0,3012656.76,3012656.76
2005-05-01,,,,0.0,0.0,0.0,437.0,4541.92,4541.92,0.0,0.0,0.0,316970.0,3116140.3,3116140.3
2005-06-01,,,,0.0,0.0,0.0,262.0,2751.65,2751.65,0.0,0.0,0.0,318235.0,3167904.15,3167904.15
2005-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337906.0,3404714.5,3404714.5
2005-08-01,,,,0.0,0.0,0.0,219.0,2313.43,2313.43,0.0,0.0,0.0,333310.0,3333256.92,3333256.92
2005-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325262.0,3322878.0,3322878.0
2005-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331614.0,3250379.86,3250379.86
2005-11-01,,,,0.0,0.0,0.0,640.0,6611.52,6611.52,0.0,0.0,0.0,302409.0,2974677.16,2974677.16
2005-12-01,,,,0.0,0.0,0.0,601.0,6278.88,6278.88,11070.0,120450.86,120450.86,304959.0,2998166.5,2998166.5
2006-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,5297.0,58638.0,58638.0,325504.0,3280525.0,3280525.0
2006-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303236.0,2994336.0,2994336.0
2006-03-01,,,,0.0,0.0,0.0,689.0,12740.0,12740.0,0.0,0.0,0.0,93840.0,1635020.0,1635020.0
2006-04-01,,,,0.0,0.0,0.0,367.0,3913.0,3913.0,0.0,0.0,0.0,310443.0,3137972.0,3137972.0
2006-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335317.0,3279630.0,3279630.0
2006-06-01,,,,0.0,0.0,0.0,134.0,1424.0,1424.0,0.0,0.0,0.0,319093.0,3214463.0,3214463.0
2006-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330949.0,3318396.0,3318396.0
2006-08-01,,,,0.0,0.0,0.0,837.0,8913.0,8913.0,0.0,0.0,0.0,289482.0,2906843.0,2906843.0
2006-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323537.0,3190968.0,3190968.0
2006-10-01,,,,0.0,0.0,0.0,168.0,1770.0,1770.0,0.0,0.0,0.0,319273.0,3183016.0,3183016.0
2006-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318640.0,3103086.0,3103086.0
2006-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334262.0,3334280.0,3334280.0
2007-01-01,,,,0.0,0.0,0.0,16.161,166.0,166.0,0.0,0.0,0.0,337075.839,3454078.0,3454078.0
2007-02-01,,,,0.0,0.0,0.0,276.41900000000004,2958.0,2958.0,0.0,0.0,0.0,296499.581,3172972.0,3172972.0
2007-03-01,,,,0.0,0.0,0.0,1113.4560000000001,11086.0,11086.0,0.0,0.0,0.0,26529.544,264139.0,264139.0
2007-04-01,,,,0.0,0.0,0.0,937.129,9506.0,9506.0,0.0,0.0,0.0,194202.871,1969924.0,1969924.0
2007-05-01,,,,0.0,0.0,0.0,15.615,155.0,155.0,0.0,0.0,0.0,322159.385,3189292.0,3189292.0
2007-06-01,,,,0.0,0.0,0.0,447.928,4604.0,4604.0,0.0,0.0,0.0,294829.072,3030655.0,3030655.0
2007-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335793.0,3137164.0,3137164.0
2007-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339183.0,3446822.0,3446822.0
2007-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325936.0,3391530.0,3391530.0
2007-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334558.0,3272155.0,3272155.0
2007-11-01,,,,0.0,0.0,0.0,411.834,4105.0,4105.0,0.0,0.0,0.0,300276.166,2993190.0,2993190.0
2007-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332487.0,3275081.0,3275081.0
2008-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338123.0,3222007.0,3222007.0
2008-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315054.0,3152391.0,3152391.0
2008-03-01,,,,0.0,0.0,0.0,118.31700000000001,1156.0,1156.0,0.0,0.0,0.0,151510.683,1479878.0,1479878.0
2008-04-01,,,,0.0,0.0,0.0,1534.853,13516.0,13516.0,0.0,0.0,0.0,207082.147,1823523.0,1823523.0
2008-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340779.0,3381953.0,3381953.0
2008-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330399.0,3276463.0,3276463.0
2008-07-01,,,,0.0,0.0,0.0,471.764,4685.0,4685.0,0.0,0.0,0.0,312333.236,3101884.0,3101884.0
2008-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344405.0,3423413.0,3423413.0
2008-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325771.0,3273711.0,3273711.0
2008-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330238.0,3286124.0,3286124.0
2008-11-01,,,,0.0,0.0,0.0,311.194,3083.0,3083.0,0.0,0.0,0.0,299261.806,2964362.0,2964362.0
2008-12-01,,,,0.0,0.0,0.0,230.06400000000002,2272.0,2272.0,0.0,0.0,0.0,332519.936,3283182.0,3283182.0
2009-01-01,,,,,,,9.662,95.0,95.0,0.0,0.0,0.0,335068.338,3308608.0,3308608.0
2009-02-01,,,,,,,364.10200000000003,3501.0,3501.0,0.0,0.0,0.0,123909.898,1191563.0,1191563.0
2009-03-01,,,,,,,3191.804,35180.0,35180.0,0.0,0.0,0.0,182159.196,2007753.0,2007753.0
2009-04-01,,,,,,,13.567,138.0,138.0,0.0,0.0,0.0,304163.433,3085711.0,3085711.0
2009-05-01,,,,,,,1001.45,10029.0,10029.0,0.0,0.0,0.0,305306.55,3057376.0,3057376.0
2009-06-01,,,,,,,705.634,7007.0,7007.0,0.0,0.0,0.0,280593.366,2786295.0,2786295.0
2009-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,337635.0,3367203.0,3367203.0
2009-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,335170.0,3337151.0,3337151.0
2009-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,296589.0,2972757.0,2972757.0
2009-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,316790.0,3200107.0,3200107.0
2009-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,297573.0,2985824.0,2985824.0
2009-12-01,,,,,,,601.407,6071.0,6071.0,0.0,0.0,0.0,306064.593,3089797.0,3089797.0
2010-01-01,,,,,,,259.30400000000003,2645.0,2645.0,0.0,0.0,0.0,339147.696,3459420.0,3459420.0
2010-02-01,,,,,,,615.917,6384.0,6384.0,0.0,0.0,0.0,277059.083,2871556.0,2871556.0
2010-03-01,,,,,,,1291.364,12882.0,12882.0,0.0,0.0,0.0,66035.636,658733.0,658733.0
2010-04-01,,,,,,,772.8100000000001,7791.0,7791.0,0.0,0.0,0.0,297715.19,3001288.0,3001288.0
2010-05-01,,,,,,,1340.786,13539.0,13539.0,0.0,0.0,0.0,299069.214,3019891.0,3019891.0
2010-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,334907.0,3394549.0,3394549.0
2010-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,348563.0,3494353.0,3494353.0
2010-08-01,,,,,,,14.529,146.0,146.0,0.0,0.0,0.0,342188.471,3439053.0,3439053.0
2010-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,334012.0,3353031.0,3353031.0
2010-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,321049.0,3214839.0,3214839.0
2010-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,321459.0,3233256.0,3233256.0
2010-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,341238.0,3418925.0,3418925.0
2011-01-01,,,,,,,18.552,189.0,189.0,0.0,0.0,0.0,336234.45,3424387.0,3424387.0
2011-02-01,,,,,,,900.572,9088.0,9088.0,0.0,0.0,0.0,241221.43,2434307.0,2434307.0
2011-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,,,,,,,2159.3,21898.0,21898.0,0.0,0.0,0.0,247859.7,2513645.0,2513645.0
2011-05-01,,,,,,,764.567,7668.0,7668.0,0.0,0.0,0.0,308062.43,3089561.0,3089561.0
2011-06-01,,,,,,,137.443,1370.0,1370.0,0.0,0.0,0.0,329373.56,3283886.0,3283886.0
2011-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,346568.0,3467696.0,3467696.0
2011-08-01,,,,,,,540.788,5353.0,5353.0,0.0,0.0,0.0,314031.21,3108425.0,3108425.0
2011-09-01,,,,,,,616.541,6448.0,6448.0,0.0,0.0,0.0,296391.46,3099666.0,3099666.0
2011-10-01,,,,,,,894.007,8923.0,8923.0,0.0,0.0,0.0,278313.99,2777843.0,2777843.0
2011-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,239303.0,2420852.0,2420852.0
2011-12-01,,,,,,,238.843,2480.0,2480.0,0.0,0.0,0.0,201064.16,2088081.0,2088081.0
2012-01-01,,,,,,,884.776,9451.0,9451.0,0.0,0.0,0.0,11367.224,121429.0,121429.0
2012-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,,,,,,,213.332,2238.0,2238.0,0.0,0.0,0.0,2732.668,28669.0,28669.0
2012-05-01,,,,,,,1036.829,11489.0,11489.0,0.0,0.0,0.0,128117.17,1419715.0,1419715.0
2012-06-01,,,,,,,1238.791,12981.0,12981.0,0.0,0.0,0.0,202592.21,2122889.0,2122889.0
2012-07-01,,,,,,,854.558,8997.0,8997.0,0.0,0.0,0.0,227166.44,2391663.0,2391663.0
2012-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,244679.0,2575605.0,2575605.0
2012-09-01,,,,,,,1055.463,11171.0,11171.0,0.0,0.0,0.0,191239.54,2024032.0,2024032.0
2012-10-01,,,,,,,593.998,6447.0,6447.0,0.0,0.0,0.0,170352.0,1848957.0,1848957.0
2012-11-01,,,,,,,90.133,967.0,967.0,0.0,0.0,0.0,184105.87,1975047.0,1975047.0
2012-12-01,,,,,,,994.801,9959.0,9959.0,0.0,0.0,0.0,144024.2,1441882.0,1441882.0
2013-01-01,,,,,,,22.894,247.0,247.0,0.0,0.0,0.0,167605.11,1808009.0,1808009.0
2013-02-01,,,,,,,416.696,4623.0,4623.0,0.0,0.0,0.0,129922.3,1441414.0,1441414.0
2013-03-01,,,,,,,651.335,7111.0,7111.0,0.0,0.0,0.0,58664.665,640510.0,640510.0
2013-04-01,,,,,,,4.814,50.0,50.0,0.0,0.0,0.0,270819.19,2826822.0,2826822.0
2013-05-01,,,,,,,635.637,6653.0,6653.0,0.0,0.0,0.0,249227.36,2608689.0,2608689.0
2013-06-01,,,,,,,375.221,3923.0,3923.0,0.0,0.0,0.0,254018.78,2655516.0,2655516.0
2013-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,260454.0,2651414.0,2651414.0
2013-08-01,,,,,,,503.556,5123.0,5123.0,0.0,0.0,0.0,245959.44,2502178.0,2502178.0
2013-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,271497.0,2773930.0,2773930.0
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,224563.0,2314321.0,2314321.0
2013-11-01,,,,,,,101.13,1046.0,1046.0,0.0,0.0,0.0,232510.87,2405449.0,2405449.0
2013-12-01,,,,,,,15.329,160.0,160.0,0.0,0.0,0.0,234235.67,2444123.0,2444123.0
2014-01-01,,,,,,,253.22,2595.0,2595.0,0.0,0.0,0.0,229518.78,2351954.0,2351954.0
2014-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,249014.0,2555862.0,2555862.0
2014-03-01,,,,,,,359.017,3686.0,3686.0,0.0,0.0,0.0,264251.98,2712768.0,2712768.0
2014-04-01,,,,,,,675.28,5988.0,5988.0,0.0,0.0,0.0,265990.72,2358656.0,2358656.0
2014-05-01,,,,,,,344.991,3320.0,3320.0,0.0,0.0,0.0,288491.01,2776359.0,2776359.0
2014-06-01,,,,,,,319.994,3178.0,3178.0,,,,297412.01,2953684.0,2953684.0
2014-07-01,,,,,,,0.0,0.0,0.0,,,,300654.0,3026748.0,3026748.0
2014-08-01,,,,,,,554.891,5744.0,5744.0,,,,268557.11,2780218.0,2780218.0
2014-09-01,,,,,,,0.0,0.0,0.0,,,,317171.0,3185034.0,3185034.0
2014-10-01,,,,,,,0.0,0.0,0.0,,,,230736.0,2315773.0,2315773.0
2014-11-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2014-12-01,,,,,,,1386.127,15594.0,15594.0,,,,70222.873,789989.0,789989.0
2015-01-01,,,,,,,612.087,6712.0,6712.0,,,,144593.91,1585509.0,1585509.0
2015-02-01,,,,,,,82.821,888.0,888.0,,,,147655.18,1583610.0,1583610.0
2015-03-01,,,,,,,298.134,3129.0,3129.0,,,,194692.87,2043593.0,2043593.0
2015-04-01,,,,,,,215.859,2518.0,2518.0,,,,169403.14,1976254.0,1976254.0
2015-05-01,,,,,,,897.356,9665.0,9665.0,,,,169238.64,1822750.0,1822750.0
2015-06-01,,,,,,,102.337,1080.0,1080.0,,,,194587.66,2054036.0,2054036.0
2015-07-01,,,,,,,25.099,256.0,256.0,,,,237058.9,2418049.0,2418049.0
2015-08-01,,,,,,,477.036,4945.0,4945.0,,,,228941.96,2373387.0,2373387.0
2015-09-01,,,,,,,126.43,1294.0,1294.0,,,,217242.57,2223097.0,2223097.0
2015-10-01,,,,,,,541.678,5633.0,5633.0,,,,179055.32,1862158.0,1862158.0
2015-11-01,,,,,,,692.373,7447.0,7447.0,,,,160386.63,1725153.0,1725153.0
2015-12-01,,,,,,,0.0,0.0,0.0,,,,137385.0,1523437.0,1523437.0
2016-01-01,,,,,,,168.417,1847.0,1847.0,,,,135471.58,1485496.0,1485496.0
2016-02-01,,,,,,,128.866,1430.0,1430.0,,,,94091.134,1044370.0,1044370.0
2016-03-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-04-01,,,,,,,0.0,726.0,726.0,,,,0.0,0.0,0.0
2016-05-01,,,,,,,1382.159,16309.0,16309.0,,,,103556.84,1221906.0,1221906.0
2016-06-01,,,,,,,420.856,4527.0,4527.0,,,,187945.14,2021513.0,2021513.0
2016-07-01,,,,,,,574.56,6126.0,6126.0,,,,197969.44,2110632.0,2110632.0
2016-08-01,,,,,,,462.743,4901.0,4901.0,,,,202324.26,2142935.0,2142935.0
2016-09-01,,,,,,,186.869,1965.0,1965.0,,,,200148.13,2104469.0,2104469.0
2016-10-01,,,,,,,19.969,209.0,209.0,,,,195817.03,2050448.0,2050448.0
2016-11-01,,,,,,,229.058,2511.0,2511.0,,,,142755.94,1564814.0,1564814.0
2016-12-01,,,,,,,167.794,1756.0,1756.0,,,,194963.21,2040616.0,2040616.0
2017-01-01,,,,,,,0.0,0.0,0.0,,,,176237.0,1913161.0,1913161.0
2017-02-01,,,,,,,0.0,0.0,0.0,,,,126699.0,1422401.0,1422401.0
2017-03-01,,,,,,,164.597,1792.0,1792.0,,,,152609.4,1661241.0,1661241.0
2017-04-01,,,,,,,1472.134,16883.0,16883.0,,,,76746.866,880141.0,880141.0
2017-05-01,,,,,,,125.668,1339.0,1339.0,,,,198318.33,2112576.0,2112576.0
2017-06-01,,,,,,,243.988,2546.0,2546.0,,,,212828.01,2220936.0,2220936.0
2017-07-01,,,,,,,0.0,0.0,0.0,,,,247992.0,2500950.0,2500950.0
2017-08-01,,,,,,,1934.289,19452.0,19452.0,,,,219091.71,2203326.0,2203326.0
2017-09-01,,,,,,,1005.762,10425.0,10425.0,,,,178213.24,1847291.0,1847291.0
2017-10-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-11-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-12-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-01-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-02-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-03-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-04-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-05-01,,,,,,,1526.021,16941.0,16941.0,,,,57322.979,636382.0,636382.0
2018-06-01,,,,,,,744.309,7774.0,7774.0,,,,150333.69,1570168.0,1570168.0
2018-07-01,,,,,,,864.441,8606.0,8606.0,,,,223355.56,2223748.0,2223748.0
2018-08-01,,,,,,,82.493,815.0,815.0,,,,227042.51,2244401.0,2244401.0
2018-09-01,,,,,,,270.564,2655.0,2655.0,,,,124908.44,1225629.0,1225629.0
2018-10-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-11-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-12-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-01-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-02-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-03-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-04-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-05-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-06-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-07-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-08-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-09-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-10-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-11-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
