measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2015-02-01,1173.566,7638.0,71940.0
2015-03-01,1141.414,7429.0,69970.0
2015-04-01,1181.937,7693.0,72460.0
2015-05-01,1128.709,7346.0,69190.0
2015-06-01,1134.41,7383.0,69540.0
2015-07-01,1100.985,7166.0,67490.0
2015-08-01,845.744,5504.0,51850.0
2015-09-01,444.289,2892.0,27240.0
2015-10-01,627.992,4087.0,38500.0
2015-11-01,1278.219,8319.0,78360.0
2015-12-01,1002.486,6525.0,61460.0
2016-01-01,1318.651,6626.0,81450.0
2016-02-01,1122.36,5640.0,69330.0
2016-03-01,1282.235,6443.0,79210.0
2016-04-01,1297.376,6519.0,80140.0
2016-05-01,643.853,3235.0,39770.0
2016-06-01,1044.95,5251.0,64550.0
2016-07-01,1142.168,5739.0,70550.0
2016-08-01,1196.802,6014.0,73930.0
2016-09-01,983.492,4942.0,60750.0
2016-10-01,869.676,4370.0,53720.0
2016-11-01,1201.355,6037.0,74210.0
2016-12-01,1049.312,5273.0,64820.0
2017-01-01,1001.238,5031.0,68280.0
2017-02-01,906.1,4553.0,61790.0
2017-03-01,941.569,4731.0,64210.0
2017-04-01,986.767,4959.0,67290.0
2017-05-01,983.859,4944.0,67090.0
2017-06-01,1044.27,5247.0,71210.0
2017-07-01,1091.392,5484.0,74430.0
2017-08-01,1088.431,5469.0,74220.0
2017-09-01,1026.777,5160.0,70020.0
2017-10-01,983.622,4943.0,67080.0
2017-11-01,984.145,4945.0,67110.0
2017-12-01,1067.43,5364.0,72790.0
2018-01-01,175.324,3631.0,57370.0
2018-02-01,158.54,3284.0,51880.0
2018-03-01,169.839,3518.0,55570.0
2018-04-01,154.434,3199.0,50530.0
2018-05-01,186.415,3861.0,61000.0
2018-06-01,189.072,3916.0,61870.0
2018-07-01,195.85,4057.0,64090.0
2018-08-01,187.583,3885.0,61380.0
2018-09-01,172.278,3568.0,56370.0
2018-10-01,182.907,3789.0,59850.0
2018-11-01,176.151,3649.0,57640.0
2018-12-01,176.607,3658.0,57790.0
2019-01-01,160.478,4063.0,62170.0
2019-02-01,152.277,3856.0,58990.0
2019-03-01,152.11,3852.0,58920.0
2019-04-01,147.451,3734.0,57120.0
2019-05-01,154.896,3922.0,60000.0
2019-06-01,153.967,3899.0,59640.0
2019-07-01,175.695,4449.0,68060.0
2019-08-01,182.041,4609.0,70520.0
2019-09-01,181.411,4594.0,70270.0
2019-10-01,173.521,4394.0,67220.0
2019-11-01,169.462,4291.0,65650.0
2019-12-01,167.691,4246.0,64960.0
2020-01-01,137.24,3727.0,58320.0
2020-02-01,134.26,3646.0,57060.0
2020-03-01,133.503,3626.0,56740.0
2020-04-01,137.229,3727.0,58320.0
2020-05-01,134.207,3645.0,57030.0
2020-06-01,125.322,3403.0,53260.0
2020-07-01,132.514,3599.0,56320.0
2020-08-01,139.326,3784.0,59210.0
2020-09-01,124.45,3380.0,52890.0
2020-10-01,127.538,3464.0,54200.0
2020-11-01,134.346,3648.0,57090.0
2020-12-01,134.065,3641.0,56970.0
2021-01-01,120.801,4016.0,62490.0
2021-02-01,103.757,3449.0,53680.0
2021-03-01,117.805,3916.0,60950.0
2021-04-01,113.143,3761.0,58540.0
2021-05-01,116.678,3879.0,60360.0
2021-06-01,115.024,3824.0,59510.0
2021-07-01,116.813,3883.0,60430.0
2021-08-01,115.608,3843.0,59810.0
2021-09-01,110.891,3686.0,57370.0
2021-10-01,109.919,3654.0,56870.0
2021-11-01,103.894,3454.0,53750.0
2021-12-01,115.667,3845.0,59840.0
2022-01-01,88.377,4009.0,67430.0
2022-02-01,81.497,3697.0,62190.0
2022-03-01,82.213,3729.0,62740.0
2022-04-01,85.575,3882.0,65300.0
2022-05-01,82.872,3759.0,63240.0
2022-06-01,88.56,4017.0,67580.0
2022-07-01,89.954,4081.0,68640.0
2022-08-01,88.835,4030.0,67790.0
2022-09-01,86.551,3926.0,66050.0
2022-10-01,71.615,3249.0,54650.0
2022-11-01,86.555,3926.0,66050.0
2022-12-01,85.396,3874.0,65160.0
2023-01-01,74.278,2967.0,52630.0
2023-02-01,76.192,3044.0,53990.0
2023-03-01,73.725,2945.0,52240.0
2023-04-01,76.798,3068.0,54420.0
2023-05-01,80.18,3203.0,56820.0
2023-06-01,78.385,3131.0,55540.0
2023-07-01,84.384,3371.0,59800.0
2023-08-01,79.103,3160.0,56050.0
2023-09-01,69.245,2766.0,49070.0
2023-10-01,71.033,2838.0,50330.0
2023-11-01,76.305,3048.0,54070.0
2023-12-01,84.372,3371.0,59790.0
2024-01-01,822.562,4009.0,29980.0
2024-02-01,835.45,4072.0,30460.0
2024-03-01,758.252,3696.0,27640.0
2024-04-01,806.872,3933.0,29420.0
2024-05-01,825.841,4025.0,30110.0
2024-06-01,845.874,4123.0,30840.0
2024-07-01,853.04,4158.0,31100.0
2024-08-01,836.145,4076.0,30480.0
2024-09-01,727.167,3544.0,26510.0
2024-10-01,734.586,3581.0,26780.0
2024-11-01,836.471,4077.0,30500.0
2024-12-01,826.74,4030.0,30140.0
