measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2006-06-01,,,,,,,4240.858,21659.58,136650.85
2006-07-01,,,,,,,4453.463000000001,22745.43,143501.4
2006-08-01,,,,,,,4451.514,22735.48,143438.58
2006-09-01,,,,,,,4020.186,20532.53,129540.25
2006-10-01,,,,,,,3935.9950000000003,20102.54,126827.4
2006-11-01,,,,,,,3990.409,20380.44,128580.73
2006-12-01,,,,,,,4253.197,21722.6,137048.28
2007-01-01,,,,,,,1353.318,10640.0,68906.0
2007-02-01,,,,,,,1250.75,9826.0,63681.0
2007-03-01,,,,,,,1291.9930000000002,10155.0,65792.0
2007-04-01,,,,,,,1215.712,9550.0,61899.0
2007-05-01,,,,,,,1042.932,8200.0,53111.0
2007-06-01,,,,,,,1572.847,12352.0,80082.0
2007-07-01,,,,,,,1775.538,13961.0,90410.0
2007-08-01,,,,,,,1786.7230000000002,14048.0,90981.0
2007-09-01,,,,,,,1643.56,12923.0,83680.0
2007-10-01,,,,,,,1651.2830000000001,12975.0,84078.0
2007-11-01,,,,,,,1647.063,12940.0,83870.0
2007-12-01,,,,,,,1830.2820000000002,14376.0,93195.0
2008-01-01,,,,,,,4.442,0.0,0.0
2008-02-01,,,,,,,4.152,0.0,0.0
2008-03-01,,,,,,,3.99,0.0,0.0
2008-04-01,,,,,,,4.08,0.0,0.0
2008-05-01,,,,,,,4.49,0.0,0.0
2008-06-01,,,,,,,4.115,0.0,0.0
2008-07-01,,,,,,,4.479,0.0,0.0
2008-08-01,,,,,,,4.642,0.0,0.0
2008-09-01,,,,,,,3.93,0.0,0.0
2008-10-01,,,,,,,3.39,0.0,0.0
2008-11-01,,,,,,,3.402,0.0,0.0
2008-12-01,,,,,,,4.3580000000000005,0.0,0.0
2009-01-01,,,,,,,3295.3940000000002,16326.0,127293.0
2009-02-01,,,,,,,2846.271,14101.0,109959.0
2009-03-01,,,,,,,3207.681,15891.0,123920.0
2009-04-01,,,,,,,2567.3630000000003,12719.0,99181.0
2009-05-01,,,,,,,3271.578,16208.0,126394.0
2009-06-01,,,,,,,3242.534,16064.0,125269.0
2009-07-01,,,,,,,3939.846,19519.0,152205.0
2009-08-01,,,,,,,3962.6290000000004,19631.0,153088.0
2009-09-01,,,,,,,3237.295,16038.0,125062.0
2009-10-01,,,,,,,4124.54,20434.0,159333.0
2009-11-01,,,,,,,4049.1130000000003,20060.0,156427.0
2009-12-01,,,,,,,4289.756,21252.0,165717.0
2010-01-01,,,,,,,4586.151,22720.0,151064.0
2010-02-01,,,,,,,3930.713,19473.0,129473.0
2010-03-01,,,,,,,4078.585,20206.0,134352.0
2010-04-01,,,,,,,3046.561,15093.0,100357.0
2010-05-01,,,,,,,3157.087,15641.0,103990.0
2010-06-01,,,,,,,3886.585,19255.0,128020.0
2010-07-01,,,,,,,4547.417,22529.0,149783.0
2010-08-01,,,,,,,4560.052000000001,22591.0,150199.0
2010-09-01,,,,,,,3402.094,16854.0,112069.0
2010-10-01,,,,,,,3085.523,15286.0,101638.0
2010-11-01,,,,,,,3327.293,16484.0,109596.0
2010-12-01,,,,,,,4456.939,22080.0,146808.0
2011-01-01,,,,,,,3712.155,18391.0,125788.0
2011-02-01,,,,,,,3092.822,15322.0,104821.0
2011-03-01,,,,,,,2966.545,14697.0,100530.0
2011-04-01,,,,,,,3484.902,17265.0,118107.0
2011-05-01,,,,,,,3010.34,14914.0,102018.0
2011-06-01,,,,,,,3109.567,15405.0,105374.0
2011-07-01,,,,,,,4085.758,20241.0,138469.0
2011-08-01,,,,,,,4063.834,20133.0,137725.0
2011-09-01,,,,,,,3458.572,17134.0,117208.0
2011-10-01,,,,,,,3318.55,16441.0,112467.0
2011-11-01,,,,,,,3207.262,15889.0,108696.0
2011-12-01,,,,,,,3728.693,18472.0,126359.0
2012-01-01,,,,,,,4165.039,20634.0,132432.0
2012-02-01,,,,,,,3798.111,18816.0,120771.0
2012-03-01,,,,,,,3532.645,17501.0,112329.0
2012-04-01,,,,,,,3030.803,15015.0,96378.0
2012-05-01,,,,,,,2995.527,14840.0,95254.0
2012-06-01,,,,,,,3655.544,18110.0,116239.0
2012-07-01,,,,,,,4430.544,21950.0,140874.0
2012-08-01,,,,,,,4413.588,21866.0,140338.0
2012-09-01,,,,,,,3855.557,19101.0,122588.0
2012-10-01,,,,,,,4013.762,19885.0,127622.0
2012-11-01,,,,,,,3853.447,19091.0,122519.0
2012-12-01,,,,,,,4343.433,21518.0,138106.0
2013-01-01,,,,0.0,0.0,0.0,3716.914,18414.0,125440.0
2013-02-01,,,,0.0,0.0,0.0,3288.825,16293.0,110985.0
2013-03-01,,,,0.0,0.0,0.0,3438.662,17036.0,116025.0
2013-04-01,,,,0.0,0.0,0.0,2505.429,12412.0,84543.0
2013-05-01,,,,0.0,0.0,0.0,2684.408,13299.0,90580.0
2013-06-01,,,,0.0,0.0,0.0,3362.147,16657.0,113453.0
2013-07-01,,,,0.0,0.0,0.0,3923.746,19439.0,132405.0
2013-08-01,,,,0.0,0.0,0.0,3910.062,19371.0,131933.0
2013-09-01,,,,0.0,0.0,0.0,3470.626,17194.0,117110.0
2013-10-01,,,,0.0,0.0,0.0,3464.022,17161.0,116883.0
2013-11-01,,,,0.0,0.0,0.0,3365.845,16675.0,113575.0
2013-12-01,,,,0.0,0.0,0.0,3763.314,18644.0,126980.0
2014-01-01,,,,0.0,0.0,0.0,3883.418,19239.0,133420.0
2014-02-01,,,,0.0,0.0,0.0,3608.719,17878.0,124005.0
2014-03-01,,,,0.0,0.0,0.0,3575.934,17716.0,122885.0
2014-04-01,,,,0.0,0.0,0.0,2540.813,12588.0,87308.0
2014-05-01,,,,0.0,0.0,0.0,2918.395,14458.0,100293.0
2014-06-01,,,,0.0,0.0,0.0,3690.459,18283.0,126823.0
2014-07-01,,,,0.0,0.0,0.0,3905.35,19348.0,134208.0
2014-08-01,,,,0.0,0.0,0.0,4125.3,20437.0,141768.0
2014-09-01,,,,0.0,0.0,0.0,3449.883,17091.0,118545.0
2014-10-01,,,,0.0,0.0,0.0,3484.576,17263.0,119735.0
2014-11-01,,,,0.0,0.0,0.0,3395.629,16822.0,116690.0
2014-12-01,,,,0.0,0.0,0.0,3307.524,16386.0,113663.0
2015-01-01,,,,0.0,0.0,0.0,3723.97,18449.0,123183.0
2015-02-01,,,,0.0,0.0,0.0,3399.786,16843.0,112455.0
2015-03-01,,,,0.0,0.0,0.0,3609.412,17882.0,119385.0
2015-04-01,,,,0.0,0.0,0.0,3465.905,17171.0,114643.0
2015-05-01,,,,0.0,0.0,0.0,3691.165,18287.0,122080.0
2015-06-01,,,,0.0,0.0,0.0,4130.698,20464.0,136623.0
2015-07-01,,,,0.0,0.0,0.0,4869.248,24123.0,161053.0
2015-08-01,,,,0.0,0.0,0.0,4531.573,22450.0,149888.0
2015-09-01,,,,0.0,0.0,0.0,4014.955,19891.0,132790.0
2015-10-01,,,,0.0,0.0,0.0,3731.599,18487.0,123428.0
2015-11-01,,,,0.0,0.0,0.0,3140.684,15559.0,103880.0
2015-12-01,,,,0.0,0.0,0.0,3779.005,18722.0,124985.0
2016-01-01,,,,0.0,0.0,0.0,3537.879,15280.0,123953.0
2016-02-01,,,,0.0,0.0,0.0,2739.399,11831.0,95988.0
2016-03-01,,,,0.0,0.0,0.0,2234.113,9649.0,78278.0
2016-04-01,,,,0.0,0.0,0.0,1832.148,7913.0,64190.0
2016-05-01,,,,0.0,0.0,0.0,2299.294,9931.0,80570.0
2016-06-01,,,,0.0,0.0,0.0,2974.899,12849.0,104248.0
2016-07-01,,,,0.0,0.0,0.0,3547.282,15321.0,124303.0
2016-08-01,,,,0.0,0.0,0.0,3723.629,16082.0,130480.0
2016-09-01,,,,0.0,0.0,0.0,3068.648,13253.0,107520.0
2016-10-01,,,,0.0,0.0,0.0,3115.023,13454.0,109148.0
2016-11-01,,,,0.0,0.0,0.0,2832.182,12232.0,99243.0
2016-12-01,,,,0.0,0.0,0.0,3413.504,14743.0,119613.0
2017-01-01,,,,0.0,0.0,0.0,2655.811,17521.0,127383.0
2017-02-01,,,,0.0,0.0,0.0,2222.895,14665.0,106628.0
2017-03-01,,,,0.0,0.0,0.0,1988.442,13118.0,95375.0
2017-04-01,,,,0.0,0.0,0.0,1410.555,9306.0,67655.0
2017-05-01,,,,0.0,0.0,0.0,1659.684,10949.0,79608.0
2017-06-01,,,,0.0,0.0,0.0,2395.601,15804.0,114905.0
2017-07-01,,,,0.0,0.0,0.0,3013.115,19878.0,144533.0
2017-08-01,,,,0.0,0.0,0.0,2946.27,19437.0,141330.0
2017-09-01,,,,0.0,0.0,0.0,2351.299,15512.0,112788.0
2017-10-01,,,,0.0,0.0,0.0,1936.079,12773.0,92873.0
2017-11-01,,,,0.0,0.0,0.0,2175.563,14352.0,104353.0
2017-12-01,,,,0.0,0.0,0.0,2366.686,15613.0,113523.0
2018-01-01,,,,0.0,0.0,0.0,2436.596,15421.0,121170.0
2018-02-01,,,,0.0,0.0,0.0,2248.522,14230.0,111825.0
2018-03-01,,,,0.0,0.0,0.0,2363.018,14955.0,117530.0
2018-04-01,,,,0.0,0.0,0.0,1993.593,12617.0,99155.0
2018-05-01,,,,0.0,0.0,0.0,2187.795,13846.0,108815.0
2018-06-01,,,,0.0,0.0,0.0,2686.705,17004.0,133630.0
2018-07-01,,,,0.0,0.0,0.0,2985.398,18894.0,148488.0
2018-08-01,,,,0.0,0.0,0.0,2775.346,17565.0,138040.0
2018-09-01,,,,0.0,0.0,0.0,2444.403,15470.0,121573.0
2018-10-01,,,,0.0,0.0,0.0,2583.773,16352.0,128503.0
2018-11-01,,,,0.0,0.0,0.0,2398.236,15178.0,119280.0
2018-12-01,,,,0.0,0.0,0.0,2431.615,15389.0,120943.0
2019-01-01,,,,0.0,0.0,0.0,2660.389,16797.0,129483.0
2019-02-01,,,,0.0,0.0,0.0,2369.147,14958.0,115325.0
2019-03-01,,,,0.0,0.0,0.0,2190.051,13828.0,106610.0
2019-04-01,,,,0.0,0.0,0.0,1645.841,10392.0,80115.0
2019-05-01,,,,0.0,0.0,0.0,1189.615,7511.0,57908.0
2019-06-01,,,,0.0,0.0,0.0,2373.892,14988.0,115553.0
2019-07-01,,,,0.0,0.0,0.0,2809.941,17741.0,136780.0
2019-08-01,,,,0.0,0.0,0.0,2674.521,16886.0,130183.0
2019-09-01,,,,0.0,0.0,0.0,2403.35,15174.0,116988.0
2019-10-01,,,,0.0,0.0,0.0,1864.438,11772.0,90755.0
2019-11-01,,,,0.0,0.0,0.0,2155.349,13608.0,104913.0
2019-12-01,,,,0.0,0.0,0.0,2545.466,16072.0,123900.0
2020-01-01,,,,0.0,0.0,0.0,3122.372,18796.0,156555.0
2020-02-01,,,,0.0,0.0,0.0,2632.895,15849.0,132020.0
2020-03-01,,,,0.0,0.0,0.0,2476.928,14910.0,124198.0
2020-04-01,,,,0.0,0.0,0.0,2135.662,12856.0,107083.0
2020-05-01,,,,0.0,0.0,0.0,2540.497,15293.0,127383.0
2020-06-01,,,,0.0,0.0,0.0,2478.241,14918.0,124268.0
2020-07-01,,,,0.0,0.0,0.0,3305.674,19899.0,165743.0
2020-08-01,,,,0.0,0.0,0.0,2710.605,16317.0,135905.0
2020-09-01,,,,0.0,0.0,0.0,2018.016,12148.0,101185.0
2020-10-01,,,,0.0,0.0,0.0,2513.595,15131.0,126035.0
2020-11-01,,,,0.0,0.0,0.0,2138.261,12872.0,107223.0
2020-12-01,,,,0.0,0.0,0.0,2815.254,16947.0,141155.0
2021-01-01,,,,0.0,0.0,0.0,2453.251,14880.0,92243.0
2021-02-01,,,,0.0,0.0,0.0,2453.98,14884.0,92243.0
2021-03-01,,,,0.0,0.0,0.0,1409.449,8549.0,52973.0
2021-04-01,,,,0.0,0.0,0.0,1386.979,8412.0,52133.0
2021-05-01,,,,0.0,0.0,0.0,1980.94,12015.0,74463.0
2021-06-01,,,,0.0,0.0,0.0,3130.469,18987.0,117670.0
2021-07-01,,,,0.0,0.0,0.0,3789.861,22987.0,142468.0
2021-08-01,,,,0.0,0.0,0.0,3051.548,18509.0,114713.0
2021-09-01,,,,0.0,0.0,0.0,2522.112,15297.0,94798.0
2021-10-01,,,,0.0,0.0,0.0,2419.047,14672.0,90930.0
2021-11-01,,,,0.0,0.0,0.0,2271.955,13780.0,85400.0
2021-12-01,,,,0.0,0.0,0.0,2482.409,15057.0,93310.0
2022-01-01,,,,0.0,0.0,0.0,2708.952,16184.0,122325.0
2022-02-01,,,,0.0,0.0,0.0,2390.175,14280.0,107923.0
2022-03-01,,,,0.0,0.0,0.0,2133.379,12746.0,96320.0
2022-04-01,,,,0.0,0.0,0.0,1320.671,7890.0,59623.0
2022-05-01,,,,0.0,0.0,0.0,2460.379,14699.0,111090.0
2022-06-01,,,,0.0,0.0,0.0,3227.259,19281.0,145705.0
2022-07-01,,,,0.0,0.0,0.0,3485.988,20827.0,157395.0
2022-08-01,,,,0.0,0.0,0.0,3538.51,21140.0,159775.0
2022-09-01,,,,0.0,0.0,0.0,1904.685,11379.0,85995.0
2022-10-01,,,,0.0,0.0,0.0,2507.495,14981.0,113208.0
2022-11-01,,,,0.0,0.0,0.0,2176.757,13005.0,98280.0
2022-12-01,,,,0.0,0.0,0.0,2577.75,15400.0,116393.0
2023-01-01,,,,0.0,0.0,0.0,953.315,6809.0,72835.0
2023-02-01,,,,0.0,0.0,0.0,633.79,4527.0,48423.0
2023-03-01,,,,0.0,0.0,0.0,658.579,4704.0,50313.0
2023-04-01,,,,0.0,0.0,0.0,351.763,2513.0,26880.0
2023-05-01,,,,0.0,0.0,0.0,651.352,4652.0,49770.0
2023-06-01,,,,0.0,0.0,0.0,807.492,5768.0,61705.0
2023-07-01,,,,0.0,0.0,0.0,910.067,6500.0,69545.0
2023-08-01,,,,0.0,0.0,0.0,973.723,6955.0,74393.0
2023-09-01,,,,0.0,0.0,0.0,884.386,6317.0,67568.0
2023-10-01,,,,0.0,0.0,0.0,647.844,4627.0,49508.0
2023-11-01,,,,0.0,0.0,0.0,719.154,5137.0,54950.0
2023-12-01,,,,0.0,0.0,0.0,820.535,5861.0,62703.0
2024-01-01,,,,441.922,2649.0,5432.0,0.0,0.0,0.0
2024-02-01,,,,306.505,1837.0,3768.0,0.0,0.0,0.0
2024-03-01,,,,303.491,1819.0,3731.0,0.0,0.0,0.0
2024-04-01,,,,588.009,3524.0,7228.0,0.0,0.0,0.0
2024-05-01,,,,1228.601,7364.0,15103.0,0.0,0.0,0.0
2024-06-01,,,,1323.309,7931.0,16267.0,0.0,0.0,0.0
2024-07-01,,,,2347.582,14070.0,28858.0,0.0,0.0,0.0
2024-08-01,,,,2485.156,14895.0,30549.0,0.0,0.0,0.0
2024-09-01,,,,847.921,5082.0,10423.0,0.0,0.0,0.0
2024-10-01,,,,637.275,3820.0,7834.0,0.0,0.0,0.0
2024-11-01,,,,183.839,1102.0,2260.0,0.0,0.0,0.0
2024-12-01,,,,262.39,1573.0,3225.0,0.0,0.0,0.0
