measured_on,"Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Generation","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Quantity Consumed For Electricity","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Total Fuel Consumed","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed"
2004-07-01,,,,82139.0,889027.0,889027.0,,,,183.0,1405.0,1405.0,,,,,,,223357.0,2376290.0,2376290.0,3977.0,43297.0,43297.0
2004-08-01,,,,66255.0,718276.0,718276.0,,,,444.0,3408.0,3408.0,,,,,,,182249.0,1942080.0,1942080.0,2798.0,30508.0,30508.0
2004-09-01,,,,77180.0,827697.0,827697.0,,,,150.0,1135.0,1135.0,,,,,,,215319.0,2269768.0,2269768.0,3301.0,35612.0,35612.0
2004-10-01,,,,61538.0,673668.0,673668.0,,,,141.0,1093.0,1093.0,,,,,,,183434.0,1973843.0,1973843.0,1707.0,18792.0,18792.0
2004-11-01,,,,53085.0,595863.0,595863.0,,,,449.0,3565.0,3565.0,,,,,,,151388.0,1670305.0,1670305.0,2782.0,31407.0,31407.0
2004-12-01,,,,63192.0,698175.0,698175.0,,,,266.0,2053.0,2053.0,,,,,,,203534.0,2246292.0,2246292.0,3597.0,39498.0,39498.0
2005-01-01,,,,65537.0,703826.5,703826.5,,,,49.0,372.5,372.5,,,,,,,235336.0,2484265.0,2484265.0,2534.0,27376.0,27376.0
2005-02-01,,,,52825.0,574176.2,574176.2,,,,229.0,1765.0,1765.0,,,,,,,135963.0,1452640.0,1452640.0,2207.0,24128.0,24128.0
2005-03-01,,,,75514.0,823028.7,823028.7,,,,214.0,1647.5,1647.5,,,,,,,178464.0,1911910.0,1911910.0,2637.0,28913.0,28913.0
2005-04-01,,,,26055.0,286273.0,286273.0,,,,281.0,2187.5,2187.5,,,,,,,117649.0,1270605.0,1270605.0,984.0,10875.0,10875.0
2005-05-01,,,,41327.0,468880.1,468880.1,,,,86.0,690.0,690.0,,,,,,,114821.0,1280492.5,1280492.5,2612.0,29812.0,29812.0
2005-06-01,,,,41439.0,454554.1,454554.1,,,,92.0,712.5,712.5,,,,,,,199612.0,2152237.5,2152237.5,1430.0,15776.0,15776.0
2005-07-01,,,,30495.0,328682.9,328682.9,,,,349.0,2665.0,2665.0,,,,,,,270340.0,2864155.0,2864155.0,1353.0,14674.0,14674.0
2005-08-01,,,,55606.0,614116.1,614116.1,,,,308.0,2410.0,2410.0,,,,,,,169630.0,1841472.5,1841472.5,2289.0,25433.0,25433.0
2005-09-01,,,,75836.0,806751.4,806751.4,,,,0.0,0.0,0.0,,,,,,,206469.0,2158992.5,2158992.5,2846.0,30450.0,30450.0
2005-10-01,,,,54482.0,583735.1,583735.1,,,,303.0,2297.5,2297.5,,,,,,,170156.0,1792000.0,1792000.0,2831.0,30508.0,30508.0
2005-11-01,,,,74325.0,792672.4,792672.4,,,,232.0,1747.5,1747.5,,,,,,,215691.0,2261122.5,2261122.5,2168.0,23258.0,23258.0
2005-12-01,,,,63403.0,682016.4,682016.4,,,,240.0,1830.0,1830.0,,,,,,,181563.0,1919750.0,1919750.0,1214.0,13137.0,13137.0
2006-01-01,,,,54459.0,571558.0,571558.0,,,,443.0,3293.0,3293.0,,,,,,,150324.0,1550780.0,1550780.0,1832.0,19343.0,19343.0
2006-02-01,,,,66342.0,688932.0,688932.0,,,,125.0,918.0,918.0,,,,,,,195000.0,1990450.0,1990450.0,1055.0,11020.0,11020.0
2006-03-01,,,,66448.0,700245.0,700245.0,,,,361.0,2695.0,2695.0,,,,,,,205321.0,2126845.0,2126845.0,542.0,5742.0,5742.0
2006-04-01,,,,45964.0,487850.0,487850.0,,,,139.0,1045.0,1045.0,,,,,,,178174.0,1858850.0,1858850.0,1912.0,20416.0,20416.0
2006-05-01,,,,51538.0,554737.0,554737.0,,,,175.0,1335.0,1335.0,,,,,,,146810.0,1553283.0,1553283.0,434.0,4698.0,4698.0
2006-06-01,,,,61321.0,676212.0,676212.0,,,,911.0,7110.0,7110.0,,,,,,,169752.0,1840003.0,1840003.0,3386.0,37555.0,37555.0
2006-07-01,,,,60341.0,670284.0,670284.0,,,,689.0,5415.0,5415.0,,,,,,,200463.0,2188830.0,2188830.0,2030.0,22678.0,22678.0
2006-08-01,,,,83689.0,890114.0,890114.0,,,,179.0,1345.0,1345.0,,,,,,,215851.0,2256643.0,2256643.0,1786.0,19111.0,19111.0
2006-09-01,,,,78023.0,822979.0,822979.0,,,,559.0,4170.0,4170.0,,,,,,,203075.0,2105495.0,2105495.0,2222.0,23577.0,23577.0
2006-10-01,,,,50273.0,536385.0,536385.0,,,,376.0,2843.0,2843.0,,,,,,,165070.0,1731188.0,1731188.0,1789.0,19198.0,19198.0
2006-11-01,,,,66439.0,712274.0,712274.0,,,,686.0,5208.0,5208.0,,,,,,,188307.0,1984360.0,1984360.0,1987.0,21431.0,21431.0
2006-12-01,,,,53276.0,573682.0,573682.0,,,,448.0,3418.0,3418.0,,,,,,,265656.0,2811848.0,2811848.0,1047.0,11339.0,11339.0
2007-01-01,,,,49130.234,526674.0,526674.0,,,,254.89800000000002,2733.0,2733.0,,,,,,,271121.493,2906411.0,2906411.0,400.375,4292.0,4292.0
2007-02-01,,,,31102.901,346626.0,346626.0,,,,244.29100000000003,2723.0,2723.0,,,,,,,130712.656,1456728.0,1456728.0,182.15300000000002,2030.0,2030.0
2007-03-01,,,,45708.944,498102.0,498102.0,,,,283.099,3085.0,3085.0,,,,,,,169136.195,1843119.0,1843119.0,1093.7630000000001,11919.0,11919.0
2007-04-01,,,,55165.198000000004,585673.0,585673.0,,,,337.44,3583.0,3583.0,,,,,,,190920.719,2026951.0,2026951.0,1051.644,11165.0,11165.0
2007-05-01,,,,87379.705,947794.0,947794.0,,,,350.332,3800.0,3800.0,,,,,,,193350.116,2097238.0,2097238.0,1098.845,11919.0,11919.0
2007-06-01,,,,63837.223,687982.0,687982.0,,,,308.06,3320.0,3320.0,,,,,,,232417.77,2504798.0,2504798.0,1549.948,16704.0,16704.0
2007-07-01,,,,64485.983,686128.0,686128.0,,,,555.923,5915.0,5915.0,,,,,,,225379.831,2398031.0,2398031.0,1477.2620000000002,15718.0,15718.0
2007-08-01,,,,55805.143,587552.0,587552.0,,,,210.616,2218.0,2218.0,,,,,,,231780.693,2440334.0,2440334.0,1597.548,16820.0,16820.0
2007-09-01,,,,49362.034,524893.0,524893.0,,,,219.58800000000002,2335.0,2335.0,,,,,,,184631.398,1963284.0,1963284.0,1139.979,12122.0,12122.0
2007-10-01,,,,64480.114,687860.0,687860.0,,,,83.194,888.0,888.0,,,,,,,215948.205,2303690.0,2303690.0,3384.487,36105.0,36105.0
2007-11-01,,,,28708.534,320933.0,320933.0,,,,100.188,1120.0,1120.0,,,,,,,98515.968,1101312.0,1101312.0,394.31,4408.0,4408.0
2007-12-01,,,,82948.205,878693.0,878693.0,,,,452.41,4793.0,4793.0,,,,,,,211774.677,2243387.0,2243387.0,1442.708,15283.0,15283.0
2008-01-01,,,,64076.826,683615.0,683615.0,,,,307.208,3278.0,3278.0,,,,,,,204966.593,2186722.0,2186722.0,561.3720000000001,5989.0,5989.0
2008-02-01,,,,58250.787,622522.0,622522.0,,,,205.157,2193.0,2193.0,,,,,,,219581.056,2346647.0,2346647.0,0.0,0.0,0.0
2008-03-01,,,,66187.538,693611.0,693611.0,,,,182.977,1918.0,1918.0,,,,,,,207726.462,2176864.0,2176864.0,587.024,6152.0,6152.0
2008-04-01,,,,26649.507,285511.0,285511.0,,,,70.238,753.0,753.0,,,,,,,96189.897,1030536.0,1030536.0,116.357,1247.0,1247.0
2008-05-01,,,,33799.529,378057.0,378057.0,,,,172.32500000000002,1928.0,1928.0,,,,,,,90635.622,1013784.0,1013784.0,140.524,1572.0,1572.0
2008-06-01,,,,72674.964,767476.0,767476.0,,,,68.416,723.0,723.0,,,,,,,215737.55000000002,2278273.0,2278273.0,1786.07,18862.0,18862.0
2008-07-01,,,,66268.708,705437.0,705437.0,,,,344.055,3663.0,3663.0,,,,,,,239250.322,2546843.0,2546843.0,773.9150000000001,8238.0,8238.0
2008-08-01,394.72700000000003,4118.0,4118.0,49413.67,515560.0,515560.0,,,,123.4,1288.0,1288.0,,,,0.0,0.0,0.0,236678.539,2469398.0,2469398.0,325.665,3398.0,3398.0
2008-09-01,1238.055,12698.0,12698.0,40845.592,418942.0,418942.0,,,,153.07,1570.0,1570.0,,,,0.0,0.0,0.0,236065.283,2421259.0,2421259.0,0.0,0.0,0.0
2008-10-01,1259.353,13369.0,13369.0,39621.883,420623.0,420623.0,,,,432.605,4593.0,4593.0,,,,0.0,0.0,0.0,186206.159,1976752.0,1976752.0,0.0,0.0,0.0
2008-11-01,527.823,6458.0,6458.0,13419.916000000001,164205.0,164205.0,,,,173.669,2125.0,2125.0,,,,0.0,0.0,0.0,48910.591,598466.0,598466.0,0.0,0.0,0.0
2008-12-01,284.19,3635.0,3635.0,14689.702000000001,187882.0,187882.0,,,,353.596,4523.0,4523.0,,,,0.0,0.0,0.0,52912.512,676752.0,676752.0,0.0,0.0,0.0
2009-01-01,1630.987,18346.0,18346.0,43695.1,491489.0,491489.0,,,,520.974,5860.0,5860.0,,,,0.0,0.0,0.0,169963.951,1911782.0,1911782.0,2729.9880000000003,30707.0,30707.0
2009-02-01,352.182,3791.0,3791.0,46548.241,501034.0,501034.0,,,,356.28900000000004,3835.0,3835.0,,,,0.0,0.0,0.0,194164.107,2089933.0,2089933.0,28.181,303.0,303.0
2009-03-01,2161.429,23150.0,23150.0,54448.393,583180.0,583180.0,,,,501.135,5368.0,5368.0,,,,0.0,0.0,0.0,216684.043,2320836.0,2320836.0,0.0,0.0,0.0
2009-04-01,1934.3980000000001,20327.0,20327.0,39388.732,413900.0,413900.0,,,,334.505,3515.0,3515.0,,,,0.0,0.0,0.0,237848.613,2499331.0,2499331.0,48.752,512.0,512.0
2009-05-01,1448.797,15850.0,15850.0,32765.298,358447.0,358447.0,,,,557.8240000000001,6103.0,6103.0,,,,0.0,0.0,0.0,154499.081,1690195.0,1690195.0,0.0,0.0,0.0
2009-06-01,1664.303,17659.0,17659.0,41292.362,438135.0,438135.0,,,,752.552,7985.0,7985.0,,,,0.0,0.0,0.0,240301.734,2549738.0,2549738.0,99.049,1051.0,1051.0
2009-07-01,1608.516,17160.0,17160.0,43577.939,464899.0,464899.0,,,,485.086,5175.0,5175.0,,,,0.0,0.0,0.0,248436.849,2650379.0,2650379.0,436.61,4658.0,4658.0
2009-08-01,1522.582,16349.0,16349.0,33781.437,362730.0,362730.0,,,,560.8820000000001,6023.0,6023.0,,,,0.0,0.0,0.0,224870.095,2414554.0,2414554.0,2799.0040000000004,30054.0,30054.0
2009-09-01,1486.741,15725.0,15725.0,42233.15,446687.0,446687.0,,,,802.7090000000001,8490.0,8490.0,,,,0.0,0.0,0.0,207687.639,2196648.0,2196648.0,1955.7610000000002,20685.0,20685.0
2009-10-01,1355.4660000000001,15350.0,15350.0,21971.171,248819.0,248819.0,,,,150.334,1703.0,1703.0,,,,0.0,0.0,0.0,93453.716,1058346.0,1058346.0,855.313,9686.0,9686.0
2009-11-01,627.129,6708.0,6708.0,38155.717000000004,408127.0,408127.0,,,,406.447,4348.0,4348.0,,,,0.0,0.0,0.0,153409.864,1640927.0,1640927.0,1824.843,19519.0,19519.0
2009-12-01,2997.032,33259.0,33259.0,52574.11,583435.0,583435.0,,,,1103.188,12243.0,12243.0,,,,0.0,0.0,0.0,230993.023,2563417.0,2563417.0,205.64700000000002,2282.0,2282.0
2010-01-01,192.40800000000002,2106.0,2106.0,43106.414,471822.0,471822.0,,,,724.498,7930.0,7930.0,,,,0.0,0.0,0.0,144199.018,1578332.0,1578332.0,32.662,358.0,358.0
2010-02-01,524.1650000000001,5413.0,5413.0,50366.899,520154.0,520154.0,,,,423.877,4378.0,4378.0,,,,0.0,0.0,0.0,223894.234,2312220.0,2312220.0,1172.825,12112.0,12112.0
2010-03-01,0.0,0.0,0.0,39897.590000000004,435989.0,435989.0,,,,720.187,7870.0,7870.0,,,,0.0,0.0,0.0,207611.984,2268725.0,2268725.0,845.239,9237.0,9237.0
2010-04-01,0.0,0.0,0.0,30155.358,318513.0,318513.0,,,,575.153,6075.0,6075.0,,,,0.0,0.0,0.0,148628.439,1569875.0,1569875.0,165.05,1743.0,1743.0
2010-05-01,0.0,0.0,0.0,45205.041,474755.0,474755.0,,,,906.4730000000001,9520.0,9520.0,,,,0.0,0.0,0.0,209434.924,2199537.0,2199537.0,1601.5620000000001,16820.0,16820.0
2010-06-01,0.0,0.0,0.0,40105.497,432040.0,432040.0,,,,528.6560000000001,5695.0,5695.0,,,,0.0,0.0,0.0,235458.633,2536500.0,2536500.0,1580.2140000000002,17023.0,17023.0
2010-07-01,0.0,0.0,0.0,29842.425000000003,328928.0,328928.0,,,,290.09700000000004,3198.0,3198.0,,,,0.0,0.0,0.0,199923.987,2203596.0,2203596.0,1515.491,16704.0,16704.0
2010-08-01,0.0,0.0,0.0,45795.434,484285.0,484285.0,,,,465.48600000000005,4923.0,4923.0,,,,0.0,0.0,0.0,234020.435,2474758.0,2474758.0,2717.645,28739.0,28739.0
2010-09-01,0.0,0.0,0.0,34576.893,359468.0,359468.0,,,,895.0830000000001,9305.0,9305.0,,,,0.0,0.0,0.0,210662.909,2190090.0,2190090.0,2357.1150000000002,24505.0,24505.0
2010-10-01,0.0,0.0,0.0,27392.016,284576.0,284576.0,,,,435.315,4523.0,4523.0,,,,0.0,0.0,0.0,157856.85,1639979.0,1639979.0,2397.819,24911.0,24911.0
2010-11-01,0.0,0.0,0.0,22689.914,231152.0,231152.0,,,,424.78700000000003,4328.0,4328.0,,,,0.0,0.0,0.0,160643.616,1636549.0,1636549.0,1750.683,17835.0,17835.0
2010-12-01,0.0,0.0,0.0,33909.978,366315.0,366315.0,,,,600.0880000000001,6483.0,6483.0,,,,0.0,0.0,0.0,187975.12900000002,2030616.0,2030616.0,971.8050000000001,10498.0,10498.0
2011-01-01,0.0,0.0,0.0,36442.499,381694.0,381694.0,,,,,,,366.627,3840.0,3840.0,0.0,0.0,0.0,229198.94,2400599.0,2400599.0,1904.932,19952.0,19952.0
2011-02-01,0.0,0.0,0.0,30924.777,322091.0,322091.0,0.0,0.0,0.0,,,,260.674,2715.0,2715.0,,,,191654.15,1996137.0,1996137.0,1247.395,12992.0,12992.0
2011-03-01,0.0,0.0,0.0,31306.87,337828.0,337828.0,,,,,,,619.505,6685.0,6685.0,0.0,0.0,0.0,199835.76,2156401.0,2156401.0,714.864,7714.0,7714.0
2011-04-01,0.0,0.0,0.0,28676.205,305519.0,305519.0,,,,,,,475.639,5068.0,5068.0,,,,160223.2,1707033.0,1707033.0,998.959,10643.0,10643.0
2011-05-01,0.0,0.0,0.0,12462.686,164192.0,164192.0,,,,,,,290.52,3828.0,3828.0,,,,46754.794,615979.0,615979.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,26645.828,281419.0,281419.0,,,,,,,470.578,4970.0,4970.0,,,,234031.76,2471719.0,2471719.0,3728.837,39382.0,39382.0
2011-07-01,0.0,0.0,0.0,19482.565,208341.0,208341.0,,,,,,,604.562,6465.0,6465.0,,,,249698.55,2670200.0,2670200.0,2698.319,28855.0,28855.0
2011-08-01,0.0,0.0,0.0,19155.075,206609.0,206609.0,,,,,,,813.545,8775.0,8775.0,,,,188243.31,2030417.0,2030417.0,906.071,9773.0,9773.0
2011-09-01,0.0,0.0,0.0,14284.305,159217.0,159217.0,,,,,,,958.393,10683.0,10683.0,,,,144521.3,1610872.0,1610872.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,18172.006,183615.0,183615.0,,,,,,,1236.854,12498.0,12498.0,,,,179061.79,1809288.0,1809288.0,1251.353,12644.0,12644.0
2011-11-01,0.0,0.0,0.0,8043.908,89849.0,89849.0,,,,,,,337.291,3768.0,3768.0,,,,75206.18,840043.0,840043.0,124.621,1392.0,1392.0
2011-12-01,0.0,0.0,0.0,12662.346,129734.0,129734.0,,,,,,,425.301,4358.0,4358.0,,,,204374.35,2093956.0,2093956.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,9990.723,104047.0,104047.0,,,,,,,828.665,8630.0,8630.0,,,,147015.61,1531071.0,1531071.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,7291.533,74545.0,74545.0,,,,,,,685.922,7013.0,7013.0,,,,192608.52,1969127.0,1969127.0,746.029,7627.0,7627.0
2012-03-01,0.0,0.0,0.0,2024.107,20854.0,20854.0,,,,,,,894.905,9220.0,9220.0,,,,153840.66,1584984.0,1584984.0,633.325,6525.0,6525.0
2012-04-01,0.0,0.0,0.0,6148.636,61327.0,61327.0,,,,,,,2653.881,26470.0,26470.0,,,,203505.43,2029778.0,2029778.0,1099.05,10962.0,10962.0
2012-05-01,0.0,0.0,0.0,4707.271,51111.0,51111.0,,,,,,,589.888,6405.0,6405.0,,,,98672.86,1071389.0,1071389.0,413.981,4495.0,4495.0
2012-06-01,0.0,0.0,0.0,9252.463,96078.0,96078.0,,,,,,,1275.028,13240.0,13240.0,,,,249388.8,2589675.0,2589675.0,1418.709,14732.0,14732.0
2012-07-01,0.0,0.0,0.0,11565.868,124009.0,124009.0,,,,,,,924.499,9913.0,9913.0,,,,231742.22,2484744.0,2484744.0,1214.417,13021.0,13021.0
2012-08-01,0.0,0.0,0.0,12487.285,133334.0,133334.0,,,,,,,1149.601,12275.0,12275.0,,,,248454.24,2652899.0,2652899.0,1186.876,12673.0,12673.0
2012-09-01,0.0,0.0,0.0,8943.371,91903.0,91903.0,,,,,,,620.375,6375.0,6375.0,,,,188418.16,1936194.0,1936194.0,1442.091,14819.0,14819.0
2012-10-01,0.0,0.0,0.0,1716.809,18116.0,18116.0,,,,,,,251.13,2650.0,2650.0,,,,91154.109,961888.0,961888.0,840.952,8874.0,8874.0
2012-11-01,0.0,0.0,0.0,2587.785,27673.0,27673.0,,,,,,,342.262,3660.0,3660.0,,,,102074.29,1091538.0,1091538.0,1038.662,11107.0,11107.0
2012-12-01,0.0,0.0,0.0,2042.056,21230.0,21230.0,,,,,,,364.076,3785.0,3785.0,,,,202077.65,2100833.0,2100833.0,2170.223,22562.0,22562.0
2013-01-01,0.0,0.0,0.0,5520.977,57858.0,57858.0,,,,,,,565.855,5930.0,5930.0,,,,223506.43,2342283.0,2342283.0,2083.74,21837.0,21837.0
2013-02-01,0.0,0.0,0.0,7884.38,84873.0,84873.0,,,,,,,441.488,4753.0,4753.0,,,,209143.85,2251379.0,2251379.0,1080.286,11629.0,11629.0
2013-03-01,0.0,0.0,0.0,3160.89,42061.0,42061.0,,,,,,,242.545,3228.0,3228.0,,,,167743.49,2232132.0,2232132.0,730.077,9715.0,9715.0
2013-04-01,0.0,0.0,0.0,8256.416,86212.0,86212.0,,,,,,,509.73,5323.0,5323.0,,,,198799.14,2075819.0,2075819.0,988.719,10324.0,10324.0
2013-05-01,0.0,0.0,0.0,7029.251,78645.0,78645.0,,,,,,,233.728,2615.0,2615.0,,,,120621.93,1349543.0,1349543.0,101.089,1131.0,1131.0
2013-06-01,0.0,0.0,0.0,18739.248,198618.0,198618.0,,,,,,,385.412,4085.0,4085.0,,,,214423.31,2272683.0,2272683.0,93.027,986.0,986.0
2013-07-01,0.0,0.0,0.0,10153.582,108136.0,108136.0,,,,,,,342.721,3650.0,3650.0,,,,245966.79,2619561.0,2619561.0,59.906,638.0,638.0
2013-08-01,0.0,0.0,0.0,8328.256,88162.0,88162.0,,,,,,,496.653,5258.0,5258.0,,,,231227.24,2447741.0,2447741.0,169.849,1798.0,1798.0
