measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2004-10-01,114699.0,947706.0,947706.0,417.0,4352.0,4352.0,,,,,,,261164.0,2993778.0,2993778.0
2004-11-01,143355.0,1223255.0,1223255.0,131.0,1372.0,1372.0,,,,,,,249543.0,2954202.0,2954202.0
2004-12-01,161700.0,1411000.0,1411000.0,479.0,5340.0,5340.0,,,,,,,216439.0,2620260.0,2620260.0
2005-01-01,169359.0,1481091.21,1481091.21,195.0,2048.11,2048.11,,,,,,,238387.0,2892316.71,2892316.71
2005-02-01,123091.0,1098792.16,1098792.16,558.0,5999.02,5999.02,,,,,,,167200.0,2070696.21,2070696.21
2005-03-01,143186.0,1264676.78,1264676.78,572.0,6091.6,6091.6,,,,,,,198149.0,2428077.9,2428077.9
2005-04-01,118962.0,1045576.9,1045576.9,429.0,4628.74,4628.74,,,,,,,217333.0,2650119.14,2650119.14
2005-05-01,91299.0,765994.66,765994.66,143.0,1525.89,1525.89,,,,,,,251765.0,2930538.51,2930538.51
2005-06-01,164367.0,1465279.08,1465279.08,301.0,3318.17,3318.17,,,,,,,198445.0,2454363.97,2454363.97
2005-07-01,196752.0,1786243.46,1786243.46,0.0,0.0,0.0,,,,,,,232465.0,2928008.91,2928008.91
2005-08-01,179931.0,1653276.26,1653276.26,267.0,2975.03,2975.03,,,,,,,210777.0,2686914.45,2686914.45
2005-09-01,149582.0,1297867.83,1297867.83,478.0,5042.78,5042.78,,,,,,,176892.0,2129363.5,2129363.5
2005-10-01,165911.0,1457379.07,1457379.07,467.0,4960.22,4960.22,,,,,,,172572.0,2103084.18,2103084.18
2005-11-01,142249.0,1253049.02,1253049.02,417.0,4428.26,4428.26,,,,,,,195528.0,2389578.86,2389578.86
2005-12-01,151962.0,1361569.97,1361569.97,105.0,1108.95,1108.95,,,,,,,166917.0,2074906.99,2074906.99
2006-01-01,133366.0,1152668.0,1152668.0,375.0,3945.0,3945.0,,,,,,,210474.0,2523770.0,2523770.0
2006-02-01,146478.0,1266027.0,1266027.0,250.0,2627.0,2627.0,,,,,,,206882.0,2480764.0,2480764.0
2006-03-01,150488.0,1299923.0,1299923.0,270.0,2862.0,2862.0,,,,,,,230136.0,2757981.0,2757981.0
2006-04-01,166785.0,1495767.0,1495767.0,575.0,6123.0,6123.0,,,,,,,189165.0,2353638.0,2353638.0
2006-05-01,147639.0,1302870.0,1302870.0,337.0,3585.0,3585.0,,,,,,,196680.0,2407976.0,2407976.0
2006-06-01,151340.0,1399956.0,1399956.0,381.0,4071.0,4071.0,,,,,,,177701.0,2280561.0,2280561.0
2006-07-01,190480.0,1750446.0,1750446.0,190.0,2058.0,2058.0,,,,,,,219308.0,2796048.0,2796048.0
2006-08-01,185255.0,1744333.0,1744333.0,463.0,5177.0,5177.0,,,,,,,200289.0,2616416.0,2616416.0
2006-09-01,155146.0,1440119.0,1440119.0,107.0,1192.0,1192.0,,,,,,,205250.0,2643212.0,2643212.0
2006-10-01,158127.0,1458095.0,1458095.0,224.0,2469.0,2469.0,,,,,,,213693.0,2733777.0,2733777.0
2006-11-01,143304.0,1338207.0,1338207.0,233.0,2535.0,2535.0,,,,,,,174513.0,2260917.0,2260917.0
2006-12-01,129638.0,1103637.0,1103637.0,267.0,2599.0,2599.0,,,,,,,214288.0,2530936.0,2530936.0
2007-01-01,139049.354,1519610.0,1519610.0,29.451,322.0,322.0,,,,,,,266978.194,2917689.0,2917689.0
2007-02-01,141570.052,1526614.0,1526614.0,256.949,2771.0,2771.0,,,,,,,195949.998,2113017.0,2113017.0
2007-03-01,90927.086,998837.0,998837.0,410.44,4509.0,4509.0,,,,,,,143397.474,1575226.0,1575226.0
2007-04-01,50297.55,625437.0,625437.0,554.6560000000001,6897.0,6897.0,,,,,,,69166.794,860071.0,860071.0
2007-05-01,113271.455,1209074.0,1209074.0,1182.912,12627.0,12627.0,,,,,,,156357.632,1668982.0,1668982.0
2007-06-01,157519.87900000002,1625433.0,1625433.0,45.044000000000004,465.0,465.0,,,,,,,236330.078,2438669.0,2438669.0
2007-07-01,153264.507,1569848.0,1569848.0,316.809,3245.0,3245.0,,,,,,,225023.684,2304859.0,2304859.0
2007-08-01,134294.895,1471161.0,1471161.0,1987.6390000000001,21774.0,21774.0,,,,,,,184980.465,2026407.0,2026407.0
2007-09-01,143634.266,1491111.0,1491111.0,702.4290000000001,7292.0,7292.0,,,,,,,211374.305,2194341.0,2194341.0
2007-10-01,179402.654,1865769.0,1865769.0,32.672000000000004,340.0,340.0,,,,,,,249976.676,2599731.0,2599731.0
2007-11-01,138952.047,1510163.0,1510163.0,638.1,6935.0,6935.0,,,,,,,161201.853,1751979.0,1751979.0
2007-12-01,146207.803,1574181.0,1574181.0,1056.391,11374.0,11374.0,,,,,,,203027.806,2185947.0,2185947.0
2008-01-01,148824.728,1597635.0,1597635.0,732.091,7859.0,7859.0,,,,,,,214389.181,2301470.0,2301470.0
2008-02-01,158289.161,1693197.0,1693197.0,853.599,9131.0,9131.0,,,,,,,229066.239,2450289.0,2450289.0
2008-03-01,165968.372,1755003.0,1755003.0,905.253,9572.0,9572.0,,,,,,,229453.375,2426313.0,2426313.0
2008-04-01,131905.065,1322669.0,1322669.0,1501.8500000000001,15060.0,15060.0,,,,,,,163237.085,1636849.0,1636849.0
2008-05-01,114858.738,1280378.0,1280378.0,762.667,8502.0,8502.0,,,,,,,127554.596,1421904.0,1421904.0
2008-06-01,163900.49,1579357.0,1579357.0,325.069,3132.0,3132.0,,,,,,,191852.441,1848704.0,1848704.0
2008-07-01,128008.016,1391286.0,1391286.0,383.559,4169.0,4169.0,,,,,,,231167.425,2512499.0,2512499.0
2008-08-01,128634.463,1378521.0,1378521.0,377.119,4041.0,4041.0,,,,,,,228832.419,2452300.0,2452300.0
2008-09-01,111902.372,1214209.0,1214209.0,273.68100000000004,2970.0,2970.0,,,,,,,206375.948,2239304.0,2239304.0
2008-10-01,88141.885,947835.0,947835.0,342.493,3683.0,3683.0,,,,,,,191302.623,2057176.0,2057176.0
2008-11-01,106825.592,1167868.0,1167868.0,443.05100000000004,4844.0,4844.0,,,,,,,214155.358,2341248.0,2341248.0
2008-12-01,97667.019,1129144.0,1129144.0,551.2330000000001,6373.0,6373.0,,,,,,,167358.747,1934862.0,1934862.0
2009-01-01,154714.25,1650707.0,1650707.0,168.01,1793.0,1793.0,,,,,,,245084.74,2614905.0,2614905.0
2009-02-01,111954.212,1193594.0,1193594.0,289.961,3091.0,3091.0,,,,,,,193891.827,2067168.0,2067168.0
2009-03-01,101159.663,1108826.0,1108826.0,534.962,5864.0,5864.0,,,,,,,168264.375,1844371.0,1844371.0
2009-04-01,94642.101,1013535.0,1013535.0,1449.9540000000002,15528.0,15528.0,,,,,,,185069.945,1981939.0,1981939.0
2009-05-01,130660.906,1403202.0,1403202.0,628.105,6745.0,6745.0,,,,,,,220200.989,2364796.0,2364796.0
2009-06-01,139769.427,1519276.0,1519276.0,94.07300000000001,1023.0,1023.0,,,,,,,223675.5,2431325.0,2431325.0
2009-07-01,127154.201,1358330.0,1358330.0,184.282,1969.0,1969.0,,,,,,,232987.517,2488899.0,2488899.0
2009-08-01,165956.814,1805051.0,1805051.0,371.784,4044.0,4044.0,,,,,,,225977.402,2457872.0,2457872.0
2009-09-01,106494.691,1131968.0,1131968.0,374.968,3986.0,3986.0,,,,,,,174213.34100000001,1851772.0,1851772.0
2009-10-01,113211.441,1180849.0,1180849.0,615.056,6415.0,6415.0,,,,,,,171920.503,1793212.0,1793212.0
2009-11-01,85083.77100000001,933571.0,933571.0,85.251,935.0,935.0,,,,,,,159838.978,1753813.0,1753813.0
2009-12-01,105882.728,1156659.0,1156659.0,713.587,7795.0,7795.0,,,,,,,225176.685,2459822.0,2459822.0
2010-01-01,29422.903,394564.0,394564.0,458.89300000000003,6154.0,6154.0,,,,,,,42469.204,569516.0,569516.0
2010-02-01,33829.44,479948.0,479948.0,242.019,3434.0,3434.0,,,,,,,46843.541,664583.0,664583.0
2010-03-01,35742.708,490978.0,490978.0,784.8190000000001,10781.0,10781.0,,,,,,,49393.473,678492.0,678492.0
2010-04-01,105531.741,1173743.0,1173743.0,1102.246,12259.0,12259.0,,,,,,,163689.013,1820579.0,1820579.0
2010-05-01,94658.515,1064141.0,1064141.0,1431.479,16093.0,16093.0,,,,,,,159088.006,1788450.0,1788450.0
2010-06-01,179024.852,1594834.0,1594834.0,370.478,3300.0,3300.0,,,,,,,251420.67,2239768.0,2239768.0
2010-07-01,178470.699,1883752.0,1883752.0,952.844,10057.0,10057.0,,,,,,,242426.457,2558803.0,2558803.0
2010-08-01,135827.669,1470122.0,1470122.0,493.653,5343.0,5343.0,,,,,,,233529.678,2527594.0,2527594.0
2010-09-01,122414.065,1285559.0,1285559.0,752.724,7905.0,7905.0,,,,,,,198118.211,2080584.0,2080584.0
2010-10-01,126382.22,1325824.0,1325824.0,241.18900000000002,2530.0,2530.0,,,,,,,242486.591,2543827.0,2543827.0
2010-11-01,82442.715,879175.0,879175.0,2173.447,23178.0,23178.0,,,,,,,212999.838,2271446.0,2271446.0
2010-12-01,132423.919,1384156.0,1384156.0,443.827,4639.0,4639.0,,,,,,,259549.25400000002,2712928.0,2712928.0
2011-01-01,118628.62,1203398.0,1203398.0,363.46,3687.0,3687.0,,,,,,,258691.92,2624236.0,2624236.0
2011-02-01,139023.01,1635717.0,1635717.0,202.047,2377.0,2377.0,,,,,,,201214.95,2367455.0,2367455.0
2011-03-01,78251.208,917557.0,917557.0,846.817,9930.0,9930.0,,,,,,,162678.98,1907539.0,1907539.0
2011-04-01,65928.984,769960.0,769960.0,18400.788,214896.0,214896.0,,,,,,,147626.23,1724071.0,1724071.0
2011-05-01,84257.048,877522.0,877522.0,900.684,9380.0,9380.0,,,,,,,187590.27,1953720.0,1953720.0
2011-06-01,122706.2,1296386.0,1296386.0,160.581,1697.0,1697.0,,,,,,,248634.22,2626810.0,2626810.0
2011-07-01,117232.95,1300941.0,1300941.0,646.906,7179.0,7179.0,,,,,,,192094.15,2131681.0,2131681.0
2011-08-01,108860.35,1170286.0,1170286.0,240.21,2582.0,2582.0,,,,,,,204765.44,2201298.0,2201298.0
2011-09-01,89708.82,1177452.0,1177452.0,266.886,3503.0,3503.0,,,,,,,166188.29,2181265.0,2181265.0
2011-10-01,81111.366,878125.0,878125.0,275.965,2988.0,2988.0,,,,,,,174263.67,1886608.0,1886608.0
2011-11-01,67415.556,1116488.0,1116488.0,333.529,5524.0,5524.0,,,,,,,135078.92,2237079.0,2237079.0
2011-12-01,86174.991,894947.0,894947.0,995.074,10334.0,10334.0,,,,,,,188630.94,1958975.0,1958975.0
2012-01-01,81977.689,874759.0,874759.0,95.499,1019.0,1019.0,,,,,,,173264.81,1848857.0,1848857.0
2012-02-01,77346.809,839519.0,839519.0,109.038,1183.0,1183.0,,,,,,,175666.15,1906674.0,1906674.0
2012-03-01,78001.449,811704.0,811704.0,315.975,3288.0,3288.0,,,,,,,200065.58,2081937.0,2081937.0
2012-04-01,83318.474,703931.0,703931.0,312.592,2641.0,2641.0,,,,,,,186852.93,1578660.0,1578660.0
2012-05-01,16943.19,208368.0,208368.0,693.71,8531.0,8531.0,,,,,,,108194.1,1330576.0,1330576.0
2012-06-01,41154.914,426771.0,426771.0,468.202,4855.0,4855.0,,,,,,,211754.88,2195872.0,2195872.0
2012-07-01,83983.964,881462.0,881462.0,231.848,2433.0,2433.0,,,,,,,325931.19,3420842.0,3420842.0
2012-08-01,69042.216,757581.0,757581.0,190.222,2087.0,2087.0,,,,,,,260279.56,2855973.0,2855973.0
2012-09-01,45977.563,501225.0,501225.0,335.136,3653.0,3653.0,,,,,,,233849.3,2549311.0,2549311.0
2012-10-01,69887.714,728893.0,728893.0,517.961,5402.0,5402.0,,,,,,,246877.33,2574805.0,2574805.0
2012-11-01,42521.954,437339.0,437339.0,653.59,6722.0,6722.0,,,,,,,280955.46,2889632.0,2889632.0
2012-12-01,41499.069,438717.0,438717.0,56.96,602.0,602.0,,,,,,,315614.97,3336593.0,3336593.0
2013-01-01,31524.904,341355.0,341355.0,681.977,7385.0,7385.0,,,,,,,259837.12,2813541.0,2813541.0
2013-02-01,36634.569,383950.0,383950.0,298.801,3132.0,3132.0,,,,,,,276646.63,2899404.0,2899404.0
2013-03-01,34766.714,364427.0,364427.0,531.173,5568.0,5568.0,,,,,,,272065.11,2851807.0,2851807.0
2013-04-01,21958.574,235423.0,235423.0,1079.34,11572.0,11572.0,,,,,,,191411.09,2052161.0,2052161.0
2013-05-01,44515.054,448306.0,448306.0,380.733,3834.0,3834.0,,,,,,,300890.21,3030233.0,3030233.0
2013-06-01,29744.443,302997.0,302997.0,419.315,4271.0,4271.0,,,,,,,293188.24,2986610.0,2986610.0
2013-07-01,33518.964,376424.0,376424.0,1445.587,16234.0,16234.0,,,,,,,200714.45,2254059.0,2254059.0
2013-08-01,51434.278,556978.0,556978.0,736.788,7979.0,7979.0,,,,,,,241770.93,2618119.0,2618119.0
2013-09-01,33343.824,350692.0,350692.0,929.817,9779.0,9779.0,,,,,,,224424.36,2360374.0,2360374.0
2013-10-01,18272.529,195777.0,195777.0,709.788,7605.0,7605.0,,,,49.832,534.0,534.0,268659.85,2878495.0,2878495.0
2013-11-01,47421.116,479807.0,479807.0,423.463,4285.0,4285.0,,,,60.336,610.0,610.0,250662.09,2536200.0,2536200.0
2013-12-01,29082.281,314593.0,314593.0,1406.104,15210.0,15210.0,,,,30.573,331.0,331.0,214283.04,2317976.0,2317976.0
2014-01-01,72139.785,716569.0,716569.0,1257.902,12495.0,12495.0,,,,50.214,499.0,499.0,310275.1,3081983.0,3081983.0
2014-02-01,54100.119,567267.0,567267.0,524.524,5500.0,5500.0,,,,95.681,1003.0,1003.0,251575.68,2637899.0,2637899.0
2014-03-01,2394.754,26678.0,26678.0,3834.831,42720.0,42720.0,,,,76.273,850.0,850.0,176512.14,1966343.0,1966343.0
2014-04-01,0.0,0.0,0.0,258.293,2890.0,2890.0,,,,65.948,738.0,738.0,226526.76,2534573.0,2534573.0
2014-05-01,40495.606,435230.0,435230.0,1696.137,18229.0,18229.0,,,,37.992,408.0,408.0,171269.27,1840733.0,1840733.0
2014-06-01,46591.387,504719.0,504719.0,511.501,5541.0,5541.0,,,,90.304,978.0,978.0,153534.81,1663225.0,1663225.0
2014-07-01,67565.735,701420.0,701420.0,222.708,2312.0,2312.0,,,,17.294,180.0,180.0,218659.26,2269966.0,2269966.0
2014-08-01,40343.964,437410.0,437410.0,800.677,8681.0,8681.0,,,,57.148,620.0,620.0,261900.21,2839524.0,2839524.0
2014-09-01,42316.319,439185.0,439185.0,130.295,1352.0,1352.0,,,,35.989,374.0,374.0,275530.4,2859628.0,2859628.0
2014-10-01,2732.898,34781.0,34781.0,97.475,1241.0,1241.0,,,,0.0,0.0,0.0,62216.627,791821.0,791821.0
2014-11-01,2671.031,51567.0,51567.0,1325.481,25590.0,25590.0,,,,0.0,0.0,0.0,23480.488,453312.0,453312.0
2014-12-01,3451.401,88652.0,88652.0,125.579,3226.0,3226.0,,,,0.0,0.0,0.0,18212.02,467789.0,467789.0
2015-01-01,8101.853,154766.0,154766.0,970.681,18543.0,18543.0,,,,0.0,0.0,0.0,26187.466,500248.0,500248.0
2015-02-01,43009.093,464559.0,464559.0,651.877,7041.0,7041.0,,,,30.077,325.0,325.0,229150.95,2475155.0,2475155.0
2015-03-01,16305.884,209251.0,209251.0,501.266,6433.0,6433.0,,,,0.0,0.0,0.0,70718.85,907527.0,907527.0
2015-04-01,42067.702,435836.0,435836.0,551.989,5719.0,5719.0,,,,33.662,349.0,349.0,177053.65,1834337.0,1834337.0
2015-05-01,40294.669,420719.0,420719.0,1080.445,11281.0,11281.0,,,,38.939,407.0,407.0,183473.95,1915664.0,1915664.0
2015-06-01,35642.619,393178.0,393178.0,1034.422,11411.0,11411.0,,,,0.0,0.0,0.0,170293.96,1878534.0,1878534.0
2015-07-01,38014.196,400236.0,400236.0,66.334,698.0,698.0,,,,16.064,169.0,169.0,193495.41,2037233.0,2037233.0
2015-08-01,50941.442,546555.0,546555.0,1553.578,16668.0,16668.0,,,,31.224,335.0,335.0,232480.76,2494307.0,2494307.0
2015-09-01,25603.24,281570.0,281570.0,290.01,3189.0,3189.0,,,,35.441,390.0,390.0,252238.31,2773973.0,2773973.0
2015-10-01,5755.075,65000.0,65000.0,101.153,1142.0,1142.0,,,,18.328,207.0,207.0,134693.44,1521271.0,1521271.0
2015-11-01,31699.32,366264.0,366264.0,1045.818,12084.0,12084.0,,,,0.0,0.0,0.0,130797.86,1511281.0,1511281.0
2015-12-01,32046.6,332633.0,332633.0,466.338,4840.0,4840.0,,,,0.0,0.0,0.0,163340.06,1695416.0,1695416.0
2016-01-01,52609.578,539040.0,539040.0,693.938,7110.0,7110.0,,,,0.0,0.0,0.0,225732.48,2312865.0,2312865.0
2016-02-01,22343.471,251112.0,251112.0,686.74,7718.0,7718.0,,,,0.0,0.0,0.0,105835.79,1189457.0,1189457.0
2016-03-01,40310.21,433232.0,433232.0,1171.858,12594.0,12594.0,,,,0.0,0.0,0.0,196605.93,2113011.0,2113011.0
2016-04-01,22538.409,237453.0,237453.0,119.322,1257.0,1257.0,,,,0.0,0.0,0.0,102689.27,1081881.0,1081881.0
2016-05-01,-212.919,0.0,0.0,-4.864,0.0,0.0,,,,-0.117,0.0,0.0,-1130.1,0.0,0.0
2016-06-01,10579.277,118017.0,118017.0,938.09,10465.0,10465.0,,,,0.0,0.0,0.0,95946.633,1070331.0,1070331.0
2016-07-01,24140.093,255910.0,255910.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,221214.91,2345109.0,2345109.0
2016-08-01,13641.478,151724.0,151724.0,724.603,8059.0,8059.0,,,,0.0,0.0,0.0,96869.919,1077409.0,1077409.0
2016-09-01,24195.036,244270.0,244270.0,1030.157,10400.0,10400.0,,,,0.0,0.0,0.0,136449.81,1377581.0,1377581.0
2016-10-01,15026.593,154288.0,154288.0,337.126,3462.0,3462.0,,,,0.0,0.0,0.0,69742.281,716092.0,716092.0
2016-11-01,14132.721,142273.0,142273.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,238842.28,2404403.0,2404403.0
2016-12-01,24806.937,262236.0,262236.0,496.101,5244.0,5244.0,0.0,0.0,0.0,0.0,0.0,0.0,205474.96,2172090.0,2172090.0
2017-01-01,16469.879,184196.0,184196.0,182.765,2044.0,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,176847.36,1977823.0,1977823.0
2017-02-01,2070.416,25475.0,25475.0,388.256,4777.0,4777.0,,,,0.0,0.0,0.0,143971.33,1771431.0,1771431.0
2017-03-01,2959.926,31815.0,31815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252653.07,2715689.0,2715689.0
2017-04-01,1495.279,15573.0,15573.0,45.398,473.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,202913.32,2113237.0,2113237.0
2017-05-01,1544.697,17782.0,17782.0,470.543,5417.0,5417.0,0.0,0.0,0.0,0.0,0.0,0.0,35234.76,405611.0,405611.0
2017-06-01,20259.389,216611.0,216611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219222.61,2343902.0,2343902.0
2017-07-01,6041.713,69382.0,69382.0,706.823,8117.0,8117.0,0.0,0.0,0.0,0.0,0.0,0.0,114724.46,1317474.0,1317474.0
2017-08-01,27643.3,309353.0,309353.0,367.888,4117.0,4117.0,0.0,0.0,0.0,0.0,0.0,0.0,177173.81,1982730.0,1982730.0
2017-09-01,7053.476,76454.0,76454.0,195.846,2123.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,98570.678,1068430.0,1068430.0
2017-10-01,0.0,0.0,0.0,404.931,8725.0,8725.0,0.0,0.0,0.0,0.0,0.0,0.0,6634.069,142947.0,142947.0
2017-11-01,25.906,299.0,299.0,74.431,860.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,209961.66,2424981.0,2424981.0
2017-12-01,5033.977,55825.0,55825.0,29.003,322.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,187235.02,2076384.0,2076384.0
2018-01-01,596.796,6884.0,6884.0,436.009,5029.0,5029.0,0.0,0.0,0.0,0.0,0.0,0.0,143820.2,1658937.0,1658937.0
2018-02-01,1677.85,19446.0,19446.0,510.136,5912.0,5912.0,0.0,0.0,0.0,0.0,0.0,0.0,159086.01,1843760.0,1843760.0
2018-03-01,3.189,36.0,36.0,248.273,2772.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,163807.54,1828898.0,1828898.0
2018-04-01,-91.007,0.0,0.0,-2.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1834.02,0.0,0.0
2018-05-01,-72.645,0.0,0.0,-2.373,0.0,0.0,,,,0.0,0.0,0.0,-1463.982,0.0,0.0
2018-06-01,1330.88,15990.0,15990.0,455.591,5474.0,5474.0,0.0,0.0,0.0,0.0,0.0,0.0,134863.53,1620327.0,1620327.0
2018-07-01,15740.729,185583.0,185583.0,186.501,2199.0,2199.0,0.0,0.0,0.0,0.0,0.0,0.0,172029.77,2028233.0,2028233.0
2018-08-01,0.0,0.0,0.0,864.871,12211.0,12211.0,0.0,0.0,0.0,0.0,0.0,0.0,25879.129,365373.0,365373.0
2018-09-01,467.382,5513.0,5513.0,558.768,6591.0,6591.0,0.0,0.0,0.0,0.0,0.0,0.0,173850.85,2050696.0,2050696.0
2018-10-01,0.0,0.0,0.0,120.796,1311.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,77710.204,843554.0,843554.0
2018-11-01,-67.547,0.0,0.0,-2.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1361.246,0.0,0.0
2018-12-01,0.0,0.0,0.0,-984.0,11714.0,11714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,3929.532,44710.0,44710.0,652.205,7421.0,7421.0,0.0,0.0,0.0,0.0,0.0,0.0,182813.26,2080042.0,2080042.0
