measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29381.0,324004.0,324004.0,6880.0,86.0,86.0,10423.0,119677.0,119677.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12569.0,138897.0,138897.0,2839.0,671.0,671.0,0.0,255.0,255.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26838.0,264840.0,264840.0,6142.0,476.0,476.0,0.0,0.0,0.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22637.0,228389.0,228389.0,5240.0,102.0,102.0,6818.0,79536.0,79536.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37057.0,421075.0,421075.0,9240.0,95.0,95.0,17375.0,199537.0,199537.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31604.0,356030.0,356030.0,8285.0,11115.0,11115.0,16399.0,187834.0,187834.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47590.0,534650.0,534650.0,17960.0,69186.0,69186.0,15391.0,180301.0,180301.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37376.0,402519.0,402519.0,14102.0,64699.0,64699.0,17134.0,196694.0,196694.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19573.0,209797.0,209797.0,5628.0,14559.0,14559.0,10631.0,120194.0,120194.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29739.0,331112.0,331112.0,7586.0,9179.0,9179.0,13644.0,154500.0,154500.0,,,
2015-01-01,,,,,,,0.0,0.0,0.0,34992.0,385784.0,385784.0,10251.0,14097.0,14097.0,11135.0,127906.0,127906.0,,,
2015-02-01,,,,,,,0.0,0.0,0.0,17566.0,203278.0,203278.0,4427.0,4364.0,4364.0,4321.0,50218.0,50218.0,,,
2015-03-01,,,,,,,0.0,0.0,0.0,43069.0,472749.0,472749.0,14278.0,48780.0,48780.0,11555.0,134606.0,134606.0,,,
2015-04-01,,,,,,,0.0,0.0,0.0,50034.0,536422.0,536422.0,16726.0,46294.0,46294.0,18840.0,211583.0,211583.0,,,
2015-05-01,,,,,,,0.0,0.0,0.0,30899.0,342692.0,342692.0,11432.0,33212.0,33212.0,16965.0,194516.0,194516.0,,,
2015-06-01,,,,,,,0.0,0.0,0.0,27018.0,301050.0,301050.0,9238.0,23500.0,23500.0,10436.0,120448.0,120448.0,,,
2015-07-01,,,,,,,0.0,0.0,0.0,49168.0,555730.0,555730.0,20829.0,88517.0,88517.0,18964.0,220807.0,220807.0,,,
2015-08-01,,,,,,,0.0,0.0,0.0,43717.0,485843.0,485843.0,17343.0,67134.0,67134.0,17116.0,201808.0,201808.0,,,
2015-09-01,,,,,,,0.0,0.0,0.0,48578.0,534039.0,534039.0,20129.0,79846.0,79846.0,15112.0,175564.0,175564.0,,,
2015-10-01,,,,,,,0.0,0.0,0.0,43200.0,470622.0,470622.0,18046.0,76679.0,76679.0,16721.0,188443.0,188443.0,,,
2015-11-01,,,,,,,0.0,0.0,0.0,47219.0,500860.0,500860.0,18773.0,72323.0,72323.0,15686.0,176936.0,176936.0,,,
2015-12-01,,,,,,,0.0,0.0,0.0,45341.0,498823.0,498823.0,16663.0,59845.0,59845.0,11561.0,127844.0,127844.0,,,
2016-01-01,,,,,,,0.0,0.0,0.0,29623.0,324114.0,324114.0,8454.0,14521.0,14521.0,9519.0,106667.0,106667.0,,,
2016-02-01,,,,,,,0.0,0.0,0.0,13628.0,152500.0,152500.0,3491.0,4143.0,4143.0,9883.0,114493.0,114493.0,,,
2016-03-01,,,,,,,0.0,0.0,0.0,9557.0,103329.0,103329.0,4335.0,22896.0,22896.0,13664.0,154413.0,154413.0,,,
2016-04-01,,,,,,,0.0,0.0,0.0,25625.0,271794.0,271794.0,6639.0,16225.0,16225.0,19896.0,223799.0,223799.0,,,
2016-05-01,,,,,,,0.0,0.0,0.0,20423.0,226930.0,226930.0,6633.0,15934.0,15934.0,18106.0,204290.0,204290.0,,,
2016-06-01,,,,,,,0.0,0.0,0.0,38139.0,413643.0,413643.0,13785.0,45469.0,45469.0,18386.0,208781.0,208781.0,,,
2016-07-01,,,,,,,0.0,0.0,0.0,53660.0,582011.0,582011.0,20696.0,72791.0,72791.0,19455.0,223098.0,223098.0,,,
2016-08-01,,,,,,,0.0,0.0,0.0,61025.0,655878.0,655878.0,25971.0,113392.0,113392.0,20381.0,234139.0,234139.0,,,
2016-09-01,,,,,,,0.0,0.0,0.0,57642.0,610535.0,610535.0,23577.0,94186.0,94186.0,24717.0,284910.0,284910.0,,,
2016-10-01,,,,,,,0.0,0.0,0.0,42400.0,458357.0,458357.0,15488.0,62009.0,62009.0,23451.0,245869.0,245869.0,,,
2016-11-01,,,,,,,0.0,0.0,0.0,34182.0,350603.0,350603.0,10198.0,18571.0,18571.0,14214.0,145562.0,145562.0,,,
2016-12-01,,,,,,,0.0,0.0,0.0,47297.0,503793.0,503793.0,14272.0,27183.0,27183.0,11308.0,116792.0,116792.0,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35310.0,390637.0,390637.0,10438.0,25452.0,25452.0,11878.897,124169.0,124169.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28187.0,326265.0,326265.0,7511.0,11545.0,11545.0,10315.935,107832.0,107832.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25643.0,279501.0,279501.0,5772.0,2265.0,2265.0,11254.427,117642.0,117642.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19005.0,204032.0,204032.0,5758.0,12552.0,12552.0,9763.109,102053.0,102053.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26896.0,293699.0,293699.0,8064.0,11566.0,11566.0,10569.584,110484.0,110484.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29784.0,331039.0,331039.0,9570.0,22729.0,22729.0,13225.335,138244.0,138244.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40490.0,438047.0,438047.0,14604.0,51413.0,51413.0,16831.872,175943.0,175943.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41403.0,447480.0,447480.0,14479.0,48652.0,48652.0,15925.455,166468.0,166468.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25848.0,280186.0,280186.0,8257.0,20786.0,20786.0,13191.442,137889.0,137889.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.0,265419.0,265419.0,8588.0,29955.0,29955.0,10562.446,110409.0,110409.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23360.0,257841.0,257841.0,6072.0,1630.0,1630.0,9563.351,99965.0,99965.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33288.0,362248.0,362248.0,8952.0,10437.0,10437.0,11526.147,120483.0,120483.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18681.0,194258.0,194258.0,4597.0,7797.0,7797.0,4813.302,49695.0,49695.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23392.0,260919.0,260919.0,5400.0,2891.0,2891.0,4188.11,43240.0,43240.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21923.0,241308.0,241308.0,4739.0,524.0,524.0,4655.378,48064.0,48064.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15070.0,166159.0,166159.0,4667.0,11519.0,11519.0,4813.619,49698.0,49698.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21732.0,239443.0,239443.0,5940.0,5907.0,5907.0,5343.845,55172.0,55172.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19418.0,222196.0,222196.0,5195.0,6592.0,6592.0,6208.638,64101.0,64101.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30813.0,334673.0,334673.0,9775.0,33393.0,33393.0,8805.518,90911.0,90911.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28907.0,319361.0,319361.0,8528.0,18077.0,18077.0,9185.753,94838.0,94838.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22594.0,254803.0,254803.0,6307.0,7039.0,7039.0,6857.088,70795.0,70795.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34250.0,367983.0,367983.0,10824.0,33636.0,33636.0,5712.009,58973.0,58973.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34926.0,370709.0,370709.0,10419.0,23834.0,23834.0,4920.027,50797.0,50797.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29126.0,311649.0,311649.0,7620.0,12854.0,12854.0,4874.713,50328.0,50328.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23460.0,248980.0,248980.0,6072.0,10547.0,10547.0,3594.07,36778.0,36778.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15744.0,175815.0,175815.0,3884.0,2845.0,2845.0,3435.637,35155.0,35155.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19443.0,207154.0,207154.0,4702.0,5830.0,5830.0,3198.406,32728.0,32728.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16738.0,178439.0,178439.0,3940.0,0.0,0.0,2814.354,28798.0,28798.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16739.0,180952.0,180952.0,4119.0,1593.0,1593.0,2728.325,27917.0,27917.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7394.0,82071.0,82071.0,1888.0,538.0,538.0,3634.573,37191.0,37191.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34671.0,370858.0,370858.0,11572.0,34880.0,34880.0,6185.376,63292.0,63292.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30790.0,331817.0,331817.0,10610.0,34802.0,34802.0,5407.308,55331.0,55331.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19143.0,211927.0,211927.0,5551.0,12056.0,12056.0,3862.944,39528.0,39528.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9308.0,99351.0,99351.0,2939.0,7583.0,7583.0,3257.212,33329.0,33329.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8705.0,94389.0,94389.0,1939.0,1835.0,1835.0,3439.18,35191.0,35191.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36456.0,384716.0,384716.0,11770.0,37274.0,37274.0,3836.615,39258.0,39258.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13180.0,142223.0,142223.0,3422.0,5350.0,5350.0,8019.082,82291.0,82291.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13283.0,143100.0,143100.0,3178.0,2504.0,2504.0,7534.343,77317.0,77317.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6893.0,75360.0,75360.0,1788.0,1645.0,1645.0,7375.794,75690.0,75690.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,9920.0,9920.0,185.0,0.0,0.0,5263.035,54009.0,54009.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7071.0,75535.0,75535.0,2366.0,9564.0,9564.0,6149.815,63109.0,63109.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13059.0,142917.0,142917.0,4305.0,15066.0,15066.0,9782.869,100391.0,100391.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40154.0,437616.0,437616.0,14432.0,52219.0,52219.0,14086.372,144553.0,144553.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43800.0,472798.0,472798.0,15613.0,54647.0,54647.0,12547.093,128757.0,128757.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37622.0,407705.0,407705.0,13046.0,43624.0,43624.0,9845.507,101034.0,101034.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33676.0,355051.0,355051.0,15523.0,82723.0,82723.0,7373.308,75664.0,75664.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38802.0,414098.0,414098.0,11725.0,28516.0,28516.0,7600.763,77999.0,77999.0,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51424.0,553708.0,553708.0,16591.0,54819.0,54819.0,7747.019,79500.0,79500.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63004.0,688293.0,688293.0,22445.0,86700.0,86700.0,13597.693,139972.0,139972.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51117.0,555959.0,555959.0,17957.0,67943.0,67943.0,11427.905,117635.0,117635.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31916.0,350984.0,350984.0,8139.0,13152.0,13152.0,11267.208,115981.0,115981.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19380.0,199149.0,199149.0,6019.0,19812.0,19812.0,9582.987,98644.0,98644.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15807.0,168024.0,168024.0,4546.0,13100.0,13100.0,12119.493,124755.0,124755.0,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24974.0,279582.0,279582.0,8329.0,25784.0,25784.0,17222.444,177283.0,177283.0,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33165.0,352399.0,352399.0,10707.0,40587.0,40587.0,19162.022,197248.0,197248.0,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42737.0,461997.0,461997.0,16921.0,79792.0,79792.0,20849.197,214615.0,214615.0,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41896.0,443727.0,443727.0,14662.0,62882.0,62882.0,14179.491,145959.0,145959.0,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27023.0,289111.0,289111.0,7633.0,23556.0,23556.0,14029.117,144411.0,144411.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17937.0,194682.0,194682.0,4137.0,8731.0,8731.0,14135.287,145504.0,145504.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16825.0,179166.0,179166.0,2340.0,0.0,0.0,14006.156,144175.0,144175.0,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16604.0,182813.0,182813.0,2940.0,0.0,0.0,12427.833,128584.0,128584.0,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24967.0,274099.0,274099.0,2680.0,0.0,0.0,11422.503,118181.0,118181.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15960.0,176748.0,176748.0,1954.0,0.0,0.0,12510.2,129435.0,129435.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10647.0,113756.0,113756.0,1794.0,0.0,0.0,13697.437,141719.0,141719.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10655.0,122286.0,122286.0,1624.0,0.0,0.0,16061.716,166180.0,166180.0,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21209.0,239277.0,239277.0,3288.0,0.0,0.0,16828.899,174118.0,174118.0,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22368.0,253258.0,253258.0,3176.0,0.0,0.0,22715.31,235021.0,235021.0,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21799.0,247269.0,247269.0,3350.0,0.0,0.0,22626.81,234106.0,234106.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12397.0,136786.0,136786.0,2572.0,0.0,0.0,15350.589,158823.0,158823.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9762.0,112686.0,112686.0,1200.0,0.0,0.0,14432.013,149319.0,149319.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20055.0,216092.0,216092.0,4297.0,2231.0,2231.0,13343.899,138061.0,138061.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28768.0,319385.0,319385.0,9328.0,30011.0,30011.0,14243.791,147371.0,147371.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30501.0,339160.0,339160.0,8775.0,21463.0,21463.0,12050.416,124714.0,124714.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26407.0,290481.0,290481.0,10250.0,40820.0,40820.0,10862.991,112425.0,112425.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27083.0,289924.0,289924.0,7422.0,14784.0,14784.0,10542.147,109105.0,109105.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15685.0,173959.0,173959.0,4193.0,8480.0,8480.0,9314.137,96396.0,96396.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17038.0,189350.0,189350.0,4164.0,4058.0,4058.0,10527.882,108957.0,108957.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18713.0,212255.0,212255.0,6503.0,23445.0,23445.0,14004.985,144943.0,144943.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29114.0,329659.0,329659.0,11430.0,43961.0,43961.0,20375.972,210878.0,210878.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46504.0,510356.0,510356.0,13759.0,29879.0,29879.0,16030.336,165904.0,165904.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33905.0,371148.0,371148.0,9633.0,18626.0,18626.0,14461.293,149665.0,149665.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21593.0,237697.0,237697.0,5993.0,12693.0,12693.0,11340.851,117371.0,117371.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37029.0,400379.0,400379.0,9152.0,10303.0,10303.0,13617.204,140930.0,140930.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35368.0,379861.0,379861.0,8404.0,7736.0,7736.0,13033.786,134892.0,134892.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42711.0,460791.0,460791.0,11166.0,18844.0,18844.0,8844.927,90668.0,90668.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34248.0,362106.0,362106.0,7969.0,2940.0,2940.0,8026.818,82283.0,82283.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17722.0,190632.0,190632.0,3638.0,0.0,0.0,7712.583,79062.0,79062.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12720.0,138678.0,138678.0,2716.0,0.0,0.0,6631.805,67982.0,67982.0,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20873.0,220406.0,220406.0,6503.0,19539.0,19539.0,7844.759,80416.0,80416.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31641.0,348224.0,348224.0,13248.0,61308.0,61308.0,9735.319,99797.0,99797.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51760.0,576431.0,576431.0,19468.0,64347.0,64347.0,12439.896,127521.0,127521.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44805.0,485827.0,485827.0,14180.0,39570.0,39570.0,11069.778,113476.0,113476.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,33121.0,363679.0,363679.0,10872.0,30343.0,30343.0,9132.023,93612.0,93612.0,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,25201.0,265476.0,265476.0,10201.0,41156.0,41156.0,7767.932,79628.0,79628.0,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5847.0,69015.0,69015.0,2253.0,8757.0,8757.0,8122.765,83266.0,83266.0,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,28302.0,308489.0,308489.0,15421.0,72530.0,72530.0,9553.395,97931.0,97931.0,,,
