measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-06-01,14249.752,225775.0,225775.0,,,,0.0,0.0,0.0,33.483000000000004,529.0,529.0
2004-07-01,14774.321,234087.0,234087.0,,,,0.0,0.0,0.0,34.1,538.0,538.0
2004-08-01,13823.063,219015.0,219015.0,,,,0.0,0.0,0.0,31.252000000000002,493.0,493.0
2004-09-01,13468.367,213395.0,213395.0,,,,0.0,0.0,0.0,48.797000000000004,770.0,770.0
2004-10-01,12930.187,204868.0,204868.0,,,,0.0,0.0,0.0,8.712,138.0,138.0
2004-11-01,12470.527,197585.0,197585.0,,,,0.0,0.0,0.0,33.016,521.0,521.0
2004-12-01,14821.33,234831.0,234831.0,,,,0.0,0.0,0.0,49.561,782.0,782.0
2005-01-01,18733.18,286205.61,286205.61,,,,0.0,0.0,0.0,40.433,611.99,611.99
2005-02-01,16310.344000000001,249189.53,249189.53,,,,0.0,0.0,0.0,32.346000000000004,489.6,489.6
2005-03-01,16921.936999999998,258533.45,258533.45,,,,0.0,0.0,0.0,44.887,679.41,679.41
2005-04-01,15080.774000000001,230404.15,230404.15,,,,0.0,0.0,0.0,42.609,644.93,644.93
2005-05-01,16555.658,252937.44,252937.44,,,,0.0,0.0,0.0,40.744,616.71,616.71
2005-06-01,18439.57,281719.86,281719.86,,,,0.0,0.0,0.0,76.914,1164.17,1164.17
2005-07-01,19492.576,297807.69,297807.69,,,,0.0,0.0,0.0,101.253,1532.57,1532.57
2005-08-01,19709.45,301121.08,301121.08,,,,0.0,0.0,0.0,100.585,1522.45,1522.45
2005-09-01,18062.068,275952.38,275952.38,,,,0.0,0.0,0.0,60.898,921.75,921.75
2005-10-01,17056.24,260585.34,260585.34,,,,0.0,0.0,0.0,43.18,653.57,653.57
2005-11-01,16629.044,254058.63,254058.63,,,,0.0,0.0,0.0,37.844,572.81,572.81
2005-12-01,18571.16,283730.28,283730.28,,,,0.0,0.0,0.0,47.308,716.06,716.06
2006-01-01,17799.447,273232.0,273232.0,,,,0.0,0.0,0.0,20.945,316.0,316.0
2006-02-01,16952.02,260223.0,260223.0,,,,0.0,0.0,0.0,23.676000000000002,357.0,357.0
2006-03-01,17321.828,265900.0,265900.0,,,,0.0,0.0,0.0,31.199,470.0,470.0
2006-04-01,14737.019,226222.0,226222.0,,,,0.0,0.0,0.0,25.819000000000003,389.0,389.0
2006-05-01,15749.155,241759.0,241759.0,,,,0.0,0.0,0.0,34.01,512.0,512.0
2006-06-01,17061.846,261909.0,261909.0,,,,0.0,0.0,0.0,43.808,660.0,660.0
2006-07-01,19407.819000000003,297921.0,297921.0,,,,0.0,0.0,0.0,78.394,1181.0,1181.0
2006-08-01,19547.857,300071.0,300071.0,,,,0.0,0.0,0.0,69.66,1050.0,1050.0
2006-09-01,16241.91,249323.0,249323.0,,,,0.0,0.0,0.0,40.975,617.0,617.0
2006-10-01,16799.698,257885.0,257885.0,,,,0.0,0.0,0.0,44.384,669.0,669.0
2006-11-01,16610.813000000002,254985.0,254985.0,,,,0.0,0.0,0.0,29.839000000000002,450.0,450.0
2006-12-01,17982.59,276043.0,276043.0,,,,0.0,0.0,0.0,30.291,456.0,456.0
2007-01-01,15213.393,212819.0,212819.0,,,,,,,36.171,506.0,506.0
2007-02-01,15426.884,229108.0,229108.0,,,,,,,22.422,333.0,333.0
2007-03-01,16339.994,221526.0,221526.0,,,,,,,31.201,423.0,423.0
2007-04-01,11120.205,146118.0,146118.0,,,,,,,4.871,64.0,64.0
2007-05-01,12856.293,189554.0,189554.0,,,,,,,60.702000000000005,895.0,895.0
2007-06-01,21164.089,321264.0,321264.0,,,,,,,25.89,393.0,393.0
2007-07-01,22005.852,284724.0,284724.0,,,,,,,25.351000000000003,328.0,328.0
2007-08-01,20639.59,313202.0,313202.0,,,,,,,38.551,585.0,585.0
2007-09-01,17791.619,236385.0,236385.0,,,,,,,12.344000000000001,164.0,164.0
2007-10-01,12640.633,190904.0,190904.0,,,,,,,28.605,432.0,432.0
2007-11-01,19657.671000000002,279554.0,279554.0,,,,,,,28.479000000000003,405.0,405.0
2007-12-01,20782.91,299461.0,299461.0,,,,0.0,0.0,0.0,21.029,303.0,303.0
2008-01-01,20251.510000000002,251815.0,251815.0,,,,0.0,0.0,0.0,35.788000000000004,445.0,445.0
2008-02-01,21272.661,294090.0,294090.0,,,,0.0,0.0,0.0,94.974,1313.0,1313.0
2008-03-01,23665.75,321602.0,321602.0,,,,0.0,0.0,0.0,107.43700000000001,1460.0,1460.0
2008-04-01,17340.148,252977.0,252977.0,,,,0.0,0.0,0.0,14.394,210.0,210.0
2008-05-01,14635.497,205821.0,205821.0,,,,0.0,0.0,0.0,76.299,1073.0,1073.0
2008-06-01,22003.529,299532.0,299532.0,,,,0.0,0.0,0.0,84.33200000000001,1148.0,1148.0
2008-07-01,21774.8,312877.0,312877.0,,,,0.0,0.0,0.0,24.01,345.0,345.0
2008-08-01,23429.652000000002,324292.0,324292.0,,,,0.0,0.0,0.0,11.271,156.0,156.0
2008-09-01,20141.402,282741.0,282741.0,,,,0.0,0.0,0.0,25.859,363.0,363.0
2008-10-01,17921.585,234690.0,234690.0,,,,0.0,0.0,0.0,26.422,346.0,346.0
2008-11-01,10585.236,160243.0,160243.0,,,,0.0,0.0,0.0,56.809000000000005,860.0,860.0
2008-12-01,18534.695,288543.0,288543.0,,,,0.0,0.0,0.0,35.586,554.0,554.0
2009-01-01,17446.084000000003,246698.0,246698.0,,,,0.0,0.0,0.0,53.463,756.0,756.0
2009-02-01,13307.427,187996.0,187996.0,,,,0.0,0.0,0.0,97.40100000000001,1376.0,1376.0
2009-03-01,16454.078,218491.0,218491.0,,,,0.0,0.0,0.0,119.739,1590.0,1590.0
2009-04-01,7073.258000000001,94056.0,94056.0,,,,0.0,0.0,0.0,30.081000000000003,400.0,400.0
2009-05-01,6062.1050000000005,95339.0,95339.0,,,,0.0,0.0,0.0,26.197000000000003,412.0,412.0
2009-06-01,7744.892000000001,103303.0,103303.0,,,,0.0,0.0,0.0,40.26,537.0,537.0
2009-07-01,5000.279,83718.0,83718.0,,,,0.0,0.0,0.0,24.011000000000003,402.0,402.0
2009-08-01,8591.983,120102.0,120102.0,,,,0.0,0.0,0.0,43.996,615.0,615.0
2009-09-01,5940.404,76622.0,76622.0,,,,0.0,0.0,0.0,39.384,508.0,508.0
2009-10-01,9178.045,121221.0,121221.0,,,,0.0,0.0,0.0,2.423,32.0,32.0
2009-11-01,6261.1990000000005,88569.0,88569.0,,,,0.0,0.0,0.0,23.965,339.0,339.0
2009-12-01,4870.852,107809.0,107809.0,,,,0.0,0.0,0.0,28.599,633.0,633.0
2010-01-01,9714.329,128936.0,128936.0,0.0,0.0,0.0,,,,81.671,1084.0,1084.0
2010-02-01,10473.879,136577.0,136577.0,0.0,0.0,0.0,,,,1.074,14.0,14.0
2010-03-01,5146.036,80115.0,80115.0,0.0,0.0,0.0,,,,0.9640000000000001,15.0,15.0
2010-04-01,3628.288,75022.0,75022.0,0.0,0.0,0.0,,,,21.812,451.0,451.0
2010-05-01,5799.246,78468.0,78468.0,0.0,0.0,0.0,,,,9.608,130.0,130.0
2010-06-01,9045.572,127613.0,127613.0,0.0,0.0,0.0,,,,46.428000000000004,655.0,655.0
2010-07-01,8674.729000000001,125349.0,125349.0,0.0,0.0,0.0,,,,23.668000000000003,342.0,342.0
2010-08-01,8515.371000000001,119768.0,119768.0,0.0,0.0,0.0,,,,0.5690000000000001,8.0,8.0
2010-09-01,8417.33,113843.0,113843.0,0.0,0.0,0.0,,,,73.64200000000001,996.0,996.0
2010-10-01,9366.606,114397.0,114397.0,0.0,0.0,0.0,,,,31.85,389.0,389.0
2010-11-01,1040.603,17315.0,17315.0,0.0,0.0,0.0,,,,45.496,757.0,757.0
2010-12-01,5782.968,84629.0,84629.0,0.0,0.0,0.0,,,,47.013000000000005,688.0,688.0
2011-01-01,7829.757,114379.0,114379.0,0.0,24.0,24.0,,,,55.243,807.0,807.0
2011-02-01,8282.794,120803.0,120803.0,0.0,18.0,18.0,,,,0.206,3.0,3.0
2011-03-01,1391.34,42831.0,42831.0,0.0,18.0,18.0,,,,20.66,636.0,636.0
2011-04-01,8829.767,148551.0,148551.0,0.0,18.0,18.0,,,,62.233,1047.0,1047.0
2011-05-01,6240.644,86345.0,86345.0,0.0,18.0,18.0,,,,30.356,420.0,420.0
2011-06-01,8792.747,138620.0,138620.0,0.0,24.0,24.0,,,,34.253,540.0,540.0
2011-07-01,8943.579,138137.0,138137.0,0.0,18.0,18.0,,,,55.421,856.0,856.0
2011-08-01,9249.076,149027.0,149027.0,0.0,18.0,18.0,,,,1.924,31.0,31.0
2011-09-01,2936.353,44892.0,44892.0,0.0,12.0,12.0,,,,42.647,652.0,652.0
2011-10-01,8691.84,116999.0,116999.0,0.0,12.0,12.0,,,,4.16,56.0,56.0
2011-11-01,2108.0,38270.0,38270.0,0.0,24.0,24.0,,,,0.0,0.0,0.0
2011-12-01,4084.122,68076.0,68076.0,0.0,18.0,18.0,,,,14.878,248.0,248.0
2012-01-01,2730.462,56609.0,56609.0,5.966,94.0,94.0,,,,79.538,1649.0,1649.0
2012-02-01,-190.0,3294.0,3294.0,2.355,41.0,41.0,,,,0.0,0.0,0.0
2012-03-01,-225.053,0.0,0.0,2.563,41.0,41.0,,,,-0.947,0.0,0.0
2012-04-01,0.0,0.0,0.0,2.218,35.0,35.0,,,,-139.0,203.0,203.0
2012-05-01,0.0,0.0,0.0,2.172,35.0,35.0,,,,-227.0,1191.0,1191.0
2012-06-01,6095.703,103308.0,103308.0,3.425,59.0,59.0,,,,77.297,1310.0,1310.0
2012-07-01,8647.617,142648.0,142648.0,4.42,76.0,76.0,,,,74.383,1227.0,1227.0
2012-08-01,2802.848,55339.0,55339.0,3.404,59.0,59.0,,,,0.152,3.0,3.0
2012-09-01,2255.976,32141.0,32141.0,2.626,41.0,41.0,,,,35.024,499.0,499.0
2012-10-01,469.355,8873.0,8873.0,3.329,53.0,53.0,,,,2.645,50.0,50.0
2012-11-01,307.697,8191.0,8191.0,3.732,65.0,65.0,,,,39.303,1046.0,1046.0
2012-12-01,0.0,0.0,0.0,4.79,82.0,82.0,,,,-185.0,812.0,812.0
2013-01-01,0.0,0.0,0.0,3.372,35.0,35.0,,,,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,3.27,41.0,41.0,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,3.243,41.0,41.0,,,,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,2.126,29.0,29.0,,,,0.0,0.0,0.0
2013-05-01,2014.914,45593.0,45593.0,4.492,59.0,59.0,,,,25.086,568.0,568.0
2013-06-01,0.0,0.0,0.0,3.834,47.0,47.0,,,,0.0,0.0,0.0
2013-07-01,4519.414,76381.0,76381.0,5.507,71.0,71.0,,,,33.586,568.0,568.0
2013-08-01,0.0,0.0,0.0,2.818,35.0,35.0,,,,0.0,0.0,0.0
2013-09-01,1924.0,37540.0,37540.0,3.773,47.0,47.0,,,,0.0,0.0,0.0
2013-10-01,1622.809,19497.0,19497.0,2.414,29.0,29.0,,,,128.191,1540.0,1540.0
2013-11-01,2043.196,23725.0,23725.0,3.269,41.0,41.0,,,,74.804,869.0,869.0
2013-12-01,0.0,0.0,0.0,2.882,35.0,35.0,,,,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,6.699,24.0,24.0,,,,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,3.432,18.0,18.0,,,,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,3.278,18.0,18.0,,,,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,1.993,12.0,12.0,,,,0.0,0.0,0.0
2014-05-01,1631.965,37951.0,37951.0,1.906,6.0,6.0,,,,41.035,954.0,954.0
2014-06-01,0.0,0.0,0.0,2.231,12.0,12.0,,,,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,1.476,6.0,6.0,,,,0.0,0.0,0.0
2014-08-01,1303.814,15027.0,15027.0,2.169,12.0,12.0,,,,0.186,2.0,2.0
2014-09-01,1772.839,35388.0,35388.0,0.931,6.0,6.0,,,,58.161,1161.0,1161.0
2014-10-01,0.0,0.0,0.0,1.009,6.0,6.0,,,,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,1.322,6.0,6.0,,,,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,1.554,6.0,6.0,,,,0.0,0.0,0.0
2015-01-01,262.634,4900.0,4900.0,5.251,59.0,59.0,,,,17.366,324.0,324.0
2015-02-01,0.0,0.0,0.0,3.978,47.0,47.0,,,,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,4.482,53.0,53.0,,,,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,3.101,35.0,35.0,,,,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,4.869,59.0,59.0,,,,0.0,0.0,0.0
2015-06-01,2087.432,34753.0,34753.0,5.413,65.0,65.0,,,,45.568,759.0,759.0
2015-07-01,2805.369,46509.0,46509.0,5.825,71.0,71.0,,,,38.631,640.0,640.0
2015-08-01,2103.553,31163.0,31163.0,3.459,41.0,41.0,,,,57.447,851.0,851.0
2015-09-01,1487.486,17575.0,17575.0,2.704,35.0,35.0,,,,127.514,1507.0,1507.0
2015-10-01,0.0,0.0,0.0,2.858,35.0,35.0,,,,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,4.23,53.0,53.0,,,,0.0,0.0,0.0
2015-12-01,313.658,6054.0,6054.0,6.83,82.0,82.0,,,,40.342,779.0,779.0
2016-01-01,0.0,0.0,0.0,7.891,99.0,99.0,,,,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,7.85,99.0,99.0,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,8.144,105.0,105.0,,,,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,6.677,88.0,88.0,,,,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,10.676,134.0,134.0,,,,0.0,0.0,0.0
2016-06-01,527.476,25588.0,25588.0,9.218,117.0,117.0,,,,13.524,656.0,656.0
2016-07-01,5131.887,82710.0,82710.0,8.361,105.0,105.0,,,,90.113,1452.0,1452.0
2016-08-01,2970.731,41442.0,41442.0,8.383,105.0,105.0,,,,105.269,1469.0,1469.0
2016-09-01,834.799,11774.0,11774.0,5.877,76.0,76.0,,,,33.201,468.0,468.0
2016-10-01,0.0,0.0,0.0,5.703,70.0,70.0,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,10.637,134.0,134.0,,,,0.0,0.0,0.0
2016-12-01,537.6,4027.0,4027.0,14.583,187.0,187.0,,,,48.4,363.0,363.0
2017-01-01,0.0,0.0,0.0,5.869,41.0,41.0,,,,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,4.626,41.0,41.0,,,,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,6.087,53.0,53.0,,,,0.0,0.0,0.0
2017-04-01,428.564,7146.0,7146.0,4.635,41.0,41.0,,,,49.436,824.0,824.0
2017-05-01,703.288,10004.0,10004.0,6.773,58.0,58.0,,,,36.712,522.0,522.0
2017-06-01,14.314,681.0,681.0,6.799,58.0,58.0,,,,7.686,366.0,366.0
2017-07-01,1059.184,16067.0,16067.0,6.33,53.0,53.0,,,,43.816,665.0,665.0
2017-08-01,885.325,16577.0,16577.0,5.275,47.0,47.0,,,,32.675,612.0,612.0
2017-09-01,0.0,0.0,0.0,5.053,41.0,41.0,,,,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,4.704,41.0,41.0,,,,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,10.085,82.0,82.0,,,,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,5.764,47.0,47.0,,,,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,10.134,111.0,111.0,,,,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,6.082,64.0,64.0,,,,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,6.062,64.0,64.0,,,,0.0,0.0,0.0
2018-04-01,189.18,3084.0,3084.0,8.51,93.0,93.0,,,,42.82,698.0,698.0
2018-05-01,287.125,6179.0,6179.0,13.113,140.0,140.0,,,,26.875,578.0,578.0
2018-06-01,585.911,10487.0,10487.0,8.198,88.0,88.0,,,,23.089,413.0,413.0
2018-07-01,753.722,14669.0,14669.0,6.188,64.0,64.0,,,,54.278,1056.0,1056.0
2018-08-01,978.68,14002.0,14002.0,7.036,76.0,76.0,,,,26.32,377.0,377.0
2018-09-01,251.585,5050.0,5050.0,9.178,99.0,99.0,,,,47.415,952.0,952.0
2018-10-01,0.0,0.0,0.0,7.878,88.0,88.0,,,,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,9.969,105.0,105.0,,,,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,9.652,105.0,105.0,,,,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.159,58.0,58.0,,,,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.19,70.0,70.0,,,,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.195,70.0,70.0,,,,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.202,76.0,76.0,,,,0.0,0.0,0.0
2019-05-01,216.446,3701.0,3701.0,0.117,41.0,41.0,,,,25.554,437.0,437.0
2019-06-01,127.977,4991.0,4991.0,0.213,76.0,76.0,,,,8.023,313.0,313.0
2019-07-01,1240.071,23058.0,23058.0,0.184,64.0,64.0,,,,43.929,817.0,817.0
2019-08-01,901.031,11800.0,11800.0,0.105,41.0,41.0,,,,31.969,419.0,419.0
2019-09-01,53.014,2150.0,2150.0,0.099,35.0,35.0,,,,5.986,243.0,243.0
2019-10-01,0.0,0.0,0.0,0.09,35.0,35.0,,,,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.282,105.0,105.0,,,,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.164,58.0,58.0,,,,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,6.523,70.0,70.0,,,,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,8.268,88.0,88.0,,,,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,5.057,53.0,53.0,,,,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,5.608,58.0,58.0,,,,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,7.415,76.0,76.0,,,,1.0,516.0,516.0
2020-06-01,148.239,2444.0,2444.0,8.124,88.0,88.0,,,,37.761,623.0,623.0
2020-07-01,1201.779,17786.0,17786.0,11.762,123.0,123.0,,,,134.221,1986.0,1986.0
2020-08-01,210.321,3812.0,3812.0,7.017,76.0,76.0,,,,80.679,1462.0,1462.0
2020-09-01,0.0,0.0,0.0,4.33,47.0,47.0,,,,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,9.504,99.0,99.0,,,,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,6.88,70.0,70.0,,,,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,5.512,58.0,58.0,,,,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,3.934,47.0,47.0,,,,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,4.892,53.0,53.0,,,,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,3.721,41.0,41.0,,,,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,4.233,47.0,47.0,,,,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,10.523,117.0,117.0,,,,4.0,105.0,105.0
2021-06-01,221.682,4671.0,4671.0,9.32,105.0,105.0,,,,27.318,576.0,576.0
2021-07-01,171.405,4053.0,4053.0,3.131,35.0,35.0,,,,142.595,3372.0,3372.0
2021-08-01,127.502,1341.0,1341.0,4.651,53.0,53.0,,,,189.498,1993.0,1993.0
2021-09-01,0.0,0.0,0.0,4.37,47.0,47.0,,,,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,5.847,64.0,64.0,,,,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,10.348,117.0,117.0,,,,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,6.03,64.0,64.0,,,,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,1.53,23.0,23.0,,,,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,1.459,23.0,23.0,,,,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,1.159,18.0,18.0,,,,0.0,0.0,0.0
2022-04-01,2.943,4019.0,4019.0,0.961,18.0,18.0,,,,1.057,1443.0,1443.0
2022-05-01,0.0,0.0,0.0,1.376,23.0,23.0,,,,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,1.886,35.0,35.0,,,,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,1.985,35.0,35.0,,,,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.871,18.0,18.0,,,,16.0,395.0,395.0
2022-09-01,0.0,0.0,0.0,1.055,18.0,18.0,,,,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,1.791,29.0,29.0,,,,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,1.249,23.0,23.0,,,,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,2.678,47.0,47.0,,,,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,3.946,53.0,53.0,,,,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,1.537,18.0,18.0,,,,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,3.24,41.0,41.0,,,,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,3.937,47.0,47.0,,,,0.0,0.0,0.0
2023-05-01,0.05,25.0,25.0,7.14,88.0,88.0,,,,0.95,472.0,472.0
2023-06-01,22.044,298.0,298.0,4.428,53.0,53.0,,,,0.956,13.0,13.0
2023-07-01,155.307,2629.0,2629.0,4.335,53.0,53.0,,,,35.693,604.0,604.0
2023-08-01,262.006,4415.0,4415.0,2.779,35.0,35.0,,,,45.994,775.0,775.0
2023-09-01,97.729,2401.0,2401.0,3.41,41.0,41.0,,,,78.271,1923.0,1923.0
2023-10-01,0.0,0.0,0.0,5.664,70.0,70.0,,,,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,3.66,47.0,47.0,,,,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,5.924,70.0,70.0,,,,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,4.396,41.0,41.0,,,,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,2.667,29.0,29.0,,,,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,4.211,47.0,47.0,,,,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,7.073,76.0,76.0,,,,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,4.673,47.0,47.0,,,,0.0,0.0,0.0
2024-06-01,337.388,9278.0,9278.0,4.895,53.0,53.0,,,,66.612,1832.0,1832.0
2024-07-01,0.0,0.0,0.0,3.801,41.0,41.0,,,,91.0,412.0,412.0
