measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Subbituminous Coal-Combined Cycle Combustion Turbine Part Generation,Subbituminous Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Subbituminous Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-01-01,,,,,,,,,,0.0,0.0,0.0,7015.0,66260.0,66260.0,0.0,0.0,0.0,,,,268.0,2628.0,2628.0,0.0,0.0,0.0,,,,124329.0,1220624.0,1220624.0
2006-02-01,,,,,,,,,,0.0,0.0,0.0,17355.0,141542.0,141542.0,160.0,1631.0,1631.0,,,,70.0,5783.0,5783.0,0.0,0.0,0.0,,,,124649.0,1236360.0,1236360.0
2006-03-01,,,,,,,,,,3.0,35.0,35.0,8226.0,82418.0,82418.0,0.0,0.0,0.0,,,,799.0,8392.0,8392.0,0.0,0.0,0.0,,,,130616.0,1371806.0,1371806.0
2006-04-01,,,,,,,,,,4.0,41.0,41.0,-1267.0,0.0,0.0,0.0,0.0,0.0,,,,535.0,5285.0,5285.0,0.0,0.0,0.0,,,,129120.0,1276270.0,1276270.0
2006-05-01,,,,,,,,,,12.0,123.0,123.0,13169.0,112120.0,112120.0,0.0,0.0,0.0,,,,1637.0,16689.0,16689.0,0.0,0.0,0.0,,,,110936.0,1131212.0,1131212.0
2006-06-01,,,,,,,,,,5.0,59.0,59.0,55436.0,427823.0,427823.0,0.0,0.0,0.0,,,,222.0,2292.0,2292.0,0.0,0.0,0.0,,,,132575.0,1370223.0,1370223.0
2006-07-01,,,,,,,,,,21.0,217.0,217.0,76280.0,612048.0,612048.0,0.0,0.0,0.0,,,,358.0,3728.0,3728.0,0.0,0.0,0.0,,,,147831.0,1537409.0,1537409.0
2006-08-01,,,,,,,,,,2.0,24.0,24.0,80221.0,612909.0,612909.0,0.0,0.0,0.0,,,,973.0,10054.0,10054.0,0.0,0.0,0.0,,,,115624.0,1194599.0,1194599.0
2006-09-01,,,,,,,,,,16.0,170.0,170.0,2672.0,39187.0,39187.0,0.0,0.0,0.0,,,,2078.0,22138.0,22138.0,0.0,0.0,0.0,,,,141832.0,1510830.0,1510830.0
2006-10-01,,,,,,,,,,4.0,41.0,41.0,90890.0,702722.0,702722.0,0.0,0.0,0.0,,,,79.0,849.0,849.0,0.0,0.0,0.0,,,,165618.0,1780671.0,1780671.0
2006-11-01,,,,,,,,,,2.0,17.0,17.0,76046.0,634336.0,634336.0,0.0,0.0,0.0,,,,352.0,3412.0,3412.0,0.0,0.0,0.0,,,,134031.0,1300641.0,1300641.0
2006-12-01,,,,,,,,,,1.0,12.0,12.0,53905.0,403704.0,403704.0,0.0,0.0,0.0,,,,174.0,1815.0,1815.0,0.0,0.0,0.0,,,,144400.0,1502453.0,1502453.0
2007-01-01,,,,,,,,,,4.397,46.0,46.0,49220.0,565286.0,565286.0,21372.0,0.0,0.0,,,,1406.886,14848.0,14848.0,0.0,0.0,0.0,,,,145652.717,1537174.0,1537174.0
2007-02-01,,,,,,,,,,45.857,476.0,476.0,77339.0,819750.0,819750.0,32631.0,0.0,0.0,,,,750.863,7789.0,7789.0,0.0,0.0,0.0,,,,104889.28,1088022.0,1088022.0
2007-03-01,,,,,,,,,,0.0,0.0,0.0,48384.0,533706.0,533706.0,21085.0,0.0,0.0,,,,1005.421,10933.0,10933.0,0.0,0.0,0.0,,,,98859.579,1074962.0,1074962.0
2007-04-01,,,,,,,,,,1.6820000000000002,17.0,17.0,20791.0,230462.0,230462.0,8386.0,0.0,0.0,,,,858.595,8931.0,8931.0,0.0,0.0,0.0,,,,96317.723,1001920.0,1001920.0
2007-05-01,,,,,,,,,,4.225,47.0,47.0,-803.0,11790.0,11790.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,114728.775,1266702.0,1266702.0
2007-06-01,,,,,,,,,,2.7670000000000003,29.0,29.0,33713.0,383574.0,383574.0,14390.0,2835.0,2835.0,,,,383.968,4046.0,4046.0,0.0,0.0,0.0,,,,142466.265,1501186.0,1501186.0
2007-07-01,,,,,,,,,,1.077,12.0,12.0,45689.0,530387.0,530387.0,21456.0,16005.0,16005.0,,,,235.205,2548.0,2548.0,0.0,0.0,0.0,,,,139730.718,1513445.0,1513445.0
2007-08-01,,,,,,,,,,1.6540000000000001,18.0,18.0,53865.0,597269.0,597269.0,24325.0,2849.0,2849.0,,,,1343.891,14286.0,14286.0,0.0,0.0,0.0,,,,97179.455,1033080.0,1033080.0
2007-09-01,,,,,,,,,,1.6380000000000001,18.0,18.0,14761.0,170839.0,170839.0,5555.0,0.0,0.0,,,,357.368,3837.0,3837.0,0.0,0.0,0.0,,,,134293.994,1441975.0,1441975.0
2007-10-01,,,,,,,,,,3.861,41.0,41.0,11213.0,129579.0,129579.0,4156.0,0.0,0.0,,,,1520.58,16159.0,16159.0,0.0,0.0,0.0,,,,103183.559,1096527.0,1096527.0
2007-11-01,,,,,,,,,,6.038,64.0,64.0,49115.0,541794.0,541794.0,20376.0,0.0,0.0,,,,171.58200000000002,1832.0,1832.0,0.0,0.0,0.0,,,,142223.38,1518597.0,1518597.0
2007-12-01,,,,,,,,,,2.649,29.0,29.0,63588.0,689179.0,689179.0,27623.0,1941.0,1941.0,,,,848.9870000000001,9374.0,9374.0,0.0,0.0,0.0,,,,152815.365,1687372.0,1687372.0
2008-01-01,,,,,,,,,,0.0,0.0,0.0,31918.0,349893.0,349893.0,12284.0,0.0,0.0,,,,680.706,7233.0,7233.0,0.0,0.0,0.0,,,,136956.294,1455224.0,1455224.0
2008-02-01,,,,,,,,,,0.0,0.0,0.0,25365.0,277800.0,277800.0,9973.0,0.0,0.0,,,,194.823,2035.0,2035.0,0.0,0.0,0.0,,,,148283.177,1548986.0,1548986.0
2008-03-01,,,,,,,,,,0.0,0.0,0.0,43268.0,475384.0,475384.0,18467.0,0.0,0.0,,,,209.491,2224.0,2224.0,0.0,0.0,0.0,,,,158785.509,1685345.0,1685345.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.661,29.0,29.0,4002.0,48270.0,48270.0,455.0,0.0,0.0,,,,1321.84,14527.0,14527.0,0.0,0.0,0.0,,,,85660.499,941392.0,941392.0
2008-05-01,,,,,,,,,,0.0,0.0,0.0,5179.0,64872.0,64872.0,1353.0,921.0,921.0,,,,8686.237000000001,97875.0,97875.0,0.0,0.0,0.0,,,,100571.763,1133230.0,1133230.0
2008-06-01,,,,,,,,,,0.0,0.0,0.0,10866.0,135583.0,135583.0,12843.0,0.0,0.0,,,,4041.246,45477.0,45477.0,0.0,0.0,0.0,,,,98305.754,1106260.0,1106260.0
2008-07-01,,,,,,,,,,0.0,0.0,0.0,28815.0,336214.0,336214.0,2908.0,0.0,0.0,,,,848.3050000000001,9323.0,9323.0,0.0,0.0,0.0,,,,139426.695,1532280.0,1532280.0
2008-08-01,,,,,,,,,,0.0,0.0,0.0,27383.0,320179.0,320179.0,11531.0,0.0,0.0,,,,605.568,6156.0,6156.0,0.0,0.0,0.0,,,,135369.432,1376070.0,1376070.0
2008-09-01,,,,,,,,,,0.0,0.0,0.0,18637.0,218880.0,218880.0,7628.0,0.0,0.0,,,,297.3,3567.0,3567.0,0.0,0.0,0.0,,,,96165.7,1153634.0,1153634.0
2008-10-01,,,,,,,,,,0.0,0.0,0.0,1338.0,15955.0,15955.0,-659.0,0.0,0.0,,,,125.19500000000001,1329.0,1329.0,0.0,0.0,0.0,,,,143478.805,1523157.0,1523157.0
2008-11-01,,,,,,,,,,0.0,0.0,0.0,11891.0,133620.0,133620.0,4173.0,0.0,0.0,,,,146.66400000000002,1540.0,1540.0,0.0,0.0,0.0,,,,95186.336,999635.0,999635.0
2008-12-01,,,,,,,,,,0.0,0.0,0.0,26405.0,299379.0,299379.0,9869.0,0.0,0.0,,,,653.926,6902.0,6902.0,0.0,0.0,0.0,,,,118097.074,1246542.0,1246542.0
2009-01-01,,,,,,,,,,0.0,0.0,0.0,28169.0,309501.0,309501.0,10525.0,0.0,0.0,,,,131.00300000000001,1381.0,1381.0,,,,,,,153952.997,1622638.0,1622638.0
2009-02-01,,,,,,,,,,0.0,0.0,0.0,17293.0,183525.0,183525.0,6432.0,0.0,0.0,,,,215.00300000000001,2310.0,2310.0,,,,,,,130399.997,1401109.0,1401109.0
2009-03-01,,,,,,,,,,0.0,0.0,0.0,21336.0,238891.0,238891.0,8746.0,0.0,0.0,,,,248.335,2703.0,2703.0,,,,,,,89000.66500000001,968709.0,968709.0
2009-04-01,,,,,,,,,,0.0,0.0,0.0,39032.0,430276.0,430276.0,17346.0,0.0,0.0,,,,3.4010000000000002,38.0,38.0,,,,,,,48081.599,531387.0,531387.0
2009-05-01,,,,,,,,,,0.0,0.0,0.0,5159.0,63874.0,63874.0,1222.0,0.0,0.0,,,,339.736,4114.0,4114.0,,,,,,,39110.264,473578.0,473578.0
2009-06-01,,,,,,,,,,0.0,0.0,0.0,23134.0,254373.0,254373.0,10017.0,0.0,0.0,,,,1145.114,12611.0,12611.0,,,,,,,112731.886,1241462.0,1241462.0
2009-07-01,,,,,,,,,,0.0,0.0,0.0,6187.0,71973.0,71973.0,1563.0,0.0,0.0,,,,198.898,2200.0,2200.0,,,,,,,123362.102,1364365.0,1364365.0
2009-08-01,,,,,,,,,,0.0,0.0,0.0,42694.0,484836.0,484836.0,19269.0,0.0,0.0,,,,1807.554,19568.0,19568.0,,,,,,,107566.446,1164481.0,1164481.0
2009-09-01,,,,,,,,,,0.0,0.0,0.0,43726.0,491322.0,491322.0,20325.0,1526.0,1526.0,,,,601.778,6426.0,6426.0,,,,,,,114248.222,1219920.0,1219920.0
2009-10-01,,,,,,,,,,0.0,0.0,0.0,27813.0,309733.0,309733.0,12006.0,0.0,0.0,,,,874.123,10035.0,10035.0,,,,,,,107000.87700000001,1228401.0,1228401.0
2009-11-01,,,,,,,,,,0.0,0.0,0.0,30707.0,338629.0,338629.0,13532.0,0.0,0.0,,,,380.274,4047.0,4047.0,,,,,,,113945.726,1212686.0,1212686.0
2009-12-01,,,,,,,,,,0.0,0.0,0.0,33530.0,367027.0,367027.0,13947.0,0.0,0.0,,,,578.176,6039.0,6039.0,,,,,,,135648.824,1416824.0,1416824.0
2010-01-01,,,,,,,,,,1.6760000000000002,18.0,18.0,25738.0,280901.0,280901.0,10246.0,0.0,0.0,,,,272.939,2858.0,2858.0,,,,,,,152482.385,1596841.0,1596841.0
2010-02-01,,,,,,,,,,0.0,0.0,0.0,14583.0,177454.0,177454.0,5653.0,0.0,0.0,,,,613.9870000000001,6487.0,6487.0,,,,,,,127837.013,1350664.0,1350664.0
2010-03-01,,,,,,,,,,0.0,0.0,0.0,14608.0,149621.0,149621.0,5751.0,0.0,0.0,,,,405.96500000000003,4489.0,4489.0,,,,,,,68864.035,761432.0,761432.0
2010-04-01,,,,,,,,,,4.412,47.0,47.0,14812.0,165226.0,165226.0,5910.0,0.0,0.0,,,,434.654,4610.0,4610.0,,,,,,,117536.934,1246625.0,1246625.0
2010-05-01,,,,,,,,,,2.688,29.0,29.0,47621.0,528534.0,528534.0,21865.0,0.0,0.0,,,,3505.891,38146.0,38146.0,,,,,,,105845.421,1151660.0,1151660.0
2010-06-01,,,,,,,,,,1.106,12.0,12.0,20991.0,244344.0,244344.0,9333.0,1699.0,1699.0,,,,395.591,4184.0,4184.0,,,,,,,145103.303,1534555.0,1534555.0
2010-07-01,,,,,,,,,,2.173,23.0,23.0,53288.0,608792.0,608792.0,24476.0,2527.0,2527.0,,,,326.708,3518.0,3518.0,,,,,,,130565.119,1405896.0,1405896.0
2010-08-01,,,,,,,,,,1.084,12.0,12.0,44351.0,511976.0,511976.0,20732.0,2675.0,2675.0,,,,663.491,7157.0,7157.0,,,,,,,121844.425,1314295.0,1314295.0
2010-09-01,,,,,,,,,,1.082,12.0,12.0,5923.0,64944.0,64944.0,1995.0,0.0,0.0,,,,114.265,1236.0,1236.0,,,,,,,86638.653,936900.0,936900.0
2010-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-174.0,0.0,0.0,,,,14882.0,186666.0,186666.0,,,,,,,0.0,0.0,0.0
2010-11-01,,,,,,,,,,0.0,0.0,0.0,9061.0,126718.0,126718.0,2505.0,1313.0,1313.0,,,,34367.38,377929.0,377929.0,,,,,,,23128.62,254339.0,254339.0
2010-12-01,,,,,,,,,,2.6670000000000003,29.0,29.0,19225.0,210929.0,210929.0,5976.0,0.0,0.0,,,,510.348,5598.0,5598.0,,,,,,,80936.985,887782.0,887782.0
2011-01-01,,,,,,,,,,2.828,29.0,29.0,36628.0,409826.0,409826.0,13861.0,1708.0,1708.0,,,,159.383,1656.0,1656.0,,,,,,,78035.789,810805.0,810805.0
2011-02-01,,,,,,,,,,3.182,35.0,35.0,16964.0,178270.0,178270.0,5585.0,1665.0,1665.0,,,,6636.448,73535.0,73535.0,,,,,,,96320.37,1067275.0,1067275.0
2011-03-01,,,,,,,,,,2.742,29.0,29.0,35183.0,363363.0,363363.0,13237.0,971.0,971.0,,,,3949.169,42310.0,42310.0,,,,,,,126571.09,1356024.0,1356024.0
2011-04-01,,,,,,,,,,2.386,29.0,29.0,23197.0,257232.0,257232.0,9601.0,0.0,0.0,,,,2852.704,35124.0,35124.0,,,,,,,27630.91,340207.0,340207.0
2011-05-01,,,,,,,,,,2.151,24.0,24.0,3805.0,43041.0,43041.0,-460.0,0.0,0.0,,,,2898.531,31668.0,31668.0,,,,,,,120346.32,1314836.0,1314836.0
2011-06-01,,,,,,,,,,1.623,18.0,18.0,16367.0,200129.0,200129.0,6633.0,907.0,907.0,,,,2111.429,22938.0,22938.0,,,,,,,109947.95,1194448.0,1194448.0
2011-07-01,,,,,,,,,,0.559,6.0,6.0,47939.0,525040.0,525040.0,21086.0,983.0,983.0,,,,638.713,6713.0,6713.0,,,,,,,145099.73,1525134.0,1525134.0
2011-08-01,,,,,,,,,,1.052,12.0,12.0,38663.0,445042.0,445042.0,16463.0,1373.0,1373.0,,,,889.276,9933.0,9933.0,,,,,,,111349.67,1243722.0,1243722.0
2011-09-01,,,,,,,,,,1.096,12.0,12.0,8237.0,80224.0,80224.0,2895.0,0.0,0.0,,,,201.225,2159.0,2159.0,,,,,,,77105.679,827133.0,827133.0
2011-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-669.0,0.0,0.0,,,,1647.501,17986.0,17986.0,,,,,,,49097.499,535997.0,535997.0
2011-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-872.0,0.0,0.0,,,,496.499,5353.0,5353.0,,,,,,,121877.5,1314022.0,1314022.0
2011-12-01,,,,,,,,,,4.385,47.0,47.0,0.0,0.0,0.0,-1260.0,0.0,0.0,,,,222.993,2391.0,2391.0,,,,,,,119803.62,1284395.0,1284395.0
2012-01-01,,,,,,,,,,3.438,35.0,35.0,0.0,0.0,0.0,-2166.0,0.0,0.0,,,,184.542,1892.0,1892.0,,,,,,,130062.02,1333418.0,1333418.0
2012-02-01,,,,,,,,,,1.379,18.0,18.0,0.0,0.0,0.0,-1078.0,0.0,0.0,,,,964.904,12336.0,12336.0,,,,,,,58178.717,743813.0,743813.0
2012-03-01,,,,,,,,,,1.837,18.0,18.0,0.0,0.0,0.0,-2165.0,0.0,0.0,,,,987.469,9478.0,9478.0,,,,,,,95047.694,912301.0,912301.0
