measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2011-03-01,1957.224,19361.0,19361.0,,,
2011-04-01,1752.25,17334.0,17334.0,,,
2011-05-01,1703.846,16855.0,16855.0,,,
2011-06-01,2016.632,19949.0,19949.0,,,
2011-07-01,1968.018,19468.0,19468.0,,,
2011-08-01,2000.351,19788.0,19788.0,,,
2011-09-01,1779.168,17600.0,17600.0,,,
2011-10-01,1714.607,16961.0,16961.0,,,
2011-11-01,1887.123,18668.0,18668.0,,,
2011-12-01,2086.756,20643.0,20643.0,,,
2012-01-01,1959.154,19436.0,19436.0,,,
2012-02-01,1873.642,18587.0,18587.0,,,
2012-03-01,1387.839,13768.0,13768.0,,,
2012-04-01,1814.953,18005.0,18005.0,,,
2012-05-01,1980.424,19646.0,19646.0,,,
2012-06-01,1857.625,18428.0,18428.0,,,
2012-07-01,2017.773,20017.0,20017.0,,,
2012-08-01,1948.469,19330.0,19330.0,,,
2012-09-01,1900.4,18852.0,18852.0,,,
2012-10-01,1782.932,17687.0,17687.0,,,
2012-11-01,1868.407,18535.0,18535.0,,,
2012-12-01,2012.382,19963.0,19963.0,,,
2013-01-01,1548.615,15487.0,15487.0,,,
2013-02-01,1402.182,14022.0,14022.0,,,
2013-03-01,1512.739,15127.0,15127.0,,,
2013-04-01,1387.224,13872.0,13872.0,,,
2013-05-01,1453.397,14534.0,14534.0,,,
2013-06-01,1381.037,13811.0,13811.0,,,
2013-07-01,1486.607,14866.0,14866.0,,,
2013-08-01,1662.693,16627.0,16627.0,,,
2013-09-01,1510.14,15102.0,15102.0,,,
2013-10-01,1612.96,16130.0,16130.0,,,
2013-11-01,1609.951,16099.0,16099.0,,,
2013-12-01,1660.455,16605.0,16605.0,,,
2014-01-01,1025.507,13246.0,13246.0,,,
2014-02-01,1267.147,16367.0,16367.0,,,
2014-03-01,1381.667,17846.0,17846.0,,,
2014-04-01,1099.805,14205.0,14205.0,,,
2014-05-01,829.618,10716.0,10716.0,,,
2014-06-01,1187.87,15343.0,15343.0,,,
2014-07-01,2025.574,26163.0,26163.0,,,
2014-08-01,1506.988,19464.0,19464.0,,,
2014-09-01,1513.974,19555.0,19555.0,,,
2014-10-01,1323.206,17091.0,17091.0,,,
2014-11-01,1361.046,17580.0,17580.0,,,
2014-12-01,1450.598,18736.0,18736.0,,,
2015-01-01,1274.041,16491.0,16491.0,,,
2015-02-01,967.276,12521.0,12521.0,,,
2015-03-01,1644.97,21293.0,21293.0,,,
2015-04-01,1232.361,15952.0,15952.0,,,
2015-05-01,927.607,12007.0,12007.0,,,
2015-06-01,1193.269,15446.0,15446.0,,,
2015-07-01,1243.624,16098.0,16098.0,,,
2015-08-01,1370.204,17736.0,17736.0,,,
2015-09-01,1349.056,17462.0,17462.0,,,
2015-10-01,1195.035,15469.0,15469.0,,,
2015-11-01,1269.711,16435.0,16435.0,,,
2015-12-01,1176.846,15233.0,15233.0,,,
2016-01-01,1684.809,27077.0,27077.0,,,
2016-02-01,1572.857,25278.0,25278.0,,,
2016-03-01,1594.101,25619.0,25619.0,,,
2016-04-01,1389.372,22329.0,22329.0,,,
2016-05-01,1049.913,16874.0,16874.0,,,
2016-06-01,1628.89,26179.0,26179.0,,,
2016-07-01,1538.207,24721.0,24721.0,,,
2016-08-01,1592.576,25595.0,25595.0,,,
2016-09-01,1604.411,25785.0,25785.0,,,
2016-10-01,1357.685,21820.0,21820.0,,,
2016-11-01,1416.357,22763.0,22763.0,,,
2016-12-01,1653.822,26579.0,26579.0,,,
2017-01-01,1559.807,19974.0,19974.0,,,
2017-02-01,1396.022,17876.0,17876.0,,,
2017-03-01,1592.456,20392.0,20392.0,,,
2017-04-01,1481.346,18969.0,18969.0,,,
2017-05-01,1579.171,20222.0,20222.0,,,
2017-06-01,1501.194,19223.0,19223.0,,,
2017-07-01,1600.35,20493.0,20493.0,,,
2017-08-01,1586.944,20321.0,20321.0,,,
2017-09-01,1503.493,19253.0,19253.0,,,
2017-10-01,1330.841,17042.0,17042.0,,,
2017-11-01,1508.508,19317.0,19317.0,,,
2017-12-01,1661.868,21281.0,21281.0,,,
2018-01-01,1555.024,22127.0,22127.0,,,
2018-02-01,1439.795,20486.0,20486.0,,,
2018-03-01,1453.245,20678.0,20678.0,,,
2018-04-01,1365.373,19427.0,19427.0,,,
2018-05-01,1381.147,19652.0,19652.0,,,
2018-06-01,1293.912,18410.0,18410.0,,,
2018-07-01,1355.296,19284.0,19284.0,,,
2018-08-01,1398.698,19902.0,19902.0,,,
2018-09-01,1372.125,19523.0,19523.0,,,
2018-10-01,1383.117,19680.0,19680.0,,,
2018-11-01,1339.171,19054.0,19054.0,,,
2018-12-01,1425.097,20277.0,20277.0,,,
2019-01-01,1751.504,25378.0,25378.0,,,
2019-02-01,1575.029,22821.0,22821.0,,,
2019-03-01,1764.892,25572.0,25572.0,,,
2019-04-01,1641.617,23786.0,23786.0,,,
2019-05-01,1494.836,21659.0,21659.0,,,
2019-06-01,1552.579,22496.0,22496.0,,,
2019-07-01,1701.747,24657.0,24657.0,,,
2019-08-01,1761.556,25524.0,25524.0,,,
2019-09-01,1632.763,23658.0,23658.0,,,
2019-10-01,1482.32,21478.0,21478.0,,,
2019-11-01,1569.626,22743.0,22743.0,,,
2019-12-01,1715.531,24857.0,24857.0,,,
2020-01-01,1727.57,24892.0,24892.0,,,
2020-02-01,1577.283,22726.0,22726.0,,,
2020-03-01,1665.54,23998.0,23998.0,,,
2020-04-01,1551.441,22354.0,22354.0,,,
2020-05-01,1635.49,23565.0,23565.0,,,
2020-06-01,1519.006,21887.0,21887.0,,,
2020-07-01,1696.229,24440.0,24440.0,,,
2020-08-01,1620.507,23349.0,23349.0,,,
2020-09-01,1606.457,23147.0,23147.0,,,
2020-10-01,1558.416,22455.0,22455.0,,,
2020-11-01,1548.868,22317.0,22317.0,,,
2020-12-01,1446.193,20838.0,20838.0,,,
2021-01-01,1587.373,24459.0,24459.0,,,
2021-02-01,1451.388,22363.0,22363.0,,,
2021-03-01,1645.652,25356.0,25356.0,,,
2021-04-01,1372.478,21147.0,21147.0,,,
2021-05-01,1466.589,22597.0,22597.0,,,
2021-06-01,1501.909,23141.0,23141.0,,,
2021-07-01,1459.04,22481.0,22481.0,,,
2021-08-01,1446.74,22291.0,22291.0,,,
2021-09-01,1486.435,22903.0,22903.0,,,
2021-10-01,1431.522,22057.0,22057.0,,,
2021-11-01,1397.14,21527.0,21527.0,,,
2021-12-01,1438.734,22168.0,22168.0,,,
2022-01-01,1540.91,22108.0,22108.0,,,
2022-02-01,1365.908,19597.0,19597.0,,,
2022-03-01,1498.149,21494.0,21494.0,,,
2022-04-01,1194.876,17143.0,17143.0,,,
2022-05-01,1218.938,17488.0,17488.0,,,
2022-06-01,1329.937,19080.0,19080.0,,,
2022-07-01,1433.933,20573.0,20573.0,,,
2022-08-01,1506.132,21609.0,21609.0,,,
2022-09-01,1452.291,20836.0,20836.0,,,
2022-10-01,1458.112,20919.0,20919.0,,,
2022-11-01,1248.703,17915.0,17915.0,,,
2022-12-01,1409.111,20216.0,20216.0,,,
2023-01-01,1734.068,25270.0,25270.0,,,
2023-02-01,1696.259,24718.0,24718.0,,,
2023-03-01,1817.626,26487.0,26487.0,,,
2023-04-01,1617.397,23569.0,23569.0,,,
2023-05-01,1998.83,29127.0,29127.0,,,
2023-06-01,1826.916,26622.0,26622.0,,,
2023-07-01,1881.428,27417.0,27417.0,,,
2023-08-01,1979.372,28844.0,28844.0,,,
2023-09-01,1850.51,26966.0,26966.0,,,
2023-10-01,1861.687,27129.0,27129.0,,,
2023-11-01,1858.518,27083.0,27083.0,,,
2023-12-01,2101.389,30622.0,30622.0,,,
2024-01-01,1877.761,26587.0,26587.0,,,
2024-02-01,1678.805,23770.0,23770.0,,,
2024-03-01,2016.469,28551.0,28551.0,,,
2024-04-01,1694.354,23990.0,23990.0,,,
2024-05-01,1915.595,27123.0,27123.0,,,
2024-06-01,1796.942,25443.0,25443.0,,,
2024-07-01,1887.883,26731.0,26731.0,,,
2024-08-01,1846.133,26140.0,26140.0,,,
2024-09-01,1761.648,24943.0,24943.0,,,
2024-10-01,1744.689,24703.0,24703.0,,,
2024-11-01,1800.89,25498.0,25498.0,,,
2024-12-01,1912.831,27084.0,27084.0,,,
