measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2023-10-01,45.5,731.0,731.0,13.924,145.0,145.0
2023-11-01,70.027,1119.0,1119.0,21.431,226.0,226.0
2023-12-01,59.968,963.0,963.0,18.352,191.0,191.0
2024-01-01,180.208,2900.0,2900.0,64.075,667.0,667.0
2024-02-01,3.696,58.0,58.0,1.314,12.0,12.0
2024-03-01,10.556,168.0,168.0,3.753,41.0,41.0
2024-04-01,31.659,505.0,505.0,11.257,116.0,116.0
2024-05-01,13.436,215.0,215.0,4.777,52.0,52.0
2024-06-01,45.311,725.0,725.0,16.11,168.0,168.0
2024-07-01,181.739,2912.0,2912.0,64.618,673.0,673.0
2024-08-01,118.033,1891.0,1891.0,41.967,441.0,441.0
2024-09-01,43.412,696.0,696.0,15.435,162.0,162.0
2024-10-01,43.096,690.0,690.0,15.323,162.0,162.0
2024-11-01,9.714,157.0,157.0,3.454,35.0,35.0
2024-12-01,24.74,394.0,394.0,8.797,93.0,93.0
