measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed","Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2019-01-01,-109.836,0.0,0.0,47785.089,425526.0,425526.0
2019-02-01,-101.69,0.0,0.0,45818.239,408011.0,408011.0
2019-03-01,-110.549,0.0,0.0,45317.562,403553.0,403553.0
2019-04-01,-103.865,0.0,0.0,52758.67,469816.0,469816.0
2019-05-01,-94.27,0.0,0.0,51516.713,458756.0,458756.0
2019-06-01,-81.176,0.0,0.0,40829.365,363585.0,363585.0
2019-07-01,-82.922,0.0,0.0,42267.897,376396.0,376396.0
2019-08-01,-83.821,0.0,0.0,40623.822,361755.0,361755.0
2019-09-01,-91.729,0.0,0.0,39634.226,352943.0,352943.0
2019-10-01,-93.156,0.0,0.0,45333.143,403692.0,403692.0
2019-11-01,-100.339,0.0,0.0,42055.499,374504.0,374504.0
2019-12-01,-84.647,0.0,0.0,43289.775,385495.0,385495.0
2020-01-01,-126.219,0.0,0.0,45114.059,395515.0,395515.0
2020-02-01,-132.754,0.0,0.0,43674.59,382895.0,382895.0
2020-03-01,-111.053,0.0,0.0,43478.179,381173.0,381173.0
2020-04-01,-102.133,0.0,0.0,43774.857,383774.0,383774.0
2020-05-01,-85.314,0.0,0.0,45632.364,400059.0,400059.0
2020-06-01,-97.521,0.0,0.0,48022.016,421009.0,421009.0
2020-07-01,-123.198,0.0,0.0,39527.664,346539.0,346539.0
2020-08-01,-141.478,0.0,0.0,36289.503,318150.0,318150.0
2020-09-01,-126.49,0.0,0.0,29521.081,258811.0,258811.0
2020-10-01,-162.42,0.0,0.0,41614.306,364833.0,364833.0
2020-11-01,-132.865,0.0,0.0,42217.638,370122.0,370122.0
2020-12-01,-125.555,0.0,0.0,44964.743,394206.0,394206.0
2021-01-01,-145.483,0.0,0.0,38202.507,337863.0,337863.0
2021-02-01,-90.015,0.0,0.0,30388.493,268756.0,268756.0
2021-03-01,-97.777,0.0,0.0,52134.058,461074.0,461074.0
2021-04-01,-149.802,0.0,0.0,45222.852,399951.0,399951.0
2021-05-01,-155.778,0.0,0.0,45406.859,401578.0,401578.0
2021-06-01,-147.236,0.0,0.0,34091.832,301508.0,301508.0
2021-07-01,-109.164,0.0,0.0,26118.895,230996.0,230996.0
2021-08-01,-137.958,0.0,0.0,34167.132,302174.0,302174.0
2021-09-01,-138.901,0.0,0.0,32395.135,286503.0,286503.0
2021-10-01,-160.818,0.0,0.0,40345.671,356817.0,356817.0
2021-11-01,-91.503,0.0,0.0,39381.147,348287.0,348287.0
2021-12-01,-171.565,0.0,0.0,44727.419,395569.0,395569.0
2022-01-01,-134.921,0.0,0.0,35314.681,120494.0,120494.0
2022-02-01,-104.98,0.0,0.0,35073.62,119671.0,119671.0
2022-03-01,-114.24,0.0,0.0,45026.648,153631.0,153631.0
2022-04-01,-94.695,0.0,0.0,48336.286,164923.0,164923.0
2022-05-01,-146.962,0.0,0.0,50139.784,171077.0,171077.0
2022-06-01,-122.743,0.0,0.0,39125.174,133495.0,133495.0
2022-07-01,-110.559,0.0,0.0,35274.013,120355.0,120355.0
2022-08-01,-98.652,0.0,0.0,25264.532,86203.0,86203.0
2022-09-01,-73.61,0.0,0.0,23312.317,79542.0,79542.0
2022-10-01,-100.669,0.0,0.0,30397.881,103718.0,103718.0
2022-11-01,-104.036,0.0,0.0,36856.274,125754.0,125754.0
2022-12-01,-80.933,0.0,0.0,34621.79,118130.0,118130.0
2023-01-01,-79.0,0.0,0.0,42750.0,145863.0,145863.0
2023-02-01,-94.0,0.0,0.0,32597.0,111221.0,111221.0
2023-03-01,-98.0,0.0,0.0,44237.0,150937.0,150937.0
2023-04-01,-71.0,0.0,0.0,43391.0,148050.0,148050.0
2023-05-01,-87.0,0.0,0.0,33505.0,114319.0,114319.0
2023-06-01,-86.0,0.0,0.0,35598.0,121460.0,121460.0
2023-07-01,-63.0,0.0,0.0,36156.0,123364.0,123364.0
2023-08-01,-74.0,0.0,0.0,28286.0,96512.0,96512.0
2023-09-01,-75.0,0.0,0.0,28935.0,98726.0,98726.0
2023-10-01,-72.0,0.0,0.0,37195.0,126909.0,126909.0
2023-11-01,-82.0,0.0,0.0,32164.0,109744.0,109744.0
2023-12-01,-77.0,0.0,0.0,33331.0,113725.0,113725.0
2024-01-01,-76.0,0.0,0.0,29927.0,102111.0,102111.0
2024-02-01,-77.0,0.0,0.0,32962.0,112466.0,112466.0
2024-03-01,-132.0,0.0,0.0,23817.0,81264.0,81264.0
2024-04-01,-97.0,0.0,0.0,28042.0,95679.0,95679.0
2024-05-01,-73.0,0.0,0.0,31979.0,109112.0,109112.0
2024-06-01,-62.0,0.0,0.0,42342.0,144471.0,144471.0
2024-07-01,-75.0,0.0,0.0,30805.0,105107.0,105107.0
2024-08-01,-62.0,0.0,0.0,28571.0,97484.0,97484.0
2024-09-01,-64.0,0.0,0.0,19145.0,65323.0,65323.0
2024-10-01,-93.0,0.0,0.0,20186.0,68875.0,68875.0
2024-11-01,-80.0,0.0,0.0,22074.0,75316.0,75316.0
2024-12-01,-44.0,0.0,0.0,26148.0,89217.0,89217.0
