measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-04-01,8974.0,117899.0,117899.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-219.0,0.0,0.0
2004-05-01,4282.0,58728.0,58728.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-235.0,0.0,0.0
2004-06-01,90.0,3839.0,3839.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-218.0,0.0,0.0
2004-07-01,372.0,8295.0,8295.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-219.0,0.0,0.0
2004-08-01,153.0,6358.0,6358.0,5.0,76.0,76.0,0.0,0.0,0.0,,,,-220.0,0.0,0.0
2004-09-01,39.0,3508.0,3508.0,2.0,17.0,17.0,0.0,0.0,0.0,,,,-225.0,0.0,0.0
2004-10-01,89.0,2664.0,2664.0,2.0,23.0,23.0,0.0,0.0,0.0,,,,-262.0,0.0,0.0
2004-11-01,196.0,5241.0,5241.0,2.0,52.0,52.0,0.0,0.0,0.0,,,,-266.0,0.0,0.0
2004-12-01,246.0,9132.0,9132.0,2.0,48.0,48.0,265.0,3642.0,3642.0,,,,8525.0,108360.0,108360.0
2005-01-01,154.0,7852.95,7852.95,1.0,29.09,29.09,-325.0,1122.68,1122.68,,,,0.0,0.0,0.0
2005-02-01,79.0,2815.43,2815.43,2.0,17.45,17.45,0.0,0.0,0.0,,,,-260.0,0.0,0.0
2005-03-01,3044.0,42330.31,42330.31,2.0,17.45,17.45,0.0,0.0,0.0,,,,-285.0,0.0,0.0
2005-04-01,9563.0,125920.6,125920.6,2.0,63.99,63.99,0.0,0.0,0.0,,,,-267.0,0.0,0.0
2005-05-01,2961.0,40730.63,40730.63,1.0,29.09,29.09,0.0,0.0,0.0,,,,-280.0,0.0,0.0
2005-06-01,56.0,3548.37,3548.37,0.0,0.0,0.0,0.0,0.0,0.0,,,,-259.0,0.0,0.0
2005-07-01,1268.0,20196.62,20196.62,3.0,52.35,52.35,242.0,3117.91,3117.91,,,,10039.0,129529.49,129529.49
2005-08-01,120.0,4391.84,4391.84,0.0,0.0,0.0,118.0,1780.0,1780.0,,,,6315.0,95447.08,95447.08
2005-09-01,149.0,4723.4,4723.4,0.0,0.0,0.0,325.0,4444.19,4444.19,,,,11198.0,153031.79,153031.79
2005-10-01,12.0,2809.61,2809.61,0.0,0.0,0.0,221.0,2873.6,2873.6,,,,10362.0,134452.23,134452.23
2005-11-01,55.0,3757.78,3757.78,7.0,145.43,145.43,62.0,878.37,878.37,,,,3582.0,50966.64,50966.64
2005-12-01,-113.0,2047.58,2047.58,0.0,17.45,17.45,155.0,1878.89,1878.89,,,,20710.0,250280.94,250280.94
2006-01-01,284.0,3932.0,3932.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-256.0,0.0,0.0
2006-02-01,125.0,5212.0,5212.0,2.0,23.0,23.0,0.0,0.0,0.0,,,,-231.0,0.0,0.0
2006-03-01,-150.0,919.0,919.0,0.0,17.0,17.0,280.0,3624.0,3624.0,,,,16245.0,209913.0,209913.0
2006-04-01,159.0,4718.0,4718.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-249.0,0.0,0.0
2006-05-01,1464.0,22401.0,22401.0,2.0,35.0,35.0,-255.0,1088.0,1088.0,,,,0.0,0.0,0.0
2006-06-01,10.0,2821.0,2821.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-262.0,0.0,0.0
2006-07-01,31.0,3217.0,3217.0,0.0,0.0,0.0,82.0,1396.0,1396.0,,,,1701.0,29053.0,29053.0
2006-08-01,310.0,7178.0,7178.0,0.0,0.0,0.0,335.0,4584.0,4584.0,,,,6988.0,95648.0,95648.0
2006-09-01,1083.0,17643.0,17643.0,0.0,0.0,0.0,-244.0,198.0,198.0,,,,0.0,0.0,0.0
2006-10-01,608.0,10738.0,10738.0,2.0,52.0,52.0,0.0,0.0,0.0,,,,-249.0,0.0,0.0
2006-11-01,-148.0,727.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-251.0,0.0,0.0
2006-12-01,-169.0,907.0,907.0,2.0,64.0,64.0,253.0,7353.0,7353.0,,,,595.0,17336.0,17336.0
2007-01-01,125.0,4572.0,4572.0,0.0,0.0,0.0,198.821,3636.0,3636.0,,,,701.1790000000001,12822.0,12822.0
2007-02-01,-47.0,2500.0,2500.0,2.0,17.0,17.0,-125.5,0.0,0.0,,,,-125.5,0.0,0.0
2007-03-01,183.0,1728.0,1728.0,2.0,29.0,29.0,-124.5,0.0,0.0,,,,-124.5,0.0,0.0
2007-04-01,0.0,3345.0,3345.0,2.0,23.0,23.0,-119.0,0.0,0.0,,,,-119.0,0.0,0.0
2007-05-01,1712.0,26537.0,26537.0,2.0,29.0,29.0,103.99600000000001,2274.0,2274.0,,,,445.004,9732.0,9732.0
2007-06-01,37.0,4357.0,4357.0,0.0,0.0,0.0,-123.0,0.0,0.0,,,,-123.0,0.0,0.0
2007-07-01,126.0,4671.0,4671.0,5.0,87.0,87.0,-248.0,93.0,93.0,,,,0.0,0.0,0.0
2007-08-01,1255.0,23169.0,23169.0,0.0,0.0,0.0,326.79400000000004,5264.0,5264.0,,,,11842.206,190769.0,190769.0
2007-09-01,-175.0,0.0,0.0,2.0,47.0,47.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-10-01,2114.0,16811.0,16811.0,1.0,41.0,41.0,-123.5,0.0,0.0,,,,-123.5,0.0,0.0
2007-11-01,610.0,12547.0,12547.0,0.0,0.0,0.0,-117.0,0.0,0.0,,,,-117.0,0.0,0.0
2007-12-01,-15.0,3031.0,3031.0,2.0,41.0,41.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-01-01,3071.0,43971.0,43971.0,2.0,12.0,12.0,-142.5,0.0,0.0,,,,-142.5,0.0,0.0
2008-02-01,2.0,3211.0,3211.0,0.0,12.0,12.0,-120.0,0.0,0.0,,,,-120.0,0.0,0.0
2008-03-01,216.0,24187.0,24187.0,2.0,52.0,52.0,-113.5,0.0,0.0,,,,-113.5,0.0,0.0
2008-04-01,-194.0,0.0,0.0,0.0,0.0,0.0,-106.0,0.0,0.0,,,,-106.0,0.0,0.0
2008-05-01,60.0,3618.0,3618.0,2.0,23.0,23.0,-116.0,0.0,0.0,,,,-116.0,0.0,0.0
2008-06-01,54.0,3508.0,3508.0,1.0,29.0,29.0,210.149,5131.0,5131.0,,,,450.851,11007.0,11007.0
2008-07-01,57.0,3409.0,3409.0,0.0,0.0,0.0,-123.5,0.0,0.0,,,,-123.5,0.0,0.0
2008-08-01,-6.0,2833.0,2833.0,2.0,35.0,35.0,187.45700000000002,4153.0,4153.0,,,,1593.5430000000001,35307.0,35307.0
2008-09-01,66.0,3258.0,3258.0,0.0,0.0,0.0,-249.0,477.0,477.0,,,,0.0,0.0,0.0
2008-10-01,39.0,3281.0,3281.0,2.0,29.0,29.0,-118.0,0.0,0.0,,,,-118.0,0.0,0.0
2008-11-01,848.0,14287.0,14287.0,1.0,29.0,29.0,-127.5,0.0,0.0,,,,-127.5,0.0,0.0
2008-12-01,125.0,5096.0,5096.0,2.0,23.0,23.0,-131.0,0.0,0.0,,,,-131.0,0.0,0.0
2009-01-01,75.0,4595.0,4595.0,1.0,23.0,23.0,-144.0,0.0,0.0,,,,-144.0,0.0,0.0
2009-02-01,1876.0,27916.0,27916.0,4.0,35.0,35.0,-124.0,0.0,0.0,,,,-124.0,0.0,0.0
2009-03-01,0.0,2943.0,2943.0,0.0,0.0,0.0,-116.5,0.0,0.0,,,,-116.5,0.0,0.0
2009-04-01,26.0,3164.0,3164.0,5.0,41.0,41.0,-107.0,0.0,0.0,,,,-107.0,0.0,0.0
2009-05-01,5421.0,73131.0,73131.0,2.0,76.0,76.0,296.538,5462.0,5462.0,,,,1405.462,25888.0,25888.0
2009-06-01,29.0,2402.0,2402.0,2.0,29.0,29.0,-108.0,0.0,0.0,,,,-108.0,0.0,0.0
2009-07-01,16.0,2885.0,2885.0,2.0,23.0,23.0,-107.0,0.0,0.0,,,,-107.0,0.0,0.0
2009-08-01,242.0,6096.0,6096.0,2.0,35.0,35.0,-112.0,0.0,0.0,,,,-112.0,0.0,0.0
2009-09-01,-50.0,1780.0,1780.0,1.0,23.0,23.0,-110.5,0.0,0.0,,,,-110.5,0.0,0.0
2009-10-01,-60.0,1885.0,1885.0,0.0,0.0,0.0,-113.5,0.0,0.0,,,,-113.5,0.0,0.0
2009-11-01,-5.0,2845.0,2845.0,1.0,47.0,47.0,-107.5,0.0,0.0,,,,-107.5,0.0,0.0
2009-12-01,52.0,3950.0,3950.0,5.0,52.0,52.0,-118.0,0.0,0.0,,,,-118.0,0.0,0.0
2010-01-01,3962.0,53545.0,53545.0,4.0,58.0,58.0,-54.359,0.0,0.0,,,,-257.641,0.0,0.0
2010-02-01,54.0,3979.0,3979.0,4.0,29.0,29.0,-46.693000000000005,0.0,0.0,,,,-221.30700000000002,0.0,0.0
2010-03-01,-18.0,2949.0,2949.0,2.0,17.0,17.0,-53.837,0.0,0.0,,,,-255.163,0.0,0.0
2010-04-01,160.0,4962.0,4962.0,2.0,17.0,17.0,105.94800000000001,1437.0,1437.0,,,,5043.052000000001,68391.0,68391.0
2010-05-01,7.0,2746.0,2746.0,4.0,52.0,52.0,49.491,1169.0,1169.0,,,,307.509,7265.0,7265.0
2010-06-01,67.0,3449.0,3449.0,7.0,76.0,76.0,-38.505,0.0,0.0,,,,-182.495,0.0,0.0
2010-07-01,67.0,3641.0,3641.0,2.0,17.0,17.0,-38.679,0.0,0.0,,,,-183.321,0.0,0.0
2010-08-01,49.0,3385.0,3385.0,12.0,128.0,128.0,-46.519000000000005,0.0,0.0,,,,-220.48100000000002,0.0,0.0
2010-09-01,-139.0,3752.0,3752.0,5.0,47.0,47.0,-37.111000000000004,0.0,0.0,,,,-175.889,0.0,0.0
2010-10-01,-2.0,2641.0,2641.0,4.0,41.0,41.0,-35.194,0.0,0.0,,,,-166.806,0.0,0.0
2010-11-01,-58.0,1861.0,1861.0,3.0,29.0,29.0,-35.891,0.0,0.0,,,,-170.109,0.0,0.0
2010-12-01,904.0,16596.0,16596.0,4.0,41.0,41.0,-49.307,0.0,0.0,,,,-233.693,0.0,0.0
2011-01-01,-194.0,1687.0,1687.0,2.0,17.0,17.0,214.871,4735.0,4735.0,,,,1885.129,41542.0,41542.0
2011-02-01,3.0,2885.0,2885.0,4.0,17.0,17.0,-7.76,0.0,0.0,,,,-224.24,0.0,0.0
2011-03-01,177.0,5346.0,5346.0,4.0,41.0,41.0,-8.094,0.0,0.0,,,,-233.906,0.0,0.0
2011-04-01,-69.0,1768.0,1768.0,3.0,41.0,41.0,-7.76,0.0,0.0,,,,-224.24,0.0,0.0
2011-05-01,-63.0,1774.0,1774.0,2.0,17.0,17.0,181.321,4078.0,4078.0,,,,828.679,18636.0,18636.0
2011-06-01,126.0,4584.0,4584.0,4.0,41.0,41.0,-8.094,0.0,0.0,,,,-233.906,0.0,0.0
2011-07-01,60.0,3467.0,3467.0,4.0,41.0,41.0,-7.626,0.0,0.0,,,,-220.374,0.0,0.0
2011-08-01,3.0,2559.0,2559.0,2.0,17.0,17.0,159.758,3607.0,3607.0,,,,872.242,19691.0,19691.0
2011-09-01,184.0,5509.0,5509.0,6.0,64.0,64.0,-7.459,0.0,0.0,,,,-215.541,0.0,0.0
2011-10-01,4.0,2746.0,2746.0,0.0,41.0,41.0,-7.024,0.0,0.0,,,,-202.976,0.0,0.0
2011-11-01,-8.0,2734.0,2734.0,0.0,12.0,12.0,-7.057,0.0,0.0,,,,-203.943,0.0,0.0
2011-12-01,252.0,6370.0,6370.0,6.0,64.0,64.0,-7.626,0.0,0.0,,,,-220.374,0.0,0.0
2012-01-01,92.0,4398.0,4398.0,4.0,47.0,47.0,-36.426,0.0,0.0,,,,-230.574,0.0,0.0
2012-02-01,75.0,3822.0,3822.0,0.0,0.0,0.0,-32.606,0.0,0.0,,,,-206.394,0.0,0.0
2012-03-01,-74.0,1908.0,1908.0,2.0,17.0,17.0,-28.786,0.0,0.0,,,,-182.214,0.0,0.0
2012-04-01,75.0,3752.0,3752.0,2.0,23.0,23.0,-26.876,0.0,0.0,,,,-170.124,0.0,0.0
2012-05-01,44.0,3356.0,3356.0,2.0,23.0,23.0,-28.786,0.0,0.0,,,,-182.214,0.0,0.0
2012-06-01,-53.0,1832.0,1832.0,0.0,0.0,0.0,-28.786,0.0,0.0,,,,-182.214,0.0,0.0
2012-07-01,-2.0,2717.0,2717.0,3.0,17.0,17.0,-30.696,0.0,0.0,,,,-194.304,0.0,0.0
2012-08-01,57.0,3531.0,3531.0,2.0,23.0,23.0,-29.605,0.0,0.0,,,,-187.395,0.0,0.0
2012-09-01,-45.0,1861.0,1861.0,2.0,35.0,35.0,-27.558,0.0,0.0,,,,-174.442,0.0,0.0
2012-10-01,76.0,3694.0,3694.0,2.0,17.0,17.0,-28.377,0.0,0.0,,,,-179.623,0.0,0.0
2012-11-01,-67.0,1943.0,1943.0,2.0,23.0,23.0,-25.785,0.0,0.0,,,,-163.215,0.0,0.0
2012-12-01,146.0,4805.0,4805.0,2.0,17.0,17.0,-28.377,0.0,0.0,,,,-179.623,0.0,0.0
2013-01-01,-6.0,2862.0,2862.0,2.0,17.0,17.0,-108.0,0.0,0.0,,,,-108.0,0.0,0.0
2013-02-01,550.0,9976.0,9976.0,2.0,23.0,23.0,-100.0,0.0,0.0,,,,-100.0,0.0,0.0
2013-03-01,57.0,3828.0,3828.0,2.0,12.0,12.0,-105.0,0.0,0.0,,,,-105.0,0.0,0.0
2013-04-01,-116.0,931.0,931.0,2.0,17.0,17.0,-91.0,0.0,0.0,,,,-91.0,0.0,0.0
2013-05-01,-119.0,902.0,902.0,0.0,0.0,0.0,-96.5,0.0,0.0,,,,-96.5,0.0,0.0
2013-06-01,-50.0,1797.0,1797.0,2.0,17.0,17.0,-95.5,0.0,0.0,,,,-95.5,0.0,0.0
2013-07-01,-119.0,1041.0,1041.0,2.0,23.0,23.0,-98.0,0.0,0.0,,,,-98.0,0.0,0.0
2013-08-01,-63.0,1693.0,1693.0,3.0,29.0,29.0,-99.0,0.0,0.0,,,,-99.0,0.0,0.0
2013-09-01,-52.0,1861.0,1861.0,1.0,12.0,12.0,-87.0,0.0,0.0,,,,-87.0,0.0,0.0
2013-10-01,-60.0,1803.0,1803.0,0.0,0.0,0.0,-88.0,0.0,0.0,,,,-88.0,0.0,0.0
2013-11-01,27.0,3356.0,3356.0,0.0,0.0,0.0,-113.0,0.0,0.0,,,,-113.0,0.0,0.0
2013-12-01,-16.0,3066.0,3066.0,0.0,0.0,0.0,-129.5,0.0,0.0,,,,-129.5,0.0,0.0
2014-01-01,4868.0,63626.0,63626.0,5.0,58.0,58.0,420.652,6137.0,6137.0,,,,4545.348,66313.0,66313.0
2014-02-01,-221.0,0.0,0.0,1.0,23.0,23.0,-104.5,0.0,0.0,,,,-104.5,0.0,0.0
2014-03-01,-79.0,2053.0,2053.0,0.0,0.0,0.0,-99.0,0.0,0.0,,,,-99.0,0.0,0.0
2014-04-01,-56.0,1885.0,1885.0,0.0,0.0,0.0,-176.0,349.0,349.0,,,,0.0,0.0,0.0
2014-05-01,-59.0,1838.0,1838.0,2.0,17.0,17.0,-90.5,0.0,0.0,,,,-90.5,0.0,0.0
2014-06-01,-48.0,2071.0,2071.0,0.0,0.0,0.0,-93.0,0.0,0.0,,,,-93.0,0.0,0.0
2014-07-01,-92.0,1338.0,1338.0,2.0,17.0,17.0,-93.0,0.0,0.0,,,,-93.0,0.0,0.0
2014-08-01,5.0,2676.0,2676.0,2.0,23.0,23.0,-89.5,0.0,0.0,,,,-89.5,0.0,0.0
2014-09-01,-53.0,1821.0,1821.0,2.0,17.0,17.0,-87.0,0.0,0.0,,,,-87.0,0.0,0.0
2014-10-01,-173.0,157.0,157.0,1.0,12.0,12.0,-88.0,0.0,0.0,,,,-88.0,0.0,0.0
2014-11-01,186.0,5706.0,5706.0,1.0,17.0,17.0,-95.0,0.0,0.0,,,,-95.0,0.0,0.0
2014-12-01,-227.0,151.0,151.0,2.0,17.0,17.0,-88.0,0.0,0.0,,,,-88.0,0.0,0.0
2015-01-01,1379.0,21372.0,21372.0,2.0,17.0,17.0,-24.226,0.0,0.0,,,,-261.774,0.0,0.0
2015-02-01,-259.0,593.0,593.0,0.0,0.0,0.0,80.563,3874.0,3874.0,,,,250.437,12043.0,12043.0
2015-03-01,-185.0,582.0,582.0,2.0,17.0,17.0,-14.315,0.0,0.0,,,,-154.685,0.0,0.0
2015-04-01,-159.0,0.0,0.0,0.0,0.0,0.0,-5.76,0.0,0.0,,,,-62.24,0.0,0.0
2015-05-01,398.0,7888.0,7888.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2015-06-01,-169.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2015-07-01,-177.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2015-08-01,-16.0,2856.0,2856.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2015-09-01,-86.0,1332.0,1332.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2015-10-01,13.0,1885.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-11-01,207.0,5642.0,5642.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-12-01,314.0,7417.0,7417.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-01-01,-107.0,1891.0,1891.0,1.0,12.0,12.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-02-01,115.0,5567.0,5567.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-03-01,-140.0,971.0,971.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-04-01,4286.0,58554.0,58554.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-05-01,1271.0,20278.0,20278.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-06-01,-115.0,896.0,896.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-07-01,-8.0,2507.0,2507.0,2.0,23.0,23.0,,,,0.0,0.0,0.0,,,
2016-08-01,28.0,2874.0,2874.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-09-01,219.0,5427.0,5427.0,0.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-10-01,-10.0,960.0,960.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-11-01,210.0,5427.0,5427.0,1.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2016-12-01,90.0,4037.0,4037.0,0.0,12.0,12.0,,,,0.0,0.0,0.0,,,
2017-01-01,799.512,13036.0,13036.0,0.907,1192.0,1192.0,,,,,,,,,
2017-02-01,295.28,4816.0,4816.0,0.335,436.0,436.0,,,,,,,,,
2017-03-01,817.422,13333.0,13333.0,0.928,1210.0,1210.0,,,,,,,,,
2017-04-01,793.791,12943.0,12943.0,0.901,1175.0,1175.0,,,,,,,,,
2017-05-01,1169.208,19068.0,19068.0,1.327,1733.0,1733.0,,,,,,,,,
2017-06-01,825.119,13455.0,13455.0,0.937,1222.0,1222.0,,,,,,,,,
2017-07-01,876.096,14287.0,14287.0,0.994,1297.0,1297.0,,,,,,,,,
2017-08-01,472.501,7708.0,7708.0,0.536,698.0,698.0,,,,,,,,,
2017-09-01,708.851,11558.0,11558.0,0.805,1053.0,1053.0,,,,,,,,,
2017-10-01,596.389,9726.0,9726.0,0.677,884.0,884.0,,,,,,,,,
2017-11-01,1367.254,22297.0,22297.0,1.552,2024.0,2024.0,,,,,,,,,
2017-12-01,1850.577,30179.0,30179.0,2.101,2740.0,2740.0,,,,,,,,,
2018-01-01,1795.064,29539.0,29539.0,2.381,35.0,35.0,,,,,,,,,
2018-02-01,793.623,13059.0,13059.0,1.052,12.0,12.0,,,,,,,,,
2018-03-01,644.523,10604.0,10604.0,0.854,12.0,12.0,,,,,,,,,
2018-04-01,658.975,10843.0,10843.0,0.873,12.0,12.0,,,,,,,,,
2018-05-01,965.921,15898.0,15898.0,1.28,17.0,17.0,,,,,,,,,
2018-06-01,526.225,8662.0,8662.0,0.697,6.0,6.0,,,,,,,,,
2018-07-01,414.816,6829.0,6829.0,0.55,6.0,6.0,,,,,,,,,
2018-08-01,739.411,12169.0,12169.0,0.98,12.0,12.0,,,,,,,,,
2018-09-01,441.217,7260.0,7260.0,0.585,6.0,6.0,,,,,,,,,
2018-10-01,891.192,14665.0,14665.0,1.181,12.0,12.0,,,,,,,,,
2018-11-01,1066.316,17550.0,17550.0,1.413,17.0,17.0,,,,,,,,,
2018-12-01,870.717,14327.0,14327.0,1.154,12.0,12.0,,,,,,,,,
2019-01-01,1579.63,26921.0,26921.0,1.968,23.0,23.0,,,,,,,,,
2019-02-01,332.045,5660.0,5660.0,0.414,6.0,6.0,,,,,,,,,
2019-03-01,1028.479,17527.0,17527.0,1.283,17.0,17.0,,,,,,,,,
2019-04-01,968.723,16509.0,16509.0,1.208,17.0,17.0,,,,,,,,,
2019-05-01,710.358,12105.0,12105.0,0.886,12.0,12.0,,,,,,,,,
2019-06-01,876.192,14932.0,14932.0,1.093,12.0,12.0,,,,,,,,,
2019-07-01,266.981,4549.0,4549.0,0.333,6.0,6.0,,,,,,,,,
2019-08-01,580.204,9889.0,9889.0,0.724,12.0,12.0,,,,,,,,,
2019-09-01,763.048,13001.0,13001.0,0.952,12.0,12.0,,,,,,,,,
2019-10-01,749.107,12768.0,12768.0,0.934,12.0,12.0,,,,,,,,,
2019-11-01,887.786,15130.0,15130.0,1.107,12.0,12.0,,,,,,,,,
2019-12-01,880.447,15002.0,15002.0,1.098,12.0,12.0,,,,,,,,,
2020-01-01,251.447,7324.0,7324.0,1.57,29.0,29.0,,,,,,,,,
2020-02-01,186.183,5433.0,5433.0,1.162,12.0,12.0,,,,,,,,,
2020-03-01,148.493,4334.0,4334.0,0.927,12.0,12.0,,,,,,,,,
2020-04-01,70.499,2059.0,2059.0,0.44,6.0,6.0,,,,,,,,,
2020-05-01,111.577,3258.0,3258.0,0.696,6.0,6.0,,,,,,,,,
2020-06-01,349.594,10197.0,10197.0,2.182,23.0,23.0,,,,,,,,,
2020-07-01,269.098,7847.0,7847.0,1.68,17.0,17.0,,,,,,,,,
