measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2018-05-01,25.583,261.0,261.0,,,
2018-06-01,15.994,162.0,162.0,,,
2018-07-01,12.073,122.0,122.0,,,
2018-08-01,13.727,139.0,139.0,,,
2018-09-01,17.905,185.0,185.0,,,
2018-10-01,15.37,156.0,156.0,,,
2018-11-01,19.449,197.0,197.0,,,
2018-12-01,18.83,191.0,191.0,,,
2019-01-01,12.933,122.0,122.0,,,
2019-02-01,15.477,156.0,156.0,,,
2019-03-01,15.88,156.0,156.0,,,
2019-04-01,16.452,162.0,162.0,,,
2019-05-01,9.532,93.0,93.0,,,
2019-06-01,17.368,174.0,174.0,,,
2019-07-01,14.991,151.0,151.0,,,
2019-08-01,8.566,87.0,87.0,,,
2019-09-01,8.079,81.0,81.0,,,
2019-10-01,7.354,75.0,75.0,,,
2019-11-01,23.0,232.0,232.0,,,
2019-12-01,13.368,133.0,133.0,,,
2020-01-01,23.819,238.0,238.0,,,
2020-02-01,30.188,302.0,302.0,,,
2020-03-01,18.463,186.0,186.0,,,
2020-04-01,20.474,203.0,203.0,,,
2020-05-01,27.073,267.0,267.0,,,
2020-06-01,29.661,296.0,296.0,,,
2020-07-01,42.944,423.0,423.0,,,
2020-08-01,25.621,255.0,255.0,,,
2020-09-01,15.81,157.0,157.0,,,
2020-10-01,34.701,342.0,342.0,,,
2020-11-01,25.121,249.0,249.0,,,
2020-12-01,20.125,197.0,197.0,,,
2021-01-01,12.079,139.0,139.0,,,
2021-02-01,15.022,179.0,179.0,,,
2021-03-01,11.424,133.0,133.0,,,
2021-04-01,12.996,151.0,151.0,,,
2021-05-01,32.309,382.0,382.0,,,
2021-06-01,28.617,336.0,336.0,,,
2021-07-01,9.615,116.0,116.0,,,
2021-08-01,14.28,168.0,168.0,,,
2021-09-01,13.419,156.0,156.0,,,
2021-10-01,17.954,208.0,208.0,,,
2021-11-01,31.771,376.0,376.0,,,
2021-12-01,18.514,220.0,220.0,,,
2022-01-01,13.579,157.0,157.0,,,
2022-02-01,12.972,157.0,157.0,,,
2022-03-01,10.306,122.0,122.0,,,
2022-04-01,8.545,104.0,104.0,,,
2022-05-01,12.235,145.0,145.0,,,
2022-06-01,16.766,197.0,197.0,,,
2022-07-01,17.641,209.0,209.0,,,
2022-08-01,7.745,93.0,93.0,,,
2022-09-01,9.379,110.0,110.0,,,
2022-10-01,15.924,191.0,191.0,,,
2022-11-01,11.1,133.0,133.0,,,
2022-12-01,23.808,284.0,284.0,,,
2023-01-01,11.048,145.0,145.0,,,
2023-02-01,4.303,58.0,58.0,,,
2023-03-01,9.073,122.0,122.0,,,
2023-04-01,11.024,151.0,151.0,,,
2023-05-01,19.991,267.0,267.0,,,
2023-06-01,12.399,168.0,168.0,,,
2023-07-01,12.138,162.0,162.0,,,
2023-08-01,7.782,104.0,104.0,,,
2023-09-01,9.547,128.0,128.0,,,
2023-10-01,15.858,214.0,214.0,,,
2023-11-01,10.248,139.0,139.0,,,
2023-12-01,16.589,226.0,226.0,,,
2024-01-01,17.872,487.0,487.0,,,
2024-02-01,10.847,290.0,290.0,,,
2024-03-01,17.125,464.0,464.0,,,
2024-04-01,28.765,776.0,776.0,,,
2024-05-01,19.004,510.0,510.0,,,
2024-06-01,19.904,533.0,533.0,,,
2024-07-01,15.459,417.0,417.0,,,
2024-08-01,22.436,603.0,603.0,,,
2024-09-01,22.458,603.0,603.0,,,
2024-10-01,15.305,411.0,411.0,,,
2024-11-01,24.174,649.0,649.0,,,
2024-12-01,30.651,823.0,823.0,,,
