measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Generation,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Quantity Consumed For Electricity,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Total Fuel Consumed
2022-01-01,8038.313,27427.0,27427.0,893.167,3047.0,3047.0
2022-02-01,7045.876,24041.0,24041.0,782.894,2671.0,2671.0
2022-03-01,6343.363,21644.0,21644.0,704.836,2405.0,2405.0
2022-04-01,5879.289,20060.0,20060.0,653.271,2229.0,2229.0
2022-05-01,6349.556,21665.0,21665.0,705.524,2407.0,2407.0
2022-06-01,6222.18,21230.0,21230.0,691.37,2359.0,2359.0
2022-07-01,5983.418,20415.0,20415.0,664.841,2268.0,2268.0
2022-08-01,6320.948,21567.0,21567.0,702.345,2396.0,2396.0
2022-09-01,6482.202,22117.0,22117.0,720.262,2458.0,2458.0
2022-10-01,5637.708,19236.0,19236.0,626.428,2137.0,2137.0
2022-11-01,8020.103,27365.0,27365.0,891.145,3041.0,3041.0
2022-12-01,8432.044,28770.0,28770.0,936.917,3197.0,3197.0
2023-01-01,8342.0,28463.0,28463.0,927.0,3163.0,3163.0
2023-02-01,7486.0,25542.0,25542.0,832.0,2839.0,2839.0
2023-03-01,8078.0,27562.0,27562.0,898.0,3064.0,3064.0
2023-04-01,7262.0,24778.0,24778.0,807.0,2753.0,2753.0
2023-05-01,6155.0,21001.0,21001.0,684.0,2334.0,2334.0
2023-06-01,6509.0,22209.0,22209.0,723.0,2467.0,2467.0
2023-07-01,6808.0,23229.0,23229.0,756.0,2579.0,2579.0
2023-08-01,6990.0,23850.0,23850.0,777.0,2651.0,2651.0
2023-09-01,7097.0,24215.0,24215.0,789.0,2692.0,2692.0
2023-10-01,7654.0,26115.0,26115.0,850.0,2900.0,2900.0
2023-11-01,7496.0,25576.0,25576.0,833.0,2842.0,2842.0
2023-12-01,7787.0,26569.0,26569.0,865.0,2951.0,2951.0
2024-01-01,7757.0,26467.0,26467.0,862.0,2941.0,2941.0
2024-02-01,7238.0,24696.0,24696.0,804.0,2743.0,2743.0
2024-03-01,7572.0,25836.0,25836.0,841.0,2869.0,2869.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,3590.0,12249.0,12249.0
2024-06-01,0.0,0.0,0.0,9856.0,33629.0,33629.0
2024-07-01,0.0,0.0,0.0,10307.0,35167.0,35167.0
2024-08-01,0.0,0.0,0.0,11229.0,38313.0,38313.0
2024-09-01,0.0,0.0,0.0,11670.0,39818.0,39818.0
2024-10-01,0.0,0.0,0.0,12980.0,44288.0,44288.0
2024-11-01,0.0,0.0,0.0,13956.0,47618.0,47618.0
2024-12-01,0.0,0.0,0.0,8546.0,29159.0,29159.0
